,FLARE_TYPE,COINCIDENCE,MEANSHR_1,MEANSHR_2,MEANSHR_3,MEANSHR_4,MEANSHR_5,MEANSHR_6,MEANSHR_7,MEANSHR_8,MEANSHR_9,MEANSHR_10
0,X,False,50.356,50.329,50.44,50.601,50.497,50.519,50.635,50.621,50.859,50.918
1,X,False,50.115,50.201,50.097,49.974,49.751,49.746,49.843,49.637,49.636,49.84
2,X,False,38.993,39.151,39.317,39.399,39.261,39.188,39.279,39.22,39.266,39.307
3,X,False,43.866,43.994,43.996,43.732,44.165,44.152,44.101,43.962,44.199,44.445
4,X,True,39.761,39.341,39.202,39.252,38.756,39.043,38.829,38.889,38.859,39.081
5,X,False,41.175,40.776,40.9,40.485,40.714,40.702,40.635,40.399,40.267,40.313
6,X,False,24.542,24.25,24.494,24.535,24.592,24.635,0.0,24.717,25.039,25.341
7,X,True,44.422,44.898,44.984,44.424,44.609,44.532,44.248,44.408,43.869,43.906
8,X,False,45.82,45.717,45.734,46.155,45.898,45.938,46.017,45.675,45.84,45.895
9,X,False,45.938,46.017,45.675,45.84,45.895,46.017,45.935,45.983,45.908,45.878
10,X,False,39.981,40.172,40.235,40.609,40.685,40.023,40.201,40.368,40.528,40.142
11,X,False,45.286,45.451,45.516,45.648,45.703,45.79,45.792,45.767,45.671,45.7
12,X,False,38.886,37.619,37.761,37.395,37.576,37.475,37.243,37.14,36.739,36.676
13,X,True,47.638,44.498,44.741,44.979,46.014,45.682,47.369,44.442,44.875,44.928
14,X,True,37.736,37.491,37.391,37.855,37.918,37.975,37.669,37.757,37.648,37.44
15,X,False,35.581,35.609,35.381,35.478,35.56,35.59,0.0,35.929,35.598,35.845
16,X,False,38.599,38.622,38.601,38.657,38.533,38.35,38.432,38.469,38.348,38.462
17,X,False,44.19,44.219,44.121,44.2,44.32,44.359,44.373,44.584,44.644,44.676
18,X,False,44.453,44.461,44.499,44.707,44.403,44.668,44.736,44.856,44.889,45.056
19,X,False,32.363,0.0,32.224,32.77,32.398,32.253,32.622,32.553,32.621,32.51
20,X,False,48.282,48.385,48.266,48.143,48.267,48.225,48.382,48.341,48.377,48.202
21,X,False,13.479,13.787,13.292,13.561,14.056,14.961,14.474,13.979,14.844,14.777
22,X,False,26.058,25.632,25.84,26.22,25.925,25.829,25.567,26.004,26.243,25.947
23,X,False,44.793,42.833,42.925,42.74,42.862,42.23,41.619,41.672,41.783,41.516
24,X,False,38.165,38.071,37.772,38.12,37.459,37.438,37.632,37.434,37.734,37.658
25,X,True,46.185,46.162,46.038,46.002,46.001,46.005,45.978,45.826,45.799,45.816
26,X,True,49.106,49.16,49.2,49.159,49.285,49.304,49.262,49.3,49.21,49.243
27,X,True,44.958,44.918,44.801,44.727,44.658,44.603,44.596,44.52,44.52,44.427
28,X,True,39.494,39.545,39.655,39.563,39.607,39.621,39.605,39.587,39.619,39.605
29,X,False,33.325,33.123,33.325,33.076,33.251,33.19,33.16,33.015,32.857,32.946
30,X,False,36.603,36.428,36.377,36.386,36.235,36.364,36.229,36.202,36.253,36.158
31,X,True,39.5,39.706,39.643,39.796,39.867,39.559,39.47,39.695,39.835,39.732
32,X,False,44.594,40.079,42.416,44.943,51.721,46.15,47.95,47.671,46.273,47.234
33,X,True,49.695,49.148,49.141,48.902,48.839,48.866,49.065,49.064,49.221,49.113
34,X,True,48.791,48.974,48.482,48.629,48.687,48.607,48.704,48.913,48.871,48.936
35,X,False,43.546,43.288,43.408,43.436,43.424,43.216,43.1,43.165,43.367,42.987
36,X,False,36.691,37.143,37.508,36.718,36.9,35.971,35.854,36.516,0.0,36.352
37,M,False,34.321,36.054,34.564,34.931,34.115,35.031,33.985,33.368,33.126,33.049
38,M,False,26.255,25.691,25.107,27.569,25.501,29.096,29.509,26.859,25.512,24.963
39,M,False,32.235,31.996,31.719,31.488,31.534,31.573,31.555,31.623,31.623,31.395
40,M,True,39.145,34.934,36.917,35.563,34.27,33.753,34.576,35.055,34.986,38.617
41,M,False,21.587,21.728,22.115,21.884,22.063,22.146,22.091,21.652,21.885,21.469
42,M,False,30.387,29.979,30.062,30.697,30.807,30.867,31.746,31.22,31.856,31.774
43,M,False,26.693,26.689,26.982,27.666,28.139,26.887,27.022,27.307,27.432,27.728
44,M,True,40.993,40.947,41.845,42.306,42.431,41.993,42.605,42.502,42.99,43.101
45,M,True,50.653,50.588,50.041,49.822,49.844,50.118,50.028,50.127,49.923,49.957
46,M,False,29.803,29.142,28.739,29.326,29.327,29.761,30.77,31.134,31.513,31.68
47,M,False,50.865,50.719,50.635,50.75,50.731,50.648,50.702,50.501,50.449,50.649
48,M,True,41.791,41.557,41.791,41.734,41.821,41.722,41.48,41.494,41.368,41.513
49,M,True,41.291,41.202,41.37,41.347,41.477,41.228,41.342,41.128,41.12,41.245
50,M,False,40.848,40.373,40.654,40.647,40.728,40.433,40.51,40.638,40.49,40.59
51,M,False,41.525,41.447,41.395,41.535,41.488,41.593,41.356,41.283,40.867,40.8
52,M,False,41.876,42.142,42.34,42.165,42.155,42.055,42.077,42.546,42.287,42.309
53,M,False,27.329,27.776,27.438,27.31,27.526,27.478,27.59,27.399,27.275,27.388
54,M,True,39.937,39.701,39.616,39.395,39.289,38.912,38.693,38.562,38.408,38.612
55,M,True,31.655,31.685,32.004,31.173,31.462,31.875,31.798,31.457,31.68,31.442
56,M,False,38.49,38.558,39.121,39.487,39.563,39.528,39.543,39.216,39.391,39.486
57,M,False,39.543,39.216,39.391,39.486,38.903,38.843,38.601,38.682,38.652,0.0
58,M,False,43.344,43.983,43.945,43.617,43.479,43.472,43.451,43.614,43.463,43.632
59,M,False,35.933,36.151,35.873,0.0,35.873,36.189,36.339,36.515,36.634,36.467
60,M,True,33.812,33.657,33.326,33.193,33.59,33.987,32.875,33.223,33.168,33.44
61,M,False,33.274,33.147,33.241,33.423,32.987,33.075,33.029,33.129,33.001,33.81
62,M,False,33.653,33.982,34.067,34.104,34.387,34.251,33.993,34.223,34.103,34.422
63,M,False,35.865,35.994,35.658,35.577,35.094,35.38,35.428,35.06,35.238,35.562
64,M,False,35.238,35.562,35.757,35.916,36.306,36.281,36.424,36.227,35.414,35.848
65,M,True,51.453,51.402,51.332,51.289,51.416,51.431,51.402,51.515,0.0,51.273
66,M,False,51.228,51.299,51.192,51.222,51.302,51.347,51.542,51.384,51.31,51.429
67,M,False,47.696,47.504,47.332,47.335,47.385,47.413,47.283,47.264,47.168,47.14
68,M,True,36.179,35.912,36.307,35.635,35.965,36.062,36.278,35.977,35.933,36.098
69,M,False,33.022,33.543,33.799,33.264,33.197,33.058,33.066,33.68,33.511,33.456
70,M,False,47.852,48.158,48.713,48.337,48.18,0.0,48.057,48.293,48.266,47.786
71,M,False,34.987,35.011,34.551,35.111,35.026,34.631,34.671,34.262,34.442,34.459
72,M,False,32.742,32.832,32.754,32.787,33.018,33.032,32.958,32.815,33.107,32.942
73,M,False,39.446,39.622,39.593,39.652,39.993,40.221,40.197,40.01,39.926,39.815
74,M,True,27.764,27.383,27.605,26.984,27.503,27.035,26.939,27.272,26.622,26.703
75,M,False,27.65,27.411,27.225,27.424,27.202,27.404,27.016,27.217,27.018,27.158
76,M,True,44.653,43.378,44.398,45.084,43.956,45.325,43.944,43.658,43.802,44.253
77,M,False,40.966,40.362,40.125,39.834,41.058,39.557,39.265,39.208,39.659,39.674
78,M,False,28.376,28.656,28.525,28.844,28.673,28.795,28.423,28.599,28.779,28.656
79,M,False,42.647,42.332,41.721,41.734,42.119,43.425,42.998,41.718,0.0,40.662
80,M,False,29.982,30.872,31.551,31.487,31.891,32.21,31.946,31.912,32.379,32.472
81,M,False,37.69,37.582,37.639,38.032,37.945,37.879,38.116,37.865,38.059,38.018
82,M,True,46.231,45.959,45.592,45.45,45.473,45.327,45.696,45.722,45.876,46.158
83,M,True,45.677,45.459,45.411,45.259,45.111,44.933,44.947,45.13,45.032,44.951
84,M,False,53.472,53.553,53.805,53.591,53.615,53.424,53.315,53.539,53.488,53.704
85,M,True,43.947,43.987,43.967,43.929,43.845,44.034,43.95,44.036,44.076,43.981
86,M,False,43.618,43.674,43.442,43.064,43.132,43.03,43.129,42.935,42.988,43.004
87,M,True,43.355,43.195,42.912,42.74,42.802,42.579,42.433,42.264,41.936,42.067
88,M,False,40.187,40.025,39.943,39.899,40.103,39.951,39.93,40.11,39.812,39.688
89,M,True,28.87,29.085,29.373,29.297,29.556,29.515,29.275,29.608,29.587,29.506
90,M,False,27.359,26.982,26.772,26.661,26.314,26.339,26.205,26.049,26.091,25.971
91,M,False,26.165,26.34,26.286,26.27,26.337,26.203,25.983,25.946,25.91,25.751
92,M,True,42.011,41.929,41.468,41.589,0.0,41.446,41.297,41.353,41.194,41.42
93,M,True,38.299,38.407,38.242,38.562,38.72,38.828,38.639,38.437,38.442,38.414
94,M,False,35.099,35.294,35.287,35.468,35.528,35.487,35.966,35.838,35.982,35.929
95,M,True,37.002,36.891,36.68,36.782,36.784,36.638,36.745,36.604,36.551,36.428
96,M,False,32.852,32.85,33.082,32.764,33.182,32.66,32.847,32.799,32.369,32.477
97,M,False,26.531,26.611,26.608,26.357,26.239,26.135,26.113,26.098,26.311,26.248
98,M,True,33.2,33.469,33.559,33.414,33.28,33.447,33.46,0.0,33.487,33.344
99,M,True,30.459,30.324,30.434,30.206,30.173,29.991,30.09,29.971,30.036,29.922
100,M,True,42.249,42.235,41.912,42.237,42.129,42.438,42.067,42.089,41.737,41.705
101,M,False,40.611,40.751,40.319,40.798,40.828,41.136,41.264,40.982,41.245,40.402
102,M,False,30.306,30.444,30.546,30.704,30.331,30.27,30.477,30.109,30.032,30.053
103,M,True,41.277,41.011,41.012,41.359,41.401,41.295,41.539,41.828,41.146,42.103
104,M,False,41.359,41.401,41.295,41.539,41.828,41.146,42.103,41.763,41.869,41.669
105,M,False,42.103,41.763,41.869,41.669,42.444,41.569,41.982,41.886,42.564,43.088
106,M,False,41.982,41.886,42.564,43.088,42.671,42.59,42.304,42.316,42.594,42.671
107,M,False,42.453,42.389,42.672,42.653,42.759,42.818,43.151,43.149,42.889,42.943
108,M,True,45.362,45.632,45.835,45.123,45.364,45.474,46.0,45.582,44.976,45.312
109,M,False,33.445,33.193,32.602,33.631,33.113,33.264,34.507,35.21,35.397,37.2
110,M,False,48.032,48.286,48.182,48.497,48.478,48.401,48.512,48.361,48.497,48.132
111,M,False,53.842,53.866,54.059,53.827,54.105,53.943,53.924,53.793,53.669,53.53
112,M,True,48.414,48.777,48.938,48.768,48.541,48.349,47.959,47.443,47.614,47.556
113,M,True,51.607,49.729,50.408,52.356,50.619,50.668,52.462,51.668,51.486,51.37
114,M,False,51.796,51.04,50.654,50.241,50.512,50.696,50.917,51.218,51.382,51.77
115,M,False,41.829,41.922,42.392,42.3,42.166,41.802,41.584,41.47,41.265,41.591
116,M,False,29.466,29.524,29.324,29.21,29.334,29.254,29.099,29.242,29.254,29.242
117,M,False,28.857,28.897,28.853,28.764,28.799,28.949,29.028,28.983,28.931,29.124
118,M,True,48.218,48.18,47.807,47.247,47.22,47.105,47.05,46.351,46.772,46.836
119,M,True,44.61,44.332,44.529,44.134,42.825,43.521,43.167,42.936,42.86,43.575
120,M,True,39.781,39.805,40.21,39.555,39.722,39.652,39.621,39.714,39.916,39.892
121,M,True,40.378,40.3,40.401,40.002,39.888,40.074,39.958,40.532,40.066,40.368
122,M,True,40.027,40.079,40.25,40.234,40.315,40.309,40.231,40.244,40.198,40.327
123,M,True,40.333,40.261,40.419,40.378,40.304,40.281,40.366,40.247,40.384,40.391
124,M,False,40.61,40.786,40.811,0.0,40.936,40.933,40.841,40.883,41.074,40.938
125,M,False,40.927,41.119,41.071,41.331,41.385,41.43,41.409,41.371,41.403,41.389
126,M,False,41.806,41.988,42.092,42.138,42.2,42.064,42.351,42.263,42.338,42.194
127,M,False,33.35,33.262,33.13,33.227,33.199,33.25,33.16,33.354,33.176,33.361
128,M,True,29.52,29.472,29.241,28.979,29.199,29.676,29.159,29.197,29.242,28.938
129,M,False,25.739,25.644,25.683,25.673,25.649,25.644,25.814,26.28,26.192,26.244
130,M,False,27.276,27.105,26.888,26.755,26.615,26.912,26.861,26.697,26.197,26.18
131,M,True,34.178,33.683,33.892,34.462,34.685,34.84,34.832,35.322,35.871,36.001
132,M,False,42.216,42.632,42.541,42.441,42.392,42.343,41.817,42.665,42.116,42.158
133,M,True,29.851,29.805,29.438,30.101,29.461,29.826,29.259,28.89,29.014,29.556
134,M,False,28.381,28.445,28.731,28.488,29.112,28.899,28.734,28.066,28.252,28.376
135,M,False,28.593,28.901,28.699,28.645,28.448,28.537,28.709,28.437,28.548,28.659
136,M,True,32.114,32.117,32.335,32.168,32.261,32.319,32.259,32.331,32.331,32.216
137,M,False,32.592,32.612,32.449,32.597,32.32,32.306,32.038,32.009,32.173,32.062
138,M,False,34.76,34.756,34.93,34.915,35.121,34.902,35.106,34.66,35.161,34.813
139,M,False,36.722,39.739,39.625,36.94,36.758,37.014,37.096,37.167,37.139,37.377
140,M,False,37.591,37.53,0.0,37.221,37.326,37.298,37.247,37.197,37.134,37.212
141,M,False,28.858,29.06,29.017,29.393,29.628,29.274,29.773,30.178,30.122,30.32
142,M,True,46.513,47.387,46.349,46.736,46.727,46.391,46.236,46.514,46.21,45.94
143,M,True,42.038,42.473,42.246,41.653,41.825,41.586,41.903,41.766,42.487,42.331
144,M,False,42.473,42.246,41.653,41.825,41.586,41.903,41.766,42.487,42.331,42.488
145,M,False,42.453,42.228,42.226,42.634,0.0,42.799,43.141,42.961,43.01,43.171
146,M,True,42.797,42.551,42.544,42.287,42.42,42.748,42.587,42.512,42.823,43.059
147,M,False,42.587,42.512,42.823,43.059,43.276,43.13,43.075,43.476,43.355,43.331
148,M,False,43.164,43.439,43.584,43.078,43.176,43.645,43.399,42.93,43.252,43.67
149,M,False,43.512,43.969,43.77,44.263,44.347,44.392,44.725,43.912,43.693,43.54
150,M,False,43.868,43.939,43.946,43.742,43.647,44.076,43.943,43.721,44.107,44.451
151,M,False,45.095,45.291,45.301,45.702,45.698,45.836,45.82,45.717,45.734,46.155
152,M,False,47.374,47.51,47.503,47.713,47.828,47.808,47.912,47.81,47.692,47.764
153,M,False,44.537,44.13,44.026,44.024,43.638,43.911,43.74,43.889,43.882,44.076
154,M,False,33.626,33.356,33.159,33.149,32.95,32.717,32.849,32.74,32.734,32.783
155,M,True,33.336,33.482,33.794,33.83,34.295,33.649,33.313,32.958,33.382,33.069
156,M,False,29.235,29.557,29.539,30.164,30.471,30.203,29.633,29.286,28.744,29.384
157,M,False,41.627,41.447,41.359,41.312,41.267,41.296,41.198,41.246,41.408,42.056
158,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,M,False,36.861,36.592,36.639,36.516,36.772,36.679,36.429,36.255,36.191,36.019
160,M,True,39.315,39.016,38.985,39.279,38.867,38.555,39.181,39.125,39.246,39.467
161,M,True,41.695,41.767,41.87,41.804,41.618,41.753,41.584,41.664,41.609,41.863
162,M,False,41.609,41.863,41.341,41.614,41.584,41.643,41.731,41.543,41.374,41.581
163,M,True,41.708,41.57,41.641,41.459,41.313,41.367,41.364,41.411,41.403,41.581
164,M,False,42.693,42.523,42.391,42.518,42.576,42.672,42.759,42.664,42.749,42.811
165,M,False,44.695,44.628,44.635,44.631,44.76,44.584,44.632,44.697,44.601,44.589
166,M,False,29.011,29.215,29.107,28.974,29.179,29.016,28.936,29.36,0.0,29.457
167,M,False,25.817,25.713,25.708,25.557,25.406,25.645,25.783,25.941,25.804,25.775
168,M,True,0.0,0.0,0.0,0.0,0.0,15.781,39.648,40.532,22.6,21.56
169,M,False,35.572,38.883,39.223,34.315,33.874,33.223,30.926,30.747,31.916,30.913
170,M,False,31.579,31.902,31.457,32.707,31.872,32.136,32.569,32.749,33.479,33.127
171,M,False,43.642,43.928,44.082,44.405,44.436,44.026,44.391,44.751,44.063,44.473
172,M,True,33.415,33.259,33.686,33.555,33.317,33.745,33.112,33.039,33.959,33.476
173,M,False,32.968,33.281,33.023,32.99,32.894,32.487,32.645,32.464,32.527,32.393
174,M,True,30.141,30.132,30.202,30.211,30.412,30.416,30.487,30.177,30.609,30.733
175,M,False,30.864,30.765,30.898,30.668,30.855,30.77,30.895,31.337,31.262,31.047
176,M,True,34.195,34.277,34.392,34.42,34.605,34.774,34.956,34.768,35.176,35.664
177,M,False,36.693,36.702,36.563,36.965,37.004,36.875,36.723,36.527,37.039,36.838
178,M,True,45.83,46.11,46.103,45.974,46.117,46.251,46.158,46.086,45.942,45.997
179,M,False,46.301,46.246,46.275,46.346,46.298,46.491,46.443,46.754,46.692,46.465
180,M,False,46.578,46.654,46.822,46.851,47.036,46.726,46.715,46.808,46.768,46.793
181,M,True,48.095,48.26,48.344,48.432,48.637,48.53,48.42,48.358,48.322,48.13
182,M,True,48.154,48.131,48.239,48.251,48.329,48.189,48.407,48.362,48.389,48.362
183,M,True,48.595,48.448,48.633,48.691,48.519,48.427,48.373,48.427,48.484,48.464
184,M,True,48.441,48.462,48.51,48.297,48.259,48.234,48.29,48.155,48.093,48.085
185,M,False,41.644,41.931,41.537,41.775,41.868,41.435,41.343,41.293,40.972,41.29
186,M,True,48.363,48.161,48.209,48.301,48.151,47.846,47.823,47.601,47.69,47.754
187,M,False,47.754,47.667,47.697,47.562,47.73,47.833,47.703,47.676,47.773,47.649
188,M,False,47.703,47.676,47.773,47.649,47.541,47.476,47.522,47.258,47.318,47.47
189,M,True,47.318,47.47,47.604,47.568,47.437,47.65,47.473,47.288,47.362,47.352
190,M,True,47.437,47.65,47.473,47.288,47.362,47.352,47.496,47.259,47.087,46.95
191,M,False,47.393,47.149,47.135,46.967,46.903,46.731,46.769,46.88,46.758,46.912
192,M,False,26.826,27.28,28.161,29.423,32.877,31.173,31.361,31.979,31.651,32.071
193,M,True,47.188,47.313,47.051,47.206,47.41,47.327,47.288,47.087,46.883,46.81
194,M,False,47.41,47.327,47.288,47.087,46.883,46.81,46.709,46.545,46.66,46.586
195,M,False,46.545,46.66,46.586,46.512,46.573,46.499,46.701,46.521,46.511,46.477
196,M,True,45.569,45.409,45.626,45.514,45.45,45.304,45.348,45.031,44.956,45.176
197,M,False,45.031,44.956,45.176,45.174,45.114,44.961,44.832,44.743,44.87,44.772
198,M,True,44.495,44.317,44.111,44.018,43.876,43.952,43.839,43.753,43.964,43.905
199,M,False,43.839,43.753,43.964,43.905,43.813,44.015,44.033,43.821,43.806,43.606
200,M,True,42.87,42.976,42.991,42.841,42.869,42.704,42.491,42.65,42.74,42.784
201,M,False,42.792,42.896,43.161,43.092,42.897,42.595,42.657,42.524,42.34,42.332
202,M,True,41.686,41.578,41.521,41.585,41.424,41.262,41.061,41.171,41.234,41.113
203,M,False,40.536,40.53,40.398,40.319,39.962,40.022,39.764,39.685,39.795,39.793
204,M,False,39.816,40.325,40.204,40.116,39.856,40.011,40.532,40.226,40.296,39.959
205,M,False,33.482,33.091,33.735,34.695,33.777,0.0,34.676,34.247,35.012,34.565
206,M,True,38.816,38.757,38.677,38.669,38.9,38.628,38.782,38.63,38.696,38.576
207,M,True,36.543,36.003,35.96,35.714,35.951,35.809,35.469,35.896,36.126,35.656
208,M,False,35.743,35.65,35.481,35.652,35.865,35.271,35.937,36.069,35.463,35.239
209,M,False,35.901,35.674,35.65,35.701,35.845,35.954,36.009,35.769,35.711,35.572
210,M,False,35.303,35.459,35.331,35.302,35.116,34.893,35.095,35.022,34.895,34.776
211,M,True,38.827,38.805,39.148,38.969,39.184,38.969,39.107,39.061,39.052,38.958
212,M,False,40.669,40.645,40.774,40.739,40.765,40.779,40.699,40.873,40.988,41.175
213,M,False,40.779,40.699,40.873,40.988,41.175,40.976,41.016,41.08,40.96,40.987
214,M,False,43.909,43.763,43.663,43.59,43.467,43.379,43.41,43.58,43.233,43.273
215,M,False,32.807,32.936,33.002,32.881,32.809,32.702,32.665,32.646,32.616,32.579
216,M,False,31.041,30.548,30.811,30.937,30.56,30.437,30.523,30.184,30.322,30.59
217,M,True,29.619,29.677,29.719,29.9,30.194,29.899,30.001,30.234,30.167,30.043
218,M,False,30.68,30.657,30.833,30.552,30.511,30.573,30.407,30.587,30.64,30.661
219,M,False,34.309,34.259,34.356,34.268,34.049,34.03,34.061,33.965,33.983,34.148
220,M,False,27.308,27.304,27.182,27.079,27.218,26.894,27.017,27.044,27.002,26.967
221,M,False,25.315,27.403,29.003,29.299,24.835,30.438,32.834,26.716,30.835,26.468
222,M,False,29.003,29.299,24.835,30.438,32.834,26.716,30.835,26.468,31.521,29.916
223,M,False,33.51,33.566,33.212,33.19,32.971,33.011,33.081,33.121,32.656,32.705
224,M,False,32.927,32.715,41.042,32.363,32.266,32.067,31.859,32.187,32.372,32.708
225,M,False,30.591,30.45,30.519,30.493,30.657,30.725,30.633,30.58,30.701,30.319
226,M,False,28.878,28.411,28.305,28.09,28.139,28.401,28.446,28.701,28.429,28.646
227,M,True,60.826,60.678,62.161,61.42,59.998,58.965,59.39,59.536,57.965,58.456
228,M,True,38.795,38.584,37.347,37.852,37.063,37.457,37.975,38.503,38.358,37.397
229,M,True,34.707,34.821,35.251,34.606,33.936,34.207,34.368,33.784,33.565,34.794
230,M,False,33.794,33.62,34.409,34.348,33.169,33.388,33.317,33.723,34.648,34.236
231,M,True,32.856,31.243,31.971,30.925,30.209,30.648,30.394,29.918,30.308,30.505
232,M,False,30.717,30.977,30.668,30.708,30.635,30.602,30.708,30.268,30.299,30.562
233,M,False,31.255,31.159,31.211,31.175,31.232,31.09,31.198,30.98,31.219,30.818
234,M,True,34.918,34.896,35.103,35.163,35.456,35.675,35.78,36.733,37.21,37.327
235,M,False,39.97,40.06,40.522,39.975,40.276,40.793,40.627,40.551,40.392,40.659
236,M,False,42.862,42.87,43.022,43.138,42.745,42.667,42.663,42.523,42.29,41.798
237,M,False,24.343,24.297,24.192,24.112,24.082,24.143,23.801,23.818,23.682,23.456
238,M,False,45.632,45.912,45.433,45.407,45.348,46.034,45.453,44.943,44.756,45.037
239,M,False,41.059,40.82,40.858,41.196,41.004,40.64,40.385,40.488,40.649,39.75
240,M,True,40.951,41.276,41.399,41.201,41.474,41.628,41.449,41.558,41.447,41.619
241,M,False,41.821,42.048,41.588,41.62,41.616,41.83,41.703,41.672,41.866,41.546
242,M,True,34.004,34.017,33.973,33.821,34.109,34.064,33.906,33.871,34.196,34.125
243,M,False,32.689,32.638,32.616,32.607,32.487,32.961,32.806,32.958,32.586,32.753
244,M,False,33.953,34.098,40.317,39.429,38.55,41.379,41.665,42.772,43.038,41.798
245,M,False,37.71,37.535,37.596,37.322,37.254,37.336,37.079,37.189,37.383,37.196
246,M,False,42.056,41.779,41.653,41.602,41.856,41.502,41.598,41.67,41.656,41.38
247,M,False,47.354,47.074,47.446,47.392,47.552,47.819,47.65,47.671,47.872,47.676
248,M,False,41.812,41.742,41.679,41.534,41.549,41.462,41.445,41.603,41.515,41.619
249,M,False,34.801,34.676,34.578,34.806,34.757,34.76,34.955,34.755,34.626,34.434
250,M,False,26.344,26.073,26.176,26.178,26.14,26.358,26.477,26.496,26.697,26.724
251,M,True,30.566,30.744,30.654,31.006,30.765,30.775,31.182,30.665,30.78,30.531
252,M,False,33.246,33.335,33.317,33.521,33.683,33.282,33.642,33.263,33.069,33.208
253,M,False,23.558,23.545,23.57,23.562,23.513,23.621,23.774,23.576,23.407,23.335
254,M,False,22.414,23.147,23.027,22.876,22.737,22.683,23.214,22.729,23.194,23.257
255,M,False,36.469,36.472,36.286,36.257,36.175,36.259,36.317,36.151,36.074,35.929
256,M,False,30.001,30.266,30.192,30.215,30.346,30.178,30.874,30.853,30.598,31.241
257,M,False,52.74,52.047,51.633,51.589,51.339,50.704,50.684,48.19,49.335,49.909
258,M,False,28.459,28.166,28.004,27.878,28.381,28.133,28.097,27.446,27.554,28.004
259,M,False,34.755,34.693,34.137,34.314,35.029,34.001,34.888,34.478,34.518,33.848
260,M,False,33.04,33.035,33.185,33.26,33.241,33.176,33.273,33.542,33.407,33.3
261,M,True,47.931,47.877,47.67,47.527,47.373,47.537,47.63,47.916,47.364,47.428
262,M,False,47.527,47.373,47.537,47.63,47.916,47.364,47.428,47.624,47.646,47.45
263,M,False,28.051,27.171,27.446,27.292,28.346,28.072,28.169,30.056,28.871,28.597
264,M,False,33.138,0.0,33.108,33.35,33.143,33.003,33.273,33.28,33.417,33.255
265,M,True,34.548,34.556,34.7,34.692,34.546,34.712,34.462,34.441,33.961,34.289
266,M,False,33.033,32.727,32.91,33.15,33.078,32.982,33.089,32.859,33.047,33.094
267,M,True,34.442,34.666,35.143,34.965,34.909,34.981,35.333,35.719,35.684,35.661
268,M,False,39.343,39.581,39.707,39.746,39.755,39.68,39.418,39.69,39.495,39.671
269,M,True,41.069,40.944,40.902,40.908,40.753,40.563,40.722,40.872,40.971,41.052
270,M,True,46.913,46.964,47.263,47.031,47.093,47.205,47.206,47.503,47.574,47.386
271,M,False,48.003,47.867,47.954,48.074,48.154,48.34,48.181,47.966,47.911,48.122
272,M,False,47.954,48.074,48.154,48.34,48.181,47.966,47.911,48.122,48.215,48.268
273,M,False,39.811,39.838,40.039,40.037,40.024,40.181,40.134,40.329,40.423,40.417
274,M,False,47.588,47.713,47.659,47.761,47.824,47.978,47.835,47.773,47.886,47.856
275,M,False,47.761,47.824,47.978,47.835,47.773,47.886,47.856,48.193,48.18,48.03
276,M,True,0.0,0.0,0.0,0.0,0.0,8.7645,6.4319,41.828,10.342,36.885
277,M,True,44.105,44.176,45.662,43.984,43.393,44.138,43.169,42.512,43.174,42.809
278,M,True,39.442,39.062,39.688,38.888,39.073,38.124,38.269,38.406,38.973,39.016
279,M,False,37.823,38.194,38.36,39.115,39.065,38.507,38.992,38.567,38.974,39.081
280,M,False,38.45,37.993,38.529,38.176,37.693,37.781,37.759,38.245,37.841,37.837
281,M,False,37.841,37.837,38.098,38.634,38.166,37.953,38.374,38.386,37.889,38.145
282,M,False,37.982,38.632,39.189,39.062,38.86,38.808,38.702,38.987,38.573,39.099
283,M,True,39.286,39.17,39.086,38.955,39.103,39.313,39.387,39.042,39.166,39.21
284,M,False,36.611,36.37,36.937,36.486,36.643,36.268,36.293,36.432,36.261,36.482
285,M,False,40.008,39.818,39.818,39.622,39.558,39.542,39.412,39.123,39.14,38.954
286,M,False,35.77,36.076,36.221,36.276,36.249,36.392,36.847,36.542,36.494,36.376
287,M,True,47.34,47.366,47.495,47.614,47.755,47.884,47.776,47.848,47.554,47.921
288,M,False,47.495,47.614,47.755,47.884,47.776,47.848,47.554,47.921,47.7,47.492
289,M,False,36.134,36.057,36.061,35.888,36.103,35.682,36.276,36.034,35.991,35.903
290,M,False,30.182,30.455,30.415,30.67,30.242,30.455,31.574,31.037,32.129,32.407
291,M,False,43.466,43.814,43.601,43.697,43.894,43.933,43.961,43.761,43.636,43.684
292,M,True,44.133,44.033,44.124,44.238,44.042,44.258,44.05,43.948,44.218,43.786
293,M,False,42.767,42.741,42.897,43.018,43.513,43.739,43.774,43.853,43.738,43.889
294,M,True,37.087,37.05,37.156,37.165,37.231,36.997,36.833,36.837,37.064,37.033
295,M,True,37.493,37.559,37.552,37.807,37.62,37.469,37.854,37.986,37.792,38.111
296,M,True,39.505,39.478,39.605,39.869,39.986,39.977,39.994,40.107,40.265,40.11
297,M,True,41.306,41.449,41.198,41.149,41.124,41.309,41.449,41.342,41.252,41.36
298,M,True,43.288,43.346,43.318,43.119,43.196,43.309,43.566,43.376,43.373,43.349
299,M,False,40.865,41.03,41.131,40.993,41.284,41.179,41.104,41.341,40.735,41.373
300,M,False,30.979,30.924,32.281,32.396,31.946,32.348,31.912,31.861,31.826,32.329
