T_REC,NOAA_AR,TOTPOT,MEANPOT,EPSZ,TOTBSQ,TOTFZ,TOTABSTWIST
2015.03.10_00:00:00.000_TAI,12297,5.536678e+23,9633.6,-0.2353412807205149,31589306460.65161,-3928.356226272782,5058.495808983402
2015.03.10_16:24:00.000_TAI,12297,5.739193e+23,9854.1,-0.1701834582873563,30111878847.24621,-2707.8707855345456,5090.722986243816
2015.03.10_18:48:00.000_TAI,12297,5.76106e+23,12333.0,-0.166539938350614,30072351789.505,-2646.418033962591,4790.764895007372
2015.03.11_04:48:00.000_TAI,12297,6.892857e+23,13568.0,-0.0969768474922313,32828178827.36113,-1682.238047902894,4751.827124980539
2015.03.11_11:48:00.000_TAI,12297,7.367819e+23,15912.0,-0.0695703263666803,34155174615.56956,-1255.605566165044,4924.015322006542
2015.03.11_12:12:00.000_TAI,12297,7.461132e+23,16197.0,-0.0678556128535121,34474494995.107834,-1236.1077680008389,4903.160402162472
2015.03.11_14:00:00.000_TAI,12297,7.745094e+23,16692.0,-0.0576651774606702,35386987321.22645,-1078.2759390980775,4914.072603822236
2015.03.11_21:48:00.000_TAI,12297,8.975915e+23,18960.0,-0.034918165718692,40845006636.56073,-753.6385875731186,5132.309815104232
2015.03.12_04:00:00.000_TAI,12297,9.894526e+23,21060.0,-0.0105010401582304,43708865446.16831,-242.535053875668,5121.608330587795
2015.03.12_06:12:00.000_TAI,12297,1.020352e+24,20408.0,-0.0078241792259717,44815220241.3353,-185.2836424285437,5308.145622023744
2012.03.04_07:12:00.000_TAI,11429,8.352459e+23,14253.0,-0.0091957799180227,37770601254.69783,-183.53345581779817,4409.318803458289
2015.03.14_09:36:00.000_TAI,12297,6.920226e+23,15165.0,-0.0791358206059914,34128243974.976624,-1427.1175432886257,4241.637356867762
2015.03.14_23:24:00.000_TAI,12297,7.140725e+23,11981.0,-0.1166835432494828,35691019304.173164,-2200.601000263494,5166.887042483388
2013.11.17_12:36:00.000_TAI,11893,6.700764e+23,8599.3,-0.1437848661545529,34114878701.36042,-2591.968442979241,4957.992041185528
2015.03.10_03:36:00.000_TAI,12297,5.651137e+23,9734.6,-0.2862164085360789,33849915311.766136,-5119.468233713926,5138.1838982304935
2013.10.15_17:12:00.000_TAI,11861,2.010356e+23,6200.6,-0.2650486257470888,13667750136.016338,-1914.2352809545464,3658.478217049497
2015.04.20_07:24:00.000_TAI,12322,4.001681e+22,2454.8,-0.6370308821470886,5348545987.147787,-1800.399562074314,1062.3175574878833
2015.04.20_22:00:00.000_TAI,12325,4.587601e+23,4092.8,-0.4091198473185309,36390842788.0044,-7867.113977461922,8383.417521858972
2015.04.20_22:00:00.000_TAI,12325,3.321161e+23,15226.0,-0.0717980948889329,16001681484.777044,-607.0875437651371,1340.3389561771962
2012.11.21_08:36:00.000_TAI,11618,4.6288e+23,10566.0,-0.2171097638895395,27545589467.73595,-3160.124610993173,4863.370693342582
2015.05.04_17:24:00.000_TAI,12335,4.509788e+23,8447.7,-0.2181984327917556,27126843977.007587,-3127.689581812135,4814.61274714291
2014.02.02_10:24:00.000_TAI,11968,4.489937e+23,7988.4,-0.4884542415062559,39055432537.29635,-10080.40974241154,7136.514145954903
2015.06.19_06:48:00.000_TAI,12371,1.586148e+24,18649.0,-0.1218254626096446,76855211353.72067,-4947.482064424814,6007.656947033411
2014.06.12_11:12:00.000_TAI,12085,1.691952e+24,10442.0,-0.0711758549721512,77013224380.46234,-2896.4819928594115,6240.38723880796
2011.09.26_22:24:00.000_TAI,11302,1.704056e+24,18643.0,-0.0702446548800044,77435197503.76349,-2874.2491838415986,6256.204730552165
2015.06.20_09:48:00.000_TAI,12367,4.428561e+23,5334.5,-0.4193315866750017,34941012933.11874,-7742.227577175447,7212.896997684931
2015.06.20_18:24:00.000_TAI,12367,4.293165e+23,4426.7,-0.459060256585185,36373329605.400055,-8823.188992646797,7341.344189262701
2014.01.13_00:36:00.000_TAI,11944,1.651962e+24,10132.0,-0.0114264933569465,70918776066.73323,-428.2003473100467,5183.452723636203
2015.06.24_08:12:00.000_TAI,12371,1.147359e+24,13463.0,-0.126939236482777,56684497180.92448,-3802.1831926195055,5870.139619826984
2015.07.05_08:48:00.000_TAI,12381,1.086767e+23,4598.1,-0.4536136085364976,9717752727.44342,-2329.296506160377,1747.7748800811853
2013.10.08_14:36:00.000_TAI,11865,3.177009e+23,8920.4,-0.2880218082789935,20673253464.29601,-3146.350293429408,2411.4016611215598
2015.08.20_02:12:00.000_TAI,12403,3.698207e+23,6329.0,-0.3817293816947392,26954460093.19038,-5436.995717780411,4910.4987486055925
2015.08.20_09:48:00.000_TAI,12403,4.091913e+23,6952.5,-0.3635245530288273,28993775417.588573,-5569.437753540213,5239.472123236636
2015.08.20_20:36:00.000_TAI,12403,4.688259e+23,7908.7,-0.3410741211185026,32423588517.11666,-5843.62897941572,5420.121318621244
2015.08.21_06:48:00.000_TAI,12403,5.769609e+23,8549.4,-0.2847792564031829,36259254757.98698,-5456.322655938534,6259.563489043188
2015.08.21_21:24:00.000_TAI,12403,8.408454e+23,10654.0,-0.1911739491436936,46171150089.14602,-4664.147101130038,6855.733168573538
2015.08.23_07:36:00.000_TAI,12403,1.238224e+24,13387.0,-0.1226771375167436,62524657774.297714,-4053.1036255704175,7387.678822667282
2015.08.23_17:48:00.000_TAI,12403,1.427336e+24,14086.0,-0.0914641888774669,69014517119.7365,-3335.525932377262,8048.437142424341
2011.11.04_14:36:00.000_TAI,11339,1.72105e+24,12238.0,-0.1455205749068683,85152243833.20613,-6547.768491815305,8645.487012220525
2015.08.27_13:12:00.000_TAI,12403,1.486393e+24,11666.0,-0.2265434721728009,82047213389.68933,-9821.73431214064,8266.604868646667
2015.08.27_19:00:00.000_TAI,12403,1.493695e+24,11268.0,-0.2416631776420105,83924972250.34883,-10717.030791734924,8586.718289108785
2015.09.16_09:36:00.000_TAI,12415,2.748773e+23,7667.0,-0.2167901123698984,16645414265.70868,-1906.807756104136,2981.363403842068
2011.02.13_07:00:00.000_TAI,11158,3.138938e+23,9575.1,-0.3061599162221966,20459844027.78424,-3309.965202686567,3049.9481706773995
2015.09.26_10:36:00.000_TAI,12422,8.732006e+23,15944.0,-0.1068375825811465,43311551969.38799,-2445.122291336505,4122.469240592027
2015.01.02_12:00:00.000_TAI,12253,9.878716e+23,12085.0,-0.1000112365379816,48289421563.04357,-2551.9581824856728,4708.247559509126
2015.09.27_04:00:00.000_TAI,12423,5.117197e+22,4012.9,-0.5127961135369615,5526856551.0076,-1497.5995617675846,1236.202431935955
2017.04.03_02:00:00.000_TAI,12644,1.057016e+24,13303.0,-0.0917832431502293,50580927933.4067,-2453.143767100057,4186.470851751934
2015.09.27_13:12:00.000_TAI,12422,1.079566e+24,17845.0,-0.0883794969591983,51382688933.57324,-2399.612688354165,4330.190710746862
2012.03.05_09:00:00.000_TAI,11429,1.258535e+24,14860.0,-0.0915324183359489,59860454311.71465,-2895.2608160996288,5750.0361985031495
2015.09.28_05:12:00.000_TAI,12422,1.284448e+24,16169.0,-0.0938816971543849,61328021076.158966,-3042.3739461152345,5811.783136019147
2012.01.16_08:00:00.000_TAI,11401,1.279219e+24,8574.6,-0.1011262738549669,61538741236.6665,-3288.406065455823,5705.369657388115
2015.09.28_06:48:00.000_TAI,12422,1.270219e+24,17574.0,-0.1011010277692392,61112122233.155525,-3264.792748499641,5686.015023083799
2015.09.28_11:12:00.000_TAI,12422,1.326464e+24,16593.0,-0.0974062229819723,63508246096.370026,-3268.809021590241,6080.387536414201
2016.04.16_22:00:00.000_TAI,12529,1.460151e+24,15201.0,-0.1071628547813037,70436982872.21475,-3988.574673316509,7113.52836978322
2015.09.29_11:00:00.000_TAI,12422,1.510617e+24,14948.0,-0.1541282107160868,76374929707.30153,-6220.2191912242615,8479.592283592947
2014.12.19_17:36:00.000_TAI,12242,1.523607e+24,7253.4,-0.1649929477312104,77729229009.75716,-6776.7675098133,8686.74129410097
2013.11.21_22:24:00.000_TAI,11904,1.383529e+24,18467.0,-0.2224265799586817,76927804724.39229,-9041.547079481332,8706.441418819633
2015.10.01_00:12:00.000_TAI,12422,1.296602e+24,11091.0,-0.2660127584858764,76577028808.50023,-10764.003139622804,8645.14054033076
2015.10.01_12:24:00.000_TAI,12422,1.124631e+24,9778.7,-0.3060337552480928,69948136116.35077,-11311.449646657593,8107.633671142978
2015.10.15_06:12:00.000_TAI,12434,2.786054e+23,3610.2,-0.5234829538083791,26307416223.18964,-7277.018311619196,4947.182208644124
2015.10.30_17:48:00.000_TAI,12443,8.908418e+23,8498.4,-0.3263708786173277,57050145647.80367,-9838.770632567062,6927.95046369695
2011.07.29_22:12:00.000_TAI,11261,3.791365e+23,8254.6,-0.3087986346158197,25158825617.99963,-4105.239292910221,2782.3353832042217
2015.11.03_12:00:00.000_TAI,12445,3.665501e+23,9034.9,-0.3289982560603004,24904005413.097355,-4329.477457300746,2792.5612844361376
2015.11.03_13:36:00.000_TAI,12443,7.847863e+23,10793.0,-0.1119163079802203,41010070720.56885,-2425.2501035656005,5867.4494830295325
2015.11.08_13:12:00.000_TAI,12449,2.503863e+23,5499.3,-0.4270547016075584,20309150850.79471,-4582.9795743576005,3216.27408740568
2015.12.23_02:12:00.000_TAI,12473,6.969955e+23,13237.0,-0.2466557526639129,40081439844.302826,-5224.047470324012,3802.936014067429
2016.01.01_00:12:00.000_TAI,12473,2.773227e+23,4007.5,-0.4888229603949624,24999102486.57412,-6457.265953783397,4637.571223936299
2014.03.10_09:36:00.000_TAI,11996,2.320069e+23,5100.2,-0.3010381515375546,17054418210.164171,-2712.8834082434278,4291.468416722619
2016.02.12_15:24:00.000_TAI,12497,3.201403e+23,5550.1,-0.2937237845777962,22167725272.55257,-3440.5897376430357,5690.115491797809
2012.07.01_12:36:00.000_TAI,11513,4.308029e+23,7353.9,-0.3338799169585955,30708430069.636467,-5417.770433560495,7159.55021958467
2016.02.14_11:00:00.000_TAI,12497,4.54166e+23,6313.7,-0.3334970292961083,33089729687.481407,-5831.199688247899,7197.892524244859
2016.04.17_00:24:00.000_TAI,12529,1.422748e+24,14368.0,-0.1602563559103944,69980979078.14886,-5926.08732614513,6008.989210205848
2011.03.05_20:48:00.000_TAI,11164,1.140017e+24,12402.0,-0.0900245898010226,54355076356.77548,-2585.676033020105,4345.456918221925
2016.07.20_01:48:00.000_TAI,12567,1.153534e+24,15498.0,-0.0881285073696868,54788430557.63586,-2551.39738389492,4420.286782842964
2016.07.22_02:12:00.000_TAI,12567,9.161178e+23,9372.6,-0.2545879779876307,53028292782.10725,-7133.757471788554,5197.2039457471
2016.07.22_05:12:00.000_TAI,12567,9.223108e+23,9956.5,-0.2538047002513626,53215430793.105,-7136.906520990611,5164.353823726712
2016.07.22_05:36:00.000_TAI,12567,9.179156e+23,9902.5,-0.2555231158830392,53089155623.22155,-7168.180694370065,5176.992639485213
2016.11.28_17:24:00.000_TAI,12615,1.55028e+22,2571.8,-0.6598685337117359,2156755356.480008,-752.0227375690855,497.9819223310767
2012.11.07_11:12:00.000_TAI,11611,2.437881e+22,7573.0,-0.6104588257347233,3079098241.081897,-993.2364342356396,670.5578435021871
2017.04.02_14:24:00.000_TAI,12644,7.77975e+23,11506.0,-0.2676671084494293,45405545430.03458,-6422.09394472396,5603.634370012199
2017.07.08_03:24:00.000_TAI,12665,6.350658e+23,11650.0,-0.2180721628917665,35767567036.57441,-4121.567415442842,3782.9938958223433
2017.07.13_02:12:00.000_TAI,12665,9.351993e+23,16157.0,-0.11214024477546,45490703221.54765,-2695.609320399972,3656.7232802833855
2017.09.03_05:48:00.000_TAI,12673,1.289552e+23,9320.6,-0.1573416206284048,7572741219.602603,-629.6071033195193,907.2753749885844
2017.09.03_15:36:00.000_TAI,12673,3.629503e+23,10985.0,-0.1007193667028809,19517639640.680584,-1038.7548163817007,2512.2380348601155
2017.09.03_18:24:00.000_TAI,12673,4.809242e+23,12905.0,-0.0892340978732775,24940894482.347733,-1176.022624282556,3022.5427034045856
2014.05.05_04:36:00.000_TAI,12051,5.421969e+23,7089.4,-0.0797576257584893,27434568470.765747,-1156.2270536519825,3325.5852855470507
2015.05.05_15:36:00.000_TAI,12339,5.645712e+23,8840.5,-0.0718085648455544,28176777804.244823,-1069.1543615009064,3388.496934270921
2017.09.03_20:36:00.000_TAI,12673,6.007235e+23,13977.0,-0.0484873066475293,29066306514.00642,-744.7158967193878,3365.89063590827
2017.09.03_22:12:00.000_TAI,12673,7.198432e+23,15782.0,-0.0170841584815701,33088318906.524868,-298.7040579758721,3913.56099320964
2017.09.04_01:12:00.000_TAI,12673,8.714245e+23,17441.0,-0.0117007724720378,39577686297.95844,-244.7020785459248,4393.888815613199
2017.09.04_03:48:00.000_TAI,12673,9.0231e+23,17431.0,-0.0081541591805235,40334786576.24033,-173.79281255375915,4279.242763207282
2017.09.04_04:48:00.000_TAI,12673,9.22081e+23,17316.0,-0.0057994014036392,40956615594.85226,-125.5104511660208,4358.57998045834
2017.09.04_17:48:00.000_TAI,12673,1.251844e+24,19717.0,-0.0229677625919366,55588913720.9839,-674.651737179723,5640.8833384761965
2017.09.05_09:12:00.000_TAI,12673,1.352892e+24,19376.0,-0.0301035177248887,60141213252.2125,-956.6701477040556,6662.629529358643
2012.01.18_02:00:00.000_TAI,11401,1.388368e+24,8354.7,-0.0427013043155454,62290993357.56025,-1405.526961232123,6634.34628198943
2017.09.05_16:00:00.000_TAI,12673,1.415445e+24,19469.0,-0.0430886745514671,63360729281.307785,-1442.6337105782245,6788.750241160856
2017.09.05_19:36:00.000_TAI,12673,1.473885e+24,20290.0,-0.0445552187651811,65946305924.13532,-1552.6081161459506,6644.598104906497
2012.05.09_04:48:00.000_TAI,11476,1.631026e+24,17046.0,-0.0497806948768714,72429316048.05666,-1905.2332365535292,7041.540636670428
2015.06.20_02:12:00.000_TAI,12371,1.699191e+24,17766.0,-0.0470885268024229,74739973156.81584,-1859.6912222078656,7418.489307700249
2012.07.07_00:00:00.000_TAI,11520,1.661681e+24,8972.0,-0.0492728461217148,73478533398.9648,-1913.1142146423792,7494.492249066001
2015.08.26_00:48:00.000_TAI,12403,1.698924e+24,14719.0,-0.0747488540040848,77389729053.91685,-3056.754764166384,8164.724543690815
2012.07.06_23:48:00.000_TAI,11515,1.604617e+24,12996.0,-0.165450592460853,81113551295.49513,-7091.441013399093,7812.699714600269
2014.01.28_07:00:00.000_TAI,11967,1.584434e+24,15416.0,-0.1677047752206119,80246644882.77628,-7111.236665088082,7459.040734247535
2017.09.07_03:48:00.000_TAI,12673,1.580492e+24,18122.0,-0.1630399324765085,79550227781.51598,-6853.4335488557,7550.080950743241
2017.09.07_15:48:00.000_TAI,12673,1.433866e+24,15305.0,-0.1913748472136508,74241212078.53076,-7507.626362364514,7517.885716098688
2014.06.09_15:48:00.000_TAI,12080,1.29992e+24,11340.0,-0.2451662616843261,72443997440.15329,-9385.033470045571,7518.078267251362
2017.09.08_04:24:00.000_TAI,12673,1.289169e+24,13170.0,-0.2603545011069359,72295490284.91685,-9946.014309667777,7994.463560246645
2014.12.16_16:36:00.000_TAI,12242,1.312024e+24,9645.6,-0.2307476136496428,69742140090.76688,-8503.647957963058,7533.685026255677
