TOTUSJH,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,MEANPOT,R_VALUE,SHRGT45,EPSZ,TOTBSQ,TOTFZ,TOTABSTWIST,AR_class
4354.476,1.188865e+24,82943270000000.0,631.9,39328250000000.0,5.712703e+22,2116.946533,10983.51,5.082,34.062,-0.20998832761401168,65019425622.8269,-7214.57952528752,8824.855135635786,1.0
4223.063,1.1851e+24,79375710000000.0,602.927,38011460000000.0,5.421441e+22,2107.04541,11897.72,5.06,35.893,-0.19883886450275365,64023561614.35407,-6726.880581015983,8355.941561317488,1.0
4176.6709999999985,1.094313e+24,75902590000000.0,619.77,35363190000000.0,6.035676e+22,1949.661255,9963.038,4.846,29.634,-0.2632894439625664,64400741378.27957,-8959.773814594962,8581.354267421399,1.0
3085.5290000000005,5.280094e+23,54608340000000.0,77.45100000000002,3133314000000.0,4.383901e+22,1281.49707,6491.169,4.606,24.927,-0.4123671227548672,39297156339.9206,-8562.842181507018,5684.454202608051,1.0
3341.909,6.151472e+23,54287620000000.0,519.121,18440030000000.0,4.623613e+22,1376.02832,7481.188,4.694,24.023000000000003,-0.3843613573867358,43329191761.959946,-8800.209559217561,5748.148331329677,1.0
3133.6079999999997,9.641278e+23,62324420000000.0,170.571,10215920000000.0,3.071002e+22,1395.5161130000001,15411.53,4.872,55.66,-0.0546348284423162,45491552594.58197,-1313.327493524958,5103.55852017859,1.0
3518.8,1.08011e+24,67005220000000.0,87.833,5081225000000.0,3.872077e+22,1596.190918,14344.83,4.931,50.835,-0.10678002455433017,52872396115.95589,-2983.264110611061,6019.909779529228,1.0
1826.64,3.845804e+23,33688080000000.0,688.6139999999997,29067470000000.0,2.288074e+22,917.152222,8589.175,4.581,29.177,-0.2701735137080562,23529897104.33033,-3359.1976296465755,3677.4397613119295,1.0
1833.4679999999998,3.494217e+23,33790970000000.0,453.21,15442550000000.0,2.383095e+22,865.086426,7704.765,4.405,23.991999999999997,-0.33322116205446195,23064776130.37961,-4061.2011966983055,3807.4942546977727,1.0
3242.051,6.941632e+23,67021490000000.0,357.73699999999997,5857979000000.0,5.419468e+22,1498.546875,6282.855,4.56,23.366999999999997,-0.34263508839608026,48395467327.99325,-8762.12120113241,7473.084131602039,1.0
2711.755,4.096482e+23,51892640000000.0,372.80300000000005,13891520000000.0,2.458537e+22,1565.772339,7896.67,4.772,34.563,-0.2179877980563308,25667546759.752758,-2956.5771782164175,5247.2901399080765,1.0
2707.078,3.482241e+23,51955040000000.0,354.889,15136010000000.0,4.731241e+22,1319.966553,3862.989,4.376,13.48,-0.5168982946322996,34123508611.27331,-9320.335983712412,6642.837547758863,1.0
2991.605,3.61573e+23,61494570000000.0,397.517,16031860000000.0,5.190915e+22,1467.906982,3320.4429999999998,4.498,14.331,-0.5060616183812865,35569116010.10174,-9511.504228071532,7442.991513577383,1.0
1505.3310000000001,1.879337e+23,31363240000000.0,367.53,19693860000000.0,2.38494e+22,970.5516359999999,3703.91,3.971,13.5,-0.4558865059368672,16334165387.872187,-3934.834978591404,4021.683731244969,1.0
1365.5770000000002,1.497525e+23,23516660000000.0,304.2290000000001,15544250000000.0,1.48331e+22,469.341522,5375.486999999999,4.408,17.486,-0.4271314797233473,12329043274.387495,-2782.6837977748055,2673.170516129158,1.0
1762.145,3.745396e+23,34898860000000.0,88.44200000000002,1770517000000.0,2.433346e+22,786.619995,7750.6640000000025,4.51,30.995,-0.28835070688754605,23821150410.70581,-3629.581528053551,3647.566077559648,1.0
3236.741,6.319771e+23,57550640000000.0,25.364,6192685000000.0,2.320127e+22,1322.17334,12169.67,4.878,45.18600000000001,-0.047764067261164715,30248562887.571117,-763.4469578645561,5008.848419270242,1.0
2773.256,5.872149e+23,45262390000000.0,1088.563,42305070000000.0,2.037682e+22,1281.524658,13595.87,4.735,46.953,-0.03134342513963486,27774036410.81612,-460.000509015127,4026.595818770285,1.0
2492.929,1.176319e+24,47370600000000.0,731.492,27880980000000.0,2.862224e+22,1080.530151,21462.39,4.817,62.052,-0.03238371953188151,51807274793.67288,-886.5237180768178,3878.3691264142963,1.0
2547.054,5.269515e+23,43012470000000.0,1080.528,44606710000000.0,1.989983e+22,1259.0998539999996,12062.61,4.777,44.09,-0.05981918916817465,25531531904.11063,-807.0310628119998,3979.908633526136,1.0
2823.87,5.598505e+23,46220970000000.0,1172.786,44322640000000.0,2.236081e+22,1288.059937,12052.49,4.728,43.817,-0.09605991116725204,27764659529.97798,-1409.312643458435,4414.785641455149,1.0
2701.719,8.488264e+23,50316980000000.0,1028.0610000000001,46627800000000.0,3.644354e+22,1192.285645,12022.55,4.749,40.28,-0.17664332494194607,44393052964.99416,-4143.669640303072,4906.310625317463,1.0
2552.583,7.577109e+23,46495130000000.0,902.23,38380550000000.0,3.814994e+22,1137.472534,10684.59,4.522,34.444,-0.2410205429197061,43365415255.21529,-5522.941060285869,4740.769940067825,1.0
2283.018,7.227387e+23,42120850000000.0,813.6510000000003,35459330000000.0,3.797758e+22,1098.364502,9830.787,4.52,33.547,-0.2437968217313735,41477582308.923035,-5343.358386140757,4303.69624301685,1.0
1037.843,1.732729e+23,22353600000000.0,73.054,1271161000000.0,1.849446e+22,781.244934,4459.064,3.7560000000000002,15.745,-0.4085277511122856,14332397554.624609,-3093.949008172196,2787.4039155086944,1.0
995.5419999999999,1.645209e+23,19881200000000.0,103.37899999999999,3729330000000.0,1.880212e+22,632.887329,4593.84,3.821,12.767000000000001,-0.4569868649370628,14590409810.166548,-3523.2542623818927,2782.992216079805,1.0
1004.297,1.637274e+23,20139450000000.0,88.15799999999999,2638178000000.0,1.971008e+22,594.340637,4212.698,3.799,11.890999999999998,-0.464785223015208,14573441920.764038,-3579.209938305948,2815.7849700375677,1.0
1899.9160000000002,3.704313e+23,40001130000000.0,47.596000000000004,8557142000000.0,2.056403e+22,1444.330688,7791.121999999998,4.194,39.801,-0.1603268292310589,21503639779.59408,-1821.7590656738012,3874.1209478134388,1.0
1710.04,3.594993e+23,35970610000000.0,196.5,10062610000000.0,1.758787e+22,1386.162476,8419.067,4.415,42.655,-0.11594104447161395,19439373488.09289,-1190.9464991039115,3336.5411871269207,1.0
1630.318,3.384889e+23,29136470000000.0,360.819,18908720000000.0,1.574615e+22,1212.428345,10300.17,4.336,37.082,-0.12985132936528015,17860217009.770603,-1225.4790719708988,2942.494792112735,1.0
1406.411,3.120516e+23,29321080000000.0,287.01,15445640000000.0,1.638136e+22,1133.631592,8475.356,4.332,33.466,-0.16031308943338335,16336432838.183609,-1383.881687575909,3285.3671269223632,1.0
1551.882,3.297407e+23,32612490000000.0,272.627,12477340000000.0,1.984028e+22,1049.547729,7588.799,4.495,26.502,-0.23073185067517846,18869502572.419533,-2300.5986630525,3667.0737051272918,1.0
1525.27,3.125322e+23,34849280000000.0,253.328,8034027000000.0,2.004227e+22,1020.22345,6845.642,4.503,29.197,-0.2504126386091307,18365383652.83229,-2430.127797079545,3724.3665621654873,1.0
2034.4579999999999,3.675456e+23,40928790000000.0,279.243,14379680000000.0,2.789386e+22,1045.84436,6554.185,4.523,20.833000000000002,-0.3388423579512642,24263022221.163376,-4344.2551684783475,4824.558094890071,1.0
1876.751,2.644129e+23,36592250000000.0,108.194,4573511000000.0,4.084702e+22,1016.7741699999999,3215.69,4.135,12.092,-0.5424516758469194,26932819237.849564,-7719.971056278241,4904.257753696434,1.0
3612.423,6.139061e+23,76451110000000.0,316.7940000000001,12256700000000.0,5.303203e+22,2043.726807,5521.8669999999975,4.561,22.44400000000001,-0.36912917691741054,43929150468.91462,-8568.484842003689,8581.414666633196,1.0
3519.015,6.436323e+23,68240700000000.0,400.455,14510950000000.0,6.004445e+22,1842.9438480000001,5601.75,4.664,17.386,-0.41773198842609344,48747052515.575584,-10760.161700878769,8283.242253590637,1.0
4441.4209999999985,1.525979e+24,71785100000000.0,99.295,5239583000000.0,6.115072e+22,1909.329834,13578.37,4.755,39.155,-0.18585629425189826,77360783583.10828,-7597.502878583216,7046.944296137299,1.0
4647.335999999998,1.510123e+24,70339590000000.0,436.36,15435630000000.0,6.133609e+22,1936.491577,14317.41,4.748,37.674,-0.206602187194616,78211355819.69627,-8538.419656516638,7158.588506674743,1.0
3553.579,8.594489e+23,61319630000000.0,13.780999999999999,3764574000000.0,6.692948e+22,1898.4002690000002,7156.246,4.643,20.995,-0.3778392469072007,58569800374.78023,-11693.74597570903,7849.0500501787255,1.0
5038.604,1.603959e+24,76902840000000.0,648.789,17688140000000.0,6.188453e+22,1944.554321,15260.48,4.8210000000000015,38.473,-0.19970253657871145,81900636628.3265,-8642.584781637783,7762.1090793552,1.0
5100.956,1.620184e+24,81173670000000.0,646.3580000000002,17740190000000.0,6.336746e+22,1959.333252,14432.13,4.84,38.689,-0.19864401355708103,82911089283.45328,-8702.838699436132,8227.44049121367,1.0
4794.664000000002,1.734584e+24,75477780000000.0,224.077,3836011000000.0,6.141792e+22,1929.158325,16286.38,4.88,39.968,-0.15983696016694746,84707736218.03972,-7154.397688088148,7529.501921708532,1.0
5378.856,1.659259e+24,78555320000000.0,777.698,19396180000000.0,6.120718e+22,1931.594238,16434.29,4.878,40.319,-0.1969437986327254,85205041799.16994,-8867.072426543185,7667.964159926211,1.0
5177.499,1.882948e+24,80625540000000.0,1077.525,20064140000000.0,6.211403e+22,1947.435059,17683.6,4.898,41.137,-0.14077270303870235,90619121450.6807,-6740.792989296327,7812.918958260803,1.0
5092.235,1.875758e+24,78743810000000.0,868.0110000000003,17088520000000.0,5.833914e+22,1942.6319579999997,19250.66,4.945,41.965,-0.11510854287952288,87602577668.72116,-5328.404906700112,7801.72418275831,1.0
5228.554,1.813552e+24,81160180000000.0,458.787,10200580000000.0,5.496934e+22,1899.690552,19148.85,4.921,44.474,-0.09319328354750338,82086600212.42987,-4042.309750192947,8102.093037515268,1.0
258.259,2.432571e+22,6023607000000.0,44.339,2283653000000.0,3.815461e+21,48.23827,2691.292,3.2319999999999998,21.980999999999998,-0.5538433674962292,2773803811.254012,-811.7746267211337,510.60647438196236,1.0
4941.262,1.879915e+24,79636600000000.0,404.214,10573950000000.0,5.29862e+22,1908.9428710000002,19710.54,4.9719999999999995,46.783,-0.054743173990419065,81095173309.30998,-2345.8361580869487,7692.584057545852,1.0
531.288,7.703536e+22,9830433000000.0,131.03,4097988000000.0,7.610288e+21,118.25827,5231.948,3.57,23.09,-0.4589203409711508,6775402667.585993,-1643.029058902854,964.3511933560176,1.0
5502.839,1.854509e+24,77814620000000.0,563.28,18097390000000.0,5.194643e+22,1809.9628910000001,21152.12,5.132999999999999,49.515,-0.0951326474177469,85737039434.88794,-4309.9365940216685,7167.538022407657,1.0
5152.291,1.741473e+24,76972070000000.0,396.894,16847050000000.0,4.722961e+22,1821.53833,20369.17,5.153,52.174,-0.046339170104906534,76444445448.75282,-1871.8326561887961,6949.439192880786,1.0
3509.906,1.552967e+24,64257480000000.0,363.31,9290162000000.0,3.758251e+22,1907.038086,20597.91,4.92,62.38399999999999,0.01123154364114378,65778751096.93887,390.38918118552436,5253.547472352417,1.0
820.562,2.785752e+23,16979960000000.0,215.188,8608635000000.0,8.963202e+21,479.951324,13906.36,3.761,52.168,-0.07892861162045202,13612111124.982763,-567.7180361441405,1475.663273368948,1.0
761.569,2.98187e+23,15944240000000.0,307.45799999999997,9951615000000.0,7.995265e+21,507.857697,16652.88,3.9810000000000003,55.773999999999994,-0.028953616644067957,13661567017.519505,-209.0143621867828,1173.4355210296494,1.0
998.342,3.632628e+23,19254790000000.0,516.664,20579790000000.0,9.600959e+21,596.8122559999998,16824.46,4.234,56.169,-0.036374432565282944,16971639287.63255,-326.20658233319176,1385.0997384682746,1.0
2810.624000000001,8.872526e+23,52310840000000.0,767.312,33374110000000.0,3.705024e+22,1571.7346189999994,12921.18,4.646,40.446999999999996,-0.1938319895013013,48013463045.944466,-4917.691387571108,5301.594537048008,1.0
3131.768,8.426677e+23,64141540000000.0,117.587,6358696000000.0,7.034761e+22,2073.495361,5865.985,4.512,18.294,-0.3713887294394251,59122598717.79928,-11602.589261117073,8088.7785986624685,1.0
2538.093,8.19623e+23,47820270000000.0,164.55700000000004,5291827000000.0,6.312541e+22,1666.92334,6532.233,4.539,20.02,-0.3503734531788321,54623129806.73784,-10113.010342287516,5936.627511272275,1.0
5555.378000000002,1.901159e+24,95237850000000.0,209.45,2576228000000.0,8.218218e+22,2569.7607420000004,13302.99,4.977,38.202,-0.20305067922882167,100038271194.41573,-10733.548149904167,9800.115740354451,1.0
5605.062,1.833978e+24,94038000000000.0,15.886,2193598000000.0,8.085321e+22,2652.738037,13112.93,4.975,37.69,-0.2085840993047252,98202670664.22763,-10823.735521773155,9860.456858576315,1.0
5457.38,1.725378e+24,95773920000000.0,53.808,7609687000000.0,7.822827e+22,2714.874023,12052.5,5.029,36.926,-0.19654201040642044,90997201591.67244,-9450.529834211273,10017.789773419454,1.0
5924.941999999999,1.823555e+24,104939700000000.0,131.202,2709386000000.0,8.035227e+22,2813.589844,12782.54,5.12,37.55,-0.19999262364351872,96990082995.74893,-10249.766682510695,11054.360916367708,1.0
5890.496,1.861027e+24,108295300000000.0,129.089,5477762000000.0,8.230209e+22,2838.06543,12101.91,5.138,38.093,-0.1933671823271484,98452778659.70476,-10059.663572760022,10684.762107140623,1.0
5657.904,1.787826e+24,108214700000000.0,149.471,6740021000000.0,7.630486e+22,2838.521973,11997.88,5.138,39.621,-0.16530066834213508,91463020135.48572,-7989.007648111978,10637.98947791457,1.0
2294.657,4.584496e+23,48305610000000.0,71.369,5625341000000.0,3.637898e+22,1352.241943,6113.098000000001,4.191,22.820999999999998,-0.3371578883973216,31375085672.0115,-5589.731544597133,6091.084003317824,1.0
1207.372,1.792868e+23,24050610000000.0,147.783,6269236000000.0,2.232744e+22,680.6600950000002,4169.776,4.045,11.203,-0.474107698156029,16224876080.507812,-4064.7239673731206,3333.8770910382673,1.0
303.828,2.704499e+22,6359346000000.0,24.171,1916230000000.0,3.206849e+21,202.226044,3678.563,3.2510000000000003,23.374000000000002,-0.3883841924276367,2618814379.474797,-537.4510321413493,684.2092179786184,1.0
1353.705,1.836555e+23,22299290000000.0,433.88699999999994,18854450000000.0,8.63994e+21,355.334747,9860.264000000001,4.5280000000000005,38.88800000000001,-0.15959282989456347,10155385013.471813,-856.4112342706172,2007.5243665448402,1.0
3365.389,7.398967e+23,62748900000000.0,313.492,10589940000000.0,6.501233e+22,1743.220459,5941.925,4.54,18.347,-0.4109551378851519,53208239733.14445,-11554.35965002011,7949.583385019607,1.0
3714.933,7.382831e+23,73722870000000.0,282.31,13789300000000.0,5.844351e+22,2069.264893,6449.91,4.654,20.541,-0.35839150650330026,51415895342.750786,-9737.055489192762,9165.229496550131,1.0
3649.494,7.584877e+23,76870560000000.0,250.065,10530100000000.0,6.036511e+22,2061.943359,6007.04,4.633,21.223000000000006,-0.3501103568385689,52032741948.22477,-9626.187562497766,8927.949829614705,1.0
5431.075,1.435965e+24,132405200000000.0,746.622,25921260000000.0,8.615274e+22,2419.772461,7230.156999999997,4.877,34.403,-0.2704008878557514,84566746739.12685,-12083.15381650792,11380.031334258847,1.0
4774.057,9.740555e+23,96096330000000.0,897.2080000000003,23432540000000.0,5.995961e+22,3152.664062000001,8185.291999999998,4.672,31.68,-0.2723791174242197,61124106076.1294,-8797.49348731212,10604.53248398174,1.0
1414.745,2.874178e+23,29687110000000.0,7.02,4792349000000.0,2.741331e+22,696.774658,5158.308,4.122,16.695999999999998,-0.4104502479438568,21738781055.490314,-4714.8545881276505,3789.0809107366554,1.0
2339.726,9.055846e+23,34953950000000.0,952.253,35790270000000.0,3.77381e+22,1150.173218,14847.98,4.4,43.667,-0.22678635194743,48525213397.60417,-5815.097960970187,3381.8688120162838,1.0
3196.104000000001,9.248852e+23,51084480000000.0,1037.849,40838630000000.0,4.341028e+22,1324.382446,13192.9,4.8260000000000005,37.518,-0.2614381553622998,53298334829.011536,-7363.008329356898,5012.008065147217,1.0
3182.123,9.253377e+23,51380040000000.0,1059.548,39518300000000.0,4.308002e+22,1328.875977,13360.83,4.8389999999999995,38.211,-0.26004184424416443,53203876254.33557,-7310.7035660030515,5108.6008563328505,1.0
3561.423,1.073206e+24,56464260000000.0,1291.371,47453470000000.0,4.617027e+22,1379.7108150000001,14000.75,4.879,38.83,-0.2228646250099671,58700719348.6627,-6912.8531430745315,5311.661272508673,1.0
3916.2470000000003,1.109898e+24,61101350000000.0,1426.971,50756820000000.0,4.733254e+22,1422.027832,14309.38,4.905,39.271,-0.2302487173546112,60993405614.41195,-7420.834567806227,5753.737283227294,1.0
4151.759,1.146602e+24,62816290000000.0,1572.24,54771850000000.0,4.819927e+22,1460.973755,14540.84,4.923,39.294000000000004,-0.22484361528425648,62832780034.28,-7465.167822786213,5890.297168198033,1.0
4457.062,1.196389e+24,68968520000000.0,1566.974,56011290000000.0,4.894667e+22,1499.648071,14435.09,5.006,39.695,-0.2107159921160361,64008236081.83067,-7126.987779393269,6292.116724735876,1.0
4298.6759999999995,1.234815e+24,67343840000000.0,1608.818,56213640000000.0,4.879771e+22,1563.955444,15181.63,5.01,41.143,-0.19810764175868445,65250269350.73714,-6830.558421242996,6146.196117082251,1.0
4215.963,1.242001e+24,64447190000000.0,1552.7679999999998,55583980000000.0,4.770395e+22,1552.681885,16121.26,4.95,41.601000000000006,-0.18825480012346785,64915384890.399315,-6457.528847083494,5894.944218105426,1.0
4982.73,1.54878e+24,75373810000000.0,2139.27,78387910000000.0,5.34372e+22,1696.176147,17437.64,5.14,44.474,-0.14709441952223187,76183501128.23227,-5921.473561550802,7025.723421344354,1.0
5119.345,1.604684e+24,77800240000000.0,2130.605,76721450000000.0,5.332782e+22,1720.481201,18206.98,5.152,45.66,-0.13289878067230934,77811407539.56111,-5464.330717865316,7108.240169487399,1.0
5227.58,1.609369e+24,79464740000000.0,2198.94,80033020000000.0,5.372936e+22,1736.1788329999995,18189.7,5.153,46.386,-0.13788132794134814,78332584123.1996,-5707.167357127043,7257.535023502563,1.0
5651.345,1.68714e+24,95208240000000.0,2385.133,91721940000000.0,5.639983e+22,2318.0471190000007,16383.31,5.19,51.824,-0.08405492644670033,79239904772.8143,-3519.4912059433755,8680.55361953212,1.0
4394.236,1.236781e+24,79809420000000.0,1977.036,83911770000000.0,4.881572e+22,2390.994141,13537.03,4.975,45.79,-0.13913318984300854,62864228569.472275,-4621.756696856045,7886.1662245254165,1.0
3219.1690000000012,9.171169e+23,61893650000000.0,1144.8210000000001,53600290000000.0,5.76152e+22,1830.7243649999998,8246.189,4.643,25.599,-0.2935854288728765,56286830452.664055,-8732.004705384228,7050.102707214342,1.0
983.65,8.238706e+22,21860180000000.0,76.499,2445701000000.0,1.058218e+22,642.784607,3337.9809999999998,3.787,21.285999999999998,-0.4276743470090788,7585205530.11388,-1714.1676015599655,2488.856822153519,1.0
627.3580000000002,7.232368e+22,13820450000000.0,48.747,1938184000000.0,8.832354e+21,673.609802,3501.722,3.326,20.312,-0.37926358653702463,6219533916.395692,-1246.4408383204645,1721.1718318470623,1.0
198.732,2.637755e+22,4166289000000.0,8.074,1115142000000.0,2.767229e+21,241.32724,4796.413,1.791,18.16,-0.3497861779512913,2449003545.013405,-452.6523780095789,494.14665782631164,1.0
869.138,1.77236e+23,17679060000000.0,30.769000000000002,1729185000000.0,1.048427e+22,640.428589,8157.979,3.502,40.546,-0.2301242771619505,11880002227.38783,-1444.6136759546075,1637.2586571862823,1.0
1327.8870000000004,3.21873e+23,28069810000000.0,197.862,4524158000000.0,1.953963e+22,1043.385986,8061.135999999998,3.9819999999999998,29.219,-0.2703303139972662,20384987353.240368,-2911.910349177173,3162.100860979433,1.0
4436.884,1.206429e+24,75107000000000.0,906.3960000000001,33275190000000.0,5.838539e+22,2070.157715,11962.1,4.893,35.431,-0.2308910746647613,67084068179.00472,-8184.634593802562,7851.027171394391,1.0
4528.863,1.34291e+24,81140860000000.0,867.047,36234650000000.0,5.335726e+22,2101.6044920000004,13697.73,5.0360000000000005,39.496,-0.1396318403697127,67603099635.702385,-4987.969634038597,8164.462413182588,1.0
4706.012,1.379722e+24,86459520000000.0,800.925,31787940000000.0,5.496303e+22,2103.246338,13285.5,4.998,39.596,-0.13477939716928786,68924040803.72952,-4908.705168866747,8497.554477188483,1.0
5181.452,1.537828e+24,90192800000000.0,1463.74,62051140000000.0,5.763523e+22,2200.788086,14480.71,5.012,40.453,-0.12198634079445955,75836635480.356,-4888.358390697125,8519.381892958676,1.0
5671.095,1.635062e+24,93042140000000.0,1569.04,57905990000000.0,5.651745e+22,2241.9021,16276.84,5.013999999999999,41.434,-0.11123824442354338,79283732162.86856,-4660.269563053449,9105.74082105124,1.0
5736.2609999999995,1.718353e+24,95576430000000.0,1587.74,62709920000000.0,5.340647e+22,2265.826416,16973.37,5.0360000000000005,44.766999999999996,-0.06886408897487918,79367792494.96512,-2888.084715704729,9165.537384258763,1.0
2197.012,6.006366e+23,45128880000000.0,180.764,11521760000000.0,4.828057e+22,1108.4477539999998,6038.821,4.126,18.227,-0.3653397982619665,40911809387.17836,-7898.02350563333,5322.3252170612295,1.0
3135.8109999999997,4.400697e+23,63642750000000.0,182.988,6066639000000.0,6.399036e+22,1579.638794,3363.344,4.29,11.537,-0.5127815857792828,43464422603.43103,-11777.12049891243,8321.888015409333,1.0
828.694,2.988301e+23,18979470000000.0,201.178,12519730000000.0,1.126306e+22,602.9552610000002,11896.75,3.95,48.68899999999999,-0.11075969442517307,14957786988.54172,-875.4310091602441,1747.5707232968468,1.0
2664.364,6.819108e+23,56936110000000.0,459.895,19985930000000.0,3.232311e+22,1325.51001,10377.11,4.775,44.486000000000004,-0.19912207545987748,38195518919.43378,-4018.876302289653,5163.705982819383,1.0
1210.981,2.124576e+23,24919760000000.0,259.694,14835170000000.0,1.749541e+22,447.58459500000004,5961.7559999999985,4.225,22.975,-0.3644041740675239,15418004747.981562,-2968.8226119906776,2741.8038447993385,1.0
1623.642,2.597419e+23,32494000000000.0,271.932,10462330000000.0,2.471748e+22,804.453552,5369.743,4.3210000000000015,17.272000000000002,-0.39858616961493204,20124983000.8142,-4238.680362957038,4157.510413235781,1.0
1689.604,2.836797e+23,34340730000000.0,338.501,14124580000000.0,2.505534e+22,831.18219,5424.941,4.256,18.954,-0.36387377442519386,20575012467.66749,-3956.067247691528,4151.151934862014,1.0
1357.55,2.705454e+23,28518000000000.0,312.695,14077150000000.0,1.927027e+22,1014.035095,6979.958000000001,4.178999999999999,24.947,-0.30181534014147365,18028792875.70277,-2875.284644195501,3503.7095182244584,1.0
1645.932,3.138513e+23,37629930000000.0,294.061,13153940000000.0,2.333341e+22,1142.950562,5943.36,4.297,28.645,-0.298053135262822,21171476383.81756,-3334.3999860313365,4040.487605648226,1.0
2465.574,7.466142e+23,54790960000000.0,301.862,12081230000000.0,3.076736e+22,1408.5664060000001,11244.71,4.694,45.961999999999996,-0.14505960881324645,39042586679.97308,-2992.663954069049,5028.3252718743215,1.0
2977.1090000000013,8.321153e+23,58595280000000.0,477.908,20356280000000.0,3.1251e+22,1514.467773,13474.08,4.792,47.854,-0.12370250385552772,42402254543.309784,-2771.661712670756,5352.009669177262,1.0
2948.8259999999996,8.515967e+23,60158510000000.0,546.341,23022400000000.0,3.259322e+22,1541.744019,12343.66,4.721,48.665,-0.11445310161203626,43059042072.13971,-2604.1425221107143,5476.709324566459,1.0
3454.176,9.317767e+23,74679740000000.0,240.699,16468980000000.0,3.622097e+22,1705.9468989999998,11095.89,4.916,50.846000000000004,-0.10219797573331227,47280866986.92479,-2553.292634547832,6414.865521809526,1.0
3685.592,9.905688e+23,76175550000000.0,324.348,23276770000000.0,3.671817e+22,1771.9780269999999,12160.05,4.955,50.903999999999996,-0.0920116429985436,49463831957.51592,-2404.935295808224,6714.441823810356,1.0
