,FLARE_TYPE,COINCIDENCE,TOTUSJH_1,TOTUSJH_2,TOTUSJH_3,TOTUSJH_4,TOTUSJH_5,TOTUSJH_6,TOTUSJH_7,TOTUSJH_8,TOTUSJH_9,TOTUSJH_10,TOTUSJH_11,TOTUSJH_12,TOTUSJH_13,TOTUSJH_14,TOTUSJH_15,TOTUSJH_16,TOTUSJH_17,TOTUSJH_18,TOTUSJH_19,TOTUSJH_20,TOTUSJH_21,TOTUSJH_22,TOTUSJH_23,TOTUSJH_24,TOTUSJH_25,TOTUSJH_26,TOTUSJH_27,TOTUSJH_28,TOTUSJH_29,TOTUSJH_30,TOTUSJH_31,TOTUSJH_32,TOTUSJH_33,TOTUSJH_34,TOTUSJH_35,TOTUSJH_36,TOTUSJH_37,TOTUSJH_38,TOTUSJH_39,TOTUSJH_40,TOTUSJH_41,TOTUSJH_42,TOTUSJH_43,TOTUSJH_44,TOTUSJH_45,TOTUSJH_46,TOTUSJH_47,TOTUSJH_48,TOTUSJH_49,TOTUSJH_50
1079,B,False,926.38,914.63,909.55,884.04,894.84,903.94,897.26,887.69,845.21,821.72,800.79,819.89,785.99,769.58,754.02,731.64,735.26,709.99,709.45,712.62,718.07,708.48,735.22,742.02,740.37,735.34,755.53,754.3,768.29,765.48,771.51,770.32,757.2,772.05,757.85,770.39,760.48,769.96,763.98,756.17,755.49,761.47,750.18,755.49,767.36,773.61,796.56,793.11,778.47,774.93
1080,B,False,1122.5,1093.9,1118.2,1109.7,1097.3,1117.1,1124.9,1139.6,1164.7,1165.0,1159.9,1187.4,1153.2,1180.2,1181.2,1196.4,1179.4,1135.9,1117.3,1114.3,1156.4,1132.1,1174.4,1138.2,1144.9,1145.8,1121.5,1106.7,1089.7,1049.1,1093.0,1062.6,1073.6,1120.0,1051.7,1060.6,1071.7,1118.4,1103.3,1104.5,1164.7,1103.6,1084.8,1098.9,1073.6,1068.5,1016.5,1072.2,1040.2,1059.2
1081,B,False,127.33,137.39,136.95,133.77,134.68,144.0,149.29,145.45,146.44,157.9,158.58,157.35,150.8,152.66,151.68,150.26,153.93,159.83,159.17,158.72,181.56,193.7,193.87,195.41,191.73,199.02,194.48,196.89,190.01,197.16,186.11,192.72,197.49,206.29,198.44,198.15,203.31,200.86,199.85,199.32,202.64,200.34,202.09,199.24,197.47,198.43,200.87,201.51,200.52,197.03
1082,B,False,400.64,414.42,424.53,431.42,423.34,444.8,472.37,473.26,467.73,491.12,506.87,533.5,523.52,529.6,530.68,538.35,563.0,593.96,568.14,574.36,569.14,550.9,560.16,545.56,545.79,522.38,534.82,517.13,528.14,521.44,516.68,517.31,519.93,510.63,504.59,518.7,518.89,522.81,534.72,540.66,549.8,559.5,581.71,585.61,592.04,602.11,630.98,654.98,678.02,709.94
1083,B,False,487.05,480.73,489.71,499.01,488.01,500.36,505.63,513.13,494.81,509.58,521.29,524.42,534.19,523.1,517.66,516.17,523.08,527.42,527.66,517.53,515.13,520.61,511.69,502.27,508.77,524.81,516.93,513.08,507.46,508.69,513.19,511.01,508.46,512.59,512.18,506.47,508.33,503.3,495.23,491.47,491.79,488.31,479.84,500.42,505.63,494.65,488.65,497.92,488.69,496.18
1084,B,True,1368.0,1386.6,1391.5,1420.5,1441.5,1455.3,1469.5,1480.4,1448.4,1453.4,1453.7,1433.6,1416.0,1420.3,1447.2,1409.7,1408.5,1422.8,1407.0,1401.1,1430.5,1433.2,1441.5,1430.4,1457.7,1479.4,1471.8,1477.5,1485.9,1476.9,1489.5,1499.1,1497.7,1489.4,1484.3,1489.3,1479.2,1468.9,1472.2,1477.4,1493.8,1505.2,1490.1,1473.0,1484.5,1484.7,1484.4,1493.1,1477.3,1486.7
1085,B,False,94.838,98.551,98.067,99.276,103.62,103.07,104.26,99.054,101.19,104.87,98.12,97.639,94.854,95.708,96.756,96.885,95.199,93.081,89.458,88.813,84.81,85.263,80.22,77.969,79.679,79.346,81.563,74.094,77.846,80.471,79.126,78.734,81.106,77.96,78.78,78.495,77.538,72.236,76.756,74.754,77.729,77.973,75.485,78.551,74.131,74.245,73.711,75.896,70.896,70.749
1086,B,False,236.5,236.15,237.86,248.23,261.28,260.45,273.55,277.18,282.83,282.7,288.7,301.4,305.39,299.54,280.1,267.99,262.02,249.3,244.94,241.32,237.13,239.53,235.82,226.81,228.27,224.18,210.28,216.71,211.22,215.47,217.83,212.99,212.58,219.21,217.09,216.4,212.42,199.97,197.96,203.13,204.21,194.53,205.86,210.53,212.33,195.68,194.05,191.08,189.8,197.67
1087,B,False,105.78,104.31,104.62,93.985,90.413,92.532,89.635,86.401,82.331,82.949,85.242,81.573,84.567,84.754,87.122,91.571,94.221,94.123,94.232,96.581,92.663,93.572,89.711,84.16,79.12,76.667,73.82,71.514,69.554,70.209,66.198,69.616,68.037,68.736,67.421,70.364,67.686,68.24,66.469,67.152,65.872,65.661,65.637,65.063,64.724,62.463,60.341,62.098,57.917,59.005
1088,B,False,123.32,136.18,138.01,138.88,144.9,142.91,145.53,143.51,140.25,146.69,146.41,144.05,143.56,142.1,145.5,153.59,170.26,185.69,187.2,177.87,190.23,190.74,195.83,197.25,202.69,197.25,204.28,207.96,201.26,201.71,205.82,191.56,203.58,196.16,190.86,185.64,181.08,190.66,182.41,179.41,180.87,171.27,170.75,167.96,167.57,152.11,155.31,157.87,164.22,163.4
1089,B,False,827.05,812.82,805.56,813.76,787.59,772.13,792.72,777.11,776.29,760.67,781.34,798.31,783.57,822.84,832.33,831.11,842.77,848.64,860.01,851.5,845.43,826.41,832.74,845.36,866.26,861.48,889.16,879.84,890.75,902.73,936.41,920.59,924.24,917.82,944.77,978.62,1012.2,1021.9,1015.8,1036.3,1076.9,1035.6,1032.4,1008.6,999.21,989.39,986.28,967.91,973.12,989.45
1090,B,False,263.88,262.99,261.16,257.86,264.45,259.92,266.63,265.55,262.94,263.29,262.46,258.85,256.92,273.92,278.36,285.49,281.03,290.68,282.94,283.47,283.54,292.15,281.23,277.66,282.84,289.44,298.34,294.61,296.58,305.28,307.21,316.52,321.37,331.13,325.92,323.65,323.63,332.15,329.95,324.61,318.86,320.85,330.13,324.14,322.19,321.94,314.25,306.7,311.64,308.18
1091,B,False,870.03,865.47,866.16,882.84,860.22,881.12,884.35,885.46,868.12,861.72,869.47,861.96,840.13,832.26,840.88,829.67,820.27,819.25,828.94,815.35,822.63,830.25,828.26,821.16,846.83,845.13,833.15,815.06,819.43,815.11,802.14,821.15,841.71,859.16,853.89,853.93,868.41,887.2,914.55,885.3,908.36,881.5,891.21,895.09,897.64,905.17,894.97,924.0,874.83,877.52
1092,B,False,146.44,144.62,148.79,148.08,147.57,143.71,144.42,143.58,137.72,145.46,143.24,142.05,143.27,144.07,146.9,145.17,149.85,148.21,150.15,148.87,150.4,151.28,152.59,145.44,147.51,147.07,148.12,153.23,151.48,149.66,154.25,153.24,156.63,152.45,151.45,153.8,153.62,155.14,158.72,154.14,162.33,155.73,159.86,159.72,155.76,156.24,157.24,163.06,160.94,164.84
1093,B,False,255.17,259.73,256.58,268.33,278.3,273.86,291.41,288.88,293.11,306.72,311.44,316.88,318.67,302.52,315.28,316.14,324.48,322.74,331.89,324.54,322.54,333.05,329.79,335.32,331.95,339.96,355.21,353.59,364.63,359.09,343.78,351.06,346.55,350.5,351.7,361.78,347.51,343.4,338.07,341.35,350.03,340.21,347.06,347.74,345.14,344.06,337.06,339.83,357.2,365.48
1094,B,False,951.22,936.0,951.54,929.92,921.27,906.1,896.75,888.16,884.98,888.0,863.83,872.8,874.9,865.17,854.83,853.83,864.81,873.22,868.31,878.31,873.3,870.47,884.84,895.35,896.62,894.41,879.07,880.86,884.84,898.81,900.35,928.57,927.83,940.2,948.34,964.55,961.37,960.65,958.99,951.38,937.56,932.53,912.84,912.74,885.55,894.03,906.93,908.21,888.8,889.42
1095,B,False,321.37,327.97,329.54,330.2,337.78,320.7,316.52,317.3,304.92,317.05,312.46,311.57,310.31,308.0,314.52,314.09,314.16,303.83,300.52,304.98,310.8,310.81,305.27,307.92,299.99,290.82,284.58,288.42,282.35,291.29,297.22,296.54,285.99,281.98,285.22,285.21,280.47,288.58,287.07,285.65,288.74,295.83,297.03,300.85,302.46,294.58,295.72,293.49,283.51,284.86
1096,B,False,89.726,90.502,99.904,99.534,116.85,119.48,127.03,138.98,146.83,150.11,159.9,171.44,171.48,175.28,175.5,187.34,196.81,186.25,176.79,185.32,185.65,185.79,182.99,178.74,185.09,187.76,180.0,183.79,189.84,188.22,173.79,182.2,180.41,176.95,175.06,181.03,169.54,167.73,175.48,177.37,178.62,173.76,162.7,161.18,168.22,162.49,167.25,165.06,156.6,151.46
1097,B,False,805.39,792.44,818.44,826.14,834.03,843.66,864.92,870.18,850.5,850.68,843.94,847.7,826.76,820.29,828.84,822.37,831.96,845.79,844.43,847.33,856.86,844.17,837.84,835.07,838.45,834.78,833.19,845.34,846.15,819.65,813.25,823.82,822.14,807.6,822.44,809.95,806.47,782.18,795.86,776.19,752.04,756.9,763.51,766.55,775.56,767.3,749.15,770.73,768.99,788.45
1098,B,False,568.45,551.78,553.04,544.64,556.72,546.2,553.07,551.83,556.09,551.48,556.23,550.58,547.78,574.04,572.45,567.74,572.78,603.71,584.32,608.92,610.72,618.54,620.6,620.42,630.05,657.51,663.16,676.89,695.79,661.38,678.27,666.07,657.0,667.15,666.94,641.43,634.91,656.39,659.33,668.53,647.7,641.72,644.93,636.13,668.17,672.12,688.38,684.54,686.04,682.09
1099,B,False,301.37,299.23,297.53,297.24,307.48,307.02,298.18,289.03,289.73,291.45,285.03,282.28,293.82,287.86,296.01,298.6,305.54,311.99,311.83,320.66,325.7,319.2,310.52,309.86,313.17,311.01,316.48,307.73,313.3,313.22,306.21,313.49,316.41,312.39,319.81,325.51,315.14,322.74,326.73,320.84,315.53,331.36,315.68,324.89,331.89,330.02,340.98,359.1,349.69,348.32
1100,B,False,526.38,527.01,531.52,536.37,532.39,535.15,524.02,517.24,516.06,499.89,496.51,493.92,498.65,495.02,485.68,488.55,508.2,508.04,529.17,539.87,543.17,559.32,557.91,554.15,546.46,523.42,534.4,509.11,515.74,524.59,522.1,509.26,504.53,501.29,525.49,527.27,543.84,560.54,582.59,592.3,605.41,624.94,624.17,641.66,673.69,665.83,684.76,711.31,670.29,696.62
1101,B,False,62.04,60.061,63.016,64.454,62.055,61.254,62.575,62.651,64.259,64.043,60.305,59.754,61.586,58.033,61.915,63.071,64.736,58.913,61.795,62.588,64.878,71.978,70.653,72.468,65.815,64.492,66.202,66.774,63.256,60.176,63.779,65.225,65.704,64.254,65.529,68.724,70.032,69.907,69.449,68.009,69.953,74.232,80.901,79.582,81.836,83.938,80.509,80.099,90.001,91.88
1102,B,True,1090.9,1090.4,1097.8,1113.6,1123.2,1102.7,1109.1,1112.2,1113.6,1097.7,1120.2,1112.0,1110.3,1108.6,1134.4,1137.6,1142.6,1138.0,1119.8,1128.1,1130.7,1116.1,1121.5,1101.3,1105.0,1091.6,1099.4,1098.4,1080.4,1076.9,1064.4,1076.8,1078.7,1092.5,1115.2,1131.9,1122.8,1107.3,1103.9,1126.7,1120.9,1123.4,1124.7,1121.1,1123.9,1137.4,1124.4,1115.3,1094.4,1072.4
1103,B,True,93.083,91.648,87.059,81.184,78.706,75.336,80.142,77.849,82.466,71.299,71.163,73.083,76.8,74.833,75.252,72.286,76.696,80.523,78.922,82.832,88.165,82.645,84.055,86.242,87.996,85.616,83.416,82.889,82.465,81.882,85.327,84.353,82.159,80.846,75.263,74.193,77.212,76.615,78.76,79.458,77.439,77.805,78.859,84.616,89.675,97.031,94.856,96.587,92.497,93.551
1104,B,True,19.722,24.577,23.801,23.751,32.789,35.642,37.846,43.948,40.519,46.391,41.001,44.804,60.0,58.575,86.532,61.149,96.083,63.026,100.61,103.33,107.72,74.894,73.857,108.85,109.8,104.77,66.385,67.04,71.633,69.258,103.14,72.259,69.527,66.151,64.46,65.513,58.62,50.525,56.595,53.823,50.854,52.607,58.057,60.389,58.272,58.902,60.167,54.288,57.654,58.983
1105,B,False,602.13,616.12,632.4,635.19,660.63,671.65,670.44,666.51,694.81,719.54,727.35,736.8,737.48,751.99,747.6,742.59,788.47,803.99,824.48,833.76,857.27,885.17,902.23,912.32,929.45,961.66,983.84,1000.3,1017.0,1041.5,1075.6,1073.4,1089.8,1093.1,1098.1,1111.6,1106.8,1111.3,1118.5,1118.2,1121.2,1132.0,1145.9,1149.8,1155.2,1135.8,1139.3,1149.5,1162.8,1142.4
1106,B,False,449.32,442.72,434.95,430.21,416.27,412.01,414.45,411.49,418.8,419.51,422.12,406.26,415.71,418.21,417.83,419.65,415.33,410.57,409.63,410.34,404.37,414.5,419.12,415.99,423.23,421.86,421.11,434.22,422.84,417.11,420.12,427.62,437.58,433.81,437.27,429.45,434.67,430.78,435.4,432.43,439.42,444.7,457.44,462.25,468.07,487.2,481.75,488.13,499.06,491.12
1107,B,False,634.71,665.21,651.58,669.84,670.48,663.28,685.77,707.96,712.2,716.69,748.25,731.84,737.18,746.19,740.57,723.74,738.97,731.59,705.95,695.18,693.31,676.73,701.52,693.06,689.31,687.59,699.6,699.91,701.52,699.64,711.7,705.53,690.52,690.76,691.03,698.07,677.84,687.88,695.54,699.25,699.29,707.28,703.87,701.48,701.97,695.25,707.3,703.87,691.23,700.75
1108,B,False,1388.8,1368.0,1386.6,1391.5,1420.5,1441.5,1455.3,1469.5,1480.4,1448.4,1453.4,1453.7,1433.6,1416.0,1420.3,1447.2,1409.7,1408.5,1422.8,1407.0,1401.1,1430.5,1433.2,1441.5,1430.4,1457.7,1479.4,1471.8,1477.5,1485.9,1476.9,1489.5,1499.1,1497.7,1489.4,1484.3,1489.3,1479.2,1468.9,1472.2,1477.4,1493.8,1505.2,1490.1,1473.0,1484.5,1484.7,1484.4,1493.1,1477.3
1109,B,False,291.98,298.0,289.82,295.8,290.28,291.96,294.39,291.58,291.86,293.57,293.98,303.23,306.21,316.72,318.42,321.73,336.78,344.13,358.78,356.86,365.06,363.79,384.85,397.15,405.97,411.16,396.11,383.09,398.46,386.29,395.25,387.07,363.08,347.51,348.4,361.73,355.06,351.73,354.32,348.23,358.7,346.82,368.35,370.95,369.87,376.46,371.34,378.62,378.82,371.88
1110,B,False,398.67,398.85,409.63,399.29,395.96,387.84,396.27,408.63,418.03,405.46,403.65,398.88,398.98,403.3,401.58,396.94,398.54,405.21,399.91,398.11,386.22,383.75,390.96,383.5,384.04,380.32,371.4,377.88,387.9,384.45,382.3,389.19,381.95,394.03,391.71,385.63,407.82,406.92,420.79,425.22,436.49,445.33,445.49,450.87,457.37,467.31,476.79,480.22,474.7,469.71
1111,B,False,260.05,254.56,253.68,252.77,256.63,259.51,250.97,244.77,251.76,255.74,252.98,250.41,251.81,252.49,244.88,244.63,247.55,251.92,255.63,271.61,287.29,305.38,331.77,355.78,368.28,372.08,401.39,407.52,400.64,414.42,424.53,431.42,423.34,444.8,472.37,473.26,467.73,491.12,506.87,533.5,523.52,529.6,530.68,538.35,563.0,593.96,568.14,574.36,569.14,550.9
1112,B,False,1446.9,1455.4,1473.9,1468.3,1478.0,1469.8,1492.7,1494.3,1498.2,1494.8,1543.8,1583.9,1564.6,1583.7,1585.0,1564.8,1549.2,1540.2,1510.5,1494.3,1479.7,1475.1,1483.3,1486.9,1477.6,1494.2,1516.7,1498.2,1526.3,1547.9,1562.8,1556.6,1557.8,1564.4,1585.5,1548.6,1549.7,1565.1,1557.8,1650.8,1557.3,1561.1,1539.6,1556.9,1575.2,1547.5,1550.0,1554.0,1544.4,1523.4
1113,B,False,123.23,120.38,119.94,110.67,109.34,106.59,103.71,100.96,95.243,91.042,92.723,91.544,87.996,91.428,89.712,86.277,90.648,90.678,90.37,89.867,90.762,82.965,85.822,93.008,89.141,81.44,87.748,90.228,93.892,96.2,91.057,93.076,94.722,88.204,90.444,88.277,85.013,85.314,91.33,90.342,93.988,90.135,89.299,90.954,94.606,96.185,96.095,92.311,96.866,98.59
1114,B,False,289.56,298.01,305.26,312.03,323.42,332.36,334.16,332.32,337.79,334.43,338.06,335.18,346.12,359.38,367.24,385.24,388.53,397.96,407.86,411.61,434.44,435.39,434.02,463.65,454.83,466.95,477.78,467.86,474.98,495.86,509.88,501.24,508.14,525.38,521.96,525.31,525.58,527.94,536.66,539.48,543.66,531.5,531.67,519.22,504.78,508.2,497.39,496.59,513.69,497.03
1115,B,False,753.7,751.55,754.61,754.32,751.29,756.97,764.32,746.86,762.58,772.88,790.52,789.11,808.19,808.98,818.62,835.2,864.14,867.06,861.4,845.14,823.92,801.99,796.05,794.65,795.18,787.38,792.81,789.66,787.05,801.32,808.07,815.92,835.97,864.58,884.34,889.49,887.36,902.38,893.46,893.7,877.49,841.69,837.17,819.88,792.4,774.57,774.26,787.48,777.96,753.25
1116,B,False,525.84,527.86,526.2,517.86,506.24,523.63,527.27,521.87,519.88,518.79,506.72,502.17,507.51,497.37,487.16,486.91,489.08,498.05,502.24,503.65,498.45,519.28,529.15,518.82,525.28,527.39,555.71,542.72,531.57,526.91,524.26,525.06,519.53,524.67,504.93,511.69,506.61,509.69,511.58,497.58,507.03,511.91,519.53,509.58,517.56,528.17,523.86,528.61,536.57,515.3
1117,B,False,862.35,874.38,878.42,864.6,869.51,880.91,871.63,877.49,888.23,888.85,891.2,883.54,877.77,861.36,875.24,872.86,874.35,871.5,861.01,873.35,881.22,865.1,848.38,843.79,827.7,806.13,799.25,804.99,806.28,792.82,806.81,801.33,800.57,818.19,807.1,804.57,811.09,815.64,833.89,830.62,835.81,837.98,842.12,842.7,855.75,870.37,866.8,837.22,859.87,845.12
1118,B,False,646.28,632.19,633.22,633.62,639.11,633.65,632.19,631.33,624.7,626.5,626.7,619.04,604.91,607.7,604.91,609.76,593.13,576.88,587.03,577.06,573.89,566.64,569.37,565.51,561.84,556.87,568.8,567.43,564.18,572.07,569.84,572.78,572.22,572.25,564.08,558.24,549.92,548.58,532.9,534.25,542.49,531.65,535.2,526.66,525.51,532.85,540.92,535.85,531.08,527.34
1119,B,False,207.64,221.11,218.67,230.36,241.3,252.93,260.98,255.62,257.47,248.34,260.5,260.78,255.79,262.32,257.86,259.72,274.96,274.35,284.97,288.42,302.24,311.76,309.27,325.92,337.9,336.24,334.49,357.35,363.88,375.0,380.7,388.11,392.16,385.93,390.57,384.56,389.62,391.78,391.82,401.25,402.73,416.18,408.61,417.09,417.78,418.44,422.71,427.62,421.33,419.23
1120,B,False,414.2,415.43,411.23,407.36,416.63,408.25,414.58,408.83,405.58,396.98,394.48,393.74,388.51,393.08,393.92,387.14,393.58,378.91,384.31,375.51,375.84,373.24,382.15,389.13,379.58,377.59,381.86,388.39,379.91,385.12,380.28,380.34,382.28,389.72,391.43,382.32,384.58,375.14,373.27,378.62,362.35,352.38,348.66,344.81,337.83,349.82,352.69,359.4,350.99,348.58
1121,B,False,586.52,580.52,580.09,565.38,558.74,565.47,570.55,579.11,598.87,600.8,606.21,620.79,613.38,592.83,581.44,582.92,578.16,560.46,566.73,558.17,556.63,551.4,558.19,551.99,554.01,558.77,541.0,520.39,518.77,512.26,495.54,494.92,502.63,518.55,528.22,548.6,563.74,572.53,572.43,563.95,590.39,581.25,603.67,606.84,621.17,617.2,600.39,592.4,574.88,573.18
1122,B,False,551.5,557.5,572.62,571.09,577.7,571.23,561.15,541.57,528.86,522.11,519.16,517.66,507.1,497.2,494.22,476.16,465.88,466.17,467.73,460.31,459.45,447.28,442.76,453.82,452.53,450.78,448.73,451.0,450.06,450.65,456.68,454.88,456.74,455.31,454.33,456.87,466.65,455.8,471.23,474.19,473.5,487.96,502.56,512.74,513.98,528.18,522.97,499.57,495.11,501.0
1123,B,False,167.16,173.87,173.53,167.28,157.04,162.17,157.79,168.07,173.96,168.78,166.84,164.34,166.33,168.77,162.18,160.79,163.98,166.61,163.05,160.4,166.97,167.87,168.65,163.46,153.14,159.36,151.7,163.53,154.22,154.7,157.15,153.63,149.38,151.73,148.88,156.05,151.03,155.45,157.98,151.33,153.99,154.01,158.03,159.57,154.55,155.02,154.98,156.99,151.65,145.45
1124,B,False,769.28,759.31,785.68,789.9,790.95,779.63,782.46,796.13,778.37,764.4,762.88,768.56,769.36,793.9,811.94,792.77,779.57,783.42,792.75,766.19,770.49,773.26,763.8,780.02,778.9,778.92,774.02,774.27,784.68,774.73,762.17,746.82,755.32,773.87,763.09,758.49,762.82,756.9,766.42,746.47,768.53,756.68,760.33,762.45,758.51,757.04,755.24,755.89,754.27,750.22
1125,B,False,134.44,133.65,135.63,124.23,124.23,135.47,130.69,139.73,137.96,135.13,140.34,135.73,149.48,156.19,141.48,135.07,153.29,157.53,156.07,160.2,157.34,160.05,163.16,162.32,177.4,178.54,179.84,182.41,163.99,157.96,155.57,157.22,151.68,143.67,142.78,140.78,137.16,137.07,133.38,134.03,133.47,138.26,136.99,135.31,128.99,130.71,133.3,140.07,148.03,142.83
1126,B,True,411.55,422.86,425.17,421.79,429.87,434.06,448.15,439.36,437.1,449.25,445.78,460.18,461.01,473.14,471.17,477.6,482.69,470.34,473.86,469.76,501.43,515.95,515.78,509.37,517.06,542.87,543.08,543.25,544.94,540.26,540.98,548.92,542.35,541.65,523.74,528.59,515.0,516.43,522.49,526.06,550.1,539.91,557.3,551.07,538.92,543.5,561.1,552.66,547.89,551.82
1127,B,False,138.94,145.65,157.77,156.88,168.95,175.15,180.42,175.05,185.67,201.18,193.74,191.82,194.52,192.11,195.71,249.27,210.66,218.95,224.0,227.09,242.74,255.15,265.14,266.31,267.65,272.54,259.83,268.07,251.71,248.91,259.19,259.72,254.13,250.06,252.24,260.25,265.81,258.7,263.95,268.74,268.04,266.18,280.04,275.42,286.45,289.45,286.29,279.25,291.61,286.34
1128,B,False,415.78,425.3,434.34,423.49,426.3,432.34,437.38,432.64,433.06,419.97,469.38,413.28,492.75,431.32,445.5,474.88,462.53,501.48,480.86,456.76,466.55,398.64,381.72,411.42,413.42,424.11,420.12,408.61,399.15,406.1,406.81,418.25,408.28,405.58,401.55,396.84,402.6,416.83,412.01,421.49,420.56,425.72,414.69,418.68,416.87,433.6,436.55,435.24,461.73,476.28
1129,B,False,88.588,91.44,92.075,91.835,88.516,93.854,91.349,93.915,94.593,95.45,93.511,89.886,86.858,87.431,93.543,90.954,92.018,90.995,90.85,86.268,82.392,79.474,79.552,73.704,68.199,64.642,65.212,58.52,50.483,48.37,47.804,47.61,43.798,43.539,42.448,43.505,44.502,43.759,45.924,47.521,46.021,47.904,46.484,46.579,48.382,48.464,47.452,49.047,47.038,46.645
1130,B,False,44.151,42.426,50.356,44.783,45.147,46.08,50.004,47.618,47.343,46.475,42.159,47.24,49.081,51.403,53.414,48.554,45.453,45.896,46.812,43.246,44.713,45.281,52.103,50.195,56.061,53.775,50.0,49.757,51.679,52.017,51.916,47.706,47.702,50.81,52.388,51.191,48.777,48.437,44.561,43.123,43.597,42.565,41.537,42.481,45.278,48.646,48.169,51.617,48.957,45.187
1131,B,False,607.61,611.02,622.0,654.86,648.6,638.44,690.59,725.73,735.82,714.38,703.91,705.74,723.67,734.01,730.82,770.95,781.44,758.9,764.06,785.37,799.2,812.64,817.67,830.27,818.26,812.28,826.32,833.4,840.09,871.68,868.25,835.57,831.56,852.3,823.29,840.89,833.82,826.35,843.24,836.84,815.21,854.06,825.51,830.97,823.73,826.84,835.79,836.78,820.82,828.05
1132,B,False,527.18,527.43,520.41,519.76,525.85,516.98,520.62,524.63,520.73,522.68,524.58,531.78,538.3,530.2,544.66,542.57,551.07,548.14,550.59,543.72,543.29,531.69,537.51,536.92,531.14,517.35,512.05,515.82,512.58,502.94,500.06,491.08,490.43,482.35,488.6,487.59,485.96,480.19,474.53,487.36,485.59,491.87,485.64,477.83,484.5,482.85,489.23,481.65,477.15,479.57
1133,B,True,509.75,509.43,508.82,518.1,528.99,538.16,538.8,544.43,545.37,548.57,551.58,549.12,529.49,532.78,540.89,554.0,562.35,565.39,562.84,582.96,591.97,601.01,594.45,600.38,613.06,613.53,611.14,606.19,600.58,604.75,614.76,595.09,593.69,589.4,582.12,585.99,561.87,574.47,581.29,580.58,581.32,601.3,583.07,605.38,609.46,613.73,628.99,635.01,628.36,634.62
1134,B,False,437.72,444.19,428.65,434.17,430.94,417.8,432.04,433.32,442.25,435.41,440.72,451.52,457.14,451.8,440.1,442.43,438.97,443.77,449.07,447.89,442.3,433.65,445.44,443.99,436.55,448.89,445.28,450.63,451.45,451.47,438.37,429.6,436.75,428.63,433.76,435.68,439.52,439.35,423.02,420.66,413.32,410.95,413.0,400.05,391.78,396.18,397.12,396.41,410.77,403.34
1135,B,False,323.04,317.64,311.26,314.74,312.4,316.83,317.37,315.83,313.24,308.99,300.09,292.25,284.71,284.5,293.07,296.68,296.39,292.2,292.99,291.99,292.59,294.24,297.9,291.85,295.36,297.04,296.14,288.5,280.63,286.67,284.91,288.44,288.4,270.9,263.82,269.08,263.43,260.11,256.45,258.58,258.14,259.15,252.58,238.79,236.44,241.56,235.81,240.46,237.98,229.22
1136,B,False,883.35,878.26,869.38,887.69,879.37,872.7,883.97,884.09,891.9,889.94,895.7,899.52,903.61,894.84,900.26,902.27,908.92,886.59,882.92,858.84,867.03,879.32,883.63,888.75,870.03,865.47,866.16,882.84,860.22,881.12,884.35,885.46,868.12,861.72,869.47,861.96,840.13,832.26,840.88,829.67,820.27,819.25,828.94,815.35,822.63,830.25,828.26,821.16,846.83,845.13
1137,B,True,34.172,35.607,40.411,45.709,40.116,38.313,41.811,37.102,40.954,33.596,38.444,33.702,36.457,38.732,42.325,40.614,41.713,41.512,40.537,38.25,41.724,43.358,40.947,40.498,43.103,43.25,41.205,46.377,44.228,39.169,42.967,41.162,39.536,39.05,38.559,37.843,35.169,32.487,32.452,36.697,35.321,34.388,34.437,35.234,33.105,32.676,34.465,36.333,35.859,36.397
1138,B,True,65.268,71.204,78.518,89.773,105.37,106.72,121.86,138.84,145.78,163.78,177.52,173.21,180.45,191.13,224.94,229.4,237.63,262.62,267.75,263.97,264.11,273.26,277.44,299.79,305.41,308.88,311.62,308.12,305.97,331.44,331.84,330.97,324.74,320.85,298.46,301.06,287.13,289.2,295.37,287.1,281.49,280.57,286.42,269.96,280.17,279.01,279.25,283.02,262.04,276.73
1139,B,False,653.71,635.33,640.4,644.42,645.85,639.21,639.87,649.84,655.2,650.36,660.81,656.67,651.79,649.68,672.76,674.0,679.77,685.1,687.27,699.53,712.05,706.56,717.74,702.34,713.31,734.08,755.42,759.93,760.63,749.69,767.01,748.05,736.21,734.7,747.02,733.74,719.65,724.43,738.65,730.85,727.84,723.32,730.99,730.81,742.33,757.54,765.38,767.05,778.0,795.04
1140,B,False,851.76,833.05,830.25,838.05,844.99,841.65,839.37,820.71,832.92,832.02,842.69,846.17,860.5,853.54,879.56,876.81,852.99,851.52,845.88,849.45,846.13,840.98,848.12,860.27,844.63,837.99,832.02,835.35,843.32,838.96,840.16,840.33,834.66,854.25,829.7,858.43,866.83,846.5,863.93,880.4,902.06,908.07,912.7,924.81,918.3,925.99,938.07,944.22,956.56,945.68
1141,B,True,79.994,83.718,85.89,91.965,84.396,92.745,97.274,94.954,95.419,99.156,102.92,105.09,99.849,103.89,107.46,107.48,100.41,99.712,104.17,101.78,104.66,111.83,116.36,118.57,103.77,110.23,117.28,112.33,119.18,119.81,132.06,141.6,141.77,127.47,138.73,144.93,144.97,149.01,144.76,142.74,154.48,170.65,179.36,192.87,194.59,203.63,213.73,222.86,217.47,215.84
