,FLARE_TYPE,COINCIDENCE,MEANGBZ_1,MEANGBZ_2,MEANGBZ_3,MEANGBZ_4,MEANGBZ_5,MEANGBZ_6,MEANGBZ_7,MEANGBZ_8,MEANGBZ_9,MEANGBZ_10,MEANGBZ_11,MEANGBZ_12,MEANGBZ_13,MEANGBZ_14,MEANGBZ_15,MEANGBZ_16,MEANGBZ_17,MEANGBZ_18,MEANGBZ_19,MEANGBZ_20,MEANGBZ_21,MEANGBZ_22,MEANGBZ_23,MEANGBZ_24,MEANGBZ_25,MEANGBZ_26,MEANGBZ_27,MEANGBZ_28,MEANGBZ_29,MEANGBZ_30,MEANGBZ_31,MEANGBZ_32,MEANGBZ_33,MEANGBZ_34,MEANGBZ_35,MEANGBZ_36,MEANGBZ_37,MEANGBZ_38,MEANGBZ_39,MEANGBZ_40,MEANGBZ_41,MEANGBZ_42,MEANGBZ_43,MEANGBZ_44,MEANGBZ_45,MEANGBZ_46,MEANGBZ_47,MEANGBZ_48,MEANGBZ_49,MEANGBZ_50,MEANGBZ_51,MEANGBZ_52,MEANGBZ_53,MEANGBZ_54,MEANGBZ_55,MEANGBZ_56,MEANGBZ_57,MEANGBZ_58,MEANGBZ_59,MEANGBZ_60,MEANGBZ_61,MEANGBZ_62,MEANGBZ_63,MEANGBZ_64,MEANGBZ_65,MEANGBZ_66,MEANGBZ_67,MEANGBZ_68,MEANGBZ_69,MEANGBZ_70,MEANGBZ_71,MEANGBZ_72,MEANGBZ_73,MEANGBZ_74,MEANGBZ_75,MEANGBZ_76,MEANGBZ_77,MEANGBZ_78,MEANGBZ_79,MEANGBZ_80,MEANGBZ_81,MEANGBZ_82,MEANGBZ_83,MEANGBZ_84,MEANGBZ_85,MEANGBZ_86,MEANGBZ_87,MEANGBZ_88,MEANGBZ_89,MEANGBZ_90,MEANGBZ_91,MEANGBZ_92,MEANGBZ_93,MEANGBZ_94,MEANGBZ_95,MEANGBZ_96,MEANGBZ_97,MEANGBZ_98,MEANGBZ_99,MEANGBZ_100,MEANGBZ_101,MEANGBZ_102,MEANGBZ_103,MEANGBZ_104,MEANGBZ_105
470,C,False,118.39,116.38,117.74,115.59,114.58,113.15,113.93,112.45,109.83,109.27,108.39,106.46,106.76,107.32,108.43,108.28,107.62,108.82,111.67,111.75,111.7,110.46,110.13,108.91,109.87,107.23,109.98,109.32,109.04,111.82,110.58,110.54,108.15,106.11,106.67,104.18,104.05,102.13,103.47,104.87,102.93,102.83,100.06,102.87,103.56,103.53,103.81,104.31,102.44,104.18,104.29,104.41,104.71,103.61,101.78,100.76,100.8,102.26,103.95,102.35,99.587,98.3,96.987,96.282,96.536,96.16,97.058,96.805,96.094,95.422,94.701,95.639,96.832,96.067,95.537,96.774,97.43,98.622,98.428,99.703,100.43,99.464,98.545,99.504,99.05,100.39,99.218,98.896,99.598,98.566,97.701,98.56,97.315,97.084,96.875,96.144,95.7,95.623,95.748,95.385,95.92,95.243,95.037,96.642,96.156
471,C,False,109.84,110.06,109.93,109.8,110.35,110.51,110.34,110.16,110.24,110.35,109.9,109.69,109.38,108.74,108.09,107.77,107.36,107.29,106.78,106.78,106.52,105.9,106.26,106.48,106.34,106.39,106.58,106.67,106.85,107.15,107.12,107.44,107.55,107.68,107.93,107.83,108.12,108.1,108.29,108.51,108.94,109.51,109.99,110.66,110.9,110.83,111.37,111.9,111.81,111.73,111.86,111.55,111.86,111.57,110.98,110.38,110.01,109.8,109.53,109.09,108.83,107.89,107.08,106.76,106.86,106.79,106.75,106.92,106.62,106.81,107.54,107.19,107.5,107.74,108.34,108.71,108.71,108.63,109.19,109.46,109.45,109.79,109.68,110.05,110.61,110.3,110.44,110.49,110.52,110.94,110.97,110.26,110.61,110.39,110.38,110.2,109.83,109.42,108.9,108.71,108.79,108.41,107.76,107.34,107.03
472,C,False,123.31,123.22,122.54,122.19,120.9,121.27,120.8,121.02,119.39,119.31,118.68,119.38,116.95,117.32,115.78,115.41,115.06,115.95,116.55,116.59,116.2,115.37,114.15,113.88,114.22,116.01,115.24,113.54,113.45,112.71,113.01,112.36,110.81,111.64,111.06,110.33,109.75,109.51,109.0,107.5,109.08,109.96,110.32,111.43,110.89,110.66,111.22,111.43,110.7,110.16,109.36,109.47,108.82,107.19,106.11,106.73,107.47,104.66,105.29,106.24,104.89,105.08,101.05,103.03,102.29,101.31,100.9,100.49,99.73,100.87,101.32,103.08,102.34,103.18,102.05,102.36,101.15,100.87,101.39,100.35,101.58,100.75,102.4,99.792,100.85,99.961,102.26,101.43,102.51,104.14,103.13,103.44,103.43,103.66,103.71,103.98,104.9,104.1,103.07,102.26,101.81,100.4,100.04,101.01,100.8
473,C,False,110.55,109.89,109.6,78.912,109.68,109.88,109.16,109.53,109.23,109.48,110.09,109.87,110.27,110.44,110.35,110.58,110.63,110.62,110.23,110.23,110.02,108.98,108.88,108.17,108.11,107.99,107.44,108.2,108.45,109.2,109.83,110.2,110.64,111.28,112.55,112.57,113.3,113.92,114.56,114.91,114.9,115.17,114.25,113.82,113.36,113.0,112.84,112.74,113.14,112.08,111.17,110.94,110.12,109.28,108.72,109.01,109.3,108.76,108.8,109.54,108.64,108.87,108.96,108.81,109.18,108.92,109.49,109.7,110.66,109.96,110.37,110.23,109.94,109.97,110.13,110.83,111.35,110.72,111.07,110.81,110.26,109.89,110.6,109.38,109.07,108.45,108.66,108.86,108.61,108.8,108.99,108.79,109.11,108.96,109.53,110.11,110.82,111.78,112.2,112.94,113.11,113.81,113.66,114.24,114.1
474,C,False,73.204,72.481,72.604,71.983,71.203,70.834,70.795,71.456,70.284,68.62,70.424,69.386,69.312,71.249,71.717,69.587,70.338,70.736,71.118,70.809,70.23,71.231,70.268,69.373,70.065,69.406,68.951,69.084,68.791,71.091,71.543,71.389,74.447,72.935,70.215,70.785,72.752,72.266,70.669,71.009,70.649,66.829,66.531,65.695,66.057,67.108,65.464,65.004,64.522,62.656,65.009,65.053,63.508,61.116,62.583,61.744,65.511,62.626,62.105,61.992,63.267,64.913,63.616,64.812,64.203,65.323,61.618,65.947,66.391,68.382,66.597,68.229,66.904,70.263,69.473,68.838,70.577,69.034,69.777,75.4,68.563,71.028,66.845,75.836,66.298,73.467,68.913,71.121,79.337,78.614,76.721,76.141,79.459,81.432,83.681,81.366,73.884,74.889,79.911,84.2,83.546,93.33,100.27,104.41,99.428
475,C,False,116.47,116.43,116.14,117.32,117.06,118.4,120.15,118.8,119.37,120.74,121.34,121.8,121.05,120.89,120.72,120.86,120.54,120.76,120.24,120.88,120.31,119.25,119.56,120.66,120.39,121.14,121.01,120.99,121.47,120.73,120.22,119.76,120.54,120.42,120.81,120.41,120.9,120.77,119.74,118.72,117.73,116.97,116.45,115.28,114.61,114.67,113.19,110.99,112.07,65.787,113.99,113.76,114.62,115.03,115.69,117.2,118.79,119.37,119.89,119.18,120.6,120.65,119.77,118.37,116.9,115.02,116.1,114.7,114.48,114.3,114.0,114.2,112.81,113.08,113.09,113.05,111.47,111.93,112.54,112.05,112.39,112.23,112.36,112.24,110.92,112.39,113.13,113.0,114.38,82.557,114.02,115.15,115.04,115.61,116.5,116.38,116.45,116.76,116.42,117.98,116.18,115.68,115.09,116.12,114.94
476,C,False,110.27,110.44,110.35,110.58,110.63,110.62,110.23,110.23,110.02,108.98,108.88,108.17,108.11,107.99,107.44,108.2,108.45,109.2,109.83,110.2,110.64,111.28,112.55,112.57,113.3,113.92,114.56,114.91,114.9,115.17,114.25,113.82,113.36,113.0,112.84,112.74,113.14,112.08,111.17,110.94,110.12,109.28,108.72,109.01,109.3,108.76,108.8,109.54,108.64,108.87,108.96,108.81,109.18,108.92,109.49,109.7,110.66,109.96,110.37,110.23,109.94,109.97,110.13,110.83,111.35,110.72,111.07,110.81,110.26,109.89,110.6,109.38,109.07,108.45,108.66,108.86,108.61,108.8,108.99,108.79,109.11,108.96,109.53,110.11,110.82,111.78,112.2,112.94,113.11,113.81,113.66,114.24,114.1,114.48,114.47,113.7,113.5,112.5,111.77,110.77,110.25,110.1,109.68,109.69,108.83
477,C,False,98.965,100.09,101.18,101.57,101.47,101.6,102.0,102.21,102.28,102.57,102.05,102.76,103.7,103.17,102.82,102.27,102.42,102.09,102.37,100.99,100.81,100.96,100.28,100.05,99.918,98.585,99.299,99.004,98.745,99.195,99.088,99.64,100.17,99.951,99.722,99.535,99.079,99.81,100.0,98.633,98.709,98.084,98.75,98.252,98.044,98.212,97.32,97.164,97.069,96.562,95.475,94.073,93.553,93.846,94.235,94.057,93.813,93.414,94.095,94.827,94.297,95.582,96.108,97.037,97.38,97.813,98.313,99.938,98.127,98.554,99.968,99.935,99.343,99.283,99.757,99.225,97.762,97.785,97.212,96.642,96.205,96.432,97.307,96.987,95.98,96.385,97.464,96.453,95.968,95.458,95.404,95.853,96.474,96.486,96.319,96.825,96.048,95.217,94.978,94.493,93.195,92.984,92.039,91.019,90.383
478,C,False,118.56,118.79,118.78,118.58,118.47,118.19,116.98,116.31,116.07,115.26,114.43,114.4,113.69,113.92,112.98,112.41,111.7,111.11,110.5,110.43,110.42,110.03,110.61,110.16,109.74,109.6,109.74,108.84,108.69,109.34,108.95,108.88,109.43,109.63,110.3,110.29,110.81,111.25,112.27,112.4,112.64,113.71,113.83,114.08,115.48,115.49,115.44,115.15,114.6,114.46,113.76,113.18,112.52,111.78,112.04,110.92,110.86,109.9,110.95,111.01,110.79,111.53,112.35,112.61,113.14,113.37,114.26,114.43,114.89,115.17,115.59,115.06,115.01,114.57,114.23,113.78,112.88,112.45,112.41,111.84,111.26,111.61,111.8,111.22,110.63,110.92,110.94,110.81,110.9,111.26,111.19,111.0,111.45,111.46,111.03,111.23,111.19,110.82,110.57,110.0,109.72,109.11,108.12,107.99,106.69
479,C,False,93.13,93.524,92.316,92.536,93.414,92.947,92.453,92.013,92.478,92.315,92.492,91.964,91.853,91.698,91.428,90.786,92.614,90.957,92.007,90.89,90.312,89.809,90.265,90.674,89.823,89.311,89.849,90.068,91.088,90.178,89.791,89.864,88.246,87.403,86.261,86.739,85.706,84.942,85.15,84.547,85.45,85.203,85.228,85.124,84.783,86.039,85.634,85.644,85.042,86.449,86.663,86.409,87.013,85.529,84.528,83.106,82.385,82.048,80.414,80.598,79.709,79.384,78.033,78.199,78.112,77.069,77.631,77.195,77.723,77.589,77.467,77.732,76.722,76.162,77.09,76.204,76.457,76.554,75.832,75.323,75.561,75.077,75.43,75.642,75.248,75.463,75.696,76.33,75.067,75.366,74.663,75.03,75.576,76.329,75.905,77.063,77.796,79.074,78.709,80.016,80.714,80.555,80.284,80.448,81.045
480,C,False,101.4,99.513,100.19,101.31,101.42,103.37,103.16,104.49,104.19,106.85,108.19,108.47,108.55,109.87,109.1,109.3,107.77,106.67,108.75,106.84,106.11,105.32,103.07,103.5,103.16,102.52,102.08,100.68,98.866,97.398,99.938,98.211,97.784,98.856,97.92,96.831,96.434,97.964,97.927,97.554,97.312,97.554,98.294,98.462,97.289,99.792,99.109,98.673,97.303,97.131,96.353,97.412,99.797,100.36,98.804,96.737,96.897,98.071,98.446,98.273,97.187,98.643,101.16,101.42,101.16,101.9,101.29,102.14,102.27,100.68,101.01,99.557,100.5,100.62,101.98,103.83,105.21,104.48,103.91,104.29,104.4,104.04,102.91,104.97,104.36,105.12,104.8,103.19,101.35,99.79,98.107,98.629,97.075,98.824,97.048,96.231,96.002,96.239,95.722,97.489,96.181,97.63,97.41,97.892,96.73
481,C,False,78.177,77.894,79.797,77.489,77.445,76.622,78.941,76.008,76.972,78.34,78.145,79.738,80.248,81.924,82.304,80.758,80.363,83.641,82.098,83.377,81.989,84.944,84.284,84.584,85.077,86.676,85.31,88.277,89.381,85.831,85.533,85.923,85.352,86.414,87.292,88.879,88.846,89.061,86.996,90.595,87.368,87.496,87.314,88.936,88.077,87.815,85.668,87.129,86.888,87.926,87.916,88.94,85.522,88.305,90.52,89.039,90.015,87.743,92.477,90.676,89.216,91.992,92.491,92.686,90.175,90.473,91.716,90.669,95.992,92.937,89.18,88.986,91.581,89.947,91.793,88.673,89.958,91.853,89.564,89.068,93.096,90.623,92.843,92.001,92.678,92.974,93.797,92.941,95.144,94.61,91.237,92.862,93.773,94.392,94.977,95.302,95.244,96.48,95.658,93.276,95.597,96.611,97.008,96.459,97.392
482,C,False,50.171,51.332,56.418,84.962,59.514,56.502,56.593,74.465,63.224,64.34,89.029,79.061,72.976,74.528,70.99,94.702,93.631,67.436,74.514,79.201,75.799,66.069,73.194,59.794,61.152,64.376,61.391,60.573,62.868,71.637,64.283,64.334,63.304,67.392,64.849,65.527,69.138,62.341,75.991,67.258,68.367,62.62,67.239,65.208,64.21,64.647,66.268,64.263,66.264,61.109,66.252,75.517,66.946,71.26,69.708,66.016,70.324,71.056,71.46,71.688,73.157,69.552,70.547,72.019,73.838,70.964,71.844,70.432,69.519,70.788,74.695,76.728,79.053,79.17,78.124,76.372,77.367,77.873,83.326,74.771,75.374,78.323,79.495,92.426,84.303,79.133,91.983,83.596,85.729,93.604,88.445,79.698,84.869,92.372,86.606,89.168,90.963,85.708,92.743,83.869,97.07,95.324,94.846,87.318,97.575
483,C,False,108.94,108.23,109.53,109.06,109.55,111.41,112.61,111.49,111.87,113.4,115.92,116.54,118.79,120.25,120.01,122.42,124.34,124.0,124.36,123.62,122.94,121.5,120.71,119.75,119.08,116.6,117.88,116.22,115.94,116.1,115.11,116.36,116.99,118.03,115.85,116.08,116.73,116.62,117.06,117.3,117.3,116.47,116.22,117.13,115.8,87.709,116.73,116.66,116.96,117.7,117.31,116.27,115.61,116.77,116.46,116.77,116.24,117.81,119.2,118.02,117.64,117.98,119.07,119.46,120.77,122.82,123.06,123.24,123.49,124.12,122.85,122.68,120.74,121.08,120.11,119.51,118.94,118.83,117.04,114.48,114.36,112.68,113.3,113.38,110.11,109.99,109.17,110.22,110.25,109.91,111.39,111.01,112.28,114.01,114.7,114.08,112.4,114.65,117.0,117.09,117.51,117.0,118.04,117.76,118.47
484,C,False,107.63,108.74,108.07,109.3,110.02,109.75,110.92,110.63,111.72,112.08,112.58,113.17,113.53,113.3,113.17,112.76,112.14,112.05,113.0,112.54,111.55,110.59,109.23,109.25,109.4,108.93,108.0,107.27,106.48,106.78,105.92,106.53,106.73,106.23,106.86,107.81,108.24,110.27,111.07,112.42,114.72,114.98,116.07,116.14,116.9,115.43,114.17,112.71,111.22,110.9,109.78,109.49,109.2,109.02,109.77,109.61,109.67,110.87,111.28,111.9,111.74,113.11,113.07,112.93,114.55,115.23,114.25,114.63,115.0,115.13,115.44,114.53,114.86,114.94,114.52,114.96,116.12,114.77,114.72,114.93,114.64,113.84,113.69,113.23,112.98,112.61,112.11,111.5,111.59,111.02,110.37,110.42,110.6,109.67,109.3,109.93,110.2,110.9,111.54,112.64,113.18,115.27,115.2,116.05,117.04
485,C,False,104.28,105.16,106.42,107.57,108.48,109.95,110.71,113.25,113.83,114.6,114.6,116.23,115.44,115.87,117.11,116.61,116.78,115.2,115.67,115.36,114.6,113.69,113.72,112.4,112.2,112.74,112.56,111.48,111.52,111.36,111.2,111.31,110.37,110.76,110.64,110.04,110.37,110.76,112.09,112.38,111.93,112.5,112.82,113.36,113.2,112.38,112.16,112.24,112.76,114.05,114.39,114.88,116.71,116.09,117.5,117.43,117.89,119.3,119.95,121.45,122.67,122.67,124.26,123.13,123.62,123.56,124.19,124.91,125.76,124.67,124.18,122.35,121.65,120.77,119.25,118.85,118.46,118.74,118.09,116.13,116.79,117.01,116.82,116.24,115.7,115.96,116.86,117.23,116.67,116.97,117.43,116.64,117.89,116.59,116.36,116.87,116.53,117.21,117.35,117.05,118.35,118.07,117.15,117.32,118.09
486,C,False,89.277,87.284,81.776,80.167,79.551,80.258,80.093,78.473,79.102,80.478,78.229,78.689,77.404,77.078,77.767,78.449,78.594,77.997,80.631,85.4,85.568,85.248,78.361,82.66,84.423,80.288,81.309,78.202,78.318,83.524,76.841,76.957,80.391,77.856,79.746,77.501,77.039,82.079,84.965,80.797,82.232,82.726,80.696,75.071,83.054,84.327,82.914,87.825,83.935,81.288,86.008,89.985,81.989,88.276,94.119,85.79,80.178,85.624,78.866,83.937,75.822,80.064,80.08,76.945,79.778,70.818,74.02,82.058,79.4,86.339,80.605,89.002,82.539,82.841,83.319,82.264,89.687,84.934,83.897,83.009,87.113,78.153,84.807,89.217,86.839,83.247,86.601,81.943,82.614,77.751,83.072,80.219,74.435,78.748,77.456,74.766,78.45,75.984,78.596,82.824,73.355,84.807,78.033,74.947,72.483
487,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.48,75.945,86.305,113.13,69.727,65.626,99.676,97.862,77.615,92.972,84.331,60.899,57.201,89.077,80.6,88.482,73.973,72.735,76.287,58.414,48.094,57.395,49.366,60.719,68.425,68.593,81.201,58.641,66.582,64.464,69.686,69.085,67.903,59.477,61.064,66.795,63.388,57.55,61.765,54.741,50.689,59.866,56.791,66.918,63.284,62.483,65.197,61.242,63.179,66.901,62.11,57.374,57.324,55.028,55.894,56.235,54.619,51.633,53.269,52.5,53.156,56.534,52.747,52.939,51.584,51.931,51.064,54.409,53.89,54.059,53.244,53.08,55.486,53.677,53.021,54.198,52.592,56.333,56.057,56.154,55.032,55.846,56.874,56.601,56.554,57.639,57.815,56.917,56.577,57.749,60.175,58.519,59.993,59.005,58.497,57.658,60.105,57.394
488,C,False,114.7,120.88,122.57,123.32,126.77,129.82,128.95,124.86,133.0,129.31,132.44,131.62,130.67,134.2,127.84,126.95,129.1,124.63,122.44,121.23,123.0,119.03,119.54,122.09,120.16,118.36,120.51,119.77,122.46,123.03,117.84,121.24,118.19,119.17,117.76,118.88,117.12,118.77,120.09,119.19,118.8,120.17,118.26,117.59,118.89,121.31,122.66,122.11,122.71,123.43,124.77,124.1,124.57,126.2,127.1,131.06,127.13,130.35,132.46,136.83,138.07,139.15,134.15,126.06,127.64,127.7,125.73,125.87,123.49,121.55,118.83,116.73,114.89,114.92,115.31,114.28,114.46,116.76,117.28,118.14,114.24,115.03,117.49,118.87,122.22,118.44,123.96,125.5,126.08,125.76,123.0,123.72,123.08,123.89,121.36,121.39,126.47,130.01,127.23,126.36,126.97,127.67,126.06,126.56,121.74
489,C,False,67.265,68.333,66.394,70.477,66.112,74.537,70.992,68.139,69.018,66.119,64.985,61.837,66.02,68.24,65.022,71.56,72.359,64.825,63.078,63.261,62.8,63.809,74.833,70.103,60.091,58.845,60.188,62.907,60.827,59.063,59.299,58.755,59.074,59.5,62.37,61.09,60.821,66.113,65.382,66.537,64.329,66.401,63.677,67.395,64.54,65.923,64.553,65.195,64.304,66.841,63.322,68.184,71.902,70.692,65.874,69.082,72.598,72.199,73.536,68.988,70.312,72.059,72.06,74.709,70.956,70.875,71.786,70.26,67.808,83.516,82.716,72.999,68.927,72.538,69.225,69.717,69.126,75.849,71.458,76.972,69.528,69.714,71.363,73.606,70.323,70.802,70.148,68.58,70.245,69.498,70.657,71.35,68.532,79.909,69.54,72.47,68.013,68.626,68.666,69.844,69.388,70.266,70.535,73.254,70.579
490,C,False,73.187,68.1,76.362,59.886,60.389,66.346,59.142,59.669,64.867,80.663,59.82,61.119,59.172,63.684,76.584,64.419,63.014,68.402,71.525,68.907,70.436,70.394,68.593,69.561,70.069,68.393,71.25,72.234,74.464,69.446,69.507,73.257,70.456,70.114,70.434,69.484,69.915,64.352,69.106,65.005,70.454,66.768,66.179,64.565,65.337,65.444,64.287,66.111,64.206,64.46,65.618,66.563,64.176,64.515,63.978,63.237,63.638,64.033,66.641,63.951,66.057,65.25,65.027,64.525,67.287,66.429,64.848,67.758,68.25,68.814,70.245,66.874,70.957,67.388,69.046,70.174,69.911,68.766,69.033,70.843,68.712,69.326,68.998,69.639,68.497,67.669,68.113,67.72,67.383,65.989,67.726,68.491,65.511,69.994,71.353,66.956,68.753,70.441,72.77,72.387,69.189,69.864,68.502,71.275,72.756
491,C,False,107.51,107.03,106.85,107.92,106.52,106.08,105.48,104.95,104.8,104.61,104.17,105.58,105.23,106.01,105.95,105.93,105.14,104.18,104.05,104.85,105.22,106.14,106.35,106.51,106.8,106.43,107.95,108.68,109.04,108.67,109.27,110.3,109.83,110.32,110.46,109.64,108.38,108.3,108.5,109.27,109.19,107.89,106.85,106.18,104.96,104.29,103.68,102.92,101.23,102.91,103.4,103.16,104.49,103.83,103.03,102.78,104.1,104.69,104.95,104.48,103.18,103.04,104.39,105.01,105.88,106.04,106.87,105.86,105.38,105.54,104.88,105.42,105.62,105.4,108.08,107.74,107.23,108.06,108.92,110.19,109.94,109.76,110.65,111.44,108.84,109.17,110.1,109.39,110.89,110.81,109.88,108.69,107.56,107.98,108.0,108.28,107.59,107.48,107.53,106.91,109.23,109.72,107.75,109.26,111.13
492,C,False,126.42,126.37,125.86,124.22,123.34,123.49,122.68,121.11,120.87,122.3,120.34,120.56,119.48,119.68,119.88,120.1,121.47,120.26,120.63,119.7,120.66,121.09,122.2,122.79,126.19,127.77,129.52,127.62,127.31,127.11,125.83,125.27,123.98,123.0,124.89,123.6,121.73,119.32,118.4,119.89,118.84,117.59,117.99,119.82,121.16,123.59,123.32,123.18,124.91,126.22,125.91,126.29,126.68,127.5,124.81,123.09,121.79,120.07,119.76,119.63,118.78,116.41,115.75,114.33,113.15,110.94,111.21,110.71,110.13,110.0,109.89,110.54,110.3,110.54,111.06,109.91,112.09,112.59,111.25,112.6,112.31,115.21,116.63,117.91,121.15,122.22,122.53,123.92,123.2,124.13,122.96,122.91,123.57,122.86,122.41,119.97,118.55,117.08,114.31,113.66,112.73,111.53,111.38,110.31,110.17
493,C,False,104.48,104.13,103.31,102.75,101.84,100.53,98.877,97.995,96.952,96.418,96.291,95.703,95.56,95.276,95.268,95.012,95.364,95.831,95.693,95.773,96.158,97.014,97.283,97.588,98.157,98.321,99.077,99.281,99.066,99.001,99.359,100.08,99.836,100.11,100.21,99.779,99.192,99.041,98.79,98.789,98.75,98.822,98.312,97.781,97.479,97.257,96.95,96.591,96.641,96.263,95.852,95.73,95.82,95.699,95.876,95.714,95.953,96.323,96.847,97.613,97.894,99.211,99.804,101.53,102.56,103.35,104.34,103.33,102.99,103.22,102.67,102.09,101.11,100.64,100.02,99.352,98.624,98.62,97.664,96.951,96.605,96.519,96.589,96.672,96.542,96.713,96.52,96.025,95.795,95.918,95.802,95.729,95.464,95.351,95.464,95.127,95.885,95.843,95.652,95.702,96.446,96.244,96.736,97.074,97.082
494,C,False,102.09,101.98,102.88,103.05,103.14,104.08,103.67,103.49,103.34,102.82,103.01,103.25,103.59,103.78,103.48,102.94,102.71,102.51,102.85,103.17,102.56,102.28,102.15,101.91,101.55,101.49,101.24,100.57,100.18,100.22,99.366,99.408,99.707,99.32,99.725,99.675,99.676,99.664,100.21,100.71,101.22,101.76,102.59,103.59,104.05,104.67,104.75,105.56,105.67,105.71,105.97,106.38,105.36,103.76,103.17,101.82,101.04,100.15,100.11,99.806,99.46,99.139,99.184,98.713,98.72,98.803,98.227,97.779,98.388,97.889,97.189,97.51,98.129,97.821,97.655,97.908,97.433,97.68,98.117,98.686,98.315,98.809,99.312,99.94,100.91,101.14,101.68,102.01,102.93,103.8,104.55,105.06,105.76,105.71,105.83,105.17,105.42,104.99,104.16,102.83,102.31,101.99,99.916,99.611,99.591
495,C,False,106.26,105.72,105.08,104.79,104.3,104.38,104.67,104.75,104.6,104.67,104.76,104.3,105.1,103.85,103.79,103.94,104.15,103.87,104.66,104.2,103.88,104.63,104.84,104.33,104.24,104.03,103.9,103.45,103.04,102.57,102.69,103.18,103.5,104.26,104.68,104.91,105.78,106.16,106.6,106.65,107.91,107.81,108.4,109.35,109.08,109.14,109.72,109.03,108.53,108.94,107.61,107.56,107.66,107.88,107.15,106.58,106.98,106.93,107.01,107.78,107.3,108.26,107.59,108.14,108.72,109.95,110.06,111.21,110.27,110.42,110.35,109.84,109.67,110.65,109.95,110.1,109.92,110.28,110.44,111.01,110.56,110.67,110.43,111.13,110.91,110.97,111.47,111.57,111.67,111.52,110.4,110.59,110.01,110.46,110.06,110.05,110.39,110.5,109.16,108.98,109.14,109.68,109.25,110.17,110.19
496,C,False,75.185,57.875,63.687,63.422,60.739,71.368,61.385,69.21,62.207,65.937,68.625,68.379,78.08,75.419,81.296,76.111,68.225,101.28,105.47,94.706,78.469,89.77,70.148,81.463,90.703,89.631,88.746,78.866,93.209,78.5,85.841,81.167,92.329,71.173,74.615,75.427,72.484,70.681,81.526,81.156,77.077,84.477,71.859,92.304,83.972,84.8,80.453,72.296,80.542,81.618,80.959,73.201,74.379,78.601,80.413,79.613,81.134,77.055,71.225,71.17,71.294,78.767,77.927,72.101,71.97,78.209,78.184,72.683,78.96,81.199,74.452,72.327,74.806,80.014,76.196,76.689,85.082,76.737,77.638,76.619,75.442,75.398,74.517,72.494,74.603,75.135,74.637,77.431,75.299,75.216,75.762,75.703,86.693,78.891,77.018,79.247,79.257,79.062,79.893,80.562,80.099,81.417,81.235,80.683,83.187
497,C,False,110.96,111.34,111.14,110.73,111.33,112.0,112.15,113.44,114.05,114.54,114.66,115.17,115.11,114.56,114.64,114.61,114.21,113.89,113.45,112.8,111.99,111.17,109.95,109.41,108.86,108.15,108.35,107.89,107.42,107.01,107.4,107.71,107.99,107.78,107.6,108.23,108.97,109.32,109.9,110.56,110.51,110.7,111.61,111.51,111.47,111.52,111.81,112.09,112.5,112.49,112.19,111.8,112.02,112.27,112.14,112.24,111.56,110.98,110.43,110.26,109.72,109.48,108.67,108.41,108.13,107.9,108.24,107.8,108.9,108.81,109.22,110.06,104.02,112.12,113.08,114.29,114.67,115.44,116.02,116.58,116.37,116.79,117.2,116.45,116.31,115.72,115.17,113.78,113.4,112.88,112.26,111.35,110.76,110.5,110.55,109.89,109.6,78.912,109.68,109.88,109.16,109.53,109.23,109.48,110.09
498,C,False,109.18,109.98,109.24,109.63,110.57,111.31,111.71,110.51,111.45,112.31,112.46,111.71,110.65,110.43,111.23,111.42,110.54,111.1,110.31,109.48,109.36,109.0,109.06,109.16,108.79,108.8,108.75,108.64,108.96,109.45,110.58,111.92,113.19,114.57,115.59,116.35,118.48,120.64,120.38,120.87,120.66,121.13,122.32,122.11,123.95,123.68,122.7,122.81,120.2,119.2,119.26,119.56,119.55,118.99,118.97,118.32,117.67,116.67,116.64,116.66,116.55,116.85,117.1,117.59,117.3,118.02,118.34,118.58,118.91,118.68,119.04,120.08,119.9,119.66,120.47,121.26,122.03,122.24,122.54,123.94,124.52,124.59,125.73,126.19,126.65,127.41,128.28,127.85,126.31,125.18,123.84,124.44,122.4,121.36,119.69,118.82,118.84,118.06,117.47,117.0,116.46,117.36,116.87,116.23,115.84
499,C,False,168.38,168.19,96.41,54.237,68.204,69.993,163.13,108.56,127.33,122.31,114.6,96.172,89.649,86.933,76.638,82.518,68.47,66.013,60.318,59.36,55.942,58.152,54.667,55.796,56.112,59.223,57.606,100.25,55.018,64.763,61.422,62.885,60.162,75.749,67.177,73.583,66.083,71.348,77.701,75.576,66.344,88.222,95.254,90.477,93.512,92.299,91.415,91.92,83.056,81.903,115.46,87.491,90.644,86.672,91.396,82.013,80.437,83.776,88.139,89.68,89.048,93.858,79.965,87.027,68.594,85.901,87.211,79.486,71.322,69.749,77.016,73.139,86.907,83.113,83.267,76.369,81.783,78.22,90.818,85.25,98.221,91.266,90.696,79.934,84.213,78.728,85.291,83.262,81.527,84.806,78.849,75.395,74.387,82.123,83.443,88.694,84.144,78.773,78.427,84.239,80.315,85.717,81.956,82.459,81.977
