,FLARE_TYPE,COINCIDENCE,AREA_ACR_1,AREA_ACR_2,AREA_ACR_3,AREA_ACR_4,AREA_ACR_5,AREA_ACR_6,AREA_ACR_7,AREA_ACR_8,AREA_ACR_9,AREA_ACR_10,AREA_ACR_11,AREA_ACR_12,AREA_ACR_13,AREA_ACR_14,AREA_ACR_15,AREA_ACR_16,AREA_ACR_17,AREA_ACR_18,AREA_ACR_19,AREA_ACR_20,AREA_ACR_21,AREA_ACR_22,AREA_ACR_23,AREA_ACR_24,AREA_ACR_25,AREA_ACR_26,AREA_ACR_27,AREA_ACR_28,AREA_ACR_29,AREA_ACR_30,AREA_ACR_31,AREA_ACR_32,AREA_ACR_33,AREA_ACR_34,AREA_ACR_35,AREA_ACR_36,AREA_ACR_37,AREA_ACR_38,AREA_ACR_39,AREA_ACR_40,AREA_ACR_41,AREA_ACR_42,AREA_ACR_43,AREA_ACR_44,AREA_ACR_45,AREA_ACR_46,AREA_ACR_47,AREA_ACR_48,AREA_ACR_49,AREA_ACR_50,AREA_ACR_51,AREA_ACR_52,AREA_ACR_53,AREA_ACR_54,AREA_ACR_55,AREA_ACR_56,AREA_ACR_57,AREA_ACR_58,AREA_ACR_59,AREA_ACR_60,AREA_ACR_61,AREA_ACR_62,AREA_ACR_63,AREA_ACR_64,AREA_ACR_65,AREA_ACR_66,AREA_ACR_67,AREA_ACR_68,AREA_ACR_69,AREA_ACR_70,AREA_ACR_71,AREA_ACR_72,AREA_ACR_73,AREA_ACR_74,AREA_ACR_75,AREA_ACR_76,AREA_ACR_77,AREA_ACR_78,AREA_ACR_79,AREA_ACR_80,AREA_ACR_81,AREA_ACR_82,AREA_ACR_83,AREA_ACR_84,AREA_ACR_85,AREA_ACR_86,AREA_ACR_87,AREA_ACR_88,AREA_ACR_89,AREA_ACR_90,AREA_ACR_91,AREA_ACR_92,AREA_ACR_93,AREA_ACR_94,AREA_ACR_95,AREA_ACR_96,AREA_ACR_97,AREA_ACR_98,AREA_ACR_99,AREA_ACR_100,AREA_ACR_101,AREA_ACR_102,AREA_ACR_103,AREA_ACR_104,AREA_ACR_105
952,B,False,317.26,314.58,317.66,316.24,312.48,309.12,314.85,317.01,317.24,322.51,323.07,318.49,322.78,319.72,317.43,321.44,324.29,325.3,324.19,321.55,322.36,320.67,320.51,320.48,317.77,318.44,320.92,320.02,323.92,324.47,325.13,326.98,326.24,329.82,328.72,329.45,327.85,332.7,333.05,331.19,338.14,331.09,333.33,332.57,331.03,331.4,336.95,337.97,342.84,341.38,341.43,345.65,351.79,358.15,359.68,357.51,358.65,359.88,351.19,352.45,346.22,348.62,357.48,361.41,361.73,365.01,361.59,361.68,361.35,364.93,364.27,363.72,368.9,372.8,374.93,379.44,377.86,378.98,384.96,390.49,391.27,395.74,395.82,398.43,397.43,403.22,399.8,403.68,403.04,400.05,399.87,401.06,398.87,402.74,403.91,407.09,411.83,413.08,409.31,409.16,409.54,411.61,412.9,417.77,415.76
953,B,False,108.07,111.33,108.27,105.12,108.55,105.68,103.59,105.7,105.08,104.94,104.85,102.84,101.72,102.85,99.179,98.16,100.81,100.71,100.94,99.234,99.783,97.588,99.261,97.408,95.177,94.014,94.594,91.824,92.31,89.787,88.548,89.952,89.737,92.502,90.52,90.693,89.39,88.915,86.64,85.531,85.485,82.132,80.886,78.022,76.093,76.09,76.9,75.14,73.568,72.504,70.363,67.383,64.891,61.909,61.401,60.523,56.756,57.488,57.881,57.804,57.435,55.925,56.296,56.596,59.111,57.69,58.143,58.551,55.713,58.092,55.513,55.623,51.805,53.14,53.852,53.964,52.671,52.91,50.492,50.654,49.783,48.229,48.693,46.553,48.703,46.252,46.859,46.665,44.58,43.885,42.598,41.762,41.47,41.253,41.447,39.918,38.294,40.13,37.605,35.77,34.585,33.802,33.871,32.59,33.023
954,B,False,405.49,398.05,402.8,396.67,411.25,410.93,416.18,412.45,415.51,416.35,422.53,419.7,414.81,414.24,423.15,427.66,424.5,420.89,424.04,416.38,417.58,414.32,425.25,432.85,433.49,432.77,430.07,433.06,435.41,436.08,441.97,442.02,447.56,449.9,453.02,449.65,453.11,457.44,465.33,463.72,460.6,465.59,468.59,461.97,459.9,457.82,459.74,463.59,466.06,468.46,472.96,468.89,468.76,472.72,464.42,471.08,477.59,471.89,475.08,480.57,484.81,485.91,490.63,492.02,489.65,486.76,482.83,484.92,490.26,491.08,485.11,487.56,483.52,482.78,483.66,484.05,493.85,493.83,499.37,499.22,500.14,497.15,502.94,509.22,507.8,509.82,513.66,518.79,527.16,523.29,522.32,525.36,528.82,533.27,535.85,535.97,539.9,542.33,543.77,549.61,546.95,546.51,555.15,554.49,561.23
955,B,False,37.89,38.742,42.691,48.507,46.841,39.534,41.281,39.058,38.67,38.467,33.041,34.014,34.228,39.994,40.521,44.828,38.149,36.529,37.057,36.572,40.353,39.554,36.823,36.082,43.784,44.498,43.26,47.099,51.825,51.278,50.148,50.257,53.519,57.63,50.663,55.031,54.072,56.251,57.678,50.889,50.414,53.762,59.855,56.282,58.709,61.8,66.0,61.285,61.169,60.388,67.328,69.659,67.981,67.657,68.424,69.743,73.804,70.103,65.307,67.906,70.594,69.964,75.824,88.093,84.679,85.017,87.02,93.281,91.144,88.244,88.169,90.748,89.862,93.687,95.253,95.99,95.543,99.775,103.27,99.652,99.047,102.11,104.54,98.942,100.3,100.81,101.82,102.29,97.903,96.702,96.925,93.25,97.101,102.6,98.153,103.89,105.28,103.22,101.54,106.69,107.58,109.1,108.85,108.66,115.2
956,B,False,516.26,518.44,519.49,530.72,518.33,510.11,500.81,495.25,492.37,489.0,481.01,481.33,477.21,482.22,486.85,481.04,466.58,467.18,475.07,482.91,487.28,487.9,490.79,491.5,483.56,485.65,494.63,499.56,496.34,494.17,497.64,497.08,488.07,490.64,489.06,488.52,485.29,487.33,488.19,486.99,486.7,487.03,487.66,492.54,491.8,482.83,488.38,489.26,486.69,485.91,488.31,485.38,495.23,493.38,497.53,509.74,507.15,503.81,522.89,506.0,502.73,503.08,494.44,501.52,505.82,512.55,515.92,513.71,502.83,515.42,508.71,513.98,505.79,520.95,528.41,519.29,529.09,534.51,539.3,525.59,525.64,530.95,541.11,544.11,551.99,537.4,536.66,553.58,552.44,542.7,551.63,563.17,555.5,558.54,563.25,558.36,557.0,565.16,565.85,562.0,565.21,549.84,552.78,553.37,557.36
957,B,False,154.06,154.88,154.94,154.8,151.58,153.44,153.52,154.87,151.77,156.23,155.09,153.52,154.56,156.57,159.06,160.36,159.14,159.38,159.0,158.68,158.78,158.13,159.62,163.99,165.01,160.99,163.84,161.6,161.84,164.19,161.68,161.93,162.95,163.05,160.86,164.06,160.18,159.24,160.4,161.19,159.06,159.8,161.97,159.69,162.65,159.78,155.97,159.28,161.0,162.43,160.06,161.74,158.76,156.38,156.54,158.69,159.9,160.63,161.08,162.12,161.62,160.02,160.93,162.7,163.8,163.52,163.97,161.19,161.06,161.08,157.7,161.1,158.89,157.42,155.58,156.7,154.96,153.25,155.53,155.02,153.89,153.97,154.11,153.51,154.06,152.62,151.69,150.19,151.71,147.9,146.36,146.04,146.8,146.96,145.01,145.5,145.18,145.43,146.09,149.09,148.9,148.46,147.99,153.04,153.34
958,B,False,1554.1,1545.5,1551.8,1548.3,1554.2,1549.0,1545.3,1542.1,1535.7,1545.3,1537.9,1535.9,1532.6,1539.3,1533.8,1542.6,1531.4,1531.9,1530.2,1522.3,1520.9,1510.7,1512.4,1503.4,1495.8,1498.1,1483.4,1485.8,1480.9,1478.1,1475.9,1467.3,1473.3,1465.0,1462.0,1469.7,1461.8,1473.5,1473.9,1467.7,1468.6,1469.2,1459.6,1450.8,1453.2,1455.7,1442.5,1432.1,1427.6,1436.7,1432.1,1427.9,1433.2,1426.1,1413.5,1404.4,1402.7,1401.1,1399.5,1398.7,1394.1,1382.6,1378.4,1375.8,1382.4,1376.6,1366.8,1374.2,1370.2,1362.5,1353.9,1359.7,1365.9,1350.5,1353.5,1343.2,1335.4,1338.0,1328.5,1328.5,1326.9,1329.6,1316.2,1306.4,1293.5,1305.1,1295.8,1295.1,1299.6,1281.3,1269.1,1257.1,1262.3,1266.8,1260.8,1251.5,1252.9,1252.5,1252.9,1253.0,1259.8,1259.4,1247.7,1259.9,1241.4
959,B,False,10.137,11.604,12.194,13.223,15.284,15.155,15.687,16.034,17.882,17.311,17.887,17.473,17.5,18.566,18.427,19.26,21.176,19.518,19.492,19.572,18.674,19.711,20.426,18.789,19.192,19.918,19.466,19.071,19.631,20.296,19.995,20.135,20.918,21.414,22.278,21.088,21.065,21.095,22.53,22.823,22.113,21.773,21.632,22.068,22.198,22.636,22.443,21.837,22.324,23.216,22.465,22.745,22.149,23.614,25.378,27.868,28.697,29.12,29.754,30.286,29.749,30.827,32.217,32.436,36.094,37.994,39.166,41.411,41.615,43.078,45.712,50.993,51.549,54.15,53.84,54.7,58.65,61.665,63.087,63.858,66.137,69.129,69.316,70.315,73.701,73.776,74.963,74.505,75.405,77.016,81.558,83.828,87.343,88.226,86.497,90.631,91.974,94.282,94.378,96.356,97.741,99.008,99.772,102.52,106.06
960,B,False,655.47,645.41,644.73,642.78,646.48,640.93,644.35,642.96,641.4,637.88,643.47,638.3,626.55,634.06,635.81,627.22,636.04,640.03,634.19,629.94,632.51,637.02,633.73,623.12,628.22,617.5,619.16,621.25,623.81,625.1,630.48,638.4,635.36,628.66,627.33,619.5,616.36,613.9,617.9,608.13,609.24,603.76,606.78,606.12,602.76,611.31,607.89,597.88,604.12,601.09,601.48,596.71,589.83,597.33,599.01,598.38,601.22,603.29,604.07,604.55,605.4,608.94,611.08,607.42,604.58,602.8,594.33,596.66,595.11,592.55,591.74,586.55,590.05,587.17,586.06,584.5,582.2,583.78,580.85,580.74,581.62,580.97,587.66,588.07,587.29,591.25,588.74,587.56,590.47,587.95,588.58,593.81,595.8,586.61,586.23,576.84,576.49,586.26,593.95,584.61,585.55,577.8,583.04,580.46,576.79
961,B,False,620.21,617.92,614.61,608.28,601.4,604.37,605.73,613.76,623.94,631.86,635.95,633.55,636.16,639.08,649.53,646.09,627.3,640.9,640.57,638.84,628.58,639.66,641.78,641.33,643.59,653.57,653.15,657.89,651.9,638.96,641.5,650.8,640.3,631.83,632.9,642.85,658.93,661.9,656.02,657.98,652.16,655.72,659.69,665.3,657.54,642.99,648.14,657.22,661.41,672.92,682.68,661.09,655.57,660.86,661.19,669.44,653.88,665.17,656.66,663.4,656.58,667.23,660.97,678.29,671.3,678.37,699.21,686.21,695.66,687.81,701.27,700.97,691.45,688.54,682.47,673.57,665.41,658.3,648.65,653.07,631.74,639.0,631.23,594.01,586.53,595.38,578.34,557.64,542.07,511.56,494.58,465.95,453.63,428.36,424.8,419.08,405.74,396.84,380.5,362.11,350.71,328.43,309.86,294.02,277.61
962,B,False,294.27,292.83,293.64,292.14,295.24,292.72,296.39,296.8,297.86,296.2,298.73,298.08,300.57,301.65,297.54,297.84,299.4,302.53,299.49,300.55,299.21,296.31,295.3,297.18,296.39,292.56,292.84,293.58,294.16,296.71,295.89,291.12,290.72,287.59,285.8,286.6,286.87,292.34,289.01,291.3,293.2,286.16,282.61,279.77,283.64,280.32,284.16,284.82,280.06,278.47,278.18,278.21,274.44,277.32,275.21,273.47,278.36,279.94,279.53,280.27,279.58,281.5,283.74,280.82,282.53,283.76,284.5,282.88,288.86,289.21,287.6,293.34,292.65,298.66,297.4,295.07,293.78,295.85,296.0,296.91,299.23,300.41,297.98,295.79,296.65,297.13,295.75,293.53,294.38,292.59,291.88,294.34,293.14,292.53,293.11,290.73,293.1,295.97,294.54,297.55,295.58,291.12,290.59,287.75,288.05
963,B,False,235.11,237.47,240.06,240.1,244.41,242.48,241.79,241.85,243.35,240.49,239.15,238.69,240.43,238.31,238.25,238.74,236.77,239.25,238.66,238.99,240.65,240.27,240.14,243.66,246.48,244.87,241.55,240.02,242.56,239.92,237.43,237.06,236.47,234.49,233.02,232.4,230.57,229.59,228.09,227.69,230.94,231.43,234.52,236.28,234.24,233.8,237.76,235.15,232.88,230.74,229.44,232.53,233.23,232.25,232.11,228.98,224.65,229.6,231.62,232.64,231.35,230.32,233.52,232.69,230.35,228.44,229.06,226.26,226.11,224.01,231.15,229.46,227.11,225.43,225.78,225.75,224.82,231.13,233.96,231.89,228.77,231.43,232.89,233.67,235.83,233.52,236.23,235.58,234.96,233.94,240.1,239.51,243.11,239.55,238.14,238.13,234.92,239.09,238.24,241.84,242.09,240.73,241.25,239.82,240.81
964,B,False,635.56,636.33,629.42,620.68,622.22,628.29,628.92,629.97,630.86,626.53,622.07,624.08,621.0,619.74,623.91,624.97,626.59,623.62,631.15,624.28,630.08,627.56,627.27,626.05,633.96,633.56,635.44,635.34,620.99,613.05,611.72,616.66,610.13,610.94,607.36,607.61,613.63,619.71,620.6,613.29,611.54,619.93,620.21,617.92,614.61,608.28,601.4,604.37,605.73,613.76,623.94,631.86,635.95,633.55,636.16,639.08,649.53,646.09,627.3,640.9,640.57,638.84,628.58,639.66,641.78,641.33,643.59,653.57,653.15,657.89,651.9,638.96,641.5,650.8,640.3,631.83,632.9,642.85,658.93,661.9,656.02,657.98,652.16,655.72,659.69,665.3,657.54,642.99,648.14,657.22,661.41,672.92,682.68,661.09,655.57,660.86,661.19,669.44,653.88,665.17,656.66,663.4,656.58,667.23,660.97
965,B,False,656.28,656.23,659.65,656.19,653.97,660.21,658.33,661.35,656.76,658.1,657.02,658.31,660.3,659.11,656.11,659.14,654.74,657.78,653.5,649.32,648.63,640.48,649.49,644.61,648.75,652.93,650.71,648.52,652.56,652.64,648.06,653.98,658.41,658.39,654.14,655.64,658.74,663.03,663.4,657.61,664.09,659.76,660.4,657.67,653.73,650.88,653.08,660.26,660.09,659.9,664.94,662.97,663.48,665.71,665.15,665.28,666.88,662.22,659.9,658.23,660.93,661.45,656.07,650.84,662.28,653.77,655.09,644.88,656.92,654.42,654.15,647.43,644.66,649.0,652.31,653.32,657.13,656.95,655.61,651.74,643.65,639.51,640.7,647.86,647.04,650.0,654.21,653.88,654.12,662.02,663.81,661.47,665.9,671.33,667.98,667.63,666.12,667.22,665.34,668.78,674.67,677.86,686.97,684.72,686.34
966,B,False,54.791,54.98,56.341,56.893,57.311,57.894,55.136,55.112,53.229,54.704,54.84,54.681,56.488,56.423,55.992,57.7,60.617,62.706,63.013,63.16,63.553,65.634,64.519,62.558,62.056,61.768,62.675,61.342,63.749,64.528,66.074,65.921,64.299,63.869,65.58,65.046,65.297,65.352,65.367,65.806,66.37,67.695,68.528,70.095,70.242,73.08,72.861,73.446,74.542,74.466,72.723,75.542,75.166,75.135,74.567,77.086,77.609,73.829,75.298,75.127,73.22,73.691,73.772,73.557,72.042,72.619,70.451,70.21,70.735,70.694,69.604,67.266,68.042,69.573,69.525,68.98,68.336,69.38,69.547,69.892,69.24,70.232,69.398,69.63,70.231,71.267,70.541,70.827,70.252,69.348,68.567,67.987,66.788,68.172,68.864,67.36,65.962,65.788,66.864,66.495,64.063,65.963,65.838,65.422,65.713
967,B,False,203.26,205.59,203.58,204.84,207.24,206.88,210.49,217.66,224.86,224.25,223.38,226.55,227.12,223.01,222.97,223.18,224.39,223.89,222.97,216.98,217.83,213.69,217.71,213.01,216.93,213.47,217.17,218.53,218.55,222.34,226.09,226.96,234.39,234.03,229.8,227.0,223.67,227.67,230.81,231.52,230.03,233.97,236.63,235.38,236.72,241.48,239.51,246.22,251.66,260.13,265.75,265.19,274.4,274.52,274.22,275.16,276.35,276.54,277.39,274.96,274.3,272.17,272.91,274.97,270.51,277.83,279.36,280.85,292.73,288.01,290.24,298.98,298.44,294.79,293.83,292.09,294.71,293.5,289.35,291.55,293.02,300.13,295.19,291.91,292.31,283.16,283.83,289.86,289.62,299.13,304.67,299.07,298.83,302.29,309.07,311.34,316.61,315.2,314.67,313.03,316.6,322.83,325.56,326.82,325.5
968,B,False,104.21,103.7,98.858,98.575,96.982,96.282,96.989,96.048,96.33,96.447,93.868,93.539,98.316,98.708,100.38,100.52,100.42,98.657,100.25,100.74,98.482,97.521,98.776,101.86,100.42,102.18,102.37,102.14,102.18,101.85,103.89,106.45,107.65,104.73,108.78,107.0,106.65,106.96,107.28,107.49,108.24,109.56,109.69,110.25,110.61,112.75,109.18,110.85,115.15,113.97,114.26,113.4,113.23,112.72,111.43,109.43,110.29,108.57,108.65,110.38,109.92,110.11,110.56,110.55,111.45,111.72,109.55,106.73,106.62,105.84,103.25,100.98,102.17,104.58,102.69,104.26,104.3,105.96,105.7,104.55,103.95,103.79,105.82,101.03,99.347,94.185,93.729,93.379,92.605,91.395,91.484,93.586,92.735,92.737,92.181,94.178,94.658,91.139,88.541,90.146,91.053,87.648,85.334,85.549,84.729
969,B,False,931.68,936.93,937.03,930.06,939.12,937.06,939.3,938.14,941.41,937.17,941.2,936.47,937.92,931.33,939.81,937.92,941.38,943.71,934.8,928.63,925.01,933.14,939.03,941.36,941.54,936.67,940.26,945.48,939.66,937.6,941.03,943.23,939.97,938.1,947.04,942.27,938.88,937.0,932.75,936.06,929.7,931.27,936.88,930.05,926.35,929.97,935.4,927.9,926.44,936.4,937.17,936.53,942.02,932.08,931.14,923.11,926.15,929.88,930.0,927.57,930.31,935.4,931.6,939.13,940.84,934.55,931.65,938.29,936.14,934.11,925.08,920.97,924.01,927.3,918.52,916.38,921.09,919.7,913.02,909.36,906.1,899.31,897.73,897.0,896.79,897.99,894.82,891.56,890.35,892.35,883.2,882.81,881.72,877.54,881.81,877.12,885.94,881.48,883.01,883.64,881.68,881.38,871.97,877.67,867.99
970,B,False,436.01,433.43,432.27,434.12,438.65,435.22,432.16,431.7,431.73,427.68,423.38,427.97,419.79,421.91,413.53,415.89,412.78,414.73,417.86,419.34,422.07,421.39,419.32,412.67,417.34,409.14,412.53,413.26,414.14,411.17,412.93,411.49,411.26,410.25,406.64,412.61,410.88,408.31,405.42,403.82,407.09,405.77,407.3,407.26,409.23,407.04,406.83,409.09,410.78,420.67,418.34,422.2,421.34,426.77,421.84,420.77,414.75,419.32,414.26,414.53,417.08,414.12,425.65,426.03,427.92,428.83,425.8,426.23,426.35,422.07,424.35,428.15,429.79,431.37,433.95,429.46,425.46,423.7,426.46,414.43,419.74,412.33,418.7,421.1,418.98,420.52,419.2,417.76,421.23,425.97,422.47,424.24,419.56,421.77,418.81,418.75,418.57,423.28,417.0,416.92,419.05,417.26,420.96,420.04,420.73
971,B,False,399.35,404.74,406.84,406.5,404.58,406.68,406.14,404.67,408.79,405.84,409.83,416.05,420.13,418.47,418.52,418.49,422.35,416.93,418.5,418.13,412.76,410.06,414.96,411.59,413.83,414.33,421.48,416.56,415.61,411.97,416.85,410.16,407.89,407.87,404.78,406.23,404.7,403.33,403.99,401.46,396.37,390.63,394.19,394.99,395.49,397.3,402.16,405.22,406.28,402.85,401.84,402.63,403.15,400.37,399.12,397.48,400.05,397.78,399.22,401.77,399.32,397.65,393.11,394.36,393.9,396.74,394.72,392.98,394.81,394.1,389.7,394.87,390.44,386.61,384.73,380.74,375.35,374.12,374.31,368.11,365.95,366.53,371.69,371.52,372.56,369.51,369.2,373.78,371.69,369.92,372.78,366.28,368.76,370.43,375.28,377.36,378.54,373.15,371.89,372.53,367.12,369.55,368.54,369.34,371.02
972,B,False,89.062,93.775,98.341,96.906,99.769,101.61,105.4,107.02,111.0,114.16,118.81,119.19,123.51,124.87,132.93,133.02,139.14,142.01,143.83,138.85,143.84,143.32,138.57,140.25,138.68,138.97,139.16,146.51,146.85,146.19,148.47,151.97,150.76,155.95,160.49,162.09,164.52,169.09,169.16,172.32,172.95,172.27,182.35,181.25,184.59,186.11,184.95,189.86,188.31,196.3,191.76,196.86,197.42,198.19,200.29,196.5,203.52,202.48,194.07,191.53,196.93,198.06,196.75,197.11,203.32,205.24,212.4,209.4,207.25,207.88,212.09,218.18,218.92,227.6,234.03,235.4,243.06,250.06,255.51,260.22,268.44,272.49,276.16,270.38,275.42,280.05,288.27,294.1,297.69,300.31,309.34,308.37,313.99,319.09,319.45,324.8,330.8,333.06,334.59,343.36,343.6,334.5,335.16,338.41,341.21
973,B,False,71.235,71.805,69.967,69.794,72.479,74.91,73.062,71.756,68.016,66.7,64.066,66.159,62.945,62.658,62.892,60.38,61.029,61.598,62.193,63.742,61.709,61.473,61.071,60.418,59.046,62.793,59.333,57.207,56.613,57.037,54.564,51.512,50.083,50.431,50.347,48.02,50.97,52.505,49.515,52.202,50.209,48.027,48.135,48.509,45.139,47.971,45.559,48.134,47.521,42.982,42.631,48.356,46.714,45.365,41.995,40.085,39.813,40.173,42.559,38.073,39.365,39.064,40.545,38.655,38.178,37.865,37.251,39.042,39.428,36.471,34.863,38.454,35.864,38.997,37.786,38.447,38.238,38.332,36.045,36.833,36.4,33.827,35.47,39.643,34.138,31.017,30.805,33.15,33.8,31.343,29.632,27.158,27.632,26.825,26.582,26.016,27.902,25.998,27.543,27.602,25.013,22.593,24.541,21.99,21.947
974,B,False,203.15,204.8,204.19,207.99,206.92,203.19,205.03,200.91,202.14,207.68,206.03,204.56,199.84,202.25,204.77,205.66,204.63,204.83,202.89,203.21,204.74,207.4,207.75,208.9,209.11,207.87,207.29,206.59,201.51,205.85,211.91,211.66,210.32,206.59,204.03,201.4,202.9,204.05,205.95,205.48,202.35,201.49,201.25,201.11,198.68,196.43,191.93,192.37,192.01,193.88,194.7,198.62,200.32,199.37,198.81,199.59,202.33,204.93,204.51,203.13,205.8,201.34,198.73,201.28,204.06,204.32,202.71,208.51,210.51,206.79,202.69,204.26,210.01,209.26,204.84,208.39,212.69,216.12,212.91,218.39,216.48,220.89,216.24,218.95,220.73,219.44,216.94,220.09,218.8,221.07,220.89,219.31,223.6,219.7,222.26,216.73,215.25,218.62,221.09,222.47,220.94,219.45,224.48,222.85,221.67
975,B,False,69.794,72.479,74.91,73.062,71.756,68.016,66.7,64.066,66.159,62.945,62.658,62.892,60.38,61.029,61.598,62.193,63.742,61.709,61.473,61.071,60.418,59.046,62.793,59.333,57.207,56.613,57.037,54.564,51.512,50.083,50.431,50.347,48.02,50.97,52.505,49.515,52.202,50.209,48.027,48.135,48.509,45.139,47.971,45.559,48.134,47.521,42.982,42.631,48.356,46.714,45.365,41.995,40.085,39.813,40.173,42.559,38.073,39.365,39.064,40.545,38.655,38.178,37.865,37.251,39.042,39.428,36.471,34.863,38.454,35.864,38.997,37.786,38.447,38.238,38.332,36.045,36.833,36.4,33.827,35.47,39.643,34.138,31.017,30.805,33.15,33.8,31.343,29.632,27.158,27.632,26.825,26.582,26.016,27.902,25.998,27.543,27.602,25.013,22.593,24.541,21.99,21.947,22.786,23.966,21.649
976,B,False,215.79,212.78,213.1,213.39,212.6,214.4,217.35,215.91,213.68,216.95,216.79,214.44,218.57,217.45,215.96,216.81,215.64,217.09,217.94,217.6,215.44,213.97,212.64,213.08,213.84,212.24,210.96,209.3,209.21,209.83,206.54,208.09,204.75,204.3,208.46,210.79,209.98,212.3,214.91,214.54,213.64,213.69,210.81,209.27,206.58,206.26,204.53,207.55,204.41,205.37,204.01,204.71,205.73,204.98,202.98,202.77,200.92,201.62,203.65,203.85,202.5,199.45,200.47,204.47,205.78,209.32,212.18,212.7,212.56,212.82,216.49,213.92,208.41,210.73,210.39,206.48,208.75,209.73,207.01,207.9,207.79,207.22,208.44,210.67,212.58,211.65,206.92,209.07,206.36,210.21,211.89,208.26,211.89,212.71,212.84,211.04,209.15,209.82,212.38,215.16,214.12,214.94,213.38,215.26,215.08
977,B,False,165.8,161.05,162.86,164.09,167.24,166.67,167.18,168.5,169.74,168.73,170.87,169.19,169.69,172.72,174.3,178.25,180.17,182.49,185.94,191.15,194.65,196.98,201.04,202.41,199.91,201.65,200.23,201.2,202.86,203.67,206.38,210.3,211.75,214.96,214.56,214.16,212.58,211.07,213.45,210.64,211.01,209.72,210.94,213.34,216.84,219.34,218.17,220.42,223.29,226.11,227.06,224.97,223.04,225.78,222.2,223.8,227.72,229.65,233.6,233.33,236.36,235.82,238.3,235.95,236.67,237.43,239.09,237.72,235.24,235.03,237.89,238.42,238.37,242.43,244.51,246.57,247.95,249.1,249.21,247.52,247.7,247.04,246.32,248.37,251.71,257.23,257.25,258.13,258.73,259.84,260.15,262.7,260.81,258.43,260.58,257.91,258.36,258.31,256.74,255.72,257.91,257.7,259.0,259.96,260.9
978,B,False,77.802,79.501,80.488,81.773,84.933,83.038,83.886,85.296,84.57,85.061,85.62,87.237,85.879,86.995,85.585,83.181,82.594,84.244,84.833,84.386,84.415,83.82,84.159,85.899,85.447,85.227,84.402,84.342,84.356,83.252,82.765,83.477,84.018,83.232,84.221,84.763,83.882,85.143,83.554,82.559,81.647,82.685,82.198,80.16,78.436,76.419,76.721,77.281,78.344,77.473,78.022,78.012,81.176,80.189,82.418,83.282,81.732,83.802,83.942,82.943,84.196,84.375,85.609,84.37,85.918,87.465,85.419,83.535,85.699,87.204,84.86,84.246,83.65,83.019,83.754,82.552,84.415,85.641,84.243,82.514,82.618,80.264,79.906,77.199,75.948,76.598,76.244,75.937,74.185,73.145,73.032,72.68,70.053,69.18,69.079,67.645,69.084,70.025,69.448,67.044,68.522,67.24,66.353,64.308,64.712
979,B,False,541.68,542.72,536.88,547.6,545.53,545.28,545.05,549.66,550.99,548.5,549.18,545.77,547.4,553.18,555.65,550.46,548.3,554.43,557.19,555.47,560.4,564.93,560.22,561.78,557.02,567.48,561.7,560.04,557.94,560.14,556.61,558.38,546.27,550.2,547.88,547.61,544.12,544.31,545.22,544.02,544.88,548.04,549.33,553.94,554.92,556.84,550.32,550.92,555.38,559.41,560.07,565.16,561.52,568.06,567.91,569.6,570.44,569.64,564.7,559.3,555.8,559.68,560.33,558.82,556.45,560.7,553.76,556.43,548.38,548.03,547.06,543.65,542.09,545.65,543.12,543.39,536.18,537.2,542.13,539.22,537.02,535.96,531.05,536.39,536.8,530.81,528.58,534.63,529.27,528.83,526.89,533.13,537.09,532.7,532.62,532.27,532.59,535.28,533.95,537.83,542.25,540.3,545.71,546.1,545.02
980,B,False,34.014,34.228,39.994,40.521,44.828,38.149,36.529,37.057,36.572,40.353,39.554,36.823,36.082,43.784,44.498,43.26,47.099,51.825,51.278,50.148,50.257,53.519,57.63,50.663,55.031,54.072,56.251,57.678,50.889,50.414,53.762,59.855,56.282,58.709,61.8,66.0,61.285,61.169,60.388,67.328,69.659,67.981,67.657,68.424,69.743,73.804,70.103,65.307,67.906,70.594,69.964,75.824,88.093,84.679,85.017,87.02,93.281,91.144,88.244,88.169,90.748,89.862,93.687,95.253,95.99,95.543,99.775,103.27,99.652,99.047,102.11,104.54,98.942,100.3,100.81,101.82,102.29,97.903,96.702,96.925,93.25,97.101,102.6,98.153,103.89,105.28,103.22,101.54,106.69,107.58,109.1,108.85,108.66,115.2,111.53,116.98,117.34,116.88,121.11,120.42,120.83,115.12,119.28,136.83,134.16
981,B,False,52.777,52.029,54.007,53.694,54.062,53.959,54.618,52.151,51.566,51.276,50.754,48.654,48.327,50.086,48.124,46.471,46.673,45.739,44.549,43.105,43.169,43.852,42.965,40.168,42.361,41.846,40.49,41.795,41.102,40.036,39.847,40.001,41.109,42.102,42.757,41.479,39.754,38.991,39.619,37.521,37.289,38.589,38.989,38.89,38.736,38.267,35.488,35.579,36.727,39.251,40.175,39.072,38.437,38.665,37.28,37.091,38.107,38.305,38.288,37.984,35.412,34.655,33.259,32.847,33.359,30.71,31.897,31.892,31.58,30.492,30.564,29.864,29.774,28.609,29.146,30.588,29.479,29.512,29.988,30.14,29.916,29.701,27.908,26.923,26.561,25.59,23.388,24.201,23.716,21.607,20.521,19.785,19.354,18.758,16.039,17.418,17.745,16.152,18.569,18.122,16.443,17.214,15.814,17.913,17.374
