parameter,f_score,f_score_norm
R_VALUE,1021.3220258327657,1.0
TOTUSJH,461.9819595206154,0.27397813668341214
TOTUSJZ,446.4090092558842,0.2537644901926796
USFLUX,403.63497776994325,0.19824391530210045
MEANPOT,388.86076896637496,0.1790670330248904
SAVNCPP,329.29924814934105,0.10175634328534977
AREA_ACR,322.1202577759854,0.0924380335816305
TOTPOT,308.7479756469575,0.07508084826121775
ABSNJZH,288.3294680116354,0.048577681668342976
SHRGT45,250.9043640877152,0.0
