parameter,f_score,f_score_norm
TOTUSJZ,1235.2961438475522,0.9999999999999999
TOTUSJH,1202.8025596511845,0.9670853047216968
AREA_ACR,1050.805116422808,0.8131180016162908
USFLUX,983.6274312718188,0.7450697055931711
SAVNCPP,876.1816265679427,0.6362314223373807
TOTPOT,765.0847956168238,0.5236947961824245
ABSNJZH,708.2758518446899,0.46614961858545567
R_VALUE,667.271653506242,0.4246140131168543
MEANPOT,531.2686147779837,0.28684839915407456
SHRGT45,248.0901581434384,0.0
