parameter,f_score,f_score_norm
TOTUSJH,1569.0813477090533,1.0
TOTUSJZ,1539.4801619817174,0.976364804044521
USFLUX,1299.5341403519644,0.7847788556911195
AREA_ACR,1201.8766890056877,0.7068038373812822
SAVNCPP,1148.8479048159195,0.6644627731701771
TOTPOT,1034.2804171407147,0.5729858625398778
ABSNJZH,966.2031958828652,0.51862930806416
R_VALUE,861.661532410546,0.43515756053216054
MEANPOT,678.1446156753976,0.28862767729930633
SHRGT45,316.6616181203991,0.0
