,FLARE_TYPE,COINCIDENCE,d_l_f_1,d_l_f_2,d_l_f_3,d_l_f_4,d_l_f_5,d_l_f_6,d_l_f_7,d_l_f_8,d_l_f_9,d_l_f_10,d_l_f_11,d_l_f_12,d_l_f_13,d_l_f_14,d_l_f_15,d_l_f_16,d_l_f_17,d_l_f_18,d_l_f_19,d_l_f_20,d_l_f_21,d_l_f_22,d_l_f_23,d_l_f_24,d_l_f_25,d_l_f_26,d_l_f_27,d_l_f_28,d_l_f_29,d_l_f_30,d_l_f_31,d_l_f_32,d_l_f_33,d_l_f_34,d_l_f_35,d_l_f_36,d_l_f_37,d_l_f_38,d_l_f_39,d_l_f_40,d_l_f_41,d_l_f_42,d_l_f_43,d_l_f_44,d_l_f_45,d_l_f_46,d_l_f_47,d_l_f_48,d_l_f_49,d_l_f_50,d_l_f_51,d_l_f_52,d_l_f_53,d_l_f_54,d_l_f_55,d_l_f_56,d_l_f_57,d_l_f_58,d_l_f_59,d_l_f_60,d_l_f_61,d_l_f_62,d_l_f_63,d_l_f_64,d_l_f_65,d_l_f_66,d_l_f_67,d_l_f_68,d_l_f_69,d_l_f_70,d_l_f_71,d_l_f_72,d_l_f_73,d_l_f_74,d_l_f_75,d_l_f_76,d_l_f_77,d_l_f_78,d_l_f_79,d_l_f_80
394,M,True,197.81,197.14,201.06,196.91,191.99,185.81,189.08,195.28,197.58,202.99,203.95,196.81,190.82,184.66,186.79,185.28,175.45,175.91,172.84,171.82,170.54,179.38,174.16,168.02,174.21,172.43,172.79,179.66,178.19,169.5,163.01,162.92,162.37,162.89,159.1,155.84,157.56,154.55,153.82,150.39,156.85,157.83,162.91,161.55,156.32,158.09,152.16,151.67,155.74,151.97,155.31,154.43,158.26,151.0,150.72,156.29,159.23,167.99,168.19,164.95,170.48,171.47,164.72,158.76,151.75,140.38,136.71,134.97,137.22,124.95,114.25,107.69,100.37,100.06,99.217,99.703,126.63,101.36,102.39,101.42
395,M,True,313.22,313.19,313.74,314.37,314.61,314.13,314.53,314.88,314.18,314.45,313.26,312.45,312.63,313.11,313.6,313.92,313.92,314.53,314.56,314.57,315.46,316.17,315.1,314.13,314.38,313.25,313.39,313.26,312.35,313.3,312.41,312.11,312.3,313.13,313.37,313.39,313.38,311.57,311.18,312.43,311.75,310.15,310.14,310.67,310.79,312.55,312.23,311.78,311.02,309.3,309.71,310.08,311.75,312.04,312.58,313.56,314.52,313.97,315.01,316.48,316.07,316.52,317.16,317.49,316.84,317.3,317.86,317.67,316.42,317.02,318.22,318.64,316.8,316.13,317.71,316.0,315.0,313.67,316.09,315.03
396,M,False,314.88,314.18,314.45,313.26,312.45,312.63,313.11,313.6,313.92,313.92,314.53,314.56,314.57,315.46,316.17,315.1,314.13,314.38,313.25,313.39,313.26,312.35,313.3,312.41,312.11,312.3,313.13,313.37,313.39,313.38,311.57,311.18,312.43,311.75,310.15,310.14,310.67,310.79,312.55,312.23,311.78,311.02,309.3,309.71,310.08,311.75,312.04,312.58,313.56,314.52,313.97,315.01,316.48,316.07,316.52,317.16,317.49,316.84,317.3,317.86,317.67,316.42,317.02,318.22,318.64,316.8,316.13,317.71,316.0,315.0,313.67,316.09,315.03,314.62,315.32,315.17,315.06,317.67,318.36,318.62
397,M,False,190.82,184.66,186.79,185.28,175.45,175.91,172.84,171.82,170.54,179.38,174.16,168.02,174.21,172.43,172.79,179.66,178.19,169.5,163.01,162.92,162.37,162.89,159.1,155.84,157.56,154.55,153.82,150.39,156.85,157.83,162.91,161.55,156.32,158.09,152.16,151.67,155.74,151.97,155.31,154.43,158.26,151.0,150.72,156.29,159.23,167.99,168.19,164.95,170.48,171.47,164.72,158.76,151.75,140.38,136.71,134.97,137.22,124.95,114.25,107.69,100.37,100.06,99.217,99.703,126.63,101.36,102.39,101.42,100.59,101.18,102.22,100.63,100.48,99.326,100.39,97.623,96.41,95.131,0.0,0.0
398,M,False,312.45,312.63,313.11,313.6,313.92,313.92,314.53,314.56,314.57,315.46,316.17,315.1,314.13,314.38,313.25,313.39,313.26,312.35,313.3,312.41,312.11,312.3,313.13,313.37,313.39,313.38,311.57,311.18,312.43,311.75,310.15,310.14,310.67,310.79,312.55,312.23,311.78,311.02,309.3,309.71,310.08,311.75,312.04,312.58,313.56,314.52,313.97,315.01,316.48,316.07,316.52,317.16,317.49,316.84,317.3,317.86,317.67,316.42,317.02,318.22,318.64,316.8,316.13,317.71,316.0,315.0,313.67,316.09,315.03,314.62,315.32,315.17,315.06,317.67,318.36,318.62,317.54,316.78,316.9,317.85
399,M,False,313.92,313.92,314.53,314.56,314.57,315.46,316.17,315.1,314.13,314.38,313.25,313.39,313.26,312.35,313.3,312.41,312.11,312.3,313.13,313.37,313.39,313.38,311.57,311.18,312.43,311.75,310.15,310.14,310.67,310.79,312.55,312.23,311.78,311.02,309.3,309.71,310.08,311.75,312.04,312.58,313.56,314.52,313.97,315.01,316.48,316.07,316.52,317.16,317.49,316.84,317.3,317.86,317.67,316.42,317.02,318.22,318.64,316.8,316.13,317.71,316.0,315.0,313.67,316.09,315.03,314.62,315.32,315.17,315.06,317.67,318.36,318.62,317.54,316.78,316.9,317.85,316.6,315.52,315.59,315.84
400,M,False,178.19,169.5,163.01,162.92,162.37,162.89,159.1,155.84,157.56,154.55,153.82,150.39,156.85,157.83,162.91,161.55,156.32,158.09,152.16,151.67,155.74,151.97,155.31,154.43,158.26,151.0,150.72,156.29,159.23,167.99,168.19,164.95,170.48,171.47,164.72,158.76,151.75,140.38,136.71,134.97,137.22,124.95,114.25,107.69,100.37,100.06,99.217,99.703,126.63,101.36,102.39,101.42,100.59,101.18,102.22,100.63,100.48,99.326,100.39,97.623,96.41,95.131,0.0,0.0,13.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.35,182.48,0.0,186.99,0.0,72.776
401,M,True,311.18,312.43,311.75,310.15,310.14,310.67,310.79,312.55,312.23,311.78,311.02,309.3,309.71,310.08,311.75,312.04,312.58,313.56,314.52,313.97,315.01,316.48,316.07,316.52,317.16,317.49,316.84,317.3,317.86,317.67,316.42,317.02,318.22,318.64,316.8,316.13,317.71,316.0,315.0,313.67,316.09,315.03,314.62,315.32,315.17,315.06,317.67,318.36,318.62,317.54,316.78,316.9,317.85,316.6,315.52,315.59,315.84,316.12,315.67,316.24,315.13,315.98,314.91,315.09,315.26,315.27,316.08,316.94,317.69,316.26,316.33,315.51,315.64,314.07,315.74,315.12,316.38,316.02,316.65,316.63
402,M,True,315.03,314.62,315.32,315.17,315.06,317.67,318.36,318.62,317.54,316.78,316.9,317.85,316.6,315.52,315.59,315.84,316.12,315.67,316.24,315.13,315.98,314.91,315.09,315.26,315.27,316.08,316.94,317.69,316.26,316.33,315.51,315.64,314.07,315.74,315.12,316.38,316.02,316.65,316.63,315.73,314.1,315.97,315.71,317.05,319.6,319.48,318.77,320.34,320.6,319.02,319.03,317.79,315.69,315.61,315.04,314.71,314.77,314.24,315.53,314.96,315.2,315.5,315.84,316.56,315.59,314.95,315.22,327.63,326.64,312.84,315.16,327.86,326.81,326.17,311.09,310.66,311.29,311.49,311.42,310.82
403,M,False,311.49,311.42,310.82,309.44,309.5,326.69,324.67,327.56,309.37,327.33,308.16,323.9,307.97,316.61,315.97,315.42,316.9,309.27,310.73,311.09,310.71,310.5,309.2,309.86,309.92,310.36,310.65,323.31,323.69,324.58,325.13,324.1,322.84,322.31,321.86,321.91,322.11,321.89,322.81,322.7,322.97,323.15,323.61,325.17,326.33,327.76,327.6,308.91,309.58,310.8,335.78,314.92,341.08,324.23,326.7,329.97,329.72,330.53,330.93,325.76,329.93,329.81,330.98,333.43,335.32,337.92,337.58,338.38,337.61,337.33,336.48,334.8,337.1,337.78,334.2,334.91,332.38,329.3,332.5,318.99
404,M,True,316.61,315.97,315.42,316.9,309.27,310.73,311.09,310.71,310.5,309.2,309.86,309.92,310.36,310.65,323.31,323.69,324.58,325.13,324.1,322.84,322.31,321.86,321.91,322.11,321.89,322.81,322.7,322.97,323.15,323.61,325.17,326.33,327.76,327.6,308.91,309.58,310.8,335.78,314.92,341.08,324.23,326.7,329.97,329.72,330.53,330.93,325.76,329.93,329.81,330.98,333.43,335.32,337.92,337.58,338.38,337.61,337.33,336.48,334.8,337.1,337.78,334.2,334.91,332.38,329.3,332.5,318.99,330.25,331.1,318.94,330.96,332.13,319.75,330.02,318.85,319.81,334.06,329.08,331.0,329.98
405,M,True,350.73,353.07,352.1,357.72,356.39,360.33,359.84,362.45,365.45,369.01,369.42,366.54,369.39,365.67,363.16,362.43,408.01,409.98,408.55,408.08,409.51,405.2,405.79,419.37,404.55,401.33,402.15,400.68,400.55,399.55,397.14,396.6,394.72,398.65,399.13,397.33,396.18,394.78,394.18,371.36,373.65,374.36,369.41,358.83,357.16,340.89,349.48,346.06,344.43,333.72,332.77,331.53,322.7,331.44,328.72,314.1,325.99,319.63,317.8,289.2,289.74,285.82,279.67,278.77,284.51,284.06,277.32,279.13,280.55,279.2,281.43,286.03,288.04,287.91,277.3,279.95,279.68,283.56,281.9,282.37
406,M,False,285.82,279.67,278.77,284.51,284.06,277.32,279.13,280.55,279.2,281.43,286.03,288.04,287.91,277.3,279.95,279.68,283.56,281.9,282.37,284.31,288.96,284.86,281.12,290.61,292.46,290.45,286.53,281.0,283.65,285.78,283.4,281.74,279.21,281.88,278.05,282.93,284.4,285.19,278.93,274.83,271.11,270.53,274.44,273.5,266.28,261.79,261.19,260.91,257.6,242.91,239.56,234.48,234.65,192.12,197.67,195.4,216.47,222.8,208.12,198.99,192.99,186.88,190.45,179.8,181.66,184.53,191.39,187.74,177.99,180.98,177.63,177.0,181.39,192.35,176.25,181.07,187.23,197.56,202.94,205.49
407,M,False,292.46,290.45,286.53,281.0,283.65,285.78,283.4,281.74,279.21,281.88,278.05,282.93,284.4,285.19,278.93,274.83,271.11,270.53,274.44,273.5,266.28,261.79,261.19,260.91,257.6,242.91,239.56,234.48,234.65,192.12,197.67,195.4,216.47,222.8,208.12,198.99,192.99,186.88,190.45,179.8,181.66,184.53,191.39,187.74,177.99,180.98,177.63,177.0,181.39,192.35,176.25,181.07,187.23,197.56,202.94,205.49,201.89,239.44,203.36,200.58,213.59,200.77,191.34,190.19,197.05,201.33,192.48,212.66,255.32,267.36,367.8,368.47,533.83,522.07,532.42,525.3,550.32,530.46,543.51,545.79
408,M,False,400.64,396.26,397.35,393.99,398.08,394.75,397.43,391.82,386.83,385.07,379.63,370.45,363.86,361.47,358.18,345.76,346.02,336.99,327.49,303.62,312.61,299.26,283.5,256.57,239.26,220.94,173.25,185.37,164.09,148.92,136.88,124.76,107.88,83.774,81.517,208.27,207.48,163.55,53.863,53.616,52.581,36.793,53.682,37.124,35.874,38.565,42.295,93.11,80.245,32.924,33.648,35.19,72.814,40.342,22.504,23.877,21.192,22.851,19.086,32.681,20.816,25.55,40.485,56.828,34.169,71.217,65.265,73.098,54.863,61.361,65.235,69.946,56.592,42.438,78.539,53.802,57.864,53.774,32.871,74.614
409,M,True,896.4,27.203,903.64,900.82,904.2,905.64,28.46,26.776,29.137,30.486,31.636,30.206,28.973,30.275,32.161,33.609,36.169,33.55,83.414,85.381,101.35,34.274,34.956,34.003,35.169,33.692,38.945,93.289,82.944,34.208,34.567,82.352,34.383,33.604,32.464,34.142,33.167,34.842,28.26,31.08,29.103,33.451,33.388,32.638,32.862,32.935,33.63,33.001,35.731,35.798,70.797,35.024,33.744,33.679,54.892,35.725,36.105,36.512,56.686,55.729,58.447,62.821,64.515,74.533,63.014,70.619,64.455,63.421,63.827,65.64,86.033,76.107,79.929,88.453,107.04,101.44,96.091,104.63,103.15,91.535
410,M,False,32.464,34.142,33.167,34.842,28.26,31.08,29.103,33.451,33.388,32.638,32.862,32.935,33.63,33.001,35.731,35.798,70.797,35.024,33.744,33.679,54.892,35.725,36.105,36.512,56.686,55.729,58.447,62.821,64.515,74.533,63.014,70.619,64.455,63.421,63.827,65.64,86.033,76.107,79.929,88.453,107.04,101.44,96.091,104.63,103.15,91.535,94.517,98.296,95.353,88.818,89.285,89.323,102.99,101.07,107.78,107.57,94.493,104.13,99.407,97.739,84.383,102.99,101.86,103.63,87.063,99.808,98.964,96.717,94.774,103.18,105.67,104.76,103.85,102.29,101.68,93.511,94.44,92.465,92.487,91.877
411,M,True,114.67,173.43,198.55,148.12,146.94,124.04,30.667,104.99,141.04,122.7,438.62,172.24,429.02,98.031,444.81,262.7,194.7,165.47,185.27,322.63,476.44,475.22,425.89,275.65,450.67,406.94,318.94,498.73,294.76,507.35,512.23,515.77,507.06,512.65,472.22,516.54,245.2,430.87,307.99,440.68,534.69,536.55,542.73,547.88,552.85,557.45,557.88,361.54,567.27,571.73,571.25,580.43,580.06,587.53,586.36,593.19,600.72,602.95,604.18,609.61,616.62,618.53,623.2,623.2,624.47,626.39,634.05,640.02,636.54,642.77,645.13,648.62,657.1,665.75,661.23,666.6,667.19,672.46,677.86,680.53
412,M,False,198.55,148.12,146.94,124.04,30.667,104.99,141.04,122.7,438.62,172.24,429.02,98.031,444.81,262.7,194.7,165.47,185.27,322.63,476.44,475.22,425.89,275.65,450.67,406.94,318.94,498.73,294.76,507.35,512.23,515.77,507.06,512.65,472.22,516.54,245.2,430.87,307.99,440.68,534.69,536.55,542.73,547.88,552.85,557.45,557.88,361.54,567.27,571.73,571.25,580.43,580.06,587.53,586.36,593.19,600.72,602.95,604.18,609.61,616.62,618.53,623.2,623.2,624.47,626.39,634.05,640.02,636.54,642.77,645.13,648.62,657.1,665.75,661.23,666.6,667.19,672.46,677.86,680.53,686.27,690.31
413,M,False,302.65,303.85,305.75,305.22,306.64,305.62,305.17,306.42,306.23,305.6,303.26,302.91,304.27,305.48,306.56,307.47,306.06,305.13,305.1,305.58,307.1,308.29,308.73,308.43,309.26,310.06,311.92,312.06,311.74,312.31,313.52,314.52,314.69,317.86,318.11,316.46,317.34,318.01,316.59,317.4,316.71,316.15,315.84,317.0,315.92,316.61,317.41,319.24,319.36,318.45,317.98,318.92,317.8,316.25,316.32,316.4,316.17,315.09,314.5,314.02,313.65,317.34,317.92,317.43,319.22,317.93,318.06,318.4,318.18,318.31,320.81,319.65,320.07,319.01,319.43,317.8,320.32,320.36,319.37,318.93
414,M,True,246.35,243.13,250.4,257.08,257.15,252.11,255.7,256.45,257.26,256.74,258.33,262.48,262.66,264.92,262.35,263.92,265.34,264.59,265.69,264.28,266.67,270.44,269.01,268.77,268.74,270.31,271.35,270.55,268.62,272.44,271.6,263.54,260.71,262.96,261.63,260.0,256.63,259.47,261.59,276.21,276.93,279.18,280.5,279.83,280.84,282.45,281.51,281.1,281.62,277.65,278.41,279.4,281.04,282.53,283.6,284.38,285.9,285.78,287.61,285.56,284.78,286.37,287.78,288.0,289.72,288.16,289.39,289.78,289.71,290.71,290.78,290.3,290.73,292.08,293.15,294.17,294.79,295.51,295.93,297.01
415,M,False,279.83,280.84,282.45,281.51,281.1,281.62,277.65,278.41,279.4,281.04,282.53,283.6,284.38,285.9,285.78,287.61,285.56,284.78,286.37,287.78,288.0,289.72,288.16,289.39,289.78,289.71,290.71,290.78,290.3,290.73,292.08,293.15,294.17,294.79,295.51,295.93,297.01,296.78,297.8,298.27,298.99,223.9,227.37,249.36,249.97,247.8,268.28,264.33,268.68,275.43,255.65,260.04,235.55,235.73,243.45,221.99,250.61,193.7,193.4,192.1,193.14,200.4,195.51,234.74,194.58,200.04,212.17,213.54,212.3,226.73,231.39,244.77,238.1,243.98,256.18,248.66,226.6,248.69,227.93,229.29
416,M,False,268.45,265.28,266.13,264.52,264.92,263.76,266.01,265.27,265.32,261.96,258.82,260.83,262.69,263.08,264.13,264.66,264.11,264.18,262.43,261.27,261.58,263.24,260.47,256.73,256.86,256.7,257.26,259.76,259.72,257.45,255.82,253.36,254.93,254.47,257.82,256.59,254.78,252.12,253.18,254.4,254.45,252.89,254.49,252.0,254.84,254.13,257.41,255.48,259.18,263.43,262.05,259.04,255.63,259.59,259.75,264.67,261.54,261.76,255.26,254.07,253.5,260.95,257.18,257.0,261.08,268.0,267.37,259.56,264.11,260.25,262.35,267.95,265.93,265.66,267.22,274.61,271.29,268.37,269.4,269.22
417,M,False,225.61,226.43,226.3,224.84,225.96,226.43,227.66,228.54,227.27,230.39,227.51,227.72,227.4,228.76,228.86,228.06,228.89,229.46,230.8,230.0,231.12,231.36,229.76,228.57,226.29,227.78,228.27,227.18,226.19,224.87,222.25,221.34,224.74,223.46,223.53,222.3,224.67,223.87,224.3,224.96,224.81,223.96,224.75,226.62,224.62,223.87,225.72,225.02,225.59,225.86,226.22,226.97,225.68,228.69,227.95,237.61,240.96,239.69,239.83,238.35,227.33,227.01,228.69,229.25,228.84,240.59,241.36,242.74,241.02,241.83,239.65,238.87,238.75,239.17,238.19,240.15,242.11,241.1,243.83,245.74
418,M,False,547.6,519.98,526.49,556.85,536.65,552.23,559.32,573.43,564.01,565.59,341.86,154.23,157.57,153.0,155.0,152.91,155.79,146.93,147.53,157.71,159.69,159.61,156.91,160.02,160.49,162.39,158.83,157.24,157.9,158.22,161.51,166.89,172.19,175.34,175.36,172.54,160.91,160.21,159.49,174.5,173.61,176.0,175.67,178.0,177.69,177.97,181.55,178.09,175.32,176.03,178.22,177.73,177.34,179.73,181.75,178.68,180.44,176.27,178.43,177.42,177.48,178.54,181.9,183.94,185.67,188.72,189.26,188.94,196.41,196.97,195.01,192.43,194.11,196.6,187.06,186.51,190.46,189.4,189.73,191.39
419,M,False,185.67,194.86,200.06,195.98,194.04,195.7,226.71,196.31,198.74,198.7,195.41,193.2,229.73,229.91,230.68,229.78,228.58,230.1,231.32,195.6,204.64,207.11,209.61,206.24,208.56,217.08,219.93,222.96,225.93,227.43,234.41,232.71,232.29,236.07,235.47,234.62,235.96,239.21,239.71,240.41,240.01,244.29,242.43,240.76,243.61,243.46,245.06,244.82,244.52,247.0,250.75,249.08,250.3,250.24,249.79,249.52,251.33,254.03,255.99,256.0,256.01,256.0,254.1,254.48,255.1,256.43,255.48,258.41,257.92,257.94,259.05,258.23,261.32,260.67,260.7,258.9,261.18,261.66,262.02,262.09
420,M,False,76.005,76.399,75.808,84.06,74.979,73.648,74.157,81.09,79.644,79.571,79.458,78.64,85.706,89.873,94.292,92.907,94.72,99.165,98.041,105.8,104.88,106.04,102.6,102.38,103.37,100.45,100.41,103.89,103.8,104.5,106.22,106.69,109.62,115.58,109.99,115.6,113.45,117.22,115.19,113.96,138.54,122.87,148.64,159.06,173.15,173.95,173.58,168.59,172.98,171.41,176.13,175.75,173.45,171.94,168.53,170.05,166.89,160.27,165.75,163.0,159.47,147.37,157.51,153.07,146.14,138.84,130.27,103.98,101.32,98.858,92.616,94.673,94.643,95.539,96.682,98.533,100.45,100.97,100.61,102.23
421,M,False,273.02,196.37,199.57,192.09,262.38,267.48,260.82,265.38,255.22,258.36,263.21,266.43,269.64,269.8,276.13,276.39,278.91,273.28,283.4,285.54,285.23,285.86,286.56,284.06,286.81,281.93,281.06,279.19,274.55,274.04,272.87,270.91,272.22,245.41,241.26,240.19,193.87,193.22,192.4,240.45,232.95,196.25,196.52,199.29,247.97,254.14,256.83,294.64,295.58,290.37,278.98,274.16,261.28,261.55,204.78,202.72,201.57,205.61,200.42,202.8,195.83,192.94,197.23,195.69,193.28,190.9,191.02,187.34,195.58,185.45,182.25,196.16,202.91,201.78,191.7,190.92,180.01,182.58,184.87,186.1
422,M,False,119.15,120.31,107.52,106.13,118.27,115.97,115.36,118.07,109.19,110.79,114.11,116.86,117.05,116.13,116.42,116.93,125.24,130.0,128.63,126.12,127.33,126.49,112.44,111.2,107.94,106.58,104.23,105.22,102.47,102.54,102.76,104.86,104.87,104.15,103.99,101.19,99.79,99.185,103.21,102.57,103.69,103.17,104.18,104.18,104.12,105.34,106.47,105.19,105.55,105.8,108.08,107.21,107.7,106.25,107.6,106.83,105.33,107.76,107.89,105.24,106.79,104.19,102.96,102.96,103.39,105.46,107.47,108.93,107.79,109.97,110.36,109.79,110.3,111.7,111.62,110.29,111.51,109.06,107.07,105.73
423,M,True,68.098,67.212,66.943,66.504,66.614,66.572,65.839,66.15,64.602,65.331,67.285,68.187,104.03,102.62,70.719,70.976,69.356,69.908,72.202,71.528,81.129,71.726,72.486,72.552,75.024,74.026,72.449,72.889,70.738,69.783,70.653,71.181,72.76,74.461,80.498,81.574,82.927,85.476,85.957,86.867,87.312,86.647,86.258,88.491,95.75,86.67,86.582,87.429,86.611,84.019,93.575,82.104,81.41,82.656,83.721,83.018,82.018,83.986,93.541,85.763,85.741,83.776,83.451,83.892,84.393,85.514,95.059,83.234,93.229,94.036,88.542,81.562,82.633,80.37,70.439,76.799,78.876,78.431,79.378,83.383
424,M,False,78.876,78.431,79.378,83.383,86.807,85.381,87.149,113.12,110.89,110.12,111.01,101.64,104.15,100.54,99.684,110.55,114.54,110.9,87.231,99.119,100.5,100.61,98.96,99.308,99.742,102.81,104.22,101.26,98.557,97.859,94.438,97.862,96.138,84.296,99.253,96.143,98.384,98.072,97.14,96.323,95.838,93.088,89.247,80.947,81.225,82.642,84.353,83.289,86.654,85.141,83.281,86.044,90.576,89.586,88.727,88.144,86.596,85.208,84.01,87.862,98.273,92.454,91.868,89.003,85.406,86.337,89.007,89.106,91.082,87.602,91.115,93.046,93.549,92.409,87.833,87.264,86.791,91.468,91.223,94.085
425,M,False,204.82,196.41,217.92,266.96,205.43,206.42,192.04,189.59,179.62,173.71,169.58,191.07,208.48,218.57,193.66,125.98,125.74,122.97,118.19,191.5,162.23,152.45,158.83,144.82,163.75,181.79,176.99,169.78,154.32,111.59,105.14,114.42,123.7,157.25,133.55,157.99,138.53,121.61,141.7,170.77,158.47,146.43,164.35,160.89,180.78,190.7,181.92,195.79,167.6,166.6,145.43,153.54,116.36,134.03,120.01,120.27,189.95,181.13,174.78,163.9,168.48,117.57,112.74,117.14,200.12,195.87,156.81,171.24,173.16,142.31,133.63,133.65,134.46,100.45,111.18,111.0,107.06,113.16,118.71,110.59
426,M,True,298.65,297.39,296.86,298.13,298.09,297.64,297.19,298.27,297.86,297.95,297.1,296.73,294.92,294.33,295.24,295.08,292.62,291.12,291.56,293.08,293.03,291.08,291.49,290.53,290.71,290.72,290.31,290.4,289.61,288.99,288.07,287.55,285.97,286.75,287.34,286.44,287.48,288.94,287.64,286.11,286.25,286.35,286.84,287.98,287.28,287.08,286.71,286.42,286.89,287.32,287.56,287.12,288.11,287.9,286.68,286.7,287.07,287.37,286.65,287.33,286.92,287.65,288.24,287.13,287.58,288.13,288.39,286.99,287.16,287.98,287.34,286.42,286.92,286.11,285.48,285.92,286.34,287.73,286.58,286.14
427,M,True,272.7,272.0,272.54,272.75,274.11,272.98,272.35,273.08,270.78,270.42,269.78,268.74,270.49,271.07,268.24,267.41,268.49,268.72,266.79,266.6,267.11,266.1,265.74,265.28,264.98,265.33,265.72,265.93,264.36,265.95,266.28,265.32,266.32,266.54,265.59,265.42,265.82,265.29,264.83,264.16,262.79,264.22,263.7,265.98,264.89,264.26,264.21,265.29,266.17,264.62,265.11,265.65,265.7,263.96,264.23,263.05,263.84,263.56,263.26,263.0,262.87,262.96,263.04,263.09,264.05,264.29,264.88,264.84,266.07,265.92,264.58,263.05,263.04,264.19,263.55,263.29,264.51,265.68,262.84,264.0
428,M,False,268.49,268.72,266.79,266.6,267.11,266.1,265.74,265.28,264.98,265.33,265.72,265.93,264.36,265.95,266.28,265.32,266.32,266.54,265.59,265.42,265.82,265.29,264.83,264.16,262.79,264.22,263.7,265.98,264.89,264.26,264.21,265.29,266.17,264.62,265.11,265.65,265.7,263.96,264.23,263.05,263.84,263.56,263.26,263.0,262.87,262.96,263.04,263.09,264.05,264.29,264.88,264.84,266.07,265.92,264.58,263.05,263.04,264.19,263.55,263.29,264.51,265.68,262.84,264.0,263.01,264.74,264.3,263.86,262.08,261.81,261.56,261.12,261.51,261.62,262.61,261.91,262.15,261.34,262.18,262.05
429,M,False,266.79,266.6,267.11,266.1,265.74,265.28,264.98,265.33,265.72,265.93,264.36,265.95,266.28,265.32,266.32,266.54,265.59,265.42,265.82,265.29,264.83,264.16,262.79,264.22,263.7,265.98,264.89,264.26,264.21,265.29,266.17,264.62,265.11,265.65,265.7,263.96,264.23,263.05,263.84,263.56,263.26,263.0,262.87,262.96,263.04,263.09,264.05,264.29,264.88,264.84,266.07,265.92,264.58,263.05,263.04,264.19,263.55,263.29,264.51,265.68,262.84,264.0,263.01,264.74,264.3,263.86,262.08,261.81,261.56,261.12,261.51,261.62,262.61,261.91,262.15,261.34,262.18,262.05,260.42,260.77
430,M,True,265.93,262.77,261.26,261.52,265.14,266.06,266.51,266.11,268.42,262.85,265.71,264.12,261.78,262.83,261.95,261.25,261.14,261.65,261.22,264.34,263.23,262.2,265.13,263.62,261.67,262.7,264.94,268.21,265.41,262.18,264.17,269.74,269.05,269.2,275.28,272.91,274.3,280.25,281.25,276.66,279.67,274.67,277.89,285.64,282.33,282.35,260.96,279.35,280.02,284.82,286.18,261.4,269.8,278.21,281.13,284.54,285.51,294.15,307.63,304.03,305.87,301.63,304.45,314.74,296.8,304.35,274.37,286.56,287.76,307.0,290.53,245.66,204.66,205.62,179.07,202.96,313.0,378.58,406.97,403.89
431,M,False,294.15,307.63,304.03,305.87,301.63,304.45,314.74,296.8,304.35,274.37,286.56,287.76,307.0,290.53,245.66,204.66,205.62,179.07,202.96,313.0,378.58,406.97,403.89,405.58,408.12,404.4,408.6,419.31,451.71,439.15,408.73,394.49,252.36,402.23,342.87,270.62,311.74,281.99,230.04,330.7,221.46,219.68,216.76,154.81,132.86,93.039,124.16,139.25,128.88,100.7,117.47,115.56,56.153,23.461,116.34,107.57,106.59,132.6,90.544,90.772,60.304,57.781,47.283,39.54,61.406,53.577,60.075,58.733,60.54,69.155,39.663,38.665,63.886,54.933,48.938,30.333,50.449,55.196,46.892,63.398
432,M,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.404,4.2426,3.6056,0.0,6.3246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.306,81.302,0.0,83.295,83.295,83.217,0.0,0.0,0.0,0.0,87.464,0.0,0.0,0.0,0.0,143.0,144.25,146.16,0.0,147.8,147.09,148.37,129.72,107.62,116.97,66.478,67.372,72.945,69.333,73.824,74.706,72.253,90.894,76.942,79.791,81.243,81.09,82.666
433,M,False,79.404,4.2426,3.6056,0.0,6.3246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.306,81.302,0.0,83.295,83.295,83.217,0.0,0.0,0.0,0.0,87.464,0.0,0.0,0.0,0.0,143.0,144.25,146.16,0.0,147.8,147.09,148.37,129.72,107.62,116.97,66.478,67.372,72.945,69.333,73.824,74.706,72.253,90.894,76.942,79.791,81.243,81.09,82.666,83.748,84.596,83.793,86.069,87.839,90.736,89.662,90.284,89.726,88.718,90.988,91.837,92.162,92.799,91.68,91.261,92.266,92.399,94.626,95.118,94.958,96.038,95.115,95.252,95.522,96.085,98.497,98.546,99.16,100.03
