,FLARE_TYPE,COINCIDENCE,d_l_f_1,d_l_f_2,d_l_f_3,d_l_f_4,d_l_f_5,d_l_f_6,d_l_f_7,d_l_f_8,d_l_f_9,d_l_f_10,d_l_f_11,d_l_f_12,d_l_f_13,d_l_f_14,d_l_f_15,d_l_f_16,d_l_f_17,d_l_f_18,d_l_f_19,d_l_f_20,d_l_f_21,d_l_f_22,d_l_f_23,d_l_f_24,d_l_f_25,d_l_f_26,d_l_f_27,d_l_f_28,d_l_f_29,d_l_f_30,d_l_f_31,d_l_f_32,d_l_f_33,d_l_f_34,d_l_f_35,d_l_f_36,d_l_f_37,d_l_f_38,d_l_f_39,d_l_f_40,d_l_f_41,d_l_f_42,d_l_f_43,d_l_f_44,d_l_f_45,d_l_f_46,d_l_f_47,d_l_f_48,d_l_f_49,d_l_f_50,d_l_f_51,d_l_f_52,d_l_f_53,d_l_f_54,d_l_f_55,d_l_f_56,d_l_f_57,d_l_f_58,d_l_f_59,d_l_f_60,d_l_f_61,d_l_f_62,d_l_f_63,d_l_f_64,d_l_f_65,d_l_f_66,d_l_f_67,d_l_f_68,d_l_f_69,d_l_f_70,d_l_f_71,d_l_f_72,d_l_f_73,d_l_f_74,d_l_f_75,d_l_f_76,d_l_f_77,d_l_f_78,d_l_f_79,d_l_f_80
0,X,False,171.11,170.05,172.19,169.78,168.43,171.41,169.93,168.61,167.77,168.12,168.06,169.51,169.66,169.47,170.64,171.78,170.36,171.73,171.77,173.55,174.37,174.76,174.57,175.62,174.4,177.29,178.5,178.53,173.58,178.79,170.58,176.76,176.28,176.94,177.7,178.47,176.28,176.99,177.48,178.96,178.22,178.53,178.24,177.49,176.9,174.01,173.43,174.7,173.82,174.45,175.8,175.75,178.3,176.6,180.52,176.13,180.39,181.96,181.63,182.05,181.45,181.08,184.03,184.83,185.16,185.88,186.69,185.77,185.23,184.93,186.46,183.85,182.58,180.9,180.45,180.02,180.14,180.5,182.08,180.36
1,X,False,228.15,226.86,227.39,226.86,226.08,225.68,228.28,228.57,227.66,228.28,228.78,229.43,228.79,227.79,228.46,229.55,228.94,228.67,227.78,230.13,230.81,229.08,230.46,232.01,230.46,228.97,228.84,229.1,228.82,230.79,230.6,232.57,231.29,230.87,230.33,229.09,227.92,227.12,226.19,228.97,227.32,227.32,227.2,228.18,228.74,229.72,229.19,229.03,228.85,227.75,228.5,229.13,228.33,228.94,229.43,228.84,229.64,230.63,229.57,229.38,229.97,230.97,230.52,229.69,230.2,230.35,229.31,231.31,231.49,231.62,230.76,231.22,230.99,231.4,233.16,233.32,231.46,229.66,229.55,230.5
2,X,False,284.27,280.42,282.42,282.18,279.68,277.97,278.89,280.16,281.48,282.27,284.34,285.71,285.13,284.87,284.79,287.22,285.61,285.65,282.32,285.7,282.91,286.2,283.21,284.44,282.21,282.57,281.27,276.21,277.62,277.13,278.22,275.51,277.05,276.32,278.85,277.7,274.42,271.18,272.56,267.98,267.94,270.93,268.44,267.72,269.42,268.94,266.08,266.5,269.25,268.13,266.41,266.0,265.88,263.93,264.17,265.37,264.17,266.35,266.1,265.88,268.41,268.63,267.17,267.31,267.14,267.86,266.74,267.07,269.55,271.48,269.48,273.29,272.53,270.62,271.52,272.12,272.74,273.63,274.04,275.78
3,X,False,83.003,76.922,79.425,77.401,79.738,75.69,77.252,71.512,70.93,71.069,65.472,64.604,67.422,67.146,62.471,59.787,59.115,59.03,59.491,57.79,64.468,65.626,57.504,64.593,65.45,64.63,64.799,65.224,66.302,65.131,64.852,65.334,64.403,62.463,64.127,64.332,64.725,65.4,65.599,65.868,63.454,64.551,65.284,65.238,64.242,64.106,64.045,63.811,62.801,63.844,63.237,63.65,65.498,64.707,64.481,65.027,65.075,63.653,64.657,64.167,63.853,62.792,63.598,63.379,64.935,65.315,65.316,62.579,63.44,64.999,67.015,66.662,67.745,68.819,68.504,67.461,66.806,65.808,64.083,64.722
4,X,True,47.656,50.036,46.362,47.108,48.24,47.791,46.027,44.171,43.846,44.837,46.355,43.167,44.94,41.752,45.097,40.559,41.073,39.797,39.81,40.089,39.829,41.312,39.813,40.946,40.434,40.135,41.719,37.671,36.853,38.716,39.086,42.92,41.258,41.282,41.617,48.889,48.906,49.48,38.414,50.367,50.877,41.299,41.882,52.336,51.927,52.916,52.555,42.255,41.738,41.862,42.978,42.854,44.334,48.526,44.03,44.914,45.718,45.364,44.696,45.329,46.216,46.083,45.87,44.638,44.807,42.946,45.378,45.264,46.083,45.571,46.427,45.459,45.487,45.759,46.68,46.698,46.327,46.005,46.329,45.976
5,X,False,359.3,318.92,327.6,350.96,315.87,267.3,325.37,259.99,278.19,283.75,245.01,320.22,264.76,287.49,324.98,324.77,333.82,312.09,288.05,284.66,349.1,291.65,267.97,278.98,283.29,323.5,311.85,318.46,271.9,341.77,282.53,322.22,334.58,343.11,319.93,306.85,324.16,293.93,312.68,321.68,324.44,421.17,315.95,307.29,276.27,342.31,406.13,300.21,273.72,289.75,314.43,297.64,318.09,257.86,263.16,311.85,306.71,265.44,299.38,303.02,325.18,277.53,285.75,285.43,292.97,358.72,307.34,331.97,354.29,343.79,288.05,289.12,258.27,328.66,284.19,295.5,317.6,294.34,320.72,291.13
6,X,True,103.4,102.04,101.87,102.12,104.85,105.72,103.91,102.77,103.94,102.4,102.51,103.52,103.05,104.87,105.7,105.01,105.22,104.36,104.8,106.57,107.15,108.34,106.61,106.93,107.96,106.73,108.4,107.81,106.61,108.18,107.48,106.69,107.59,108.17,108.12,109.39,110.13,109.48,109.05,108.75,107.54,106.89,108.16,108.6,107.05,107.5,107.37,106.86,108.36,107.89,114.3,118.5,125.17,128.07,125.1,124.38,126.47,136.02,141.49,140.16,152.42,193.08,196.16,194.49,192.95,208.55,210.66,210.37,208.33,210.01,212.63,218.35,222.91,230.92,232.62,234.71,233.48,228.13,230.53,232.03
7,X,False,493.8,491.61,493.69,499.2,499.87,500.05,502.18,499.83,500.21,502.28,501.07,502.4,503.38,500.06,499.35,500.15,503.88,500.89,505.19,506.89,507.38,509.1,506.58,506.84,506.67,505.48,505.77,506.85,510.74,512.34,509.0,507.87,509.06,512.49,515.77,517.88,516.51,517.97,518.4,520.06,519.36,516.85,516.12,519.37,522.98,522.64,518.43,519.81,521.0,520.4,520.47,519.72,521.24,519.44,526.22,527.34,529.89,528.22,535.36,530.73,533.4,534.49,535.82,538.59,531.04,541.69,546.99,546.6,543.18,542.34,540.49,543.03,542.33,543.57,545.16,546.64,544.53,553.63,547.88,553.44
8,X,False,406.3,391.83,398.12,397.63,392.35,396.84,399.87,398.07,398.26,397.15,400.99,407.88,414.45,422.61,420.1,417.04,424.36,437.5,446.29,450.5,454.14,345.56,326.5,354.96,366.05,478.37,359.74,311.26,351.91,483.2,315.62,326.05,225.77,300.07,234.11,221.21,216.34,265.13,281.51,304.15,305.7,227.6,211.51,213.04,212.54,211.42,213.11,211.75,211.65,212.67,212.4,214.63,214.59,215.74,216.7,216.46,216.55,216.02,216.88,217.41,218.34,217.62,216.44,218.0,219.96,215.73,215.85,217.25,218.88,216.52,216.3,215.45,214.29,214.51,213.55,213.31,212.81,216.25,217.71,217.74
9,X,True,246.94,249.03,249.22,248.14,246.39,247.4,244.77,247.81,244.55,248.29,248.81,249.31,250.8,249.41,249.32,249.63,250.01,251.24,248.52,253.4,252.33,254.31,258.78,255.1,252.11,258.11,261.99,253.96,253.1,251.69,254.88,251.95,252.54,255.0,252.7,248.83,248.83,250.68,248.07,246.91,245.04,245.38,245.9,242.87,244.44,245.42,244.33,250.13,247.71,246.96,246.94,248.13,246.2,247.53,246.48,252.96,252.11,249.78,248.02,255.1,256.77,261.91,261.71,259.12,259.29,256.27,262.58,263.56,263.36,259.86,262.57,253.42,252.21,254.67,250.7,246.66,248.39,247.34,247.38,246.43
10,X,False,99.646,91.492,96.589,99.075,96.155,99.392,93.659,102.93,98.139,103.6,98.092,98.306,96.914,95.696,100.09,96.112,317.33,310.74,303.98,301.81,304.6,308.66,292.76,325.05,198.45,290.1,301.5,273.37,268.01,202.32,175.07,171.18,170.34,159.93,175.36,160.07,148.29,235.15,229.46,163.85,157.15,150.87,201.56,206.84,201.17,193.8,186.84,180.95,174.81,166.37,161.57,150.25,146.49,144.01,137.35,133.54,152.44,153.97,149.54,147.78,145.71,140.36,140.57,143.17,137.57,137.96,130.85,121.97,110.46,100.8,76.114,81.637,79.746,72.981,70.696,65.507,49.678,48.906,48.8,64.259
11,X,False,270.95,271.04,270.77,270.24,268.89,270.58,268.86,267.48,267.05,267.78,266.75,265.18,266.24,266.68,265.59,263.92,263.35,261.64,262.36,262.23,262.54,262.73,262.44,263.69,263.32,263.9,263.26,264.16,264.39,264.81,265.16,265.29,265.63,265.55,265.97,267.04,267.67,268.09,268.47,268.35,268.48,268.75,268.64,268.53,270.61,269.92,270.02,270.02,269.69,270.44,271.66,271.24,270.98,271.89,272.3,272.17,272.7,272.27,273.22,273.04,273.33,274.06,272.87,272.84,273.03,272.5,272.75,273.09,272.08,273.44,271.6,271.44,271.7,272.7,274.54,274.1,273.87,273.42,273.73,274.46
12,X,False,303.85,305.81,305.74,305.74,301.96,301.99,303.37,301.42,301.24,304.8,303.08,303.79,305.62,304.96,304.49,304.26,303.23,303.58,306.23,306.39,306.45,306.05,307.24,300.33,300.13,304.74,304.73,304.51,304.81,305.69,306.63,307.43,307.0,307.67,309.55,309.08,308.71,310.34,310.83,309.96,311.37,309.36,308.75,312.09,312.13,312.75,313.44,312.14,311.47,312.48,314.28,314.16,315.47,316.78,315.0,314.47,314.26,314.59,313.42,315.61,316.14,317.02,316.48,315.66,314.93,313.88,314.39,314.98,314.9,315.42,316.04,315.86,315.91,315.99,315.78,316.12,315.32,313.84,314.54,315.35
13,X,False,218.0,218.79,216.02,216.11,214.26,213.94,213.77,259.33,259.5,260.88,255.39,255.85,257.93,259.47,260.23,258.91,260.99,258.65,257.01,256.21,254.07,248.96,249.24,249.11,251.71,249.64,251.57,252.15,253.41,249.63,249.57,252.71,249.79,248.59,250.5,249.75,249.6,247.64,246.96,250.17,252.08,252.83,254.47,256.2,256.38,260.5,263.01,266.66,267.06,269.4,272.05,271.1,275.06,277.55,274.49,275.73,274.67,276.6,275.34,278.14,276.88,273.53,276.87,251.67,245.99,251.33,248.01,246.78,247.24,242.14,246.59,248.34,263.1,258.64,261.61,267.67,275.71,276.23,264.55,255.3
14,X,False,332.11,332.69,333.96,333.57,332.99,331.81,332.23,332.51,330.41,331.07,330.94,332.09,332.14,331.94,332.15,331.13,331.74,331.52,333.43,331.73,332.36,333.61,332.55,333.01,332.09,332.22,333.21,332.57,332.44,332.99,332.76,334.28,334.04,333.17,334.02,331.97,333.26,332.82,331.5,332.57,332.84,333.97,334.33,334.27,333.18,333.89,334.27,335.67,335.53,334.13,334.19,333.48,332.96,332.49,332.38,334.24,333.72,334.24,334.53,335.54,335.87,333.89,332.77,330.98,331.4,331.53,330.22,330.32,329.3,330.84,330.73,331.35,330.02,329.17,331.0,331.83,331.11,330.39,329.82,329.04
15,X,False,105.33,111.41,118.24,152.65,128.46,138.45,100.01,55.085,57.684,60.269,60.97,47.167,21.892,26.81,49.004,84.7,113.97,32.084,54.594,48.575,60.676,56.125,64.497,65.979,50.979,84.443,81.131,93.301,86.521,68.872,70.624,62.844,48.948,44.146,51.184,49.144,50.819,65.971,73.289,71.651,79.642,96.57,93.055,107.5,123.44,114.31,121.12,156.33,132.72,160.16,153.1,148.82,165.73,172.41,188.59,192.5,200.08,214.81,201.56,222.12,208.01,209.44,228.24,229.37,227.96,242.42,225.14,232.77,243.26,245.17,240.54,243.66,249.52,253.82,256.48,267.49,266.74,270.21,279.94,274.04
16,X,False,1392.8,775.41,755.1,718.58,775.36,760.31,741.07,697.93,686.5,688.44,616.69,578.02,1048.3,989.62,961.87,1052.4,1009.6,932.19,964.8,956.47,911.83,902.88,892.57,869.48,786.35,739.4,771.42,760.74,1030.7,1064.0,1030.1,1033.8,1093.3,1065.2,1059.6,1057.9,1054.9,1048.0,1031.3,1031.9,1025.6,1013.9,991.8,985.45,978.3,970.52,961.68,951.77,947.29,942.21,939.97,932.9,921.44,924.42,920.61,912.55,910.67,912.07,917.28,916.1,914.2,917.51,912.61,909.24,906.76,911.55,902.73,900.13,898.74,885.43,894.53,887.96,887.79,870.28,858.58,868.29,868.0,864.27,858.07,842.2
17,X,False,95.23,94.664,94.663,109.9,101.11,97.074,123.43,99.741,118.43,125.65,131.14,129.78,130.17,133.57,142.51,143.2,143.59,143.59,182.76,162.91,175.52,387.76,259.93,270.37,577.3,527.09,548.88,515.37,529.2,559.28,549.48,552.33,556.56,566.0,551.9,546.8,553.57,561.72,567.33,562.46,569.79,568.26,572.01,566.53,578.26,359.32,582.84,585.48,575.93,583.96,587.82,578.51,331.43,297.06,586.64,315.86,596.96,290.51,597.34,265.22,603.29,604.95,567.46,614.05,612.06,615.66,615.94,620.82,623.6,259.93,652.25,356.16,369.41,650.15,662.43,661.58,669.08,669.46,678.77,671.37
18,X,False,183.84,183.66,224.78,227.92,223.0,225.99,214.68,202.29,202.13,228.8,241.89,209.94,214.1,238.19,220.85,219.72,206.18,180.21,250.09,188.49,229.77,231.7,224.07,205.43,186.5,196.43,170.04,187.6,239.51,262.76,230.31,232.95,257.74,206.5,201.17,198.73,196.36,271.02,200.8,218.74,253.41,214.93,214.59,195.37,211.2,222.65,199.28,200.88,322.31,228.15,272.46,220.69,242.95,235.77,215.49,231.84,319.92,302.88,230.71,268.54,225.9,214.71,233.93,217.96,227.15,233.53,235.51,235.21,222.6,221.18,215.05,225.63,212.02,219.76,235.75,212.13,221.35,227.81,233.32,210.68
19,X,True,266.24,264.89,267.88,267.08,268.27,266.94,269.42,270.02,271.98,271.69,270.64,271.43,270.85,269.52,271.45,270.87,271.35,271.2,271.12,271.13,270.58,270.44,272.4,270.74,272.26,271.02,272.49,274.23,272.7,271.23,272.45,271.82,270.72,270.0,269.52,270.66,271.52,271.24,270.06,267.43,269.9,271.79,271.76,272.03,268.85,271.22,271.15,270.61,271.78,271.96,273.34,273.47,272.46,269.35,270.71,271.14,271.86,271.54,272.91,269.86,267.09,255.94,267.14,268.63,267.92,267.85,267.09,268.39,267.8,267.43,267.67,263.12,265.96,265.21,264.84,264.67,262.19,262.65,262.17,262.0
20,X,False,208.22,207.61,207.97,208.88,206.95,207.7,209.07,208.32,208.98,206.78,208.42,207.46,193.86,205.33,205.05,194.64,206.65,205.16,203.2,202.43,204.61,200.77,200.42,199.14,194.59,198.67,194.29,192.38,192.3,187.69,186.57,191.6,186.24,185.74,184.57,189.84,184.03,189.09,190.05,190.22,185.11,185.79,192.37,191.1,193.5,194.57,190.3,189.73,189.14,194.42,197.23,193.56,200.24,195.93,195.07,192.89,189.36,191.07,188.24,194.84,192.63,186.87,186.77,185.78,184.98,185.3,186.86,188.1,186.39,186.43,186.21,188.31,189.19,188.72,191.85,190.75,190.99,191.29,191.73,193.11
21,X,False,47.421,47.061,60.697,52.814,52.566,56.849,62.818,45.413,40.848,38.452,36.098,33.808,33.854,21.892,21.664,15.765,24.703,51.611,21.603,40.807,64.762,26.158,67.498,72.996,92.872,66.567,60.866,47.636,56.558,61.576,237.63,57.209,63.012,64.451,67.435,69.284,62.49,119.31,121.15,133.4,141.08,150.06,155.19,154.63,98.136,186.51,198.84,196.62,226.7,254.18,276.21,78.22,151.33,185.1,177.44,202.21,263.68,240.12,238.93,251.89,243.97,268.82,288.99,299.62,302.94,362.58,394.91,401.59,402.13,414.03,413.78,415.1,417.48,420.69,422.49,418.49,426.72,422.89,391.36,392.57
22,X,True,118.22,118.29,118.92,117.04,116.95,117.49,118.59,119.14,119.59,108.11,107.76,108.24,108.2,107.9,107.05,115.89,115.65,105.49,104.68,105.27,106.1,106.11,106.43,107.72,108.29,108.85,108.87,109.2,109.29,109.02,109.67,109.54,109.84,109.39,109.61,110.09,107.98,106.18,107.02,107.83,108.96,109.38,110.01,119.01,109.3,108.89,108.33,108.01,107.82,107.16,107.61,108.88,109.66,110.18,109.36,109.51,109.0,109.47,109.49,110.75,111.21,111.01,111.38,111.15,109.74,110.27,111.52,110.36,111.07,111.17,111.18,112.55,112.62,112.18,111.38,111.59,110.07,110.22,110.19,110.04
23,X,True,107.05,115.89,115.65,105.49,104.68,105.27,106.1,106.11,106.43,107.72,108.29,108.85,108.87,109.2,109.29,109.02,109.67,109.54,109.84,109.39,109.61,110.09,107.98,106.18,107.02,107.83,108.96,109.38,110.01,119.01,109.3,108.89,108.33,108.01,107.82,107.16,107.61,108.88,109.66,110.18,109.36,109.51,109.0,109.47,109.49,110.75,111.21,111.01,111.38,111.15,109.74,110.27,111.52,110.36,111.07,111.17,111.18,112.55,112.62,112.18,111.38,111.59,110.07,110.22,110.19,110.04,109.63,110.97,110.39,110.57,110.27,110.38,110.82,110.39,109.88,109.0,109.86,109.24,108.0,107.6
24,X,False,315.51,316.69,316.95,307.23,308.33,302.88,294.84,286.16,283.31,285.67,272.1,268.46,262.53,251.73,247.53,237.67,232.69,231.56,247.16,232.9,243.46,217.2,148.57,127.98,149.92,90.864,99.944,93.794,125.32,126.12,65.075,63.627,100.04,66.883,83.081,76.871,65.482,81.148,80.469,85.368,68.878,74.24,72.418,72.853,74.318,78.555,78.343,81.448,186.81,101.86,129.17,110.45,111.63,156.29,94.623,94.839,89.443,97.952,87.318,89.6,119.81,112.38,110.23,104.12,112.36,110.83,134.0,123.52,100.11,139.19,125.71,131.28,124.21,105.38,123.13,71.809,121.29,67.141,69.361,71.274
25,M,False,83.404,83.044,83.371,84.523,84.178,85.93,89.658,89.414,95.238,97.433,99.099,100.37,101.4,102.15,105.41,107.81,112.17,110.71,110.92,111.74,112.24,116.0,116.63,117.03,118.99,117.36,117.76,113.99,115.85,117.9,116.09,118.06,118.74,117.94,120.86,119.79,120.33,119.95,121.92,121.59,122.73,120.02,118.04,116.97,117.59,117.54,118.98,119.21,119.23,118.17,118.12,119.67,121.22,121.01,121.42,118.81,122.53,122.88,124.18,123.04,121.09,119.93,118.97,121.31,127.76,126.59,126.71,126.73,128.15,128.0,128.42,126.4,126.42,127.79,128.97,131.43,129.38,132.27,135.2,137.07
26,M,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.74,103.74,104.04,104.04,107.21,106.25,107.21,107.21,107.52,107.52,106.89,107.84,109.11,108.17,107.22,107.91,108.5,109.11,110.05,111.0,111.0,111.33,112.27,112.61,111.0,112.27,111.66,112.95,112.01,113.3,112.61,112.01,111.07
27,M,False,198.13,197.71,197.25,198.18,197.71,197.25,197.71,0.0,196.36,196.36,197.29,197.25,196.82,196.82,197.71,197.71,198.6,198.6,153.87,199.02,197.25,198.13,198.13,198.13,199.02,199.51,198.13,199.02,199.02,199.02,198.13,199.91,200.37,200.8,201.35,201.64,200.41,203.48,203.48,204.38,204.38,203.48,0.0,0.0,14.765,198.6,197.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,M,False,166.76,164.85,164.8,170.2,167.45,170.04,170.01,170.73,171.86,173.87,174.57,174.48,174.55,173.0,175.0,174.2,174.76,175.0,169.7,159.71,157.61,152.62,151.0,151.08,154.71,156.4,156.61,157.52,158.13,159.54,160.02,160.37,158.74,159.31,158.79,158.61,158.26,157.84,159.39,160.55,160.62,161.12,160.12,159.83,161.89,162.13,163.7,165.45,166.5,167.66,168.34,169.72,170.18,170.12,171.59,171.0,171.99,172.7,173.35,173.35,164.45,165.64,174.82,171.92,170.28,170.6,163.46,164.47,165.16,170.74,164.17,158.62,165.93,163.27,160.86,166.19,165.14,162.86,163.7,166.7
29,M,True,208.15,200.21,194.68,198.86,203.97,199.6,199.18,199.47,199.96,195.12,199.23,196.37,191.84,188.63,186.95,180.65,170.08,165.04,158.54,150.73,148.13,145.26,145.03,141.51,142.08,141.63,140.57,140.07,138.92,141.99,137.76,136.69,136.01,135.46,133.85,132.4,129.58,126.83,125.67,123.98,121.46,124.1,126.0,126.16,126.95,130.02,132.52,134.64,133.97,132.37,135.39,136.06,137.21,138.23,141.56,143.43,144.77,143.56,143.68,143.46,146.59,143.36,144.38,144.0,146.52,145.96,147.23,147.19,148.42,148.47,148.1,148.95,151.23,152.73,154.67,155.07,155.98,156.11,154.84,157.16
30,M,True,167.91,169.38,170.12,171.42,170.8,169.24,169.19,169.07,168.56,167.76,167.81,169.76,169.91,170.08,172.92,172.51,172.65,171.74,174.17,173.96,172.92,171.64,172.44,170.29,172.32,170.06,170.98,173.89,170.64,171.84,170.79,171.82,172.2,171.94,172.57,171.64,173.12,173.01,171.4,171.51,172.42,172.2,171.11,170.05,172.19,169.78,168.43,171.41,169.93,168.61,167.77,168.12,168.06,169.51,169.66,169.47,170.64,171.78,170.36,171.73,171.77,173.55,174.37,174.76,174.57,175.62,174.4,177.29,178.5,178.53,173.58,178.79,170.58,176.76,176.28,176.94,177.7,178.47,176.28,176.99
31,M,False,142.74,137.31,137.54,140.99,134.73,133.67,138.06,135.87,137.43,138.94,147.2,139.33,139.63,136.12,134.85,134.34,138.21,145.86,133.8,140.06,141.89,139.45,135.79,136.76,137.06,136.3,135.54,136.32,133.45,138.51,141.86,145.78,144.32,142.67,140.4,139.98,140.22,138.67,138.7,138.79,137.78,137.23,135.54,135.75,136.1,136.46,138.37,139.69,138.58,137.75,139.86,139.26,141.5,142.77,144.34,143.8,144.89,144.96,146.39,145.25,146.18,147.22,147.9,146.99,148.45,150.72,151.57,149.09,149.51,152.97,153.93,154.97,153.16,155.42,155.53,156.67,157.0,157.39,159.42,158.86
32,M,False,185.85,185.99,184.31,182.74,184.38,183.27,183.97,181.37,182.15,180.3,181.78,181.16,181.41,182.47,183.77,182.96,183.15,182.21,181.13,181.32,181.23,180.68,180.28,179.16,180.95,182.01,180.54,179.59,181.09,180.41,179.57,179.6,180.16,182.33,181.61,182.72,181.82,180.62,181.33,182.69,182.06,181.82,182.93,184.91,185.08,185.56,183.67,185.34,185.48,186.29,185.14,185.63,184.19,185.01,185.17,185.43,185.76,186.15,186.55,187.15,188.75,189.42,191.17,190.3,190.25,192.06,191.76,191.77,192.11,191.21,191.57,192.83,192.77,192.27,194.35,194.09,194.84,195.11,194.58,194.27
33,M,True,204.58,206.6,205.69,206.23,205.49,205.34,204.75,205.11,206.06,207.13,208.36,207.6,207.62,208.46,207.37,206.27,205.78,207.38,207.55,207.25,208.17,207.07,204.86,204.33,205.01,204.61,204.07,204.81,205.61,206.17,204.71,204.74,205.51,206.32,208.66,208.34,207.57,206.83,204.58,204.41,205.42,206.77,207.11,206.08,204.83,206.29,207.45,207.72,207.3,207.24,207.11,206.22,207.3,209.61,208.44,209.7,209.4,209.46,209.59,210.31,210.43,209.78,208.25,216.19,218.71,218.42,217.95,217.88,216.24,214.32,215.89,216.55,218.05,218.62,219.8,218.95,217.66,216.75,215.15,214.32
34,M,True,197.27,197.82,199.16,200.5,200.06,200.71,200.58,199.2,199.03,199.43,200.91,200.58,200.72,200.37,200.7,200.62,202.39,203.2,204.07,205.18,207.01,207.39,208.76,206.2,206.55,205.51,206.45,206.08,206.8,206.47,210.77,211.78,209.68,209.83,211.48,213.49,213.46,214.35,215.48,217.95,219.86,220.69,220.55,220.03,221.08,222.22,223.22,223.75,223.59,223.41,225.31,225.36,224.77,225.76,226.22,224.04,224.92,226.53,229.82,231.18,230.69,228.47,229.13,231.57,234.02,235.52,236.82,238.24,239.13,240.38,233.55,234.44,236.47,237.57,236.94,237.29,239.67,236.65,240.85,243.2
35,M,False,206.27,205.78,207.38,207.55,207.25,208.17,207.07,204.86,204.33,205.01,204.61,204.07,204.81,205.61,206.17,204.71,204.74,205.51,206.32,208.66,208.34,207.57,206.83,204.58,204.41,205.42,206.77,207.11,206.08,204.83,206.29,207.45,207.72,207.3,207.24,207.11,206.22,207.3,209.61,208.44,209.7,209.4,209.46,209.59,210.31,210.43,209.78,208.25,216.19,218.71,218.42,217.95,217.88,216.24,214.32,215.89,216.55,218.05,218.62,219.8,218.95,217.66,216.75,215.15,214.32,215.7,214.74,216.73,215.15,214.0,214.73,215.54,217.29,217.97,218.09,218.48,218.49,222.56,223.24,224.86
36,M,False,204.07,205.18,207.01,207.39,208.76,206.2,206.55,205.51,206.45,206.08,206.8,206.47,210.77,211.78,209.68,209.83,211.48,213.49,213.46,214.35,215.48,217.95,219.86,220.69,220.55,220.03,221.08,222.22,223.22,223.75,223.59,223.41,225.31,225.36,224.77,225.76,226.22,224.04,224.92,226.53,229.82,231.18,230.69,228.47,229.13,231.57,234.02,235.52,236.82,238.24,239.13,240.38,233.55,234.44,236.47,237.57,236.94,237.29,239.67,236.65,240.85,243.2,244.81,246.59,246.22,248.41,251.75,250.16,253.46,255.74,255.17,248.64,257.7,252.75,245.61,245.75,244.85,245.68,242.64,245.89
37,M,False,225.76,226.22,224.04,224.92,226.53,229.82,231.18,230.69,228.47,229.13,231.57,234.02,235.52,236.82,238.24,239.13,240.38,233.55,234.44,236.47,237.57,236.94,237.29,239.67,236.65,240.85,243.2,244.81,246.59,246.22,248.41,251.75,250.16,253.46,255.74,255.17,248.64,257.7,252.75,245.61,245.75,244.85,245.68,242.64,245.89,247.8,243.3,246.91,250.37,252.15,258.44,255.95,254.48,254.32,257.74,255.72,256.68,256.99,261.24,262.17,262.25,262.28,264.28,262.54,259.73,259.27,253.63,249.04,247.83,240.15,244.86,242.53,242.19,241.24,238.0,246.61,242.3,239.98,240.66,240.98
38,M,False,210.22,130.55,127.88,210.25,210.15,210.96,210.53,210.24,127.53,210.56,210.81,211.83,211.94,211.93,212.48,213.04,213.82,213.49,213.97,135.22,134.15,134.07,136.44,136.68,134.12,134.57,137.22,137.59,137.14,140.21,139.1,137.03,139.22,139.57,138.32,139.17,140.48,143.12,144.68,151.7,147.32,150.24,150.39,153.05,151.52,146.46,142.09,147.43,153.53,152.54,150.39,108.94,109.82,110.69,109.81,112.16,111.73,112.91,110.87,112.34,153.67,156.99,118.7,118.52,116.06,114.5,113.37,112.08,113.15,115.04,116.81,114.76,118.49,118.56,118.17,119.17,119.45,116.77,116.79,117.13
39,M,True,185.32,186.77,187.48,187.18,188.06,187.43,185.94,185.92,185.58,183.88,183.98,184.35,183.74,182.99,183.32,185.55,184.62,184.52,186.05,185.39,185.97,185.11,185.94,185.41,185.17,187.54,187.62,187.37,186.28,187.0,188.49,188.21,186.66,186.33,186.21,184.94,186.59,185.49,183.76,186.74,187.66,188.5,184.98,184.63,185.26,187.05,188.17,188.95,188.18,187.84,187.91,188.44,186.63,186.16,185.47,187.27,186.64,188.42,189.68,190.43,189.54,190.08,190.34,190.0,190.36,190.89,189.88,190.53,190.25,189.95,191.76,191.37,191.18,191.57,192.84,193.34,192.98,192.43,193.55,193.63
