,time_start,time_peak,time_end,nar,xray_class,magnitude,COINCIDENCE,before_coincident_flare,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf
1337,2010-05-03 09:48:00,not applicable,not applicable,11065.0,N,0.0,False,False,7.6031,43.409,27.454,40.62,119.28,119.71,0.89075,-0.0061614,1486.8,22.963,0.0,587470000000.0,3.4846,2.4365e+21,40.377,1003600000000.0,6.9392e+20,0.0,0.0,0.0
1338,2010-05-06 15:48:00,not applicable,not applicable,11070.0,N,0.0,False,False,6.4772,36.635,35.616,66.452,149.12,146.59,-0.85881,-0.0074967,2132.7,26.474,0.0,397370000000.0,9.7222,2.4472e+21,46.966,1057300000000.0,4.9684e+20,0.0,0.0,0.0
1339,2010-05-08 21:48:00,not applicable,not applicable,11071.0,N,0.0,False,False,6.3466,28.157,28.552,48.322,131.22,128.66,-0.71978,-0.0066457,1789.4,22.505,0.0,368310000000.0,3.7696,2.2695e+21,40.567,821680000000.0,6.1799e+20,0.0,0.0,0.0
1341,2010-05-30 18:00:00,not applicable,not applicable,11074.0,N,0.0,False,False,6.6819,40.199,30.53,45.391,93.567,93.687,-0.37017,-0.0019509,2926.0,22.986,2.7592,685460000000.0,3.8248,1.3309e+22,109.37,2003800000000.0,2.5103e+21,0.0,0.0,0.0
1342,2010-06-18 12:48:00,not applicable,not applicable,11083.0,N,0.0,False,False,10.299,42.388,33.544,69.969,148.83,145.41,1.4385,-0.017251,1620.4,21.327,2.0379,686860000000.0,2.5126,1.2847e+21,31.304,654990000000.0,3.5368e+20,0.0,0.0,0.0
1343,2010-06-28 18:00:00,not applicable,not applicable,11085.0,N,0.0,False,False,2.9516,76.243,28.504,55.138,136.04,133.93,1.338,0.0032222,1586.2,22.024,0.0,666390000000.0,3.821,1.9296e+21,38.111,902710000000.0,5.3471e+20,0.0,0.0,0.0
1344,2010-07-13 15:36:00,not applicable,not applicable,11088.0,N,0.0,False,False,2.4202,39.513,30.49,56.796,136.8,135.29,-0.10852,0.0026801,2231.9,23.38,0.0,199010000000.0,3.5437,2.6765e+21,44.159,902120000000.0,5.8921e+20,0.0,0.0,0.0
1345,2010-07-27 15:36:00,not applicable,not applicable,11090.0,N,0.0,False,False,1.9656,73.209,28.659,51.633,136.8,136.36,0.54206,0.0013398,1997.9,23.779,2.599,431540000000.0,5.2488,3.8924e+21,72.847,1597800000000.0,9.2698e+20,0.0,0.0,0.0
1346,2010-08-30 05:24:00,not applicable,not applicable,11104.0,N,0.0,False,False,7.3901,115.49,31.178,57.866,136.54,136.14,0.79838,0.0040784,2076.4,24.126,1.5188,775550000000.0,4.7461,4.9966e+21,91.364,2056300000000.0,1.1042e+21,0.0,0.0,0.0
1347,2010-10-15 19:36:00,not applicable,not applicable,11114.0,N,0.0,False,False,7.7418,32.002,25.213,43.011,119.05,117.2,-0.74897,-0.0039199,1598.3,20.244,0.0,773870000000.0,0.70886,4.1922e+21,73.415,1441900000000.0,1.2962e+21,0.0,0.0,0.0
