,time_start,time_peak,time_end,nar,xray_class,magnitude,COINCIDENCE,before_coincident_flare,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf
1337,2010-05-03 09:48:00,not applicable,not applicable,11065.0,N,0.0,False,False,1.838,62.236,28.96,51.909,133.05,129.72,0.21643,-0.0012764,1637.7,22.551,0.0,166490000000.0,2.7083,3.1319e+21,50.195,1204400000000.0,8.3924e+20,0.0,0.0,0.0
1338,2010-05-06 15:48:00,not applicable,not applicable,11070.0,N,0.0,False,False,9.9204,35.28,44.869,84.447,150.14,147.52,-0.23638,-0.010206,2730.9,29.036,0.0,460050000000.0,16.358,3.5251e+21,53.703,1040100000000.0,5.9795e+20,0.0,0.0,0.0
1339,2010-05-08 21:48:00,not applicable,not applicable,11071.0,N,0.0,False,False,0.6349,35.035,32.505,78.532,167.97,165.54,-0.085822,0.00075764,3170.5,23.325,0.0,83753000000.0,4.5346,3.5284e+21,55.91,910180000000.0,6.4674e+20,0.0,0.0,0.0
1341,2010-05-30 18:00:00,not applicable,not applicable,11074.0,N,0.0,False,False,10.61,45.857,29.6,51.433,115.17,114.0,-0.28441,-0.0036014,2273.3,22.326,0.0,876080000000.0,3.2247,8.894e+21,125.84,2240100000000.0,2.1465e+21,0.0,0.0,0.0
1342,2010-06-18 12:48:00,not applicable,not applicable,11083.0,N,0.0,False,False,6.3277,43.683,36.24,54.772,122.13,122.91,0.45599,-0.0099492,1527.0,27.247,2.4768,547260000000.0,12.579,1.2898e+21,24.349,641390000000.0,3.2896e+20,0.0,0.0,0.0
1343,2010-06-28 18:00:00,not applicable,not applicable,11085.0,N,0.0,False,False,4.9299,84.517,28.933,56.245,140.53,139.56,0.69618,0.0034548,1635.6,21.825,2.0505,540210000000.0,2.9412,3.1018e+21,63.966,1422700000000.0,8.4239e+20,0.0,0.0,0.0
1344,2010-07-13 15:36:00,not applicable,not applicable,11088.0,N,0.0,False,False,9.5377,33.611,30.321,64.008,145.68,143.76,0.073425,0.0097126,2369.6,22.71,0.0,710230000000.0,2.3422,3.0903e+21,46.28,921830000000.0,6.981e+20,0.0,0.0,0.0
1345,2010-07-27 15:36:00,not applicable,not applicable,11090.0,N,0.0,False,False,0.27222,60.164,28.182,41.078,113.61,111.24,0.47604,0.00013727,1447.7,24.25,0.0,511930000000.0,2.1684,3.8126e+21,66.126,1672700000000.0,1.0616e+21,0.0,0.0,0.0
1346,2010-08-30 05:24:00,not applicable,not applicable,11104.0,N,0.0,False,False,10.054,101.72,30.461,51.314,126.59,124.02,0.81771,0.0041996,1632.6,23.431,0.0,1050700000000.0,3.1328,5.1907e+21,97.29,2376200000000.0,1.3147e+21,0.0,0.0,0.0
1347,2010-10-15 19:36:00,not applicable,not applicable,11114.0,N,0.0,False,False,7.5735,36.073,31.548,58.084,140.54,139.74,-0.68815,0.0045568,2470.9,24.685,2.8234,598250000000.0,6.799,5.4539e+21,74.131,1481100000000.0,1.1527e+21,0.0,0.0,0.0
1348,2010-10-18 21:48:00,not applicable,not applicable,11116.0,N,0.0,False,False,17.017,36.751,38.174,100.32,178.36,178.12,1.5754,-0.026221,4513.2,25.71,0.0,534020000000.0,8.9368,3.8899e+21,58.038,876270000000.0,5.2157e+20,0.0,0.0,0.0
1349,2010-10-23 06:00:00,not applicable,not applicable,11118.0,N,0.0,False,False,6.2188,66.686,29.655,43.524,112.22,113.42,0.30309,0.0045459,1749.3,25.692,0.0,331460000000.0,5.1901,3.178e+21,64.813,1567900000000.0,7.5106e+20,0.0,0.0,0.0
1350,2010-11-08 20:36:00,not applicable,not applicable,11122.0,N,0.0,False,False,9.1942,87.042,53.011,95.917,149.91,148.32,1.047,-0.0039025,7485.4,36.865,2.5942,1274500000000.0,25.626,2.3431e+22,167.15,2859600000000.0,1.7245e+21,186.49,371.75,31.089
1351,2010-12-26 12:48:00,not applicable,not applicable,11136.0,N,0.0,False,False,14.106,52.345,27.984,50.707,127.81,128.06,-0.6942,0.0051559,2239.8,21.525,0.0,966510000000.0,2.2287,8.1415e+21,119.47,2160500000000.0,2.0525e+21,91.022,33.151,44.832
1352,2010-12-27 21:12:00,not applicable,not applicable,11137.0,N,0.0,False,False,11.081,93.432,35.493,66.2,141.75,142.44,0.86922,-0.0066512,2156.2,25.429,0.0,1026200000000.0,8.0432,4.7706e+21,93.896,1997800000000.0,1.0159e+21,0.0,0.0,0.0
1353,2011-01-09 20:24:00,not applicable,not applicable,11143.0,N,0.0,False,False,5.3115,136.08,33.122,67.064,148.09,145.76,1.2198,-0.002778,1932.2,22.964,0.0,1186100000000.0,3.3996,4.9062e+21,101.07,2126100000000.0,1.1643e+21,0.0,0.0,0.0
1354,2011-01-10 12:48:00,not applicable,not applicable,11144.0,N,0.0,False,False,1.6856,35.181,30.155,79.989,179.72,173.78,-0.48164,0.0025309,3174.7,21.57,0.0,242080000000.0,0.75075,2.808e+21,43.613,763200000000.0,5.1502e+20,0.0,0.0,0.0
1355,2011-01-19 06:36:00,not applicable,not applicable,11148.0,N,0.0,False,False,2.9674,100.47,38.214,71.279,137.14,140.78,0.19196,-0.00080922,4988.5,28.863,2.8724,370330000000.0,13.281,2.4294e+22,196.17,3521200000000.0,2.9376e+21,103.31,351.84,17.222
1356,2011-01-28 22:36:00,not applicable,not applicable,11151.0,N,0.0,False,False,6.0253,27.11,28.67,56.385,146.13,144.44,-0.2673,-0.0050761,2165.4,21.588,0.0,195870000000.0,2.8644,3.4135e+21,60.543,1123700000000.0,8.4081e+20,0.0,0.0,0.0
1357,2011-02-09 11:48:00,not applicable,not applicable,11154.0,N,0.0,False,False,2.1504,32.211,33.564,66.322,134.28,132.2,0.12825,-0.0016906,4134.5,25.275,0.0,204280000000.0,3.5377,6.9843e+21,66.067,1172800000000.0,9.8101e+20,0.0,0.0,0.0
1358,2011-02-10 05:48:00,not applicable,not applicable,11155.0,N,0.0,False,False,1.4278,18.536,31.048,88.506,203.95,195.31,1.5221,-0.0047913,3454.8,23.443,0.0,232340000000.0,3.6913,1.3673e+21,26.146,446770000000.0,2.2499e+20,0.0,0.0,0.0
1359,2011-03-07 03:00:00,not applicable,not applicable,11167.0,N,0.0,False,False,1.9608,167.36,41.401,69.737,138.76,139.65,0.69646,0.00058707,2813.5,29.164,2.7244,1204700000000.0,14.91,1.248e+22,167.78,3659500000000.0,1.9749e+21,0.0,0.0,0.0
1360,2011-03-05 13:48:00,not applicable,not applicable,11168.0,N,0.0,False,False,0.17439,65.527,34.728,45.498,90.914,96.673,-0.13397,-3.5845e-05,4382.0,26.918,3.1062,387110000000.0,10.072,2.8312e+22,209.75,3274800000000.0,3.702e+21,0.0,0.0,0.0
1361,2011-03-20 13:36:00,not applicable,not applicable,11174.0,N,0.0,False,False,5.6807,6.8158,52.243,35.684,76.849,83.182,-2.3444,0.010559,2113.9,38.707,0.0,657210000000.0,30.669,1.5104e+21,19.492,409160000000.0,2.986e+20,0.0,0.0,0.0
1362,2011-03-27 01:00:00,not applicable,not applicable,11177.0,N,0.0,False,False,38.03,259.92,30.651,52.768,133.23,132.25,0.43162,-0.0045863,2484.2,24.796,1.8015,1873500000000.0,5.7164,2.7357e+22,374.37,7393300000000.0,5.5875e+21,104.81,121.07,28.086
1363,2011-03-24 21:24:00,not applicable,not applicable,11179.0,N,0.0,False,False,7.9276,44.025,42.551,68.826,150.41,146.45,0.1607,-0.0073952,2335.6,30.4,0.0,654950000000.0,22.201,3.3251e+21,51.162,1182600000000.0,5.9957e+20,0.0,0.0,0.0
1364,2011-04-11 21:24:00,not applicable,not applicable,11187.0,N,0.0,False,False,40.086,144.32,33.642,66.588,148.68,149.19,-0.089056,0.013393,2760.5,26.799,0.0,2569000000000.0,9.0879,1.0972e+22,180.26,3462600000000.0,2.0376e+21,0.0,0.0,0.0
1365,2011-04-09 03:24:00,not applicable,not applicable,11188.0,N,0.0,False,False,2.991,58.238,52.648,66.565,115.36,117.36,0.85365,0.0016728,2486.3,38.144,0.0,805160000000.0,32.55,5.9037e+21,82.565,2134100000000.0,8.1697e+20,0.0,0.0,0.0
1366,2011-04-10 23:12:00,not applicable,not applicable,11189.0,N,0.0,False,False,44.614,1139.2,37.618,61.131,130.46,131.54,0.23317,0.0015437,3478.4,29.844,3.3585,3557400000000.0,15.788,1.3351e+23,1526.6,31349000000000.0,1.8849e+22,425.3,833.08,55.452
1367,2011-04-16 04:48:00,not applicable,not applicable,11192.0,N,0.0,False,False,364.48,1653.3,45.923,70.359,121.88,130.32,0.098457,-0.0084509,8675.9,38.144,4.7644,16570000000000.0,31.819,4.9695e+23,3077.6,55029000000000.0,2.84e+22,162.71,37138.0,9.7086
1368,2011-04-15 10:48:00,not applicable,not applicable,11194.0,N,0.0,False,False,4.1845,75.543,33.292,68.54,147.37,143.6,-0.024065,0.0016853,2793.2,23.893,0.0,236580000000.0,5.7592,9.2107e+21,128.98,2383200000000.0,1.7994e+21,13.342,0.0,6.4842
1369,2011-04-25 14:12:00,not applicable,not applicable,11197.0,N,0.0,False,False,372.26,2383.3,44.373,57.703,111.25,113.23,0.35691,0.0072825,7473.5,36.463,3.9917,19558000000000.0,29.494,5.0736e+23,2596.9,53660000000000.0,3.2037e+22,280.66,12711.0,17.711
1370,2011-04-23 14:12:00,not applicable,not applicable,11198.0,N,0.0,False,False,7.8375,64.594,27.432,44.425,119.04,117.26,0.040751,0.0020522,1902.7,22.051,0.0,485210000000.0,1.2831,9.6501e+21,142.0,2830200000000.0,2.4303e+21,0.0,0.0,0.0
1371,2011-05-05 09:12:00,not applicable,not applicable,11205.0,N,0.0,False,False,173.16,1132.1,45.559,56.843,105.97,106.81,0.22641,-0.0052681,7002.6,37.467,4.027,6520500000000.0,31.553,3.0568e+23,1415.9,31954000000000.0,1.9634e+22,458.52,0.0,38.442
1372,2011-05-08 21:12:00,not applicable,not applicable,11207.0,N,0.0,False,False,13.353,294.99,29.391,54.006,134.65,134.69,1.1956,-0.0024265,1891.9,23.001,0.0,3524600000000.0,3.5799,1.3827e+22,254.28,5510600000000.0,3.5013e+21,0.0,0.0,0.0
1373,2011-05-10 12:48:00,not applicable,not applicable,11209.0,N,0.0,False,False,6.2085,71.535,32.772,69.069,147.86,143.55,-0.58845,-0.0030888,2997.1,24.53,0.0,633820000000.0,4.3781,8.0004e+21,110.16,2033700000000.0,1.4537e+21,130.05,15.243,76.413
1374,2011-05-11 05:12:00,not applicable,not applicable,11211.0,N,0.0,False,False,2.1002,45.126,31.55,65.575,152.29,152.23,-0.28259,-0.0024506,2306.9,23.575,2.1859,129910000000.0,5.2509,2.6256e+21,51.004,963460000000.0,5.8801e+20,0.0,0.0,0.0
1375,2011-05-14 17:12:00,not applicable,not applicable,11212.0,N,0.0,False,False,3.5163,39.731,28.546,53.316,136.6,138.33,0.43744,-0.0045785,1546.6,21.278,0.0,308830000000.0,2.474,1.5775e+21,33.09,718720000000.0,4.8508e+20,0.0,0.0,0.0
1376,2011-05-16 11:12:00,not applicable,not applicable,11215.0,N,0.0,False,False,2.3695,11.609,26.131,48.827,138.37,135.5,-0.56296,-0.006656,1866.5,21.676,0.0,138420000000.0,1.6854,8.8243e+20,15.863,318670000000.0,2.3062e+20,0.0,0.0,0.0
1377,2011-05-26 22:12:00,not applicable,not applicable,11219.0,N,0.0,False,False,8.4568,75.099,28.97,57.899,142.63,143.44,0.70269,-0.0076393,1671.5,20.293,0.0,419880000000.0,1.1743,2.4574e+21,53.47,1062800000000.0,7.3678e+20,0.0,0.0,0.0
1378,2011-05-23 06:00:00,not applicable,not applicable,11221.0,N,0.0,False,False,1.6986,28.782,37.493,49.338,114.01,116.54,-0.69546,-0.0010428,2854.3,30.119,0.0,610760000000.0,17.25,6.175e+21,70.777,1433300000000.0,1.0942e+21,0.0,0.0,0.0
1379,2011-05-29 12:00:00,not applicable,not applicable,11222.0,N,0.0,False,False,0.034103,12.985,52.717,56.869,92.905,119.86,-1.3358,-7.2099e-05,5113.1,45.021,0.0,341210000000.0,38.055,3.2118e+21,27.764,558540000000.0,3.0761e+20,0.0,0.0,0.0
1380,2011-05-31 09:00:00,not applicable,not applicable,11225.0,N,0.0,False,False,26.484,94.02,51.192,59.229,101.06,97.137,-0.13216,-0.0074813,8884.0,40.697,0.0,315130000000.0,40.593,4.1766e+22,128.48,2830100000000.0,2.2279e+21,0.0,0.0,0.0
1381,2011-06-03 18:00:00,not applicable,not applicable,11230.0,N,0.0,False,False,5.8919,705.95,39.649,51.586,109.85,109.42,0.46319,-0.00028098,4773.8,32.352,3.2605,5254400000000.0,21.54,1.3295e+23,812.43,17890000000000.0,1.2778e+22,409.68,0.0,54.457
1382,2011-06-05 06:00:00,not applicable,not applicable,11231.0,N,0.0,False,False,10.442,65.642,35.099,57.162,128.92,128.21,0.4812,-0.0061314,1997.2,27.024,2.8964,594080000000.0,8.7493,4.5169e+21,77.637,1732800000000.0,1.0028e+21,0.0,0.0,0.0
