,index,time_start,time_peak,time_end,nar,xray_class,magnitude,COINCIDENCE,AR_class,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf
184,184,2010-08-26 17:24:00,2010-08-26 17:24:00,2010-08-26 17:36:00,11100,B,1.5,False,0,30.846,128.62,21.496,43.961,111.36,113.67,-0.21136,0.0059954,2075.9,16.523,0.0,1448900000000.0,0.15549,1.4184e+22,226.65,3353800000000.0,4.6389e+21,0.0,0.0,0.0
186,186,2020-12-25 04:24:00,2020-12-25 04:48:00,2020-12-25 05:12:00,12794,B,2.4,False,0,69.576,466.57,43.177,38.258,84.652,87.707,0.034549,0.0029031,11433.0,37.572,4.0339,2323800000000.0,33.105,3.6389e+23,739.76,16518000000000.0,1.5783e+22,0.0,0.0,0.0
188,188,2018-05-25 20:00:00,2018-05-25 20:00:00,2018-05-25 20:12:00,12711,B,3.7,False,0,17.234,229.0,42.791,58.283,112.04,111.87,-0.048878,0.0017548,4712.1,35.424,3.6472,333570000000.0,27.462,6.1459e+22,434.22,9227000000000.0,6.1518e+21,100.05,256.01,16.917
191,191,2017-03-02 23:12:00,2017-03-02 23:48:00,2017-03-03 00:00:00,12641,B,1.7,False,0,165.45,446.81,41.083,68.033,137.33,137.16,0.23516,-0.013279,4174.9,31.71,3.2679,3112900000000.0,20.498,6.9084e+22,740.11,14170000000000.0,8.3666e+21,272.42,1232.3,40.307
193,193,2016-09-10 18:48:00,2016-09-10 18:48:00,2016-09-10 19:00:00,12591,B,4.8,False,0,5.6438,79.663,29.012,46.487,129.71,127.73,0.29864,-0.002583,1675.5,23.344,0.0,414860000000.0,4.0275,4.8619e+21,85.59,1964600000000.0,1.2624e+21,0.0,0.0,0.0
194,194,2021-06-11 21:48:00,2021-06-11 22:00:00,2021-06-11 22:00:00,12832,B,1.4,False,0,24.236,135.8,42.921,91.574,156.29,150.97,-0.07218,0.0086559,3603.8,28.9,0.0,764910000000.0,12.893,1.3401e+22,176.67,3361500000000.0,1.8031e+21,118.53,108.79,36.823
196,196,2016-04-27 03:36:00,2016-04-27 03:48:00,2016-04-27 03:48:00,12536,B,7.2,False,0,120.49,162.08,32.212,40.081,79.671,83.19,-0.11037,0.010594,4119.0,24.839,3.6666,3319300000000.0,12.116,6.2212e+22,467.63,7948600000000.0,8.2264e+21,0.0,0.0,0.0
197,197,2020-12-14 18:12:00,2020-12-14 18:24:00,2020-12-14 18:24:00,12793,B,2.2,False,0,1.9825,17.684,28.389,32.004,70.856,83.604,-0.20979,0.00057381,2197.4,24.354,1.9415,369300000000.0,8.712,1.0083e+22,82.366,1622800000000.0,2.3726e+21,0.0,0.0,0.0
198,198,2012-05-28 05:24:00,2012-05-28 05:24:00,2012-05-28 05:36:00,11490,B,5.2,False,0,8.2897,315.08,42.314,70.83,122.68,126.25,0.45182,-0.00099433,6241.1,33.834,2.8637,2035100000000.0,21.435,6.9101e+22,501.15,9697600000000.0,6.1271e+21,172.33,1137.9,20.956
199,199,2011-01-12 03:12:00,2011-01-12 03:24:00,2011-01-12 03:24:00,11145,B,1.0,False,0,1.1859,75.876,31.182,61.969,151.35,150.26,0.67788,0.00064734,2174.5,24.164,0.0,631920000000.0,5.6223,5.2906e+21,96.208,1910000000000.0,1.2032e+21,0.0,0.0,0.0
200,200,2021-07-11 01:24:00,2021-07-11 01:24:00,2021-07-11 01:36:00,12841,B,7.1,False,0,35.428,58.842,28.343,42.96,95.71,97.55,-0.23032,-0.0054775,2026.4,22.156,2.8379,1736300000000.0,3.726,1.7407e+22,245.28,4483400000000.0,4.4522e+21,0.0,0.0,0.0
201,201,2021-04-29 20:24:00,2021-04-29 20:48:00,2021-04-29 21:00:00,12821,B,2.4,True,0,129.97,637.62,37.21,48.069,105.52,105.93,-0.15685,-0.0047103,4684.7,30.809,3.5586,2517100000000.0,19.719,1.7167e+23,1169.2,22500000000000.0,1.8585e+22,476.38,1201.5,51.401
203,203,2011-06-23 02:00:00,2011-06-23 02:12:00,2011-06-23 02:12:00,11240,B,2.8,False,0,13.952,502.6,30.793,55.951,134.21,132.95,0.68903,0.0014082,1922.8,23.537,2.85,3709300000000.0,4.5014,2.5301e+22,416.01,8990000000000.0,6.1008e+21,0.0,0.0,0.0
206,206,2013-06-13 09:12:00,2013-06-13 09:24:00,2013-06-13 09:24:00,11768,B,7.2,False,0,29.911,319.63,49.367,74.772,122.17,125.24,0.058355,0.0036995,6916.5,37.851,3.6808,256000000000.0,30.588,7.4264e+22,490.43,10006000000000.0,4.9636e+21,76.223,1995.9,8.6999
209,209,2012-08-27 09:48:00,2012-08-27 10:12:00,2012-08-27 10:36:00,11556,B,7.5,False,0,31.46,35.098,39.354,53.157,110.45,117.72,-0.10585,0.0161,3921.6,26.646,3.2114,941260000000.0,15.558,1.0176e+22,100.89,1803900000000.0,1.3419e+21,0.0,0.0,0.0
215,215,2013-01-21 09:24:00,2013-01-21 09:24:00,2013-01-21 09:24:00,11658,B,4.7,False,0,76.254,273.77,55.44,60.355,95.984,94.979,-0.062077,0.011802,13667.0,45.012,3.2236,343990000000.0,50.132,1.1727e+23,283.49,5911900000000.0,4.2653e+21,0.0,0.0,0.0
216,216,2017-03-28 20:48:00,2017-03-28 20:48:00,2017-03-28 21:00:00,12646,B,2.1,False,0,6.6286,69.258,27.35,37.81,94.958,93.668,-0.057606,-0.0012718,2226.9,21.954,2.8467,241540000000.0,3.0698,1.5414e+22,178.1,3279000000000.0,3.4104e+21,10.63,0.0,4.0777
217,217,2015-07-10 01:12:00,2015-07-10 01:24:00,2015-07-10 01:24:00,12384,B,7.3,False,0,145.12,379.11,37.649,32.675,66.496,69.564,0.20113,0.0064027,7207.8,28.617,4.5821,3427100000000.0,22.561,2.1698e+23,642.91,11172000000000.0,1.606e+22,804.68,5775.3,89.045
218,218,2021-08-04 03:12:00,2021-08-04 03:24:00,2021-08-04 03:36:00,12850,B,5.9,False,0,23.215,214.4,43.6,59.688,109.79,115.95,0.25512,0.0024527,5693.1,36.386,3.9669,2875400000000.0,27.501,7.1562e+22,511.56,9773000000000.0,6.5721e+21,94.126,1724.8,12.939
221,221,2012-03-27 23:36:00,2012-03-27 23:36:00,2012-03-27 23:48:00,11438,B,5.6,False,0,48.3,282.75,41.912,67.681,132.13,134.1,1.2794,0.017146,4004.1,27.477,0.0,1887400000000.0,17.643,1.498e+22,151.11,3161600000000.0,1.7106e+21,0.0,0.0,0.0
222,222,2020-05-01 14:24:00,2020-05-01 14:36:00,2020-05-01 14:36:00,12762,B,2.6,False,0,5.811,45.251,24.753,35.301,95.502,95.42,0.030124,-0.0014553,1520.6,19.527,0.0,227940000000.0,1.3023,8.0638e+21,125.93,2486300000000.0,2.6818e+21,0.0,0.0,0.0
226,226,2018-05-24 12:12:00,2018-05-24 12:24:00,2018-05-24 12:24:00,12710,B,9.8,False,0,25.729,129.63,29.381,41.824,106.81,107.75,-0.063868,-0.0039245,2064.5,24.575,2.3814,1245800000000.0,4.4234,1.7975e+22,240.3,5022700000000.0,4.2601e+21,0.0,0.0,0.0
228,228,2016-07-08 06:00:00,2016-07-08 06:24:00,2016-07-08 06:24:00,12562,B,6.3,False,0,67.382,116.45,45.838,35.926,82.968,109.93,0.29081,0.012478,7614.8,39.865,4.3547,2612200000000.0,33.87,5.4609e+22,242.36,3577400000000.0,3.6901e+21,173.31,25943.0,13.353
230,230,2011-05-21 07:24:00,2011-05-21 07:36:00,2011-05-21 07:48:00,11214,B,1.6,False,0,69.891,233.23,31.969,32.597,82.132,84.064,0.1459,0.0043748,3993.9,26.519,3.6436,4161400000000.0,13.996,8.4737e+22,428.6,9014400000000.0,1.0286e+22,0.0,0.0,0.0
232,232,2012-08-28 19:48:00,2012-08-28 19:48:00,2012-08-28 20:00:00,11555,B,3.9,False,0,81.935,605.85,42.487,51.161,92.956,97.992,0.022836,-0.0035006,7120.5,36.112,4.234,4821500000000.0,29.961,2.2134e+23,1029.7,21541000000000.0,1.5929e+22,133.42,3912.3,12.014
233,233,2021-07-11 10:36:00,2021-07-11 10:48:00,2021-07-11 10:48:00,12841,B,3.2,True,0,25.278,62.977,28.974,48.451,121.24,126.97,-0.086646,0.0052044,2558.8,23.446,3.107,292990000000.0,6.7943,1.6505e+22,235.11,4407200000000.0,3.4278e+21,54.083,0.0,31.183
235,235,2017-11-17 00:12:00,2017-11-17 00:24:00,2017-11-17 00:24:00,12687,B,6.2,False,0,40.649,385.36,32.307,39.558,92.624,94.655,-0.30811,0.001819,4001.1,27.073,4.0199,3542500000000.0,11.554,1.1875e+23,841.03,16514000000000.0,1.5344e+22,30.017,0.0,4.773
236,236,2010-08-31 21:48:00,2010-08-31 21:48:00,2010-08-31 21:48:00,11102,B,1.4,False,0,45.129,269.24,45.412,66.606,118.69,117.74,-0.29335,0.0052665,5808.7,35.49,2.0431,1875200000000.0,28.475,6.6103e+22,390.94,8328200000000.0,5.4409e+21,146.01,1167.4,21.17
238,238,2014-05-29 17:48:00,2014-05-29 18:12:00,2014-05-29 18:24:00,12073,B,4.6,False,0,0.20056,1193.4,33.212,53.476,123.5,122.69,0.20998,6.481e-06,2284.2,25.962,2.5888,3510000000000.0,8.0159,9.3891e+22,1260.6,27858000000000.0,1.8609e+22,679.91,522.01,98.119
239,239,2011-10-12 21:48:00,2011-10-12 22:00:00,2011-10-12 22:00:00,11315,B,6.4,False,0,173.55,577.99,58.655,56.642,82.657,83.959,0.39771,-0.01074,20796.0,50.259,3.5842,3367500000000.0,57.033,4.4627e+23,720.87,14044000000000.0,1.1553e+22,402.46,2689.9,27.67
240,240,2016-03-01 00:36:00,2016-03-01 00:48:00,2016-03-01 00:48:00,12510,B,6.2,False,0,0.0,15.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7824,0.0,0.0,0.0,0.0,0.0,0.0,98.336,10600.0,10.874
241,241,2015-05-21 06:00:00,2015-05-21 06:00:00,2015-05-21 06:12:00,12346,B,9.8,True,0,76.988,413.43,28.084,41.474,110.37,110.5,-0.1116,-0.0042164,1861.6,23.541,3.443,3493300000000.0,4.1404,4.5142e+22,627.02,13835000000000.0,1.1095e+22,0.0,0.0,0.0
246,246,2016-12-01 19:24:00,2016-12-01 19:24:00,2016-12-01 19:24:00,12616,B,2.7,False,0,10.31,87.379,29.138,67.165,167.28,169.29,0.37136,-0.011892,1862.9,19.577,2.2763,499620000000.0,2.0761,2.1449e+21,61.224,1153400000000.0,5.876e+20,0.0,0.0,0.0
248,248,2013-03-24 22:12:00,2013-03-24 22:24:00,2013-03-24 22:36:00,11703,B,2.5,False,0,24.394,291.64,33.631,40.871,77.473,83.171,-0.034454,0.0014175,3809.9,26.038,3.7567,933430000000.0,12.488,8.7073e+22,581.66,10426000000000.0,1.286e+22,9.8489,0.0,5.2162
251,251,2012-05-28 11:36:00,2012-05-28 11:36:00,2012-05-28 11:48:00,11490,B,6.1,True,0,35.594,350.89,46.428,66.411,111.69,112.48,0.51748,0.0033799,5034.3,36.753,3.144,2943900000000.0,27.516,7.0415e+22,511.31,11316000000000.0,6.4994e+21,187.82,840.58,23.715
252,252,2010-09-05 02:48:00,2010-09-05 03:00:00,2010-09-05 03:00:00,11101,B,3.5,False,0,51.831,237.38,41.633,39.841,79.514,85.79,0.39412,-0.0037518,6699.8,34.852,3.7937,4206200000000.0,28.911,1.2292e+23,448.44,9774600000000.0,9.0539e+21,0.0,0.0,0.0
253,253,2012-01-18 01:12:00,2012-01-18 01:12:00,2012-01-18 01:24:00,11403,B,8.5,False,0,11.595,157.79,41.808,82.942,149.78,150.14,0.53876,0.0042977,2844.0,29.076,3.1412,739890000000.0,16.457,1.019e+22,177.15,3608700000000.0,1.561e+21,58.241,180.37,21.478
255,255,2017-11-21 01:48:00,2017-11-21 02:00:00,2017-11-21 02:00:00,12688,B,1.7,False,0,4.5077,26.823,26.724,36.905,98.793,99.829,-0.43017,0.0017902,1507.9,22.131,2.5903,556380000000.0,4.4083,5.0423e+21,84.73,1825500000000.0,1.5857e+21,0.0,0.0,0.0
257,257,2021-07-17 16:36:00,2021-07-17 16:48:00,2021-07-17 17:00:00,12842,B,1.3,False,0,20.623,221.6,50.787,56.621,99.824,97.145,0.63746,0.0036565,5981.6,39.858,2.0523,1953200000000.0,38.841,4.4812e+22,189.35,4845700000000.0,2.9025e+21,0.0,0.0,0.0
259,259,2021-07-01 17:48:00,2021-07-01 18:00:00,2021-07-01 18:00:00,12837,B,2.8,False,0,36.728,174.18,31.454,39.307,103.72,104.03,-0.17244,-0.0041032,2531.6,26.705,2.6908,1184200000000.0,9.3621,3.0094e+22,280.85,6473400000000.0,5.2134e+21,15.494,0.0,3.966
261,261,2011-02-10 14:36:00,2011-02-10 14:36:00,2011-02-10 14:36:00,11156,B,6.7,False,0,20.332,184.73,41.083,73.363,134.82,134.54,-0.35811,0.0039625,3562.5,30.19,3.3193,940730000000.0,14.52,2.4276e+22,299.11,6000800000000.0,3.4386e+21,156.19,173.83,43.078
263,263,2012-03-28 19:36:00,2012-03-28 19:36:00,2012-03-28 19:48:00,11438,B,6.8,True,0,31.447,341.72,42.716,67.577,129.62,129.03,0.858,0.0058823,3282.4,29.751,3.3846,2402300000000.0,17.34,2.3304e+22,269.64,5809400000000.0,2.9843e+21,71.449,273.48,16.135
264,264,2013-01-26 08:00:00,2013-01-26 08:12:00,2013-01-26 08:24:00,11661,B,5.5,False,0,15.336,185.49,33.409,54.723,125.0,125.62,0.22312,0.0024166,2646.2,26.78,2.7888,1793900000000.0,9.9732,2.2305e+22,295.6,6365500000000.0,4.0592e+21,65.031,0.0,14.728
268,268,2020-12-30 10:00:00,2020-12-30 10:12:00,2020-12-30 10:12:00,12794,B,2.4,False,0,43.457,437.35,55.334,52.756,88.798,91.074,-0.38373,0.0032384,16785.0,47.356,3.7608,2620000000000.0,52.523,2.9912e+23,549.22,11869000000000.0,9.2102e+21,0.0,0.0,0.0
271,271,2021-01-17 13:12:00,2021-01-17 13:24:00,2021-01-17 13:24:00,12796,B,2.8,False,0,2.2233,99.85,41.2,81.983,144.15,146.7,0.85254,0.0010694,3810.9,27.342,0.0,902280000000.0,12.073,1.0522e+22,120.83,2223400000000.0,1.4672e+21,93.536,189.48,22.017
273,273,2017-11-16 18:48:00,2017-11-16 18:48:00,2017-11-16 18:48:00,12687,B,1.0,False,0,12.689,344.75,32.732,35.937,85.643,88.186,-0.049578,0.00048611,3456.9,26.717,3.7683,926580000000.0,10.757,1.1984e+23,813.85,17290000000000.0,1.6293e+22,219.02,200.85,34.346
274,274,2020-10-14 11:36:00,2020-10-14 11:36:00,2020-10-14 11:48:00,12776,B,1.5,False,0,0.0,21.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3819,0.0,0.0,0.0,0.0,0.0,0.0,63.55,13654.0,6.4849
275,275,2015-08-02 11:48:00,2015-08-02 11:48:00,2015-08-02 12:00:00,12395,B,4.0,False,0,0.0,24.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4188,0.0,0.0,0.0,0.0,0.0,0.0,10.683,3011.1,2.153
276,276,2010-06-09 13:24:00,2010-06-09 13:36:00,2010-06-09 13:48:00,11078,B,2.1,True,0,49.567,138.97,49.488,68.773,114.6,120.9,0.28856,0.0070238,7259.4,41.434,3.7139,2516000000000.0,34.406,6.8035e+22,433.2,8569700000000.0,4.5678e+21,136.03,1064.3,17.753
278,278,2016-10-28 08:48:00,2016-10-28 09:00:00,2016-10-28 09:00:00,12603,B,2.0,False,0,61.071,166.03,32.791,31.975,73.471,75.041,-0.21494,-0.0034445,3251.1,23.679,3.4891,1991500000000.0,11.934,7.6555e+22,418.06,8236900000000.0,1.1697e+22,245.52,91.431,51.628
281,281,2016-02-05 03:12:00,2016-02-05 03:24:00,2016-02-05 03:24:00,12491,B,8.4,False,0,44.961,316.38,37.124,68.676,134.96,135.6,0.43871,-0.0054125,3404.5,27.979,3.0078,1863400000000.0,11.963,3.7568e+22,446.1,8718600000000.0,5.7187e+21,242.47,349.1,42.881
283,283,2016-09-09 04:24:00,2016-09-09 04:24:00,2016-09-09 04:24:00,12589,B,2.8,False,0,32.365,206.84,33.2,58.849,137.09,138.25,1.0763,-0.0089134,2073.7,24.739,2.8611,2087300000000.0,8.1796,9.9997e+21,181.92,3757100000000.0,2.178e+21,55.082,71.986,24.071
284,284,2016-10-28 07:12:00,2016-10-28 07:12:00,2016-10-28 07:12:00,12603,B,3.1,False,0,69.743,178.2,32.664,32.056,72.5,74.08,-0.076825,-0.0036597,3149.4,23.637,3.5418,2665300000000.0,11.303,7.9707e+22,465.27,9160600000000.0,1.2328e+22,240.3,123.03,44.225
285,285,2021-03-25 15:48:00,2021-03-25 16:00:00,2021-03-25 16:12:00,12812,B,1.5,False,0,30.06,129.26,34.055,33.246,79.247,80.14,-0.13493,-0.0030517,4046.3,28.496,3.3452,694750000000.0,15.604,5.2931e+22,269.98,5701800000000.0,5.9783e+21,0.0,0.0,0.0
288,288,2012-03-26 02:48:00,2012-03-26 02:48:00,2012-03-26 02:48:00,11438,B,5.1,True,0,46.551,293.47,40.261,65.47,126.97,125.31,-0.1097,0.010393,5270.8,30.227,1.9479,1416000000000.0,17.057,3.1352e+22,215.25,4586100000000.0,2.8928e+21,0.0,0.0,0.0
292,292,2011-05-17 02:24:00,2011-05-17 02:36:00,2011-05-17 02:48:00,11214,B,4.1,False,0,118.31,362.63,52.343,83.198,132.09,133.36,0.19547,0.010637,6111.7,38.965,3.7361,5593900000000.0,33.291,9.0281e+22,719.54,13857000000000.0,6.878e+21,258.29,3557.2,28.371
294,294,2016-09-10 20:48:00,2016-09-10 20:48:00,2016-09-10 21:00:00,12589,B,2.1,False,0,67.134,394.37,58.093,68.319,106.9,112.29,-0.0080892,0.0084414,4017.2,44.349,3.7923,2737100000000.0,42.864,4.243e+22,372.16,9015500000000.0,3.4062e+21,118.39,465.02,26.077
296,296,2020-10-19 04:36:00,2020-10-19 04:36:00,2020-10-19 04:48:00,12776,B,1.5,False,0,32.241,356.57,44.03,55.026,115.73,117.72,-0.057409,0.003029,6449.9,36.52,3.0569,926440000000.0,30.146,9.1182e+22,512.97,11107000000000.0,6.669e+21,37.019,0.0,5.1712
297,297,2020-04-06 05:24:00,2020-04-06 05:48:00,2020-04-06 05:48:00,12759,B,2.5,False,0,12.906,127.21,29.822,44.297,122.32,120.77,0.14749,-0.0030721,1786.7,24.463,0.0,578380000000.0,5.9986,9.9684e+21,147.47,3355400000000.0,2.4492e+21,0.0,0.0,0.0
300,300,2016-11-27 13:48:00,2016-11-27 14:00:00,2016-11-27 14:00:00,12613,B,3.1,False,0,0.00041804,0.0,0.0,26.125,40.322,38.099,0.15941,-0.00041804,208.61,19.013,0.0,81622000.0,0.0,2.7704e+17,0.00041804,21170000.0,2.7715e+17,0.0,0.0,0.0
302,302,2021-07-21 11:48:00,2021-07-21 11:48:00,2021-07-21 12:00:00,12842,B,8.6,False,0,155.98,401.09,42.308,45.653,92.965,96.059,0.22556,0.0066083,4440.2,35.185,3.7445,2892200000000.0,23.928,1.3919e+23,904.35,18241000000000.0,1.4132e+22,126.72,3611.9,15.09
305,305,2017-08-02 21:36:00,2017-08-02 21:36:00,2017-08-02 21:48:00,12670,B,1.5,True,0,17.53,312.31,47.874,30.888,57.482,64.526,0.0014813,-0.00098936,10687.0,38.731,4.4899,597590000000.0,37.632,2.5149e+23,551.21,8657700000000.0,1.136e+22,448.34,72181.0,30.043
307,307,2012-12-20 16:12:00,2012-12-20 16:24:00,2012-12-20 16:36:00,11634,B,4.4,False,0,243.34,1295.7,47.986,57.264,100.66,99.693,0.31452,0.0065596,6984.7,38.845,3.8585,11362000000000.0,34.446,3.441e+23,1496.3,35669000000000.0,2.0952e+22,286.11,3853.8,19.362
308,308,2021-07-17 05:36:00,2021-07-17 05:48:00,2021-07-17 06:00:00,12842,B,1.4,False,0,1.4123,181.12,49.938,59.764,104.01,100.76,0.52323,0.00035044,8137.5,39.084,0.0,1146400000000.0,37.891,4.3552e+22,154.49,3322400000000.0,2.4356e+21,0.0,0.0,0.0
311,311,2013-07-30 20:48:00,2013-07-30 21:00:00,2013-07-30 21:12:00,11808,B,8.7,False,0,45.955,210.62,38.529,60.81,113.17,122.55,-0.24071,0.005575,6901.5,30.641,4.0403,1918500000000.0,19.034,7.5551e+22,576.13,9438700000000.0,6.4735e+21,103.89,1153.8,13.52
314,314,2016-11-07 04:48:00,2016-11-07 05:00:00,2016-11-07 05:00:00,12605,B,1.5,False,0,14.37,86.468,29.462,37.412,101.45,101.39,-0.097406,0.0025282,1964.5,24.221,0.0,286230000000.0,4.5391,1.4829e+22,172.96,3767800000000.0,3.5876e+21,0.0,0.0,0.0
316,316,2021-04-27 07:36:00,2021-04-27 07:36:00,2021-04-27 07:48:00,12821,B,1.2,False,0,237.97,697.95,56.988,70.502,109.53,110.22,0.47316,-0.010482,8845.8,44.362,3.9072,5723900000000.0,45.602,2.667e+23,1264.2,24761000000000.0,1.3631e+22,346.71,8765.5,23.049
317,317,2012-04-17 22:00:00,2012-04-17 22:24:00,2012-04-17 22:36:00,11455,B,9.7,False,0,119.16,399.89,29.665,36.219,83.401,86.696,-0.13444,-0.0039215,2347.4,22.578,3.8501,6457800000000.0,7.7305,9.4726e+22,943.3,18276000000000.0,1.9735e+22,0.0,0.0,0.0
318,318,2021-07-12 15:24:00,2021-07-12 15:36:00,2021-07-12 15:36:00,12842,B,1.2,False,0,7.1008,106.6,49.975,35.632,56.173,59.772,-0.041561,-0.0015555,9400.3,41.464,3.3604,103120000000.0,44.053,5.699e+22,139.54,2177000000000.0,3.1376e+21,0.0,0.0,0.0
319,319,2021-01-25 11:12:00,2021-01-25 11:24:00,2021-01-25 11:24:00,12799,B,1.6,True,0,6.5842,16.884,38.415,63.47,109.5,108.62,-0.53515,-0.007603,4835.9,27.999,2.9717,236290000000.0,11.316,5.5617e+21,37.625,615360000000.0,7.1298e+20,7.2801,0.0,5.1409
320,320,2016-09-15 03:12:00,2016-09-15 03:12:00,2016-09-15 03:24:00,12591,B,2.3,False,0,25.952,220.29,36.756,69.476,141.53,139.26,0.55195,0.0050638,2653.7,27.84,2.2149,1505900000000.0,10.732,1.8062e+22,249.07,5175100000000.0,3.2021e+21,141.57,9.5997,97.302
323,323,2017-02-27 04:48:00,2017-02-27 05:00:00,2017-02-27 05:00:00,12640,B,1.5,False,0,6.0901,70.812,33.296,49.821,121.96,123.42,-0.018799,-0.0019664,2520.8,28.357,2.8003,367030000000.0,12.431,1.0368e+22,142.71,2981400000000.0,1.9333e+21,0.0,0.0,0.0
325,325,2012-08-28 03:00:00,2012-08-28 03:00:00,2012-08-28 03:00:00,11558,B,6.3,False,0,1.0903,43.054,27.01,31.437,65.206,84.426,-0.052846,-0.00017714,2378.2,23.431,4.5074,174680000000.0,7.9773,1.944e+22,151.43,3125500000000.0,3.9521e+21,90.844,13737.0,10.957
326,326,2013-03-23 12:12:00,2013-03-23 12:12:00,2013-03-23 12:24:00,11703,B,6.8,False,0,46.24,128.66,38.531,67.189,127.0,130.0,-0.49568,-0.0083616,4441.5,28.851,3.4705,1432000000000.0,14.955,3.2619e+22,302.03,5202700000000.0,4.1776e+21,152.57,305.58,31.031
327,327,2016-10-26 05:24:00,2016-10-26 05:24:00,2016-10-26 05:24:00,12603,B,1.2,True,0,39.678,288.54,36.783,54.325,116.54,117.67,0.20164,-0.0031028,3362.0,30.19,3.8158,1341500000000.0,16.594,5.7097e+22,529.26,11570000000000.0,7.8078e+21,180.09,1210.9,27.569
329,329,2016-07-13 14:36:00,2016-07-13 14:36:00,2016-07-13 14:48:00,12562,B,4.3,False,0,67.111,564.69,36.047,60.573,132.23,134.27,0.92154,0.0083711,2321.1,26.13,3.1141,4015700000000.0,10.702,2.4712e+22,382.65,8353600000000.0,4.6997e+21,61.323,0.0,17.438
335,335,2020-12-20 05:48:00,2020-12-20 05:48:00,2020-12-20 06:00:00,12793,B,1.1,False,0,2.3519,180.96,34.932,65.693,143.2,143.35,0.50357,0.0013363,1520.4,22.109,1.4165,451470000000.0,5.625,3.5537e+21,85.789,1920500000000.0,1.0107e+21,0.0,0.0,0.0
336,336,2016-12-21 14:12:00,2016-12-21 14:12:00,2016-12-21 14:24:00,12620,B,2.7,False,0,25.059,81.751,56.301,61.415,110.11,116.09,0.58608,-0.0059708,3467.9,43.568,3.1169,1252200000000.0,40.029,1.933e+22,184.27,4574200000000.0,1.9368e+21,21.26,0.0,9.1937
337,337,2013-01-24 16:12:00,2013-01-24 16:12:00,2013-01-24 16:24:00,11661,B,6.6,False,0,32.175,108.26,32.076,40.566,91.527,93.466,-0.16036,0.0047851,2782.5,25.04,0.0,1596200000000.0,10.381,2.4847e+22,227.86,4825100000000.0,4.366e+21,17.0,0.0,4.8126
338,338,2019-03-18 13:36:00,2019-03-18 13:36:00,2019-03-18 13:36:00,12735,B,1.2,True,0,0.44099,8.7143,36.957,43.617,113.67,115.25,-0.059585,0.0012216,2208.3,29.914,0.0,16688000000.0,19.391,1.0587e+21,11.717,302600000000.0,2.1775e+20,0.0,0.0,0.0
341,341,2020-10-14 09:24:00,2020-10-14 09:36:00,2020-10-14 09:36:00,12776,B,1.4,False,0,0.0,21.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3819,0.0,0.0,0.0,0.0,0.0,0.0,63.55,13654.0,6.4849
343,343,2012-11-03 19:12:00,2012-11-03 19:24:00,2012-11-03 19:24:00,11599,B,3.2,False,0,53.447,183.68,54.581,48.342,75.566,77.776,0.44177,0.0074501,16597.0,45.804,3.82,2604100000000.0,50.481,1.5815e+23,341.69,5146300000000.0,5.5578e+21,0.0,0.0,0.0
348,348,2010-06-08 13:36:00,2010-06-08 13:48:00,2010-06-08 13:48:00,11078,B,1.4,False,0,0.37853,0.055539,46.612,44.487,96.225,94.855,-0.33123,0.0015772,1949.0,34.555,0.0,48606000000.0,30.833,6.2121e+20,6.0086,220770000000.0,9.0936e+19,0.0,0.0,0.0
349,349,2016-03-03 15:12:00,2016-03-03 15:48:00,2016-03-03 16:00:00,12510,B,5.2,False,0,149.48,251.17,30.829,35.904,77.563,79.765,-0.28452,0.0077678,3068.9,25.212,3.5673,9811900000000.0,10.33,7.8437e+22,611.43,12347000000000.0,1.2817e+22,391.52,0.0,77.177
352,352,2016-08-28 19:48:00,2016-08-28 20:00:00,2016-08-28 20:00:00,12582,B,2.6,False,0,54.278,334.64,38.223,49.359,108.1,108.72,0.20858,-0.0033199,2946.8,31.622,3.6877,3724600000000.0,18.478,6.3981e+22,618.22,14746000000000.0,9.0232e+21,105.32,755.66,17.53
353,353,2011-04-28 08:48:00,2011-04-28 09:00:00,2011-04-28 09:12:00,11202,B,4.4,False,0,10.966,81.23,42.635,81.506,154.02,153.99,-0.022122,0.0062416,3404.8,29.866,2.663,630840000000.0,16.107,7.9446e+21,108.23,2221000000000.0,1.1356e+21,11.18,0.0,4.8348
356,356,2011-07-17 11:24:00,2011-07-17 11:24:00,2011-07-17 11:36:00,11257,B,4.1,False,0,0.25987,6.5186,21.904,29.022,93.745,93.819,0.028918,-0.00142,1256.5,20.45,0.0,2876100000.0,0.0,3.0537e+20,5.4196,131020000000.0,1.0875e+20,0.0,0.0,0.0
357,357,2017-03-04 22:48:00,2017-03-04 22:48:00,2017-03-04 23:00:00,12641,B,1.3,True,0,21.178,356.94,32.782,50.867,125.65,124.93,-0.040607,-0.0029252,1996.8,26.955,2.8445,1275000000000.0,10.869,1.9202e+22,296.79,7142000000000.0,4.0573e+21,0.0,0.0,0.0
