,index,time_start,time_peak,time_end,nar,xray_class,magnitude,COINCIDENCE,AR_class,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf
0,0,2016-04-04 19:24:00,2016-04-04 19:36:00,2016-04-04 19:48:00,12528,B,4.1,False,0,41.999,125.88,54.529,91.516,138.15,142.51,0.48288,0.014726,5548.6,39.695,3.5884,1812700000000.0,36.045,2.1016e+22,232.1,4293500000000.0,1.5147e+21,90.059,241.9,21.603
2,2,2021-02-18 13:24:00,2021-02-18 13:24:00,2021-02-18 13:36:00,12803,B,1.0,False,0,0.0,24.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.993,0.0,0.0,0.0,0.0,0.0,0.0,3.9584,0.0,0.83858
3,3,2021-02-19 14:36:00,2021-02-19 14:36:00,2021-02-19 14:48:00,12803,B,1.1,False,0,0.0,24.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.993,0.0,0.0,0.0,0.0,0.0,0.0,3.9584,0.0,0.83858
4,4,2011-08-13 14:24:00,2011-08-13 14:24:00,2011-08-13 14:24:00,11269,B,1.6,False,0,7.5936,78.494,33.046,67.508,148.66,148.38,0.81632,0.0047253,2394.5,23.628,0.0,708500000000.0,5.4138,5.1103e+21,88.272,1744300000000.0,1.0759e+21,0.0,0.0,0.0
5,5,2016-11-27 19:12:00,2016-11-27 19:12:00,2016-11-27 19:24:00,12613,B,2.0,False,0,0.00041804,0.0,0.0,26.125,40.322,38.099,0.15941,-0.00041804,208.61,19.013,0.0,81622000.0,0.0,2.7704e+17,0.00041804,21170000.0,2.7715e+17,0.0,0.0,0.0
6,6,2020-11-03 21:12:00,2020-11-03 21:12:00,2020-11-03 21:24:00,12780,B,4.7,False,0,3.4015,48.298,22.723,30.938,98.744,99.354,-0.85888,-0.0011044,1177.1,17.997,0.0,1368900000000.0,0.58442,4.8146e+21,101.9,1995200000000.0,2.0763e+21,0.0,0.0,0.0
11,11,2017-01-16 01:36:00,2017-01-16 01:36:00,2017-01-16 01:48:00,12626,B,1.3,False,0,84.607,392.84,44.674,39.647,78.08,82.231,-0.0173,-0.003755,8206.7,37.897,4.0296,2099900000000.0,34.863,2.456e+23,744.68,15313000000000.0,1.4183e+22,423.03,0.0,36.466
12,12,2020-01-25 07:00:00,2020-01-25 07:12:00,2020-01-25 07:12:00,12757,B,1.1,False,0,0.45996,4.6763,37.644,52.076,119.43,113.86,-0.47085,-0.0019656,2357.2,33.381,1.87,110120000000.0,24.786,7.3254e+20,8.8546,247140000000.0,1.108e+20,0.0,0.0,0.0
13,13,2011-08-11 22:48:00,2011-08-11 23:00:00,2011-08-11 23:24:00,11266,B,6.8,False,0,28.046,256.03,29.693,53.549,135.39,135.03,-0.0096895,-0.0036757,2229.5,23.866,0.0,747360000000.0,4.2983,2.2595e+22,343.95,7087100000000.0,5.1111e+21,44.407,0.0,20.778
14,14,2016-01-08 11:12:00,2016-01-08 11:24:00,2016-01-08 11:36:00,12482,B,8.6,False,0,3.0066,1.5306,33.871,109.58,231.58,242.33,21.753,-0.17686,3513.4,18.999,2.3462,188100000000.0,0.0,7.9321e+19,3.4917,57777000000.0,1.3475e+19,0.0,0.0,0.0
17,17,2016-04-27 13:12:00,2016-04-27 13:12:00,2016-04-27 13:24:00,12532,B,5.7,False,0,63.678,295.12,25.401,34.929,86.411,90.106,-0.24272,0.0037152,2013.7,19.961,3.5695,2928100000000.0,2.987,4.584e+22,564.33,10336000000000.0,1.2502e+22,0.0,0.0,0.0
18,18,2021-02-18 19:48:00,2021-02-18 20:36:00,2021-02-18 21:00:00,12803,B,1.3,True,0,0.0,24.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.993,0.0,0.0,0.0,0.0,0.0,0.0,3.9584,0.0,0.83858
19,19,2018-04-14 00:00:00,2018-04-14 00:12:00,2018-04-14 00:12:00,12704,B,1.0,False,0,29.379,116.83,31.723,51.552,111.0,110.7,-0.096134,0.0049896,2940.6,25.972,0.0,1012700000000.0,5.8764,2.2994e+22,272.59,4518500000000.0,4.3846e+21,70.841,132.76,22.127
24,24,2018-01-18 08:00:00,2018-01-18 08:12:00,2018-01-18 08:12:00,12696,B,4.0,False,0,131.42,207.0,51.412,75.191,128.5,128.05,0.38761,0.026613,4250.5,40.412,3.5615,3202400000000.0,33.556,2.7874e+22,349.0,6650200000000.0,2.59e+21,70.495,521.11,16.749
26,26,2012-02-14 23:00:00,2012-02-14 23:24:00,2012-02-14 23:36:00,11417,B,5.4,False,0,32.404,412.67,29.074,48.225,127.09,125.52,0.45948,-0.0030464,1877.8,23.83,2.3168,2505600000000.0,4.3245,2.6526e+22,431.64,9598700000000.0,6.5165e+21,0.0,0.0,0.0
27,27,2011-02-09 19:48:00,2011-02-09 20:00:00,2011-02-09 20:00:00,11157,B,2.9,False,0,7.2946,146.96,31.216,53.017,121.27,122.9,0.032055,-0.0012686,2855.1,25.473,3.4073,150190000000.0,8.6246,2.1806e+22,297.33,5639500000000.0,4.0475e+21,86.621,88.568,31.242
31,31,2012-09-14 23:24:00,2012-09-14 23:36:00,2012-09-14 23:48:00,11566,B,3.0,False,0,10.506,105.52,39.198,43.926,94.259,96.412,0.086167,-0.0017469,5210.2,32.811,3.4319,275780000000.0,22.897,4.1613e+22,220.24,4798900000000.0,3.7461e+21,0.0,0.0,0.0
34,34,2011-06-29 00:12:00,2011-06-29 00:24:00,2011-06-29 00:48:00,11240,B,7.3,False,0,53.105,167.68,28.871,46.481,109.33,111.57,0.10068,-0.0048299,2795.8,23.797,3.5694,1757200000000.0,5.0932,4.0825e+22,493.37,9447500000000.0,7.3153e+21,97.824,61.571,37.836
42,42,2021-08-18 18:12:00,2021-08-18 18:12:00,2021-08-18 18:24:00,12858,B,1.5,False,0,0.0039717,0.0,86.85,23.593,23.412,25.595,-1.0798,-0.00049647,1133.5,48.974,0.0,12319000000.0,62.5,1.2042e+19,0.0041798,4339500000.0,1.0794e+17,0.0,0.0,0.0
43,43,2021-03-07 07:24:00,2021-03-07 07:36:00,2021-03-07 07:36:00,12806,B,1.9,False,0,7.8021,189.25,26.803,37.15,115.65,115.4,0.053006,-0.00084759,1529.4,22.788,0.0,252750000000.0,3.3243,1.8696e+22,283.77,6546200000000.0,5.5416e+21,0.0,0.0,0.0
44,44,2017-11-23 09:00:00,2017-11-23 09:12:00,2017-11-23 09:12:00,12687,B,1.7,False,0,7.271,327.6,29.624,52.248,131.73,129.39,-0.071092,-0.00096228,1837.9,23.789,0.0,481500000000.0,4.4336,1.8443e+22,282.47,6554200000000.0,4.5522e+21,0.0,0.0,0.0
45,45,2021-05-14 00:36:00,2021-05-14 01:00:00,2021-05-14 01:24:00,12823,B,4.9,False,0,4.9509,117.78,43.914,83.896,144.11,141.3,-0.36279,0.0022092,5461.8,31.66,0.0,544060000000.0,17.894,1.6255e+22,136.01,2562400000000.0,1.5777e+21,0.0,0.0,0.0
49,49,2012-05-22 04:00:00,2012-05-22 04:00:00,2012-05-22 04:00:00,11485,B,4.8,False,0,5.2096,96.67,33.444,76.911,162.59,160.5,0.82302,0.0056935,1826.2,20.844,0.0,405970000000.0,3.9344,2.2192e+21,44.636,963360000000.0,5.7314e+20,0.0,0.0,0.0
51,51,2011-06-27 12:12:00,2011-06-27 12:12:00,2011-06-27 12:12:00,11241,B,3.2,False,0,28.103,247.15,34.002,70.289,147.75,143.56,-0.0016514,-0.0057494,2745.4,25.14,0.0,1180700000000.0,6.3011,1.7822e+22,260.65,5252400000000.0,3.3022e+21,139.01,39.691,53.768
52,52,2018-10-10 08:12:00,2018-10-10 08:12:00,2018-10-10 08:24:00,12724,B,1.7,False,0,0.31814,0.51031,30.106,121.9,308.34,760.2,-13.711,0.026511,43349.0,49.873,2.6587,86245000000.0,41.667,6.9084e+20,2.2006,32945000000.0,1.4944e+19,0.0,0.0,0.0
54,54,2017-04-01 01:36:00,2017-04-01 01:36:00,2017-04-01 01:48:00,12647,B,5.0,False,0,0.12271,4.2424,66.578,56.597,90.863,79.453,-0.35278,0.00052442,2578.1,46.006,0.0,67031000000.0,45.726,8.0119e+20,6.3074,239940000000.0,6.1318e+19,0.0,0.0,0.0
57,57,2010-10-03 21:36:00,2010-10-03 21:36:00,2010-10-03 21:48:00,11111,B,1.7,False,0,17.374,216.92,42.375,61.933,125.52,124.59,0.51328,0.0027767,2989.1,32.912,0.0,1691300000000.0,22.103,2.4838e+22,282.08,6331200000000.0,3.5083e+21,0.0,0.0,0.0
59,59,2017-08-02 00:00:00,2017-08-02 00:00:00,2017-08-02 00:12:00,12670,B,2.3,False,0,0.75708,20.524,25.673,24.265,29.76,34.685,-0.38735,-0.0037479,929.47,15.106,5.0445,42390000000.0,0.0,2.4935e+20,3.08,71234000000.0,1.1768e+20,205.35,110000.0,9.9166
62,62,2018-12-07 19:48:00,2018-12-07 19:48:00,2018-12-07 20:00:00,12729,B,1.2,False,0,25.931,194.18,40.273,54.548,106.76,108.26,-0.15174,-0.0023298,4255.2,32.444,3.2845,862170000000.0,20.609,6.2902e+22,488.66,9911500000000.0,7.1019e+21,189.31,622.7,30.535
63,63,2011-05-06 03:00:00,2011-05-06 03:12:00,2011-05-06 03:12:00,11206,B,3.9,False,0,8.8276,41.479,26.54,42.364,125.3,124.97,-0.051734,0.0069784,1952.7,23.943,0.0,658970000000.0,3.7945,3.2805e+21,53.565,1178000000000.0,7.9993e+20,0.0,0.0,0.0
64,64,2020-10-18 18:36:00,2020-10-18 18:36:00,2020-10-18 18:48:00,12777,B,1.2,False,0,14.262,33.514,43.58,43.377,87.248,107.99,0.052663,-0.0035469,3307.3,31.885,2.9064,526030000000.0,25.503,1.767e+22,145.61,2866500000000.0,2.5287e+21,0.0,0.0,0.0
65,65,2013-03-01 06:00:00,2013-03-01 06:00:00,2013-03-01 06:12:00,11683,B,4.0,False,0,183.71,591.35,40.743,34.531,60.269,72.004,-0.23945,0.0065389,7077.8,33.909,3.8338,7658400000000.0,27.749,2.6408e+23,945.3,15413000000000.0,2.0701e+22,18.439,0.0,2.7383
66,66,2012-08-22 01:24:00,2012-08-22 01:36:00,2012-08-22 01:48:00,11552,B,3.3,False,0,2.4776,66.749,52.049,58.708,111.53,155.66,-0.18272,-0.001008,14886.0,45.825,4.1846,719250000000.0,52.929,4.8593e+22,217.31,2870000000000.0,1.7801e+21,544.35,0.0,126.58
67,67,2012-04-14 08:00:00,2012-04-14 08:00:00,2012-04-14 08:12:00,11455,B,5.1,False,0,136.13,419.74,52.028,83.166,127.41,130.67,0.078526,-0.012042,7113.2,39.526,3.9309,8531600000000.0,33.463,1.0679e+23,785.49,14899000000000.0,7.2551e+21,132.6,5629.2,13.169
69,69,2021-08-06 19:12:00,2021-08-06 19:12:00,2021-08-06 19:24:00,12850,B,2.6,False,0,35.548,25.747,22.403,31.176,76.92,78.438,-0.2382,0.0044861,1031.9,16.82,2.0709,2313900000000.0,1.3377,1.0859e+22,207.23,4172400000000.0,5.2334e+21,0.0,0.0,0.0
71,71,2010-08-10 04:36:00,2010-08-10 04:48:00,2010-08-10 04:48:00,11096,B,1.9,False,0,12.904,100.86,51.251,81.174,136.42,136.34,0.50312,0.0043696,3108.2,35.565,3.0544,1006600000000.0,27.057,1.2189e+22,170.7,3756200000000.0,1.5862e+21,0.0,0.0,0.0
75,75,2021-04-29 17:48:00,2021-04-29 18:00:00,2021-04-29 18:12:00,12821,B,1.4,False,0,110.53,667.07,38.099,46.187,102.71,103.24,0.093756,-0.0034704,4288.3,30.973,3.774,1756000000000.0,20.725,1.8139e+23,1229.6,24973000000000.0,1.9948e+22,479.1,1845.9,48.497
78,78,2016-09-10 19:12:00,2016-09-10 19:12:00,2016-09-10 19:24:00,12591,B,9.6,False,0,6.526,76.204,28.722,48.545,133.0,130.95,-0.023823,-0.003112,1723.7,23.153,0.0,397180000000.0,4.1965,4.8004e+21,88.527,2027500000000.0,1.2501e+21,0.0,0.0,0.0
79,79,2011-08-27 04:36:00,2011-08-27 04:36:00,2011-08-27 04:48:00,11275,B,8.7,False,0,31.711,268.8,38.63,69.476,134.28,133.58,0.47766,0.0064335,2494.0,27.161,0.0,1343600000000.0,11.442,1.6325e+22,266.69,5638000000000.0,2.8409e+21,81.154,165.45,21.491
80,80,2016-08-22 09:24:00,2016-08-22 09:36:00,2016-08-22 09:36:00,12580,B,1.3,False,0,0.53904,40.869,36.122,24.853,36.364,35.632,-0.86748,0.0023539,2571.4,30.602,0.0,106960000000.0,17.467,7.8202e+20,2.3219,64843000000.0,1.239e+20,0.0,0.0,0.0
81,81,2019-03-18 18:24:00,2019-03-18 18:24:00,2019-03-18 18:36:00,12735,B,1.2,False,0,6.237,18.789,42.069,73.808,136.03,138.27,0.16037,-0.0088846,4076.4,32.132,2.8619,109740000000.0,19.088,3.8004e+21,42.577,804960000000.0,5.0484e+20,67.268,28.223,40.307
82,82,2022-01-06 09:36:00,2022-01-06 09:36:00,2022-01-06 09:48:00,12924,B,3.5,False,0,42.173,169.34,36.499,46.354,104.21,106.85,-0.27001,0.0044562,4549.9,30.128,3.8186,2395500000000.0,18.415,5.7192e+22,351.65,7273700000000.0,6.1759e+21,125.94,309.31,20.994
83,83,2011-05-03 03:48:00,2011-05-03 03:48:00,2011-05-03 04:00:00,11200,B,9.2,False,0,4.3623,218.98,32.902,64.336,148.3,146.85,0.49732,-0.0010169,2355.4,25.585,0.0,1140100000000.0,8.2284,1.342e+22,219.84,4536300000000.0,2.7694e+21,0.0,0.0,0.0
85,85,2010-08-30 15:12:00,2010-08-30 15:12:00,2010-08-30 15:24:00,11102,B,1.4,False,0,0.17328,206.2,51.645,72.655,114.37,113.4,0.26311,-3.0604e-05,5387.9,39.38,3.5,904160000000.0,33.628,4.0513e+22,271.51,6049400000000.0,3.136e+21,96.928,1501.3,14.12
87,87,2017-11-18 17:48:00,2017-11-18 17:48:00,2017-11-18 17:48:00,12687,B,1.1,False,0,35.271,402.66,36.229,49.638,109.71,109.68,0.22252,-0.0027295,2861.3,29.625,2.8155,1477700000000.0,15.625,4.9103e+22,514.25,11637000000000.0,7.4397e+21,29.744,0.0,6.5873
88,88,2010-10-23 17:24:00,2010-10-23 17:36:00,2010-10-23 17:36:00,11115,B,3.6,False,0,38.138,190.5,60.666,49.309,69.252,75.252,-0.19573,0.0049498,19785.0,53.84,3.8569,785100000000.0,67.229,2.0245e+23,263.31,5779500000000.0,5.5975e+21,0.0,0.0,0.0
96,96,2015-08-11 16:48:00,2015-08-11 17:00:00,2015-08-11 17:00:00,12400,B,4.8,False,0,27.604,88.282,24.999,29.707,87.982,87.914,-0.6642,0.0050846,1461.3,22.632,2.2049,1948200000000.0,0.73678,1.0536e+22,161.48,3781500000000.0,3.2692e+21,0.0,0.0,0.0
97,97,2016-10-25 00:48:00,2016-10-25 01:00:00,2016-10-25 01:12:00,12603,B,2.0,False,0,16.885,177.24,42.228,74.062,136.85,132.64,0.24993,-0.0037952,5113.4,31.205,0.0,578670000000.0,21.241,3.0212e+22,228.04,4740300000000.0,2.9277e+21,0.0,0.0,0.0
99,99,2012-04-13 14:24:00,2012-04-13 14:36:00,2012-04-13 14:36:00,11455,B,3.1,False,0,76.887,341.58,54.467,75.68,114.82,112.26,-0.17237,-0.0088549,4533.6,40.051,3.177,2104200000000.0,34.47,5.2279e+22,442.82,9667600000000.0,4.5111e+21,157.57,1373.3,21.197
100,100,2016-10-26 05:24:00,2016-10-26 05:36:00,2016-10-26 05:36:00,12603,B,1.7,False,0,33.914,288.49,37.042,54.134,116.41,117.85,0.11037,-0.0026649,3323.7,30.292,3.7706,782510000000.0,16.549,5.6172e+22,528.58,11579000000000.0,7.7762e+21,180.93,1246.7,27.378
102,102,2018-04-03 14:12:00,2018-04-03 14:12:00,2018-04-03 14:24:00,12703,B,1.2,False,0,5.1373,96.601,29.263,45.886,125.81,125.48,-0.13993,0.0028027,1615.5,24.702,0.0,652380000000.0,7.2559,3.9326e+21,72.223,1701000000000.0,1.0626e+21,0.0,0.0,0.0
103,103,2012-03-25 14:36:00,2012-03-25 14:48:00,2012-03-25 15:24:00,11438,B,5.8,False,0,75.554,284.0,39.489,55.602,112.27,112.63,0.54403,0.011885,4387.6,31.111,2.5876,2646500000000.0,17.917,3.7042e+22,289.82,6653900000000.0,3.7012e+21,0.0,0.0,0.0
104,104,2018-01-22 02:36:00,2018-01-22 02:48:00,2018-01-22 03:12:00,12696,B,9.5,False,0,17.031,57.057,26.768,31.969,101.18,100.78,-0.29206,0.0056318,1356.8,23.988,1.9388,1116800000000.0,3.9021,5.449e+21,81.185,2026800000000.0,1.6067e+21,0.0,0.0,0.0
105,105,2019-03-18 12:00:00,2019-03-18 12:12:00,2019-03-18 12:12:00,12735,B,1.3,False,0,0.47256,4.6217,32.709,39.747,121.6,119.85,0.69127,-0.0023746,2136.2,28.049,0.0,71631000000.0,7.0352,5.6456e+20,7.0836,186750000000.0,1.0886e+20,0.0,0.0,0.0
110,110,2016-03-08 03:24:00,2016-03-08 03:24:00,2016-03-08 03:36:00,12510,B,2.4,False,0,5.2092,446.48,35.319,69.212,140.42,143.88,0.58343,-0.0011307,2323.5,23.252,1.1498,1393000000000.0,4.7536,1.4216e+22,260.59,5324300000000.0,2.9514e+21,9.4868,0.0,4.1024
111,111,2020-10-19 06:36:00,2020-10-19 06:48:00,2020-10-19 06:48:00,12776,B,1.0,False,0,44.269,366.76,42.887,55.623,118.02,118.33,-0.065763,0.003929,6200.0,35.776,3.1879,1669800000000.0,28.109,9.2771e+22,506.72,10674000000000.0,6.8565e+21,57.544,0.0,7.8608
114,114,2018-04-01 12:48:00,2018-04-01 13:00:00,2018-04-01 13:12:00,12703,B,9.0,False,0,39.424,86.453,25.98,31.609,92.006,92.967,-0.31986,0.0051894,1538.2,21.789,2.7488,2909900000000.0,2.2509,1.5519e+22,214.05,4790100000000.0,4.5899e+21,0.0,0.0,0.0
117,117,2011-03-18 11:36:00,2011-03-18 11:36:00,2011-03-18 11:48:00,11173,B,3.3,False,0,5.5004,292.3,38.621,65.033,130.78,130.34,0.19577,0.00059618,4344.9,29.667,2.9541,940630000000.0,15.023,5.3235e+22,469.26,9439000000000.0,6.4719e+21,84.367,0.0,14.152
120,120,2018-12-15 13:48:00,2018-12-15 13:48:00,2018-12-15 13:48:00,12731,B,1.0,False,0,2.5663,16.454,25.198,49.722,133.8,139.55,-0.79581,-0.0036349,1656.8,20.848,2.1619,286340000000.0,4.9575,1.5534e+21,37.062,669990000000.0,5.3e+20,0.0,0.0,0.0
121,121,2012-05-26 21:24:00,2012-05-26 21:24:00,2012-05-26 21:24:00,11490,B,5.5,False,0,55.164,195.93,33.292,51.649,116.91,118.03,0.029259,0.0060593,2824.8,26.916,3.5363,2068900000000.0,10.083,3.4153e+22,383.79,7643400000000.0,6.2047e+21,135.57,154.07,40.414
123,123,2010-11-28 04:00:00,2010-11-28 04:00:00,2010-11-28 04:00:00,11129,B,1.3,False,0,0.33509,0.0,42.38,29.017,77.616,84.122,-3.0921,0.011555,2385.5,41.072,2.5485,45934000000.0,37.931,9.1873e+19,0.49363,19394000000.0,1.1057e+19,87.664,78.606,30.531
126,126,2017-03-04 10:12:00,2017-03-04 10:12:00,2017-03-04 10:24:00,12641,B,1.7,False,0,73.352,447.83,35.252,66.223,140.55,137.56,0.4534,-0.0095052,2051.8,24.909,3.1654,2656300000000.0,8.098,2.103e+22,368.15,7871900000000.0,4.5344e+21,0.0,0.0,0.0
131,131,2011-02-10 20:48:00,2011-02-10 20:48:00,2011-02-10 20:48:00,11156,B,5.3,False,0,26.357,168.84,38.625,78.936,145.72,147.38,0.33649,0.0063449,3739.8,27.753,0.0,1349400000000.0,10.64,2.0631e+22,273.23,4979100000000.0,3.0314e+21,172.17,315.15,34.542
138,138,2018-01-20 17:36:00,2018-01-20 17:48:00,2018-01-20 17:48:00,12696,A,9.1,False,0,20.608,128.37,33.799,66.085,147.77,145.44,-0.10757,0.0084183,2120.4,26.622,2.6062,1586100000000.0,11.887,6.8936e+21,121.98,2681400000000.0,1.5087e+21,0.0,0.0,0.0
139,139,2012-12-17 07:24:00,2012-12-17 07:36:00,2012-12-17 07:36:00,11634,B,7.4,False,0,213.08,834.81,40.33,36.721,71.673,76.109,-0.05088,0.0044987,7309.8,33.123,4.3188,4876500000000.0,25.846,4.5981e+23,1559.3,30059000000000.0,3.2586e+22,263.16,1434.5,18.767
144,144,2010-09-04 07:00:00,2010-09-04 07:00:00,2010-09-04 07:00:00,11103,B,6.0,False,0,10.805,71.89,28.618,44.013,110.29,110.86,-0.24972,-0.0023535,1629.1,23.401,1.7447,614010000000.0,4.3128,9.9327e+21,160.65,3577500000000.0,2.8424e+21,0.0,0.0,0.0
145,145,2021-09-21 23:48:00,2021-09-21 23:48:00,2021-09-21 23:48:00,12872,B,4.1,False,0,4.2833,150.3,34.326,50.911,123.6,124.04,0.015815,-0.00060066,2913.1,27.995,2.4736,59801000000.0,11.443,2.7588e+22,313.51,6343000000000.0,4.5026e+21,12.649,0.0,2.7713
146,146,2015-05-21 05:12:00,2015-05-21 05:36:00,2015-05-21 05:48:00,12346,B,6.3,False,0,41.882,410.66,28.026,42.635,112.44,112.39,-0.16138,-0.0023947,1906.6,23.376,3.2306,1520600000000.0,3.6309,4.4282e+22,620.15,13724000000000.0,1.078e+22,339.32,0.0,140.98
149,149,2016-07-17 18:48:00,2016-07-17 19:12:00,2016-07-17 19:24:00,12657,B,8.4,False,0,6.3517,58.515,22.12,27.778,85.295,85.529,-0.28704,0.0012858,1042.0,18.05,0.0,762200000000.0,0.10119,6.8377e+21,127.76,2818300000000.0,3.1752e+21,0.0,0.0,0.0
150,150,2021-03-25 21:36:00,2021-03-25 21:48:00,2021-03-25 21:48:00,12812,B,1.0,False,0,25.195,132.7,34.759,33.602,81.34,82.987,0.0078891,-0.0026233,4351.9,29.214,3.4374,45390000000.0,17.295,5.5506e+22,265.01,5783900000000.0,5.7619e+21,0.0,0.0,0.0
151,151,2012-03-20 14:48:00,2012-03-20 14:48:00,2012-03-20 14:48:00,11438,B,4.3,False,0,0.0,23.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2778,0.0,0.0,0.0,0.0,0.0,0.0,47.391,824.79,8.8224
152,152,2010-06-09 13:24:00,2010-06-09 13:24:00,2010-06-09 13:24:00,11078,B,1.1,False,0,55.387,138.68,50.636,70.413,117.41,122.97,0.38581,0.0080004,7585.3,42.224,3.6538,1703900000000.0,36.458,6.974e+22,416.47,8534100000000.0,4.4127e+21,134.07,1060.6,17.683
153,153,2013-02-28 15:48:00,2013-02-28 16:00:00,2013-02-28 16:00:00,11682,B,7.9,False,0,83.178,422.19,57.482,72.409,104.79,104.06,-0.16096,0.0059168,7064.9,45.744,3.7799,1333900000000.0,47.155,1.319e+23,675.29,14981000000000.0,7.5607e+21,170.9,4182.4,16.79
154,154,2017-05-01 09:00:00,2017-05-01 09:00:00,2017-05-01 09:12:00,12652,B,1.4,False,0,7.4746,118.11,47.42,32.911,63.035,72.27,0.18034,0.0012223,8013.7,38.459,3.737,588880000000.0,37.498,6.5079e+22,241.45,3227600000000.0,4.0789e+21,0.0,0.0,0.0
155,155,2019-03-18 17:24:00,2019-03-18 17:24:00,2019-03-18 17:36:00,12735,B,1.3,True,0,3.8227,19.492,45.134,61.767,118.62,119.05,0.56134,-0.0046562,3316.5,35.157,2.8578,239880000000.0,26.797,3.616e+21,37.643,817140000000.0,4.9229e+20,0.0,0.0,0.0
156,156,2016-06-18 14:24:00,2016-06-18 14:24:00,2016-06-18 14:36:00,12556,B,3.1,False,0,21.808,85.439,49.292,32.278,51.235,54.195,-0.2219,0.0054331,7869.0,39.06,3.4116,483600000000.0,39.836,4.1948e+22,149.58,1976400000000.0,2.6834e+21,8.544,0.0,3.7742
157,157,2021-01-25 06:24:00,2021-01-25 06:36:00,2021-01-25 06:48:00,12799,B,5.0,False,0,1.2903,16.67,38.722,74.886,124.96,124.74,-0.020426,-0.0018459,5500.0,27.152,0.0,12724000000.0,6.7239,5.1056e+21,25.778,429130000000.0,6.4089e+20,0.0,0.0,0.0
158,158,2021-02-18 11:36:00,2021-02-18 11:48:00,2021-02-18 11:48:00,12803,B,1.2,False,0,0.0,24.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.993,0.0,0.0,0.0,0.0,0.0,0.0,3.9584,0.0,0.83858
159,159,2011-07-18 23:24:00,2011-07-18 23:36:00,2011-07-18 23:48:00,11255,B,4.5,False,0,106.4,1089.8,42.135,58.472,114.88,114.24,0.46036,-0.0061818,5754.3,32.864,2.9023,4304400000000.0,25.418,1.3153e+23,765.95,16214000000000.0,1.0288e+22,446.77,0.0,54.736
165,165,2021-03-08 03:00:00,2021-03-08 03:00:00,2021-03-08 03:12:00,12806,B,1.3,True,0,52.342,300.76,35.046,44.089,93.603,101.14,0.068177,-0.0031861,3424.3,29.273,4.0542,580330000000.0,15.759,7.4713e+22,647.97,13688000000000.0,1.0425e+22,125.22,409.57,24.017
167,167,2013-02-28 15:12:00,2013-02-28 15:12:00,2013-02-28 15:24:00,11683,B,5.7,False,0,5.9549,636.5,56.64,30.163,48.875,59.554,-0.13629,-0.00076611,13965.0,52.344,4.6933,745120000000.0,58.176,1.4416e+23,305.46,4027300000000.0,5.5908e+21,150.4,14483.0,14.22
168,168,2016-10-25 08:48:00,2016-10-25 09:00:00,2016-10-25 09:00:00,12603,B,1.3,True,0,11.803,176.63,38.944,67.165,136.35,132.25,0.31225,-0.0025821,4822.1,29.336,2.4582,742820000000.0,18.486,2.9273e+22,220.82,4396500000000.0,3.0625e+21,0.0,0.0,0.0
169,169,2015-11-20 12:24:00,2015-11-20 12:48:00,2015-11-20 13:00:00,12455,B,7.3,False,0,6.6146,53.297,30.209,54.162,128.22,126.26,-0.50799,-0.0071587,1643.2,23.192,1.7962,481530000000.0,4.329,2.0164e+21,37.863,863580000000.0,5.3481e+20,0.0,0.0,0.0
171,171,2017-03-29 01:24:00,2017-03-29 01:36:00,2017-03-29 01:36:00,12646,B,4.5,False,0,7.511,59.594,25.842,33.675,87.192,86.256,0.10744,-0.0013292,1894.1,20.172,2.7454,318220000000.0,1.3272,1.4215e+22,170.09,3237600000000.0,3.5265e+21,0.0,0.0,0.0
178,178,2016-05-05 07:12:00,2016-05-05 07:24:00,2016-05-05 07:24:00,12536,B,4.1,False,0,169.74,348.67,37.6,46.227,104.24,108.18,-0.044982,0.0095282,3674.3,31.423,3.999,9852200000000.0,18.667,8.6944e+22,682.81,14758000000000.0,1.0746e+22,12.576,0.0,2.3687
179,179,2015-02-20 01:00:00,2015-02-20 01:00:00,2015-02-20 01:12:00,12287,B,6.1,False,0,13.808,158.03,43.095,86.77,163.69,169.32,-0.35434,-0.003103,4238.6,30.562,3.5318,810520000000.0,18.243,2.5055e+22,340.7,6508400000000.0,3.1647e+21,125.72,220.2,31.28
180,180,2021-09-24 23:24:00,2021-09-24 23:36:00,2021-09-24 23:36:00,12872,B,2.0,False,0,19.633,505.46,49.331,79.446,123.73,120.41,0.27947,-0.0018194,5183.4,36.548,2.4725,1596400000000.0,28.45,7.4282e+22,550.44,11266000000000.0,6.5243e+21,163.08,1190.5,23.372
181,181,2013-01-18 14:12:00,2013-01-18 14:12:00,2013-01-18 14:24:00,11659,B,4.6,False,0,0.67987,61.991,25.597,38.235,90.887,91.241,0.06054,-0.00015452,1647.5,19.661,0.0,259450000000.0,0.45455,9.6271e+21,152.16,2939900000000.0,3.1554e+21,0.0,0.0,0.0
