T_REC,NOAA_AR,R_VALUE,MEANPOT,EPSZ,TOTBSQ,TOTFZ,TOTABSTWIST
2014.11.14_17:36:00.000_TAI,12209,4.995,7631.5,-0.1218254626096446,76855211353.72067,-4947.482064424814,6007.656947033411
2011.09.27_13:48:00.000_TAI,11302,4.933,20831.0,-0.0711758549721512,77013224380.46234,-2896.4819928594115,6240.38723880796
2013.10.23_11:36:00.000_TAI,11875,4.941,16045.0,-0.0702446548800044,77435197503.76349,-2874.2491838415986,6256.204730552165
2011.08.08_23:12:00.000_TAI,11263,4.532,10198.0,-0.4193315866750017,34941012933.11874,-7742.227577175447,7212.896997684931
2011.02.08_20:36:00.000_TAI,11153,4.4430000000000005,8586.8,-0.459060256585185,36373329605.400055,-8823.188992646797,7341.344189262701
2013.04.20_21:00:00.000_TAI,11726,4.767,14233.0,-0.0114264933569465,70918776066.73323,-428.2003473100467,5183.452723636203
2011.08.07_09:36:00.000_TAI,11263,4.776,12876.0,-0.126939236482777,56684497180.92448,-3802.1831926195055,5870.139619826984
2012.11.12_12:24:00.000_TAI,11613,4.107,6977.0,-0.4536136085364976,9717752727.44342,-2329.296506160377,1747.7748800811853
2015.12.23_03:48:00.000_TAI,12473,4.705,13652.0,-0.2880218082789935,20673253464.29601,-3146.350293429408,2411.4016611215598
2014.10.18_09:48:00.000_TAI,12192,4.792,12952.0,-0.3817293816947392,26954460093.19038,-5436.995717780411,4910.4987486055925
2011.04.22_13:00:00.000_TAI,11195,4.801,5996.7,-0.3635245530288273,28993775417.588573,-5569.437753540213,5239.472123236636
2014.11.06_06:00:00.000_TAI,12205,4.851,6789.2,-0.3410741211185026,32423588517.11666,-5843.62897941572,5420.121318621244
2015.01.01_23:12:00.000_TAI,12253,4.9430000000000005,11756.0,-0.2847792564031829,36259254757.98698,-5456.322655938534,6259.563489043188
2015.08.26_15:48:00.000_TAI,12403,5.035,13272.0,-0.1911739491436936,46171150089.14602,-4664.147101130038,6855.733168573538
2014.12.18_11:24:00.000_TAI,12241,4.912,15872.0,-0.1226771375167436,62524657774.297714,-4053.1036255704175,7387.678822667282
2012.05.09_03:12:00.000_TAI,11476,5.004,15681.0,-0.0914641888774669,69014517119.7365,-3335.525932377262,8048.437142424341
2014.12.15_18:48:00.000_TAI,12242,4.997,9415.4,-0.1455205749068683,85152243833.20613,-6547.768491815305,8645.487012220525
2011.11.01_21:48:00.000_TAI,11339,4.828,15894.0,-0.2265434721728009,82047213389.68933,-9821.73431214064,8266.604868646667
2013.04.05_15:12:00.000_TAI,11719,4.716,0.0,-0.2416631776420105,83924972250.34883,-10717.030791734924,8586.718289108785
2012.06.29_13:12:00.000_TAI,11513,4.324,5441.0,-0.2167901123698984,16645414265.70868,-1906.807756104136,2981.363403842068
2013.11.21_04:36:00.000_TAI,11904,4.356,18699.0,-0.3061599162221966,20459844027.78424,-3309.965202686567,3049.9481706773995
2015.09.19_21:00:00.000_TAI,12420,4.694,0.0,-0.1068375825811465,43311551969.38799,-2445.122291336505,4122.469240592027
2015.04.12_03:00:00.000_TAI,12321,4.752,8015.2,-0.1000112365379816,48289421563.04357,-2551.9581824856728,4708.247559509126
2011.06.06_19:00:00.000_TAI,11226,3.786,3107.1,-0.5127961135369615,5526856551.0076,-1497.5995617675846,1236.202431935955
2012.07.07_03:12:00.000_TAI,11520,4.775,9071.7,-0.0917832431502293,50580927933.4067,-2453.143767100057,4186.470851751934
2016.07.20_16:24:00.000_TAI,12567,4.876,13827.0,-0.0883794969591983,51382688933.57324,-2399.612688354165,4330.190710746862
2011.06.14_00:00:00.000_TAI,11236,4.9060000000000015,11445.0,-0.0915324183359489,59860454311.71465,-2895.2608160996288,5750.0361985031495
2014.06.12_10:48:00.000_TAI,12085,4.965,10426.0,-0.0938816971543849,61328021076.158966,-3042.3739461152345,5811.783136019147
2014.11.16_03:00:00.000_TAI,12209,4.978,9081.6,-0.1011262738549669,61538741236.6665,-3288.406065455823,5705.369657388115
2011.03.11_08:00:00.000_TAI,11166,4.988,11522.0,-0.1011010277692392,61112122233.155525,-3264.792748499641,5686.015023083799
2014.01.03_07:12:00.000_TAI,11944,5.0280000000000005,10616.0,-0.0974062229819723,63508246096.370026,-3268.809021590241,6080.387536414201
2011.09.26_01:00:00.000_TAI,11302,5.145,19678.0,-0.1071628547813037,70436982872.21475,-3988.574673316509,7113.52836978322
2015.08.25_08:24:00.000_TAI,12403,5.149,16209.0,-0.1541282107160868,76374929707.30153,-6220.2191912242615,8479.592283592947
2014.01.30_10:00:00.000_TAI,11967,5.162999999999999,12724.0,-0.1649929477312104,77729229009.75716,-6776.7675098133,8686.74129410097
2012.05.09_13:24:00.000_TAI,11476,5.087,16995.0,-0.2224265799586817,76927804724.39229,-9041.547079481332,8706.441418819633
2014.02.06_17:36:00.000_TAI,11968,4.949,8582.4,-0.2660127584858764,76577028808.50023,-10764.003139622804,8645.14054033076
2015.06.18_16:36:00.000_TAI,12371,4.88,13577.0,-0.3060337552480928,69948136116.35077,-11311.449646657593,8107.633671142978
2013.11.08_08:00:00.000_TAI,11891,4.209,8021.8,-0.5234829538083791,26307416223.18964,-7277.018311619196,4947.182208644124
2013.10.26_05:24:00.000_TAI,11882,4.645,10282.0,-0.3263708786173277,57050145647.80367,-9838.770632567062,6927.95046369695
2012.03.04_06:00:00.000_TAI,11429,4.471,14775.0,-0.3087986346158197,25158825617.99963,-4105.239292910221,2782.3353832042217
2013.11.09_03:12:00.000_TAI,11890,4.523,11405.0,-0.3289982560603004,24904005413.097355,-4329.477457300746,2792.5612844361376
2017.07.07_08:24:00.000_TAI,12665,4.557,9771.8,-0.1119163079802203,41010070720.56885,-2425.2501035656005,5867.4494830295325
2013.06.20_04:00:00.000_TAI,11777,4.131,14921.0,-0.4270547016075584,20309150850.79471,-4582.9795743576005,3216.27408740568
2012.01.15_23:24:00.000_TAI,11401,4.702,8640.5,-0.2466557526639129,40081439844.302826,-5224.047470324012,3802.936014067429
2011.11.14_10:48:00.000_TAI,11346,4.024,4040.3,-0.4888229603949624,24999102486.57412,-6457.265953783397,4637.571223936299
2012.09.04_12:12:00.000_TAI,11560,4.13,5907.0,-0.3010381515375546,17054418210.164171,-2712.8834082434278,4291.468416722619
2013.10.31_12:24:00.000_TAI,11884,4.617,11495.0,-0.2937237845777962,22167725272.55257,-3440.5897376430357,5690.115491797809
2014.11.08_03:24:00.000_TAI,12205,4.824,9161.0,-0.3338799169585955,30708430069.636467,-5417.770433560495,7159.55021958467
2015.08.26_21:48:00.000_TAI,12403,4.908,14130.0,-0.3334970292961083,33089729687.481407,-5831.199688247899,7197.892524244859
2021.10.08_08:24:00.000_TAI,12882,4.353,16432.0,-0.1602563559103944,69980979078.14886,-5926.08732614513,6008.989210205848
2015.12.21_07:36:00.000_TAI,12472,4.65,1936.8,-0.0900245898010226,54355076356.77548,-2585.676033020105,4345.456918221925
2013.05.04_22:36:00.000_TAI,11739,4.621,4486.9,-0.0881285073696868,54788430557.63586,-2551.39738389492,4420.286782842964
2013.11.15_07:48:00.000_TAI,11900,4.582,11578.0,-0.2545879779876307,53028292782.10725,-7133.757471788554,5197.2039457471
2014.05.24_09:48:00.000_TAI,12065,4.489,4310.4,-0.2538047002513626,53215430793.105,-7136.906520990611,5164.353823726712
2021.08.26_21:12:00.000_TAI,12860,4.544,7723.7,-0.2555231158830392,53089155623.22155,-7168.180694370065,5176.992639485213
2013.05.22_11:00:00.000_TAI,11745,3.285,2700.1,-0.6598685337117359,2156755356.480008,-752.0227375690855,497.9819223310767
2014.10.07_09:48:00.000_TAI,12182,3.404,2831.2,-0.6104588257347233,3079098241.081897,-993.2364342356396,670.5578435021871
2016.02.14_19:48:00.000_TAI,12497,4.877,5468.0,-0.2676671084494293,45405545430.03458,-6422.09394472396,5603.634370012199
2014.04.23_11:00:00.000_TAI,12035,4.624,5810.1,-0.2180721628917665,35767567036.57441,-4121.567415442842,3782.9938958223433
2013.06.19_18:00:00.000_TAI,11777,4.323,838.02,-0.11214024477546,45490703221.54765,-2695.609320399972,3656.7232802833855
2010.08.06_19:36:00.000_TAI,11093,3.735,6646.0,-0.1573416206284048,7572741219.602603,-629.6071033195193,907.2753749885844
2011.10.20_09:48:00.000_TAI,11319,4.547,6094.4,-0.1007193667028809,19517639640.680584,-1038.7548163817007,2512.2380348601155
2014.01.12_17:00:00.000_TAI,11944,4.722,11402.0,-0.0892340978732775,24940894482.347733,-1176.022624282556,3022.5427034045856
2012.01.16_17:12:00.000_TAI,11401,4.68,8114.6,-0.0797576257584893,27434568470.765747,-1156.2270536519825,3325.5852855470507
2014.11.09_01:00:00.000_TAI,12205,4.77,8912.8,-0.0718085648455544,28176777804.244823,-1069.1543615009064,3388.496934270921
2015.04.12_03:00:00.000_TAI,12321,4.752,8015.2,-0.0484873066475293,29066306514.00642,-744.7158967193878,3365.89063590827
2015.10.02_11:24:00.000_TAI,12422,4.84,9310.4,-0.0170841584815701,33088318906.524868,-298.7040579758721,3913.56099320964
2013.10.22_18:48:00.000_TAI,11875,4.919,12081.0,-0.0117007724720378,39577686297.95844,-244.7020785459248,4393.888815613199
2012.07.08_11:36:00.000_TAI,11520,4.957,11180.0,-0.0081541591805235,40334786576.24033,-173.79281255375915,4279.242763207282
2017.09.07_12:24:00.000_TAI,12673,5.016,15580.0,-0.0057994014036392,40956615594.85226,-125.5104511660208,4358.57998045834
2014.02.01_13:00:00.000_TAI,11967,5.207999999999998,19700.0,-0.0229677625919366,55588913720.9839,-674.651737179723,5640.8833384761965
2014.02.06_08:12:00.000_TAI,11967,5.235,14297.0,-0.0301035177248887,60141213252.2125,-956.6701477040556,6662.629529358643
2014.02.06_07:36:00.000_TAI,11967,5.247000000000001,14691.0,-0.0427013043155454,62290993357.56025,-1405.526961232123,6634.34628198943
2014.02.05_14:36:00.000_TAI,11967,5.263,17554.0,-0.0430886745514671,63360729281.307785,-1442.6337105782245,6788.750241160856
2012.07.05_06:12:00.000_TAI,11515,5.247999999999998,13181.0,-0.0445552187651811,65946305924.13532,-1552.6081161459506,6644.598104906497
2014.01.04_00:12:00.000_TAI,11944,5.166,11360.0,-0.0497806948768714,72429316048.05666,-1905.2332365535292,7041.540636670428
2014.02.05_09:36:00.000_TAI,11967,5.2620000000000005,19500.0,-0.0470885268024229,74739973156.81584,-1859.6912222078656,7418.489307700249
2017.09.10_03:00:00.000_TAI,12673,5.266,3612.0,-0.0492728461217148,73478533398.9648,-1913.1142146423792,7494.492249066001
2012.03.07_11:48:00.000_TAI,11429,5.306,17068.0,-0.0747488540040848,77389729053.91685,-3056.754764166384,8164.724543690815
2012.07.12_07:48:00.000_TAI,11520,5.097,13916.0,-0.165450592460853,81113551295.49513,-7091.441013399093,7812.699714600269
2017.09.04_20:24:00.000_TAI,12673,5.134,19485.0,-0.1677047752206119,80246644882.77628,-7111.236665088082,7459.040734247535
2012.07.13_19:36:00.000_TAI,11521,5.124,11769.0,-0.1630399324765085,79550227781.51598,-6853.4335488557,7550.080950743241
2013.11.05_02:48:00.000_TAI,11890,5.048,12280.0,-0.1913748472136508,74241212078.53076,-7507.626362364514,7517.885716098688
2015.11.02_07:48:00.000_TAI,12445,4.914,10233.0,-0.2451662616843261,72443997440.15329,-9385.033470045571,7518.078267251362
2013.05.10_08:48:00.000_TAI,11745,4.874,0.0,-0.2603545011069359,72295490284.91685,-9946.014309667777,7994.463560246645
2013.05.10_08:48:00.000_TAI,11745,4.874,0.0,-0.2307476136496428,69742140090.76688,-8503.647957963058,7533.685026255677
