,time_start,time_peak,time_end,nar,xray_class,magnitude,COINCIDENCE,AR_class,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf
47,2021-09-03 00:36:00,2021-09-03 00:36:00,2021-09-03 00:48:00,12863,B,3.6,False,0,30.091,146.14,40.143,66.967,130.78,139.45,0.066938,0.0047908,5485.3,31.844,3.8509,675860000000.0,18.994,4.5756e+22,433.02,7746000000000.0,4.3424e+21,24.187,0.0,5.4162
48,2010-11-25 00:24:00,2010-11-25 00:24:00,2010-11-25 00:24:00,11128,B,1.1,False,0,0.0,30.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9213,0.0,0.0,0.0,0.0,0.0,0.0,21.224,5687.7,2.6112
49,2012-05-22 04:00:00,2012-05-22 04:00:00,2012-05-22 04:00:00,11485,B,4.8,False,0,5.2096,96.67,33.444,76.911,162.59,160.5,0.82302,0.0056935,1826.2,20.844,0.0,405970000000.0,3.9344,2.2192e+21,44.636,963360000000.0,5.7314e+20,0.0,0.0,0.0
50,2015-02-15 00:36:00,2015-02-15 00:48:00,2015-02-15 00:48:00,12283,B,9.0,False,0,12.567,74.9,31.83,62.804,143.76,140.82,0.78969,-0.0082898,1905.3,23.293,0.0,613930000000.0,5.4749,3.8359e+21,71.218,1520000000000.0,9.2196e+20,0.0,0.0,0.0
51,2011-06-27 12:12:00,2011-06-27 12:12:00,2011-06-27 12:12:00,11241,B,3.2,False,0,28.103,247.15,34.002,70.289,147.75,143.56,-0.0016514,-0.0057494,2745.4,25.14,0.0,1180700000000.0,6.3011,1.7822e+22,260.65,5252400000000.0,3.3022e+21,139.01,39.691,53.768
52,2018-10-10 08:12:00,2018-10-10 08:12:00,2018-10-10 08:24:00,12724,B,1.7,False,0,0.31814,0.51031,30.106,121.9,308.34,760.2,-13.711,0.026511,43349.0,49.873,2.6587,86245000000.0,41.667,6.9084e+20,2.2006,32945000000.0,1.4944e+19,0.0,0.0,0.0
53,2016-03-25 14:48:00,2016-03-25 15:00:00,2016-03-25 15:00:00,12526,B,6.5,False,0,109.8,500.44,49.851,27.619,54.651,71.068,-0.12789,-0.0049788,11762.0,41.351,3.9043,3419300000000.0,42.442,3.4454e+23,566.41,10521000000000.0,1.4166e+22,32.062,3752.9,3.1448
54,2017-04-01 01:36:00,2017-04-01 01:36:00,2017-04-01 01:48:00,12647,B,5.0,False,0,0.12271,4.2424,66.578,56.597,90.863,79.453,-0.35278,0.00052442,2578.1,46.006,0.0,67031000000.0,45.726,8.0119e+20,6.3074,239940000000.0,6.1318e+19,0.0,0.0,0.0
56,2016-01-17 10:36:00,2016-01-17 10:48:00,2016-01-17 11:12:00,12485,B,3.7,False,0,18.631,233.45,33.805,55.159,120.19,120.91,0.33748,-0.0020077,3188.1,27.348,3.5914,1594600000000.0,11.013,3.9291e+22,460.07,9001900000000.0,6.4029e+21,102.47,218.81,28.261
57,2010-10-03 21:36:00,2010-10-03 21:36:00,2010-10-03 21:48:00,11111,B,1.7,False,0,17.374,216.92,42.375,61.933,125.52,124.59,0.51328,0.0027767,2989.1,32.912,0.0,1691300000000.0,22.103,2.4838e+22,282.08,6331200000000.0,3.5083e+21,0.0,0.0,0.0
58,2017-07-03 09:36:00,2017-07-03 09:48:00,2017-07-03 10:00:00,12664,B,2.2,False,0,14.757,61.029,40.15,31.764,62.151,66.526,-0.21504,-0.0029638,4362.3,28.632,3.1589,681950000000.0,22.193,2.8845e+22,124.5,2156900000000.0,3.1595e+21,0.0,0.0,0.0
59,2017-08-02 00:00:00,2017-08-02 00:00:00,2017-08-02 00:12:00,12670,B,2.3,False,0,0.75708,20.524,25.673,24.265,29.76,34.685,-0.38735,-0.0037479,929.47,15.106,5.0445,42390000000.0,0.0,2.4935e+20,3.08,71234000000.0,1.1768e+20,205.35,110000.0,9.9166
60,2021-04-24 20:00:00,2021-04-24 20:00:00,2021-04-24 20:12:00,12820,B,2.1,True,0,94.824,194.48,52.232,59.21,105.69,103.86,0.3225,-0.01249,7659.2,43.114,3.6393,1301900000000.0,44.165,7.7224e+22,401.39,8701200000000.0,4.2163e+21,249.99,0.0,37.78
61,2010-06-25 10:12:00,2010-06-25 10:12:00,2010-06-25 10:24:00,11082,B,3.4,False,0,24.729,85.286,26.609,39.212,100.74,100.26,-0.21983,-0.003675,2156.1,21.305,2.095,803980000000.0,2.7047,1.9267e+22,244.63,4669500000000.0,4.5989e+21,0.0,0.0,0.0
62,2018-12-07 19:48:00,2018-12-07 19:48:00,2018-12-07 20:00:00,12729,B,1.2,False,0,25.931,194.18,40.273,54.548,106.76,108.26,-0.15174,-0.0023298,4255.2,32.444,3.2845,862170000000.0,20.609,6.2902e+22,488.66,9911500000000.0,7.1019e+21,189.31,622.7,30.535
63,2011-05-06 03:00:00,2011-05-06 03:12:00,2011-05-06 03:12:00,11206,B,3.9,False,0,8.8276,41.479,26.54,42.364,125.3,124.97,-0.051734,0.0069784,1952.7,23.943,0.0,658970000000.0,3.7945,3.2805e+21,53.565,1178000000000.0,7.9993e+20,0.0,0.0,0.0
64,2020-10-18 18:36:00,2020-10-18 18:36:00,2020-10-18 18:48:00,12777,B,1.2,False,0,14.262,33.514,43.58,43.377,87.248,107.99,0.052663,-0.0035469,3307.3,31.885,2.9064,526030000000.0,25.503,1.767e+22,145.61,2866500000000.0,2.5287e+21,0.0,0.0,0.0
65,2013-03-01 06:00:00,2013-03-01 06:00:00,2013-03-01 06:12:00,11683,B,4.0,False,0,183.71,591.35,40.743,34.531,60.269,72.004,-0.23945,0.0065389,7077.8,33.909,3.8338,7658400000000.0,27.749,2.6408e+23,945.3,15413000000000.0,2.0701e+22,18.439,0.0,2.7383
66,2012-08-22 01:24:00,2012-08-22 01:36:00,2012-08-22 01:48:00,11552,B,3.3,False,0,2.4776,66.749,52.049,58.708,111.53,155.66,-0.18272,-0.001008,14886.0,45.825,4.1846,719250000000.0,52.929,4.8593e+22,217.31,2870000000000.0,1.7801e+21,544.35,0.0,126.58
67,2012-04-14 08:00:00,2012-04-14 08:00:00,2012-04-14 08:12:00,11455,B,5.1,False,0,136.13,419.74,52.028,83.166,127.41,130.67,0.078526,-0.012042,7113.2,39.526,3.9309,8531600000000.0,33.463,1.0679e+23,785.49,14899000000000.0,7.2551e+21,132.6,5629.2,13.169
68,2011-02-05 00:00:00,2011-02-05 00:00:00,2011-02-05 00:00:00,11152,B,3.6,False,0,9.9775,107.42,54.826,86.727,134.37,136.2,0.098552,0.0028177,5534.1,40.545,2.9537,684880000000.0,35.273,2.6025e+22,264.69,5082400000000.0,2.0118e+21,61.311,727.96,10.713
69,2021-08-06 19:12:00,2021-08-06 19:12:00,2021-08-06 19:24:00,12850,B,2.6,False,0,35.548,25.747,22.403,31.176,76.92,78.438,-0.2382,0.0044861,1031.9,16.82,2.0709,2313900000000.0,1.3377,1.0859e+22,207.23,4172400000000.0,5.2334e+21,0.0,0.0,0.0
70,2014-01-24 05:12:00,2014-01-24 05:12:00,2014-01-24 05:12:00,11957,B,6.0,False,0,169.25,646.24,47.77,77.593,126.91,131.5,-0.094223,0.0089788,6266.9,36.869,4.1986,7249700000000.0,28.361,1.5688e+23,1160.3,23476000000000.0,1.2374e+22,157.44,6656.5,14.931
71,2010-08-10 04:36:00,2010-08-10 04:48:00,2010-08-10 04:48:00,11096,B,1.9,False,0,12.904,100.86,51.251,81.174,136.42,136.34,0.50312,0.0043696,3108.2,35.565,3.0544,1006600000000.0,27.057,1.2189e+22,170.7,3756200000000.0,1.5862e+21,0.0,0.0,0.0
72,2020-12-10 12:36:00,2020-12-10 12:48:00,2020-12-10 13:00:00,12791,B,3.1,False,0,11.019,252.95,31.658,60.98,140.96,143.32,0.75876,0.0040571,1422.2,20.649,2.0802,1051500000000.0,4.1973,5.1299e+21,116.09,2608000000000.0,1.5917e+21,0.0,0.0,0.0
73,2010-06-18 17:48:00,2010-06-18 17:48:00,2010-06-18 17:48:00,11082,B,1.1,False,0,17.382,217.18,29.886,44.062,111.66,110.8,0.40204,0.0019854,2109.3,24.945,2.5123,1910500000000.0,6.442,2.4525e+22,329.49,6887000000000.0,5.7237e+21,0.0,0.0,0.0
74,2018-06-17 06:48:00,2018-06-17 06:48:00,2018-06-17 07:00:00,12713,B,1.0,False,0,50.821,500.5,31.502,52.597,133.31,133.76,0.31977,-0.0052823,2177.9,25.719,2.2161,2055400000000.0,8.7101,2.7828e+22,483.1,10534000000000.0,5.929e+21,0.0,0.0,0.0
75,2021-04-29 17:48:00,2021-04-29 18:00:00,2021-04-29 18:12:00,12821,B,1.4,False,0,110.53,667.07,38.099,46.187,102.71,103.24,0.093756,-0.0034704,4288.3,30.973,3.774,1756000000000.0,20.725,1.8139e+23,1229.6,24973000000000.0,1.9948e+22,479.1,1845.9,48.497
76,2016-03-30 16:00:00,2016-03-30 16:00:00,2016-03-30 16:12:00,12526,B,1.5,False,0,28.747,544.59,61.18,51.071,74.478,75.685,0.20774,0.0018724,17938.0,52.436,3.4427,1672300000000.0,62.118,3.6575e+23,537.8,11993000000000.0,9.791e+21,78.339,0.0,5.6543
77,2011-02-04 01:36:00,2011-02-04 01:36:00,2011-02-04 01:48:00,11152,B,2.0,False,0,21.18,44.96,45.138,90.957,173.6,174.51,0.56621,0.017694,3522.4,31.723,2.9191,755250000000.0,20.217,5.5994e+21,92.699,1782800000000.0,7.623e+20,0.0,0.0,0.0
78,2016-09-10 19:12:00,2016-09-10 19:12:00,2016-09-10 19:24:00,12591,B,9.6,False,0,6.526,76.204,28.722,48.545,133.0,130.95,-0.023823,-0.003112,1723.7,23.153,0.0,397180000000.0,4.1965,4.8004e+21,88.527,2027500000000.0,1.2501e+21,0.0,0.0,0.0
79,2011-08-27 04:36:00,2011-08-27 04:36:00,2011-08-27 04:48:00,11275,B,8.7,False,0,31.711,268.8,38.63,69.476,134.28,133.58,0.47766,0.0064335,2494.0,27.161,0.0,1343600000000.0,11.442,1.6325e+22,266.69,5638000000000.0,2.8409e+21,81.154,165.45,21.491
80,2016-08-22 09:24:00,2016-08-22 09:36:00,2016-08-22 09:36:00,12580,B,1.3,False,0,0.53904,40.869,36.122,24.853,36.364,35.632,-0.86748,0.0023539,2571.4,30.602,0.0,106960000000.0,17.467,7.8202e+20,2.3219,64843000000.0,1.239e+20,0.0,0.0,0.0
81,2019-03-18 18:24:00,2019-03-18 18:24:00,2019-03-18 18:36:00,12735,B,1.2,False,0,6.237,18.789,42.069,73.808,136.03,138.27,0.16037,-0.0088846,4076.4,32.132,2.8619,109740000000.0,19.088,3.8004e+21,42.577,804960000000.0,5.0484e+20,67.268,28.223,40.307
82,2022-01-06 09:36:00,2022-01-06 09:36:00,2022-01-06 09:48:00,12924,B,3.5,False,0,42.173,169.34,36.499,46.354,104.21,106.85,-0.27001,0.0044562,4549.9,30.128,3.8186,2395500000000.0,18.415,5.7192e+22,351.65,7273700000000.0,6.1759e+21,125.94,309.31,20.994
83,2011-05-03 03:48:00,2011-05-03 03:48:00,2011-05-03 04:00:00,11200,B,9.2,False,0,4.3623,218.98,32.902,64.336,148.3,146.85,0.49732,-0.0010169,2355.4,25.585,0.0,1140100000000.0,8.2284,1.342e+22,219.84,4536300000000.0,2.7694e+21,0.0,0.0,0.0
85,2010-08-30 15:12:00,2010-08-30 15:12:00,2010-08-30 15:24:00,11102,B,1.4,False,0,0.17328,206.2,51.645,72.655,114.37,113.4,0.26311,-3.0604e-05,5387.9,39.38,3.5,904160000000.0,33.628,4.0513e+22,271.51,6049400000000.0,3.136e+21,96.928,1501.3,14.12
86,2021-04-24 11:12:00,2021-04-24 11:12:00,2021-04-24 11:12:00,12820,B,2.3,True,0,91.24,151.44,46.534,48.004,96.652,94.723,0.2272,-0.015118,8019.2,39.251,3.1837,941480000000.0,37.349,6.4272e+22,250.76,4890500000000.0,3.6082e+21,0.0,0.0,0.0
87,2017-11-18 17:48:00,2017-11-18 17:48:00,2017-11-18 17:48:00,12687,B,1.1,False,0,35.271,402.66,36.229,49.638,109.71,109.68,0.22252,-0.0027295,2861.3,29.625,2.8155,1477700000000.0,15.625,4.9103e+22,514.25,11637000000000.0,7.4397e+21,29.744,0.0,6.5873
