T_REC,NOAA_AR,TOTUSJH,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,MEANPOT,R_VALUE,SHRGT45,EPSZ,TOTBSQ,TOTFZ,TOTABSTWIST
2011.03.07_06:00:00.000_TAI,11164,4248.987,1.0258e+24,76292000000000.0,195.21,16356000000000.0,6.27e+22,1904.3,9239.4,4.876,26.527,-0.3497551028758875,65002974531.627365,-12013.510572099663,9464.95859237418
2013.11.14_02:24:00.000_TAI,11899,2608.92,1.2494e+24,46125000000000.0,239.51,9372300000000.0,4.8608e+22,1209.3,14148.0,4.3464,31.174,-0.1711055876761258,62184117193.44467,-5622.329691699099,5493.289705719986
2013.05.05_06:00:00.000_TAI,11739,2297.692,2.6926e+23,39046000000000.0,1133.2,48350000000000.0,2.5814e+22,788.74,5377.3,4.6194,12.964,-0.1572350827718819,27075534037.73381,-2249.567856181196,3725.307668299775
2013.01.11_21:36:00.000_TAI,11652,2197.628,2.8919e+23,45586000000000.0,399.06,13692000000000.0,2.5195e+22,1618.4,5173.8,4.2033,24.938,-0.1578780216121457,26533693146.6915,-2213.563572501046,3588.283215905845
2011.11.08_04:24:00.000_TAI,11342,2598.597,4.9759e+23,52840000000000.0,45.48,4588200000000.0,4.134e+22,1288.7,5964.9,4.4546,21.842,-0.1967677791733773,31221408833.524487,-3246.2288166108297,4663.55918687745
2013.11.18_10:24:00.000_TAI,11893,3238.451,7.0766e+23,57062000000000.0,621.78,28021000000000.0,5.204e+22,1504.7,7655.9,4.8033,23.6,-0.3697312840113127,49792331659.25378,-9727.950186892973,6367.705721275945
2013.11.22_02:36:00.000_TAI,11904,3028.703,1.4099e+24,54667000000000.0,481.19,7786400000000.0,4.3294e+22,1874.7,17936.0,4.2207,36.288,-0.1342831260587578,67614067072.95062,-4797.678420484536,5871.71014901531
2013.11.22_13:00:00.000_TAI,11904,3408.533,1.3807e+24,60697000000000.0,449.43,11323000000000.0,5.0176e+22,1970.0,14939.0,4.3306,29.881,-0.1683383552427817,68903494282.89,-6129.103903256147,6754.550245159555
2013.12.06_07:24:00.000_TAI,11909,941.272,1.7894e+23,19753000000000.0,3.3773,2240000000000.0,1.5369e+22,675.29,5862.2,3.8347,21.002,-0.3683769743637713,13661184159.578758,-2659.214967241366,2420.0043524387697
2013.12.21_08:12:00.000_TAI,11928,3009.047,6.5982e+23,58320000000000.0,350.8,20728000000000.0,3.9211e+22,1477.6,8740.5,4.7274,32.132,-0.2822008225631053,41898034073.71951,-6247.762812514826,6043.57084636251
2013.12.21_08:36:00.000_TAI,11928,3017.164,6.4965e+23,57091000000000.0,351.26,20235000000000.0,3.9003e+22,1487.4,8869.2,4.7699,31.033,-0.2901821136094812,41828584172.80696,-6413.814780111554,6008.983695768092
2014.10.09_02:00:00.000_TAI,12182,2447.695,3.0385e+23,47716000000000.0,113.83,2427700000000.0,2.8924e+22,1565.6,5268.0,4.4111,18.123,-0.3639915066202974,36720484748.826935,-7062.724560656689,6403.742344764854
2011.09.21_02:48:00.000_TAI,11295,3162.523,5.3749e+23,67173000000000.0,256.61,3517600000000.0,4.0038e+22,2096.4,6428.6,4.4928,28.707,-0.3018692432329594,43415401096.09628,-6925.24795084344,5954.0245735447925
2013.12.21_22:12:00.000_TAI,11928,3308.642000000001,6.7705e+23,57605000000000.0,139.67,6516000000000.0,4.2961e+22,1449.3,8936.4,4.792,27.594,-0.3266395464486853,45275195373.00583,-7814.509090610744,6243.626384998792
2013.12.22_00:00:00.000_TAI,11928,3411.818,6.8681e+23,59720000000000.0,3.4364,3591100000000.0,4.3752e+22,1435.0,8693.0,4.801,27.874,-0.3254302794187342,45555183717.72376,-7833.726112407679,6387.631676597952
2014.02.11_22:12:00.000_TAI,11974,3554.001,6.3483e+23,67872000000000.0,266.39,13985000000000.0,2.5988e+22,1631.9,10080.0,4.9157,48.48,-0.3241219762792189,46434959669.661255,-7952.911836971677,6353.82650035954
2013.12.28_08:00:00.000_TAI,11936,1442.208,1.7074e+23,28787000000000.0,139.07,8220500000000.0,1.4995e+22,981.34,5331.3,4.0922,26.497,-0.3189695663175674,13132874200.92649,-2213.510865717393,3170.63899640917
2013.12.30_22:00:00.000_TAI,11936,2570.548,5.0524e+23,50279000000000.0,129.67,6385500000000.0,2.5217e+22,1490.7,9384.6,4.5619,39.184,-0.169313344483101,28926510179.55324,-2587.973389868185,4879.848175639722
2015.01.29_02:12:00.000_TAI,12277,2969.858,4.9531e+23,54045000000000.0,115.8,4999100000000.0,5.9978e+22,2018.2,4371.6,4.691,15.732,-0.2653575158127304,35261011294.66738,-4944.231923327629,5994.489460931815
2014.01.03_10:24:00.000_TAI,11944,7542.953,2.2131e+24,142380000000000.0,1383.8,51578000000000.0,1.1693e+23,3627.5,10313.0,4.9694,30.381,-0.2744750890578929,128573023277.00548,-18647.70784902721,15083.42292125336
2014.01.06_03:48:00.000_TAI,11946,840.086,1.9427e+23,16755000000000.0,196.6,4917500000000.0,8.6451e+21,361.58,10325.0,4.0865,48.864,-0.1653520218957584,11317226062.737411,-988.8311903329326,1313.343180490003
2014.01.06_10:12:00.000_TAI,11944,7426.651999999999,2.9541e+24,151320000000000.0,1953.0,72063000000000.0,9.2086e+22,4496.8,15385.0,5.1116,48.864,-0.0689206208970615,134204116872.46004,-4887.509880050377,13832.42738898398
2014.01.06_18:36:00.000_TAI,11944,7376.194,2.9583e+24,147540000000000.0,1990.9,66697000000000.0,8.8875e+22,4566.7,16349.0,4.9979,50.73,-0.0703628805012624,135191963182.50871,-5026.516419632481,13381.481892078436
2014.01.12_21:48:00.000_TAI,11944,4571.227,1.6969e+24,83403000000000.0,916.98,41091000000000.0,8.4764e+22,2715.3,11130.0,4.6067,30.272,-0.2488199196538989,94951940868.57436,-12484.227406782598,9345.668755216158
2014.01.31_01:24:00.000_TAI,11967,7628.563,2.0564e+24,120990000000000.0,685.41,12618000000000.0,8.3258e+22,2696.8,13194.0,5.1364,31.656,-0.1687474146922513,105667472387.01906,-9422.172364869164,12526.735447828369
2014.01.31_07:24:00.000_TAI,11967,8028.357,2.0294e+24,125880000000000.0,788.73,20670000000000.0,7.7809e+22,2886.0,14294.0,5.1988,33.554,-0.1579703008099111,103544083396.90208,-8643.17747147626,12874.409807803026
2017.07.13_01:48:00.000_TAI,12665,2205.282,9.3514e+23,45593000000000.0,489.63,11968000000000.0,2.8152e+22,1281.5,15878.0,4.2902,53.025,-0.3404933743702846,20402028421.545715,-3670.748235055868,5614.097560501576
2014.02.01_08:24:00.000_TAI,11967,9644.953,2.5889e+24,140840000000000.0,1346.7,31706000000000.0,7.6428e+22,3399.2,18228.0,5.2499,41.717,-0.0666916115999805,118293499102.9964,-4168.738179237272,13338.007226450389
2014.02.01_09:36:00.000_TAI,11967,9267.285,2.6237e+24,145340000000000.0,1505.5,30660000000000.0,7.6594e+22,3445.6,17529.0,5.2583,41.739,-0.0373249539038027,115780771598.2612,-2283.538713926418,13690.96645058914
2014.02.01_14:12:00.000_TAI,11967,9399.67,2.7193e+24,145560000000000.0,1664.1,40031000000000.0,7.2877e+22,3545.1,20001.0,5.1997,44.739,-0.0181949821802071,117257292358.40517,-1127.363879884733,13636.882667723294
2014.02.01_18:12:00.000_TAI,11967,9999.536,2.853e+24,146700000000000.0,1875.5,43396000000000.0,7.5672e+22,3601.6,19779.0,5.3195,44.99,-0.0192597832221536,123288009610.17915,-1254.714434160591,13493.8055294388
2014.02.01_22:00:00.000_TAI,11967,10409.904,2.9392e+24,144190000000000.0,2015.1,56575000000000.0,7.6358e+22,3603.7,21054.0,5.4175,46.331,-0.0430666632319425,130249797457.43423,-2964.08683443337,13060.17130768411
2013.10.26_23:24:00.000_TAI,11877,2315.319,7.2718e+23,49323000000000.0,486.07,20424000000000.0,3.2102e+22,1792.5,11116.0,4.4611,39.527,-0.2167306711842176,25110194525.67131,-2875.6969172657127,4762.497262372034
2014.02.03_04:00:00.000_TAI,11967,10216.24,3.3349e+24,143750000000000.0,2920.3,94488000000000.0,7.4799e+22,3883.0,25132.0,5.3922,52.4,0.0037865610642369,140910537571.27655,281.94283831418875,12070.969903082214
2014.02.03_09:48:00.000_TAI,11967,9626.704,3.1849e+24,138850000000000.0,2689.2,93141000000000.0,7.3773e+22,3984.0,24043.0,5.4656,52.756,0.0040731425109262,134448437111.78967,289.3729787700045,11961.72677517286
2014.02.04_16:24:00.000_TAI,11967,9584.797,2.7453e+24,133590000000000.0,2562.4,78376000000000.0,7.1447e+22,3937.0,21292.0,5.3602,48.347,-0.0369897437475566,121330435932.60509,-2371.502925494431,11941.980945152814
2014.02.05_23:00:00.000_TAI,11967,8162.099,2.3993e+24,123100000000000.0,1474.7,32719000000000.0,8.0618e+22,3365.6,16757.0,5.127,34.67,-0.1269285788602586,117727687227.43803,-7896.064556692181,12170.808030102658
2014.02.06_05:00:00.000_TAI,11967,8160.241999999997,2.345e+24,123140000000000.0,1525.6,32412000000000.0,8.3508e+22,3278.2,16057.0,5.1312,31.173,-0.1471714604821609,117976159676.00089,-9174.671464957208,12780.087748549811
2015.08.27_15:12:00.000_TAI,12403,4445.93,1.4468e+24,79801000000000.0,195.56,9625500000000.0,6.8558e+22,2195.9,11587.0,4.819,33.371,-0.245001385164926,60253434550.631966,-7800.509132236787,9031.594078802733
2015.11.02_18:36:00.000_TAI,12445,1735.345,3.786e+23,31869000000000.0,47.948,2141900000000.0,2.4351e+22,713.52,8758.5,4.7026,30.588,-0.2267490298686924,20134830284.38153,-2412.492702616873,3575.8959140934053
2014.02.10_16:48:00.000_TAI,11974,1792.835,3.4166e+23,37931000000000.0,63.243,4693800000000.0,1.764e+22,1185.2,8154.1,4.3481,39.152,-0.1605242576958672,19906538343.589973,-1688.530925592299,3466.4024515503056
2014.02.11_04:24:00.000_TAI,11974,2670.026,5.0763e+23,47243000000000.0,534.58,18619000000000.0,2.0364e+22,1368.0,10965.0,4.7733,45.191,-0.0790275776533758,26132309287.26141,-1091.262355873236,4150.143157863547
2014.02.11_07:00:00.000_TAI,11974,2865.102000000001,5.1906e+23,52012000000000.0,589.85,19858000000000.0,2.1673e+22,1432.4,10388.0,4.7681,44.849,-0.1030766560060767,27402292917.99854,-1492.5191609662754,4483.737491174326
2015.01.01_17:48:00.000_TAI,12253,3077.788,8.6075e+23,66541000000000.0,46.569,4077200000000.0,4.0842e+22,1428.2,10192.0,4.8558,41.813,-0.0712176731729267,28958370999.6036,-1089.7692536791672,4780.512069873689
2014.02.12_02:48:00.000_TAI,11974,3872.626,6.2646e+23,71502000000000.0,380.57,13760000000000.0,2.6373e+22,1599.2,10305.0,4.9383,47.116,-0.0911295710047868,33649541482.58412,-1620.3585098943774,5821.20421822028
2014.02.12_06:12:00.000_TAI,11974,3617.089,6.2029e+23,66480000000000.0,330.89,8431300000000.0,2.5678e+22,1603.5,10134.0,4.9597,47.743,-0.0665856376715078,32327192308.36702,-1137.4207534372474,5682.144677804132
2015.03.12_16:48:00.000_TAI,12297,4012.999,9.4947e+23,56071000000000.0,2152.5,66984000000000.0,2.5081e+22,1428.7,19848.0,5.1065,48.287,-0.0807447884415737,34427687786.31913,-1468.9092972183676,5960.611493871158
2014.02.13_03:00:00.000_TAI,11974,4981.786,9.6839e+23,90553000000000.0,111.28,16269000000000.0,3.2415e+22,1784.2,13581.0,5.0877,49.464,-0.042951646331077,46191923277.737366,-1048.3796035530968,7740.240577573631
2014.02.13_12:36:00.000_TAI,11974,4393.345,9.6407e+23,81602000000000.0,102.54,23293000000000.0,3.3954e+22,1836.0,12422.0,5.068,49.159,-0.0555325521909284,46540817795.200966,-1365.6969593002443,7055.192712180178
2014.02.13_13:24:00.000_TAI,11974,4405.018,9.6165e+23,82264000000000.0,126.58,21526000000000.0,3.4274e+22,1840.3,12385.0,5.0747,48.709,-0.0604550736422894,46600686738.327286,-1488.6676155947578,7156.614667444338
2014.02.13_16:36:00.000_TAI,11974,4737.63,1.0155e+24,87149000000000.0,140.13,20885000000000.0,3.5953e+22,1913.4,12833.0,5.202,49.033,-0.0654834895206378,49457083936.77916,-1711.3270698099377,7668.430819131279
2014.02.15_09:24:00.000_TAI,11977,1723.203,3.901e+23,38933000000000.0,37.721,5737900000000.0,2.114e+22,1298.4,7680.9,4.2571,38.836,-0.1579037521509468,21350158929.71347,-1781.4194302800709,3952.967126870909
2014.02.19_08:00:00.000_TAI,11976,1429.9129999999998,2.971e+23,26611000000000.0,151.87,2854500000000.0,2.4541e+22,680.02,6070.2,4.2847,20.82,-0.3836372606971965,20971762301.89625,-4251.364731613528,3269.97172844551
2014.02.25_15:00:00.000_TAI,11982,4537.523,7.234e+23,95559000000000.0,213.77,4554200000000.0,5.6281e+22,2655.6,5780.8,4.6636,31.762,-0.3077986020090769,49899526421.25754,-8115.883184542315,9866.721026961684
2014.02.24_13:00:00.000_TAI,11990,1074.2089999999996,2.3132e+23,17560000000000.0,135.33,5301500000000.0,2.0818e+22,900.92,6020.4,0.0,15.097,-0.2927658303660453,19354603079.48178,-2994.175937637508,1993.4556648406572
2014.03.01_23:24:00.000_TAI,11986,505.182,3.0588e+22,12112000000000.0,19.021,1983300000000.0,1.672e+22,249.69,800.38,0.0,0.64982,-0.7838729029985477,7097522238.399794,-2939.849701031608,1914.8377424485443
2012.05.15_06:36:00.000_TAI,11476,2685.186,6.5805e+23,53013000000000.0,435.93,23788000000000.0,4.814e+22,1476.5,6769.7,4.7215,21.35,-0.3814194460665861,26341650668.388702,-5309.070544298002,7450.161203563966
2011.07.28_23:12:00.000_TAI,11261,1765.2620000000006,3.7727e+23,33915000000000.0,99.555,2012400000000.0,2.3675e+22,768.94,8346.2,4.3926,32.33,-0.152319956566403,22099199662.04533,-1778.7138775095389,2997.373238062561
2014.03.08_20:24:00.000_TAI,12002,609.965,5.3827e+22,9255900000000.0,164.06,5943500000000.0,8.6069e+21,223.04,3909.3,3.8373,7.61,-0.5933530103352023,6691078485.063128,-2097.8862946111904,1130.3685241832386
2014.03.09_00:24:00.000_TAI,12002,625.089,6.7892e+22,10393000000000.0,209.54,9892100000000.0,9.3396e+21,242.26,4263.0,3.8325,11.449,-0.5408069801907605,7430771597.674295,-2123.483777803054,1229.3198502554703
2014.03.09_04:12:00.000_TAI,12002,825.332,1.0041e+23,13876000000000.0,159.95,8316900000000.0,1.0492e+22,252.08,5420.3,3.9929,13.506,-0.4571219893150613,8679205385.475592,-2096.4513003932475,1628.565636251308
2014.07.08_10:00:00.000_TAI,12113,1130.481,1.1391e+23,23485000000000.0,88.304,1685700000000.0,1.8006e+22,396.33,3011.2,4.1377,15.457,-0.4471554296439626,11036447095.412409,-2607.717124558603,2285.912655160986
2014.03.09_23:00:00.000_TAI,11996,1413.384,1.9727e+23,29756000000000.0,39.485,4692100000000.0,2.0542e+22,769.98,4527.6,4.1365,20.026,-0.4181261343072931,16418531297.661663,-3627.557511910829,3239.077087467957
2014.03.10_03:48:00.000_TAI,11996,1688.1629999999998,2.1368e+23,36198000000000.0,135.11,5548000000000.0,2.3815e+22,844.47,4319.3,4.3474,18.826,-0.4463587938392575,18471137633.820347,-4356.626880839507,3993.7095705553866
2014.03.11_11:00:00.000_TAI,11996,2336.209,4.1807e+23,38940000000000.0,317.35,11101000000000.0,3.539e+22,1017.5,6627.0,4.5144,20.445,-0.40455959478754,31624604071.036182,-6760.522972293907,4499.260240860486
2013.05.03_03:00:00.000_TAI,11731,2199.255,2.4316e+23,47866000000000.0,55.08,6793900000000.0,2.7328e+22,1561.0,4122.6,4.4637,21.753,-0.419519625679138,31849650742.02685,-7060.405954839798,4228.78038594093
2011.03.12_23:48:00.000_TAI,11169,1960.736,3.7651e+23,38014000000000.0,802.01,35625000000000.0,2.1623e+22,966.89,8501.8,4.6024,33.37,-0.4557637431301402,19189246826.92389,-4621.3657158864125,4847.539726471112
2013.10.30_16:12:00.000_TAI,11877,1283.289,3.2002e+23,22099000000000.0,103.16,10357000000000.0,2.7386e+22,730.04,5915.5,4.3503,25.614,-0.2208786891146795,23724719544.332645,-2769.029657441589,1769.0272399052765
2014.03.27_19:24:00.000_TAI,12017,892.25,1.5116e+23,18675000000000.0,42.64,2313700000000.0,1.0837e+22,764.78,6342.3,3.5056,32.085,-0.2607585630917139,10961149666.566849,-1510.3145066011878,1873.396647280248
2014.03.27_23:48:00.000_TAI,12017,965.209,1.494e+23,20949000000000.0,58.181,3677800000000.0,1.0779e+22,751.77,6353.5,3.5862,31.046,-0.2708466976613851,10850298050.124117,-1552.8801907692666,2029.8688849197013
2014.02.27_20:36:00.000_TAI,11991,1181.389,3.7063e+23,21969000000000.0,25.532,3045400000000.0,1.8247e+22,625.3,11777.0,4.5037,38.334,-0.2504782865098169,11678456112.07718,-1545.710943288136,2496.602454478516
2011.11.15_21:12:00.000_TAI,11348,1231.741,2.2039e+23,19039000000000.0,124.36,7231700000000.0,1.7213e+22,837.83,7664.0,4.5354,25.017,-0.2608646141546085,11676658605.704449,-1609.5571757746268,2814.287010467855
2021.09.22_00:48:00.000_TAI,12871,1427.553,2.1016e+23,25823000000000.0,620.05,27454000000000.0,1.9815e+22,572.52,5316.5,4.3187,16.335,-0.4504425733186789,26305017712.322685,-6261.103016630741,3631.4207754009526
2014.04.01_14:00:00.000_TAI,12027,910.132,2.8419e+23,17141000000000.0,185.73,3606700000000.0,1.7788e+22,453.92,8013.1,0.0,21.764,-0.2622773416660146,16452269650.634869,-2280.1290116252794,2276.243004681275
2014.04.15_20:00:00.000_TAI,12035,3266.805,5.0577e+23,68451000000000.0,803.24,31525000000000.0,4.3119e+22,2009.2,5450.4,4.5036,24.044,-0.3390030454437463,36257703368.577736,-6494.962835168944,7796.2921962447745
2014.04.17_13:00:00.000_TAI,12036,2495.7470000000008,6.4967e+23,52801000000000.0,162.43,2892100000000.0,2.9177e+22,1534.2,9813.3,4.4018,48.57,-0.1449328765952511,35347650614.276886,-2707.07434616409,4679.954843294127
2014.04.24_00:24:00.000_TAI,12035,1733.588,2.9229e+23,34333000000000.0,189.32,3695100000000.0,3.6997e+22,1410.5,3689.5,4.6328,13.513,-0.4848550568597375,24525650603.594936,-6283.5531731601095,4316.298473629759
2011.08.09_01:24:00.000_TAI,11263,2676.917,7.2922e+23,42394000000000.0,1099.1,38757000000000.0,3.869e+22,949.43,9848.5,4.4949,31.845,-0.38085188789339,38135834563.561104,-7674.71267483128,5450.59325226387
2014.05.07_10:12:00.000_TAI,12056,4585.568,1.5469e+24,85260000000000.0,179.91,2569200000000.0,7.8271e+22,2276.0,10372.0,4.7835,31.43,-0.2362495940631477,85678363493.03581,-10695.841101362288,9304.574690926467
2014.06.10_15:00:00.000_TAI,12087,1476.36,3.2749e+23,21849000000000.0,733.13,24839000000000.0,1.8695e+22,417.1,8950.8,0.0,37.848,-0.5329168607230618,13752480856.844791,-3872.6953667986354,3849.761640802064
2017.04.01_05:00:00.000_TAI,12644,840.824,2.5066e+23,18946000000000.0,29.108,957490000000.0,1.4411e+22,489.68,8435.5,3.9022,39.928,-0.3333033229149244,10785693450.119038,-1899.593228900427,2084.5549673649107
2014.02.09_05:24:00.000_TAI,11974,1632.29,2.8421e+23,34427000000000.0,192.21,7103800000000.0,2.0921e+22,918.21,6391.5,4.1546,25.293,-0.3754667765367208,18104544775.638195,-3591.963977662545,4078.9181649269344
2014.06.10_05:36:00.000_TAI,12080,4832.572,1.5017e+24,102030000000000.0,347.01,22690000000000.0,6.0689e+22,3078.0,11613.0,4.8704,48.069,-0.131306208412972,76127233660.75739,-5281.996909098946,9390.217123429147
2014.06.11_09:36:00.000_TAI,12085,4760.9540000000015,1.3865e+24,96131000000000.0,590.09,26842000000000.0,6.816e+22,3007.7,10660.0,4.8384,37.407,-0.2320709536194949,79043392047.95511,-9693.022468071114,9835.745396905764
2014.06.11_20:00:00.000_TAI,12089,539.639,4.5097e+22,9624900000000.0,132.28,7866900000000.0,3.5652e+21,182.56,6385.4,3.9619,24.915,-0.2815562087063841,3459548973.420004,-514.7039260334767,996.8107526306076
2014.06.11_22:12:00.000_TAI,12085,5121.67,1.487e+24,105270000000000.0,346.33,10053000000000.0,7.7532e+22,3039.4,9969.9,4.7571,34.261,-0.2543750788215013,86977932460.32771,-11691.12857554691,11123.957199925966
2014.06.14_11:36:00.000_TAI,12085,2774.578,7.5485e+23,46560000000000.0,123.48,4429200000000.0,6.3925e+22,2981.7,6461.4,0.0,17.701,-0.40957724603414,52769523204.8652,-11420.678022312475,5808.234084407669
2014.06.15_00:00:00.000_TAI,12087,1660.8570000000002,2.571e+23,32958000000000.0,761.47,27551000000000.0,2.2453e+22,1113.2,5234.3,3.409,21.038,-0.343057865849891,18155887501.99444,-3291.22619917216,3973.164561730664
2014.02.09_05:24:00.000_TAI,11974,1632.2820000000006,2.8421e+23,34427000000000.0,192.21,7103800000000.0,2.0921e+22,918.21,6391.5,4.1546,25.293,-0.6727771068418668,20085059172.683,-7140.311263950071,4842.503534676259
2014.07.08_00:24:00.000_TAI,12113,688.069,9.2288e+22,12213000000000.0,59.073,3205300000000.0,1.1469e+22,273.22,4247.9,3.7181,16.639,-0.4916734535701782,9048321766.31076,-2350.810440593289,1485.4332110870937
2013.06.06_13:24:00.000_TAI,11762,1519.767,3.4279e+23,26243000000000.0,424.05,20307000000000.0,2.8208e+22,725.62,6717.2,4.3837,23.489,-0.5856515662245596,19149380180.275417,-5926.070402595376,4655.110188138105
2015.11.03_01:12:00.000_TAI,12443,3154.689000000001,8.7682e+23,64978000000000.0,186.03,15133000000000.0,3.8009e+22,2165.1,10356.0,4.6456,43.872,-0.3226221224414562,45258949705.351685,-7715.630524521077,7340.102682755879
2014.07.31_18:12:00.000_TAI,12127,4457.302,7.8249e+23,93414000000000.0,85.762,4141600000000.0,6.5842e+22,2309.3,5556.3,0.0,24.376,-0.3541773343289487,54668963121.171326,-10231.386242442148,10563.882437252125
2012.11.26_05:00:00.000_TAI,11618,1482.138,2.2872e+23,29367000000000.0,70.518,1265400000000.0,3.0723e+22,762.5,3871.1,4.2206,12.715,-0.5299270429775895,12558314901.632364,-3516.577761743993,4602.70855613939
2014.10.08_02:00:00.000_TAI,12182,1449.5279999999998,1.1348e+23,32064000000000.0,13.353,4146700000000.0,2.0709e+22,1449.5,2526.9,3.7223,9.0812,-0.5315078464801959,12519925777.172812,-3516.285633785681,4543.983145784529
2014.10.08_07:00:00.000_TAI,12182,1480.744,1.182e+23,31740000000000.0,57.494,3447100000000.0,1.9828e+22,1452.2,2817.8,3.7737,10.058,-0.5158322797812332,12633602740.904793,-3443.566164461733,4423.147322242943
2014.10.19_09:12:00.000_TAI,12192,8233.463,3.1038e+24,140510000000000.0,827.59,30092000000000.0,1.2491e+23,4227.2,14303.0,4.9966,33.775,-0.1682506552141412,152692203174.99927,-13575.203361656962,15273.548698317778
2014.10.19_16:36:00.000_TAI,12192,9268.647,3.3665e+24,170040000000000.0,902.95,37521000000000.0,1.3651e+23,4440.6,13384.0,5.1309,33.384,-0.1717859697016273,166846882780.67328,-15145.32223895786,17796.399209479965
2014.10.19_19:00:00.000_TAI,12192,9673.208,3.4387e+24,163380000000000.0,996.02,32085000000000.0,1.3292e+23,4576.8,14535.0,5.1867,34.49,-0.1704583821637464,169717697850.7568,-15286.853600125343,16907.86146828813
2014.10.19_20:00:00.000_TAI,12192,10058.913,3.5093e+24,166350000000000.0,941.74,28717000000000.0,1.3084e+23,4645.7,15458.0,5.199,35.428,-0.1584499905235124,170346201081.99872,-14262.556549089157,17350.737583653332
2014.10.19_22:48:00.000_TAI,12192,10660.238,3.6899e+24,178390000000000.0,945.38,26057000000000.0,1.3898e+23,4725.6,14822.0,5.1273,34.533,-0.1554364582258675,177517996429.7427,-14580.351064800876,18287.677095443407
2014.10.21_02:00:00.000_TAI,12192,12354.98,4.3867e+24,210650000000000.0,1137.8,21382000000000.0,1.38e+23,5533.3,17311.0,5.3503,41.447,-0.090612439039941,195784726141.98312,-9374.312080284912,20957.98800574413
2014.10.21_05:12:00.000_TAI,12192,11889.348,4.2738e+24,204230000000000.0,1062.1,22799000000000.0,1.3243e+23,5655.8,18254.0,5.3628,43.699,-0.0975561570721646,195107385484.34372,-10057.75630747861,20441.122827879943
2014.10.22_09:48:00.000_TAI,12192,11448.595,4.9032e+24,216350000000000.0,655.19,11917000000000.0,1.3214e+23,6501.4,20200.0,5.3984,50.353,-0.0212828090038208,206889102531.4745,-2326.694173664387,20937.846420008344
2014.10.23_07:48:00.000_TAI,12192,11078.553999999998,5.2073e+24,213700000000000.0,546.42,12705000000000.0,1.3619e+23,6830.2,19751.0,5.3309,53.153,0.0001879727743689,215258144521.47525,21.380962248395,20015.41527477817
2014.10.24_17:12:00.000_TAI,12192,12280.969,5.1514e+24,226660000000000.0,734.11,11839000000000.0,1.5027e+23,7045.0,18390.0,5.3588,50.852,-0.0785947023996644,231505968234.59915,-9614.532744502849,21443.00340231486
2014.10.25_11:00:00.000_TAI,12192,12732.282,5.1492e+24,238180000000000.0,497.72,25689000000000.0,1.645e+23,7142.9,16179.0,5.459,44.031,-0.0831729083487483,232253124415.098,-10207.423460317728,23313.31494881172
2014.10.25_17:12:00.000_TAI,12192,13597.732,5.1928e+24,233090000000000.0,430.57,39251000000000.0,1.6954e+23,7112.0,17386.0,5.4745,41.615,-0.1196594663814161,244812252351.2137,-15479.356513449886,23648.90029770293
2014.10.25_18:24:00.000_TAI,12192,13558.897,5.2496e+24,240950000000000.0,409.25,36984000000000.0,1.7584e+23,7079.7,16164.0,5.4606,40.8,-0.1177636054596679,245869983053.4843,-15299.92505866806,24143.592273788
2014.10.25_18:48:00.000_TAI,12192,13236.691,5.2247e+24,240310000000000.0,466.29,37030000000000.0,1.7659e+23,7067.7,15922.0,5.4507,40.337,-0.1195156084954922,245341518182.85703,-15494.175531850518,24011.01166463581
2014.10.25_20:24:00.000_TAI,12192,13129.162,5.1239e+24,236780000000000.0,711.15,26031000000000.0,1.745e+23,6992.1,16253.0,5.4098,40.691,-0.1283268457272441,243855390264.4893,-16535.699459207903,24591.961477773468
2014.10.26_00:24:00.000_TAI,12192,13085.472,5.0243e+24,237120000000000.0,590.15,33320000000000.0,1.7646e+23,6906.1,15860.0,5.3143,39.105,-0.1420468243689392,243572067472.07703,-18282.33394682946,23950.6352281786
2014.10.26_02:00:00.000_TAI,12192,13148.165,5.0231e+24,235300000000000.0,588.75,34648000000000.0,1.778e+23,6936.2,16029.0,5.3692,38.731,-0.1461524181063194,245127029165.9441,-18930.838993851696,24250.953358197567
2014.10.26_03:36:00.000_TAI,12192,13339.108,5.0532e+24,236510000000000.0,581.64,40821000000000.0,1.8068e+23,6957.3,15706.0,5.4225,38.129,-0.1471863526043627,246271578905.6679,-19153.779849836217,24487.73507526828
2014.10.26_10:12:00.000_TAI,12192,13077.992,5.0167e+24,232910000000000.0,121.05,58775000000000.0,1.8263e+23,6883.3,15004.0,5.4823,35.874,-0.1351545222302523,240644777448.84625,-17186.194477387264,23642.88590247024
2014.10.26_17:36:00.000_TAI,12192,13770.992,5.1202e+24,232000000000000.0,33.53,46852000000000.0,1.9169e+23,6773.3,15091.0,5.4438,33.938,-0.1583063235913764,252343404588.15405,-21108.76896167972,23858.006819003134
2014.10.27_02:48:00.000_TAI,12192,14156.545,4.9738e+24,232790000000000.0,3.0878,38224000000000.0,1.9566e+23,6494.2,14808.0,5.3237,31.71,-0.1864213741549517,253493264758.8589,-24970.936831119703,24583.07140237397
2014.10.27_03:36:00.000_TAI,12192,13812.041,4.9053e+24,227640000000000.0,139.28,31885000000000.0,1.961e+23,6506.3,14556.0,5.3668,31.3,-0.1924766478875708,252106636278.77103,-25641.00357684389,24054.452021541896
