,time_start,time_peak,time_end,nar,xray_class,magnitude,COINCIDENCE,AR_class,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf
440,2016-04-27 19:12:00,2016-04-27 19:12:00,2016-04-27 19:24:00,12537,B,6.9,False,0,130.97,328.81,41.509,55.966,104.84,109.7,-0.27979,-0.0083466,5218.6,33.839,4.0048,5112200000000.0,25.276,1.0875e+23,754.47,14258000000000.0,1.0928e+22,125.4,1451.2,15.364
441,2014-01-25 13:24:00,2014-01-25 13:36:00,2014-01-25 13:48:00,11957,B,7.0,False,0,80.294,655.04,40.966,64.743,121.39,125.17,-0.054568,0.0035964,5534.5,33.67,3.831,5232800000000.0,23.014,1.641e+23,1124.2,22987000000000.0,1.5567e+22,161.55,2507.6,18.399
444,2013-08-07 03:36:00,2013-08-07 03:48:00,2013-08-07 03:48:00,11810,B,4.2,False,0,228.59,291.56,45.861,66.673,124.08,125.08,0.04068,0.021442,5789.0,36.015,3.5954,9250200000000.0,26.564,8.1962e+22,577.63,11845000000000.0,6.357e+21,89.472,3808.9,11.699
445,2019-04-20 00:00:00,2019-04-20 00:12:00,2019-04-20 00:12:00,12738,B,1.6,False,0,21.033,611.54,48.186,29.485,51.9,57.667,-0.067162,0.00075543,14489.0,38.914,3.7061,1700800000000.0,38.523,5.3577e+23,768.04,13468000000000.0,1.8817e+22,38.053,4057.4,3.3575
447,2016-12-11 17:00:00,2016-12-11 17:12:00,2016-12-11 17:12:00,12617,B,1.3,False,0,16.238,116.78,38.048,48.289,95.722,98.861,-0.27439,0.0024652,5090.0,30.214,3.5687,921480000000.0,19.66,4.4527e+22,294.27,5044200000000.0,4.9056e+21,117.45,178.07,29.221
452,2012-02-25 14:12:00,2012-02-25 15:00:00,2012-02-25 15:12:00,11424,B,5.9,False,0,32.09,383.57,31.963,34.221,65.044,72.923,0.028035,-0.0014296,2812.5,26.14,3.2957,2355100000000.0,11.151,8.3843e+22,592.91,11093000000000.0,1.5534e+22,697.23,24.718,161.64
454,2016-03-06 07:24:00,2016-03-06 07:24:00,2016-03-06 07:24:00,12512,B,3.1,False,0,79.447,344.02,48.019,72.154,119.23,119.76,0.34846,-0.0088323,6920.1,36.934,3.6115,1623400000000.0,30.225,8.2675e+22,484.72,9694100000000.0,5.7083e+21,291.59,1506.5,35.488
455,2016-03-23 22:36:00,2016-03-23 22:48:00,2016-03-23 22:48:00,12526,B,4.2,False,0,0.0,54.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3434,0.0,0.0,0.0,0.0,0.0,0.0,14.123,0.0,0.86084
456,2010-11-23 08:48:00,2010-11-23 09:12:00,2010-11-23 09:24:00,11127,B,1.3,False,0,137.86,438.37,40.744,58.482,120.24,118.05,0.30915,-0.013453,6163.1,32.25,2.9185,1870300000000.0,23.929,8.387e+22,497.52,9995700000000.0,6.4212e+21,14.0,0.0,1.9729
459,2016-04-30 16:48:00,2016-04-30 17:12:00,2016-04-30 17:24:00,12537,B,4.8,False,0,76.182,363.51,34.95,31.646,65.763,70.67,-0.13223,-0.0026231,3864.5,26.845,3.8629,2413500000000.0,16.768,1.4906e+23,874.83,14906000000000.0,1.9083e+22,0.0,0.0,0.0
460,2016-06-16 13:12:00,2016-06-16 13:24:00,2016-06-16 13:24:00,12555,B,8.8,False,0,4.8172,46.282,36.231,77.59,162.6,159.81,-0.051968,0.0031321,2887.3,24.445,2.6835,169910000000.0,7.2822,5.8973e+21,80.161,1519900000000.0,1.1522e+21,0.0,0.0,0.0
461,2011-02-01 05:48:00,2011-02-01 05:48:00,2011-02-01 06:00:00,11150,B,1.8,False,0,42.874,385.1,40.223,60.879,116.98,119.33,0.0077965,0.0033687,5038.7,32.22,3.5544,1614100000000.0,23.132,8.5164e+22,648.95,13149000000000.0,8.719e+21,157.75,1214.7,21.64
462,2017-09-26 06:00:00,2017-09-26 06:00:00,2017-09-26 06:00:00,12682,B,4.6,False,0,62.867,745.95,38.964,40.764,95.791,98.461,-0.13793,-0.0020339,6396.4,33.567,4.062,2252100000000.0,23.928,2.6257e+23,1027.4,23762000000000.0,1.9223e+22,38.013,0.0,3.379
464,2017-04-26 17:36:00,2017-04-26 17:48:00,2017-04-26 17:48:00,12653,B,4.5,False,0,3.5747,457.19,43.538,62.341,119.85,115.88,0.42507,0.00045672,6948.5,33.365,2.3303,1772400000000.0,25.865,7.2245e+22,326.52,7602700000000.0,4.9014e+21,0.0,0.0,0.0
465,2020-12-30 07:24:00,2020-12-30 07:24:00,2020-12-30 07:48:00,12795,B,1.8,True,0,42.615,309.28,38.706,79.388,145.08,142.7,0.26057,-0.0066162,4869.3,29.429,0.0,1145100000000.0,15.789,4.1652e+22,407.1,7513600000000.0,4.6239e+21,247.24,627.9,36.273
467,2017-01-26 03:48:00,2017-01-26 03:48:00,2017-01-26 03:48:00,12629,B,2.2,True,0,27.837,311.05,44.958,56.95,95.127,103.45,-0.4878,0.0020488,8870.1,34.392,4.0838,3379700000000.0,28.678,1.6008e+23,830.27,13653000000000.0,9.9973e+21,151.84,882.76,18.24
472,2017-06-27 21:00:00,2017-06-27 21:12:00,2017-06-27 21:12:00,12664,B,2.6,True,0,167.06,463.37,51.995,65.13,107.34,106.37,0.22538,-0.014884,8110.8,41.114,3.8205,6931900000000.0,40.374,1.2091e+23,499.45,10931000000000.0,6.5925e+21,91.71,2969.7,10.583
473,2016-06-16 11:48:00,2016-06-16 12:00:00,2016-06-16 12:00:00,12555,B,2.6,False,0,6.517,47.303,35.045,82.403,166.72,161.79,-0.14342,0.0043159,3041.1,23.834,2.6196,377140000000.0,5.3642,6.0985e+21,88.662,1566200000000.0,1.1682e+21,0.0,0.0,0.0
474,2016-06-16 15:12:00,2016-06-16 15:12:00,2016-06-16 15:24:00,12555,B,3.8,True,0,3.9288,44.386,33.847,71.325,155.27,151.93,-0.41807,0.0025967,2757.5,23.936,2.3698,343300000000.0,3.8995,5.5408e+21,84.313,1452000000000.0,1.1371e+21,0.0,0.0,0.0
477,2010-05-22 21:36:00,2010-05-22 21:36:00,2010-05-22 21:48:00,11072,B,1.3,False,0,35.257,258.7,45.79,47.164,94.959,96.153,-0.10152,-0.0036869,7776.8,38.945,3.1983,523900000000.0,35.951,9.8766e+22,348.65,7700100000000.0,5.9335e+21,0.0,0.0,0.0
478,2010-10-15 13:00:00,2010-10-15 13:00:00,2010-10-15 13:12:00,11113,B,1.0,True,0,44.649,266.57,42.134,32.804,59.585,61.851,-0.06046,0.0027684,8435.4,32.085,3.5292,3308300000000.0,26.431,1.8069e+23,460.52,8539100000000.0,1.0626e+22,0.0,0.0,0.0
479,2016-10-05 01:00:00,2016-10-05 01:12:00,2016-10-05 01:12:00,12598,B,5.6,False,0,36.785,846.05,52.296,62.291,106.66,108.07,0.31975,-0.0015339,5609.7,42.199,3.8232,4032100000000.0,39.53,1.7866e+23,1037.9,23768000000000.0,1.2499e+22,162.47,4439.0,15.204
481,2020-12-09 00:36:00,2020-12-09 00:48:00,2020-12-09 01:00:00,12791,B,3.2,False,0,1.4828,200.24,30.738,55.85,138.05,138.02,0.19655,0.00055661,1461.9,21.863,2.8806,267040000000.0,3.6411,5.172e+21,107.27,2560500000000.0,1.5267e+21,0.0,0.0,0.0
482,2017-12-22 01:36:00,2017-12-22 01:48:00,2017-12-22 02:00:00,12692,B,7.2,True,0,9.0111,315.08,35.638,53.619,112.87,115.25,0.14656,0.00063249,3495.1,28.582,4.0581,2716500000000.0,14.08,6.613e+22,655.2,13081000000000.0,9.5421e+21,76.463,339.62,12.442
485,2010-05-11 19:24:00,2010-05-11 20:12:00,2010-05-11 20:36:00,11067,B,1.5,False,0,15.089,95.089,22.764,30.084,93.577,93.251,-0.27609,-0.0018123,1188.7,19.251,0.0,1232700000000.0,0.31227,1.3144e+22,232.2,5208500000000.0,5.2101e+21,0.0,0.0,0.0
486,2016-11-23 22:24:00,2016-11-23 22:24:00,2016-11-23 22:36:00,12612,B,2.7,True,0,92.469,451.11,44.54,34.063,58.807,62.747,-0.054773,-0.0042538,9854.0,35.999,4.1002,1973400000000.0,34.217,2.8448e+23,756.54,12574000000000.0,1.5422e+22,55.409,0.0,5.6152
487,2021-07-28 05:00:00,2021-07-28 05:00:00,2021-07-28 05:12:00,12846,B,1.0,False,0,22.024,466.22,31.878,61.374,134.4,130.16,-0.46635,0.0024758,2151.6,24.623,1.3354,2251500000000.0,5.0585,2.542e+22,391.55,8737800000000.0,5.4736e+21,0.0,0.0,0.0
488,2020-12-10 10:48:00,2020-12-10 11:00:00,2020-12-10 11:00:00,12791,B,1.0,False,0,1.4828,200.24,30.738,55.85,138.05,138.02,0.19655,0.00055661,1461.9,21.863,2.8806,267040000000.0,3.6411,5.172e+21,107.27,2560500000000.0,1.5267e+21,0.0,0.0,0.0
489,2016-11-14 23:36:00,2016-11-14 23:36:00,2016-11-14 23:36:00,12610,B,1.2,False,0,24.712,132.58,28.284,40.907,112.73,113.16,-0.38966,-0.0030979,1980.2,23.767,0.0,1864800000000.0,3.9358,2.098e+22,267.3,5768000000000.0,5.0612e+21,155.89,32.985,65.401
491,2016-09-18 19:36:00,2016-09-18 19:48:00,2016-09-18 19:48:00,12592,B,2.0,True,0,4.0829,413.76,27.432,38.392,109.98,109.45,0.001263,0.00022591,1891.1,23.524,0.0,126350000000.0,4.1,4.5391e+22,658.15,14295000000000.0,1.1385e+22,23.677,0.0,9.5649
492,2016-04-01 02:48:00,2016-04-01 02:48:00,2016-04-01 02:48:00,12526,B,1.1,False,0,18.992,535.71,45.11,39.977,80.617,84.936,-0.086798,-0.00079886,12076.0,38.844,4.1563,1080500000000.0,37.617,3.8128e+23,844.42,17663000000000.0,1.628e+22,54.966,0.0,4.1429
496,2021-09-02 03:48:00,2021-09-02 03:48:00,2021-09-02 03:48:00,12863,B,3.9,False,0,61.037,288.44,52.415,59.907,102.85,102.09,0.074811,0.0066446,10126.0,42.365,2.9965,1624200000000.0,43.109,1.2354e+23,374.7,8094500000000.0,5.719e+21,137.32,578.54,16.562
497,2016-10-11 09:36:00,2016-10-11 09:48:00,2016-10-11 09:48:00,12598,B,3.7,False,0,80.601,941.4,51.943,69.17,110.62,109.32,0.11387,0.0041684,5385.4,40.278,3.1852,3536300000000.0,35.772,1.3831e+23,903.61,20622000000000.0,1.0235e+22,144.46,1750.2,17.773
500,2017-10-05 02:36:00,2017-10-05 02:48:00,2017-10-05 02:48:00,12682,B,2.4,False,0,46.344,1015.4,45.267,58.738,116.5,117.61,0.16775,-0.00226,8798.8,36.799,3.3852,2201000000000.0,31.259,2.3962e+23,942.73,20765000000000.0,1.315e+22,94.983,2550.6,8.7036
501,2017-06-19 04:24:00,2017-06-19 04:24:00,2017-06-19 04:36:00,12663,B,3.0,True,0,51.444,297.4,48.359,66.107,117.68,116.18,0.063262,0.0048487,6887.7,37.905,3.4533,3040500000000.0,32.702,9.7061e+22,466.32,10501000000000.0,6.668e+21,242.64,1022.5,28.557
502,2020-12-23 21:36:00,2020-12-23 21:48:00,2020-12-23 22:00:00,12795,B,6.1,False,0,22.594,263.5,37.01,37.799,84.937,112.94,-0.18995,0.0032338,4913.3,33.395,3.1446,1101100000000.0,21.254,4.559e+22,235.43,4333400000000.0,5.0522e+21,91.129,0.0,20.639
504,2013-03-23 01:48:00,2013-03-23 01:48:00,2013-03-23 02:00:00,11704,B,5.4,False,0,41.161,431.92,41.633,53.587,109.55,109.54,0.090577,-0.00335,5760.9,34.294,1.979,623850000000.0,27.118,9.4004e+22,517.07,11302000000000.0,7.3764e+21,32.756,0.0,4.367
505,2016-12-15 03:24:00,2016-12-15 03:24:00,2016-12-15 03:24:00,12617,B,2.5,False,0,12.14,151.44,35.943,34.062,66.584,70.136,-0.01253,0.001137,3714.3,27.559,3.5677,629330000000.0,16.687,5.2677e+22,313.77,5278200000000.0,7.2928e+21,0.0,0.0,0.0
507,2011-01-02 09:00:00,2011-01-02 09:00:00,2011-01-02 09:12:00,11140,B,4.6,True,0,102.81,344.77,43.964,34.21,59.989,62.452,-0.023656,-0.0052025,9522.2,34.266,3.7768,1301400000000.0,31.495,2.4991e+23,702.04,11378000000000.0,1.348e+22,0.0,0.0,0.0
509,2011-01-29 11:36:00,2011-01-29 11:48:00,2011-01-29 12:00:00,11150,B,7.3,True,0,16.363,196.82,31.641,48.914,110.37,113.63,0.062866,0.0016888,3093.0,25.048,3.5474,310720000000.0,7.4001,3.98e+22,406.76,7839700000000.0,6.8521e+21,197.69,96.956,57.528
510,2017-12-22 04:00:00,2017-12-22 04:00:00,2017-12-22 04:00:00,12692,B,1.2,True,0,1.5677,317.66,36.375,56.464,117.97,119.76,0.047549,0.00011253,3641.0,29.354,3.8953,871530000000.0,14.641,6.7372e+22,699.53,13293000000000.0,9.6861e+21,79.654,782.73,14.915
511,2017-06-18 09:00:00,2017-06-18 09:12:00,2017-06-18 09:24:00,12663,B,2.5,False,0,41.711,276.58,53.74,69.457,114.14,114.02,0.21527,0.0047088,8712.4,41.203,2.3401,1685600000000.0,40.799,1.0249e+23,432.16,9043800000000.0,5.6803e+21,252.4,1044.3,30.175
520,2011-01-30 12:00:00,2011-01-30 12:48:00,2011-01-30 13:24:00,11150,B,1.3,False,0,16.363,196.82,31.641,48.914,110.37,113.63,0.062866,0.0016888,3093.0,25.048,3.5474,310720000000.0,7.4001,3.98e+22,406.76,7839700000000.0,6.8521e+21,197.69,96.956,57.528
521,2016-11-13 17:24:00,2016-11-13 17:24:00,2016-11-13 17:36:00,12610,B,1.5,False,0,24.712,132.58,28.284,40.907,112.73,113.16,-0.38966,-0.0030979,1980.2,23.767,0.0,1864800000000.0,3.9358,2.098e+22,267.3,5768000000000.0,5.0612e+21,155.89,32.985,65.401
522,2016-08-23 03:24:00,2016-08-23 03:36:00,2016-08-23 03:36:00,12579,B,3.0,True,0,143.93,349.6,56.727,63.189,96.906,93.837,0.15277,-0.015036,5457.7,46.022,3.2392,4084900000000.0,45.947,6.9378e+22,408.03,9036500000000.0,4.7403e+21,126.97,990.32,20.451
523,2010-08-11 13:36:00,2010-08-11 13:48:00,2010-08-11 13:48:00,11098,B,3.8,False,0,1.9726,97.296,38.692,88.941,175.43,181.95,0.68895,0.0022239,1868.4,19.976,0.0,329920000000.0,5.7497,2.2009e+21,60.092,1097000000000.0,5.9421e+20,0.0,0.0,0.0
524,2013-04-02 10:12:00,2013-04-02 10:12:00,2013-04-02 10:24:00,11704,B,4.9,False,0,54.243,435.71,36.684,51.05,111.19,113.32,-0.26724,0.0034948,4667.1,30.144,3.9336,3181500000000.0,17.654,9.62e+22,664.68,14100000000000.0,1.0243e+22,30.083,0.0,4.23
525,2021-03-20 15:24:00,2021-03-20 15:48:00,2021-03-20 16:00:00,12811,B,2.1,True,0,13.939,21.289,28.535,47.276,102.88,142.17,0.35738,-0.020498,5043.6,28.495,1.4735,867090000000.0,11.912,4.5547e+21,32.897,539040000000.0,5.9894e+20,0.0,0.0,0.0
526,2016-06-17 09:12:00,2016-06-17 09:24:00,2016-06-17 09:24:00,12555,B,4.0,True,0,52.724,88.498,41.575,67.475,126.91,132.45,0.44668,-0.010389,5476.3,33.564,3.1924,2524800000000.0,20.138,3.6909e+22,332.36,5882300000000.0,3.5482e+21,108.42,790.23,17.773
529,2017-01-25 03:48:00,2017-01-25 03:48:00,2017-01-25 04:00:00,12629,B,2.4,True,0,0.85198,3.323,53.091,45.301,72.475,102.98,-3.1082,0.0070411,3027.5,47.272,3.1961,191780000000.0,44.628,4.8651e+20,2.5261,112000000000.0,4.1071e+19,0.0,0.0,0.0
530,2017-04-12 00:00:00,2017-04-12 00:00:00,2017-04-12 00:24:00,12650,B,1.3,True,0,42.913,213.85,28.514,35.226,84.71,85.96,-0.16572,0.0026605,2200.0,22.314,3.3396,2186100000000.0,5.9381,4.7135e+22,496.39,9604000000000.0,1.083e+22,0.0,0.0,0.0
532,2017-05-05 08:36:00,2017-05-05 08:36:00,2017-05-05 08:48:00,12655,B,1.5,True,0,2.9379,5.0649,23.531,34.671,130.33,131.77,-2.521,-0.015711,1577.0,23.296,0.0,252190000000.0,6.4171,3.9165e+20,8.6247,196850000000.0,1.1168e+20,0.0,0.0,0.0
534,2016-06-17 20:24:00,2016-06-17 20:36:00,2016-06-17 20:48:00,12555,B,2.7,True,0,114.35,97.65,43.086,69.184,127.59,138.28,-0.088233,-0.020905,6761.8,34.985,3.5528,4788100000000.0,21.517,4.912e+22,397.96,6816700000000.0,3.9394e+21,115.51,1440.3,18.993
535,2010-12-02 02:12:00,2010-12-02 02:12:00,2010-12-02 02:12:00,11131,B,2.3,False,0,107.91,786.03,54.011,47.344,81.553,83.874,-0.13135,-0.0038393,18217.0,47.073,4.2757,2277200000000.0,51.187,6.8e+23,1217.5,24430000000000.0,1.8613e+22,0.0,0.0,0.0
538,2010-05-12 02:00:00,2010-05-12 02:12:00,2010-05-12 02:24:00,11067,B,1.5,True,0,10.423,62.897,21.649,23.766,76.801,77.311,-0.051996,-0.0014412,773.95,17.098,0.0,591610000000.0,0.12445,7.4333e+21,142.45,3463200000000.0,4.2006e+21,0.0,0.0,0.0
539,2010-12-11 11:12:00,2010-12-11 11:12:00,2010-12-11 11:12:00,11131,B,4.0,False,0,92.475,736.92,52.313,45.138,80.571,82.831,-0.28308,-0.0033512,18178.0,45.434,4.2041,3986000000000.0,47.839,6.6622e+23,1186.5,22828000000000.0,1.8619e+22,0.0,0.0,0.0
541,2021-04-17 23:48:00,1999-11-30 00:00:00,2021-04-18 00:00:00,12814,B,4.1,False,0,2.7139,83.798,33.671,54.394,132.34,129.95,-0.13125,-0.00080676,2452.2,27.543,0.0,233180000000.0,10.345,1.0955e+22,158.22,3419800000000.0,2.0211e+21,6.3246,0.0,3.2029
542,2021-09-02 00:36:00,2021-09-02 00:36:00,2021-09-02 00:48:00,12863,B,3.7,False,0,61.037,288.44,52.415,59.907,102.85,102.09,0.074811,0.0066446,10126.0,42.365,2.9965,1624200000000.0,43.109,1.2354e+23,374.7,8094500000000.0,5.719e+21,137.32,578.54,16.562
543,2020-12-22 11:12:00,2020-12-22 11:12:00,2020-12-22 11:24:00,12795,B,2.5,False,0,22.594,263.5,37.01,37.799,84.937,112.94,-0.18995,0.0032338,4913.3,33.395,3.1446,1101100000000.0,21.254,4.559e+22,235.43,4333400000000.0,5.0522e+21,91.129,0.0,20.639
546,2021-09-23 02:00:00,2021-09-23 02:12:00,2021-09-23 02:12:00,12875,B,2.4,False,0,27.247,74.608,30.715,53.413,131.58,130.37,-0.23666,-0.0070515,2349.5,24.037,0.0,594090000000.0,5.0207,1.2056e+22,174.84,3245400000000.0,2.6321e+21,112.61,53.492,41.528
547,2017-09-20 09:36:00,2017-09-20 09:48:00,2017-09-20 09:48:00,12681,B,3.2,False,0,37.761,326.23,41.015,38.607,88.825,89.745,-0.075733,0.0021623,7180.2,35.346,3.643,1871300000000.0,27.129,1.6654e+23,505.41,11769000000000.0,1.0468e+22,0.0,0.0,0.0
548,2011-02-04 19:24:00,2011-02-04 19:36:00,2011-02-04 19:48:00,11152,B,6.9,True,0,11.886,83.336,51.759,87.214,133.48,136.46,0.25063,-0.0049155,5101.7,39.109,2.9436,309590000000.0,33.375,1.6383e+22,209.4,3885500000000.0,1.3677e+21,80.994,0.0,17.604
550,2021-03-22 20:24:00,2021-03-22 20:36:00,2021-03-22 20:36:00,12811,B,1.8,False,0,12.089,74.249,24.697,29.115,70.662,70.705,-0.23759,-0.0011515,1484.6,19.868,0.0,1301700000000.0,0.79063,2.0697e+22,269.78,5251600000000.0,6.9983e+21,0.0,0.0,0.0
551,2010-10-15 08:12:00,2010-10-15 08:12:00,2010-10-15 08:12:00,11113,B,1.2,True,0,33.549,269.09,43.313,34.45,58.79,61.657,-0.10978,0.002528,9975.8,34.477,3.7118,2627500000000.0,30.608,1.7582e+23,429.45,7529700000000.0,9.3207e+21,0.0,0.0,0.0
552,2019-04-09 23:12:00,2019-04-09 23:24:00,2019-04-09 23:24:00,12738,B,1.3,True,0,126.65,698.57,45.963,35.662,70.694,74.409,-0.12495,0.004028,14382.0,40.868,4.0607,6547900000000.0,37.517,6.0058e+23,1048.3,21149000000000.0,2.1701e+22,34.382,9400.4,2.22
553,2016-12-26 20:48:00,2016-12-26 21:00:00,2016-12-26 21:00:00,12621,B,8.3,False,0,15.617,76.064,26.719,40.597,96.258,98.061,-0.26189,0.002197,2110.1,19.995,3.1373,947120000000.0,2.8559,1.9919e+22,269.33,4681600000000.0,5.1681e+21,0.0,0.0,0.0
555,2013-08-03 03:48:00,2013-08-03 03:48:00,2013-08-03 03:48:00,11810,B,3.7,False,0,108.18,216.84,42.685,60.105,117.47,117.94,0.5599,0.014975,4801.7,34.828,3.3057,4964800000000.0,24.779,4.6066e+22,328.97,7904400000000.0,4.3018e+21,73.062,0.0,13.654
556,2017-06-18 12:24:00,2017-06-18 12:36:00,2017-06-18 12:48:00,12663,B,1.4,True,0,59.806,291.96,53.891,69.949,109.12,106.9,0.25216,0.0061396,8194.2,42.143,3.5446,1510100000000.0,41.803,1.06e+23,438.4,9520700000000.0,5.9866e+21,238.86,1587.9,26.578
557,2011-01-10 10:00:00,2011-01-10 10:24:00,2011-01-10 10:36:00,11140,B,4.6,False,0,59.495,307.27,41.968,39.505,80.635,84.038,-0.14892,-0.0047738,9196.1,36.739,3.8945,944380000000.0,33.443,1.5221e+23,468.19,9286100000000.0,8.6141e+21,0.0,0.0,0.0
558,2010-08-16 02:12:00,2010-08-16 02:36:00,2010-08-16 02:48:00,11098,B,3.5,False,0,4.3992,67.211,32.035,61.672,137.71,142.88,0.31209,-0.0080867,1399.3,21.16,0.0,234990000000.0,4.4118,1.0109e+21,24.983,558710000000.0,3.1975e+20,0.0,0.0,0.0
561,2021-07-28 23:00:00,2021-07-28 23:12:00,2021-07-28 23:12:00,12846,B,1.2,True,0,40.134,381.25,31.595,43.402,113.91,113.81,-0.39748,0.0036892,1931.1,27.43,2.8932,2344900000000.0,8.6397,2.7903e+22,395.89,9828100000000.0,5.9797e+21,0.0,0.0,0.0
564,2018-08-25 07:00:00,2018-08-25 07:00:00,2018-08-25 07:00:00,12720,B,1.4,True,0,13.599,47.859,56.588,83.079,125.88,123.19,0.4748,0.0084837,4274.2,39.097,0.0,755410000000.0,33.125,9.0993e+21,73.474,1627800000000.0,8.689e+20,105.48,106.71,29.859
566,2011-02-04 17:24:00,2011-02-04 17:36:00,2011-02-04 17:36:00,11152,B,1.3,True,0,4.5741,69.74,56.831,82.5,126.84,127.51,0.71402,-0.0023614,4994.7,42.937,3.268,706550000000.0,37.894,1.2848e+22,142.46,2997500000000.0,9.6293e+20,0.0,0.0,0.0
567,2011-01-09 13:36:00,2011-01-09 13:48:00,2011-01-09 13:48:00,11140,B,1.3,False,0,84.679,330.61,41.108,40.196,85.84,90.002,0.036358,-0.0057746,8694.3,35.74,3.7329,714960000000.0,32.119,1.6932e+23,555.51,10833000000000.0,9.8558e+21,0.0,0.0,0.0
568,2011-02-01 00:00:00,2011-02-01 00:12:00,2011-02-01 00:12:00,11150,B,3.0,False,0,62.898,376.64,37.802,58.445,116.29,119.66,0.10865,0.0045794,4403.2,30.51,3.7522,1920900000000.0,18.602,8.0317e+22,646.25,12625000000000.0,9.2363e+21,139.66,1632.7,18.902
572,2021-06-03 01:48:00,2021-06-03 02:00:00,2021-06-03 02:00:00,12829,B,5.7,False,0,49.042,76.549,32.397,42.731,95.141,101.31,-0.38455,0.0095599,3529.3,25.239,3.6416,1067300000000.0,11.189,2.4044e+22,222.9,3904900000000.0,3.6974e+21,0.0,0.0,0.0
579,2017-09-24 00:12:00,2017-09-24 00:12:00,2017-09-24 00:24:00,12682,B,2.1,False,0,62.867,745.95,38.964,40.764,95.791,98.461,-0.13793,-0.0020339,6396.4,33.567,4.062,2252100000000.0,23.928,2.6257e+23,1027.4,23762000000000.0,1.9223e+22,38.013,0.0,3.379
582,2010-06-22 09:24:00,2010-06-22 09:36:00,2010-06-22 09:36:00,11082,B,2.1,True,0,17.416,282.33,40.471,65.235,125.28,122.75,0.4912,-0.0025131,4458.7,30.323,3.1934,1849600000000.0,17.59,4.1035e+22,321.81,6833300000000.0,4.3962e+21,191.02,164.45,34.019
584,2021-04-25 17:36:00,2021-04-25 17:48:00,2021-04-25 17:48:00,12820,B,2.0,True,0,248.6,413.01,54.124,84.569,129.36,128.86,0.14293,-0.02057,10993.0,41.925,3.9018,5733000000000.0,42.52,1.7645e+23,914.63,16134000000000.0,8.7e+21,187.67,6666.5,16.006
585,2018-06-24 13:48:00,2018-06-24 14:00:00,2018-06-24 14:12:00,12713,B,2.9,True,0,10.8,541.11,33.966,35.831,72.131,78.993,-0.070721,-0.00032725,4531.6,26.284,4.0591,1268200000000.0,13.762,1.9862e+23,1122.5,18820000000000.0,2.4485e+22,255.09,213.67,115.22
587,2021-04-24 20:24:00,2021-04-24 20:24:00,2021-04-24 20:36:00,12820,B,2.4,True,0,85.985,202.84,52.684,56.947,102.8,102.42,0.57624,-0.010579,7346.9,43.291,3.4754,2490500000000.0,43.615,7.9305e+22,400.64,8874400000000.0,4.3971e+21,241.57,523.73,35.526
588,2016-06-21 04:36:00,2016-06-21 05:24:00,2016-06-21 07:00:00,12553,B,3.8,False,0,210.64,512.86,64.398,46.777,65.345,70.68,0.36278,0.011454,21362.0,57.283,3.6577,7499400000000.0,70.419,5.2171e+23,626.41,15000000000000.0,1.1818e+22,71.032,4203.4,4.4003
589,2021-04-28 07:36:00,2021-04-28 07:36:00,2021-04-28 07:48:00,12820,B,3.4,False,0,252.49,792.19,44.731,62.977,116.05,114.73,0.16778,-0.009112,5958.0,35.549,3.7422,5603000000000.0,29.158,2.1926e+23,1405.5,27012000000000.0,1.8335e+22,411.76,5991.0,33.929
593,2016-11-15 16:48:00,2016-11-15 16:48:00,2016-11-15 17:00:00,12610,B,4.2,True,0,24.712,132.58,28.284,40.907,112.73,113.16,-0.38966,-0.0030979,1980.2,23.767,0.0,1864800000000.0,3.9358,2.098e+22,267.3,5768000000000.0,5.0612e+21,155.89,32.985,65.401
595,2018-05-01 21:00:00,2018-05-01 21:12:00,2018-05-01 21:24:00,12706,B,1.6,False,0,17.857,17.393,20.024,22.566,68.025,69.735,-0.028542,-0.0027176,587.72,14.854,0.0,1110700000000.0,0.62395,5.1288e+21,106.32,2526800000000.0,3.9459e+21,0.0,0.0,0.0
598,2021-04-26 10:00:00,2021-04-26 10:12:00,2021-04-26 10:24:00,12820,B,3.2,True,0,197.13,414.82,57.283,69.257,106.22,105.04,0.31185,-0.013651,8831.7,45.425,3.5825,3507200000000.0,48.3,1.6938e+23,769.58,14995000000000.0,8.6021e+21,194.28,4155.7,16.664
599,2021-03-22 21:12:00,2021-03-22 21:24:00,2021-03-22 21:36:00,12811,B,1.0,True,0,17.488,78.346,25.251,28.275,68.546,68.609,-0.096613,-0.0016295,1442.4,20.16,2.7827,541180000000.0,0.93179,2.0558e+22,263.88,5207100000000.0,6.9716e+21,0.0,0.0,0.0
601,2016-04-30 07:36:00,2016-04-30 07:36:00,2016-04-30 07:48:00,12537,B,6.2,True,0,97.794,410.5,36.171,35.251,73.426,75.711,-0.048398,-0.0035475,4334.2,28.117,3.9527,3363600000000.0,18.388,1.5868e+23,870.03,15579000000000.0,1.8217e+22,300.3,1127.5,64.931
