,FLARE_TYPE,COINCIDENCE,TOTUSJH_1,TOTUSJH_2,TOTUSJH_3,TOTUSJH_4,TOTUSJH_5,TOTUSJH_6,TOTUSJH_7,TOTUSJH_8,TOTUSJH_9,TOTUSJH_10,TOTUSJH_11,TOTUSJH_12,TOTUSJH_13,TOTUSJH_14,TOTUSJH_15,TOTUSJH_16,TOTUSJH_17,TOTUSJH_18,TOTUSJH_19,TOTUSJH_20,TOTUSJH_21,TOTUSJH_22,TOTUSJH_23,TOTUSJH_24,TOTUSJH_25,TOTUSJH_26,TOTUSJH_27,TOTUSJH_28,TOTUSJH_29,TOTUSJH_30,TOTUSJH_31,TOTUSJH_32,TOTUSJH_33,TOTUSJH_34,TOTUSJH_35,TOTUSJH_36,TOTUSJH_37,TOTUSJH_38,TOTUSJH_39,TOTUSJH_40,TOTUSJH_41,TOTUSJH_42,TOTUSJH_43,TOTUSJH_44,TOTUSJH_45,TOTUSJH_46,TOTUSJH_47,TOTUSJH_48,TOTUSJH_49,TOTUSJH_50,TOTUSJH_51,TOTUSJH_52,TOTUSJH_53,TOTUSJH_54,TOTUSJH_55,TOTUSJH_56,TOTUSJH_57,TOTUSJH_58,TOTUSJH_59,TOTUSJH_60,TOTUSJH_61,TOTUSJH_62,TOTUSJH_63,TOTUSJH_64,TOTUSJH_65,TOTUSJH_66,TOTUSJH_67,TOTUSJH_68,TOTUSJH_69,TOTUSJH_70,TOTUSJH_71,TOTUSJH_72,TOTUSJH_73,TOTUSJH_74,TOTUSJH_75,TOTUSJH_76,TOTUSJH_77,TOTUSJH_78,TOTUSJH_79,TOTUSJH_80,TOTUSJH_81,TOTUSJH_82,TOTUSJH_83,TOTUSJH_84,TOTUSJH_85,TOTUSJH_86,TOTUSJH_87,TOTUSJH_88,TOTUSJH_89,TOTUSJH_90,TOTUSJH_91,TOTUSJH_92,TOTUSJH_93,TOTUSJH_94,TOTUSJH_95,TOTUSJH_96,TOTUSJH_97,TOTUSJH_98,TOTUSJH_99,TOTUSJH_100,TOTUSJH_101,TOTUSJH_102,TOTUSJH_103,TOTUSJH_104,TOTUSJH_105,TOTUSJH_106,TOTUSJH_107,TOTUSJH_108,TOTUSJH_109,TOTUSJH_110,TOTUSJH_111,TOTUSJH_112,TOTUSJH_113,TOTUSJH_114,TOTUSJH_115,TOTUSJH_116,TOTUSJH_117
1838,N,False,337.16,337.52,343.17,337.63,342.87,332.77,346.57,333.76,332.18,333.79,344.29,331.11,322.0,313.91,308.69,304.74,306.46,304.89,302.89,305.27,311.16,302.35,308.68,308.51,309.07,301.52,302.61,308.46,309.3,298.95,305.42,296.49,323.53,332.51,327.18,333.31,337.27,326.36,319.25,304.55,301.29,289.66,293.79,287.77,288.02,280.18,275.16,276.07,270.97,272.74,269.09,274.78,267.61,284.49,285.22,289.02,286.47,282.22,291.15,292.25,295.6,293.37,287.85,281.11,287.15,280.99,280.02,275.09,275.68,269.06,274.4,272.79,274.33,280.88,274.3,273.0,275.88,280.15,275.12,274.09,264.24,258.85,253.36,249.12,245.32,251.94,249.87,252.53,245.61,247.66,239.0,250.91,253.3,248.24,244.75,255.25,255.9,254.05,264.31,268.78,263.61,247.39,251.4,239.04,231.73,219.33,226.75,221.84,228.4,224.41,239.31,239.75,235.32,232.51,236.74,237.79,237.76
1839,N,False,337.16,337.52,343.17,337.63,342.87,332.77,346.57,333.76,332.18,333.79,344.29,331.11,322.0,313.91,308.69,304.74,306.46,304.89,302.89,305.27,311.16,302.35,308.68,308.51,309.07,301.52,302.61,308.46,304.17,309.3,298.95,305.42,296.49,323.53,332.51,327.18,333.31,337.27,326.36,319.25,304.55,301.29,289.66,293.79,287.77,288.02,280.18,275.16,276.07,270.97,272.74,269.09,274.78,267.61,284.49,285.22,289.02,286.47,282.22,291.15,292.25,295.6,293.37,287.85,281.11,287.15,280.99,280.02,275.09,275.68,269.06,274.4,272.79,274.33,280.88,274.3,273.0,275.88,280.15,275.12,274.09,264.24,258.85,253.36,249.12,245.32,251.94,249.87,252.53,245.61,247.66,239.0,250.91,253.3,248.24,244.75,255.25,255.9,254.05,264.31,268.78,263.61,247.39,251.4,239.04,231.73,219.33,226.75,221.84,228.4,224.41,239.31,239.75,235.32,232.51,236.74,237.79
1840,N,False,262.1,260.8,264.75,263.32,273.68,270.22,262.91,262.28,270.57,292.11,283.77,276.29,282.56,293.47,296.12,299.67,298.41,301.81,307.93,299.55,308.99,310.02,311.14,316.38,306.78,315.99,322.89,320.8,321.2,316.72,319.28,320.34,322.05,327.7,322.14,324.36,322.3,318.46,319.17,317.33,313.65,313.62,322.15,316.43,319.24,327.75,327.1,321.12,322.04,321.07,310.54,305.52,301.31,293.85,297.74,290.52,283.54,279.71,275.54,282.05,272.78,269.77,261.11,265.86,261.33,258.52,262.01,263.53,267.01,262.93,253.68,255.45,245.43,242.4,240.42,237.74,238.4,229.87,228.65,225.8,228.21,221.86,220.36,219.85,217.3,212.68,210.47,207.6,202.54,203.17,199.21,198.35,200.09,192.08,190.49,189.23,185.66,191.09,190.27,188.45,187.54,192.37,194.01,193.9,187.46,183.37,183.02,178.28,186.27,184.46,179.42,179.41,180.36,185.07,190.16,187.19,185.15
1841,N,False,317.9,317.11,315.24,312.33,300.62,306.14,301.67,303.23,302.71,298.39,287.78,293.79,285.28,291.66,297.5,294.55,288.76,291.77,285.5,289.71,293.06,298.6,316.97,314.39,323.36,327.22,325.89,318.57,332.75,320.11,328.93,325.77,342.22,334.87,330.82,340.34,336.19,342.54,359.96,346.61,352.99,351.29,369.57,354.2,348.87,343.88,365.62,364.17,373.82,361.72,354.05,364.16,375.91,370.07,358.65,366.19,369.0,375.55,390.61,415.74,415.61,409.17,403.62,403.98,403.54,402.39,407.92,409.93,420.65,433.16,434.02,433.92,439.67,472.14,465.08,473.1,474.44,485.23,493.63,510.64,505.01,534.53,519.71,516.57,541.87,548.35,552.13,553.33,573.67,550.97,551.4,557.14,561.3,556.78,565.7,579.29,594.75,582.0,593.08,607.83,601.41,611.72,605.92,614.18,611.23,603.2,606.99,599.3,601.16,596.58,586.13,598.18,579.15,586.38,604.33,595.09,599.31
1842,N,False,73.522,76.147,76.131,77.039,74.823,74.476,70.686,72.249,74.097,67.17,66.817,68.083,66.385,69.535,64.8,65.914,64.535,66.304,71.307,68.064,69.795,69.926,70.607,68.707,67.216,62.119,70.053,68.963,70.766,69.331,70.146,64.838,64.641,64.726,61.879,65.383,63.294,61.011,60.572,55.961,55.16,58.78,60.107,56.479,55.969,54.556,51.528,56.586,59.008,59.163,64.954,67.668,72.939,74.091,76.493,81.609,79.929,77.653,80.065,76.536,79.405,72.377,72.564,69.825,69.21,69.628,65.4,63.705,64.366,64.565,64.16,66.551,57.719,61.772,61.347,58.705,62.119,58.703,59.254,59.514,59.503,60.887,64.975,58.104,55.335,60.091,58.838,58.428,61.257,59.512,57.853,58.62,59.123,57.423,58.436,59.061,55.556,53.222,53.885,55.877,55.541,55.285,55.447,52.764,56.292,52.3,57.418,61.933,62.651,66.242,73.063,73.012,79.7,73.888,70.57,64.988,65.52
1843,N,False,170.32,173.14,162.13,159.61,157.85,158.66,159.21,165.59,159.06,157.29,158.45,162.8,170.61,171.16,163.51,171.36,163.79,167.86,174.35,169.85,173.01,173.81,169.62,170.83,180.96,173.28,176.17,171.43,172.17,168.45,166.69,171.2,176.02,170.94,181.41,176.78,172.42,178.29,175.24,171.11,178.76,173.87,172.12,185.78,177.88,179.75,191.66,175.62,185.78,178.27,182.69,175.77,177.39,166.98,165.9,169.35,165.64,168.02,168.5,170.13,161.59,168.56,170.52,165.33,162.98,166.71,161.66,163.76,158.95,162.47,161.08,153.41,157.4,155.1,158.62,156.47,160.51,152.29,156.71,159.88,151.8,148.7,136.5,134.94,127.62,128.18,127.47,124.68,127.6,127.5,128.37,123.48,114.44,114.74,116.89,114.48,110.27,110.92,114.11,106.45,109.8,108.54,105.7,102.8,102.3,100.95,99.094,104.78,107.17,105.78,103.56,106.93,108.72,105.25,101.94,107.63,101.54
1844,N,False,256.83,252.42,248.78,250.16,257.92,251.49,250.32,249.25,257.31,250.67,253.56,247.97,253.05,251.62,260.51,278.49,264.54,277.67,276.57,278.74,275.45,278.67,271.41,271.36,254.46,271.69,263.66,262.75,266.08,263.93,263.41,253.82,260.46,256.96,254.69,246.48,245.97,236.95,231.33,237.03,234.13,239.47,242.76,238.06,234.79,244.58,243.96,238.96,238.17,238.3,244.94,235.71,239.7,241.57,235.89,234.84,237.09,228.02,230.04,231.62,226.39,224.0,222.9,230.05,228.38,223.29,223.79,220.71,227.34,220.56,222.31,230.68,222.95,237.34,230.21,242.07,237.97,238.85,244.29,229.57,224.96,223.55,225.55,235.77,230.95,235.54,223.21,216.34,207.05,199.29,199.78,189.6,186.25,184.17,175.65,184.14,182.18,190.08,183.81,184.87,186.22,188.07,188.11,183.92,187.96,184.81,180.58,175.68,170.56,172.35,170.72,171.0,163.69,164.73,153.19,154.88,175.93
1845,N,False,199.62,194.8,196.64,192.3,194.02,188.9,189.09,184.53,187.23,185.52,184.03,187.76,179.79,179.61,181.24,173.3,174.51,175.56,162.02,170.26,165.2,159.9,162.75,161.66,157.21,157.02,157.27,158.23,150.88,154.05,149.98,150.79,145.12,148.41,137.19,139.78,131.12,131.12,136.4,137.89,140.75,135.86,137.32,130.8,132.47,124.3,122.92,128.81,131.27,137.27,142.73,146.5,150.16,152.32,153.25,150.57,139.59,134.07,137.26,130.3,126.73,122.8,121.08,117.22,115.93,119.88,115.26,119.13,113.61,119.98,116.06,113.96,112.22,118.25,116.65,110.47,113.12,116.31,111.29,112.96,111.04,102.31,105.41,103.72,105.49,101.23,99.964,106.45,102.77,105.37,108.88,103.64,106.48,104.26,101.47,104.11,106.99,115.13,116.95,115.95,120.56,120.22,131.91,133.7,139.07,131.77,131.79,127.14,127.04,119.67,116.29,113.7,123.09,121.2,123.95,119.92,121.96
1846,N,False,893.84,892.12,929.75,939.83,937.2,1038.7,1030.2,1016.3,983.22,955.69,944.91,953.83,949.73,943.77,912.39,890.52,879.48,881.79,879.2,875.4,870.65,875.36,871.44,863.16,883.78,854.93,857.56,874.94,864.95,871.61,879.44,871.07,864.24,849.18,852.86,852.25,866.2,877.08,898.1,877.02,888.34,888.63,892.3,879.3,882.79,873.9,876.35,892.62,882.96,884.66,905.4,892.6,910.03,922.94,960.94,975.14,958.06,968.52,969.78,968.77,929.24,922.69,886.55,870.02,906.57,865.33,835.57,843.32,847.65,828.01,825.67,831.95,833.21,808.09,787.59,774.3,779.02,756.67,759.29,768.44,745.36,748.5,775.86,740.46,755.93,753.35,748.25,738.49,739.28,735.17,741.34,740.3,736.18,731.6,729.72,727.24,740.26,740.12,727.23,723.8,713.8,713.35,711.48,730.64,712.89,694.82,714.67,692.55,710.39,698.97,700.48,711.12,721.82,736.0,734.41,742.68,760.36
1847,N,False,211.94,212.6,210.69,205.38,210.94,208.59,214.24,202.02,211.26,219.2,212.59,210.68,215.26,216.66,223.47,222.06,216.0,219.63,216.27,225.47,227.01,223.35,215.13,219.34,229.72,233.83,230.48,231.71,224.2,231.92,238.78,232.08,236.71,225.18,225.33,221.83,216.6,218.78,221.56,221.76,225.36,217.01,208.11,209.24,204.66,199.8,203.2,205.03,214.96,206.85,204.94,194.3,206.74,209.97,202.28,205.1,208.89,206.68,197.75,202.74,208.44,217.34,203.07,206.21,205.99,207.87,201.84,200.17,207.22,207.96,202.49,205.02,204.5,205.76,208.4,207.54,201.97,196.1,207.38,210.1,206.79,210.2,216.33,210.5,217.29,219.6,215.38,212.26,213.54,220.11,232.37,223.12,226.86,227.74,218.89,224.26,213.93,204.14,215.42,206.71,200.3,205.49,208.77,207.38,214.53,211.94,211.91,208.16,206.32,208.66,196.37,202.43,203.85,205.09,202.99,209.71,211.33
1848,N,False,124.84,129.82,133.58,130.18,136.85,138.88,133.39,130.38,131.73,136.12,125.68,124.91,118.38,121.13,117.84,119.56,120.38,117.2,113.3,113.24,122.48,122.25,119.42,125.29,135.01,134.41,133.73,148.7,145.17,130.88,122.18,125.23,124.36,116.03,117.41,116.86,121.11,122.55,113.09,122.32,121.47,123.42,118.99,120.15,115.96,119.43,120.34,121.05,114.89,123.67,126.16,116.85,117.87,113.16,124.45,117.78,120.19,121.56,119.59,113.39,115.25,113.23,108.86,109.8,100.07,105.18,105.77,103.11,105.09,107.63,114.6,118.99,114.54,116.37,120.34,127.94,131.52,143.72,146.24,139.6,135.76,139.0,130.8,123.78,119.01,107.66,107.99,107.11,109.32,116.73,114.1,116.26,112.4,108.09,106.88,109.37,111.88,116.86,115.23,113.22,121.64,128.04,128.82,131.88,127.46,128.27,127.1,124.68,123.37,127.73,125.45,131.44,131.13,136.96,136.04,142.82,140.55
1849,N,False,128.15,132.3,128.21,122.08,113.53,112.89,109.04,106.83,105.86,113.85,107.89,110.1,110.72,107.57,112.66,113.21,113.49,109.55,112.58,113.66,105.4,110.68,107.88,103.55,109.11,110.92,104.54,103.65,103.3,103.87,110.89,109.73,107.21,109.59,105.08,106.63,103.24,99.144,102.75,96.804,93.581,93.953,93.618,101.76,94.935,103.87,105.6,104.64,112.41,95.93,99.631,103.59,109.68,105.86,100.28,92.548,89.203,91.85,86.224,90.027,92.239,88.686,94.187,86.746,80.284,82.58,95.081,90.902,86.671,85.408,88.757,90.626,88.362,95.794,94.958,94.994,96.926,103.45,91.841,87.631,97.044,91.262,92.182,83.399,85.041,92.013,93.494,82.717,87.659,93.715,89.879,91.064,89.905,94.651,91.222,89.218,81.849,83.317,76.213,81.144,88.458,78.801,76.533,78.517,76.095,74.296,79.862,73.11,72.081,75.213,77.499,71.295,74.655,78.775,76.113,77.221,72.032
1850,N,False,60.426,55.211,54.619,55.121,58.333,58.869,59.463,51.637,53.324,61.076,62.725,61.012,57.475,60.538,57.195,54.801,58.207,55.185,59.439,57.507,59.164,58.386,59.185,51.805,50.326,49.293,49.892,48.882,51.071,45.516,46.404,53.65,51.135,51.242,53.559,53.815,48.749,47.395,48.937,50.882,52.278,51.561,54.436,52.422,52.131,50.726,48.226,48.586,51.288,52.772,53.567,50.968,46.608,49.009,52.591,47.424,44.107,46.687,44.291,43.752,44.867,46.239,49.24,50.439,50.179,50.273,48.697,50.43,48.487,49.402,48.94,42.858,47.248,41.597,40.542,40.424,36.733,42.056,40.654,39.337,39.601,36.711,37.384,35.92,35.219,40.259,40.33,39.706,35.154,39.58,41.443,42.128,47.223,39.218,36.813,32.171,36.485,31.335,33.418,34.954,39.261,35.089,37.289,34.155,39.385,37.043,36.463,39.032,43.132,42.923,38.349,39.011,38.188,32.457,32.216,31.886,34.131
1851,N,False,97.025,100.04,101.46,105.68,109.19,107.79,110.8,112.68,104.97,99.71,97.149,93.319,99.052,91.554,94.235,93.815,94.368,88.903,88.908,85.051,85.223,90.756,89.499,90.162,90.36,90.094,88.872,90.589,91.783,87.203,89.751,86.192,84.183,83.601,87.067,75.646,77.496,79.342,78.182,81.843,83.868,82.976,78.874,78.97,75.475,74.65,76.493,77.247,78.461,74.138,75.556,77.588,78.828,78.977,79.659,83.46,81.809,81.483,91.306,85.269,88.812,84.48,78.315,78.305,78.002,76.553,71.89,68.998,65.994,65.673,62.962,65.458,67.901,61.235,57.235,57.711,58.498,62.521,59.573,57.23,60.957,62.746,67.584,67.765,68.462,71.485,69.643,60.892,58.394,58.546,58.448,57.813,56.501,53.203,54.919,52.631,53.344,52.136,55.353,55.688,54.601,52.218,54.815,52.558,50.06,52.208,54.217,54.391,53.749,53.089,52.747,56.533,56.796,58.877,54.501,55.48,55.788
1852,N,False,477.43,473.5,466.68,454.52,451.14,451.69,446.83,433.83,438.37,428.35,426.57,420.15,419.84,409.51,408.2,413.36,419.47,427.05,408.26,400.23,398.77,401.93,397.55,396.97,395.23,391.21,389.25,389.44,388.86,384.57,386.17,381.22,378.79,379.94,379.21,395.53,388.53,351.53,359.63,348.84,354.35,353.5,353.72,359.78,352.35,351.03,351.41,337.16,329.48,332.74,326.14,324.51,314.64,312.69,311.16,307.28,310.06,302.91,322.72,326.98,314.82,327.54,319.28,320.92,312.21,316.54,309.16,312.31,315.25,309.55,311.83,313.48,311.58,305.99,321.24,291.9,288.78,316.54,291.19,306.99,305.42,291.54,290.68,283.25,284.24,287.88,294.47,304.1,303.86,300.33,299.18,294.06,288.14,287.27,272.89,278.22,272.48,262.42,262.94,268.16,290.98,294.04,278.07,297.25,252.55,249.71,229.49,241.81,237.35,247.22,236.86,232.63,240.49,239.73,237.26,229.76,232.64
1853,N,False,242.73,243.72,231.59,238.57,232.21,232.89,239.54,244.64,231.03,223.61,230.53,231.91,227.63,220.54,218.33,226.83,218.17,222.29,222.98,211.72,206.73,212.79,220.67,216.2,207.63,219.61,236.68,223.14,230.83,236.48,238.33,236.89,246.32,243.78,253.89,267.22,259.32,254.05,259.26,243.22,245.41,249.07,238.18,230.74,232.0,225.16,207.01,197.71,195.23,203.86,191.96,181.65,174.83,179.09,179.86,183.94,181.69,185.31,193.19,189.83,188.37,191.99,206.57,204.73,208.06,211.62,210.56,210.6,220.58,211.54,210.51,213.28,219.08,228.2,216.67,206.27,214.01,203.01,211.15,209.68,223.33,214.76,212.89,210.26,195.24,193.18,189.79,188.75,172.38,173.68,176.37,176.61,183.26,175.79,165.54,178.16,168.82,172.5,186.23,185.35,189.34,184.85,193.47,186.14,197.97,200.1,206.49,201.09,215.14,199.28,200.42,199.71,210.91,207.89,209.42,196.76,189.85
1854,N,False,200.69,172.31,171.63,161.43,157.66,146.18,146.76,140.45,135.65,143.86,138.15,134.23,127.0,129.3,122.26,117.95,111.85,116.19,116.66,108.83,111.18,105.66,111.4,107.45,114.48,110.97,113.97,106.76,111.69,107.7,104.64,99.964,99.184,95.311,98.678,104.39,107.65,113.8,112.97,122.44,123.13,126.72,115.46,107.14,100.74,100.11,97.632,93.792,91.482,99.453,100.54,98.839,91.439,91.173,81.624,91.56,82.475,84.825,79.36,78.989,83.599,81.384,83.706,81.392,72.647,73.453,74.841,85.582,89.042,85.943,90.378,85.493,89.922,82.247,88.337,84.221,91.343,82.794,90.638,100.59,98.284,97.677,90.741,89.701,84.395,88.853,86.153,93.15,86.995,82.528,76.236,77.515,71.703,73.979,66.485,66.465,67.234,67.915,65.492,71.649,68.751,67.15,73.703,72.199,73.747,69.462,69.396,65.231,74.323,68.443,71.92,80.81,74.833,73.418,76.58,76.795,87.004
1855,N,False,264.55,250.52,250.48,252.88,242.73,243.72,231.59,238.57,232.21,232.89,239.54,244.64,231.03,223.61,230.53,231.91,227.63,220.54,218.33,226.83,218.17,222.29,222.98,211.72,206.73,212.79,220.67,216.2,207.63,219.61,236.68,223.14,230.83,236.48,238.33,236.89,246.32,243.78,253.89,267.22,259.32,254.05,259.26,243.22,245.41,249.07,238.18,230.74,232.0,225.16,207.01,197.71,195.23,203.86,191.96,181.65,174.83,179.09,179.86,183.94,181.69,185.31,193.19,189.83,188.37,191.99,206.57,204.73,208.06,211.62,210.56,210.6,220.58,211.54,210.51,213.28,219.08,228.2,216.67,206.27,214.01,203.01,211.15,209.68,223.33,214.76,212.89,210.26,195.24,193.18,189.79,188.75,172.38,173.68,176.37,176.61,183.26,175.79,165.54,178.16,168.82,172.5,186.23,185.35,189.34,184.85,193.47,186.14,197.97,200.1,206.49,201.09,215.14,199.28,200.42,199.71,210.91
1856,N,False,163.29,155.8,146.95,145.39,142.44,148.45,145.14,145.17,141.43,139.96,139.58,132.91,132.18,136.77,133.96,130.57,129.46,134.8,134.32,132.97,129.99,124.02,134.47,133.57,132.93,129.08,124.71,123.03,125.22,121.62,123.08,126.17,121.15,123.24,120.81,112.73,117.9,120.76,117.8,121.52,123.71,124.86,124.26,122.02,117.86,120.66,111.62,107.13,110.17,111.46,105.77,110.66,107.69,105.75,103.52,102.3,100.51,99.472,100.77,98.305,96.512,96.696,94.727,91.021,90.645,96.714,92.705,89.592,95.419,89.148,89.428,90.89,91.667,90.722,88.028,86.438,90.144,88.634,88.449,86.242,85.522,85.002,82.837,80.535,75.618,72.64,73.921,69.795,69.821,67.417,66.07,67.303,65.117,64.318,65.79,68.901,68.287,64.15,61.143,53.122,57.643,60.817,57.11,52.368,52.142,50.768,53.488,53.258,53.755,53.774,49.656,50.896,49.921,51.887,51.175,51.118,50.314
1857,N,False,741.49,715.46,730.41,723.97,736.29,750.1,741.22,731.82,735.11,732.89,739.02,739.64,758.23,763.47,768.05,759.51,774.67,774.06,780.73,794.69,786.97,776.64,770.51,780.71,789.71,788.37,788.56,783.64,793.47,791.77,796.66,799.16,800.11,819.6,819.95,813.41,809.82,810.29,804.34,808.47,809.27,806.66,828.26,852.7,865.99,869.78,868.51,862.79,871.0,848.47,832.25,820.44,819.52,812.9,802.97,790.03,792.5,791.69,797.93,792.68,789.75,788.14,792.34,783.68,801.86,795.71,786.41,777.66,778.98,771.72,791.72,785.07,793.21,777.2,812.71,802.69,818.34,828.56,820.55,821.84,814.91,834.68,830.5,839.98,829.52,852.46,867.76,874.91,877.49,888.48,895.81,896.81,888.59,869.38,872.46,859.18,876.54,867.57,865.41,874.62,888.86,910.84,921.8,912.53,907.21,914.81,915.29,931.6,957.96,969.1,980.31,1006.5,977.49,1009.8,1006.7,991.82,992.27
1858,N,False,772.59,746.94,747.19,759.8,759.99,745.99,760.54,764.55,756.16,749.91,752.5,746.3,743.25,744.87,729.41,732.83,707.74,698.42,694.73,704.89,692.67,707.27,697.05,701.79,689.15,686.99,688.42,693.9,691.51,684.39,674.69,675.88,685.62,690.22,701.04,695.76,703.69,698.35,693.58,688.93,696.34,691.06,684.31,678.17,675.83,653.33,639.89,639.95,629.92,611.69,615.35,612.57,613.62,606.08,617.05,620.76,619.48,624.38,618.05,595.81,595.27,600.87,608.58,598.14,599.23,588.08,591.87,592.48,598.04,595.4,591.85,583.8,566.41,563.24,548.87,548.62,545.83,548.25,541.19,532.33,529.6,543.53,541.24,552.44,546.63,549.8,559.78,555.84,548.94,544.78,567.77,576.25,577.39,561.98,567.4,557.74,561.34,560.69,550.89,535.34,516.24,526.13,522.02,515.84,513.09,518.11,515.25,509.56,515.65,525.32,532.67,543.72,558.77,663.38,568.12,646.2,576.96
1859,N,False,78.761,78.805,79.306,77.735,77.33,74.786,78.77,72.707,71.949,70.186,78.417,76.579,75.019,74.181,75.989,67.448,69.993,70.391,64.432,66.145,63.208,70.94,61.417,61.067,63.539,62.298,61.173,57.266,63.643,59.188,60.368,59.992,54.29,50.454,47.922,51.055,52.47,52.051,52.328,53.233,51.983,50.232,50.048,50.68,53.477,54.108,54.434,51.198,46.509,46.136,45.909,49.406,43.756,44.868,37.171,36.107,37.825,37.742,38.955,38.773,34.367,35.598,36.905,35.52,35.539,32.68,38.241,37.978,37.618,39.106,36.012,32.342,36.034,33.586,33.691,31.164,29.953,31.706,29.68,29.731,27.219,28.548,27.752,25.773,26.535,25.947,24.601,26.794,27.164,24.174,25.241,25.782,61.151,27.513,28.819,29.038,30.881,62.714,29.575,28.311,30.205,28.165,28.833,26.659,28.143,28.488,26.929,26.87,29.246,30.555,31.352,32.496,34.198,34.766,36.837,38.685,39.118
1860,N,False,409.91,420.61,400.68,390.96,388.74,394.07,392.56,399.09,387.6,391.81,392.08,387.12,386.41,386.21,395.32,399.12,398.17,394.35,485.91,494.23,382.13,376.74,382.92,386.51,381.63,366.45,367.64,426.17,365.89,357.26,353.88,357.88,354.75,354.05,352.45,362.31,361.87,359.19,364.7,367.42,381.05,366.47,367.61,385.23,385.98,383.13,381.42,383.14,386.43,396.63,382.61,388.55,380.2,380.47,378.6,382.53,378.47,379.35,377.98,384.19,386.11,379.63,383.78,381.0,383.33,394.78,389.66,397.39,392.26,381.23,385.49,388.25,389.97,392.12,383.32,373.41,373.48,378.25,371.65,377.98,383.71,387.71,377.25,385.43,398.92,408.58,408.57,410.88,410.01,413.43,399.98,399.1,399.19,389.4,389.16,380.37,380.49,374.98,379.01,360.54,357.7,350.17,356.14,355.39,358.59,359.7,347.28,346.28,351.93,343.72,347.94,347.62,342.77,347.2,345.78,337.65,347.1
1861,N,False,62.719,70.171,78.112,80.229,94.332,104.26,116.91,131.94,138.6,155.18,179.39,197.22,213.92,235.88,262.49,277.02,291.34,292.48,304.8,304.73,329.08,347.74,370.82,406.67,420.12,426.06,445.68,466.6,469.53,486.64,488.42,493.81,512.95,489.47,480.33,491.96,492.3,498.46,488.51,489.54,495.84,508.04,515.12,497.55,492.89,489.93,485.73,492.91,526.3,532.03,529.91,540.95,527.57,554.47,562.1,573.22,587.3,590.74,583.96,588.7,594.8,577.71,582.06,587.66,570.22,581.37,606.62,610.39,624.24,624.46,603.51,620.81,620.9,609.45,598.25,592.66,596.71,604.33,620.26,632.06,638.48,644.08,651.01,672.56,659.1,651.88,643.09,654.81,617.38,650.22,673.16,668.09,688.3,650.4,628.54,630.12,649.15,651.84,643.97,586.62,624.46,600.6,610.22,633.73,621.16,646.0,636.27,622.11,608.74,624.04,598.41,610.76,585.01,621.96,597.26,602.13,590.58
1862,N,False,669.0,680.63,682.24,681.4,677.62,665.91,661.56,672.13,674.39,684.75,702.4,703.92,722.05,720.87,713.82,704.67,708.43,726.21,717.32,708.16,699.78,677.45,666.85,666.78,662.41,660.03,661.6,656.96,662.6,660.45,652.88,662.51,663.37,662.76,654.94,654.02,656.93,661.77,658.64,650.06,652.24,643.52,643.29,654.15,647.5,640.61,632.66,639.9,631.25,631.11,638.36,650.59,645.0,640.79,650.05,639.09,639.4,636.73,645.86,654.07,655.93,670.66,672.23,676.85,688.7,676.92,676.76,674.39,659.34,655.01,642.79,643.23,650.3,653.36,650.94,651.37,641.86,650.35,629.22,641.04,627.52,633.58,644.66,635.14,620.85,616.51,593.09,584.97,580.63,571.26,566.59,553.85,540.19,536.52,531.86,529.46,518.89,531.4,531.98,519.73,520.8,513.42,506.58,508.58,515.73,513.3,516.02,512.57,508.2,501.42,510.41,515.43,520.28,520.12,524.66,517.13,538.87
1863,N,False,493.52,501.21,493.22,498.7,510.24,500.87,501.0,480.97,486.94,475.72,479.62,486.21,472.03,477.0,465.97,454.4,467.01,467.31,464.44,465.09,451.66,457.09,453.77,448.55,445.91,460.1,445.02,445.66,441.09,443.36,442.76,435.62,438.5,441.92,450.12,453.32,456.19,446.55,449.18,446.85,446.01,442.36,447.55,443.43,431.42,431.78,434.44,431.97,420.23,413.22,411.56,419.36,411.84,421.05,414.42,406.14,409.23,390.72,397.14,397.72,403.3,399.14,397.84,398.69,398.75,410.62,408.57,419.7,412.07,413.93,410.69,407.62,405.22,394.81,401.88,397.67,393.39,390.83,402.53,400.18,400.05,398.46,398.32,390.26,396.15,393.32,398.7,388.75,385.75,377.95,380.58,387.9,390.35,394.93,394.74,388.84,393.39,379.62,389.83,382.7,389.51,391.5,384.47,394.78,380.03,384.15,386.83,390.12,382.57,386.68,396.3,394.33,405.51,396.95,387.14,384.77,383.33
