,FLARE_TYPE,COINCIDENCE,TOTPOT_1,TOTPOT_2,TOTPOT_3,TOTPOT_4,TOTPOT_5,TOTPOT_6,TOTPOT_7,TOTPOT_8,TOTPOT_9,TOTPOT_10,TOTPOT_11,TOTPOT_12,TOTPOT_13,TOTPOT_14,TOTPOT_15,TOTPOT_16,TOTPOT_17,TOTPOT_18,TOTPOT_19,TOTPOT_20,TOTPOT_21,TOTPOT_22,TOTPOT_23,TOTPOT_24,TOTPOT_25,TOTPOT_26,TOTPOT_27,TOTPOT_28,TOTPOT_29,TOTPOT_30,TOTPOT_31,TOTPOT_32,TOTPOT_33,TOTPOT_34,TOTPOT_35,TOTPOT_36,TOTPOT_37,TOTPOT_38,TOTPOT_39,TOTPOT_40,TOTPOT_41,TOTPOT_42,TOTPOT_43,TOTPOT_44,TOTPOT_45,TOTPOT_46,TOTPOT_47,TOTPOT_48,TOTPOT_49,TOTPOT_50,TOTPOT_51,TOTPOT_52,TOTPOT_53,TOTPOT_54,TOTPOT_55,TOTPOT_56,TOTPOT_57,TOTPOT_58,TOTPOT_59,TOTPOT_60,TOTPOT_61,TOTPOT_62,TOTPOT_63,TOTPOT_64,TOTPOT_65,TOTPOT_66,TOTPOT_67,TOTPOT_68,TOTPOT_69,TOTPOT_70,TOTPOT_71,TOTPOT_72,TOTPOT_73,TOTPOT_74,TOTPOT_75,TOTPOT_76,TOTPOT_77,TOTPOT_78,TOTPOT_79,TOTPOT_80,TOTPOT_81,TOTPOT_82,TOTPOT_83,TOTPOT_84,TOTPOT_85,TOTPOT_86,TOTPOT_87,TOTPOT_88,TOTPOT_89,TOTPOT_90,TOTPOT_91,TOTPOT_92,TOTPOT_93,TOTPOT_94,TOTPOT_95,TOTPOT_96,TOTPOT_97,TOTPOT_98,TOTPOT_99,TOTPOT_100,TOTPOT_101,TOTPOT_102,TOTPOT_103,TOTPOT_104,TOTPOT_105,TOTPOT_106,TOTPOT_107,TOTPOT_108,TOTPOT_109,TOTPOT_110,TOTPOT_111,TOTPOT_112,TOTPOT_113,TOTPOT_114,TOTPOT_115,TOTPOT_116,TOTPOT_117,TOTPOT_118,TOTPOT_119
13,B,True,1.0284e+22,9.9684e+21,9.8677e+21,1.0081e+22,1.0134e+22,9.938e+21,9.7912e+21,9.8969e+21,1.0142e+22,1.0179e+22,9.8593e+21,9.8563e+21,1.005e+22,1.0208e+22,1.0209e+22,1.0148e+22,1.0496e+22,1.0437e+22,1.0375e+22,9.818e+21,9.7498e+21,9.661e+21,9.9986e+21,9.6951e+21,9.3821e+21,9.5393e+21,9.3231e+21,9.324e+21,9.444e+21,9.4224e+21,9.301e+21,9.1459e+21,9.0543e+21,9.0892e+21,9.166e+21,9.3044e+21,9.4466e+21,9.4851e+21,9.9025e+21,9.7142e+21,1.0019e+22,9.8186e+21,9.624e+21,9.7652e+21,1.005e+22,9.736e+21,9.8654e+21,9.9235e+21,9.8531e+21,9.4025e+21,9.6426e+21,9.2714e+21,9.1151e+21,9.2106e+21,9.2237e+21,9.0921e+21,9.087e+21,8.7436e+21,8.9306e+21,8.7947e+21,8.7239e+21,8.9753e+21,8.7354e+21,8.5653e+21,8.4828e+21,8.5216e+21,8.4683e+21,8.5339e+21,8.5222e+21,8.5182e+21,8.3929e+21,8.7624e+21,8.6057e+21,8.6202e+21,8.4018e+21,8.2168e+21,8.069e+21,8.2393e+21,8.2975e+21,8.4558e+21,8.2913e+21,7.9574e+21,7.9694e+21,8.2247e+21,8.35e+21,8.3026e+21,8.1708e+21,8.19e+21,8.1398e+21,8.0133e+21,8.0925e+21,7.9225e+21,7.7779e+21,7.9024e+21,8.0258e+21,7.8858e+21,7.9287e+21,7.6277e+21,7.65e+21,7.8936e+21,7.8877e+21,7.5249e+21,7.6728e+21,7.7244e+21,7.6179e+21,7.6108e+21,7.7721e+21,7.8045e+21,7.7549e+21,7.7564e+21,7.8049e+21,7.7327e+21,7.8286e+21,7.7849e+21,7.7888e+21,7.695e+21,7.6966e+21,7.9358e+21,7.9502e+21
14,B,True,4.3552e+22,4.3204e+22,4.3386e+22,4.3905e+22,4.5193e+22,4.5103e+22,4.3826e+22,4.4282e+22,4.3684e+22,4.3961e+22,4.3968e+22,4.3582e+22,4.3305e+22,4.3053e+22,4.2267e+22,4.2075e+22,4.2104e+22,4.215e+22,4.2573e+22,4.2757e+22,4.2549e+22,4.2567e+22,4.2432e+22,4.206e+22,4.2668e+22,4.222e+22,4.206e+22,4.2512e+22,4.3172e+22,4.2603e+22,4.2948e+22,4.3435e+22,4.353e+22,4.4182e+22,4.3977e+22,4.3334e+22,4.3341e+22,4.3141e+22,4.3618e+22,4.4005e+22,4.4242e+22,4.3893e+22,4.3542e+22,4.3059e+22,4.338e+22,4.329e+22,4.4236e+22,4.4974e+22,4.5063e+22,4.4197e+22,4.4796e+22,4.5351e+22,4.5702e+22,4.4999e+22,4.4812e+22,4.4504e+22,4.4843e+22,4.4841e+22,4.5681e+22,4.7041e+22,4.5978e+22,4.7994e+22,4.8068e+22,4.7487e+22,4.795e+22,4.7473e+22,4.9011e+22,5.0131e+22,4.9944e+22,5.2249e+22,5.3071e+22,5.3155e+22,5.0979e+22,5.0178e+22,5.1599e+22,5.1477e+22,5.2992e+22,5.2221e+22,5.1304e+22,5.2011e+22,5.1827e+22,5.1393e+22,5.1996e+22,5.1514e+22,5.0961e+22,5.2197e+22,5.3391e+22,5.4497e+22,5.5284e+22,5.4758e+22,5.444e+22,5.662e+22,5.7482e+22,5.8388e+22,5.7356e+22,5.711e+22,5.7729e+22,5.9301e+22,6.0881e+22,5.7678e+22,5.6769e+22,5.7727e+22,5.8725e+22,5.8036e+22,5.9239e+22,5.8981e+22,5.865e+22,5.8944e+22,5.7403e+22,5.7413e+22,5.8541e+22,5.9624e+22,6.1455e+22,6.1472e+22,6.1969e+22,6.3078e+22,6.2596e+22,6.3055e+22,6.3746e+22
15,B,True,2.0241e+23,2.0172e+23,2.0262e+23,2.0215e+23,2.0163e+23,2.0039e+23,2.01e+23,2.0274e+23,2.0345e+23,2.0209e+23,2.0228e+23,2.0032e+23,2.0056e+23,2.0216e+23,2.0384e+23,2.055e+23,2.0452e+23,2.0402e+23,2.0433e+23,2.0705e+23,2.0785e+23,2.0672e+23,2.0755e+23,2.0821e+23,2.0843e+23,2.1127e+23,2.1201e+23,2.1312e+23,2.1432e+23,2.1367e+23,2.1375e+23,2.1193e+23,2.1209e+23,2.1084e+23,2.1067e+23,2.0984e+23,2.0871e+23,2.067e+23,2.0642e+23,2.0903e+23,2.0943e+23,2.106e+23,2.077e+23,2.0568e+23,2.0662e+23,2.0708e+23,2.0665e+23,2.0847e+23,2.0889e+23,2.0794e+23,2.0799e+23,2.0891e+23,2.0964e+23,2.1096e+23,2.0853e+23,2.0869e+23,2.0856e+23,2.0864e+23,2.076e+23,2.0676e+23,2.0644e+23,2.0525e+23,2.0602e+23,2.052e+23,2.0535e+23,2.0311e+23,2.0358e+23,2.0367e+23,2.0451e+23,2.0338e+23,2.019e+23,2.0094e+23,2.0027e+23,1.9976e+23,1.9874e+23,1.9902e+23,1.9783e+23,1.9725e+23,1.9784e+23,2e+23,2.0105e+23,1.9759e+23,1.9648e+23,1.9466e+23,1.9441e+23,1.9613e+23,1.9653e+23,1.9662e+23,1.9635e+23,1.9559e+23,1.9513e+23,1.933e+23,1.9228e+23,1.9219e+23,1.9192e+23,1.9029e+23,1.8931e+23,1.8974e+23,1.8935e+23,1.8857e+23,1.8837e+23,1.8892e+23,1.8855e+23,1.8874e+23,1.8586e+23,1.8491e+23,1.8511e+23,1.8496e+23,1.8304e+23,1.8254e+23,1.8288e+23,1.807e+23,1.7953e+23,1.793e+23,1.8029e+23,1.812e+23,1.8151e+23,1.8057e+23,1.8108e+23
16,B,True,4.0124e+22,3.9593e+22,3.9666e+22,3.9651e+22,3.8713e+22,3.9141e+22,3.8658e+22,3.8303e+22,3.8049e+22,3.8685e+22,3.8973e+22,3.8848e+22,3.8849e+22,3.9089e+22,3.9045e+22,3.9052e+22,3.9213e+22,3.9011e+22,3.8885e+22,3.8189e+22,3.7953e+22,3.7875e+22,3.7043e+22,3.6705e+22,3.6171e+22,3.6466e+22,3.5947e+22,3.5976e+22,3.5697e+22,3.5003e+22,3.6106e+22,3.578e+22,3.5155e+22,3.4792e+22,3.4408e+22,3.4432e+22,3.4245e+22,3.5146e+22,3.4359e+22,3.3923e+22,3.4073e+22,3.3867e+22,3.4483e+22,3.4067e+22,3.4086e+22,3.4353e+22,3.3017e+22,3.3263e+22,3.4312e+22,3.363e+22,3.3176e+22,3.3632e+22,3.3463e+22,3.344e+22,3.3743e+22,3.3746e+22,3.3738e+22,3.3794e+22,3.3764e+22,3.3619e+22,3.3689e+22,3.3443e+22,3.3682e+22,3.2906e+22,3.2979e+22,3.2e+22,3.1745e+22,3.2529e+22,3.1974e+22,3.1378e+22,3.1012e+22,3.1702e+22,3.1674e+22,3.0897e+22,3.1042e+22,3.0939e+22,3.0818e+22,3.0224e+22,3.0697e+22,3.0689e+22,3.0123e+22,2.9907e+22,3.0178e+22,2.9991e+22,3.0681e+22,3.0976e+22,3.0998e+22,3.0842e+22,3.0965e+22,3.124e+22,3.1262e+22,3.0774e+22,3.087e+22,3.0714e+22,3.0918e+22,3.1174e+22,3.1484e+22,3.117e+22,3.0409e+22,2.9873e+22,2.998e+22,3.0237e+22,3.0033e+22,2.9863e+22,2.9871e+22,3.006e+22,3.0793e+22,3.0229e+22,2.9785e+22,2.9873e+22,3.0278e+22,3.03e+22,3.0489e+22,3.123e+22,3.1715e+22,3.2081e+22,3.3045e+22,3.3078e+22,3.3449e+22
17,B,False,7.1194e+22,7.1642e+22,7.1627e+22,7.3633e+22,7.4999e+22,7.4471e+22,7.458e+22,7.4367e+22,7.3958e+22,7.2969e+22,7.1876e+22,7.3368e+22,7.2668e+22,7.2929e+22,7.1606e+22,7.0897e+22,7.0909e+22,7.0143e+22,7.0148e+22,6.9851e+22,7.0716e+22,7.1898e+22,7.0997e+22,7.0373e+22,7.051e+22,7.0178e+22,7.0946e+22,7.0854e+22,7.2264e+22,7.367e+22,7.3477e+22,7.3221e+22,7.183e+22,7.168e+22,7.3285e+22,7.2942e+22,7.3663e+22,7.4282e+22,7.3726e+22,7.3405e+22,7.433e+22,7.3399e+22,7.2959e+22,7.2852e+22,7.3256e+22,7.1104e+22,7.013e+22,7.0254e+22,6.9592e+22,6.9565e+22,6.7598e+22,6.7105e+22,6.6258e+22,6.5814e+22,6.5362e+22,6.5819e+22,6.5326e+22,6.321e+22,6.1983e+22,6.2148e+22,6.2182e+22,6.1476e+22,6.0223e+22,5.9576e+22,5.8822e+22,5.8703e+22,5.8462e+22,5.6637e+22,5.655e+22,5.6082e+22,5.6522e+22,5.6496e+22,5.4542e+22,5.4282e+22,5.3512e+22,5.3445e+22,5.3786e+22,5.3439e+22,5.2393e+22,5.206e+22,5.1237e+22,5.047e+22,5.0017e+22,4.921e+22,4.9003e+22,4.7802e+22,4.8328e+22,4.735e+22,4.6931e+22,4.6378e+22,4.5274e+22,4.5907e+22,4.481e+22,4.4032e+22,4.43e+22,4.3677e+22,4.3258e+22,4.2288e+22,4.2221e+22,4.1773e+22,4.126e+22,4.204e+22,4.1736e+22,4.1224e+22,4.0353e+22,3.8965e+22,3.8861e+22,3.9659e+22,4.0328e+22,3.9709e+22,4.0394e+22,3.9792e+22,3.9779e+22,3.8659e+22,3.9501e+22,3.9204e+22,3.8902e+22,3.8517e+22,3.8993e+22
18,B,False,1.8648e+22,1.8378e+22,1.8579e+22,1.8696e+22,1.8554e+22,1.8802e+22,1.8613e+22,1.8486e+22,1.8398e+22,1.8029e+22,1.7733e+22,1.8153e+22,1.7283e+22,1.7597e+22,1.7887e+22,1.7787e+22,1.7754e+22,1.815e+22,1.8342e+22,1.7896e+22,1.8128e+22,1.8217e+22,1.8282e+22,1.8079e+22,1.7866e+22,1.7816e+22,1.7591e+22,1.7745e+22,1.7329e+22,1.7475e+22,1.7697e+22,1.7977e+22,1.7743e+22,1.7739e+22,1.8079e+22,1.8338e+22,1.8142e+22,1.8254e+22,1.8869e+22,1.9487e+22,2.0599e+22,2.0391e+22,2.0206e+22,2.1894e+22,2.1735e+22,2.1912e+22,2.2774e+22,2.3573e+22,2.277e+22,2.3824e+22,2.4957e+22,2.6788e+22,2.8983e+22,2.927e+22,3.0436e+22,3.0189e+22,3.0013e+22,2.9843e+22,3.1658e+22,3.0344e+22,3.0962e+22,3.2123e+22,3.3642e+22,3.3249e+22,3.4522e+22,3.4043e+22,3.4024e+22,3.6043e+22,3.6744e+22,3.7098e+22,3.7874e+22,3.9485e+22,4.0273e+22,4.1797e+22,4.3398e+22,4.3065e+22,4.3424e+22,4.2744e+22,4.3097e+22,4.3257e+22,4.4095e+22,4.5782e+22,4.6288e+22,4.7886e+22,4.7619e+22,4.8131e+22,5.0194e+22,5.1293e+22,5.2786e+22,5.5378e+22,5.6934e+22,6.1002e+22,6.0093e+22,6.3124e+22,6.5433e+22,6.8581e+22,6.8055e+22,6.8915e+22,7.1879e+22,7.4713e+22,7.5897e+22,7.8433e+22,7.8436e+22,8.006e+22,8.3275e+22,8.4592e+22,8.4424e+22,8.5582e+22,8.6413e+22,8.7649e+22,8.836e+22,8.8352e+22,8.8745e+22,8.6803e+22,8.7353e+22,8.7532e+22,8.7324e+22,8.9115e+22,8.8961e+22
19,B,True,5.2111e+22,5.1323e+22,5.0698e+22,5.0792e+22,5.0168e+22,5.0634e+22,5.1258e+22,5.1699e+22,5.1392e+22,5.0932e+22,5.0632e+22,5.0401e+22,5.057e+22,4.9505e+22,4.9147e+22,4.9623e+22,4.9541e+22,5.0049e+22,4.9498e+22,4.9257e+22,4.8867e+22,4.9262e+22,4.8909e+22,4.8673e+22,4.994e+22,4.9084e+22,4.8841e+22,4.8495e+22,4.8213e+22,4.8857e+22,4.7759e+22,4.8566e+22,5.0841e+22,5.0088e+22,4.9543e+22,4.9446e+22,4.7823e+22,4.8327e+22,4.8906e+22,4.8335e+22,4.6985e+22,4.7441e+22,4.7273e+22,4.7635e+22,4.7476e+22,4.6661e+22,4.7038e+22,4.8203e+22,4.6256e+22,4.6134e+22,4.651e+22,4.6891e+22,4.6975e+22,4.6349e+22,4.6443e+22,4.6737e+22,4.6953e+22,4.6937e+22,4.718e+22,4.6963e+22,4.6657e+22,4.716e+22,4.7753e+22,4.7819e+22,4.7723e+22,4.8126e+22,4.8318e+22,4.7394e+22,4.8452e+22,4.8681e+22,4.8476e+22,4.8761e+22,4.7947e+22,4.7047e+22,4.6583e+22,4.6139e+22,4.6451e+22,4.5717e+22,4.5569e+22,4.4649e+22,4.4819e+22,4.3365e+22,4.3118e+22,4.3055e+22,4.3882e+22,4.2882e+22,4.2664e+22,4.1939e+22,4.1833e+22,4.1991e+22,4.2211e+22,4.2014e+22,4.2587e+22,4.2471e+22,4.1966e+22,4.2294e+22,4.2776e+22,4.443e+22,4.4199e+22,4.4487e+22,4.4902e+22,4.4619e+22,4.415e+22,4.3146e+22,4.3806e+22,4.486e+22,4.559e+22,4.5632e+22,4.6033e+22,4.5699e+22,4.5133e+22,4.4312e+22,4.2959e+22,4.2686e+22,4.2812e+22,4.2403e+22,4.1863e+22,4.091e+22,4.1167e+22
20,B,False,9.7061e+22,9.6879e+22,9.6353e+22,9.8353e+22,9.8735e+22,9.7077e+22,9.6466e+22,9.736e+22,9.6626e+22,9.655e+22,9.5282e+22,9.5631e+22,9.5871e+22,9.4932e+22,9.3972e+22,9.4494e+22,9.5652e+22,9.6353e+22,9.6452e+22,9.6243e+22,9.5796e+22,9.4628e+22,9.3565e+22,9.4207e+22,9.2943e+22,9.2607e+22,9.2854e+22,9.2566e+22,9.2131e+22,9.2802e+22,9.2477e+22,9.2351e+22,9.1448e+22,9.003e+22,9.0615e+22,9.0845e+22,9.3144e+22,9.1113e+22,9.174e+22,9.2711e+22,9.1967e+22,9.2356e+22,9.0918e+22,9.1843e+22,8.9613e+22,9.0353e+22,8.9789e+22,8.8558e+22,8.9107e+22,8.9273e+22,9.0042e+22,8.988e+22,8.792e+22,8.6879e+22,8.5075e+22,8.3321e+22,8.4273e+22,8.4435e+22,8.2915e+22,8.2821e+22,8.2378e+22,8.0727e+22,8.1325e+22,8.0963e+22,8.1233e+22,8.07e+22,8.0731e+22,8.3719e+22,8.2736e+22,8.1577e+22,8.1706e+22,8.1253e+22,8.2003e+22,8.0897e+22,8.0951e+22,7.9627e+22,7.8482e+22,8.052e+22,7.921e+22,7.8829e+22,7.786e+22,7.7464e+22,7.7279e+22,7.5713e+22,7.483e+22,7.5043e+22,7.4376e+22,7.3949e+22,7.2362e+22,7.2148e+22,7.0846e+22,7.1781e+22,7.093e+22,6.9438e+22,6.9459e+22,6.7662e+22,6.7645e+22,6.7065e+22,6.7021e+22,6.7886e+22,6.7836e+22,6.641e+22,6.8085e+22,6.719e+22,6.6564e+22,6.6002e+22,6.5679e+22,6.5542e+22,6.4742e+22,6.3808e+22,6.5195e+22,6.5846e+22,6.5195e+22,6.3771e+22,6.4273e+22,6.3246e+22,6.2789e+22,6.2374e+22,6.1892e+22
21,B,True,1.0249e+23,1.0249e+23,1.0299e+23,1.0333e+23,1.0349e+23,1.0466e+23,1.0531e+23,1.0585e+23,1.0484e+23,1.0438e+23,1.0552e+23,1.0619e+23,1.0764e+23,1.0671e+23,1.064e+23,1.0451e+23,1.062e+23,1.06e+23,1.07e+23,1.0699e+23,1.0675e+23,1.0773e+23,1.0632e+23,1.0655e+23,1.0553e+23,1.0522e+23,1.0486e+23,1.0476e+23,1.0562e+23,1.0402e+23,1.0281e+23,1.0364e+23,1.0103e+23,1.0141e+23,1.0135e+23,1.0055e+23,1.001e+23,9.8473e+22,9.9347e+22,9.8906e+22,9.9389e+22,1.0013e+23,9.8958e+22,9.6244e+22,9.7833e+22,9.7465e+22,9.8534e+22,9.8884e+22,9.7472e+22,9.6549e+22,9.7183e+22,9.5418e+22,9.6654e+22,9.624e+22,9.5535e+22,9.5262e+22,9.4858e+22,9.5627e+22,9.5847e+22,9.6337e+22,9.6526e+22,9.5919e+22,9.5747e+22,9.5416e+22,9.4567e+22,9.417e+22,9.2448e+22,9.3631e+22,9.366e+22,9.1362e+22,9.2333e+22,9.3665e+22,9.2328e+22,9.2344e+22,9.2724e+22,9.3704e+22,9.3306e+22,9.4559e+22,9.5909e+22,9.4465e+22,9.4221e+22,9.2649e+22,9.1408e+22,9.1811e+22,9.185e+22,9.2501e+22,9.3721e+22,9.5015e+22,9.4299e+22,9.3975e+22,9.377e+22,9.5111e+22,9.6669e+22,9.6469e+22,9.7646e+22,9.7061e+22,9.6879e+22,9.6353e+22,9.8353e+22,9.8735e+22,9.7077e+22,9.6466e+22,9.736e+22,9.6626e+22,9.655e+22,9.5282e+22,9.5631e+22,9.5871e+22,9.4932e+22,9.3972e+22,9.4494e+22,9.5652e+22,9.6353e+22,9.6452e+22,9.6243e+22,9.5796e+22,9.4628e+22,9.3565e+22,9.4207e+22
22,B,False,1.06e+23,1.07e+23,1.0699e+23,1.0675e+23,1.0773e+23,1.0632e+23,1.0655e+23,1.0553e+23,1.0522e+23,1.0486e+23,1.0476e+23,1.0562e+23,1.0402e+23,1.0281e+23,1.0364e+23,1.0103e+23,1.0141e+23,1.0135e+23,1.0055e+23,1.001e+23,9.8473e+22,9.9347e+22,9.8906e+22,9.9389e+22,1.0013e+23,9.8958e+22,9.6244e+22,9.7833e+22,9.7465e+22,9.8534e+22,9.8884e+22,9.7472e+22,9.6549e+22,9.7183e+22,9.5418e+22,9.6654e+22,9.624e+22,9.5535e+22,9.5262e+22,9.4858e+22,9.5627e+22,9.5847e+22,9.6337e+22,9.6526e+22,9.5919e+22,9.5747e+22,9.5416e+22,9.4567e+22,9.417e+22,9.2448e+22,9.3631e+22,9.366e+22,9.1362e+22,9.2333e+22,9.3665e+22,9.2328e+22,9.2344e+22,9.2724e+22,9.3704e+22,9.3306e+22,9.4559e+22,9.5909e+22,9.4465e+22,9.4221e+22,9.2649e+22,9.1408e+22,9.1811e+22,9.185e+22,9.2501e+22,9.3721e+22,9.5015e+22,9.4299e+22,9.3975e+22,9.377e+22,9.5111e+22,9.6669e+22,9.6469e+22,9.7646e+22,9.7061e+22,9.6879e+22,9.6353e+22,9.8353e+22,9.8735e+22,9.7077e+22,9.6466e+22,9.736e+22,9.6626e+22,9.655e+22,9.5282e+22,9.5631e+22,9.5871e+22,9.4932e+22,9.3972e+22,9.4494e+22,9.5652e+22,9.6353e+22,9.6452e+22,9.6243e+22,9.5796e+22,9.4628e+22,9.3565e+22,9.4207e+22,9.2943e+22,9.2607e+22,9.2854e+22,9.2566e+22,9.2131e+22,9.2802e+22,9.2477e+22,9.2351e+22,9.1448e+22,9.003e+22,9.0615e+22,9.0845e+22,9.3144e+22,9.1113e+22,9.174e+22,9.2711e+22,9.1967e+22
23,B,False,2.7003e+22,2.7761e+22,2.7864e+22,2.9052e+22,3.0185e+22,2.9483e+22,2.8928e+22,3.0205e+22,3.044e+22,3.0533e+22,3.16e+22,3.2118e+22,3.2889e+22,3.2587e+22,3.0566e+22,3.003e+22,3.0013e+22,2.9982e+22,3.0369e+22,2.9797e+22,2.9747e+22,3.0512e+22,2.9878e+22,2.9189e+22,2.8307e+22,3.0773e+22,3.0159e+22,3.0219e+22,3.0156e+22,2.9912e+22,3.0893e+22,2.9693e+22,2.913e+22,2.9433e+22,3.15e+22,3.26e+22,3.2285e+22,3.5774e+22,3.5374e+22,3.5402e+22,3.6424e+22,3.6482e+22,3.6211e+22,3.6177e+22,3.6366e+22,3.6068e+22,3.5445e+22,3.6092e+22,3.5183e+22,3.46e+22,3.4984e+22,3.6433e+22,3.7241e+22,3.8212e+22,3.8458e+22,3.7725e+22,3.7743e+22,3.7268e+22,3.6811e+22,3.7738e+22,3.5846e+22,3.5315e+22,3.5928e+22,3.7049e+22,3.7945e+22,3.7112e+22,3.6886e+22,3.7521e+22,3.7086e+22,3.6092e+22,3.5758e+22,3.4691e+22,3.4135e+22,3.4309e+22,3.4463e+22,3.4026e+22,3.2709e+22,3.2762e+22,3.2979e+22,3.2797e+22,3.2786e+22,3.2385e+22,3.2109e+22,3.1948e+22,3.0448e+22,3.0665e+22,3.0362e+22,3.0264e+22,2.9563e+22,2.915e+22,2.9881e+22,2.9618e+22,2.9924e+22,2.9417e+22,2.9496e+22,2.8632e+22,2.8788e+22,2.9999e+22,2.9388e+22,2.856e+22,2.8349e+22,2.831e+22,2.8009e+22,2.7086e+22,2.73e+22,2.7385e+22,2.7294e+22,2.6486e+22,2.58e+22,2.5127e+22,2.4671e+22,2.4678e+22,2.4486e+22,2.4036e+22,2.3309e+22,2.3292e+22,2.2659e+22,2.2596e+22,2.2186e+22
24,B,False,5.0292e+22,4.8617e+22,4.8189e+22,4.8435e+22,4.7711e+22,4.787e+22,4.823e+22,4.7769e+22,4.6808e+22,4.7186e+22,4.6798e+22,4.6314e+22,4.5945e+22,4.4898e+22,4.4635e+22,4.4245e+22,4.3802e+22,4.3714e+22,4.4085e+22,4.4515e+22,4.4013e+22,4.3877e+22,4.4021e+22,4.4824e+22,4.3877e+22,4.4601e+22,4.4793e+22,4.4535e+22,4.4231e+22,4.4024e+22,4.3924e+22,4.3867e+22,4.2965e+22,4.2875e+22,4.1759e+22,4.0797e+22,4.0027e+22,3.985e+22,4.0192e+22,4.0427e+22,3.9185e+22,3.9371e+22,3.8985e+22,3.8854e+22,3.8604e+22,3.8616e+22,3.824e+22,3.7741e+22,3.8154e+22,3.843e+22,3.8519e+22,3.8523e+22,3.8906e+22,3.8707e+22,3.8452e+22,3.8492e+22,3.8575e+22,3.7959e+22,3.788e+22,3.7926e+22,3.7011e+22,3.6254e+22,3.6042e+22,3.6271e+22,3.5998e+22,3.5456e+22,3.5562e+22,3.5407e+22,3.59e+22,3.6328e+22,3.6249e+22,3.622e+22,3.6201e+22,3.5989e+22,3.563e+22,3.5307e+22,3.5043e+22,3.525e+22,3.5272e+22,3.4806e+22,3.5448e+22,3.5051e+22,3.4859e+22,3.4967e+22,3.4701e+22,3.5073e+22,3.4727e+22,3.5153e+22,3.4524e+22,3.4296e+22,3.4063e+22,3.3869e+22,3.3933e+22,3.3892e+22,3.3698e+22,3.3833e+22,3.3455e+22,3.3489e+22,3.3098e+22,3.2897e+22,3.2559e+22,3.2381e+22,3.2791e+22,3.2239e+22,3.2496e+22,3.1903e+22,3.2289e+22,3.1298e+22,3.0318e+22,3.1045e+22,3.0339e+22,3.0694e+22,3.0256e+22,3.0514e+22,3.0344e+22,3.0693e+22,2.95e+22,2.9796e+22,2.8868e+22
25,B,False,4.2423e+22,4.2268e+22,4.318e+22,4.2653e+22,4.1956e+22,4.2673e+22,4.3255e+22,4.2924e+22,4.2928e+22,4.3056e+22,4.3476e+22,4.2846e+22,4.2274e+22,4.2684e+22,4.3552e+22,4.3204e+22,4.3386e+22,4.3905e+22,4.5193e+22,4.5103e+22,4.3826e+22,4.4282e+22,4.3684e+22,4.3961e+22,4.3968e+22,4.3582e+22,4.3305e+22,4.3053e+22,4.2267e+22,4.2075e+22,4.2104e+22,4.215e+22,4.2573e+22,4.2757e+22,4.2549e+22,4.2567e+22,4.2432e+22,4.206e+22,4.2668e+22,4.222e+22,4.206e+22,4.2512e+22,4.3172e+22,4.2603e+22,4.2948e+22,4.3435e+22,4.353e+22,4.4182e+22,4.3977e+22,4.3334e+22,4.3341e+22,4.3141e+22,4.3618e+22,4.4005e+22,4.4242e+22,4.3893e+22,4.3542e+22,4.3059e+22,4.338e+22,4.329e+22,4.4236e+22,4.4974e+22,4.5063e+22,4.4197e+22,4.4796e+22,4.5351e+22,4.5702e+22,4.4999e+22,4.4812e+22,4.4504e+22,4.4843e+22,4.4841e+22,4.5681e+22,4.7041e+22,4.5978e+22,4.7994e+22,4.8068e+22,4.7487e+22,4.795e+22,4.7473e+22,4.9011e+22,5.0131e+22,4.9944e+22,5.2249e+22,5.3071e+22,5.3155e+22,5.0979e+22,5.0178e+22,5.1599e+22,5.1477e+22,5.2992e+22,5.2221e+22,5.1304e+22,5.2011e+22,5.1827e+22,5.1393e+22,5.1996e+22,5.1514e+22,5.0961e+22,5.2197e+22,5.3391e+22,5.4497e+22,5.5284e+22,5.4758e+22,5.444e+22,5.662e+22,5.7482e+22,5.8388e+22,5.7356e+22,5.711e+22,5.7729e+22,5.9301e+22,6.0881e+22,5.7678e+22,5.6769e+22,5.7727e+22,5.8725e+22,5.8036e+22,5.9239e+22
