,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5,MEANGBH_6,MEANGBH_7,MEANGBH_8,MEANGBH_9,MEANGBH_10,MEANGBH_11,MEANGBH_12,MEANGBH_13,MEANGBH_14,MEANGBH_15,MEANGBH_16,MEANGBH_17,MEANGBH_18,MEANGBH_19,MEANGBH_20,MEANGBH_21,MEANGBH_22,MEANGBH_23,MEANGBH_24,MEANGBH_25,MEANGBH_26,MEANGBH_27,MEANGBH_28,MEANGBH_29,MEANGBH_30,MEANGBH_31,MEANGBH_32,MEANGBH_33,MEANGBH_34,MEANGBH_35,MEANGBH_36,MEANGBH_37,MEANGBH_38,MEANGBH_39,MEANGBH_40,MEANGBH_41,MEANGBH_42,MEANGBH_43,MEANGBH_44,MEANGBH_45,MEANGBH_46,MEANGBH_47,MEANGBH_48,MEANGBH_49,MEANGBH_50,MEANGBH_51,MEANGBH_52,MEANGBH_53,MEANGBH_54,MEANGBH_55,MEANGBH_56,MEANGBH_57,MEANGBH_58,MEANGBH_59,MEANGBH_60,MEANGBH_61,MEANGBH_62,MEANGBH_63,MEANGBH_64,MEANGBH_65,MEANGBH_66,MEANGBH_67,MEANGBH_68,MEANGBH_69,MEANGBH_70,MEANGBH_71,MEANGBH_72,MEANGBH_73,MEANGBH_74,MEANGBH_75,MEANGBH_76,MEANGBH_77,MEANGBH_78,MEANGBH_79,MEANGBH_80,MEANGBH_81,MEANGBH_82,MEANGBH_83,MEANGBH_84,MEANGBH_85,MEANGBH_86,MEANGBH_87,MEANGBH_88,MEANGBH_89,MEANGBH_90,MEANGBH_91,MEANGBH_92,MEANGBH_93,MEANGBH_94,MEANGBH_95,MEANGBH_96,MEANGBH_97,MEANGBH_98,MEANGBH_99,MEANGBH_100,MEANGBH_101,MEANGBH_102,MEANGBH_103,MEANGBH_104,MEANGBH_105,MEANGBH_106,MEANGBH_107,MEANGBH_108,MEANGBH_109,MEANGBH_110,MEANGBH_111,MEANGBH_112,MEANGBH_113,MEANGBH_114,MEANGBH_115,MEANGBH_116,MEANGBH_117,MEANGBH_118,MEANGBH_119
13,B,True,43.812,44.297,43.831,43.467,43.087,43.349,45.078,45.004,45.037,46.313,47.261,48.452,49.62,49.761,49.625,50.558,50.822,49.728,49.569,48.341,48.5,48.584,48.732,46.543,46.289,45.711,44.85,45.306,45.49,46.061,45.05,45.704,44.652,44.132,44.306,44.372,44.729,46.277,46.118,46.001,47.187,47.704,47.513,47.885,49.186,49.837,50.748,50.394,51.695,50.929,51.339,51.322,51.867,50.371,51.411,49.954,48.143,47.065,45.548,44.904,44.111,44.305,43.935,43.338,43.39,42.955,44.029,43.848,43.18,45.382,45.234,46.669,47.069,47.502,48.574,49.336,49.253,48.735,49.367,49.281,47.602,46.082,45.944,45.948,45.132,45.321,44.582,43.388,42.289,42.573,41.252,41.856,41.658,42.019,41.739,41.749,40.821,42.951,42.004,42.421,44.424,44.276,43.399,43.015,43.568,43.282,43.839,44.562,45.099,45.141,44.707,44.811,44.553,44.084,43.615,42.63,42.228,40.742,40.779
14,B,True,59.764,58.902,58.468,58.716,58.54,59.182,58.747,59.689,61.005,62.589,63.712,64.267,64.093,63.042,63.034,61.936,62.225,60.55,59.439,57.632,57.394,56.702,56.456,57.873,56.676,56.787,56.791,57.31,57.456,55.946,56.795,57.499,58.709,57.583,59.676,58.391,59.564,59.559,61.184,60.54,60.994,60.684,60.289,60.611,59.228,59.964,58.984,59.248,57.058,56.988,55.257,54.865,55.292,54.9,56.621,54.089,53.895,55.378,57.052,58.181,62.033,62.742,62.699,64.014,64.069,65.891,64.978,64.922,65.539,65.981,65.685,62.709,62.117,63.606,63.261,64.34,64.942,65.317,66.637,67.492,68.877,69.072,69.276,70.885,71.684,72.328,72.728,72.086,70.952,72.532,72.9,70.912,69.393,68.93,69.13,70.529,71.341,70.727,70.208,70.095,70.204,69.222,71.816,72.46,71.683,71.165,71.326,73.006,73.087,73.756,72.969,72.589,71.799,70.919,71.364,72.091,70.863,69.874,69.303
15,B,True,54.575,54.443,54.594,55.229,55.173,55.757,55.926,55.265,54.472,55.292,55.652,55.158,54.693,54.973,55.469,55.291,55.36,55.446,55.64,55.541,55.304,55.616,54.752,54.776,54.556,53.684,53.153,52.689,52.564,52.383,52.0,51.38,50.486,51.267,51.041,51.243,51.515,52.298,53.32,53.482,54.964,56.037,56.904,58.209,58.479,57.992,57.433,56.429,54.679,54.273,53.128,52.829,52.764,52.381,52.062,51.607,52.153,51.938,52.193,52.78,52.582,52.858,52.874,52.907,53.125,53.023,53.056,52.381,52.529,53.072,53.039,53.285,52.64,52.744,53.305,53.418,53.01,53.46,53.256,54.053,53.28,53.197,52.931,52.557,52.16,52.212,52.543,52.768,53.038,53.317,52.86,53.381,54.074,54.17,55.425,56.744,58.616,58.926,60.346,60.613,60.89,59.062,58.379,57.348,56.677,55.35,53.897,53.096,52.352,52.074,51.797,51.948,51.522,51.616,51.837,51.786,52.654,53.749,54.64
16,B,True,62.073,60.849,61.193,61.528,60.207,59.845,60.358,61.795,61.673,61.55,63.403,64.866,66.681,67.149,66.419,67.144,66.357,66.732,66.137,66.961,66.312,65.358,64.101,62.348,60.61,59.81,59.924,58.899,58.179,56.606,56.315,56.655,55.53,55.321,54.395,54.142,53.927,53.617,54.063,52.457,52.593,53.572,52.732,53.225,53.56,53.553,54.447,54.706,55.044,55.274,55.704,56.373,57.538,59.046,60.878,61.973,62.718,62.57,63.221,64.492,63.42,63.259,61.841,59.234,57.224,56.376,55.973,54.01,53.127,52.727,53.573,52.215,51.732,52.182,52.33,52.719,52.922,53.829,53.537,53.912,55.276,55.278,55.574,56.454,57.306,57.654,56.117,58.137,59.037,57.791,56.94,56.79,55.991,55.505,55.735,55.485,55.144,55.066,54.252,53.611,54.513,54.258,53.622,53.164,53.8,53.591,52.757,52.24,51.425,50.988,50.421,49.728,48.209,48.775,48.009,47.083,47.133,46.449,46.608
17,B,False,68.813,68.252,68.048,67.465,69.049,71.273,72.205,75.008,77.649,80.688,85.101,84.181,83.727,82.875,79.582,77.27,74.855,71.909,70.117,69.094,68.066,68.06,68.833,70.176,70.318,72.122,72.449,74.995,76.346,77.042,78.93,78.948,80.397,81.305,81.302,81.899,80.354,79.446,79.854,79.97,80.328,79.974,80.225,79.993,80.143,80.229,81.284,81.984,81.764,81.974,80.789,80.24,80.51,80.632,81.09,79.276,78.743,77.359,75.82,74.539,74.463,73.785,72.808,72.914,70.991,71.659,71.382,73.555,76.47,80.834,83.298,81.974,84.381,85.234,85.334,84.399,81.881,81.3,77.887,76.131,75.966,73.881,72.304,71.635,69.333,71.011,70.146,68.356,68.833,69.035,69.166,70.384,71.217,72.718,73.483,74.287,73.738,75.073,74.364,74.351,75.846,75.906,75.992,75.725,76.082,75.963,74.065,72.727,71.241,71.175,71.141,69.332,68.714,69.41,70.14,71.117,70.358,72.691,74.186
18,B,False,38.048,38.0,37.853,37.15,37.056,36.936,37.343,37.066,37.409,37.623,38.703,38.935,38.269,39.623,39.308,39.587,39.292,38.661,38.415,37.784,37.581,37.235,36.758,36.356,35.467,35.007,34.883,35.186,34.624,34.521,33.792,33.572,33.489,33.461,34.08,34.266,34.004,34.728,34.682,34.399,34.932,35.163,35.888,36.0,37.119,36.97,37.44,37.853,36.385,36.706,37.697,37.615,36.95,36.37,36.427,35.547,35.662,35.89,37.235,37.463,37.565,37.877,39.522,40.463,40.621,40.71,40.107,40.361,39.693,39.628,38.785,38.579,38.247,37.527,38.36,38.658,39.168,38.367,39.06,39.662,39.362,39.79,39.412,39.312,39.662,39.243,40.404,40.591,40.861,41.254,41.854,41.804,42.474,43.186,42.922,42.831,42.4,42.842,43.925,44.089,44.081,45.519,45.911,46.496,47.011,48.381,48.564,49.508,49.471,50.328,50.29,50.979,50.197,49.813,49.534,49.287,49.034,48.537,48.288
19,B,True,48.125,48.715,48.506,49.38,49.391,49.786,50.698,51.854,50.9,51.172,50.216,50.827,50.993,49.081,48.168,48.005,47.404,47.994,46.555,46.191,45.532,45.87,45.441,44.616,44.766,45.152,44.344,44.883,44.523,43.666,43.17,42.702,42.947,42.452,42.397,41.748,43.657,42.087,42.806,42.903,42.893,43.5,43.716,43.835,44.579,44.106,44.862,45.859,45.792,45.528,46.608,47.375,47.069,46.141,46.14,45.661,45.481,44.418,43.564,42.247,41.857,41.178,41.449,40.626,40.689,40.025,40.484,39.85,40.322,40.095,40.545,40.209,40.468,39.727,40.594,40.815,41.533,41.642,41.921,42.275,42.298,41.958,41.814,42.295,42.596,42.79,42.224,43.239,42.705,42.536,41.742,41.984,40.873,40.663,40.528,39.81,40.275,40.282,40.147,39.564,39.102,38.862,38.985,38.327,37.788,37.674,37.294,36.742,36.667,36.228,36.072,35.212,35.143,35.192,35.229,34.976,35.101,34.849,34.946
20,B,False,66.107,65.743,66.849,65.172,66.161,65.42,65.677,64.706,64.226,63.914,62.722,61.59,61.98,61.088,60.348,60.781,59.986,60.126,60.039,59.801,59.822,60.986,60.653,61.906,61.773,62.658,62.499,63.33,63.619,65.597,65.226,65.792,65.932,66.479,66.658,66.329,65.377,65.698,64.554,64.531,64.405,65.189,64.735,62.967,63.022,64.308,63.824,63.759,64.537,65.072,65.086,64.666,65.527,64.621,64.48,63.749,63.216,63.237,63.968,63.43,62.041,61.881,61.369,60.125,58.623,58.385,58.123,56.36,55.461,54.531,53.592,54.957,54.23,53.709,53.878,53.038,53.113,52.792,53.658,54.615,55.039,55.436,54.977,55.022,55.539,56.376,55.812,55.931,55.826,55.509,55.187,54.918,54.402,53.667,53.11,52.523,52.142,52.299,52.594,52.393,51.272,50.272,50.962,51.212,51.064,50.365,50.331,50.401,50.475,50.48,49.637,50.014,49.393,48.997,49.353,49.659,49.76,49.473,49.276
21,B,True,69.457,70.045,69.778,70.182,70.668,71.12,70.785,70.806,70.982,71.323,72.102,71.006,70.336,70.756,69.877,70.901,70.846,69.949,69.399,70.263,69.526,68.925,68.102,68.984,68.306,68.855,69.505,69.085,69.221,68.585,69.032,68.676,68.951,70.525,70.241,70.178,69.988,70.478,69.677,68.97,68.715,67.162,67.932,67.403,65.701,64.761,63.774,63.392,63.313,63.176,63.476,64.502,63.503,62.595,61.092,61.053,60.522,60.271,62.097,63.336,63.642,63.48,64.376,63.324,65.171,65.192,66.22,65.945,65.511,67.193,66.039,66.252,66.121,66.677,64.739,64.572,65.202,64.922,64.362,64.439,63.355,62.84,63.547,62.631,63.152,63.386,63.378,64.143,64.523,63.695,64.204,63.927,64.309,65.198,65.122,66.107,65.743,66.849,65.172,66.161,65.42,65.677,64.706,64.226,63.914,62.722,61.59,61.98,61.088,60.348,60.781,59.986,60.126,60.039,59.801,59.822,60.986,60.653,61.906
22,B,False,69.949,69.399,70.263,69.526,68.925,68.102,68.984,68.306,68.855,69.505,69.085,69.221,68.585,69.032,68.676,68.951,70.525,70.241,70.178,69.988,70.478,69.677,68.97,68.715,67.162,67.932,67.403,65.701,64.761,63.774,63.392,63.313,63.176,63.476,64.502,63.503,62.595,61.092,61.053,60.522,60.271,62.097,63.336,63.642,63.48,64.376,63.324,65.171,65.192,66.22,65.945,65.511,67.193,66.039,66.252,66.121,66.677,64.739,64.572,65.202,64.922,64.362,64.439,63.355,62.84,63.547,62.631,63.152,63.386,63.378,64.143,64.523,63.695,64.204,63.927,64.309,65.198,65.122,66.107,65.743,66.849,65.172,66.161,65.42,65.677,64.706,64.226,63.914,62.722,61.59,61.98,61.088,60.348,60.781,59.986,60.126,60.039,59.801,59.822,60.986,60.653,61.906,61.773,62.658,62.499,63.33,63.619,65.597,65.226,65.792,65.932,66.479,66.658,66.329,65.377,65.698,64.554,64.531,64.405
23,B,False,59.603,59.709,60.853,60.247,63.836,62.815,62.805,63.448,63.568,64.406,66.05,67.221,65.604,65.451,67.294,66.168,66.611,68.309,71.568,70.876,71.112,72.331,71.388,73.33,74.845,75.647,75.282,75.757,75.088,74.08,73.359,72.772,71.991,72.162,70.67,68.803,69.843,70.336,70.447,69.05,70.054,70.282,70.744,69.121,68.052,69.137,70.646,73.02,72.397,71.842,73.144,73.105,72.871,71.179,73.587,73.656,72.343,71.603,73.186,72.983,73.018,72.81,72.322,69.92,69.635,68.094,68.629,68.224,68.734,69.071,69.412,70.288,69.66,69.919,67.879,68.282,69.266,69.44,69.119,71.516,71.626,72.548,74.044,74.476,76.305,75.651,75.455,75.346,75.391,73.983,74.357,74.552,74.153,71.943,72.19,72.791,72.124,68.693,69.932,68.789,68.705,69.802,68.983,68.541,69.469,70.103,68.581,68.303,67.132,67.146,69.68,68.463,68.315,68.662,69.485,68.537,67.739,68.533,66.599
24,B,False,41.934,42.218,42.272,42.375,43.747,44.664,44.57,44.992,45.812,45.064,44.855,44.088,44.103,43.663,43.21,42.644,42.192,41.547,41.079,40.369,39.983,39.946,39.865,39.873,39.967,39.964,39.94,40.012,41.176,41.933,42.539,42.449,42.854,42.994,43.181,43.411,43.2,43.268,43.258,43.727,43.999,44.176,44.185,43.996,44.181,44.421,43.888,43.888,43.349,43.518,42.971,42.963,42.632,42.597,42.51,42.811,42.683,42.594,42.248,41.763,42.058,42.621,42.997,43.341,44.771,45.294,46.01,47.326,48.95,49.734,51.341,51.175,51.234,50.379,50.084,49.8,48.908,48.132,47.654,46.954,46.766,46.699,46.211,46.218,46.603,46.318,46.208,46.631,46.705,47.555,47.383,47.265,47.881,48.304,47.944,47.891,48.503,48.944,49.247,48.988,50.043,49.644,48.82,49.234,49.284,49.571,49.208,49.677,48.473,48.233,48.409,48.689,48.884,48.815,48.585,48.256,49.159,48.525,49.096
25,B,False,61.631,62.668,62.772,62.344,61.701,62.886,62.991,61.795,62.106,63.716,62.527,61.411,61.745,60.085,59.764,58.902,58.468,58.716,58.54,59.182,58.747,59.689,61.005,62.589,63.712,64.267,64.093,63.042,63.034,61.936,62.225,60.55,59.439,57.632,57.394,56.702,56.456,57.873,56.676,56.787,56.791,57.31,57.456,55.946,56.795,57.499,58.709,57.583,59.676,58.391,59.564,59.559,61.184,60.54,60.994,60.684,60.289,60.611,59.228,59.964,58.984,59.248,57.058,56.988,55.257,54.865,55.292,54.9,56.621,54.089,53.895,55.378,57.052,58.181,62.033,62.742,62.699,64.014,64.069,65.891,64.978,64.922,65.539,65.981,65.685,62.709,62.117,63.606,63.261,64.34,64.942,65.317,66.637,67.492,68.877,69.072,69.276,70.885,71.684,72.328,72.728,72.086,70.952,72.532,72.9,70.912,69.393,68.93,69.13,70.529,71.341,70.727,70.208,70.095,70.204,69.222,71.816,72.46,71.683
26,B,False,68.102,68.984,68.306,68.855,69.505,69.085,69.221,68.585,69.032,68.676,68.951,70.525,70.241,70.178,69.988,70.478,69.677,68.97,68.715,67.162,67.932,67.403,65.701,64.761,63.774,63.392,63.313,63.176,63.476,64.502,63.503,62.595,61.092,61.053,60.522,60.271,62.097,63.336,63.642,63.48,64.376,63.324,65.171,65.192,66.22,65.945,65.511,67.193,66.039,66.252,66.121,66.677,64.739,64.572,65.202,64.922,64.362,64.439,63.355,62.84,63.547,62.631,63.152,63.386,63.378,64.143,64.523,63.695,64.204,63.927,64.309,65.198,65.122,66.107,65.743,66.849,65.172,66.161,65.42,65.677,64.706,64.226,63.914,62.722,61.59,61.98,61.088,60.348,60.781,59.986,60.126,60.039,59.801,59.822,60.986,60.653,61.906,61.773,62.658,62.499,63.33,63.619,65.597,65.226,65.792,65.932,66.479,66.658,66.329,65.377,65.698,64.554,64.531,64.405,65.189,64.735,62.967,63.022,64.308
27,B,False,42.421,44.424,44.276,43.399,43.015,43.568,43.282,43.839,44.562,45.099,45.141,44.707,44.811,44.553,44.084,43.615,42.63,42.228,40.742,40.779,40.024,38.04,37.915,38.053,38.064,38.814,39.082,39.146,38.384,38.015,38.05,39.619,39.884,40.939,41.779,43.639,44.258,44.71,45.358,44.147,44.019,45.189,44.756,44.48,43.78,42.603,41.988,41.592,41.953,40.849,39.841,39.74,39.962,39.542,40.698,40.631,40.417,40.669,41.175,40.897,41.484,42.141,42.212,42.424,41.117,42.729,42.526,41.436,41.299,42.013,41.071,39.106,38.747,38.236,37.879,36.65,36.769,34.835,35.393,35.156,35.379,35.55,36.182,36.331,35.617,36.771,38.082,38.282,37.467,37.862,38.901,39.135,39.314,39.43,38.602,37.261,36.636,36.068,36.355,35.481,34.68,33.694,32.696,32.286,32.38,32.097,32.186,31.38,32.452,31.507,30.635,31.651,32.284,32.826,31.956,31.049,30.737,30.179,31.289
28,B,False,47.334,47.787,47.554,47.922,47.509,47.114,46.846,48.277,48.549,48.026,48.077,47.143,47.598,47.535,46.866,46.766,46.25,47.048,46.335,46.012,46.742,46.291,46.437,46.848,47.092,46.72,46.955,47.121,46.959,47.059,47.271,46.868,46.395,46.427,46.392,46.562,45.92,45.899,45.991,45.543,45.148,44.635,44.519,45.011,46.1,45.489,45.046,45.195,45.382,45.104,45.237,45.773,45.578,46.313,46.15,45.8,46.188,46.174,46.6,46.999,46.911,47.196,47.041,47.443,47.807,47.267,46.514,46.584,46.574,47.121,47.968,47.656,47.695,47.679,47.553,47.39,47.573,47.054,48.133,48.556,48.799,49.147,50.009,50.005,49.12,48.916,49.201,48.655,48.186,48.825,48.946,48.508,47.938,47.375,46.955,46.916,47.342,47.521,47.318,47.808,47.971,48.416,48.385,48.861,49.133,48.906,48.629,47.889,47.859,48.546,48.437,48.111,48.33,47.704,47.83,48.034,47.721,47.938,47.863
29,B,True,48.048,47.266,46.837,47.301,47.377,48.101,48.07,48.649,47.544,48.499,48.286,48.573,48.176,48.588,48.436,49.532,48.648,48.761,48.514,48.666,48.362,48.01,48.18,47.506,47.68,47.872,47.475,47.127,46.979,47.393,47.194,47.606,47.885,48.688,48.74,48.649,47.644,47.854,48.923,49.185,49.365,50.113,50.312,50.156,50.706,50.564,50.921,50.396,49.69,50.453,49.95,49.579,49.226,49.825,49.097,49.994,49.303,49.017,48.893,48.676,48.639,48.514,48.791,48.669,48.616,48.115,48.408,48.676,48.334,48.474,48.479,48.708,48.847,48.458,48.999,49.143,49.262,48.54,49.039,48.481,48.351,48.211,48.316,47.991,47.768,47.714,49.096,48.592,48.011,48.603,49.083,48.268,48.983,48.598,48.34,48.118,48.582,49.245,49.048,48.781,48.876,49.309,48.979,49.166,49.214,49.019,48.372,48.798,48.118,48.284,47.382,47.953,47.447,47.324,47.471,47.705,47.823,48.428,47.965
30,B,False,61.193,61.528,60.207,59.845,60.358,61.795,61.673,61.55,63.403,64.866,66.681,67.149,66.419,67.144,66.357,66.732,66.137,66.961,66.312,65.358,64.101,62.348,60.61,59.81,59.924,58.899,58.179,56.606,56.315,56.655,55.53,55.321,54.395,54.142,53.927,53.617,54.063,52.457,52.593,53.572,52.732,53.225,53.56,53.553,54.447,54.706,55.044,55.274,55.704,56.373,57.538,59.046,60.878,61.973,62.718,62.57,63.221,64.492,63.42,63.259,61.841,59.234,57.224,56.376,55.973,54.01,53.127,52.727,53.573,52.215,51.732,52.182,52.33,52.719,52.922,53.829,53.537,53.912,55.276,55.278,55.574,56.454,57.306,57.654,56.117,58.137,59.037,57.791,56.94,56.79,55.991,55.505,55.735,55.485,55.144,55.066,54.252,53.611,54.513,54.258,53.622,53.164,53.8,53.591,52.757,52.24,51.425,50.988,50.421,49.728,48.209,48.775,48.009,47.083,47.133,46.449,46.608,47.129,46.788
31,B,False,63.237,63.968,63.43,62.041,61.881,61.369,60.125,58.623,58.385,58.123,56.36,55.461,54.531,53.592,54.957,54.23,53.709,53.878,53.038,53.113,52.792,53.658,54.615,55.039,55.436,54.977,55.022,55.539,56.376,55.812,55.931,55.826,55.509,55.187,54.918,54.402,53.667,53.11,52.523,52.142,52.299,52.594,52.393,51.272,50.272,50.962,51.212,51.064,50.365,50.331,50.401,50.475,50.48,49.637,50.014,49.393,48.997,49.353,49.659,49.76,49.473,49.276,49.549,49.547,49.105,49.651,49.391,48.98,48.196,48.233,46.962,45.491,45.475,45.404,44.205,43.764,43.673,43.111,42.971,43.162,42.193,42.417,42.832,43.213,42.895,42.889,43.272,43.586,44.215,44.355,43.718,44.497,44.939,45.272,45.238,44.798,45.481,46.135,45.459,45.41,45.392,44.384,44.426,44.566,45.14,45.081,45.056,45.033,45.524,44.724,44.32,44.941,44.648,44.138,44.647,44.602,43.275,42.636,42.84
32,B,False,44.273,44.524,45.247,45.878,46.149,46.509,46.706,47.421,47.403,48.06,48.399,48.811,47.992,48.079,46.957,46.972,45.291,43.893,43.336,42.48,42.37,42.173,43.017,42.809,43.101,43.406,44.805,44.488,45.679,46.461,46.78,47.841,48.171,49.21,49.65,50.661,50.494,50.645,50.71,50.634,50.821,51.045,51.57,51.732,51.275,52.092,51.981,51.295,51.41,51.496,52.221,52.334,52.213,51.351,51.925,52.246,52.713,53.352,52.628,51.815,51.733,51.457,50.718,50.63,50.012,49.772,49.657,49.018,48.316,47.784,47.425,47.48,47.611,47.781,47.764,50.28,50.989,52.771,54.08,55.424,56.387,56.729,56.407,56.368,55.726,54.606,53.765,52.819,52.17,51.806,51.357,50.288,49.744,49.042,48.685,48.537,48.889,49.305,49.377,49.523,49.933,50.464,51.296,51.323,50.954,50.602,51.775,51.372,51.159,51.036,50.733,50.546,50.491,50.667,50.549,50.066,50.209,51.215,51.49
33,B,False,38.325,38.05,37.293,37.152,37.163,36.67,36.38,36.391,36.072,35.785,35.582,35.32,35.784,35.917,36.139,36.81,36.599,37.441,37.653,38.193,38.807,38.877,39.342,39.89,40.255,40.071,39.763,40.34,40.344,40.471,40.314,39.951,40.321,40.466,41.283,40.876,40.649,41.315,41.234,41.474,41.661,42.262,42.03,41.403,41.247,41.623,41.263,40.865,40.371,40.791,40.479,40.356,40.258,39.344,39.025,39.051,38.498,38.682,38.435,39.837,39.583,39.828,40.269,40.966,41.845,42.802,43.595,43.428,44.101,43.68,43.621,43.307,44.008,43.521,42.947,42.672,41.678,41.773,41.176,41.196,41.195,40.379,40.324,40.271,39.633,40.106,40.011,40.078,40.121,40.075,40.089,40.231,40.095,39.82,39.618,39.731,39.878,40.064,39.378,39.119,39.767,39.43,39.714,40.459,40.865,40.858,41.393,41.269,41.61,41.262,41.333,41.934,42.218,42.272,42.375,43.747,44.664,44.57,44.992
34,B,False,48.07,48.649,47.544,48.499,48.286,48.573,48.176,48.588,48.436,49.532,48.648,48.761,48.514,48.666,48.362,48.01,48.18,47.506,47.68,47.872,47.475,47.127,46.979,47.393,47.194,47.606,47.885,48.688,48.74,48.649,47.644,47.854,48.923,49.185,49.365,50.113,50.312,50.156,50.706,50.564,50.921,50.396,49.69,50.453,49.95,49.579,49.226,49.825,49.097,49.994,49.303,49.017,48.893,48.676,48.639,48.514,48.791,48.669,48.616,48.115,48.408,48.676,48.334,48.474,48.479,48.708,48.847,48.458,48.999,49.143,49.262,48.54,49.039,48.481,48.351,48.211,48.316,47.991,47.768,47.714,49.096,48.592,48.011,48.603,49.083,48.268,48.983,48.598,48.34,48.118,48.582,49.245,49.048,48.781,48.876,49.309,48.979,49.166,49.214,49.019,48.372,48.798,48.118,48.284,47.382,47.953,47.447,47.324,47.471,47.705,47.823,48.428,47.965,47.956,48.17,48.425,48.24,48.468,48.942
35,B,True,60.983,59.471,59.751,59.247,59.729,59.467,59.463,60.034,61.505,61.358,61.405,62.971,64.811,65.346,66.615,66.438,66.584,66.138,66.678,65.539,65.813,65.606,66.84,66.927,67.124,67.113,66.638,65.79,65.018,64.128,64.723,65.189,64.798,65.192,63.646,64.732,63.836,63.839,64.308,65.528,65.059,65.469,65.436,66.533,65.767,65.496,65.687,65.404,65.323,63.452,61.817,61.278,60.735,59.667,60.704,59.688,58.833,58.171,56.747,57.328,58.278,58.716,58.627,58.717,59.774,60.08,61.394,62.294,63.081,62.949,64.099,64.111,65.31,64.694,63.909,63.408,64.652,63.785,63.334,62.097,61.209,60.999,60.556,60.126,59.511,58.307,57.799,58.144,57.086,56.522,56.649,56.862,56.901,56.992,57.497,57.221,57.805,56.717,56.958,56.241,57.423,58.285,58.533,58.891,59.577,58.097,57.878,59.274,60.072,59.732,60.205,59.616,58.292,58.092,58.045,57.004,56.566,55.362,55.405
36,B,False,51.03,51.743,52.363,52.473,52.36,52.578,52.762,52.765,53.146,53.16,53.082,52.571,52.138,51.878,51.383,50.303,50.237,50.513,50.127,50.483,50.313,49.875,50.071,50.55,50.792,51.156,51.367,51.571,51.783,52.06,52.245,52.32,52.566,52.318,52.593,52.646,52.242,51.619,51.044,50.801,50.126,49.166,48.468,48.106,48.1,48.003,46.97,47.101,47.288,46.87,47.165,47.168,47.417,48.306,49.102,50.228,50.203,50.931,51.18,51.02,51.509,51.789,51.382,51.06,50.485,50.337,50.442,49.406,49.217,48.919,49.04,48.861,48.92,48.804,48.411,48.339,48.262,48.428,48.081,47.865,48.105,48.346,48.821,49.334,49.031,49.077,49.416,49.459,50.152,50.293,51.054,51.213,51.233,51.018,50.675,50.415,50.486,49.62,49.3,48.384,47.662,47.58,46.201,46.261,46.174,45.899,46.657,46.067,46.018,46.226,46.719,46.878,47.804,48.261,48.766,48.796,49.564,49.416,49.389
37,B,False,43.814,43.628,44.14,43.569,41.421,41.851,42.12,44.259,45.56,48.252,49.166,48.583,51.366,54.748,57.454,57.528,60.723,59.398,60.325,59.182,61.125,60.984,61.374,59.99,60.725,60.483,60.0,61.066,60.206,59.605,60.822,60.379,59.662,59.843,60.384,60.607,60.321,58.856,57.632,59.005,58.621,59.279,58.71,59.345,59.919,59.049,58.885,59.603,59.709,60.853,60.247,63.836,62.815,62.805,63.448,63.568,64.406,66.05,67.221,65.604,65.451,67.294,66.168,66.611,68.309,71.568,70.876,71.112,72.331,71.388,73.33,74.845,75.647,75.282,75.757,75.088,74.08,73.359,72.772,71.991,72.162,70.67,68.803,69.843,70.336,70.447,69.05,70.054,70.282,70.744,69.121,68.052,69.137,70.646,73.02,72.397,71.842,73.144,73.105,72.871,71.179,73.587,73.656,72.343,71.603,73.186,72.983,73.018,72.81,72.322,69.92,69.635,68.094,68.629,68.224,68.734,69.071,69.412,70.288
38,B,False,52.363,52.473,52.36,52.578,52.762,52.765,53.146,53.16,53.082,52.571,52.138,51.878,51.383,50.303,50.237,50.513,50.127,50.483,50.313,49.875,50.071,50.55,50.792,51.156,51.367,51.571,51.783,52.06,52.245,52.32,52.566,52.318,52.593,52.646,52.242,51.619,51.044,50.801,50.126,49.166,48.468,48.106,48.1,48.003,46.97,47.101,47.288,46.87,47.165,47.168,47.417,48.306,49.102,50.228,50.203,50.931,51.18,51.02,51.509,51.789,51.382,51.06,50.485,50.337,50.442,49.406,49.217,48.919,49.04,48.861,48.92,48.804,48.411,48.339,48.262,48.428,48.081,47.865,48.105,48.346,48.821,49.334,49.031,49.077,49.416,49.459,50.152,50.293,51.054,51.213,51.233,51.018,50.675,50.415,50.486,49.62,49.3,48.384,47.662,47.58,46.201,46.261,46.174,45.899,46.657,46.067,46.018,46.226,46.719,46.878,47.804,48.261,48.766,48.796,49.564,49.416,49.389,49.407,49.459
