,FLARE_TYPE,COINCIDENCE,slf_1,slf_2,slf_3,slf_4,slf_5,slf_6,slf_7,slf_8,slf_9,slf_10,slf_11,slf_12,slf_13,slf_14,slf_15,slf_16,slf_17,slf_18,slf_19,slf_20,slf_21,slf_22,slf_23,slf_24,slf_25,slf_26,slf_27,slf_28,slf_29,slf_30,slf_31,slf_32,slf_33,slf_34,slf_35,slf_36,slf_37,slf_38,slf_39,slf_40,slf_41,slf_42,slf_43,slf_44,slf_45,slf_46,slf_47,slf_48,slf_49,slf_50,slf_51,slf_52,slf_53,slf_54,slf_55,slf_56,slf_57,slf_58,slf_59,slf_60,slf_61,slf_62,slf_63,slf_64,slf_65,slf_66,slf_67,slf_68,slf_69,slf_70,slf_71,slf_72,slf_73,slf_74,slf_75,slf_76,slf_77,slf_78,slf_79,slf_80,slf_81,slf_82,slf_83,slf_84,slf_85,slf_86,slf_87,slf_88,slf_89,slf_90,slf_91,slf_92,slf_93,slf_94,slf_95,slf_96,slf_97,slf_98,slf_99,slf_100,slf_101,slf_102,slf_103,slf_104,slf_105,slf_106,slf_107,slf_108,slf_109,slf_110,slf_111,slf_112,slf_113,slf_114,slf_115,slf_116,slf_117,slf_118,slf_119,slf_120
60,M,True,9.1894,9.2375,9.4031,9.3245,9.2291,9.1114,9.1605,9.1785,9.2493,9.3081,9.303,9.1806,9.2464,9.31,9.4072,9.3975,9.3927,9.2958,9.3358,9.4772,9.3632,9.3673,9.216,9.1018,9.1601,9.1052,9.0151,9.0662,9.1163,9.0666,9.058,9.023,8.9788,9.0927,9.135,9.2246,9.241,9.2275,9.26,9.2748,9.3722,9.3512,9.4072,9.361,9.4051,9.4459,9.5512,9.5248,9.5158,9.514,9.6028,9.6136,9.6734,9.8747,9.8745,9.8704,9.8471,9.9283,9.9165,9.9665,9.998,10.055,10.064,10.047,10.129,10.13,9.9835,10.03,10.008,10.103,10.313,10.4,10.381,10.444,10.398,10.322,10.356,10.37,10.435,10.338,10.411,10.436,10.43,10.287,10.373,10.381,10.431,10.481,10.551,10.59,10.535,10.618,10.629,10.64,10.685,10.682,10.698,10.694,10.595,10.604,10.676,10.744,10.901,10.932,11.196,11.133,11.101,11.103,11.013,11.074,11.119,11.023,11.122,11.123,11.157,11.191,11.162,11.184,11.314,11.44
61,M,True,13.159,13.266,13.477,13.568,13.467,13.633,13.742,13.756,13.773,13.663,13.602,13.578,13.74,13.85,13.904,13.871,14.143,14.046,14.363,14.266,14.35,14.041,14.379,14.149,14.447,14.396,14.503,14.628,14.729,14.754,14.689,14.645,14.804,14.68,14.974,14.795,15.151,14.98,15.171,15.141,15.261,15.286,15.292,15.407,15.291,15.343,15.557,15.685,15.696,15.736,15.771,15.739,15.931,15.845,15.741,15.82,15.983,15.858,15.937,16.046,16.155,16.395,16.196,16.621,16.958,16.75,16.768,16.489,16.304,16.635,16.25,16.296,16.426,16.243,16.108,16.207,16.333,16.523,16.569,16.857,16.622,16.557,16.77,16.603,17.061,16.939,17.001,16.329,16.835,16.506,16.904,16.533,16.725,16.668,16.651,16.607,16.051,16.188,16.202,16.481,16.151,16.13,16.155,16.303,16.129,15.992,15.584,15.941,15.369,15.544,15.849,15.32,15.317,15.537,15.317,15.182,15.346,15.617,15.355,15.195
62,M,False,15.685,15.696,15.736,15.771,15.739,15.931,15.845,15.741,15.82,15.983,15.858,15.937,16.046,16.155,16.395,16.196,16.621,16.958,16.75,16.768,16.489,16.304,16.635,16.25,16.296,16.426,16.243,16.108,16.207,16.333,16.523,16.569,16.857,16.622,16.557,16.77,16.603,17.061,16.939,17.001,16.329,16.835,16.506,16.904,16.533,16.725,16.668,16.651,16.607,16.051,16.188,16.202,16.481,16.151,16.13,16.155,16.303,16.129,15.992,15.584,15.941,15.369,15.544,15.849,15.32,15.317,15.537,15.317,15.182,15.346,15.617,15.355,15.195,15.331,15.232,14.927,14.962,15.239,14.946,15.099,15.189,15.078,15.385,15.46,15.146,15.11,15.079,15.32,15.179,15.097,15.597,15.933,15.683,16.048,16.144,15.975,16.292,16.428,16.495,16.713,16.759,16.851,16.652,16.692,16.513,16.928,16.954,17.625,17.229,17.97,17.834,18.005,18.042,17.698,17.943,17.678,17.82,17.931,18.303,18.188
63,M,True,28.267,28.095,28.298,28.505,29.082,28.659,28.228,29.371,30.185,29.596,29.675,30.348,30.041,29.355,30.115,30.472,30.162,30.816,30.573,30.36,30.139,30.248,29.583,29.172,29.041,29.075,28.959,28.871,29.031,28.759,28.018,28.747,28.776,29.134,28.978,28.717,28.019,27.994,28.542,28.209,28.611,29.612,29.895,31.355,30.721,30.563,31.489,29.964,29.492,30.501,30.864,31.25,30.294,28.41,28.762,28.995,28.929,29.011,28.856,30.067,28.4,29.184,28.602,28.911,28.959,29.19,28.515,28.282,27.988,28.089,27.936,27.963,28.707,28.626,28.756,28.786,28.282,28.685,28.423,28.549,29.045,28.325,28.677,28.719,29.059,28.996,29.229,29.246,28.934,28.891,29.069,29.433,29.213,29.626,29.519,30.032,29.899,29.663,30.086,30.584,30.744,30.574,30.351,30.462,30.705,30.963,30.762,30.791,30.877,31.214,30.951,31.067,31.453,31.0,31.441,31.352,31.804,32.012,32.044,32.141
64,M,False,29.059,28.996,29.229,29.246,28.934,28.891,29.069,29.433,29.213,29.626,29.519,30.032,29.899,29.663,30.086,30.584,30.744,30.574,30.351,30.462,30.705,30.963,30.762,30.791,30.877,31.214,30.951,31.067,31.453,31.0,31.441,31.352,31.804,32.012,32.044,32.141,31.949,32.199,32.678,32.835,32.63,33.148,33.043,33.184,33.547,33.26,33.224,33.617,33.581,33.475,33.62,33.917,33.873,34.215,33.946,34.023,34.338,33.805,34.222,34.031,34.221,33.809,34.727,34.643,34.723,34.643,35.467,35.595,35.466,34.922,35.004,34.881,35.045,35.254,35.682,35.945,35.812,36.355,37.068,37.275,36.862,36.766,36.91,37.351,37.225,38.154,37.565,37.135,37.212,37.212,37.262,37.452,38.611,39.196,39.506,40.41,40.233,41.299,41.501,41.986,42.128,41.195,40.484,40.644,41.009,40.944,41.408,42.607,42.242,42.386,42.977,42.678,43.022,42.287,43.174,42.073,42.215,42.505,43.18,43.569
65,M,False,30.744,30.574,30.351,30.462,30.705,30.963,30.762,30.791,30.877,31.214,30.951,31.067,31.453,31.0,31.441,31.352,31.804,32.012,32.044,32.141,31.949,32.199,32.678,32.835,32.63,33.148,33.043,33.184,33.547,33.26,33.224,33.617,33.581,33.475,33.62,33.917,33.873,34.215,33.946,34.023,34.338,33.805,34.222,34.031,34.221,33.809,34.727,34.643,34.723,34.643,35.467,35.595,35.466,34.922,35.004,34.881,35.045,35.254,35.682,35.945,35.812,36.355,37.068,37.275,36.862,36.766,36.91,37.351,37.225,38.154,37.565,37.135,37.212,37.212,37.262,37.452,38.611,39.196,39.506,40.41,40.233,41.299,41.501,41.986,42.128,41.195,40.484,40.644,41.009,40.944,41.408,42.607,42.242,42.386,42.977,42.678,43.022,42.287,43.174,42.073,42.215,42.505,43.18,43.569,43.327,43.15,43.002,43.594,44.597,45.112,43.936,45.788,43.616,43.744,43.723,43.275,43.252,42.947,43.86,43.175
66,M,True,9.7386,9.8354,9.724,9.5174,9.7205,9.9127,9.8721,9.9216,10.387,10.613,10.485,10.453,10.446,10.123,10.986,10.446,9.9922,10.056,10.496,11.016,11.136,10.973,10.993,8.5874,8.4694,8.519,8.479,8.1368,7.9815,8.1598,7.9946,7.8687,8.0402,8.0468,8.2518,7.8517,7.8511,8.2788,8.3541,8.4026,8.1663,8.2252,8.1728,8.2244,8.2643,8.5177,8.3501,8.0021,7.7178,7.6175,7.5909,7.3341,7.1837,7.1888,7.0206,7.1835,7.1399,6.7618,6.9297,6.8648,7.0289,7.2931,7.0619,6.5549,6.6909,6.5159,6.6239,6.7198,6.5739,6.4201,6.4226,6.4159,6.2784,6.3093,6.2657,6.2084,5.9716,5.6304,6.0132,6.307,6.4527,6.1436,6.1003,6.2105,6.2474,6.2864,6.0071,5.7126,5.9621,5.9991,6.0258,5.9765,6.2349,6.2182,6.2337,6.1045,6.0309,6.1517,5.9297,6.0689,6.0089,6.1857,5.9113,6.1238,5.6126,5.7595,5.728,5.9154,5.5557,5.6875,5.1481,5.0755,5.1296,4.7228,4.6521,4.8259,4.8548,4.5731,4.3494,4.3787
67,M,True,3.8018,3.801,3.7647,4.192,4.3946,3.8529,4.2407,3.8498,3.8393,4.4287,3.8341,3.9008,4.3618,3.9019,3.8604,3.6736,3.5989,3.7756,3.856,3.8437,3.9532,4.0731,3.8998,3.9321,5.8463,6.2774,7.0191,6.7711,7.0389,6.213,7.293,6.2959,6.2119,5.7896,6.6389,7.016,6.6863,6.5739,6.208,6.2793,5.3734,5.6859,5.8077,5.4922,4.8984,4.7902,4.8368,4.3406,4.2085,4.5305,4.1112,4.3039,4.0221,3.9317,3.7186,3.9957,4.1309,4.1139,4.3098,4.0297,4.7334,4.3392,4.7791,4.108,4.5521,4.9745,4.8334,5.6504,6.2174,5.7069,5.9282,6.576,5.6424,5.4722,6.1612,6.5162,6.0014,5.8006,5.4272,5.7873,6.3193,6.1763,5.7283,5.8138,5.1543,5.3112,5.0876,4.3331,4.9415,5.0353,5.2183,5.623,5.9701,6.1415,5.8936,5.8905,5.798,5.6301,5.398,6.0322,6.1502,6.2829,6.5523,6.7302,6.4324,6.3688,6.2362,6.8847,7.4715,7.5741,7.9131,7.368,6.5342,6.8649,6.7937,6.2487,6.2193,6.3127,6.545,6.6356
68,M,False,7.1292,7.3991,7.3827,7.5906,7.4904,7.3719,7.3532,7.5667,7.7327,7.5703,7.7405,7.5592,7.2189,7.2416,7.1757,7.3106,7.3758,7.3896,7.4208,7.4983,7.4865,7.5545,7.5056,7.467,7.5738,7.562,7.6144,7.5252,7.5159,7.4898,7.4515,7.8314,7.7415,7.7006,7.4216,7.5784,7.4092,7.4461,7.5312,7.54,7.5227,7.5925,7.5779,7.5073,7.523,7.5355,7.5789,7.6979,7.6491,7.7163,7.696,7.8537,7.9143,7.8759,7.8317,7.906,7.8765,7.8092,7.8889,7.8044,7.8155,7.8684,7.901,7.8777,8.0375,7.9887,8.0292,8.0797,8.1439,8.16,8.1985,8.2139,8.196,8.2829,8.2506,8.2371,8.3908,8.3688,8.474,8.4817,8.4879,8.6126,8.6708,8.6536,8.7545,8.7849,8.8503,8.7862,8.8028,8.7801,8.7961,8.7733,8.6926,8.7291,8.6512,8.7325,8.6771,8.8205,8.7373,8.8467,8.8525,8.8222,8.7877,8.7204,8.5999,8.6023,8.5728,8.5273,8.5777,8.6053,8.5625,8.5486,8.619,8.5016,8.4152,8.5725,8.5388,8.5913,8.5711,8.61
69,M,False,27.339,27.735,27.667,28.819,28.355,28.66,29.065,28.304,28.093,27.179,27.336,28.047,28.758,29.357,29.365,29.344,29.969,29.882,30.739,29.864,29.263,29.543,29.147,29.172,29.047,28.959,28.249,28.274,28.076,28.399,28.073,27.562,28.742,28.883,28.31,29.25,29.714,29.692,28.543,28.625,30.027,30.613,30.362,30.186,31.488,30.696,30.981,31.495,32.453,33.286,33.564,35.675,35.933,36.38,36.907,34.208,36.608,36.719,37.457,36.663,37.844,48.575,47.806,48.408,47.324,45.343,44.635,34.015,35.196,36.525,44.501,35.414,31.16,35.636,32.423,42.885,33.298,31.145,32.133,31.832,31.485,29.893,30.389,30.14,28.791,28.92,27.982,28.478,24.051,29.061,29.231,28.922,28.203,29.206,28.749,22.09,28.31,29.013,30.022,29.438,30.865,30.609,30.946,31.265,30.091,29.846,29.435,29.331,29.947,28.818,28.767,30.015,30.129,30.981,31.209,29.964,28.9,30.771,29.655,30.852
70,M,False,29.435,29.331,29.947,28.818,28.767,30.015,30.129,30.981,31.209,29.964,28.9,30.771,29.655,30.852,31.215,30.472,31.112,32.21,31.886,31.393,30.395,29.989,30.01,29.914,30.284,28.754,28.118,28.401,28.025,27.528,27.645,28.169,22.425,28.37,28.594,22.212,22.266,30.925,30.49,30.763,30.404,31.875,32.124,32.843,33.351,22.084,33.338,33.251,22.665,21.894,21.457,35.681,36.887,32.635,32.642,32.016,30.487,30.863,28.74,33.384,33.913,30.849,29.525,29.427,25.55,25.476,26.86,25.539,26.307,31.725,26.007,31.528,36.305,42.877,37.467,44.948,29.741,35.744,30.893,38.079,44.712,46.333,42.708,41.455,44.364,46.394,45.665,42.367,41.672,42.076,39.607,38.871,39.248,37.732,39.609,38.733,38.373,35.526,35.782,34.404,31.974,30.906,30.597,31.583,30.287,29.039,28.392,29.039,28.782,28.447,26.91,27.769,26.92,26.857,27.068,26.838,27.758,26.988,26.542,28.951
71,M,True,6.4057,6.6046,6.6724,6.6256,6.9192,7.1129,7.0253,7.6468,7.8222,7.6269,7.1778,7.4916,8.2106,9.3157,9.4374,10.027,11.453,12.762,14.056,15.839,16.718,16.419,17.79,18.125,18.258,19.098,19.414,17.538,19.029,18.536,17.333,18.301,17.318,16.155,16.456,16.023,16.31,16.341,16.168,15.005,14.886,14.899,15.174,15.058,14.739,14.112,14.693,15.175,15.801,16.284,17.145,16.926,17.587,18.98,19.913,20.306,21.409,20.855,20.987,22.396,23.917,24.168,25.895,24.862,20.819,21.446,21.21,19.351,22.232,19.079,19.113,17.773,20.756,21.197,21.792,20.419,20.284,19.907,23.529,18.621,18.784,18.265,16.773,18.383,18.536,17.772,19.879,15.632,16.038,16.866,14.923,15.325,13.85,14.635,16.633,15.066,13.735,15.101,15.837,15.774,16.823,21.86,15.286,16.047,17.316,14.858,14.837,12.969,12.317,12.04,19.717,12.608,16.769,14.482,14.761,15.593,14.265,12.218,14.84,11.778
72,M,True,21.21,19.351,22.232,19.079,19.113,17.773,20.756,21.197,21.792,20.419,20.284,19.907,23.529,18.621,18.784,18.265,16.773,18.383,18.536,17.772,19.879,15.632,16.038,16.866,14.923,15.325,13.85,14.635,16.633,15.066,13.735,15.101,15.837,15.774,16.823,21.86,15.286,16.047,17.316,14.858,14.837,12.969,12.317,12.04,19.717,12.608,16.769,14.482,14.761,15.593,14.265,12.218,14.84,11.778,12.762,12.496,11.003,14.073,12.07,12.918,14.571,14.074,14.443,13.588,12.909,12.28,14.66,12.233,11.365,11.783,11.985,13.517,13.101,13.377,11.721,14.507,12.289,13.71,14.246,14.562,14.008,13.055,13.606,12.395,13.115,13.982,13.543,17.125,12.91,12.473,11.32,14.122,16.169,12.063,11.15,11.719,13.074,11.975,12.758,10.392,10.664,12.777,12.43,10.922,12.233,12.343,13.536,11.453,11.783,11.919,12.157,15.283,13.357,14.351,15.175,14.719,12.479,12.592,11.268,14.162
73,M,True,14.443,13.588,12.909,12.28,14.66,12.233,11.365,11.783,11.985,13.517,13.101,13.377,11.721,14.507,12.289,13.71,14.246,14.562,14.008,13.055,13.606,12.395,13.115,13.982,13.543,17.125,12.91,12.473,11.32,14.122,16.169,12.063,11.15,11.719,13.074,11.975,12.758,10.392,10.664,12.777,12.43,10.922,12.233,12.343,13.536,11.453,11.783,11.919,12.157,15.283,13.357,14.351,15.175,14.719,12.479,12.592,11.268,14.162,12.207,12.542,13.59,12.689,13.85,12.469,13.346,12.938,13.702,14.568,13.38,13.167,12.799,15.866,12.579,13.394,13.792,12.972,11.427,14.715,11.621,11.916,11.897,11.797,11.908,10.563,11.066,11.671,10.844,10.337,10.382,10.485,10.405,10.13,10.074,10.359,10.325,10.213,10.073,10.181,10.008,10.023,9.9003,9.9032,9.7879,9.8101,9.7996,9.9522,9.8973,9.7358,9.6706,9.4788,9.8182,9.3341,9.4463,9.5444,9.6216,9.3816,9.3568,9.1006,9.1646,9.5296
74,M,True,9.8973,9.7358,9.6706,9.4788,9.8182,9.3341,9.4463,9.5444,9.6216,9.3816,9.3568,9.1006,9.1646,9.5296,9.3294,9.1993,9.159,9.2547,9.0902,9.3621,9.2408,9.2105,9.3211,9.1894,9.2909,9.3939,9.0005,9.0956,9.2371,9.1912,9.0811,9.0977,9.0888,9.2635,8.8993,8.9489,9.3101,9.3473,9.0364,9.4006,9.1997,9.234,9.3534,9.549,9.7018,9.678,9.9692,10.069,10.027,10.192,9.7309,10.048,9.8983,9.7781,9.8246,9.9093,9.6528,9.8805,9.8377,9.8613,9.8545,10.078,10.196,10.184,10.442,10.298,10.178,10.23,10.119,10.143,10.244,10.222,10.098,10.195,10.052,10.342,10.261,10.46,10.391,10.271,10.405,10.355,10.236,10.15,10.158,10.055,9.9597,10.083,9.9775,9.9327,9.7124,9.6362,9.8002,9.637,9.7092,9.6041,9.5647,9.6687,9.9322,9.8465,9.9116,9.5989,9.6647,9.7682,9.5392,9.6603,9.5238,9.8157,9.6462,9.658,9.2996,9.2686,9.4314,9.5845,10.129,10.096,9.8009,9.7257,9.7212,9.8843
75,M,True,9.2635,8.8993,8.9489,9.3101,9.3473,9.0364,9.4006,9.1997,9.234,9.3534,9.549,9.7018,9.678,9.9692,10.069,10.027,10.192,9.7309,10.048,9.8983,9.7781,9.8246,9.9093,9.6528,9.8805,9.8377,9.8613,9.8545,10.078,10.196,10.184,10.442,10.298,10.178,10.23,10.119,10.143,10.244,10.222,10.098,10.195,10.052,10.342,10.261,10.46,10.391,10.271,10.405,10.355,10.236,10.15,10.158,10.055,9.9597,10.083,9.9775,9.9327,9.7124,9.6362,9.8002,9.637,9.7092,9.6041,9.5647,9.6687,9.9322,9.8465,9.9116,9.5989,9.6647,9.7682,9.5392,9.6603,9.5238,9.8157,9.6462,9.658,9.2996,9.2686,9.4314,9.5845,10.129,10.096,9.8009,9.7257,9.7212,9.8843,9.9774,9.9579,9.973,9.8875,10.117,10.138,9.8277,10.082,9.7576,10.174,10.115,10.104,9.7863,9.7561,9.9563,9.8057,9.6732,9.9645,9.7764,9.9999,9.8259,9.8801,9.8923,9.6889,9.681,9.7206,9.9349,9.8652,10.002,9.8612,9.6845,9.6689,9.6741
76,M,True,10.195,10.052,10.342,10.261,10.46,10.391,10.271,10.405,10.355,10.236,10.15,10.158,10.055,9.9597,10.083,9.9775,9.9327,9.7124,9.6362,9.8002,9.637,9.7092,9.6041,9.5647,9.6687,9.9322,9.8465,9.9116,9.5989,9.6647,9.7682,9.5392,9.6603,9.5238,9.8157,9.6462,9.658,9.2996,9.2686,9.4314,9.5845,10.129,10.096,9.8009,9.7257,9.7212,9.8843,9.9774,9.9579,9.973,9.8875,10.117,10.138,9.8277,10.082,9.7576,10.174,10.115,10.104,9.7863,9.7561,9.9563,9.8057,9.6732,9.9645,9.7764,9.9999,9.8259,9.8801,9.8923,9.6889,9.681,9.7206,9.9349,9.8652,10.002,9.8612,9.6845,9.6689,9.6741,9.7683,9.4873,9.5428,9.3887,9.4076,9.5026,9.5193,9.4632,9.3032,9.4477,9.5802,9.493,9.2876,9.4081,9.3537,9.4997,9.5705,9.4752,9.5736,9.584,9.6112,9.7526,9.5762,9.5087,9.7742,9.562,9.414,9.3591,9.3522,9.6122,9.6734,9.7191,9.646,9.5981,9.6099,9.6434,9.8391,10.065,9.9039,9.777
77,M,False,9.9774,9.9579,9.973,9.8875,10.117,10.138,9.8277,10.082,9.7576,10.174,10.115,10.104,9.7863,9.7561,9.9563,9.8057,9.6732,9.9645,9.7764,9.9999,9.8259,9.8801,9.8923,9.6889,9.681,9.7206,9.9349,9.8652,10.002,9.8612,9.6845,9.6689,9.6741,9.7683,9.4873,9.5428,9.3887,9.4076,9.5026,9.5193,9.4632,9.3032,9.4477,9.5802,9.493,9.2876,9.4081,9.3537,9.4997,9.5705,9.4752,9.5736,9.584,9.6112,9.7526,9.5762,9.5087,9.7742,9.562,9.414,9.3591,9.3522,9.6122,9.6734,9.7191,9.646,9.5981,9.6099,9.6434,9.8391,10.065,9.9039,9.777,9.7816,9.8928,9.7666,9.9424,9.9492,9.9009,9.795,9.9312,9.8489,9.7426,9.7147,9.9407,9.8956,9.9738,9.8567,9.6999,9.9011,9.9929,9.9541,9.8193,9.8977,9.7253,9.7307,9.8617,9.927,9.8718,9.9535,9.6837,9.9382,9.7643,9.836,9.7745,9.6426,9.6602,9.7369,9.6551,9.6431,9.614,9.7895,9.6452,9.6522,9.6981,9.7081,9.7852,9.7039,9.5956,9.3571
78,M,False,9.8801,9.8923,9.6889,9.681,9.7206,9.9349,9.8652,10.002,9.8612,9.6845,9.6689,9.6741,9.7683,9.4873,9.5428,9.3887,9.4076,9.5026,9.5193,9.4632,9.3032,9.4477,9.5802,9.493,9.2876,9.4081,9.3537,9.4997,9.5705,9.4752,9.5736,9.584,9.6112,9.7526,9.5762,9.5087,9.7742,9.562,9.414,9.3591,9.3522,9.6122,9.6734,9.7191,9.646,9.5981,9.6099,9.6434,9.8391,10.065,9.9039,9.777,9.7816,9.8928,9.7666,9.9424,9.9492,9.9009,9.795,9.9312,9.8489,9.7426,9.7147,9.9407,9.8956,9.9738,9.8567,9.6999,9.9011,9.9929,9.9541,9.8193,9.8977,9.7253,9.7307,9.8617,9.927,9.8718,9.9535,9.6837,9.9382,9.7643,9.836,9.7745,9.6426,9.6602,9.7369,9.6551,9.6431,9.614,9.7895,9.6452,9.6522,9.6981,9.7081,9.7852,9.7039,9.5956,9.3571,9.4155,9.3233,9.5721,9.5641,9.577,9.3884,9.5115,9.6619,9.7657,9.9316,9.9054,9.9678,9.9192,10.091,10.106,9.8653,9.9266,9.9878,10.011,10.028,9.8948
79,M,False,9.4997,9.5705,9.4752,9.5736,9.584,9.6112,9.7526,9.5762,9.5087,9.7742,9.562,9.414,9.3591,9.3522,9.6122,9.6734,9.7191,9.646,9.5981,9.6099,9.6434,9.8391,10.065,9.9039,9.777,9.7816,9.8928,9.7666,9.9424,9.9492,9.9009,9.795,9.9312,9.8489,9.7426,9.7147,9.9407,9.8956,9.9738,9.8567,9.6999,9.9011,9.9929,9.9541,9.8193,9.8977,9.7253,9.7307,9.8617,9.927,9.8718,9.9535,9.6837,9.9382,9.7643,9.836,9.7745,9.6426,9.6602,9.7369,9.6551,9.6431,9.614,9.7895,9.6452,9.6522,9.6981,9.7081,9.7852,9.7039,9.5956,9.3571,9.4155,9.3233,9.5721,9.5641,9.577,9.3884,9.5115,9.6619,9.7657,9.9316,9.9054,9.9678,9.9192,10.091,10.106,9.8653,9.9266,9.9878,10.011,10.028,9.8948,9.8953,9.9731,9.7939,9.7451,9.7089,9.7872,9.7693,9.7254,9.9844,10.029,9.7776,9.8533,9.8359,9.9306,9.7605,9.887,10.047,10.11,9.9661,9.9139,9.8962,9.8283,10.122,9.9284,10.035,9.8018,9.9104
80,M,False,21.601,21.624,21.729,21.349,21.427,21.481,21.587,21.798,22.043,22.151,21.997,21.874,22.058,22.068,22.056,21.982,22.225,22.405,22.17,22.024,21.989,21.92,21.779,21.935,21.963,22.29,22.255,22.307,22.156,22.565,22.592,22.79,23.071,23.033,22.987,23.116,23.114,23.447,24.38,24.071,23.42,23.785,23.619,23.925,23.928,24.21,23.813,23.904,24.089,24.029,23.521,23.405,23.78,23.728,23.862,23.775,23.627,23.914,24.017,24.06,23.986,24.278,24.327,24.337,24.17,24.179,24.073,24.045,24.229,24.428,24.411,24.277,24.512,24.61,24.54,24.439,24.559,24.79,24.578,24.758,24.574,24.73,24.621,24.587,24.598,24.477,24.274,23.951,24.435,24.343,24.171,24.444,23.991,24.19,24.237,24.309,24.513,24.63,24.655,24.626,24.377,24.413,24.223,24.437,24.487,24.427,24.37,24.319,24.5,24.294,24.132,24.516,24.543,24.654,24.454,24.556,24.931,24.876,24.594,24.647
81,M,True,70.449,70.705,70.769,71.484,70.783,70.041,69.254,68.758,68.851,68.442,67.844,65.402,64.642,64.805,64.269,60.462,58.396,54.484,51.539,48.228,46.428,44.566,43.227,41.768,40.482,38.853,37.733,36.556,35.072,33.88,32.23,31.036,29.868,29.874,29.612,28.978,27.429,26.738,26.843,26.264,26.095,25.706,25.086,25.822,26.226,25.675,26.087,27.765,26.802,26.807,27.238,28.164,28.171,28.478,29.616,29.343,29.582,29.532,30.483,30.167,28.313,27.426,27.817,26.775,26.502,25.658,25.044,23.404,22.099,21.75,21.451,21.28,21.256,21.226,23.951,24.263,23.757,23.49,21.673,22.748,19.144,16.888,19.724,20.116,17.86,17.551,22.134,23.242,21.181,21.796,21.735,22.431,21.357,22.702,22.741,23.329,22.789,21.617,21.858,22.491,22.554,24.064,24.014,23.344,22.563,19.845,21.15,22.241,21.588,21.549,21.439,22.648,21.823,21.157,22.183,22.312,23.903,23.873,24.554,26.135
82,M,False,13.235,12.482,15.428,15.611,15.12,14.451,15.31,11.16,12.597,13.437,12.462,10.927,9.8449,10.818,10.737,12.209,11.745,11.146,10.487,9.4985,9.0083,8.5747,8.5939,10.2,7.9369,8.4012,8.6252,8.5849,7.3752,6.6717,6.9163,7.0554,6.3544,6.7576,7.1097,7.4793,8.4593,6.8954,6.5705,6.2582,6.0948,6.1554,6.7145,6.7001,5.6814,6.7403,7.7044,8.1015,8.0838,8.3489,8.1321,8.1482,8.1994,8.5548,8.4832,8.15,8.4451,8.0132,8.3346,9.7687,9.5191,9.4512,9.6374,8.6145,8.6907,8.5023,8.1579,7.4666,7.5999,8.3656,7.8159,7.832,7.1948,7.224,5.4201,5.4798,5.6413,5.4416,5.4384,5.3815,5.5624,5.4975,5.4654,5.5203,5.6418,5.5707,5.5504,5.5313,5.5696,5.5918,5.7305,5.6805,5.5269,5.5944,5.6356,5.8563,5.7725,5.8445,5.7976,5.8112,5.9651,5.8981,5.871,5.6685,5.4703,5.227,5.1641,5.134,5.1338,5.1583,5.2209,5.2882,5.3195,5.3023,5.2748,5.2087,5.1084,5.219,5.1167,5.2063
83,M,False,23.404,22.099,21.75,21.451,21.28,21.256,21.226,23.951,24.263,23.757,23.49,21.673,22.748,19.144,16.888,19.724,20.116,17.86,17.551,22.134,23.242,21.181,21.796,21.735,22.431,21.357,22.702,22.741,23.329,22.789,21.617,21.858,22.491,22.554,24.064,24.014,23.344,22.563,19.845,21.15,22.241,21.588,21.549,21.439,22.648,21.823,21.157,22.183,22.312,23.903,23.873,24.554,26.135,23.686,24.295,25.714,26.967,25.617,26.405,26.539,26.016,25.83,26.99,27.803,23.891,23.685,24.56,25.455,26.142,28.604,31.191,32.621,31.86,33.332,37.457,40.855,42.453,46.674,42.116,44.412,37.89,41.689,39.449,38.045,34.916,35.253,36.89,38.131,29.488,33.24,29.629,26.014,25.633,24.983,28.433,27.186,24.056,27.287,21.046,23.69,22.942,20.933,15.921,13.229,13.123,15.08,17.583,10.376,8.2018,13.15,9.6734,14.273,12.075,12.439,13.205,10.052,10.393,7.7829,9.0786,6.7035
84,M,True,14.631,14.316,14.401,14.783,13.907,14.258,14.536,14.696,14.59,14.637,15.953,17.11,15.34,15.536,15.145,15.362,15.168,15.332,15.308,15.273,15.036,14.694,13.903,13.772,14.155,13.94,14.747,14.226,14.37,15.058,15.447,13.525,15.92,16.023,12.907,11.594,11.414,11.012,11.1,10.397,10.446,9.9274,10.171,9.8624,10.427,9.6437,9.1344,8.8963,8.4576,8.4648,8.3042,6.928,6.899,6.8204,8.0323,8.0856,8.398,8.3542,8.0611,8.1149,6.2583,7.9492,6.372,6.3878,6.1044,6.1653,6.1624,6.0681,6.2307,6.164,6.6679,6.5442,6.4818,6.5351,6.8594,7.014,6.9403,6.8313,6.9417,6.9261,6.7804,6.8614,6.8334,6.7644,6.8325,6.6549,6.8456,6.7664,6.9379,7.1821,7.3509,7.292,7.0013,6.8245,7.5669,7.3807,7.4915,7.8023,7.8411,7.7612,7.7696,8.0219,8.0382,7.835,8.1536,6.9381,8.1571,8.2525,8.2027,8.0439,8.4981,8.6936,8.6626,8.6734,8.9292,9.0157,8.7193,8.6403,8.8295,8.7853
