,FLARE_TYPE,COINCIDENCE,slf_1,slf_2,slf_3,slf_4,slf_5,slf_6,slf_7,slf_8,slf_9,slf_10,slf_11,slf_12,slf_13,slf_14,slf_15,slf_16,slf_17,slf_18,slf_19,slf_20,slf_21,slf_22,slf_23,slf_24,slf_25,slf_26,slf_27,slf_28,slf_29,slf_30,slf_31,slf_32,slf_33,slf_34,slf_35,slf_36,slf_37,slf_38,slf_39,slf_40,slf_41,slf_42,slf_43,slf_44,slf_45,slf_46,slf_47,slf_48,slf_49,slf_50,slf_51,slf_52,slf_53,slf_54,slf_55,slf_56,slf_57,slf_58,slf_59,slf_60,slf_61,slf_62,slf_63,slf_64,slf_65,slf_66,slf_67,slf_68,slf_69,slf_70,slf_71,slf_72,slf_73,slf_74,slf_75,slf_76,slf_77,slf_78,slf_79,slf_80,slf_81,slf_82,slf_83,slf_84,slf_85,slf_86,slf_87,slf_88,slf_89,slf_90,slf_91,slf_92,slf_93,slf_94,slf_95,slf_96,slf_97,slf_98,slf_99,slf_100,slf_101,slf_102,slf_103,slf_104,slf_105,slf_106,slf_107,slf_108,slf_109,slf_110,slf_111,slf_112,slf_113,slf_114,slf_115,slf_116,slf_117,slf_118,slf_119,slf_120
1451,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1452,N,False,31.056,30.152,30.152,30.152,30.546,30.029,30.029,29.098,28.77,28.558,29.248,29.818,31.066,31.186,30.645,30.908,30.432,29.923,30.921,32.779,32.309,31.881,31.586,32.309,31.589,31.318,31.727,30.91,32.749,33.218,32.299,33.075,33.401,34.565,33.209,32.74,33.503,33.37,34.166,33.185,32.876,32.876,33.47,33.179,33.658,32.87,33.823,31.993,33.023,34.116,34.68,34.156,34.326,35.164,35.349,35.164,34.454,34.804,35.349,36.119,36.734,35.728,35.17,35.732,37.158,36.734,36.323,35.422,35.233,35.047,36.014,35.429,35.816,35.24,34.871,35.816,36.014,0.0,0.0,35.63,35.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1453,N,False,5.2943,13.639,15.026,15.065,5.6288,15.589,12.633,12.572,12.649,12.724,12.626,6.5225,6.8819,6.3677,6.2232,5.706,5.4366,5.0516,4.2909,4.17,4.2511,3.9981,4.1012,4.1403,4.549,4.5744,4.4147,3.9937,4.0725,3.9203,3.7087,3.5602,3.7293,3.5995,3.5601,5.1405,5.3922,5.5731,4.1937,5.9997,5.7722,5.8075,5.4648,5.5809,5.2695,5.4961,5.135,6.5494,6.4878,6.3722,6.1877,6.0933,6.3307,6.1368,6.337,6.4241,6.6111,6.9206,6.7626,6.7482,6.9877,6.7239,7.8828,8.7149,11.289,6.9274,6.966,7.1886,7.2012,7.3979,7.3364,7.8312,7.9749,7.9928,8.3174,7.9191,10.71,10.616,7.4349,10.506,10.904,7.6034,7.2801,7.957,10.566,11.179,9.3636,11.389,11.553,11.424,8.3419,7.0799,9.4246,9.6672,10.003,10.872,9.7213,10.483,10.338,10.258,10.329,10.022,9.8979,10.786,9.7435,9.8624,8.7904,8.2519,7.9766,7.8246,7.3803,7.9145,12.144,9.6617,12.108,8.8403,8.8201,10.375,10.492,10.257
1454,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2929,0.0,0.0,0.0,2.5118,0.0,0.0,0.0,0.0,3.4795,0.0,3.2882,2.812,0.0,0.0,0.0,0.0,3.7667,3.6332,2.9632,3.195,2.6277,2.555,2.5785,2.639,2.735,2.639,2.4766,2.1837,0.0,2.088,1.9859,1.9711,2.4195,2.5122,2.5946,2.2186,2.2939,2.6797,2.6199,2.1185,2.639,2.7606,2.3556,0.0,2.5098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1456,N,False,29.336,30.172,30.746,31.0,30.536,31.623,32.041,31.981,30.898,31.283,32.043,35.092,37.107,33.105,33.199,36.362,36.248,38.332,37.472,38.057,35.781,37.633,38.035,39.769,39.914,40.059,39.156,39.013,33.621,27.86,27.015,26.709,25.349,25.471,25.209,26.068,25.287,26.034,26.242,25.341,26.706,26.719,25.07,25.932,26.567,25.509,26.239,25.697,27.332,27.14,27.61,27.013,28.493,32.081,30.452,30.793,32.696,33.046,32.809,32.065,31.858,32.308,32.808,32.007,29.371,30.045,29.986,30.396,29.819,31.413,31.507,31.475,31.977,31.31,31.971,31.453,30.502,28.968,28.869,28.744,31.622,31.126,30.269,29.435,29.902,31.812,35.328,32.111,32.389,31.765,29.803,30.322,30.697,29.503,30.597,29.164,28.957,29.835,29.57,31.018,31.442,29.633,29.206,31.655,28.297,29.231,30.899,31.688,31.605,31.615,32.336,32.988,33.101,34.181,33.735,36.182,35.871,35.597,36.54,37.578
1457,N,False,18.205,19.44,20.018,19.561,20.847,20.324,19.976,20.296,19.652,18.757,19.035,18.948,18.595,18.636,18.092,18.266,18.308,18.482,18.953,19.578,19.68,20.066,20.215,20.102,20.8,20.597,20.208,20.48,20.148,20.829,21.85,21.611,21.502,22.512,22.739,23.253,22.2,21.767,21.448,23.681,24.442,24.565,25.238,25.786,26.026,25.882,26.871,26.797,26.986,27.786,28.279,30.127,31.24,30.29,31.282,31.885,31.896,31.776,32.42,32.56,32.321,32.135,31.365,30.418,30.91,30.03,30.795,30.985,30.281,30.762,31.798,32.0,32.804,32.345,32.937,33.585,33.424,35.066,37.028,36.39,38.339,36.581,40.09,0.0,41.006,45.636,42.712,0.0,0.0,44.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1449
1458,N,False,0.0,0.0,2.3115,2.2844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4795,0.0,2.5142,2.5504,2.5881,0.0,2.5321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.146,87.545,76.36,74.146,78.785,77.379,0.0,0.0,0.0,105.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1459,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,1.821,1.6527,2.1015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1460,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1461,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1462,N,False,29.227,27.775,28.558,29.915,29.182,29.021,28.932,28.407,30.192,28.623,30.774,30.728,31.051,30.676,41.772,39.255,36.465,39.484,36.785,35.313,34.885,31.331,31.1,30.821,30.0,27.841,30.154,28.463,27.197,29.356,27.672,28.984,29.737,30.695,30.917,28.333,31.858,27.551,28.797,30.037,30.772,33.165,31.672,29.177,29.009,28.75,27.973,28.884,28.038,29.037,28.244,28.295,28.275,28.336,27.933,28.101,28.22,29.498,29.108,29.713,31.095,29.332,29.848,29.907,29.163,30.354,31.228,32.846,29.452,30.124,34.552,33.523,34.539,35.362,35.919,35.823,42.089,43.634,44.404,42.647,43.836,43.776,36.026,42.895,43.294,42.327,44.247,44.037,36.569,43.703,42.377,37.72,37.133,36.743,36.772,36.396,36.353,34.79,37.034,36.509,40.86,36.631,40.978,34.476,36.256,34.882,37.345,36.656,41.012,37.586,37.547,35.941,37.075,35.547,34.403,35.917,35.684,34.202,37.339,37.973
1463,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1464,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1465,N,False,58.557,63.776,63.461,57.301,56.162,57.215,52.581,63.972,64.636,55.838,55.786,55.801,64.506,65.275,64.624,64.914,66.466,59.497,53.778,58.368,59.668,66.445,67.295,66.208,65.736,66.295,66.303,66.073,66.244,66.169,53.915,65.377,65.944,65.66,64.684,64.99,65.574,66.177,67.655,68.003,69.145,68.759,66.57,66.746,65.121,65.429,65.304,65.537,65.845,65.412,66.016,66.596,66.447,66.586,66.955,66.917,66.601,57.492,67.161,66.313,66.658,66.828,67.077,66.756,65.652,65.927,66.402,66.44,66.886,67.524,66.415,66.015,66.802,66.449,65.966,66.217,67.075,66.955,66.839,66.923,67.162,67.463,0.0,66.915,66.876,67.49,68.05,67.273,66.755,67.069,66.937,66.695,67.428,66.144,66.642,66.737,66.197,66.56,65.801,66.877,66.697,66.732,67.366,67.025,67.0,67.524,68.476,67.865,67.614,68.055,67.802,68.304,68.304,0.0,0.0,0.0,68.695,68.825,68.4,68.855
1466,N,False,2.9871,2.8804,3.0019,2.8549,2.7974,2.8605,3.0019,2.9309,2.9901,2.9668,2.8889,2.9482,2.9901,2.999,2.993,3.0509,3.1716,2.9533,3.005,2.9356,3.0017,3.1057,2.9147,2.9238,3.1669,2.901,2.887,2.8408,3.0624,3.034,3.037,3.0049,2.9813,3.0075,3.2993,3.1227,2.9578,3.1997,3.0918,2.5671,2.7109,3.1781,3.0618,3.034,3.2041,3.188,3.1976,3.0924,3.1507,3.1407,3.3369,3.4245,3.482,3.4952,3.2889,3.3636,3.1655,3.2648,3.4769,3.59,3.5825,3.4634,3.3373,3.2041,3.2232,3.4009,3.4611,3.4623,3.4589,3.4359,3.4486,3.4351,3.2505,3.2237,3.3313,3.3929,3.3963,3.2775,3.3047,3.4808,3.4882,3.4996,3.546,3.5967,3.5384,3.7509,3.6917,3.7146,3.8938,3.6095,3.5441,3.6009,3.3706,3.3955,3.3496,3.5327,3.4936,3.5854,3.527,3.6189,3.4592,3.4626,3.3919,3.5147,3.485,3.5051,3.6337,3.6543,3.787,3.7772,3.7118,3.7151,3.7042,3.7354,3.777,3.771,3.6052,3.7034,3.7977,3.7796
1467,N,False,4.5184,0.0,4.237,4.3193,4.4747,4.1641,3.7321,3.8678,3.9415,4.0989,5.043,3.7968,4.4388,3.7338,4.1525,4.0989,5.3872,4.6234,4.2849,0.0,3.8786,3.0882,3.0719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1468,N,False,4.5901,2.707,2.5888,2.5352,4.321,2.5703,4.1953,4.2821,3.9262,5.6321,4.9275,3.4852,4.493,10.979,11.98,11.851,12.733,12.951,13.719,13.87,13.04,13.38,13.208,13.507,14.347,14.175,14.094,13.732,13.939,14.143,15.595,14.853,14.081,14.066,14.131,14.133,14.057,14.171,14.004,13.859,13.682,13.774,13.954,14.024,13.892,13.64,13.566,13.311,13.202,13.167,12.681,12.747,12.589,12.841,13.123,13.129,12.936,12.804,12.905,12.754,12.833,13.114,13.006,13.245,13.301,13.001,12.8,12.857,12.894,13.161,13.088,13.459,13.262,13.178,12.748,12.428,12.178,12.41,12.014,11.712,11.432,11.336,11.278,11.161,11.072,11.254,11.594,11.42,11.49,11.668,11.59,11.744,11.925,12.457,12.342,12.981,12.987,13.598,13.567,14.162,14.62,15.091,16.04,16.78,17.192,17.488,17.414,17.22,17.945,18.076,17.495,16.659,17.069,16.853,16.752,16.453,15.584,15.585,15.639,14.896
1469,N,False,45.112,46.855,48.122,38.865,43.069,49.43,50.195,43.825,40.394,41.499,38.366,36.376,37.569,38.087,37.569,36.671,41.044,40.397,37.419,38.597,47.153,36.298,40.829,39.208,39.116,48.123,45.817,40.639,38.768,45.486,5.8583,0.0,5.5414,4.6229,4.3622,3.5809,2.8815,3.0901,48.337,77.141,58.739,57.733,57.599,50.066,41.318,43.673,41.232,40.812,34.043,34.153,34.049,32.256,31.997,30.712,32.066,31.749,32.813,33.081,31.014,32.639,32.864,33.05,31.621,31.589,30.744,30.989,30.07,30.967,30.574,29.282,29.308,29.678,30.21,30.675,29.879,29.74,29.663,30.01,30.626,31.323,30.783,32.323,30.996,31.414,32.794,31.52,32.893,31.589,30.576,30.297,30.229,29.276,30.375,30.055,28.475,28.588,29.592,29.397,29.527,29.469,29.443,27.925,30.433,29.991,29.594,29.167,29.275,28.787,29.264,28.317,29.205,30.245,29.308,31.897,31.669,32.385,33.634,31.591,30.757,31.775
1470,N,False,3.6518,3.5047,4.0829,0.0,45.61,46.201,51.929,46.093,45.984,48.575,0.0,50.354,50.966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.794,0.0,47.952,47.806,50.302,54.332,54.53,0.0,0.0,0.0,0.0,51.966,58.074,59.38,56.171,60.005,0.0,57.45,0.0,59.298,54.853,58.649,55.86,59.848,59.97,0.0,0.0,0.0,0.0,72.564,65.179,52.24,50.888,56.076,48.236,41.555,48.135,52.164,52.108,49.289,54.457,55.096,51.022,52.103,50.059,48.143,47.478,45.938,49.142,46.455,47.476,48.897,48.35,46.284,48.254,46.815,51.747,51.654,52.996,52.119,54.448,53.568,58.893,57.135,52.029,52.488,56.809,55.735,54.287,58.142,56.707,50.72,54.852,58.853,59.631,53.699,55.57,50.507,0.0,48.751,61.074,0.0,0.0,49.861,0.0,56.421,47.086,53.889,56.611,56.572,55.071,54.733,57.978,59.031,58.307,57.571,67.052,64.224,68.137,69.628
1471,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0139,2.9592,2.9442,0.0,0.0,0.0,3.4908,0.0,3.2401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1472,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1473,N,False,21.767,21.817,22.221,22.515,22.83,22.565,22.127,22.51,22.55,22.231,22.461,22.438,22.893,22.894,22.792,22.691,23.193,23.149,22.695,22.409,22.932,22.692,22.33,22.47,22.122,22.593,21.614,22.051,22.67,22.51,20.542,21.923,21.537,21.599,21.363,20.897,21.162,21.161,21.499,20.946,20.317,20.684,20.516,20.291,20.423,20.559,21.32,21.348,22.289,21.798,21.802,22.389,22.414,22.806,22.964,22.858,22.933,22.415,22.624,23.057,22.554,22.354,22.488,22.474,22.492,22.674,22.709,21.92,22.266,22.608,23.171,22.736,22.577,23.379,23.022,23.117,22.94,22.997,22.874,24.044,24.183,23.98,22.963,23.545,23.157,23.186,23.333,23.071,23.877,24.042,23.923,24.293,24.199,24.449,24.167,24.151,24.069,24.252,24.448,24.82,24.614,24.463,25.199,24.676,24.788,24.208,24.097,24.585,24.457,24.063,24.751,23.882,23.885,23.872,24.057,24.22,24.341,24.498,24.825,24.326
1474,N,False,9.0491,8.7207,9.4649,10.073,10.687,0.0,11.15,11.013,9.4649,9.7562,9.7939,9.6073,9.7939,10.867,10.202,0.0,9.6073,10.202,10.397,0.0,10.136,9.8276,10.248,10.597,10.988,10.673,10.427,0.0,12.227,11.692,11.7,0.0,22.181,0.0,24.332,24.069,25.731,29.76,0.0,0.0,26.771,22.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475,N,False,4.4049,9.777,9.5954,8.7712,10.32,8.7723,8.2544,4.3742,4.4056,11.902,14.885,16.565,17.149,36.048,34.843,34.119,19.334,2.8826,3.2284,3.5554,3.7161,3.48,4.0777,3.4366,3.5308,3.2329,3.4595,3.0691,34.648,34.172,33.557,33.115,33.995,34.811,33.105,35.199,33.192,33.714,31.358,31.606,30.849,31.105,31.981,31.768,33.988,3.5617,3.5268,3.9005,4.2552,4.583,0.0,5.0611,49.155,51.885,10.049,49.579,0.0,48.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1476,N,False,9.435,9.637,9.7138,10.003,9.8196,10.629,10.267,10.2,10.812,11.167,10.527,10.299,10.216,10.97,11.114,11.193,11.244,11.078,11.48,11.58,11.58,11.918,12.036,11.933,12.141,13.324,13.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
