,FLARE_TYPE,COINCIDENCE,AREA_ACR_1,AREA_ACR_2,AREA_ACR_3,AREA_ACR_4,AREA_ACR_5,AREA_ACR_6,AREA_ACR_7,AREA_ACR_8,AREA_ACR_9,AREA_ACR_10,AREA_ACR_11,AREA_ACR_12,AREA_ACR_13,AREA_ACR_14,AREA_ACR_15,AREA_ACR_16,AREA_ACR_17,AREA_ACR_18,AREA_ACR_19,AREA_ACR_20,AREA_ACR_21,AREA_ACR_22,AREA_ACR_23,AREA_ACR_24,AREA_ACR_25,AREA_ACR_26,AREA_ACR_27,AREA_ACR_28,AREA_ACR_29,AREA_ACR_30,AREA_ACR_31,AREA_ACR_32,AREA_ACR_33,AREA_ACR_34,AREA_ACR_35,AREA_ACR_36,AREA_ACR_37,AREA_ACR_38,AREA_ACR_39,AREA_ACR_40,AREA_ACR_41,AREA_ACR_42,AREA_ACR_43,AREA_ACR_44,AREA_ACR_45,AREA_ACR_46,AREA_ACR_47,AREA_ACR_48,AREA_ACR_49,AREA_ACR_50,AREA_ACR_51,AREA_ACR_52,AREA_ACR_53,AREA_ACR_54,AREA_ACR_55,AREA_ACR_56,AREA_ACR_57,AREA_ACR_58,AREA_ACR_59,AREA_ACR_60,AREA_ACR_61,AREA_ACR_62,AREA_ACR_63,AREA_ACR_64,AREA_ACR_65,AREA_ACR_66,AREA_ACR_67,AREA_ACR_68,AREA_ACR_69,AREA_ACR_70,AREA_ACR_71,AREA_ACR_72,AREA_ACR_73,AREA_ACR_74,AREA_ACR_75,AREA_ACR_76,AREA_ACR_77,AREA_ACR_78,AREA_ACR_79,AREA_ACR_80,AREA_ACR_81,AREA_ACR_82,AREA_ACR_83,AREA_ACR_84,AREA_ACR_85,AREA_ACR_86,AREA_ACR_87,AREA_ACR_88,AREA_ACR_89,AREA_ACR_90,AREA_ACR_91,AREA_ACR_92,AREA_ACR_93,AREA_ACR_94,AREA_ACR_95,AREA_ACR_96,AREA_ACR_97,AREA_ACR_98,AREA_ACR_99,AREA_ACR_100,AREA_ACR_101,AREA_ACR_102,AREA_ACR_103,AREA_ACR_104,AREA_ACR_105,AREA_ACR_106,AREA_ACR_107,AREA_ACR_108,AREA_ACR_109,AREA_ACR_110,AREA_ACR_111,AREA_ACR_112,AREA_ACR_113,AREA_ACR_114,AREA_ACR_115,AREA_ACR_116,AREA_ACR_117,AREA_ACR_118,AREA_ACR_119
20,B,False,297.4,295.07,293.78,295.85,296.0,296.91,299.23,300.41,295.79,296.65,297.13,295.75,293.53,294.38,292.59,291.88,294.34,293.14,292.53,293.11,290.73,293.1,295.97,294.54,297.55,295.58,291.12,290.59,287.75,288.05,287.33,289.13,291.49,293.8,289.78,291.05,291.8,287.53,289.77,292.23,287.86,284.01,284.57,287.3,285.33,288.34,285.01,282.07,285.5,282.9,282.78,284.37,285.23,283.15,279.89,281.87,279.46,283.91,280.22,279.15,277.27,275.91,273.13,272.74,269.63,269.37,264.42,263.78,262.67,261.93,261.98,263.35,264.76,262.01,263.23,259.52,261.24,264.12,260.45,258.08,260.03,261.67,257.4,253.39,255.35,255.82,257.0,256.2,258.51,260.48,258.74,258.19,256.58,255.48,257.08,254.57,253.21,250.19,250.07,249.09,248.17,241.08,238.39,240.84,237.34,236.06,241.87,240.32,237.33,238.7,238.15,243.24,239.75,242.36,243.01,244.48,242.31,241.19,237.78
21,B,True,276.58,276.92,276.66,278.58,281.66,279.06,281.17,283.86,283.72,282.46,284.37,287.42,289.07,288.86,294.44,293.06,295.42,291.96,291.91,288.61,290.88,292.28,294.27,292.83,293.64,292.14,295.24,292.72,296.39,296.8,297.86,296.2,298.73,298.08,300.57,301.65,297.54,297.84,299.4,302.53,299.49,300.55,299.21,296.31,297.18,296.39,292.56,292.84,293.58,294.16,296.71,295.89,291.12,290.72,287.59,285.8,286.6,286.87,292.34,289.01,291.3,293.2,286.16,282.61,279.77,283.64,280.32,284.16,284.82,280.06,278.47,278.18,278.21,274.44,277.32,275.21,273.47,278.36,279.94,279.53,280.27,279.58,281.5,283.74,280.82,282.53,283.76,284.5,282.88,288.86,289.21,287.6,293.34,292.65,298.66,297.4,295.07,293.78,295.85,296.0,296.91,299.23,300.41,295.79,296.65,297.13,295.75,293.53,294.38,292.59,291.88,294.34,293.14,292.53,293.11,290.73,293.1,295.97,294.54
22,B,False,291.96,291.91,288.61,290.88,292.28,294.27,292.83,293.64,292.14,295.24,292.72,296.39,296.8,297.86,296.2,298.73,298.08,300.57,301.65,297.54,297.84,299.4,302.53,299.49,300.55,299.21,296.31,297.18,296.39,292.56,292.84,293.58,294.16,296.71,295.89,291.12,290.72,287.59,285.8,286.6,286.87,292.34,289.01,291.3,293.2,286.16,282.61,279.77,283.64,280.32,284.16,284.82,280.06,278.47,278.18,278.21,274.44,277.32,275.21,273.47,278.36,279.94,279.53,280.27,279.58,281.5,283.74,280.82,282.53,283.76,284.5,282.88,288.86,289.21,287.6,293.34,292.65,298.66,297.4,295.07,293.78,295.85,296.0,296.91,299.23,300.41,295.79,296.65,297.13,295.75,293.53,294.38,292.59,291.88,294.34,293.14,292.53,293.11,290.73,293.1,295.97,294.54,297.55,295.58,291.12,290.59,287.75,288.05,287.33,289.13,291.49,293.8,289.78,291.05,291.8,287.53,289.77,292.23,287.86
23,B,False,101.78,106.34,104.82,106.46,112.27,112.42,112.84,115.86,117.83,121.63,122.86,123.22,125.8,124.98,125.82,122.73,126.08,127.29,127.39,126.84,130.74,133.26,128.92,134.86,131.8,134.89,135.06,134.73,135.24,136.7,138.32,140.08,139.73,137.08,139.78,141.65,140.84,142.43,141.24,144.0,145.66,146.54,149.7,143.81,145.91,149.26,148.73,148.74,148.27,150.17,154.22,154.91,156.61,159.9,159.2,162.83,163.0,161.48,162.8,164.7,162.56,164.39,162.19,164.63,163.39,161.11,162.34,164.63,163.01,165.18,162.94,164.04,165.4,166.39,166.42,165.24,163.21,162.44,162.21,159.92,162.3,160.63,160.32,158.36,158.75,158.29,155.46,157.45,157.62,156.4,154.69,157.03,155.63,154.77,153.84,156.68,156.68,155.5,157.03,156.94,158.42,159.39,156.87,155.54,155.93,154.79,154.04,152.88,154.11,152.01,152.91,151.17,154.08,149.55,149.61,151.07,153.85,157.65,154.89
24,B,False,425.47,422.92,428.72,423.93,425.36,425.46,430.9,432.38,433.63,433.14,435.08,442.28,441.46,440.21,443.23,432.82,436.67,443.09,445.71,453.37,457.07,460.31,455.17,464.38,461.67,461.85,462.69,459.32,458.22,457.45,463.12,464.1,468.91,468.11,463.48,463.83,455.84,461.17,462.23,459.44,460.01,459.33,461.14,460.52,463.94,461.34,461.48,464.1,470.8,474.14,476.34,476.61,482.68,480.99,483.25,477.15,474.99,471.16,469.09,470.99,469.26,466.16,466.43,474.09,475.26,480.63,483.6,482.2,488.47,489.49,490.15,484.59,481.3,488.8,487.8,489.58,494.11,495.13,494.72,500.02,497.72,499.15,497.57,498.17,493.49,489.14,487.97,489.19,493.62,487.88,495.31,490.49,490.22,490.22,495.18,492.01,494.83,491.9,495.29,495.81,494.55,498.78,500.1,494.35,497.57,496.07,496.54,497.89,501.55,505.19,506.19,497.79,495.67,500.9,500.07,493.31,500.42,498.55,498.23
25,B,False,151.87,153.92,153.78,151.16,155.55,156.34,154.7,163.1,166.51,167.49,168.2,172.38,176.74,178.91,181.12,187.27,197.21,202.74,206.33,208.53,209.08,212.86,214.33,214.2,215.4,215.01,214.06,220.07,216.28,213.49,212.35,212.68,213.81,212.18,212.37,212.35,212.97,209.89,207.31,210.22,212.49,209.93,210.9,211.78,215.09,215.08,217.66,219.58,217.13,216.56,214.23,210.09,209.95,209.27,210.59,212.3,211.59,211.77,210.12,211.23,210.22,208.88,208.43,211.21,215.41,216.01,217.97,218.1,221.6,221.33,229.47,227.63,225.99,226.38,230.02,234.73,234.45,236.56,237.77,239.72,239.89,236.75,239.05,237.17,238.35,239.13,237.27,237.86,241.73,245.15,244.77,244.39,246.98,248.12,245.95,246.11,245.18,242.9,243.96,244.58,250.28,249.67,247.6,248.62,245.01,244.78,251.14,252.16,255.01,254.99,255.02,250.55,252.14,251.61,253.84,255.42,260.52,261.19,257.2
26,B,False,294.27,292.83,293.64,292.14,295.24,292.72,296.39,296.8,297.86,296.2,298.73,298.08,300.57,301.65,297.54,297.84,299.4,302.53,299.49,300.55,299.21,296.31,297.18,296.39,292.56,292.84,293.58,294.16,296.71,295.89,291.12,290.72,287.59,285.8,286.6,286.87,292.34,289.01,291.3,293.2,286.16,282.61,279.77,283.64,280.32,284.16,284.82,280.06,278.47,278.18,278.21,274.44,277.32,275.21,273.47,278.36,279.94,279.53,280.27,279.58,281.5,283.74,280.82,282.53,283.76,284.5,282.88,288.86,289.21,287.6,293.34,292.65,298.66,297.4,295.07,293.78,295.85,296.0,296.91,299.23,300.41,295.79,296.65,297.13,295.75,293.53,294.38,292.59,291.88,294.34,293.14,292.53,293.11,290.73,293.1,295.97,294.54,297.55,295.58,291.12,290.59,287.75,288.05,287.33,289.13,291.49,293.8,289.78,291.05,291.8,287.53,289.77,292.23,287.86,284.01,284.57,287.3,285.33,288.34
27,B,False,104.21,103.7,98.858,98.575,96.982,96.282,96.989,96.048,96.33,96.447,93.868,93.539,98.316,98.708,100.38,100.52,100.42,98.657,100.25,100.74,98.482,98.776,101.86,100.42,102.18,102.37,102.14,102.18,101.85,103.89,106.45,107.65,104.73,108.78,107.0,106.65,106.96,107.28,107.49,108.24,109.56,109.69,110.25,110.61,112.75,109.18,110.85,115.15,113.97,114.26,113.4,113.23,112.72,111.43,109.43,110.29,108.57,108.65,110.38,109.92,110.11,110.56,110.55,111.45,111.72,109.55,106.73,106.62,105.84,103.25,100.98,102.17,104.58,102.69,104.26,104.3,105.96,105.7,104.55,103.95,105.82,101.03,99.347,94.185,93.729,93.379,92.605,91.395,91.484,93.586,92.735,92.737,92.181,94.178,94.658,91.139,88.541,90.146,91.053,87.648,85.334,85.549,84.729,83.454,82.097,80.096,79.669,78.84,79.888,77.875,76.715,78.45,79.357,79.192,77.749,81.633,81.8,81.906,82.396
28,B,False,203.15,204.8,204.19,207.99,206.92,203.19,205.03,200.91,202.14,207.68,206.03,204.56,199.84,202.25,204.77,205.66,204.63,204.83,202.89,203.21,204.74,207.4,207.75,208.9,209.11,207.87,207.29,206.59,201.51,205.85,211.91,211.66,210.32,206.59,204.03,201.4,202.9,204.05,205.95,205.48,202.35,201.49,201.25,201.11,198.68,196.43,191.93,192.37,192.01,193.88,194.7,198.62,200.32,199.37,198.81,199.59,202.33,204.93,204.51,203.13,205.8,201.34,198.73,201.28,204.06,204.32,202.71,208.51,210.51,206.79,202.69,204.26,210.01,209.26,204.84,208.39,212.69,216.12,212.91,218.39,216.48,220.89,216.24,218.95,220.73,219.44,216.94,220.09,218.8,221.07,220.89,219.31,223.6,219.7,222.26,216.73,215.25,218.62,221.09,222.47,220.94,219.45,224.48,222.85,221.67,223.67,223.91,224.23,225.59,227.25,223.93,218.0,215.26,221.46,213.87,217.88,213.58,213.05,212.14
29,B,True,197.51,191.3,194.25,191.88,192.06,188.59,187.09,188.05,188.96,191.62,191.44,186.62,185.53,185.18,187.23,182.36,185.32,183.27,186.69,186.67,186.06,189.32,188.93,192.3,192.31,194.76,197.34,192.9,193.49,197.17,200.98,200.99,203.14,202.2,203.31,204.95,205.18,202.11,202.54,201.95,200.98,199.68,198.89,200.69,202.68,203.65,201.37,199.06,201.35,204.22,204.81,203.91,201.4,204.77,203.44,200.56,196.85,198.21,199.02,200.12,200.53,203.2,202.63,198.96,200.06,202.86,196.45,195.52,196.93,197.35,202.88,201.08,202.86,201.29,199.63,202.36,200.35,197.5,201.64,196.31,196.63,197.44,198.42,195.31,195.74,192.91,197.34,195.03,196.37,197.48,197.83,195.54,195.95,192.63,195.07,198.03,193.75,194.64,191.8,192.38,193.31,190.5,195.3,190.3,190.27,188.51,188.84,188.79,187.63,189.02,190.63,187.67,190.59,190.34,186.95,182.69,185.12,186.21,182.66
30,B,False,321.39,318.06,312.93,314.14,311.7,308.45,308.29,311.08,311.82,310.88,311.73,313.87,309.6,312.0,308.94,307.59,308.05,304.3,302.61,303.86,302.1,303.9,301.56,299.94,296.35,295.69,295.82,295.03,291.77,293.87,293.37,296.5,292.53,288.52,283.09,284.12,285.85,284.69,285.13,282.21,286.39,285.22,289.38,288.21,287.35,288.63,285.62,285.9,285.4,289.89,289.32,288.94,288.44,287.73,286.78,285.13,284.35,284.84,282.0,280.7,281.83,282.57,285.21,290.29,289.55,287.36,289.07,292.84,295.39,297.47,300.83,301.04,298.95,299.81,297.42,299.52,296.68,302.45,297.18,300.58,300.66,300.25,297.98,295.02,294.3,292.68,294.18,298.57,293.55,293.76,298.53,299.96,302.73,299.55,295.07,298.55,297.83,298.42,297.15,298.8,294.24,294.4,288.65,288.67,287.43,290.63,291.68,287.8,288.86,287.22,287.0,284.35,281.57,280.5,282.91,275.66,273.62,276.52,276.32
31,B,False,283.91,280.22,279.15,277.27,275.91,273.13,272.74,269.63,269.37,264.42,263.78,262.67,261.93,261.98,263.35,264.76,262.01,263.23,259.52,261.24,264.12,260.45,258.08,260.03,261.67,257.4,253.39,255.35,255.82,257.0,256.2,258.51,260.48,258.74,258.19,256.58,255.48,257.08,254.57,253.21,250.19,250.07,249.09,248.17,241.08,238.39,240.84,237.34,236.06,241.87,240.32,237.33,238.7,238.15,243.24,239.75,242.36,243.01,244.48,242.31,241.19,237.78,235.79,238.21,243.9,239.66,238.32,238.83,237.94,236.43,232.7,225.83,228.02,229.28,230.56,229.73,230.15,224.14,223.17,224.51,217.86,216.05,216.16,214.1,207.01,212.24,212.85,215.11,216.29,215.01,215.41,216.6,212.56,216.94,213.38,215.98,215.52,217.05,216.48,216.04,214.03,212.46,210.56,214.13,208.59,208.16,206.24,205.63,208.0,207.44,204.44,205.69,206.86,200.34,198.69,199.95,200.15,203.16,200.21
32,B,False,279.55,278.64,280.39,286.5,286.44,290.98,290.59,288.02,287.78,286.96,289.82,291.55,291.3,290.63,291.35,292.59,289.49,284.7,287.2,289.81,289.72,294.69,295.64,296.79,295.5,292.61,295.57,295.79,294.84,295.68,297.06,302.17,302.22,305.55,305.71,310.27,314.09,310.67,311.7,318.09,315.37,313.9,314.92,318.23,314.89,316.39,312.69,316.35,314.97,315.99,319.31,322.12,324.87,319.98,320.49,321.36,323.61,322.49,321.61,321.51,315.8,317.79,320.32,321.5,322.88,326.31,324.58,327.19,327.63,332.7,332.84,332.39,331.69,334.43,335.36,328.03,328.69,328.73,330.27,329.43,328.08,326.04,329.43,326.52,325.04,329.78,329.97,329.14,333.49,338.87,332.7,335.63,332.57,328.62,329.98,334.74,335.3,337.93,337.36,334.83,340.99,339.88,339.69,343.35,341.74,341.59,338.63,332.26,339.79,338.9,339.9,340.87,339.26,343.35,347.08,349.79,347.21,350.2,353.75
33,B,False,322.11,322.59,326.99,321.71,330.5,318.1,331.52,340.15,341.74,338.34,338.22,337.95,345.98,336.74,342.94,341.85,349.69,354.63,356.89,357.6,359.77,365.68,365.33,366.62,364.07,364.52,367.96,367.53,367.68,366.72,365.4,366.86,367.12,369.26,365.45,371.01,368.09,371.85,375.95,384.31,386.6,390.66,389.48,383.49,386.93,377.57,386.16,387.95,393.93,397.21,398.82,394.09,394.4,394.84,392.86,389.33,385.42,383.34,376.35,382.46,384.04,388.37,381.52,387.12,384.59,385.23,382.51,383.55,379.96,383.06,384.21,386.98,389.19,387.97,394.15,392.96,393.73,396.9,395.23,396.29,393.99,396.44,397.55,396.51,397.86,398.3,407.77,402.06,402.4,405.59,402.42,405.08,404.69,402.56,404.92,405.72,411.16,411.09,412.23,415.71,412.49,421.81,418.02,423.22,423.88,424.14,424.54,422.07,419.76,424.03,426.25,425.47,422.92,428.72,423.93,425.36,425.46,430.9,432.38
34,B,False,187.09,188.05,188.96,191.62,191.44,186.62,185.53,185.18,187.23,182.36,185.32,183.27,186.69,186.67,186.06,189.32,188.93,192.3,192.31,194.76,197.34,192.9,193.49,197.17,200.98,200.99,203.14,202.2,203.31,204.95,205.18,202.11,202.54,201.95,200.98,199.68,198.89,200.69,202.68,203.65,201.37,199.06,201.35,204.22,204.81,203.91,201.4,204.77,203.44,200.56,196.85,198.21,199.02,200.12,200.53,203.2,202.63,198.96,200.06,202.86,196.45,195.52,196.93,197.35,202.88,201.08,202.86,201.29,199.63,202.36,200.35,197.5,201.64,196.31,196.63,197.44,198.42,195.31,195.74,192.91,197.34,195.03,196.37,197.48,197.83,195.54,195.95,192.63,195.07,198.03,193.75,194.64,191.8,192.38,193.31,190.5,195.3,190.3,190.27,188.51,188.84,188.79,187.63,189.02,190.63,187.67,190.59,190.34,186.95,182.69,185.12,186.21,182.66,182.75,183.25,180.19,183.34,178.65,176.31
35,B,True,324.86,327.28,324.47,325.42,326.89,325.01,323.66,324.06,325.21,326.35,324.88,325.4,324.09,322.78,325.0,324.51,329.7,327.95,327.03,328.59,322.98,318.84,316.97,319.74,319.82,316.31,319.43,316.62,314.42,317.72,318.96,314.79,316.72,316.16,316.47,311.3,317.28,313.06,312.81,313.18,311.08,313.66,313.3,311.33,311.66,309.34,307.73,304.43,305.12,305.06,305.37,309.77,308.08,304.63,304.08,302.78,300.77,304.88,305.17,299.72,295.68,293.92,296.8,293.64,291.64,293.38,287.85,283.83,284.58,286.06,284.41,283.4,281.67,279.89,279.47,276.19,273.77,274.51,272.37,270.15,264.74,261.59,260.79,263.93,258.54,256.94,255.04,254.28,254.17,255.38,255.34,258.22,258.17,255.47,256.28,255.77,254.65,250.33,252.13,251.86,250.04,253.14,257.75,256.19,257.68,255.73,249.83,249.18,250.86,250.59,250.08,252.7,257.47,253.94,252.94,253.49,252.55,254.05,254.12
36,B,False,972.89,971.0,969.33,973.49,966.42,971.4,972.6,965.0,959.46,949.19,948.11,942.92,945.77,944.43,942.37,948.53,950.81,950.52,955.56,956.05,961.48,956.51,953.62,955.04,948.91,950.4,951.81,955.24,957.36,956.04,950.97,949.35,951.96,952.31,949.96,946.69,950.6,949.54,942.11,943.9,943.58,944.05,935.94,929.03,931.14,937.54,923.62,936.86,937.49,934.48,932.5,936.52,943.04,937.8,940.34,939.82,943.34,940.74,944.25,946.85,940.09,945.98,955.32,948.53,948.79,945.34,941.36,938.62,947.05,947.41,948.4,949.67,951.02,955.32,960.97,964.43,961.5,953.87,948.63,952.88,947.5,943.04,936.2,937.56,931.77,928.09,925.07,924.22,924.73,920.94,919.07,921.45,923.2,923.32,919.33,908.83,916.73,912.02,910.41,905.72,906.54,904.67,899.13,896.79,899.36,890.19,885.0,880.79,869.72,873.52,871.38,867.37,863.88,858.44,857.8,847.55,850.78,855.4,852.93
37,B,False,37.59,38.503,38.739,38.274,41.896,47.189,50.011,52.223,55.07,56.062,60.921,62.453,63.695,67.41,70.082,71.54,74.236,74.32,72.7,73.977,76.482,76.087,78.212,78.582,80.107,84.258,86.598,87.574,87.912,87.514,91.128,88.523,90.866,93.71,93.135,91.422,91.699,91.978,93.33,91.115,93.254,94.705,97.366,99.852,100.16,101.62,103.68,101.78,106.34,104.82,106.46,112.27,112.42,112.84,115.86,117.83,121.63,122.86,123.22,125.8,124.98,125.82,122.73,126.08,127.29,127.39,126.84,130.74,133.26,128.92,134.86,131.8,134.89,135.06,134.73,135.24,136.7,138.32,140.08,139.73,137.08,139.78,141.65,140.84,142.43,141.24,144.0,145.66,146.54,149.7,143.81,145.91,149.26,148.73,148.74,148.27,150.17,154.22,154.91,156.61,159.9,159.2,162.83,163.0,161.48,162.8,164.7,162.56,164.39,162.19,164.63,163.39,161.11,162.34,164.63,163.01,165.18,162.94,164.04
38,B,False,969.33,973.49,966.42,971.4,972.6,965.0,959.46,949.19,948.11,942.92,945.77,944.43,942.37,948.53,950.81,950.52,955.56,956.05,961.48,956.51,953.62,955.04,948.91,950.4,951.81,955.24,957.36,956.04,950.97,949.35,951.96,952.31,949.96,946.69,950.6,949.54,942.11,943.9,943.58,944.05,935.94,929.03,931.14,937.54,923.62,936.86,937.49,934.48,932.5,936.52,943.04,937.8,940.34,939.82,943.34,940.74,944.25,946.85,940.09,945.98,955.32,948.53,948.79,945.34,941.36,938.62,947.05,947.41,948.4,949.67,951.02,955.32,960.97,964.43,961.5,953.87,948.63,952.88,947.5,943.04,936.2,937.56,931.77,928.09,925.07,924.22,924.73,920.94,919.07,921.45,923.2,923.32,919.33,908.83,916.73,912.02,910.41,905.72,906.54,904.67,899.13,896.79,899.36,890.19,885.0,880.79,869.72,873.52,871.38,867.37,863.88,858.44,857.8,847.55,850.78,855.4,852.93,850.78,845.91
39,B,False,15.013,18.527,20.296,21.271,22.376,24.02,26.53,28.338,29.559,29.158,31.225,31.292,32.019,33.809,36.686,37.59,38.503,38.739,38.274,41.896,47.189,50.011,52.223,55.07,56.062,60.921,62.453,63.695,67.41,70.082,71.54,74.236,74.32,72.7,73.977,76.482,76.087,78.212,78.582,80.107,84.258,86.598,87.574,87.912,87.514,91.128,88.523,90.866,93.71,93.135,91.422,91.699,91.978,93.33,91.115,93.254,94.705,97.366,99.852,100.16,101.62,103.68,101.78,106.34,104.82,106.46,112.27,112.42,112.84,115.86,117.83,121.63,122.86,123.22,125.8,124.98,125.82,122.73,126.08,127.29,127.39,126.84,130.74,133.26,128.92,134.86,131.8,134.89,135.06,134.73,135.24,136.7,138.32,140.08,139.73,137.08,139.78,141.65,140.84,142.43,141.24,144.0,145.66,146.54,149.7,143.81,145.91,149.26,148.73,148.74,148.27,150.17,154.22,154.91,156.61,159.9,159.2,162.83,163.0
40,B,False,91.699,91.978,93.33,91.115,93.254,94.705,97.366,99.852,100.16,101.62,103.68,101.78,106.34,104.82,106.46,112.27,112.42,112.84,115.86,117.83,121.63,122.86,123.22,125.8,124.98,125.82,122.73,126.08,127.29,127.39,126.84,130.74,133.26,128.92,134.86,131.8,134.89,135.06,134.73,135.24,136.7,138.32,140.08,139.73,137.08,139.78,141.65,140.84,142.43,141.24,144.0,145.66,146.54,149.7,143.81,145.91,149.26,148.73,148.74,148.27,150.17,154.22,154.91,156.61,159.9,159.2,162.83,163.0,161.48,162.8,164.7,162.56,164.39,162.19,164.63,163.39,161.11,162.34,164.63,163.01,165.18,162.94,164.04,165.4,166.39,166.42,165.24,163.21,162.44,162.21,159.92,162.3,160.63,160.32,158.36,158.75,158.29,155.46,157.45,157.62,156.4,154.69,157.03,155.63,154.77,153.84,156.68,156.68,155.5,157.03,156.94,158.42,159.39,156.87,155.54,155.93,154.79,154.04,152.88
41,B,False,474.64,472.78,478.95,486.41,487.69,489.4,483.31,483.73,478.75,476.34,479.1,476.33,474.55,479.61,484.27,483.88,483.72,482.44,480.37,485.04,487.02,484.38,483.63,483.73,481.89,481.3,477.89,478.61,479.06,481.13,486.84,482.93,486.84,487.27,486.64,487.97,491.45,490.98,484.99,486.37,489.31,489.82,482.56,484.52,484.14,484.92,485.69,482.83,478.42,479.57,479.61,482.14,485.79,487.09,490.53,492.31,485.97,485.01,488.55,488.34,489.84,490.91,484.85,488.29,484.87,485.84,490.43,483.63,484.43,486.57,491.02,489.2,486.81,483.52,480.97,476.68,479.94,482.81,479.73,482.78,481.24,480.31,479.53,477.27,479.55,481.43,477.7,478.03,477.44,477.13,476.39,475.81,476.5,477.07,479.74,478.53,477.59,475.83,475.5,475.42,476.25,477.76,481.43,486.18,485.04,483.39,482.52,477.28,477.44,477.54,481.65,475.24,475.62,475.25,479.01,477.58,472.8,475.43,470.32
42,B,False,285.96,286.34,289.81,294.72,291.31,292.02,297.48,299.46,303.07,305.71,309.91,308.35,309.3,309.13,307.43,308.99,304.94,308.41,308.06,311.31,312.8,312.16,310.69,309.41,311.5,309.31,307.4,305.98,307.09,307.09,307.7,308.39,306.71,303.85,303.47,302.16,299.26,299.45,298.22,294.65,296.84,301.39,299.35,297.57,298.34,299.67,299.37,302.99,300.15,297.81,293.46,299.63,298.11,301.35,301.2,298.26,297.07,298.17,298.04,299.86,300.2,298.53,299.89,301.58,300.52,301.66,299.22,300.13,298.82,298.24,296.78,298.27,300.41,300.87,303.9,304.89,308.0,304.14,304.6,298.98,298.4,294.56,294.97,297.88,294.82,291.58,296.49,294.56,293.86,296.96,294.53,301.53,300.62,297.23,293.75,289.37,288.02,286.87,286.9,288.77,286.79,287.58,288.55,286.26,286.01,284.55,283.39,283.26,287.11,281.42,283.24,282.93,279.9,278.53,277.32,278.16,277.51,272.27,268.8
43,B,False,215.4,215.01,214.06,220.07,216.28,213.49,212.35,212.68,213.81,212.18,212.37,212.35,212.97,209.89,207.31,210.22,212.49,209.93,210.9,211.78,215.09,215.08,217.66,219.58,217.13,216.56,214.23,210.09,209.95,209.27,210.59,212.3,211.59,211.77,210.12,211.23,210.22,208.88,208.43,211.21,215.41,216.01,217.97,218.1,221.6,221.33,229.47,227.63,225.99,226.38,230.02,234.73,234.45,236.56,237.77,239.72,239.89,236.75,239.05,237.17,238.35,239.13,237.27,237.86,241.73,245.15,244.77,244.39,246.98,248.12,245.95,246.11,245.18,242.9,243.96,244.58,250.28,249.67,247.6,248.62,245.01,244.78,251.14,252.16,255.01,254.99,255.02,250.55,252.14,251.61,253.84,255.42,260.52,261.19,257.2,257.91,256.88,254.55,254.45,257.48,256.52,256.56,260.84,262.34,263.88,263.84,263.63,266.58,264.37,266.15,263.73,264.98,262.98,262.8,265.11,268.96,272.03,274.32,271.73
44,B,False,478.03,477.44,477.13,476.39,475.81,476.5,477.07,479.74,478.53,477.59,475.83,475.5,475.42,476.25,477.76,481.43,486.18,485.04,483.39,482.52,477.28,477.44,477.54,481.65,475.24,475.62,475.25,479.01,477.58,472.8,475.43,470.32,472.72,474.46,476.15,475.54,474.16,476.06,474.81,477.93,478.56,480.21,483.58,483.26,487.02,486.53,486.49,489.09,490.24,492.45,493.12,495.86,495.75,491.29,483.03,483.22,478.59,479.02,474.23,470.39,470.08,472.31,470.32,472.31,474.89,473.72,473.62,474.06,474.91,479.28,472.23,475.73,471.7,471.63,470.94,467.75,461.19,462.76,459.56,460.26,460.44,455.75,456.91,452.16,452.01,454.64,460.17,456.78,450.99,453.61,455.58,454.27,452.64,454.23,450.54,452.63,452.18,455.22,449.94,452.93,454.7,450.85,457.51,457.88,456.15,458.79,455.35,453.7,455.25,458.52,460.17,460.18,459.7,461.73,460.72,460.51,460.56,459.62,461.21
45,B,False,284.57,287.3,285.33,288.34,285.01,282.07,285.5,282.9,282.78,284.37,285.23,283.15,279.89,281.87,279.46,283.91,280.22,279.15,277.27,275.91,273.13,272.74,269.63,269.37,264.42,263.78,262.67,261.93,261.98,263.35,264.76,262.01,263.23,259.52,261.24,264.12,260.45,258.08,260.03,261.67,257.4,253.39,255.35,255.82,257.0,256.2,258.51,260.48,258.74,258.19,256.58,255.48,257.08,254.57,253.21,250.19,250.07,249.09,248.17,241.08,238.39,240.84,237.34,236.06,241.87,240.32,237.33,238.7,238.15,243.24,239.75,242.36,243.01,244.48,242.31,241.19,237.78,235.79,238.21,243.9,239.66,238.32,238.83,237.94,236.43,232.7,225.83,228.02,229.28,230.56,229.73,230.15,224.14,223.17,224.51,217.86,216.05,216.16,214.1,207.01,212.24,212.85,215.11,216.29,215.01,215.41,216.6,212.56,216.94,213.38,215.98,215.52,217.05,216.48,216.04,214.03,212.46,210.56,214.13
