,FLARE_TYPE,COINCIDENCE,MEANSHR_1,MEANSHR_2,MEANSHR_3,MEANSHR_4,MEANSHR_5,MEANSHR_6,MEANSHR_7,MEANSHR_8,MEANSHR_9,MEANSHR_10,MEANSHR_11,MEANSHR_12,MEANSHR_13,MEANSHR_14,MEANSHR_15,MEANSHR_16,MEANSHR_17,MEANSHR_18,MEANSHR_19,MEANSHR_20,MEANSHR_21,MEANSHR_22,MEANSHR_23,MEANSHR_24,MEANSHR_25,MEANSHR_26,MEANSHR_27,MEANSHR_28,MEANSHR_29,MEANSHR_30,MEANSHR_31,MEANSHR_32,MEANSHR_33,MEANSHR_34,MEANSHR_35,MEANSHR_36,MEANSHR_37,MEANSHR_38,MEANSHR_39,MEANSHR_40,MEANSHR_41,MEANSHR_42,MEANSHR_43,MEANSHR_44,MEANSHR_45,MEANSHR_46,MEANSHR_47,MEANSHR_48,MEANSHR_49,MEANSHR_50,MEANSHR_51,MEANSHR_52,MEANSHR_53,MEANSHR_54,MEANSHR_55,MEANSHR_56,MEANSHR_57,MEANSHR_58,MEANSHR_59,MEANSHR_60,MEANSHR_61,MEANSHR_62,MEANSHR_63,MEANSHR_64,MEANSHR_65,MEANSHR_66,MEANSHR_67,MEANSHR_68,MEANSHR_69,MEANSHR_70,MEANSHR_71,MEANSHR_72,MEANSHR_73,MEANSHR_74,MEANSHR_75,MEANSHR_76,MEANSHR_77,MEANSHR_78,MEANSHR_79,MEANSHR_80,MEANSHR_81,MEANSHR_82,MEANSHR_83,MEANSHR_84,MEANSHR_85,MEANSHR_86,MEANSHR_87,MEANSHR_88,MEANSHR_89,MEANSHR_90,MEANSHR_91,MEANSHR_92,MEANSHR_93,MEANSHR_94,MEANSHR_95,MEANSHR_96,MEANSHR_97,MEANSHR_98,MEANSHR_99,MEANSHR_100,MEANSHR_101,MEANSHR_102,MEANSHR_103,MEANSHR_104,MEANSHR_105,MEANSHR_106,MEANSHR_107,MEANSHR_108,MEANSHR_109,MEANSHR_110,MEANSHR_111,MEANSHR_112,MEANSHR_113,MEANSHR_114,MEANSHR_115,MEANSHR_116,MEANSHR_117,MEANSHR_118,MEANSHR_119
35,B,True,39.106,39.47,39.057,38.415,38.967,38.96,38.587,38.324,38.736,38.612,38.195,37.678,37.19,37.904,37.189,37.877,37.629,37.694,37.571,38.01,37.164,37.213,37.21,37.092,36.988,36.604,37.461,37.473,37.323,37.374,37.289,37.095,37.028,36.604,37.102,36.685,36.971,37.206,36.777,36.685,36.891,36.525,36.578,36.307,35.936,35.866,36.209,36.077,36.054,36.144,36.083,36.232,36.022,35.796,35.863,36.265,36.07,36.133,36.874,36.047,36.476,36.189,36.786,36.403,36.211,35.836,36.329,36.231,36.364,36.248,36.143,36.163,35.977,36.014,36.21,36.1,35.337,35.564,35.783,36.355,36.819,35.806,36.532,35.624,36.386,36.796,36.499,35.876,35.966,36.576,36.884,36.759,36.432,35.679,35.514,35.557,35.535,35.303,35.53,36.412,36.17,35.723,36.403,36.075,36.32,36.284,36.067,35.8,36.206,35.922,36.469,36.772,36.669,36.834,36.632,36.303,36.08,35.878,36.042
36,B,False,50.936,50.668,50.709,50.545,50.431,50.705,50.642,50.59,50.37,50.364,50.391,50.309,50.092,50.203,50.417,50.379,50.206,50.29,50.353,50.1,50.073,50.231,50.157,50.25,50.222,50.346,50.228,50.38,50.708,50.588,50.497,50.733,50.793,51.133,51.383,51.309,51.243,51.359,51.742,51.812,51.817,52.048,52.562,52.547,52.702,52.519,52.458,52.76,52.605,52.371,51.94,51.951,52.293,51.817,51.545,51.153,51.352,51.219,51.278,51.244,51.513,51.624,51.242,51.574,52.069,52.1,52.182,52.093,52.343,52.21,52.118,52.284,52.434,52.46,52.12,52.38,52.433,52.517,52.54,52.375,52.612,52.862,52.746,52.899,52.986,53.014,53.046,52.928,52.619,52.547,52.233,52.019,52.115,51.967,52.287,51.634,51.287,51.386,51.688,51.54,51.798,51.628,52.146,51.935,52.322,52.365,52.416,52.576,52.75,52.896,52.605,52.572,52.416,52.497,52.403,52.509,52.384,52.498,52.248
37,B,False,32.389,33.115,33.323,32.414,34.529,36.287,36.859,35.658,36.432,36.446,35.477,37.501,36.277,37.589,37.444,38.029,36.41,36.433,37.411,37.432,36.933,37.664,36.581,36.018,36.345,36.701,36.992,34.968,35.518,34.519,34.039,35.027,35.018,35.008,33.691,33.138,33.45,33.9,33.994,34.624,34.941,33.904,34.54,34.859,36.677,35.962,35.612,35.091,35.396,35.916,35.628,35.977,35.981,34.999,35.301,35.082,34.621,35.504,35.198,35.517,35.949,33.085,33.618,34.035,33.451,34.21,33.628,33.419,34.263,33.426,32.823,32.062,32.926,32.287,33.055,32.798,33.408,33.985,33.376,33.18,33.488,34.904,35.974,35.021,36.246,35.513,35.649,35.714,35.694,35.294,36.03,36.046,35.772,35.556,36.073,35.198,35.145,34.981,35.543,35.997,36.325,35.86,35.737,36.183,35.579,34.545,35.51,35.135,34.835,35.835,35.889,35.663,35.622,36.024,36.015,36.392,35.587,35.358,34.969
38,B,False,50.709,50.545,50.431,50.705,50.642,50.59,50.37,50.364,50.391,50.309,50.092,50.203,50.417,50.379,50.206,50.29,50.353,50.1,50.073,50.231,50.157,50.25,50.222,50.346,50.228,50.38,50.708,50.588,50.497,50.733,50.793,51.133,51.383,51.309,51.243,51.359,51.742,51.812,51.817,52.048,52.562,52.547,52.702,52.519,52.458,52.76,52.605,52.371,51.94,51.951,52.293,51.817,51.545,51.153,51.352,51.219,51.278,51.244,51.513,51.624,51.242,51.574,52.069,52.1,52.182,52.093,52.343,52.21,52.118,52.284,52.434,52.46,52.12,52.38,52.433,52.517,52.54,52.375,52.612,52.862,52.746,52.899,52.986,53.014,53.046,52.928,52.619,52.547,52.233,52.019,52.115,51.967,52.287,51.634,51.287,51.386,51.688,51.54,51.798,51.628,52.146,51.935,52.322,52.365,52.416,52.576,52.75,52.896,52.605,52.572,52.416,52.497,52.403,52.509,52.384,52.498,52.248,51.998,51.734
39,B,False,29.891,28.595,29.195,31.834,30.023,33.666,33.517,32.889,30.744,31.394,32.426,31.734,34.615,33.781,32.043,32.389,33.115,33.323,32.414,34.529,36.287,36.859,35.658,36.432,36.446,35.477,37.501,36.277,37.589,37.444,38.029,36.41,36.433,37.411,37.432,36.933,37.664,36.581,36.018,36.345,36.701,36.992,34.968,35.518,34.519,34.039,35.027,35.018,35.008,33.691,33.138,33.45,33.9,33.994,34.624,34.941,33.904,34.54,34.859,36.677,35.962,35.612,35.091,35.396,35.916,35.628,35.977,35.981,34.999,35.301,35.082,34.621,35.504,35.198,35.517,35.949,33.085,33.618,34.035,33.451,34.21,33.628,33.419,34.263,33.426,32.823,32.062,32.926,32.287,33.055,32.798,33.408,33.985,33.376,33.18,33.488,34.904,35.974,35.021,36.246,35.513,35.649,35.714,35.694,35.294,36.03,36.046,35.772,35.556,36.073,35.198,35.145,34.981,35.543,35.997,36.325,35.86,35.737,36.183
40,B,False,33.45,33.9,33.994,34.624,34.941,33.904,34.54,34.859,36.677,35.962,35.612,35.091,35.396,35.916,35.628,35.977,35.981,34.999,35.301,35.082,34.621,35.504,35.198,35.517,35.949,33.085,33.618,34.035,33.451,34.21,33.628,33.419,34.263,33.426,32.823,32.062,32.926,32.287,33.055,32.798,33.408,33.985,33.376,33.18,33.488,34.904,35.974,35.021,36.246,35.513,35.649,35.714,35.694,35.294,36.03,36.046,35.772,35.556,36.073,35.198,35.145,34.981,35.543,35.997,36.325,35.86,35.737,36.183,35.579,34.545,35.51,35.135,34.835,35.835,35.889,35.663,35.622,36.024,36.015,36.392,35.587,35.358,34.969,34.328,34.532,34.695,34.658,34.109,34.523,34.573,33.886,33.855,33.64,33.523,33.378,31.632,31.999,32.226,32.134,31.582,31.958,32.591,32.466,32.391,32.812,32.958,32.325,32.363,33.522,32.976,33.003,33.596,33.566,33.237,32.82,32.777,33.517,33.975,33.083
41,B,False,39.717,40.221,40.39,40.392,40.602,40.553,40.613,41.111,41.292,41.436,41.176,40.978,40.885,40.809,40.826,40.618,40.774,40.537,40.301,40.029,39.973,40.329,40.463,40.462,39.93,39.411,39.723,39.895,40.149,39.996,40.617,40.621,41.119,40.974,41.1,41.278,41.064,41.264,41.098,41.017,41.068,40.913,40.868,40.886,40.998,40.641,40.691,40.685,40.931,41.051,41.274,41.128,40.937,40.914,40.751,40.948,40.893,40.954,40.838,40.968,41.099,41.15,41.298,41.333,41.379,41.045,41.312,41.518,41.641,41.946,41.564,41.927,42.218,42.411,42.316,41.984,41.739,41.522,41.309,41.542,41.402,41.357,41.327,41.52,41.584,41.809,41.868,42.244,42.534,42.929,42.883,42.355,42.285,42.371,42.448,42.256,42.429,42.71,42.803,42.834,42.743,42.252,42.213,42.046,41.974,41.398,41.313,41.437,41.433,41.384,41.493,41.117,41.044,41.552,41.237,41.028,41.081,41.142,41.597
42,B,False,48.94,48.989,49.622,48.319,48.266,48.547,48.529,48.266,47.832,48.291,47.902,46.99,47.153,47.43,47.63,47.911,47.321,47.172,48.119,47.762,47.83,47.883,47.398,47.631,47.17,48.1,47.589,46.937,47.523,47.548,47.659,46.952,47.536,47.824,47.642,47.431,47.332,47.605,48.143,48.505,47.966,48.349,48.162,48.148,48.551,48.473,48.221,47.942,47.848,48.443,48.502,48.334,48.874,49.056,48.743,49.098,48.245,48.102,48.564,48.274,47.907,48.596,48.589,48.388,48.554,48.602,48.396,48.369,48.736,48.347,48.259,48.51,48.7,48.88,48.315,48.375,48.354,48.29,48.396,49.07,48.853,49.394,49.748,50.116,49.631,50.373,50.821,50.93,50.899,50.705,50.553,50.538,50.457,51.165,50.82,50.903,50.932,50.852,50.94,50.866,50.676,50.649,50.493,51.011,51.583,52.05,52.062,52.687,52.773,52.012,52.555,53.2,53.15,53.185,53.122,52.539,52.76,52.865,52.406
43,B,False,36.086,35.829,36.451,36.772,36.542,36.877,36.917,36.622,36.352,37.069,37.166,37.211,36.868,36.265,36.871,36.43,35.69,35.64,35.641,36.642,35.13,35.735,35.458,34.953,35.394,35.404,35.723,35.724,34.75,35.284,36.412,36.405,35.475,35.384,35.91,35.14,36.422,37.555,38.168,38.724,39.17,39.755,40.235,40.132,39.858,40.694,41.163,40.168,41.144,41.916,40.896,41.775,40.817,38.975,38.414,37.239,37.521,37.677,37.776,39.709,40.509,40.754,41.539,40.214,40.351,40.584,40.582,39.959,39.568,39.721,40.101,40.642,40.557,39.008,38.691,38.889,39.456,39.399,40.413,39.279,39.016,39.784,40.194,40.167,39.269,38.856,38.574,39.686,40.552,38.684,37.919,39.112,39.21,37.653,39.11,38.742,38.813,39.199,37.907,38.548,38.824,39.383,40.139,40.242,39.829,39.842,39.502,39.321,39.56,39.135,39.407,39.696,39.438,39.391,38.722,38.738,38.268,37.824,37.165
44,B,False,42.244,42.534,42.929,42.883,42.355,42.285,42.371,42.448,42.256,42.429,42.71,42.803,42.834,42.743,42.252,42.213,42.046,41.974,41.398,41.313,41.437,41.433,41.384,41.493,41.117,41.044,41.552,41.237,41.028,41.081,41.142,41.597,41.427,41.656,41.941,41.904,41.977,41.908,42.001,41.957,42.306,42.859,43.119,42.832,42.602,42.444,42.537,42.232,42.701,43.019,42.374,42.224,42.13,42.458,42.041,41.775,41.643,41.467,41.565,42.57,42.142,42.273,42.769,42.653,42.492,42.844,42.827,42.557,42.402,42.387,42.278,42.226,42.691,42.972,42.627,42.206,42.044,42.288,41.842,41.996,42.051,42.0,42.742,42.626,42.333,42.477,42.377,42.788,42.468,42.377,42.72,42.69,43.212,42.815,42.643,42.917,43.096,42.879,43.333,43.682,43.778,43.448,43.649,43.469,43.527,43.881,43.793,43.766,43.436,43.293,43.685,42.93,42.726,42.367,42.307,42.451,43.233,42.748,43.314
45,B,False,35.509,36.234,35.545,35.436,35.841,35.295,35.002,35.159,35.315,35.466,34.861,34.639,34.223,34.401,34.651,34.957,34.256,33.991,33.88,33.805,34.202,33.84,34.081,33.791,34.035,34.924,34.631,34.287,34.638,34.005,33.953,33.577,33.426,33.243,32.958,33.423,33.2,34.002,33.214,33.303,32.934,32.8,32.734,32.806,32.905,32.647,32.407,32.712,32.253,32.728,32.886,32.057,31.944,31.774,31.852,31.768,31.553,32.097,32.002,31.853,32.409,31.827,31.629,31.972,31.699,31.638,31.459,30.873,31.593,31.666,31.404,31.074,31.289,30.708,30.76,30.653,30.447,30.877,30.601,29.931,29.843,30.266,29.978,29.88,29.847,29.75,29.96,29.596,29.66,29.705,29.326,29.036,29.044,28.89,28.806,29.228,29.268,29.108,29.224,29.746,29.571,29.273,30.19,29.459,29.843,29.911,29.759,29.926,28.957,29.08,29.014,28.886,28.665,28.839,28.782,0.0,28.739,28.779,28.632
46,B,False,28.404,28.887,29.393,29.364,30.139,30.985,30.011,29.381,29.354,29.484,30.123,30.392,30.3,30.772,30.679,30.666,31.281,30.566,0.0,31.832,32.549,32.715,32.236,33.06,33.088,33.254,32.44,32.569,32.56,32.857,32.829,33.187,32.825,33.571,32.979,33.329,33.31,33.617,32.992,33.404,33.234,33.631,33.317,33.577,32.824,33.887,33.362,34.069,34.211,33.508,33.544,34.679,34.3,0.0,35.122,35.292,35.164,35.076,34.316,33.519,33.632,34.482,34.59,35.935,35.201,36.16,35.554,36.482,35.287,35.493,36.016,35.953,36.035,35.819,35.985,36.528,36.434,36.518,36.259,36.981,36.679,37.055,35.963,35.81,35.798,35.424,35.107,34.686,36.085,35.91,36.495,36.012,35.96,36.356,35.471,36.643,36.103,36.667,37.692,37.234,37.479,37.587,37.8,37.917,37.905,37.458,37.78,36.992,37.078,36.65,36.563,36.497,36.528,36.634,37.08,37.202,37.819,37.681,37.486
47,B,False,36.525,36.578,36.307,35.936,35.866,36.209,36.077,36.054,36.144,36.083,36.232,36.022,35.796,35.863,36.265,36.07,36.133,36.874,36.047,36.476,36.189,36.786,36.403,36.211,35.836,36.329,36.231,36.364,36.248,36.143,36.163,35.977,36.014,36.21,36.1,35.337,35.564,35.783,36.355,36.819,35.806,36.532,35.624,36.386,36.796,36.499,35.876,35.966,36.576,36.884,36.759,36.432,35.679,35.514,35.557,35.535,35.303,35.53,36.412,36.17,35.723,36.403,36.075,36.32,36.284,36.067,35.8,36.206,35.922,36.469,36.772,36.669,36.834,36.632,36.303,36.08,35.878,36.042,35.255,34.712,35.058,35.632,35.022,34.977,34.761,34.885,35.075,34.906,35.045,34.925,34.468,33.84,34.116,34.036,33.997,34.047,34.299,34.515,34.298,34.091,33.074,33.366,33.018,33.092,33.622,33.786,33.187,33.39,33.058,32.779,33.242,33.25,32.471,32.87,32.991,33.194,32.815,33.31,32.736
48,B,False,24.164,24.475,24.753,24.904,25.139,24.898,24.553,24.23,24.043,24.302,24.393,24.072,24.072,23.967,23.768,23.757,23.747,23.792,23.877,23.967,24.068,24.227,24.384,24.281,24.413,24.907,24.563,24.726,24.39,23.988,24.137,24.711,24.239,24.553,24.472,24.021,23.68,23.565,23.728,23.822,23.896,23.888,23.926,24.524,24.377,24.683,24.767,24.463,24.651,24.308,24.493,24.605,24.63,24.348,24.52,24.743,24.607,24.632,24.807,24.928,24.827,24.706,24.55,24.339,24.862,24.616,25.205,25.55,24.922,24.926,25.56,25.608,25.947,25.829,25.917,26.253,25.792,25.871,25.778,25.47,25.692,25.762,25.417,25.208,25.328,25.216,25.182,25.383,25.035,25.638,25.617,25.358,25.118,25.685,25.114,25.074,25.037,25.278,24.904,24.854,24.781,24.47,24.446,24.246,24.392,24.451,23.889,24.525,24.741,24.814,25.35,25.255,25.151,25.378,25.357,25.01,25.078,25.133,24.757
49,N,False,24.748,25.312,25.377,24.073,24.281,25.104,25.329,24.401,23.609,23.457,24.891,24.506,23.883,24.086,23.646,24.685,25.348,24.097,24.022,23.584,23.977,25.297,24.572,25.599,24.568,24.017,24.866,24.957,24.498,24.601,24.731,24.498,24.365,24.416,23.061,22.774,22.946,23.258,21.921,21.596,21.931,21.613,21.623,21.122,21.376,21.549,21.565,22.227,21.911,21.271,21.683,22.253,22.182,21.814,22.27,22.409,21.445,21.846,21.318,20.911,20.546,20.331,20.31,20.595,20.799,20.982,20.363,20.557,19.982,20.633,20.355,20.336,20.172,19.87,20.244,20.116,20.716,20.88,20.208,20.901,20.153,20.192,20.621,20.41,20.084,20.23,20.524,20.114,19.856,19.457,19.6,19.297,19.347,19.167,19.237,19.182,19.128,18.902,18.765,18.309,19.149,19.029,18.912,18.681,19.013,18.954,18.903,19.525,19.391,19.309,19.12,19.378,18.697,18.628,18.43,18.304,18.233,17.809,18.016
50,N,False,28.958,26.753,26.082,29.308,31.1,31.932,31.115,28.17,30.426,29.033,26.727,26.126,25.641,27.222,24.44,25.71,24.402,24.435,25.555,23.966,23.778,22.934,23.865,23.252,27.714,25.553,24.53,25.698,25.527,25.467,26.122,24.829,24.194,25.759,25.689,26.522,25.849,26.081,24.869,26.157,25.216,24.867,24.132,23.823,24.594,24.092,24.516,23.06,23.205,24.374,24.263,26.205,25.65,27.005,24.611,24.817,23.589,25.025,24.95,24.754,25.294,26.427,26.524,22.533,24.21,23.938,21.801,22.118,22.848,23.303,23.4,23.415,24.096,23.102,23.856,23.928,25.483,24.448,24.282,24.731,23.527,24.303,22.684,22.649,24.607,23.251,21.746,21.787,22.121,22.256,22.034,20.828,21.548,20.179,20.421,20.696,19.869,20.978,20.326,19.791,20.656,20.704,24.447,21.65,22.906,21.985,22.388,21.866,24.356,21.957,21.499,20.366,21.11,21.294,21.467,22.004,20.964,21.586,21.441
51,N,False,23.864,23.78,23.561,23.642,24.592,24.779,24.843,24.801,24.645,25.001,26.253,25.402,25.623,26.337,25.751,25.692,25.179,24.868,25.716,25.237,26.044,25.383,25.532,25.497,24.838,25.016,24.454,25.111,24.719,25.181,24.979,24.317,24.549,24.577,24.251,24.945,24.512,24.477,24.736,24.561,25.261,25.016,25.309,24.864,24.944,24.916,25.386,25.22,25.334,25.921,25.986,25.109,24.606,24.492,23.763,22.944,22.375,22.76,22.97,23.082,22.895,23.152,23.82,23.479,23.377,23.907,23.911,24.195,24.17,24.266,24.633,24.269,25.398,24.937,24.716,24.284,23.457,23.081,22.356,21.793,21.776,22.107,22.365,22.736,22.324,22.012,22.125,22.905,21.3,21.818,22.487,22.214,22.7,22.538,22.432,23.009,22.299,22.994,22.938,22.3,22.588,22.532,22.112,22.32,22.792,22.247,23.123,23.542,23.459,24.126,24.143,24.397,22.604,22.968,22.954,23.397,23.254,22.755,22.292
