,FLARE_TYPE,COINCIDENCE,MEANJZH_1,MEANJZH_2,MEANJZH_3,MEANJZH_4,MEANJZH_5,MEANJZH_6,MEANJZH_7,MEANJZH_8,MEANJZH_9,MEANJZH_10,MEANJZH_11,MEANJZH_12,MEANJZH_13,MEANJZH_14,MEANJZH_15,MEANJZH_16,MEANJZH_17,MEANJZH_18,MEANJZH_19,MEANJZH_20,MEANJZH_21,MEANJZH_22,MEANJZH_23,MEANJZH_24,MEANJZH_25,MEANJZH_26,MEANJZH_27,MEANJZH_28,MEANJZH_29,MEANJZH_30,MEANJZH_31,MEANJZH_32,MEANJZH_33,MEANJZH_34,MEANJZH_35,MEANJZH_36,MEANJZH_37,MEANJZH_38,MEANJZH_39,MEANJZH_40,MEANJZH_41,MEANJZH_42,MEANJZH_43,MEANJZH_44,MEANJZH_45,MEANJZH_46,MEANJZH_47,MEANJZH_48,MEANJZH_49,MEANJZH_50,MEANJZH_51,MEANJZH_52,MEANJZH_53,MEANJZH_54,MEANJZH_55,MEANJZH_56,MEANJZH_57,MEANJZH_58,MEANJZH_59,MEANJZH_60,MEANJZH_61,MEANJZH_62,MEANJZH_63,MEANJZH_64,MEANJZH_65,MEANJZH_66,MEANJZH_67,MEANJZH_68,MEANJZH_69,MEANJZH_70,MEANJZH_71,MEANJZH_72,MEANJZH_73,MEANJZH_74,MEANJZH_75,MEANJZH_76,MEANJZH_77,MEANJZH_78,MEANJZH_79,MEANJZH_80,MEANJZH_81,MEANJZH_82,MEANJZH_83,MEANJZH_84,MEANJZH_85,MEANJZH_86,MEANJZH_87,MEANJZH_88,MEANJZH_89,MEANJZH_90,MEANJZH_91,MEANJZH_92,MEANJZH_93,MEANJZH_94,MEANJZH_95,MEANJZH_96,MEANJZH_97,MEANJZH_98,MEANJZH_99,MEANJZH_100,MEANJZH_101,MEANJZH_102,MEANJZH_103,MEANJZH_104,MEANJZH_105,MEANJZH_106,MEANJZH_107,MEANJZH_108,MEANJZH_109,MEANJZH_110,MEANJZH_111,MEANJZH_112,MEANJZH_113,MEANJZH_114,MEANJZH_115,MEANJZH_116,MEANJZH_117,MEANJZH_118,MEANJZH_119
10,B,True,-0.0018176,-0.0012944,-0.0012014,-0.001285,-0.00094204,-0.00090495,-0.0012654,-0.0011269,-0.0014173,-0.0017711,-0.0015137,-0.0023301,-0.0027009,-0.0025389,-0.0027356,-0.0029271,-0.00333,-0.0036566,-0.0039903,-0.0033138,-0.0035762,-0.0033064,-0.0029489,-0.002661,-0.0033731,-0.0033425,-0.0031915,-0.0028102,-0.002923,-0.0028011,-0.0028944,-0.0029916,-0.0026615,-0.0029482,-0.0023801,-0.0029969,-0.0025955,-0.002806,-0.0028472,-0.0026604,-0.0029617,-0.0028531,-0.0028039,-0.0025735,-0.0020049,-0.0023172,-0.0022539,-0.0019316,-0.0012739,-0.0015127,-0.0012917,-0.0008048,-0.0009664,-0.0014433,-0.0008564,-0.0015628,-0.001253,-0.0010512,-0.00070985,-0.0014438,-0.00063676,-0.0011581,-0.0013898,-0.0019119,-0.0015807,-0.0018218,-0.0017949,-0.0012763,-0.00061191,-0.0013157,-0.00070445,-0.00047233,-0.00054326,-0.00067041,-0.00050239,-0.00027855,-0.00057679,-0.00058948,-0.00088652,-0.00048674,-0.00021245,-4.6008e-05,-0.0002122,-0.00022691,-0.00049184,-0.00030116,-2.6972e-05,0.00010352,-0.00017804,-0.0005757,-0.00061646,-0.00062479,-0.00032796,-0.0003415,-0.00022763,-0.00022297,-0.0003262,-0.00012129,-0.00080918,-0.0011293,-0.00065162,-0.0013803,-0.0017834,-0.0018995,-0.001869,-0.0016761,-0.0017122,-0.0014737,-0.00082614,-0.00056844,-9.6641e-05,-0.0002326,-0.0001706,-0.0002412,-0.00099187,-0.00067152,-0.0013672,-0.0011197,-0.0014174
11,B,True,0.00536,0.005283,0.0053312,0.0058545,0.005617,0.0054587,0.005165,0.0048942,0.0046506,0.0044202,0.0041431,0.0038819,0.0039849,0.0040058,0.0038494,0.0038114,0.0043774,0.0043241,0.0041702,0.004446,0.0044876,0.0047069,0.0052878,0.0051702,0.0050005,0.0058428,0.005601,0.005636,0.0056688,0.0054602,0.0057318,0.0051127,0.0051287,0.0053056,0.0047612,0.0044156,0.0043518,0.0041823,0.0040904,0.0042342,0.0045959,0.0044983,0.0046697,0.0042837,0.0046015,0.0048825,0.0048865,0.0049804,0.0053371,0.0057499,0.0054843,0.0052203,0.0056935,0.0061611,0.0058694,0.0056554,0.0063319,0.0061909,0.0058844,0.0055406,0.0052372,0.0052373,0.0046014,0.0044771,0.0037593,0.0041185,0.0040846,0.0039831,0.0042445,0.0040201,0.0042626,0.0046169,0.0044584,0.0045947,0.0052958,0.0051979,0.0050716,0.0051794,0.0050492,0.0048158,0.0044702,0.0044329,0.0039444,0.0038234,0.0037027,0.0034981,0.0032941,0.0033976,0.0037622,0.0036111,0.0038338,0.0040387,0.0035871,0.0039964,0.0037802,0.0037314,0.0036948,0.0038104,0.0038122,0.0040494,0.0038526,0.0035389,0.0036687,0.0040684,0.0035213,0.0034221,0.0033484,0.0028928,0.0028996,0.0033052,0.0030612,0.0028479,0.0032862,0.0030132,0.0031637,0.003582,0.0034524,0.0036663,0.0038976
12,B,True,-0.002315,-0.0025853,-0.0025172,-0.0024867,-0.0024469,-0.0026078,-0.0024698,-0.0028894,-0.0028276,-0.002861,-0.0032908,-0.0030963,-0.003413,-0.0032288,-0.0034255,-0.0032133,-0.0035476,-0.002898,-0.0030473,-0.0035808,-0.003531,-0.0033162,-0.003266,-0.0031694,-0.0032791,-0.0028653,-0.0030956,-0.0026497,-0.0026524,-0.003156,-0.0030363,-0.0022304,-0.0022644,-0.0027152,-0.0022277,-0.0023324,-0.0019741,-0.002379,-0.0026925,-0.0028588,-0.0027906,-0.0025642,-0.0028985,-0.0024619,-0.0026066,-0.0032037,-0.0029413,-0.0035245,-0.0030105,-0.0019185,-0.0031375,-0.002879,-0.0031741,-0.0029407,-0.0033747,-0.0036385,-0.0040051,-0.0041675,-0.0039376,-0.0038171,-0.0037126,-0.0037616,-0.0036991,-0.0042056,-0.00379,-0.0042703,-0.0037614,-0.0034642,-0.0038392,-0.003994,-0.0041978,-0.0042866,-0.0045468,-0.0047772,-0.004567,-0.0048373,-0.0048245,-0.0049468,-0.0052026,-0.0049224,-0.0049093,-0.0053159,-0.0051037,-0.0044824,-0.0046377,-0.004778,-0.0050626,-0.0049806,-0.0054019,-0.0054803,-0.005498,-0.005614,-0.0057861,-0.0055194,-0.0052234,-0.0045147,-0.0049313,-0.0044982,-0.0037569,-0.0037862,-0.004376,-0.0046361,-0.0045799,-0.0046662,-0.0042501,-0.0045368,-0.0050498,-0.0038143,-0.0038362,-0.0033742,-0.003772,-0.0032127,-0.0036709,-0.00359,-0.0034404,-0.0035483,-0.0031391,-0.0031809,-0.0027544
13,B,True,-0.0026983,-0.0030721,-0.0043097,-0.0029114,-0.0030682,-0.0022936,-0.0020903,-0.0011935,-0.002906,-0.0018895,-0.0010141,-0.002553,-0.0028132,-0.0026017,-0.0037108,-0.0040094,-0.0030499,-0.0020443,-0.002768,-0.0033046,-0.003003,-0.0030989,-0.0019883,-0.0015355,-0.0014738,-0.0020087,-0.0015674,-0.0008875,-0.00073253,-0.00022812,-0.0010495,-0.0014302,-0.00059753,-0.0013409,-0.0019179,-0.0013834,-0.0015276,-0.0015732,-0.0011552,-0.00074103,-0.00060878,-0.0004094,-1.434e-05,-0.00042632,-4.4749e-05,-0.0020232,-0.001956,-0.0013644,-0.0012983,-0.00019703,-0.00015462,-0.0011365,-0.0006441,0.00052398,0.00071002,0.00077534,0.00027983,0.000892,0.00074639,0.0011457,0.00060531,0.00021806,0.00026576,0.00048236,0.00039347,7.8909e-05,-0.0002182,-0.00047858,9.2975e-06,-0.00042052,-0.00012513,0.00024857,-9.5688e-05,-0.00068629,0.0014043,0.0015569,0.0018346,0.0018059,0.0012804,0.001086,0.0015944,0.0044677,0.0029964,0.0030629,0.0028319,0.0027659,0.0024669,0.0024866,0.0029748,0.0027338,0.0024959,0.0047738,0.0030156,0.0034956,0.0030307,0.0038264,0.0038558,0.0038744,0.0035705,0.0034367,0.00381,0.0038268,0.0046844,0.0036557,0.0047773,0.0043331,0.0044156,0.0043054,0.0044536,0.0030697,0.0023877,0.0021568,0.001321,0.00034213,0.0011008,0.00094122,0.00040336,0.00077256,0.00032393
14,B,True,0.00035044,0.00068464,0.00041708,0.00022706,0.0017256,0.00042041,0.0030002,0.0031508,0.0035335,0.0021076,0.0010553,0.0015896,0.0024321,0.0010652,0.00078485,0.001693,0.0021326,0.00095726,0.0017114,0.0024968,0.003066,0.0026337,0.0030761,0.0034878,0.0023881,0.0023832,0.0032103,0.0037708,0.0031621,0.0023154,0.0017989,0.0027827,0.0025165,0.001839,0.0016714,0.0028185,0.0029712,0.0025242,0.0025934,0.0025097,0.0022371,0.0033537,0.0038788,0.0024092,0.0028848,0.003332,0.0026554,0.0020474,0.0029375,0.0024017,0.0027203,0.0034437,0.0039785,0.0045833,0.0036565,0.0027705,0.0026358,0.0040378,0.0035905,0.0045638,0.0041469,0.0061685,0.0066204,0.0089221,0.010065,0.010635,0.010978,0.011672,0.013531,0.016406,0.015787,0.016266,0.015197,0.014235,0.014378,0.012914,0.013571,0.011475,0.0097464,0.0087286,0.010257,0.010366,0.011651,0.013386,0.013763,0.014329,0.012118,0.013643,0.013141,0.014086,0.015163,0.017596,0.014146,0.015322,0.01751,0.017209,0.015763,0.015182,0.013489,0.018598,0.01818,0.015978,0.01694,0.015135,0.013161,0.014163,0.013467,0.015436,0.015893,0.013401,0.013141,0.011756,0.0099391,0.010014,0.010733,0.0084851,0.0087703,0.0087543,0.0098257
15,B,True,-8.1202e-05,-0.0002636,-0.0005789,-0.00072554,-0.00040126,-0.0014754,-0.0010184,-0.0010367,-0.0010164,-0.00096549,-0.0011897,-0.00080555,-0.00089433,-0.0019434,-0.001851,-0.002232,-0.0020877,-0.0019572,-0.002206,-0.0023208,-0.0016767,-0.0020518,-0.0022264,-0.0022269,-0.0025497,-0.0025692,-0.0025454,-0.002679,-0.0029129,-0.002532,-0.002872,-0.0028999,-0.0033686,-0.0032526,-0.0029496,-0.0029969,-0.0033464,-0.0036814,-0.0037299,-0.0044841,-0.0046043,-0.0052586,-0.0054363,-0.0048757,-0.0046226,-0.0052666,-0.0051479,-0.0052047,-0.0048923,-0.0051222,-0.0043473,-0.0036074,-0.004129,-0.0041032,-0.0036258,-0.0036359,-0.0037611,-0.0037523,-0.0041753,-0.0036103,-0.0036442,-0.0036422,-0.0038411,-0.0042528,-0.0042561,-0.0040228,-0.0041799,-0.003597,-0.0033427,-0.0040097,-0.003753,-0.0040646,-0.0037945,-0.0034937,-0.0030609,-0.0030876,-0.0034702,-0.0034502,-0.0034157,-0.0036542,-0.0037488,-0.00332,-0.0034714,-0.0035198,-0.0035231,-0.0031263,-0.0032808,-0.0025232,-0.0024859,-0.0029372,-0.0021012,-0.0016507,-0.0022939,-0.0019273,-0.0031187,-0.0031825,-0.0027307,-0.0032034,-0.0038907,-0.0037664,-0.0031656,-0.0027761,-0.0026343,-0.002816,-0.0024233,-0.0020751,-0.0017615,-0.0018503,-0.0021814,-0.0018937,-0.0020207,-0.0021472,-0.0021647,-0.0021937,-0.0023767,-0.0015714,-0.0021047,-0.0019806,-0.0028019
16,B,True,-0.0005304,-0.0010078,-0.00031645,-0.00011158,0.00036469,0.00011227,0.00063857,0.0008513,0.00045991,0.0010001,-0.00050437,0.00030912,0.00040113,0.00019068,-0.00096362,-0.00017584,-0.00027298,-3.4121e-05,-0.00067449,-0.00064163,-0.00082092,-0.0013611,-0.00049845,3.123e-05,-0.001368,-0.00091819,-0.00055224,-0.00062854,0.00045672,0.00019658,-0.0003565,0.00085487,0.0011093,0.00030731,6.9868e-05,9.7958e-05,0.00061779,0.00027899,0.00057655,-3.4706e-05,0.0004484,0.00014748,-0.00068998,-2.5461e-05,-0.00061776,-0.0012482,-0.00087703,-0.0011366,-0.0013693,-0.00090418,-0.0020647,-0.0025926,-0.0018205,-0.0023102,-0.0011591,-0.0026731,-0.0023463,-0.0017864,-0.0029763,-0.0014842,-0.00069916,-0.0022098,-0.0025834,-0.0020213,-0.0020982,-0.00097403,-0.0023195,-0.0024207,-0.0019724,-0.0013566,-0.0011962,-0.001389,-0.0023719,-0.0020617,-0.0028381,-0.0034382,-0.0038656,-0.0032396,-0.0023685,-0.0043073,-0.0039223,-0.0043364,-0.0051943,-0.0055689,-0.0052093,-0.0052807,-0.0048696,-0.005969,-0.0063285,-0.0060981,-0.0059309,-0.005225,-0.0052513,-0.0041345,-0.0044672,-0.005037,-0.0038124,-0.0051046,-0.0053349,-0.0049529,-0.004569,-0.0055477,-0.005592,-0.0050208,-0.0050811,-0.0043907,-0.0045745,-0.0044633,-0.0033516,-0.0024518,-0.0028446,-0.0032248,-0.0035991,-0.0030966,-0.0027677,-0.0033058,-0.0035039,-0.0029741,-0.0018895
17,B,False,-0.002772,-0.0030149,-0.0028735,-0.0026938,-0.0023636,-0.0017133,-0.0021105,-0.002012,-0.0016138,-0.0026213,-0.0030295,-0.0036869,-0.0029864,-0.0032295,-0.0036671,-0.0023915,-0.0033378,-0.0038693,-0.0028992,-0.0030956,-0.001743,-0.0021887,-0.00189,-0.0016953,-0.0019911,-0.0020006,-0.0019923,-0.0026137,-0.0010395,-0.0012155,-0.0014556,-0.00099173,-0.00043968,-0.0013315,-0.00049652,-0.0015781,-0.0016528,-0.0018194,-0.0021784,-0.0011931,-0.00215,-0.0025016,-0.0027468,-0.0022325,-0.0028867,-0.0022312,-0.0033531,-0.0030617,-0.0029951,-0.003005,-0.0024506,-0.002862,-0.0022736,-0.0014595,-0.0030899,-0.0029172,-0.002921,-0.0025603,-0.0030793,-0.0046433,-0.0041258,-0.0044276,-0.0046789,-0.0042081,-0.0038324,-0.0039524,-0.0057438,-0.0049282,-0.0053788,-0.0043321,-0.0041522,-0.0042866,-0.0034908,-0.0033954,-0.0032682,-0.002688,-0.0021491,-0.0021476,-0.0019277,-0.0016775,-0.0024195,-0.0029188,-0.0034727,-0.00345,-0.0029823,-0.0039831,-0.0031252,-0.0033872,-0.0042047,-0.0030066,-0.0038819,-0.002579,-0.0025857,-0.003423,-0.0050809,-0.0032568,-0.0028239,-0.0018567,-0.0020756,-0.0016788,-0.0020803,-0.0017856,-0.00045417,-0.0010153,-0.00092755,-0.002801,-0.0028413,-0.0031395,-0.0021746,-0.0022114,-0.0016397,-0.0017041,-0.0016388,-0.0011285,-0.0016574,-0.0014414,-0.0009307,-0.0016607,-0.0019627
18,B,False,-0.0010501,-0.0013365,-0.00083396,-0.00084759,-0.0010829,-0.0017647,-0.0014027,-0.0027189,-0.0022583,-0.002206,-0.0026549,-0.0027571,-0.0033669,-0.0029733,-0.0027617,-0.0027392,-0.0031251,-0.0021954,-0.0021454,-0.0013622,-0.0010099,-0.0014193,-0.001092,-0.00041588,-0.00037146,-0.00094043,-0.00069213,-0.0011003,-0.0010355,-0.0011327,-0.0013931,-0.001505,-0.0012954,-0.00091292,-0.0014281,-0.0017147,-0.0014831,-0.0020243,-0.0017456,-0.0015196,-0.0020418,-0.0019609,-0.0024158,-0.0028482,-0.0019048,-0.0026474,-0.0024866,-0.0030949,-0.0019462,-0.0028601,-0.003009,-0.0040036,-0.0044428,-0.004078,-0.003781,-0.0029083,-0.0029319,-0.0027162,-0.0037895,-0.0032814,-0.0025957,-0.0027551,-0.0034877,-0.0039646,-0.0044772,-0.0025393,-0.002987,-0.0024089,-0.0028229,-0.0026037,-0.0025277,-0.0024617,-0.003069,-0.0031618,-0.0026882,-0.0017473,-0.002667,-0.0030519,-0.0035376,-0.002998,-0.0036661,-0.0023115,-0.0027083,-0.0026233,-0.0021009,-0.0023651,-0.0017241,-0.0015912,-0.0018764,-0.0022942,-0.0028098,-0.0024427,-0.0016197,-0.0020723,-0.0026239,-0.0024595,-0.002818,-0.0022236,-0.0033024,-0.0031861,-0.0037192,-0.0032673,-0.0036777,-0.0040588,-0.0044007,-0.0042705,-0.0042286,-0.0049172,-0.003652,-0.0050816,-0.0054072,-0.0058428,-0.0054474,-0.0055484,-0.0057369,-0.0050464,-0.0053321,-0.0041849,-0.0032576
19,B,True,0.007487,0.0067736,0.0075197,0.0084232,0.0079351,0.0080893,0.0088391,0.0083377,0.00811,0.0085458,0.0083493,0.0091412,0.010169,0.0099158,0.008923,0.009357,0.010202,0.0096742,0.009935,0.0097706,0.0093961,0.0091339,0.0099466,0.0096114,0.0093595,0.0096077,0.0092152,0.0095844,0.010128,0.0087999,0.0081792,0.0076862,0.0084742,0.0086484,0.0084276,0.0083577,0.0083661,0.0082077,0.0068934,0.0070964,0.0072176,0.0071535,0.0070902,0.0064096,0.0075591,0.0068111,0.0073018,0.0069002,0.0070185,0.0069174,0.0066291,0.0062041,0.0065872,0.00689,0.0076454,0.0070533,0.0072382,0.0072807,0.0068177,0.0068663,0.0070221,0.0073004,0.0066781,0.0055883,0.0059304,0.0067943,0.0067364,0.0062628,0.0066813,0.0068809,0.0067718,0.0067589,0.0063324,0.00653,0.0060596,0.0073076,0.0071255,0.0084497,0.0080488,0.0069972,0.0069588,0.0068722,0.0073222,0.0077625,0.007251,0.0070442,0.0067498,0.0080187,0.0084307,0.007648,0.0074479,0.0079893,0.0067208,0.00639,0.0067138,0.007131,0.0075965,0.0072736,0.0076285,0.0071704,0.0078262,0.0066513,0.007199,0.0074194,0.0068501,0.0058573,0.0067285,0.0067944,0.0070356,0.0065042,0.0070457,0.0062077,0.0059803,0.006177,0.0064824,0.006104,0.0062599,0.0066292,0.0059372
20,B,False,0.0048487,0.0038853,0.0042621,0.0039652,0.0042692,0.0048588,0.0055713,0.0047642,0.0045317,0.0046041,0.0047699,0.0052834,0.0054773,0.0057456,0.005613,0.0055122,0.0056244,0.0066477,0.0066334,0.0065192,0.0052815,0.0058219,0.0059829,0.0067715,0.0072746,0.0068914,0.0082114,0.0078628,0.0076455,0.0081349,0.0080291,0.0073285,0.008373,0.0087467,0.0079317,0.0078682,0.0085317,0.0082118,0.0079598,0.0080324,0.007848,0.0081181,0.0078686,0.0089249,0.0079322,0.0088784,0.0088269,0.010146,0.010466,0.0093552,0.0093955,0.010152,0.0086086,0.0086616,0.0087793,0.0085667,0.0080536,0.0071894,0.0081691,0.0076547,0.0079457,0.008253,0.0074098,0.0065865,0.0056676,0.005008,0.0060257,0.0053985,0.0053893,0.0050258,0.0046775,0.0048697,0.0042002,0.0036632,0.0035965,0.0030686,0.0031048,0.0036558,0.0036591,0.0037731,0.0040866,0.0040055,0.0037907,0.0046353,0.0055221,0.0056658,0.0051579,0.0042104,0.0047009,0.0049447,0.0039348,0.0036904,0.0037109,0.0028299,0.0026919,0.0038568,0.0039861,0.0033993,0.0037935,0.0033321,0.003987,0.0029629,0.0041841,0.0035683,0.0034436,0.0032744,0.0035173,0.0041909,0.0034823,0.0038974,0.0029071,0.002222,0.0023773,0.0027109,0.0033195,0.00346,0.0031283,0.0025281,0.0026316
21,B,True,0.0047088,0.0052029,0.0055765,0.0055486,0.0045258,0.0043864,0.0043241,0.0046266,0.0046258,0.0046636,0.0042657,0.0032969,0.0040701,0.0048082,0.0056626,0.0070111,0.005851,0.0061396,0.0058775,0.0056613,0.0060224,0.0058215,0.0064974,0.0062434,0.006327,0.0068866,0.0068304,0.0074425,0.0064883,0.0070907,0.0067844,0.0064874,0.0066048,0.0075794,0.007789,0.006813,0.0070369,0.0076942,0.0070176,0.0066385,0.0066318,0.0064284,0.0061049,0.0067795,0.0071928,0.0071861,0.0075568,0.0064961,0.0065487,0.0062898,0.0064711,0.005896,0.0066229,0.0045959,0.0050258,0.0053183,0.0048791,0.0044836,0.0035746,0.0038514,0.0030021,0.0030312,0.002907,0.0027532,0.001958,0.0026596,0.0025696,0.0026951,0.0026993,0.0024351,0.0023874,0.0021855,0.0024021,0.0030344,0.0018811,0.0026238,0.0032914,0.0018185,0.003032,0.003613,0.0032543,0.0043138,0.0039519,0.0039003,0.0039797,0.004404,0.0047823,0.0046651,0.0040071,0.0037951,0.0031665,0.0028991,0.003603,0.0044939,0.0040462,0.0048487,0.0038853,0.0042621,0.0039652,0.0042692,0.0048588,0.0055713,0.0047642,0.0045317,0.0046041,0.0047699,0.0052834,0.0054773,0.0057456,0.005613,0.0055122,0.0056244,0.0066477,0.0066334,0.0065192,0.0052815,0.0058219,0.0059829,0.0067715
22,B,False,0.0061396,0.0058775,0.0056613,0.0060224,0.0058215,0.0064974,0.0062434,0.006327,0.0068866,0.0068304,0.0074425,0.0064883,0.0070907,0.0067844,0.0064874,0.0066048,0.0075794,0.007789,0.006813,0.0070369,0.0076942,0.0070176,0.0066385,0.0066318,0.0064284,0.0061049,0.0067795,0.0071928,0.0071861,0.0075568,0.0064961,0.0065487,0.0062898,0.0064711,0.005896,0.0066229,0.0045959,0.0050258,0.0053183,0.0048791,0.0044836,0.0035746,0.0038514,0.0030021,0.0030312,0.002907,0.0027532,0.001958,0.0026596,0.0025696,0.0026951,0.0026993,0.0024351,0.0023874,0.0021855,0.0024021,0.0030344,0.0018811,0.0026238,0.0032914,0.0018185,0.003032,0.003613,0.0032543,0.0043138,0.0039519,0.0039003,0.0039797,0.004404,0.0047823,0.0046651,0.0040071,0.0037951,0.0031665,0.0028991,0.003603,0.0044939,0.0040462,0.0048487,0.0038853,0.0042621,0.0039652,0.0042692,0.0048588,0.0055713,0.0047642,0.0045317,0.0046041,0.0047699,0.0052834,0.0054773,0.0057456,0.005613,0.0055122,0.0056244,0.0066477,0.0066334,0.0065192,0.0052815,0.0058219,0.0059829,0.0067715,0.0072746,0.0068914,0.0082114,0.0078628,0.0076455,0.0081349,0.0080291,0.0073285,0.008373,0.0087467,0.0079317,0.0078682,0.0085317,0.0082118,0.0079598,0.0080324,0.007848
23,B,False,-0.0073159,-0.0070447,-0.0068978,-0.0090381,-0.0092661,-0.011947,-0.013037,-0.014729,-0.013669,-0.014183,-0.015736,-0.015396,-0.014427,-0.01357,-0.014,-0.012641,-0.013505,-0.014685,-0.015811,-0.016257,-0.018565,-0.020084,-0.017919,-0.021156,-0.020021,-0.022862,-0.020745,-0.019494,-0.018336,-0.018701,-0.016929,-0.016932,-0.015448,-0.016805,-0.015516,-0.014745,-0.015494,-0.015539,-0.016265,-0.014508,-0.01255,-0.014004,-0.015178,-0.014561,-0.012004,-0.012269,-0.012008,-0.013301,-0.016235,-0.01539,-0.013505,-0.011054,-0.010472,-0.0093395,-0.010834,-0.012581,-0.011145,-0.01094,-0.010499,-0.012776,-0.011075,-0.0096146,-0.0094195,-0.0098779,-0.010295,-0.0094893,-0.0092321,-0.0080628,-0.0089552,-0.0098035,-0.010541,-0.01061,-0.010006,-0.0095988,-0.01019,-0.012589,-0.012453,-0.012637,-0.011072,-0.012147,-0.011783,-0.01228,-0.012409,-0.014234,-0.012296,-0.013518,-0.011041,-0.012203,-0.013944,-0.012755,-0.013098,-0.012435,-0.011614,-0.011988,-0.011169,-0.01161,-0.010765,-0.011779,-0.0097601,-0.0081218,-0.0084924,-0.010445,-0.01057,-0.010518,-0.012026,-0.010193,-0.0095093,-0.010251,-0.010401,-0.011475,-0.0121,-0.010512,-0.010839,-0.011258,-0.011765,-0.010081,-0.010956,-0.010691,-0.009806
24,B,False,-0.0049313,-0.0044982,-0.0037569,-0.0037862,-0.004376,-0.0046361,-0.0045799,-0.0046662,-0.0042501,-0.0045368,-0.0050498,-0.0038143,-0.0038362,-0.0033742,-0.003772,-0.0032127,-0.0036709,-0.00359,-0.0034404,-0.0035483,-0.0031391,-0.0031809,-0.0027544,-0.0028159,-0.0027893,-0.0026225,-0.0024687,-0.0025001,-0.0029388,-0.0023387,-0.0025915,-0.0025921,-0.0025856,-0.0028273,-0.0030829,-0.0032887,-0.0028169,-0.0033193,-0.0027764,-0.0031196,-0.0034979,-0.0030973,-0.0038515,-0.003138,-0.0032485,-0.0032058,-0.0042691,-0.0040839,-0.0040564,-0.003286,-0.0038326,-0.0034096,-0.0037772,-0.0034777,-0.0035616,-0.0039336,-0.0035673,-0.0033083,-0.0035318,-0.0036212,-0.0039861,-0.0045199,-0.0041391,-0.0045789,-0.0051291,-0.004856,-0.0049191,-0.0049398,-0.0046995,-0.0047734,-0.0054279,-0.005484,-0.0054682,-0.0052655,-0.0048463,-0.0047072,-0.0048388,-0.0043324,-0.0043202,-0.0045689,-0.0049336,-0.0049487,-0.0046937,-0.0036928,-0.004432,-0.0042605,-0.0051582,-0.0048705,-0.0050739,-0.0050795,-0.0050869,-0.0057599,-0.0051921,-0.006093,-0.0052435,-0.0054978,-0.0055382,-0.0053617,-0.0048569,-0.0059881,-0.0062138,-0.0060499,-0.0059242,-0.0056467,-0.0047157,-0.0052075,-0.0057231,-0.0056095,-0.0056191,-0.0052247,-0.0052312,-0.0051407,-0.0052223,-0.0048353,-0.0043409,-0.0038875,-0.003955,-0.0027737,-0.0033047
25,B,False,0.001889,0.0024154,0.0016218,0.002781,0.0021856,0.00084825,-0.00015418,0.00097359,-0.00063228,-0.00028987,0.00080607,0.00093745,0.00081091,0.0011514,0.00035044,0.00068464,0.00041708,0.00022706,0.0017256,0.00042041,0.0030002,0.0031508,0.0035335,0.0021076,0.0010553,0.0015896,0.0024321,0.0010652,0.00078485,0.001693,0.0021326,0.00095726,0.0017114,0.0024968,0.003066,0.0026337,0.0030761,0.0034878,0.0023881,0.0023832,0.0032103,0.0037708,0.0031621,0.0023154,0.0017989,0.0027827,0.0025165,0.001839,0.0016714,0.0028185,0.0029712,0.0025242,0.0025934,0.0025097,0.0022371,0.0033537,0.0038788,0.0024092,0.0028848,0.003332,0.0026554,0.0020474,0.0029375,0.0024017,0.0027203,0.0034437,0.0039785,0.0045833,0.0036565,0.0027705,0.0026358,0.0040378,0.0035905,0.0045638,0.0041469,0.0061685,0.0066204,0.0089221,0.010065,0.010635,0.010978,0.011672,0.013531,0.016406,0.015787,0.016266,0.015197,0.014235,0.014378,0.012914,0.013571,0.011475,0.0097464,0.0087286,0.010257,0.010366,0.011651,0.013386,0.013763,0.014329,0.012118,0.013643,0.013141,0.014086,0.015163,0.017596,0.014146,0.015322,0.01751,0.017209,0.015763,0.015182,0.013489,0.018598,0.01818,0.015978,0.01694,0.015135,0.013161
26,B,False,0.0064974,0.0062434,0.006327,0.0068866,0.0068304,0.0074425,0.0064883,0.0070907,0.0067844,0.0064874,0.0066048,0.0075794,0.007789,0.006813,0.0070369,0.0076942,0.0070176,0.0066385,0.0066318,0.0064284,0.0061049,0.0067795,0.0071928,0.0071861,0.0075568,0.0064961,0.0065487,0.0062898,0.0064711,0.005896,0.0066229,0.0045959,0.0050258,0.0053183,0.0048791,0.0044836,0.0035746,0.0038514,0.0030021,0.0030312,0.002907,0.0027532,0.001958,0.0026596,0.0025696,0.0026951,0.0026993,0.0024351,0.0023874,0.0021855,0.0024021,0.0030344,0.0018811,0.0026238,0.0032914,0.0018185,0.003032,0.003613,0.0032543,0.0043138,0.0039519,0.0039003,0.0039797,0.004404,0.0047823,0.0046651,0.0040071,0.0037951,0.0031665,0.0028991,0.003603,0.0044939,0.0040462,0.0048487,0.0038853,0.0042621,0.0039652,0.0042692,0.0048588,0.0055713,0.0047642,0.0045317,0.0046041,0.0047699,0.0052834,0.0054773,0.0057456,0.005613,0.0055122,0.0056244,0.0066477,0.0066334,0.0065192,0.0052815,0.0058219,0.0059829,0.0067715,0.0072746,0.0068914,0.0082114,0.0078628,0.0076455,0.0081349,0.0080291,0.0073285,0.008373,0.0087467,0.0079317,0.0078682,0.0085317,0.0082118,0.0079598,0.0080324,0.007848,0.0081181,0.0078686,0.0089249,0.0079322,0.0088784
