,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5,MEANGBH_6,MEANGBH_7,MEANGBH_8,MEANGBH_9,MEANGBH_10,MEANGBH_11,MEANGBH_12,MEANGBH_13,MEANGBH_14,MEANGBH_15,MEANGBH_16,MEANGBH_17,MEANGBH_18,MEANGBH_19,MEANGBH_20,MEANGBH_21,MEANGBH_22,MEANGBH_23,MEANGBH_24,MEANGBH_25,MEANGBH_26,MEANGBH_27,MEANGBH_28,MEANGBH_29,MEANGBH_30,MEANGBH_31,MEANGBH_32,MEANGBH_33,MEANGBH_34,MEANGBH_35,MEANGBH_36,MEANGBH_37,MEANGBH_38,MEANGBH_39,MEANGBH_40,MEANGBH_41,MEANGBH_42,MEANGBH_43,MEANGBH_44,MEANGBH_45,MEANGBH_46,MEANGBH_47,MEANGBH_48,MEANGBH_49,MEANGBH_50,MEANGBH_51,MEANGBH_52,MEANGBH_53,MEANGBH_54,MEANGBH_55,MEANGBH_56,MEANGBH_57,MEANGBH_58,MEANGBH_59,MEANGBH_60,MEANGBH_61,MEANGBH_62,MEANGBH_63,MEANGBH_64,MEANGBH_65,MEANGBH_66,MEANGBH_67,MEANGBH_68,MEANGBH_69,MEANGBH_70,MEANGBH_71,MEANGBH_72,MEANGBH_73,MEANGBH_74,MEANGBH_75,MEANGBH_76,MEANGBH_77,MEANGBH_78,MEANGBH_79,MEANGBH_80,MEANGBH_81,MEANGBH_82,MEANGBH_83,MEANGBH_84,MEANGBH_85,MEANGBH_86,MEANGBH_87,MEANGBH_88,MEANGBH_89,MEANGBH_90,MEANGBH_91,MEANGBH_92,MEANGBH_93,MEANGBH_94,MEANGBH_95,MEANGBH_96,MEANGBH_97,MEANGBH_98,MEANGBH_99,MEANGBH_100,MEANGBH_101,MEANGBH_102,MEANGBH_103,MEANGBH_104,MEANGBH_105,MEANGBH_106,MEANGBH_107,MEANGBH_108,MEANGBH_109,MEANGBH_110,MEANGBH_111,MEANGBH_112,MEANGBH_113,MEANGBH_114,MEANGBH_115,MEANGBH_116,MEANGBH_117,MEANGBH_118,MEANGBH_119
643,B,False,55.122,55.159,55.187,56.594,56.977,57.157,57.993,56.792,56.401,57.012,56.199,56.317,56.021,56.284,57.439,56.909,56.935,57.415,58.116,57.763,56.969,56.827,55.525,56.443,58.03,56.84,56.919,57.635,56.246,56.221,55.593,55.74,55.525,54.095,53.149,53.376,52.927,53.342,51.792,52.757,53.358,54.613,55.754,56.734,57.505,58.148,58.94,60.181,60.477,61.838,60.202,60.982,60.341,59.893,58.961,57.197,57.201,56.388,55.265,54.876,54.284,53.767,53.862,53.916,53.455,53.373,52.145,52.827,53.311,53.686,52.984,53.976,54.126,53.472,53.88,55.137,54.767,54.408,54.529,54.616,53.084,52.892,52.992,52.596,52.595,53.089,53.259,53.33,53.155,52.068,51.828,52.174,51.688,52.509,52.614,54.048,54.08,54.332,55.403,56.231,57.203,58.417,60.295,59.682,59.612,59.957,60.071,60.055,60.191,59.24,59.197,57.458,57.597,56.808,56.116,55.492,54.47,54.912,55.051
644,B,True,59.21,58.779,56.947,58.732,59.362,59.118,59.144,59.933,60.042,59.372,61.079,61.724,62.834,63.711,64.911,65.373,66.553,67.6,67.952,68.106,70.417,71.246,70.405,71.398,70.466,69.701,70.596,71.548,71.213,71.367,70.998,69.719,68.94,69.497,69.086,68.281,67.366,65.691,66.025,65.816,64.798,66.222,65.198,64.704,65.264,66.153,65.767,66.724,67.218,68.313,70.634,71.157,71.993,73.602,76.137,77.13,77.341,78.056,78.478,79.349,78.776,78.696,78.845,78.059,77.222,75.481,74.466,73.175,72.573,72.062,71.411,72.068,71.455,70.97,71.961,71.107,70.029,70.007,70.257,70.762,70.091,69.752,70.81,70.911,71.949,72.513,70.816,69.674,70.248,70.515,71.232,71.737,72.248,71.39,70.763,71.72,72.009,71.769,72.864,74.113,75.521,77.163,78.543,80.42,81.731,83.452,83.526,83.792,84.347,84.569,82.744,80.161,79.747,77.581,74.933,71.923,70.631,70.105,69.95
645,B,False,34.531,34.712,34.697,34.08,34.572,33.786,33.853,33.549,34.577,33.506,33.659,33.75,33.695,34.835,33.406,33.592,33.582,33.878,34.303,33.827,33.438,34.456,34.229,34.103,33.799,34.238,34.95,35.95,36.126,36.004,35.313,35.408,36.434,37.335,36.639,36.634,37.153,37.841,37.483,37.6,37.945,36.603,37.195,37.314,38.541,38.334,37.985,37.151,37.92,37.821,37.308,37.437,38.025,36.898,37.459,37.616,37.191,36.732,36.6,36.213,36.783,37.597,37.608,37.49,38.486,38.507,38.094,38.247,38.609,39.206,39.737,39.986,40.705,39.85,39.949,39.658,39.239,38.985,38.709,38.583,38.474,38.281,37.928,37.709,37.691,37.843,37.401,37.534,37.347,37.186,36.965,37.0,37.369,38.055,37.997,38.601,38.62,38.474,38.419,38.718,37.786,37.839,37.585,37.851,37.862,37.848,37.73,37.78,37.042,36.939,37.53,37.735,37.79,38.531,39.771,39.439,39.049,38.974,39.358
646,B,False,58.708,56.825,59.055,59.441,43.72,58.427,58.886,57.61,45.952,44.012,44.945,46.286,45.626,45.994,45.899,45.05,46.678,48.114,46.787,47.323,46.603,46.15,45.189,47.487,48.501,48.265,49.402,49.014,46.965,46.971,46.904,47.805,46.257,47.43,46.136,46.626,47.696,49.054,47.485,47.208,47.932,48.981,49.827,50.563,52.725,52.708,51.482,49.961,50.646,49.263,49.081,45.871,45.225,46.031,46.037,44.985,46.195,46.269,45.397,44.171,41.566,41.708,41.675,40.484,40.217,40.876,38.671,39.063,38.664,39.832,41.262,41.378,42.038,42.716,42.815,42.626,40.719,40.539,40.095,39.938,40.136,39.639,39.496,39.031,39.335,38.31,38.615,38.545,39.163,37.73,37.381,38.06,37.944,38.934,39.5,38.535,38.981,38.882,39.819,38.831,39.28,39.805,39.357,39.591,38.619,38.509,38.009,37.223,36.329,35.905,35.476,35.6,35.837,35.418,35.219,34.859,34.291,34.076,33.044
647,B,False,83.166,82.487,82.459,81.661,81.547,82.387,80.919,81.179,80.829,79.637,78.398,78.034,78.036,77.85,76.702,75.745,75.284,75.101,75.411,74.241,74.22,74.619,74.157,73.373,74.217,73.8,73.242,73.906,75.125,75.85,75.275,75.154,75.033,75.825,77.866,77.743,78.153,78.505,79.509,79.262,78.498,78.452,79.82,79.221,77.463,77.388,76.911,75.514,73.889,71.725,70.591,70.271,71.279,72.651,71.144,72.067,73.016,73.298,74.643,75.06,77.289,77.426,78.612,79.571,81.079,80.759,80.38,80.216,79.777,80.72,80.636,80.77,79.634,78.628,79.201,77.951,76.847,75.563,75.42,74.606,74.034,74.075,74.006,72.534,73.272,73.308,72.568,73.364,73.177,73.09,73.227,73.233,73.643,74.7,74.927,75.865,77.188,77.732,76.738,77.332,76.735,75.625,74.822,75.52,75.048,73.677,72.518,72.408,71.115,69.792,69.452,68.018,66.947,66.95,66.377,66.453,67.851,69.266,70.954
648,B,False,86.727,88.163,87.836,89.12,86.44,88.14,91.624,90.313,88.905,90.562,90.764,89.578,89.497,90.058,89.276,90.105,89.78,86.342,85.917,86.416,86.525,87.82,87.295,83.696,82.835,82.624,82.963,82.076,85.299,84.589,82.668,81.296,82.771,87.017,85.632,84.001,83.662,90.086,89.171,91.541,91.194,91.687,93.006,94.188,92.608,90.179,91.031,94.81,93.391,95.22,97.603,98.976,98.689,95.301,97.57,94.603,94.015,95.708,94.784,94.034,94.15,93.626,94.685,95.556,96.276,95.03,91.459,91.76,92.238,94.487,98.942,96.308,97.577,97.54,97.975,99.072,99.821,100.71,100.63,102.44,101.98,100.92,99.84,99.551,100.5,104.26,102.7,100.52,103.82,104.7,106.42,106.26,108.03,107.37,106.41,106.0,101.72,102.13,97.784,97.222,93.47,94.525,94.088,97.195,99.314,99.149,100.27,103.43,103.61,106.19,104.22,102.92,101.75,104.66,103.42,102.66,101.12,99.962,95.136
649,B,False,77.593,76.625,74.611,74.395,72.869,72.014,71.224,70.71,70.521,69.705,69.504,69.686,69.495,69.398,68.749,68.73,69.11,70.488,71.336,71.765,72.553,73.578,73.724,75.044,74.84,74.939,74.087,74.087,74.284,73.993,74.141,73.874,73.071,73.503,73.109,72.228,71.692,70.639,69.614,69.389,68.797,69.096,69.093,68.247,68.027,68.572,67.913,68.531,69.185,69.479,69.598,70.367,69.696,70.491,71.176,70.956,70.499,70.757,70.117,70.048,70.46,69.608,68.359,68.887,68.937,68.233,66.977,66.295,65.34,63.59,63.66,62.842,63.411,62.636,62.946,63.183,64.204,63.936,65.102,65.979,66.388,66.968,68.04,68.559,69.477,69.083,69.302,69.218,68.287,68.296,67.049,66.094,64.966,65.327,64.449,64.167,63.273,63.108,62.321,61.802,61.986,60.409,60.225,59.977,60.344,60.34,59.781,59.895,59.861,59.507,60.909,60.906,61.395,61.686,62.138,62.699,63.303,63.919,64.505
650,B,True,81.174,81.747,80.915,84.3,83.902,84.286,83.943,83.008,79.24,77.781,77.853,79.831,80.422,81.189,81.813,84.12,83.537,83.742,86.541,87.114,87.035,86.841,90.098,88.516,87.458,84.844,82.942,82.487,83.174,84.488,84.302,81.155,83.752,80.66,81.663,80.905,78.632,77.88,78.511,80.342,79.313,79.656,79.464,82.079,78.95,79.044,79.633,78.83,82.386,84.02,83.646,81.648,83.883,85.289,82.704,81.297,81.505,81.967,82.946,82.653,84.166,83.849,84.331,84.948,86.366,86.133,85.893,85.307,85.741,86.082,86.117,82.942,77.406,75.515,73.047,71.655,72.019,71.148,71.796,72.574,73.987,73.899,74.036,73.518,71.501,71.406,71.488,73.461,74.7,75.908,75.452,76.615,78.058,77.008,79.058,77.062,77.165,78.474,78.99,79.618,79.31,80.475,78.627,77.743,78.436,79.803,80.67,78.357,80.42,80.105,79.033,80.116,79.759,79.21,80.138,79.971,79.524,80.502,80.915
651,B,False,44.062,45.112,44.625,44.665,45.311,45.297,44.705,44.693,44.413,45.306,45.423,45.263,45.333,44.774,45.655,44.783,44.943,44.212,43.736,43.854,43.705,43.771,43.312,44.11,44.063,43.973,43.539,43.393,43.693,43.943,43.642,43.063,42.93,42.956,43.466,42.344,42.516,42.399,41.679,41.925,42.693,42.788,42.937,43.228,43.216,43.885,44.265,44.37,43.923,44.371,44.524,45.986,45.643,45.645,46.117,45.432,45.373,45.987,46.283,47.265,47.119,47.779,47.37,47.832,49.21,48.293,47.439,47.95,48.55,48.718,49.055,48.226,48.139,47.811,47.046,46.261,46.473,47.005,47.225,47.569,46.958,47.679,47.688,47.819,48.801,49.321,48.36,48.16,48.601,49.066,49.424,49.834,50.344,50.811,50.284,50.276,51.228,50.887,49.194,50.409,49.839,50.097,50.031,50.908,51.712,51.901,51.396,51.594,51.258,51.583,52.181,51.879,52.427,52.923,52.602,53.106,54.078,55.341,54.894
652,B,False,52.597,53.238,54.718,54.933,57.201,58.071,58.459,58.952,58.162,57.407,56.445,55.452,54.643,54.258,53.544,53.118,53.082,52.63,52.163,52.29,51.951,51.977,51.792,51.394,50.89,50.539,50.704,50.834,50.439,50.791,51.168,50.37,49.542,49.925,50.53,50.891,51.4,51.453,51.208,51.465,51.267,51.329,51.895,51.185,51.716,51.405,51.406,50.344,50.452,50.434,51.394,52.92,53.446,54.996,56.241,56.781,57.583,60.053,61.1,62.48,62.144,61.734,62.541,61.274,60.785,58.085,58.596,56.739,55.244,55.674,56.321,55.109,55.709,56.471,56.103,57.023,57.222,58.216,58.402,58.13,57.831,60.083,61.728,61.414,61.548,61.21,61.684,62.634,63.272,63.423,62.231,63.898,63.545,63.141,62.535,63.136,64.667,63.399,63.865,62.519,63.232,64.175,63.668,63.024,62.724,62.322,62.095,62.096,63.613,62.377,62.804,62.24,61.54,61.077,61.342,60.416,59.794,59.419,59.05
653,B,False,51.071,51.235,51.591,51.864,52.044,53.068,53.28,53.671,53.796,53.383,53.737,52.627,51.349,50.521,49.053,48.336,48.054,48.118,48.356,48.198,49.243,49.655,50.35,51.436,51.32,51.325,50.891,51.259,51.26,51.787,51.584,52.535,52.729,52.831,53.16,52.668,52.546,52.537,51.795,51.904,51.899,51.827,51.558,51.899,52.617,52.464,52.736,52.662,52.848,52.943,52.722,52.572,53.093,52.311,52.425,52.851,52.427,51.553,50.868,50.43,51.145,50.284,50.28,49.575,49.635,48.731,48.128,47.238,46.291,45.946,45.414,46.051,47.435,48.649,49.616,50.733,51.319,52.015,52.175,51.496,51.038,50.781,50.424,49.305,48.792,48.463,48.324,47.503,46.425,46.72,47.038,47.453,46.975,47.069,47.609,47.786,47.219,46.489,47.264,47.241,46.783,47.307,47.387,47.171,46.61,46.045,46.446,47.037,46.644,47.101,47.078,46.437,45.975,46.323,47.26,47.073,47.899,47.611,48.248
654,B,True,90.957,93.737,94.785,98.297,99.851,101.98,100.31,94.478,97.766,92.959,89.34,91.917,94.196,88.377,87.885,86.93,89.843,87.391,91.619,87.875,93.374,90.569,93.176,95.116,95.225,91.866,94.239,98.007,100.83,96.668,108.04,109.47,109.97,107.98,116.36,113.24,106.52,105.54,109.11,108.86,112.37,111.93,108.6,105.17,105.23,107.94,111.14,109.05,106.98,97.832,94.978,96.975,96.611,95.031,95.392,88.364,89.767,89.411,89.725,89.994,86.176,84.29,78.976,76.71,79.865,76.342,77.387,79.308,79.609,78.819,78.227,80.582,79.618,78.081,78.158,76.703,77.688,77.539,78.412,78.785,82.5,86.086,87.388,88.876,90.115,86.891,84.654,87.935,85.227,85.069,87.214,87.131,85.325,85.456,82.24,80.008,82.509,83.831,85.72,84.249,82.431,84.791,83.151,82.299,82.866,85.174,83.303,85.967,86.661,88.528,87.953,89.046,86.727,88.163,87.836,89.12,86.44,88.14,91.624
655,B,False,67.927,67.379,66.748,65.493,68.486,68.74,72.023,75.657,76.704,78.437,78.841,79.874,79.146,80.559,81.848,81.052,81.036,81.929,81.909,81.165,82.112,81.04,79.78,77.039,78.114,74.943,74.212,76.03,72.39,71.274,71.362,71.641,71.161,73.382,73.131,71.91,73.423,73.543,74.013,74.019,72.879,74.516,74.646,75.104,75.584,75.059,76.348,73.955,74.354,77.003,77.02,79.639,78.738,76.452,78.86,76.602,76.366,75.808,75.142,74.83,75.98,77.684,77.911,79.414,80.141,78.842,81.103,80.999,79.61,77.889,78.097,75.393,75.659,74.159,74.15,74.39,74.078,73.539,72.204,70.828,68.868,68.535,68.167,69.152,70.071,69.746,69.81,73.173,74.734,74.626,77.28,76.757,76.461,77.469,79.25,77.92,77.702,78.236,75.864,77.947,76.886,79.133,78.691,80.372,79.47,80.447,80.948,78.54,78.624,78.583,77.004,74.792,76.852,76.877,75.215,76.666,76.789,78.078,79.149
656,B,False,74.453,75.287,70.154,69.727,71.539,69.86,64.367,71.264,72.698,71.219,76.148,75.192,77.726,76.148,76.255,75.881,74.163,80.307,79.884,83.227,79.877,78.378,77.675,77.409,78.044,79.476,75.471,77.04,74.007,72.008,69.44,69.613,69.742,70.488,68.61,69.414,72.12,67.182,65.79,74.482,70.217,67.123,67.576,67.134,67.963,67.335,68.538,68.295,70.153,69.451,68.995,70.589,69.724,67.216,68.703,69.98,68.771,69.834,72.59,71.958,74.212,76.458,77.664,74.061,75.037,68.707,69.396,68.566,68.812,68.648,67.917,65.148,64.523,66.216,65.696,66.145,65.807,64.31,64.267,67.025,67.435,68.553,70.583,74.66,75.461,75.662,74.11,75.333,74.824,75.74,76.455,76.65,77.918,79.754,80.638,77.678,81.032,79.857,78.797,78.553,78.843,81.536,80.323,78.519,79.87,77.477,74.871,76.595,76.898,80.008,81.818,82.987,83.302,83.888,86.569,85.781,87.025,88.463,86.849
657,B,False,46.354,47.468,47.172,47.471,48.45,48.914,48.258,49.381,49.808,49.183,48.189,48.965,48.482,48.207,48.295,47.223,48.413,48.447,47.541,47.404,46.94,47.298,46.507,46.888,46.776,46.368,47.157,47.664,48.084,48.242,48.269,48.782,48.196,47.967,48.336,47.561,47.248,47.351,46.81,46.591,45.468,44.645,45.055,44.603,44.318,44.63,45.056,46.079,46.891,47.404,48.215,48.361,50.356,50.361,50.351,49.231,48.131,48.253,48.566,48.306,48.887,48.93,49.06,49.299,49.657,49.696,49.778,49.707,50.82,52.489,53.38,53.446,54.234,55.203,55.968,57.287,57.744,57.98,57.217,58.932,59.657,59.897,60.026,60.034,60.159,60.608,60.207,60.321,60.157,58.714,60.455,59.026,59.585,58.399,59.81,60.603,60.983,59.881,60.536,61.071,61.204,62.023,62.198,63.238,63.469,65.556,66.019,66.528,66.161,66.284,64.521,64.806,65.282,65.113,64.918,63.782,64.752,63.789,63.819
658,B,True,64.811,63.443,63.41,63.982,63.289,61.918,63.149,61.923,60.409,59.591,59.504,58.603,58.67,59.521,58.419,57.987,58.902,59.128,59.851,59.898,60.165,60.423,60.667,61.315,62.39,64.303,63.08,63.332,63.566,62.403,62.185,63.11,62.963,61.977,62.599,63.158,63.992,63.409,63.488,62.336,61.695,61.296,61.047,61.325,61.838,62.497,64.706,63.677,65.46,65.531,64.377,63.782,65.043,65.277,63.274,63.416,63.271,63.371,62.317,63.416,62.605,61.461,60.613,60.451,60.977,61.94,61.638,62.349,61.932,63.184,62.429,63.884,63.478,64.688,64.225,65.313,66.133,66.027,66.946,66.234,66.35,66.129,66.529,64.426,63.368,63.141,63.262,62.121,62.533,61.665,60.84,60.279,59.97,59.493,58.942,59.467,59.945,58.854,58.605,58.218,57.466,57.748,57.557,58.157,57.252,56.75,57.499,57.887,58.043,57.614,58.639,58.033,58.386,57.368,59.1,58.671,60.154,60.484,61.985
659,B,False,72.655,71.742,69.922,70.447,69.499,69.761,72.024,71.904,70.289,70.344,72.903,73.709,72.637,72.415,72.311,72.961,73.124,72.613,73.657,71.245,71.938,70.626,69.119,66.649,65.405,64.799,64.42,64.463,64.536,64.872,65.515,65.712,67.162,68.009,67.776,68.86,69.902,70.63,71.153,71.045,70.33,69.579,69.534,70.002,69.646,69.253,71.4,69.563,68.79,68.971,67.748,68.99,70.7,69.174,69.793,68.452,70.268,71.258,71.571,71.564,71.121,72.133,72.095,70.443,71.133,70.397,69.137,68.701,67.512,66.846,66.855,65.608,65.554,65.483,65.654,63.509,64.284,65.342,67.065,67.496,69.273,69.721,70.701,70.54,72.971,70.354,69.995,69.496,69.67,68.241,69.186,68.332,66.902,66.784,65.875,66.455,66.355,66.008,65.103,65.441,65.209,64.969,64.383,63.399,62.981,63.493,64.017,64.772,64.852,65.582,65.964,65.997,66.747,65.901,64.826,65.735,65.415,65.683,66.632
660,B,False,48.004,48.715,48.605,50.255,50.479,50.561,51.222,51.036,50.122,50.766,51.434,51.304,51.687,51.712,50.49,49.769,49.963,49.799,50.165,50.773,50.853,50.81,51.245,51.748,52.108,51.193,52.298,51.921,53.022,53.559,54.474,55.542,55.833,57.856,57.896,57.855,58.39,58.712,57.824,57.314,58.705,56.852,57.79,58.925,59.21,58.779,56.947,58.732,59.362,59.118,59.144,59.933,60.042,59.372,61.079,61.724,62.834,63.711,64.911,65.373,66.553,67.6,67.952,68.106,70.417,71.246,70.405,71.398,70.466,69.701,70.596,71.548,71.213,71.367,70.998,69.719,68.94,69.497,69.086,68.281,67.366,65.691,66.025,65.816,64.798,66.222,65.198,64.704,65.264,66.153,65.767,66.724,67.218,68.313,70.634,71.157,71.993,73.602,76.137,77.13,77.341,78.056,78.478,79.349,78.776,78.696,78.845,78.059,77.222,75.481,74.466,73.175,72.573,72.062,71.411,72.068,71.455,70.97,71.961
661,B,False,49.638,50.086,51.857,53.211,53.711,55.754,56.0,55.597,56.344,56.281,56.629,56.387,56.148,55.635,55.617,55.245,53.788,54.379,53.41,52.44,52.241,52.347,52.025,51.855,51.994,52.059,51.869,51.986,51.543,51.501,52.261,52.091,51.263,52.264,51.914,51.456,51.286,51.053,51.419,51.942,51.625,52.107,52.27,52.058,52.304,52.989,53.995,53.776,53.724,53.99,54.004,54.465,55.233,54.725,55.212,56.215,57.389,57.239,57.841,59.845,59.758,60.966,60.762,61.361,61.012,61.362,61.651,61.173,60.709,59.5,58.182,58.01,58.238,57.306,56.858,57.732,57.963,57.128,56.761,55.854,56.38,57.063,57.967,58.197,58.534,59.061,57.774,58.256,58.121,58.012,58.652,58.379,57.857,58.377,58.714,58.675,58.346,58.159,58.161,57.215,57.379,58.538,57.76,57.259,57.017,57.571,56.758,56.357,55.857,55.819,56.3,56.493,56.801,57.564,58.903,60.033,59.932,61.767,62.553
662,B,False,48.876,49.309,48.979,49.166,49.214,49.019,48.372,48.798,48.118,48.284,47.382,47.953,47.447,47.324,47.471,47.705,47.823,48.428,47.965,47.956,48.17,48.425,48.24,48.468,48.942,47.597,47.878,48.174,48.308,48.62,48.414,48.456,48.695,48.122,48.181,47.923,48.047,47.737,47.181,46.619,47.666,46.768,46.828,46.585,46.84,47.259,46.771,47.315,46.515,47.044,46.26,46.411,46.663,47.11,46.842,47.314,46.16,45.876,45.95,46.86,46.666,46.508,45.958,46.27,46.452,46.895,47.294,46.698,45.833,46.694,46.087,46.101,45.91,45.801,46.135,46.56,46.562,46.638,45.613,46.163,46.472,46.606,45.614,45.516,45.681,46.146,46.19,46.634,45.993,45.991,46.525,45.999,45.972,46.163,45.838,45.76,45.503,45.856,44.963,45.076,45.758,45.603,45.403,45.576,45.232,45.608,45.745,45.554,45.831,45.592,44.775,44.789,45.107,45.93,45.575,45.778,45.704,46.269,45.936
663,B,False,61.305,63.395,64.617,66.727,65.981,69.32,69.75,70.365,70.172,68.182,65.727,63.565,61.462,61.053,60.575,60.26,58.626,58.05,57.522,58.153,58.797,57.868,59.236,58.669,59.781,60.057,58.176,58.92,58.802,59.301,58.155,59.051,58.344,58.616,59.008,57.666,57.11,56.368,57.487,57.213,56.683,56.271,55.672,55.79,55.081,54.678,55.991,56.211,56.691,58.384,58.542,60.067,61.184,61.406,61.467,62.087,62.247,62.841,61.505,59.981,59.144,58.418,57.579,57.475,57.078,58.439,58.059,58.513,58.753,60.955,61.126,61.528,61.406,62.198,61.266,61.25,62.387,61.176,60.473,59.626,58.075,56.602,55.801,55.288,55.904,55.067,54.271,53.732,53.399,52.735,52.094,52.262,52.478,52.094,51.907,51.787,52.507,53.083,53.118,53.839,54.532,54.505,55.7,55.946,56.349,58.711,57.1,57.409,57.704,57.481,56.458,56.313,55.574,54.649,52.899,53.148,52.453,53.214,51.966
664,B,False,74.226,73.441,72.498,71.01,71.484,71.062,68.822,68.386,67.55,67.924,66.813,66.52,65.966,65.845,66.393,66.811,66.753,66.188,64.53,66.191,65.777,66.653,66.984,65.57,65.474,67.124,66.972,67.095,66.734,65.474,66.976,64.513,65.386,66.224,64.982,65.131,64.328,63.837,63.752,63.626,66.275,64.676,65.038,66.738,69.363,68.766,68.481,69.889,68.399,70.931,71.442,72.555,70.553,68.487,68.097,67.007,66.971,64.842,63.462,63.254,61.334,58.933,60.292,60.426,60.406,62.084,64.17,65.068,65.444,67.519,69.103,69.471,72.363,71.761,73.724,73.919,73.058,73.215,73.246,75.909,74.379,73.548,73.209,71.667,70.733,68.715,69.791,71.843,72.375,73.056,71.812,72.208,73.664,73.24,71.626,72.91,72.212,71.008,71.618,72.758,71.114,73.448,70.23,69.403,67.139,67.577,65.965,66.353,64.423,63.718,63.831,64.044,62.621,65.882,65.776,68.587,70.27,71.359,71.841
665,B,False,29.707,30.849,30.882,30.716,30.404,29.824,29.961,29.363,29.039,28.831,28.79,29.059,28.753,29.064,28.846,29.863,30.795,30.266,30.142,31.197,31.898,31.787,32.075,32.263,31.64,32.016,31.997,31.82,31.249,30.66,30.682,31.094,31.549,31.854,31.293,31.577,31.173,31.036,30.732,31.338,32.052,31.629,32.789,32.857,33.152,33.222,33.0,32.87,33.129,33.67,33.592,33.88,34.718,34.848,35.564,36.026,36.056,37.14,37.372,37.768,37.973,38.667,38.445,39.089,38.542,39.42,38.791,39.709,38.853,39.656,38.493,38.01,37.78,38.031,37.59,36.98,37.716,38.416,38.456,38.855,39.363,39.806,40.347,40.562,40.388,41.233,42.114,41.946,41.784,41.278,41.523,41.077,41.856,41.413,40.839,41.007,40.398,40.413,40.275,41.159,41.783,41.562,43.238,42.765,43.823,44.661,44.375,44.206,44.015,44.372,45.251,45.298,45.078,45.032,44.792,45.904,47.338,47.845,47.496
666,B,True,74.062,73.168,73.068,73.86,72.786,73.39,72.82,71.108,70.903,70.994,71.478,71.682,70.148,70.932,69.977,68.054,69.295,67.851,65.547,64.675,64.12,63.049,63.356,61.946,59.993,60.322,62.033,62.802,61.678,61.962,64.318,65.975,65.56,66.716,68.014,69.572,70.575,69.186,69.251,68.067,67.165,65.006,63.449,63.754,64.288,63.105,62.285,61.101,60.199,58.476,58.347,58.825,58.581,59.408,58.821,58.078,57.692,57.544,57.777,58.278,59.449,59.366,58.979,59.292,60.168,60.267,60.934,61.718,62.978,62.38,64.163,65.146,65.485,66.515,66.358,65.645,63.26,62.378,61.368,60.388,60.641,59.634,58.327,58.142,58.339,58.938,59.163,60.049,59.4,57.967,58.538,58.631,59.92,60.115,60.229,60.456,60.299,60.553,61.272,62.162,62.701,61.401,62.276,61.868,61.029,61.176,60.726,60.976,60.286,58.492,59.002,57.475,56.66,56.907,57.651,58.523,58.118,58.073,58.499
667,B,False,96.668,108.04,109.47,109.97,107.98,116.36,113.24,106.52,105.54,109.11,108.86,112.37,111.93,108.6,105.17,105.23,107.94,111.14,109.05,106.98,97.832,94.978,96.975,96.611,95.031,95.392,88.364,89.767,89.411,89.725,89.994,86.176,84.29,78.976,76.71,79.865,76.342,77.387,79.308,79.609,78.819,78.227,80.582,79.618,78.081,78.158,76.703,77.688,77.539,78.412,78.785,82.5,86.086,87.388,88.876,90.115,86.891,84.654,87.935,85.227,85.069,87.214,87.131,85.325,85.456,82.24,80.008,82.509,83.831,85.72,84.249,82.431,84.791,83.151,82.299,82.866,85.174,83.303,85.967,86.661,88.528,87.953,89.046,86.727,88.163,87.836,89.12,86.44,88.14,91.624,90.313,88.905,90.562,90.764,89.578,89.497,90.058,89.276,90.105,89.78,86.342,85.917,86.416,86.525,87.82,87.295,83.696,82.835,82.624,82.963,82.076,85.299,84.589,82.668,81.296,82.771,87.017,85.632,84.001
668,B,True,75.68,74.477,74.724,73.834,76.093,77.017,75.922,77.414,77.062,77.872,79.704,78.895,78.205,79.037,80.123,79.734,80.263,78.046,77.645,75.173,74.717,73.745,74.794,74.655,75.193,76.107,76.11,76.1,76.457,76.277,77.625,78.271,78.79,79.448,81.201,82.794,84.146,83.348,84.357,84.74,83.076,83.555,81.958,82.767,83.453,82.712,83.035,84.237,83.194,83.224,83.22,81.623,80.857,81.447,81.404,80.817,80.43,80.822,81.598,81.523,81.636,81.796,81.664,81.905,82.154,82.179,81.647,81.266,81.09,79.315,76.624,76.302,77.059,75.409,75.886,77.123,77.688,76.807,75.963,74.92,75.692,76.089,76.459,77.909,80.606,81.798,83.109,83.166,82.487,82.459,81.661,81.547,82.387,80.919,81.179,80.829,79.637,78.398,78.034,78.036,77.85,76.702,75.745,75.284,75.101,75.411,74.241,74.22,74.619,74.157,73.373,74.217,73.8,73.242,73.906,75.125,75.85,75.275,75.154
