,FLARE_TYPE,COINCIDENCE,MEANGBZ_1,MEANGBZ_2,MEANGBZ_3,MEANGBZ_4,MEANGBZ_5,MEANGBZ_6,MEANGBZ_7,MEANGBZ_8,MEANGBZ_9,MEANGBZ_10,MEANGBZ_11,MEANGBZ_12,MEANGBZ_13,MEANGBZ_14,MEANGBZ_15,MEANGBZ_16,MEANGBZ_17,MEANGBZ_18,MEANGBZ_19,MEANGBZ_20,MEANGBZ_21,MEANGBZ_22,MEANGBZ_23,MEANGBZ_24,MEANGBZ_25,MEANGBZ_26,MEANGBZ_27,MEANGBZ_28,MEANGBZ_29,MEANGBZ_30,MEANGBZ_31,MEANGBZ_32,MEANGBZ_33,MEANGBZ_34,MEANGBZ_35,MEANGBZ_36,MEANGBZ_37,MEANGBZ_38,MEANGBZ_39,MEANGBZ_40,MEANGBZ_41,MEANGBZ_42,MEANGBZ_43,MEANGBZ_44,MEANGBZ_45,MEANGBZ_46,MEANGBZ_47,MEANGBZ_48,MEANGBZ_49,MEANGBZ_50,MEANGBZ_51,MEANGBZ_52,MEANGBZ_53,MEANGBZ_54,MEANGBZ_55,MEANGBZ_56,MEANGBZ_57,MEANGBZ_58,MEANGBZ_59,MEANGBZ_60,MEANGBZ_61,MEANGBZ_62,MEANGBZ_63,MEANGBZ_64,MEANGBZ_65,MEANGBZ_66,MEANGBZ_67,MEANGBZ_68,MEANGBZ_69,MEANGBZ_70,MEANGBZ_71,MEANGBZ_72,MEANGBZ_73,MEANGBZ_74,MEANGBZ_75,MEANGBZ_76,MEANGBZ_77,MEANGBZ_78,MEANGBZ_79,MEANGBZ_80,MEANGBZ_81,MEANGBZ_82,MEANGBZ_83,MEANGBZ_84,MEANGBZ_85,MEANGBZ_86,MEANGBZ_87,MEANGBZ_88,MEANGBZ_89,MEANGBZ_90,MEANGBZ_91,MEANGBZ_92,MEANGBZ_93,MEANGBZ_94,MEANGBZ_95,MEANGBZ_96,MEANGBZ_97,MEANGBZ_98,MEANGBZ_99,MEANGBZ_100,MEANGBZ_101,MEANGBZ_102,MEANGBZ_103,MEANGBZ_104,MEANGBZ_105,MEANGBZ_106,MEANGBZ_107,MEANGBZ_108,MEANGBZ_109,MEANGBZ_110,MEANGBZ_111,MEANGBZ_112,MEANGBZ_113,MEANGBZ_114,MEANGBZ_115,MEANGBZ_116,MEANGBZ_117,MEANGBZ_118
791,B,False,140.69,139.96,138.02,135.11,129.46,131.11,136.14,133.84,128.63,125.36,123.23,121.01,121.69,122.83,124.48,124.26,122.07,121.66,121.56,122.52,122.65,123.32,123.21,126.46,129.78,136.11,140.09,142.97,149.7,152.34,150.02,152.41,152.57,150.53,152.27,146.65,148.8,146.93,142.3,138.13,136.6,133.53,132.24,131.02,130.16,126.76,122.24,121.35,122.32,124.88,126.32,124.5,127.78,128.12,128.85,128.46,128.05,128.4,130.54,127.74,128.26,128.65,129.7,128.46,125.45,124.69,124.02,125.57,125.39,124.56,123.67,123.5,123.36,121.62,121.85,126.17,129.55,135.35,139.08,143.5,146.76,149.3,149.77,148.37,147.79,143.61,139.24,137.73,132.8,130.46,125.8,125.92,122.96,124.17,122.88,122.62,125.34,126.75,129.78,133.21,136.54,135.69,136.27,135.52,137.71,141.78,143.13,141.97,144.65,143.79,143.35,143.65,145.39,145.46,146.49,145.12,142.42,146.49
792,B,True,78.427,76.523,75.552,75.52,75.09,75.079,75.433,75.126,75.43,74.614,78.498,77.3,78.449,81.949,79.005,79.827,79.177,79.578,77.664,83.546,80.237,80.422,82.036,81.202,80.361,81.18,80.341,79.145,78.196,79.794,77.603,78.48,78.122,77.384,78.378,78.251,76.105,77.012,75.841,73.529,75.677,74.16,76.491,76.864,75.277,76.453,77.553,81.774,77.701,75.755,75.389,76.276,75.702,75.755,76.315,79.071,79.514,79.032,79.737,79.215,79.109,79.266,78.187,77.833,77.41,76.489,74.195,74.152,77.042,73.0,72.12,77.956,77.663,76.451,75.278,74.66,73.633,73.42,74.71,74.315,77.82,75.588,75.577,75.588,76.637,67.423,68.571,67.769,70.447,66.774,74.495,74.36,81.981,77.216,84.488,84.133,75.959,76.658,75.925,68.745,73.627,79.811,67.5,74.744,73.352,72.024,72.801,72.11,74.9,73.039,73.906,72.067,73.79,74.743,78.146,76.877,75.777,75.983
793,B,False,139.2,139.14,135.39,133.52,134.58,133.56,136.96,139.38,134.65,137.96,139.14,139.33,138.74,137.0,136.39,135.86,134.35,135.07,130.89,126.02,124.67,123.39,121.38,120.43,119.65,118.7,117.63,117.19,114.83,114.44,113.47,114.91,116.67,114.16,113.43,110.93,113.7,113.35,113.24,113.23,113.94,113.25,110.47,108.56,110.29,109.86,111.81,111.15,107.11,108.5,105.84,106.58,105.57,106.9,107.51,103.66,103.82,103.5,103.97,103.38,102.25,102.35,99.64,103.26,104.3,103.3,102.27,101.54,102.55,101.98,101.26,99.423,101.4,101.51,104.22,102.68,103.65,101.06,102.81,103.72,103.65,103.38,102.2,103.2,102.57,102.47,99.732,99.809,96.857,96.76,95.939,96.713,96.455,94.456,93.512,93.072,92.342,93.876,93.041,94.014,94.425,93.218,93.995,94.277,94.719,95.589,96.783,97.164,97.895,95.976,96.278,98.171,98.13,97.896,98.605,97.854,100.11,98.918
794,B,False,107.75,107.28,108.3,109.48,109.21,109.55,105.82,107.42,108.4,107.94,107.33,106.88,106.06,105.87,106.26,106.57,106.99,105.14,105.11,103.93,103.12,104.86,105.65,105.39,108.22,107.44,109.11,111.62,111.65,110.83,111.39,112.32,113.41,113.42,113.21,113.9,115.71,117.03,116.25,114.75,114.36,114.78,113.99,112.29,112.15,111.01,110.6,108.17,109.09,108.65,108.09,108.14,110.24,109.54,111.69,113.37,111.82,112.13,115.09,115.99,116.36,115.25,115.08,117.19,113.49,111.12,113.08,113.25,110.91,109.82,112.04,113.05,114.87,117.74,117.68,117.74,118.33,117.19,118.25,118.12,120.07,120.91,120.78,121.34,123.36,126.0,123.93,125.14,126.43,126.04,123.59,123.86,124.03,126.32,127.7,127.02,125.01,122.64,122.67,121.57,119.19,120.86,121.58,119.74,117.6,118.4,115.42,113.84,114.61,115.16,114.62,114.34,113.17,113.38,114.55,114.63,114.57,115.88
795,B,False,123.57,123.98,122.62,122.75,123.28,122.28,122.86,124.51,124.67,124.27,124.81,122.61,121.86,123.33,122.51,121.25,119.46,120.79,118.58,118.59,117.3,118.72,120.07,120.56,119.59,122.79,121.77,122.03,121.84,122.71,124.3,123.31,122.33,123.72,123.42,125.86,127.7,127.32,125.92,127.94,128.53,128.47,124.99,122.71,126.67,125.91,125.79,123.55,123.77,123.93,124.95,123.97,126.7,129.12,128.04,127.07,127.77,127.1,127.79,126.27,128.68,127.21,127.91,127.58,128.55,130.7,129.43,128.94,129.69,130.62,129.33,132.72,131.48,131.86,134.33,132.38,130.06,127.41,126.95,128.71,131.91,130.95,130.75,131.91,131.73,133.33,131.72,133.69,130.77,128.95,128.21,128.03,125.64,126.86,126.52,125.15,125.72,124.86,124.98,124.7,122.02,122.15,123.82,121.86,120.88,122.17,121.96,122.23,121.0,122.73,124.0,122.14,123.19,124.22,124.8,125.56,127.65,127.97
796,B,False,119.89,109.93,85.016,112.71,87.527,113.9,81.515,111.92,107.13,67.055,112.45,90.809,73.804,103.49,67.362,79.78,70.236,110.13,99.662,88.097,77.595,79.207,87.898,107.96,102.16,113.52,99.357,93.776,119.3,87.587,91.084,92.193,97.425,93.671,87.52,78.322,82.647,79.041,86.343,69.799,88.687,78.299,82.647,79.748,73.086,80.637,70.668,77.438,75.782,82.628,85.412,95.352,84.427,83.415,85.15,84.036,82.989,75.534,78.378,76.37,73.745,79.9,66.734,71.928,65.141,63.487,64.922,68.929,63.772,61.873,83.28,68.845,63.098,68.328,69.715,69.686,63.669,65.037,65.856,64.487,64.764,65.219,66.844,81.732,71.784,68.248,64.542,64.644,65.787,64.294,71.007,68.87,65.257,64.112,65.708,68.857,66.856,68.754,64.306,64.78,66.767,65.48,66.217,65.404,65.645,66.097,68.202,68.655,69.443,69.421,69.061,69.625,70.225,70.928,72.857,73.798,75.668,76.161
797,B,True,120.5,121.3,121.28,123.89,123.99,124.77,125.12,124.61,123.58,122.97,122.13,122.49,122.09,120.57,120.08,118.43,117.94,116.89,116.76,117.34,117.41,118.24,119.71,120.68,121.46,121.92,123.84,124.06,127.13,129.57,132.27,136.68,137.87,139.69,139.14,139.55,140.0,139.55,139.98,139.68,138.65,134.82,134.57,132.31,130.54,127.81,127.45,127.22,123.92,123.78,124.89,124.91,126.69,123.5,124.03,125.99,128.49,127.41,126.61,128.41,128.73,129.25,128.2,130.13,129.48,129.03,130.93,131.38,131.27,129.71,128.69,128.56,128.76,126.57,126.34,126.6,126.8,127.36,128.21,128.57,129.16,131.88,132.17,135.9,136.81,140.09,142.57,143.49,146.94,146.92,147.37,148.1,144.83,144.48,141.43,138.12,133.19,132.25,130.74,130.64,129.61,130.13,130.32,131.43,132.25,134.22,134.63,135.54,135.53,136.06,136.28,137.51,138.36,139.89,139.05,139.88,140.86,143.46
798,B,True,84.064,84.752,86.185,85.296,85.355,85.47,85.161,85.595,86.108,85.539,85.661,86.316,85.715,85.461,85.997,85.622,85.833,85.273,83.924,84.193,83.823,82.976,82.29,84.349,82.715,83.033,82.87,81.429,81.414,81.405,81.742,83.427,83.179,82.655,82.275,82.832,81.5,81.37,80.813,81.056,80.39,80.552,80.474,80.64,80.567,78.686,78.696,78.729,79.01,79.368,77.538,78.467,78.729,78.661,77.637,78.009,79.916,81.079,80.797,80.832,82.033,82.891,82.951,80.742,82.147,81.792,80.19,77.277,76.272,75.815,78.087,76.686,76.42,74.267,73.495,72.725,72.736,71.872,73.246,73.161,71.14,71.306,71.296,69.912,72.446,72.509,72.18,72.641,72.768,71.534,70.066,69.904,72.89,71.824,75.092,74.309,75.317,75.187,72.281,73.878,75.51,74.056,73.707,75.643,74.204,75.19,76.29,77.288,73.367,74.084,70.804,70.156,68.252,68.289,67.335,66.291,64.985,65.003
799,B,True,88.841,89.475,89.398,90.637,91.278,92.4,94.34,94.325,96.023,96.047,96.765,97.665,97.14,96.248,96.048,95.578,93.953,92.844,92.05,91.531,90.563,90.605,91.447,92.493,92.791,94.482,94.974,95.287,96.588,96.035,96.574,96.775,96.703,96.704,95.032,94.292,93.807,94.534,93.604,93.951,92.745,91.772,91.6,91.901,91.306,91.685,91.999,92.346,92.251,91.432,91.64,92.053,92.81,92.599,94.421,93.868,93.54,94.525,94.721,96.005,96.438,98.11,99.02,101.03,101.37,101.2,101.42,100.34,100.15,101.72,100.77,100.06,99.548,99.354,98.387,97.801,98.653,98.888,100.37,100.5,102.3,104.24,105.66,108.08,109.3,109.45,109.64,109.65,110.09,108.03,106.38,106.92,106.99,106.26,105.01,104.28,104.24,104.28,103.78,104.4,105.12,105.01,105.36,103.36,103.18,103.96,104.37,104.18,104.49,104.95,105.19,104.64,105.88,106.64,105.78,107.11,108.2,108.25
800,B,True,99.693,100.49,102.07,101.14,101.7,102.1,100.98,101.9,102.17,101.26,100.96,101.19,100.59,99.404,98.708,97.906,98.128,97.717,97.251,97.948,98.063,97.629,97.861,97.478,97.667,97.417,98.076,98.978,97.81,97.588,98.229,99.068,98.621,98.523,97.82,98.735,98.097,98.004,97.621,97.957,98.27,99.562,101.66,102.58,103.85,104.67,104.87,104.18,104.88,104.98,104.34,104.24,103.35,102.09,100.66,99.373,99.469,99.185,98.607,97.826,97.795,98.648,99.168,99.982,99.618,101.26,101.67,101.18,101.41,101.75,102.07,101.99,101.43,100.43,100.7,99.986,99.935,100.84,100.74,98.888,98.82,98.974,99.963,100.29,100.81,101.26,101.15,100.81,101.56,101.5,101.85,100.95,101.06,102.11,102.3,102.51,103.1,102.61,103.88,105.08,105.74,106.41,107.71,107.51,106.67,107.56,105.9,106.19,106.22,105.49,104.77,103.9,103.66,103.68,103.44,104.37,106.99,109.02
801,B,False,126.36,126.97,125.29,127.21,125.14,122.71,121.23,118.33,114.73,112.45,111.9,111.89,114.13,114.55,111.35,114.8,115.69,115.11,116.19,117.77,117.29,117.95,119.32,119.27,121.3,122.08,121.97,121.45,118.21,122.24,119.89,117.29,115.34,111.56,109.74,107.88,107.06,106.36,105.35,104.93,103.81,103.94,104.66,107.82,108.99,112.76,115.31,119.05,123.41,122.38,121.7,124.59,123.57,126.62,128.14,125.29,122.04,120.38,118.81,119.71,115.76,114.0,112.73,111.95,112.71,110.38,109.93,110.39,110.32,110.49,110.29,110.74,108.86,108.05,107.4,106.71,106.78,106.61,106.2,106.09,106.8,107.21,107.12,107.18,108.31,107.34,107.57,108.74,110.13,111.46,110.61,109.33,110.07,111.65,115.69,116.73,119.38,119.49,119.96,122.76,123.02,124.58,125.04,127.53,125.37,123.97,122.01,121.13,118.84,116.05,112.83,113.59,114.33,112.89,112.99,118.94,119.02,120.01
802,B,False,102.25,102.67,103.39,103.4,106.15,105.0,105.15,107.4,108.07,109.11,111.49,113.06,112.61,114.48,115.17,114.27,111.68,110.97,108.78,108.01,107.42,106.26,104.19,104.12,103.93,103.45,104.52,105.54,105.37,105.2,105.2,104.64,104.53,105.64,108.47,109.29,111.45,113.09,113.02,113.42,114.07,115.3,115.75,117.35,115.19,115.4,115.41,115.67,116.14,115.43,114.67,114.59,113.69,112.15,111.93,111.17,110.52,109.95,109.59,110.26,108.43,110.54,109.3,110.51,109.7,110.5,112.44,114.93,116.01,119.58,121.98,120.79,121.31,123.34,121.82,119.79,117.55,116.86,115.94,113.35,113.26,113.08,112.62,110.97,110.98,110.06,109.19,110.6,110.03,111.77,113.0,113.62,114.0,114.71,116.33,117.04,119.86,119.67,120.16,122.4,122.24,123.56,123.59,122.85,122.0,122.78,122.23,120.32,121.49,121.66,120.25,120.58,119.77,120.75,118.05,117.85,117.31,116.25
803,B,False,94.655,94.736,95.878,95.78,96.375,97.158,96.301,95.737,95.704,96.937,98.079,100.01,101.75,101.12,101.75,102.18,101.72,101.21,101.22,101.48,101.35,101.5,101.94,101.39,101.07,102.69,102.4,102.63,100.17,99.179,98.658,98.526,98.813,98.268,98.118,98.888,97.934,98.123,98.511,99.424,100.99,101.38,101.63,102.18,103.1,103.64,104.06,104.4,104.42,105.27,105.86,104.61,103.32,103.65,103.54,103.46,103.36,103.39,102.44,101.88,102.46,103.02,102.64,102.65,103.76,103.12,102.92,103.46,104.22,104.28,105.35,105.44,105.84,106.46,106.89,106.56,105.73,106.26,105.8,104.79,104.33,104.37,103.15,102.42,102.33,101.84,101.65,99.928,100.47,103.03,103.11,102.77,104.05,105.06,107.09,108.38,110.1,110.07,109.91,109.62,111.48,112.47,112.36,112.16,112.31,110.58,111.97,111.37,109.98,111.72,110.2,109.53,109.89,110.07,109.25,108.68,108.68,109.24
804,B,True,117.74,117.29,117.91,118.83,120.55,119.86,121.16,120.65,120.15,120.23,119.67,120.15,119.74,121.16,120.12,118.68,118.57,118.95,117.45,119.11,117.54,119.71,118.54,120.89,122.15,123.65,121.28,120.61,121.71,119.98,122.5,121.08,117.31,117.92,115.49,114.61,113.62,112.37,108.57,107.58,105.48,105.47,105.53,105.75,108.25,108.15,111.89,112.09,111.48,114.31,113.88,114.85,115.0,114.04,111.37,110.6,109.97,107.85,106.05,106.47,107.56,107.22,106.47,103.75,105.31,104.59,104.13,105.17,104.92,106.97,107.27,106.84,107.88,106.58,105.2,104.08,103.53,105.86,104.57,103.59,103.56,104.71,105.24,103.57,102.69,105.26,105.44,105.82,108.41,107.84,106.46,106.13,109.12,110.84,111.78,112.37,112.78,114.08,114.26,114.49,113.27,110.72,110.4,110.2,110.15,108.85,108.13,106.22,105.93,105.65,105.01,107.11,106.75,108.83,111.01,109.74,110.9,109.89
805,B,True,101.06,100.57,102.07,104.04,104.32,104.59,106.53,106.4,105.93,104.4,103.61,102.83,100.2,97.281,96.711,97.456,96.297,98.003,98.259,96.829,97.402,96.069,96.415,97.455,94.84,94.853,95.824,95.141,95.425,93.846,95.027,94.961,95.196,95.852,96.95,97.785,97.88,98.21,99.179,100.76,101.69,101.53,102.47,103.76,104.86,105.76,105.12,106.26,107.79,107.47,107.96,106.52,107.02,108.6,110.27,108.18,110.25,110.73,110.44,110.26,110.44,112.42,109.86,108.26,106.17,104.21,102.87,103.22,100.5,100.95,101.0,102.69,102.86,102.74,101.98,101.52,101.93,101.89,103.55,104.01,104.62,106.26,105.34,105.96,105.46,104.4,104.99,105.03,105.34,104.14,106.15,106.43,106.14,107.45,106.05,105.85,105.45,106.58,106.34,105.93,105.89,106.37,104.92,105.29,105.02,104.99,105.86,106.49,106.21,108.85,109.21,109.94,109.42,110.18,111.46,110.8,112.83,112.92
806,B,False,110.5,110.22,109.11,108.97,108.21,106.88,105.52,104.67,103.88,104.41,103.86,104.04,103.69,104.56,105.57,105.13,106.13,107.2,106.79,106.69,107.75,107.55,107.43,107.57,107.38,107.51,107.34,108.36,106.83,107.14,107.36,107.7,107.25,107.86,106.67,107.49,107.65,107.44,107.74,106.77,106.69,107.07,105.28,105.56,105.01,103.59,102.95,102.21,100.83,100.33,99.949,98.508,99.126,98.498,96.705,96.453,95.243,96.727,96.123,96.706,98.066,98.502,98.923,99.191,98.719,99.349,99.089,99.085,100.57,100.76,101.32,101.94,101.33,99.525,97.79,97.55,97.339,96.047,95.982,95.711,95.338,93.326,93.649,91.339,89.961,89.681,89.604,88.97,87.537,88.072,87.408,86.909,87.303,88.462,88.585,90.289,88.797,89.173,89.524,90.493,91.032,90.645,90.786,92.094,93.352,93.595,94.641,93.946,95.06,96.373,95.383,97.168,98.174,97.742,96.392,96.176,95.228,95.63
807,B,True,63.132,63.838,62.327,64.033,64.018,66.072,66.063,64.943,65.632,67.434,67.007,61.007,65.822,64.22,65.172,61.641,66.976,61.953,65.203,63.009,63.715,63.055,63.514,63.528,63.295,64.206,62.175,63.487,62.25,62.269,62.769,63.596,65.556,64.213,63.55,64.14,64.411,62.597,65.717,63.839,65.02,64.838,65.187,64.495,64.825,64.095,63.253,63.565,62.257,64.881,64.712,64.45,63.548,64.089,64.913,63.585,62.452,63.916,63.995,64.479,64.71,65.331,67.452,63.833,64.763,64.841,65.345,65.385,66.277,67.033,66.736,66.88,66.524,67.054,67.758,68.202,68.225,69.381,68.539,66.155,66.448,66.745,68.085,65.825,66.352,67.776,65.607,65.999,65.828,66.61,66.308,67.649,67.311,67.643,66.855,66.56,66.844,66.381,68.423,68.523,68.125,68.208,68.28,68.747,69.78,69.81,70.186,70.08,69.549,69.776,70.756,71.578,71.383,71.265,70.955,71.307,72.968,72.488
808,B,False,169.29,150.03,146.97,147.35,148.67,151.35,146.15,141.27,138.4,141.4,147.14,143.11,143.0,146.39,148.92,143.72,147.49,145.51,148.29,147.44,148.09,154.2,150.13,149.35,147.06,142.35,146.51,147.81,142.43,144.2,147.1,145.3,148.13,152.38,152.8,159.14,155.14,151.34,154.6,156.32,156.54,152.44,153.25,153.03,157.48,159.56,158.77,161.08,153.97,152.12,154.33,159.65,159.01,159.87,161.73,160.67,170.26,167.49,162.72,163.63,167.4,169.42,168.73,165.72,156.46,160.08,161.34,155.48,151.73,154.73,151.42,142.71,138.38,134.13,136.97,131.53,130.3,118.77,133.7,134.69,133.24,127.26,125.64,114.2,113.41,123.71,119.5,117.53,125.93,121.48,123.29,123.0,124.89,126.65,121.2,123.26,123.57,121.83,123.8,133.04,132.26,129.94,130.44,125.36,124.94,126.73,128.23,129.8,131.18,136.94,143.05,141.99,138.82,144.46,153.96,151.0,153.21,156.91
809,B,False,111.76,112.05,113.2,113.65,112.56,115.33,114.45,115.36,115.79,114.23,112.66,114.64,114.14,115.42,113.83,112.6,113.26,112.74,114.44,113.97,112.47,113.59,114.76,117.42,116.45,116.45,114.7,116.62,118.84,122.15,119.74,119.75,118.26,118.32,122.68,121.4,121.99,122.26,122.04,120.07,118.18,116.31,116.03,112.01,113.05,113.23,113.36,113.9,111.26,114.63,114.98,115.66,116.19,113.59,112.42,115.24,115.47,115.92,118.79,118.45,118.02,120.45,120.45,120.31,119.86,118.41,117.08,116.41,116.72,117.16,116.49,115.92,116.94,116.83,117.77,115.68,115.82,116.17,116.49,116.98,116.16,117.15,116.16,116.85,116.5,118.41,120.72,121.92,123.55,123.37,125.62,127.07,124.81,125.48,124.59,123.7,122.2,120.34,121.97,120.4,120.96,118.16,116.52,115.85,114.33,114.29,112.2,113.98,112.75,109.85,110.15,109.9,109.68,111.52,111.6,110.5,108.47,109.76
810,B,False,85.79,86.649,87.146,87.756,86.305,87.388,86.283,87.302,89.199,88.779,88.484,89.179,87.889,86.762,86.939,85.676,84.732,84.047,83.67,82.275,82.024,81.544,81.377,82.866,84.164,85.256,84.378,85.051,84.933,86.074,84.791,85.286,85.123,85.2,86.962,85.802,86.562,84.634,83.33,83.269,83.19,83.143,80.949,79.801,79.782,79.622,78.257,77.643,77.278,77.463,77.422,77.119,78.024,76.456,76.98,77.443,77.894,77.968,78.632,78.062,77.087,77.655,77.328,77.4,76.544,77.783,79.874,79.479,77.932,76.383,77.101,76.734,75.797,76.346,74.992,75.561,76.338,74.826,73.968,73.669,73.134,73.025,73.966,73.984,74.575,73.754,72.798,74.016,72.219,72.531,73.059,71.991,72.403,71.26,69.597,68.846,69.67,69.48,69.247,68.739,68.18,68.304,68.239,70.0,66.08,65.697,64.505,63.98,66.736,64.697,65.568,65.325,63.96,65.803,68.555,66.906,66.886,65.824
811,B,False,150.14,148.39,148.82,148.46,144.47,147.09,148.17,149.22,152.51,145.3,144.49,141.68,143.35,143.11,140.2,138.94,136.09,138.06,136.82,139.25,141.35,137.15,132.16,132.28,137.19,132.51,131.9,133.04,136.99,144.09,150.52,158.59,151.49,148.56,150.86,153.55,146.95,150.71,151.56,151.48,155.25,153.43,148.57,148.99,146.09,145.33,142.24,148.28,147.78,143.29,142.25,146.34,143.71,144.31,145.36,151.08,150.6,149.91,144.47,146.18,144.94,142.89,144.79,142.24,139.46,140.88,140.27,141.78,137.47,138.35,137.96,138.75,138.8,139.12,143.12,140.83,143.32,143.15,145.09,139.84,139.72,143.27,144.35,148.97,149.71,145.98,149.35,150.95,154.7,155.38,79.298,76.71,148.85,143.44,139.25,137.65,132.06,127.24,130.52,128.41,126.9,134.03,140.08,143.43,143.2,141.46,143.87,141.67,144.56,140.47,142.17,141.0,140.11,142.55,141.67,146.01,144.59,143.77
812,B,False,110.48,111.87,112.08,113.04,113.25,113.65,114.55,115.29,115.7,117.04,117.23,116.43,114.31,113.7,112.21,112.72,111.35,109.8,110.3,110.02,109.06,108.43,108.7,109.94,109.4,108.6,109.0,108.58,109.65,110.85,111.04,108.89,109.3,110.43,109.5,109.78,110.19,111.32,110.57,110.33,108.85,109.78,109.11,110.39,110.68,109.33,108.18,108.68,108.97,109.27,107.87,108.06,107.86,107.83,109.02,108.28,107.72,107.79,108.49,109.41,110.92,113.08,114.19,115.46,115.81,116.18,116.46,115.87,115.05,114.37,114.4,112.56,110.87,110.34,109.99,109.86,108.9,107.41,109.14,110.11,109.7,112.35,113.03,113.9,114.85,114.69,114.71,115.99,116.27,115.11,116.03,116.24,115.01,115.11,114.63,113.44,114.06,113.03,111.64,113.4,113.38,113.72,114.65,114.25,114.59,112.98,112.29,112.3,112.17,110.63,110.89,110.06,109.04,108.67,106.99,107.09,106.99,106.17
813,B,False,130.37,130.27,129.3,126.85,125.16,124.55,125.35,123.82,122.49,121.54,121.94,121.9,121.44,121.6,122.49,125.17,125.87,127.48,129.56,129.84,130.95,132.23,133.52,133.36,132.18,132.66,131.83,133.05,132.51,132.39,132.77,124.23,131.37,132.48,133.15,131.6,132.91,133.08,132.94,131.28,131.7,132.3,131.54,131.04,130.8,129.9,128.6,126.11,125.21,124.49,122.82,122.03,122.13,121.67,119.29,118.68,117.62,117.4,117.93,117.57,117.53,118.68,120.41,121.63,123.41,124.9,125.2,126.58,125.96,125.79,124.62,124.43,123.67,122.35,120.35,118.39,117.93,116.4,114.49,113.8,113.26,113.24,112.07,112.37,112.4,112.07,112.13,112.79,113.51,114.32,114.34,115.14,115.45,116.01,114.34,114.74,115.66,116.3,116.59,116.33,114.61,114.34,115.06,114.57,114.96,114.95,115.15,116.75,117.57,117.39,117.57,119.34,121.02,124.2,124.18,124.69,125.77,126.11
814,B,False,95.835,97.145,94.635,95.087,97.581,98.17,99.184,100.46,102.57,102.53,105.28,110.44,111.72,116.08,114.49,112.82,114.04,112.71,112.19,106.86,107.79,108.56,107.51,106.71,107.01,108.83,109.92,109.84,110.33,109.74,108.93,113.37,114.58,113.38,114.51,115.27,114.18,116.25,118.49,115.82,113.28,112.38,113.54,115.08,116.22,114.58,114.14,115.86,116.15,113.46,115.05,118.64,116.73,115.8,116.67,115.44,115.76,115.04,114.04,112.05,110.23,108.74,111.35,110.99,110.81,110.6,111.15,111.3,111.95,111.13,110.36,109.71,112.2,114.08,115.81,118.54,119.65,120.45,121.26,123.26,121.5,121.4,119.02,116.6,115.61,113.14,109.01,108.44,106.03,105.0,105.03,106.18,108.98,108.39,108.68,110.06,110.88,113.66,111.02,110.46,112.18,116.0,114.16,116.54,113.77,112.91,113.3,112.62,113.91,113.97,113.09,112.13,113.73,113.83,111.41,108.86,110.57,109.03
815,B,True,77.329,78.979,77.819,78.445,79.697,80.751,81.943,81.695,81.225,80.051,78.662,78.331,78.288,77.237,76.412,76.059,77.416,77.166,76.882,76.968,77.124,77.756,76.872,77.927,78.18,77.914,77.705,77.633,77.362,77.58,77.566,77.463,77.82,78.067,78.25,78.319,79.755,79.634,80.985,81.19,82.468,83.349,83.653,84.682,85.034,84.879,85.369,85.902,85.2,87.183,86.915,88.224,88.199,86.902,86.176,86.028,85.486,86.191,86.726,88.167,88.989,89.391,90.447,92.133,93.938,93.646,92.878,93.585,93.758,94.373,93.783,92.524,92.999,92.08,91.692,90.785,90.014,89.165,88.894,87.871,88.258,88.98,87.501,86.99,87.866,87.919,88.008,88.023,87.919,87.292,87.125,87.564,87.513,87.039,86.611,87.294,86.453,87.985,87.998,88.841,89.475,89.398,90.637,91.278,92.4,94.34,94.325,96.023,96.047,96.765,97.665,97.14,96.248,96.048,95.578,93.953,92.844,92.05
816,B,True,102.94,104.03,102.13,104.99,104.35,102.89,104.23,109.06,112.27,113.49,114.98,116.13,115.38,115.19,115.97,112.28,112.22,111.98,113.26,115.31,112.89,111.38,110.8,109.03,107.17,108.94,108.56,107.35,108.73,108.01,108.95,109.53,110.91,109.25,109.19,110.38,112.07,112.41,115.67,115.23,117.11,114.46,115.66,115.97,115.24,114.34,113.62,114.09,113.71,112.52,113.07,114.07,112.88,112.56,113.77,113.5,112.53,114.01,116.04,115.61,117.75,120.8,122.35,124.19,126.83,129.01,129.02,128.4,127.13,126.61,123.64,122.72,117.73,117.01,117.04,116.39,115.56,115.39,114.38,114.97,118.34,117.2,120.65,122.48,124.43,123.94,126.79,127.89,129.28,131.58,129.19,133.85,134.21,135.41,135.25,133.54,131.37,134.42,133.06,133.85,134.56,135.73,135.04,135.37,135.43,136.35,136.36,136.34,134.93,133.67,133.49,132.07,130.77,129.35,126.98,125.16,124.67,121.98
