,FLARE_TYPE,COINCIDENCE,MEANGBT_1,MEANGBT_2,MEANGBT_3,MEANGBT_4,MEANGBT_5,MEANGBT_6,MEANGBT_7,MEANGBT_8,MEANGBT_9,MEANGBT_10,MEANGBT_11,MEANGBT_12,MEANGBT_13,MEANGBT_14,MEANGBT_15,MEANGBT_16,MEANGBT_17,MEANGBT_18,MEANGBT_19,MEANGBT_20,MEANGBT_21,MEANGBT_22,MEANGBT_23,MEANGBT_24,MEANGBT_25,MEANGBT_26,MEANGBT_27,MEANGBT_28,MEANGBT_29,MEANGBT_30,MEANGBT_31,MEANGBT_32,MEANGBT_33,MEANGBT_34,MEANGBT_35,MEANGBT_36,MEANGBT_37,MEANGBT_38,MEANGBT_39,MEANGBT_40,MEANGBT_41,MEANGBT_42,MEANGBT_43,MEANGBT_44,MEANGBT_45,MEANGBT_46,MEANGBT_47,MEANGBT_48,MEANGBT_49,MEANGBT_50,MEANGBT_51,MEANGBT_52,MEANGBT_53,MEANGBT_54,MEANGBT_55,MEANGBT_56,MEANGBT_57,MEANGBT_58,MEANGBT_59,MEANGBT_60,MEANGBT_61,MEANGBT_62,MEANGBT_63,MEANGBT_64,MEANGBT_65,MEANGBT_66,MEANGBT_67,MEANGBT_68,MEANGBT_69,MEANGBT_70,MEANGBT_71,MEANGBT_72,MEANGBT_73,MEANGBT_74,MEANGBT_75,MEANGBT_76,MEANGBT_77,MEANGBT_78,MEANGBT_79,MEANGBT_80,MEANGBT_81,MEANGBT_82,MEANGBT_83,MEANGBT_84,MEANGBT_85,MEANGBT_86,MEANGBT_87,MEANGBT_88,MEANGBT_89,MEANGBT_90,MEANGBT_91,MEANGBT_92,MEANGBT_93,MEANGBT_94,MEANGBT_95,MEANGBT_96,MEANGBT_97,MEANGBT_98,MEANGBT_99,MEANGBT_100,MEANGBT_101,MEANGBT_102,MEANGBT_103,MEANGBT_104,MEANGBT_105,MEANGBT_106,MEANGBT_107,MEANGBT_108,MEANGBT_109,MEANGBT_110,MEANGBT_111,MEANGBT_112,MEANGBT_113,MEANGBT_114,MEANGBT_115,MEANGBT_116,MEANGBT_117,MEANGBT_118,MEANGBT_119
13,B,True,120.39,122.32,121.65,121.7,121.24,123.84,125.41,122.91,124.06,125.67,126.85,128.94,131.78,132.46,131.4,131.9,131.08,127.96,128.95,125.32,126.86,128.25,129.75,125.07,124.78,123.79,123.34,124.51,125.87,128.62,127.18,126.75,125.6,123.2,123.2,125.2,125.33,127.62,126.45,125.94,127.54,129.83,129.15,130.12,130.7,130.68,133.45,132.97,135.17,134.74,135.36,133.8,134.6,134.87,136.11,134.18,131.73,129.33,126.4,126.08,124.79,123.47,123.86,122.76,122.95,121.07,122.35,121.78,121.06,123.81,124.55,128.15,127.5,128.19,129.81,130.2,131.21,132.02,134.62,133.4,129.92,127.77,128.62,128.01,128.49,128.27,124.1,122.12,118.96,119.59,117.14,118.46,118.73,119.07,116.59,117.88,117.86,121.62,119.83,122.94,122.74,122.88,120.48,120.79,121.02,123.26,122.41,125.01,123.58,123.68,122.81,122.76,120.5,120.4,121.89,119.07,118.8,116.12,116.34
14,B,True,104.01,103.54,104.51,105.21,105.83,107.62,106.17,108.2,109.6,111.44,111.31,111.77,110.17,109.64,111.33,109.66,110.31,109.62,109.8,106.33,105.31,104.93,105.08,107.92,106.06,105.27,108.43,108.03,108.86,105.69,108.35,107.28,107.66,107.59,109.33,109.93,110.45,110.22,113.74,111.86,110.11,110.56,109.28,110.54,109.24,112.19,108.84,107.44,102.44,101.56,99.061,98.444,97.936,97.288,99.824,95.704,95.735,98.875,100.6,101.47,105.58,105.41,106.65,111.2,112.03,116.22,114.5,113.45,113.56,112.13,110.87,105.75,106.49,108.08,107.21,106.9,106.48,108.81,110.36,111.01,112.02,112.06,110.86,115.6,116.71,116.6,116.88,116.53,114.99,117.55,120.19,117.41,114.76,113.61,113.23,115.18,116.72,114.54,114.37,116.26,116.59,114.76,116.74,120.25,118.62,117.65,118.69,118.86,119.2,118.49,116.95,115.43,113.58,112.03,114.1,114.73,113.87,112.7,112.98
15,B,True,101.68,101.5,101.96,102.99,102.1,103.56,103.41,103.13,101.95,103.66,103.67,104.04,102.37,102.24,103.49,102.88,102.35,102.98,103.32,102.88,102.65,103.37,101.5,101.7,101.9,100.36,99.52,97.592,97.492,97.661,97.236,97.122,95.683,96.641,95.726,96.276,96.91,98.345,99.881,100.63,103.08,104.66,105.62,107.47,107.3,106.55,105.17,104.52,101.95,101.41,99.609,99.479,97.903,97.161,96.974,96.665,97.249,96.438,97.116,97.391,96.91,97.535,98.697,98.651,98.692,98.677,98.533,98.272,98.156,98.945,99.642,99.827,98.668,98.631,99.649,99.52,98.838,99.201,98.986,99.87,98.54,97.991,98.276,98.063,97.048,96.954,96.678,97.642,97.651,97.327,97.46,97.786,98.896,99.55,101.15,103.78,105.81,105.98,107.72,108.49,108.03,106.02,105.15,104.08,103.35,101.2,98.881,97.259,96.576,96.602,96.174,96.591,96.051,96.612,96.823,97.327,97.965,99.94,100.93
16,B,True,125.55,123.03,122.68,121.91,119.12,117.62,118.64,120.08,120.87,119.78,121.92,125.09,129.14,130.81,129.62,131.16,130.33,132.46,131.4,135.25,134.12,132.85,131.38,129.44,127.03,127.21,128.51,125.84,124.66,124.44,121.79,122.05,121.25,121.62,120.26,119.15,119.31,118.15,119.74,117.51,117.82,119.77,117.9,118.82,119.57,120.2,123.16,122.14,123.29,124.94,125.95,127.44,129.4,131.82,136.07,136.5,138.09,138.79,138.89,139.55,138.66,137.97,135.19,133.95,131.07,130.63,128.99,124.25,123.29,124.27,125.5,124.08,123.62,124.15,125.19,127.6,128.09,130.99,129.2,131.99,135.1,135.5,137.75,138.44,138.96,138.97,137.36,140.51,141.6,139.28,137.82,138.39,136.51,136.5,137.8,138.57,134.34,132.94,132.82,133.05,133.21,132.67,132.0,130.63,131.85,131.55,130.88,131.42,130.79,128.87,129.2,127.39,123.72,122.71,121.45,119.68,119.14,117.52,116.51
17,B,False,116.3,114.37,112.43,109.9,111.21,114.09,115.49,118.37,122.63,128.85,137.18,136.13,136.67,135.86,133.14,131.5,128.13,123.57,119.31,116.54,113.65,112.53,113.62,114.05,113.56,115.1,115.38,117.77,118.89,119.35,121.25,122.23,124.06,124.67,125.77,126.35,124.11,123.73,124.81,124.92,125.29,125.59,126.32,125.29,125.85,125.93,127.61,126.87,126.56,125.28,124.21,123.8,124.03,124.64,125.32,122.59,121.72,121.19,119.32,119.17,120.92,121.31,123.0,123.22,122.43,124.78,125.93,130.29,136.7,142.41,143.42,141.81,143.82,143.74,141.77,139.68,135.83,132.91,128.96,126.29,126.32,124.36,124.59,125.02,123.54,127.22,127.2,126.37,128.72,130.4,132.9,134.64,137.52,140.07,143.36,144.33,143.1,146.82,146.35,147.17,149.31,148.93,147.99,147.35,148.75,149.46,145.85,142.75,139.08,138.41,137.12,133.95,130.84,131.71,130.99,132.56,130.08,130.72,131.66
18,B,False,116.54,116.57,115.15,115.65,115.06,116.05,116.51,116.5,117.96,118.12,118.66,118.92,120.96,123.41,121.31,122.41,121.36,119.85,119.19,117.87,116.88,116.5,116.18,114.52,112.69,111.42,111.57,111.55,110.84,109.54,107.17,107.03,106.68,107.28,109.97,109.54,109.44,109.66,109.23,108.22,106.93,107.77,108.13,108.47,109.68,110.25,111.74,110.96,108.3,106.86,106.6,106.29,105.39,103.59,103.56,101.61,101.97,101.37,103.08,104.97,104.65,104.96,106.86,107.13,107.89,107.01,107.63,105.95,102.05,100.83,97.903,97.029,95.748,94.832,95.659,96.056,97.104,94.568,94.751,95.145,94.196,93.855,93.266,93.653,92.576,93.371,93.107,95.04,95.068,95.56,96.996,95.446,95.999,96.994,95.395,94.842,94.331,93.279,93.647,93.603,93.827,95.454,95.079,96.435,97.199,98.424,99.644,100.95,100.92,102.42,102.8,103.93,102.28,102.58,102.97,100.91,101.03,100.15,100.2
19,B,True,106.87,108.09,108.39,108.9,108.03,107.93,109.63,111.94,110.51,109.88,108.53,108.82,109.46,107.15,106.51,105.0,105.3,105.17,102.84,101.09,100.51,99.837,100.42,98.424,98.699,99.609,98.519,98.673,97.344,96.952,96.571,97.359,95.239,93.533,94.696,92.65,96.236,95.314,97.928,98.331,99.256,98.982,99.778,101.89,103.41,104.11,104.99,105.22,106.36,106.29,107.6,109.08,108.52,107.36,107.53,105.99,104.3,103.11,102.24,100.69,100.56,100.08,100.46,97.924,97.155,97.882,98.668,97.874,99.372,98.624,98.616,97.775,98.012,96.724,98.01,98.843,99.911,101.87,100.09,101.53,102.75,102.93,103.64,102.91,104.63,103.32,102.96,104.7,104.55,102.83,101.5,101.66,100.57,99.734,98.597,97.886,99.455,98.353,98.891,98.049,96.856,97.724,97.747,96.981,96.271,95.68,94.076,94.519,93.73,92.398,92.064,91.104,89.93,90.785,90.748,90.645,91.152,90.071,89.164
20,B,False,117.68,118.03,119.18,115.6,116.97,116.22,117.7,116.34,115.04,113.41,112.12,110.79,112.2,111.18,111.4,111.82,110.95,111.54,111.51,112.02,113.04,114.29,114.94,117.16,117.58,118.24,118.0,119.37,119.24,122.46,120.56,121.43,120.79,121.53,122.95,121.34,119.76,121.03,118.75,119.15,118.52,119.66,120.04,118.1,118.8,120.07,118.7,119.17,120.98,122.96,122.06,121.55,123.24,123.11,123.7,123.06,122.1,121.49,124.72,124.94,122.96,121.95,121.31,120.08,118.23,118.52,115.79,112.89,112.0,111.37,110.05,111.21,110.04,108.62,110.4,108.95,109.69,107.36,108.94,110.11,111.47,111.52,112.0,112.59,113.9,115.87,114.67,115.93,115.76,116.52,115.79,115.31,115.48,115.53,115.27,115.37,115.49,115.61,116.05,113.92,112.76,111.86,111.98,112.63,113.08,111.33,112.75,113.41,112.44,113.1,111.45,110.76,112.06,112.1,110.91,112.14,111.31,112.19,110.87
21,B,True,114.14,114.24,113.17,112.98,113.14,112.16,111.96,111.17,110.77,112.3,112.7,111.69,111.37,111.41,109.98,111.69,110.42,109.12,108.41,110.16,109.72,108.41,107.15,109.59,108.9,109.42,110.59,111.2,110.78,110.38,112.21,111.84,113.46,114.84,115.62,115.74,114.89,115.8,115.75,114.71,114.54,112.11,112.97,113.64,112.21,111.78,109.37,107.43,108.79,108.42,107.47,109.59,108.2,106.48,104.88,104.8,104.55,103.97,106.95,108.82,109.59,109.5,110.35,108.71,112.51,113.15,115.1,115.32,115.24,118.45,115.44,115.12,116.82,118.34,114.45,114.1,115.94,115.83,115.43,116.21,114.19,113.34,115.47,113.55,114.55,114.36,114.1,114.09,115.82,113.69,116.03,114.44,114.18,116.13,117.0,117.68,118.03,119.18,115.6,116.97,116.22,117.7,116.34,115.04,113.41,112.12,110.79,112.2,111.18,111.4,111.82,110.95,111.54,111.51,112.02,113.04,114.29,114.94,117.16
22,B,False,109.12,108.41,110.16,109.72,108.41,107.15,109.59,108.9,109.42,110.59,111.2,110.78,110.38,112.21,111.84,113.46,114.84,115.62,115.74,114.89,115.8,115.75,114.71,114.54,112.11,112.97,113.64,112.21,111.78,109.37,107.43,108.79,108.42,107.47,109.59,108.2,106.48,104.88,104.8,104.55,103.97,106.95,108.82,109.59,109.5,110.35,108.71,112.51,113.15,115.1,115.32,115.24,118.45,115.44,115.12,116.82,118.34,114.45,114.1,115.94,115.83,115.43,116.21,114.19,113.34,115.47,113.55,114.55,114.36,114.1,114.09,115.82,113.69,116.03,114.44,114.18,116.13,117.0,117.68,118.03,119.18,115.6,116.97,116.22,117.7,116.34,115.04,113.41,112.12,110.79,112.2,111.18,111.4,111.82,110.95,111.54,111.51,112.02,113.04,114.29,114.94,117.16,117.58,118.24,118.0,119.37,119.24,122.46,120.56,121.43,120.79,121.53,122.95,121.34,119.76,121.03,118.75,119.15,118.52
23,B,False,115.22,113.47,113.77,114.92,120.86,120.42,121.61,121.88,122.01,123.29,125.27,126.07,122.0,121.56,123.51,125.24,125.33,129.38,131.95,132.25,132.13,131.8,134.56,137.93,140.84,139.4,138.75,139.61,137.75,137.13,135.25,134.99,133.29,132.93,129.13,124.66,125.86,126.24,126.07,125.84,125.95,127.5,127.49,126.27,125.25,127.29,129.74,130.17,128.91,130.33,133.05,132.74,132.47,132.29,134.05,133.75,133.25,132.57,135.92,134.22,135.33,135.24,133.73,130.74,130.25,129.09,129.03,127.81,127.6,129.99,128.86,128.8,130.21,130.58,127.41,127.68,130.39,131.54,131.91,135.58,136.03,137.07,139.84,140.13,146.25,145.3,144.79,144.36,146.7,144.26,144.04,144.55,145.25,140.78,139.79,141.04,139.9,134.15,136.35,134.3,132.89,135.11,135.19,136.03,136.04,133.49,132.17,133.71,132.73,134.13,140.45,139.03,139.47,140.48,142.89,140.16,140.65,140.6,137.23
24,B,False,110.12,110.92,110.87,111.04,113.36,113.74,113.75,115.82,117.02,115.8,115.27,114.52,115.2,114.9,114.01,112.97,112.99,111.26,110.92,109.5,108.96,108.28,108.2,107.98,108.16,107.64,107.56,107.26,109.43,110.52,112.76,112.14,112.79,112.74,114.26,115.65,115.85,114.6,114.32,114.54,116.35,116.28,116.12,116.12,116.34,116.89,115.78,117.05,116.59,115.94,114.6,113.23,112.81,112.68,112.2,112.0,110.86,111.22,110.76,109.41,108.95,109.81,111.26,112.3,114.55,115.83,117.48,119.38,120.42,122.72,125.84,125.28,126.03,124.88,125.77,125.53,124.8,122.79,122.56,120.97,120.3,120.5,119.34,119.46,119.82,119.13,119.04,118.63,118.69,120.61,120.31,120.23,121.66,122.28,122.1,121.71,123.01,123.64,125.56,124.91,126.23,125.8,123.83,123.76,123.77,123.74,122.44,122.92,121.73,121.42,122.25,123.8,124.48,123.29,122.63,121.62,123.24,122.61,123.39
25,B,False,99.153,100.29,98.346,98.487,98.458,99.423,101.42,101.08,100.84,104.29,103.9,102.97,104.23,102.04,104.01,103.54,104.51,105.21,105.83,107.62,106.17,108.2,109.6,111.44,111.31,111.77,110.17,109.64,111.33,109.66,110.31,109.62,109.8,106.33,105.31,104.93,105.08,107.92,106.06,105.27,108.43,108.03,108.86,105.69,108.35,107.28,107.66,107.59,109.33,109.93,110.45,110.22,113.74,111.86,110.11,110.56,109.28,110.54,109.24,112.19,108.84,107.44,102.44,101.56,99.061,98.444,97.936,97.288,99.824,95.704,95.735,98.875,100.6,101.47,105.58,105.41,106.65,111.2,112.03,116.22,114.5,113.45,113.56,112.13,110.87,105.75,106.49,108.08,107.21,106.9,106.48,108.81,110.36,111.01,112.02,112.06,110.86,115.6,116.71,116.6,116.88,116.53,114.99,117.55,120.19,117.41,114.76,113.61,113.23,115.18,116.72,114.54,114.37,116.26,116.59,114.76,116.74,120.25,118.62
26,B,False,107.15,109.59,108.9,109.42,110.59,111.2,110.78,110.38,112.21,111.84,113.46,114.84,115.62,115.74,114.89,115.8,115.75,114.71,114.54,112.11,112.97,113.64,112.21,111.78,109.37,107.43,108.79,108.42,107.47,109.59,108.2,106.48,104.88,104.8,104.55,103.97,106.95,108.82,109.59,109.5,110.35,108.71,112.51,113.15,115.1,115.32,115.24,118.45,115.44,115.12,116.82,118.34,114.45,114.1,115.94,115.83,115.43,116.21,114.19,113.34,115.47,113.55,114.55,114.36,114.1,114.09,115.82,113.69,116.03,114.44,114.18,116.13,117.0,117.68,118.03,119.18,115.6,116.97,116.22,117.7,116.34,115.04,113.41,112.12,110.79,112.2,111.18,111.4,111.82,110.95,111.54,111.51,112.02,113.04,114.29,114.94,117.16,117.58,118.24,118.0,119.37,119.24,122.46,120.56,121.43,120.79,121.53,122.95,121.34,119.76,121.03,118.75,119.15,118.52,119.66,120.04,118.1,118.8,120.07
27,B,False,122.94,122.74,122.88,120.48,120.79,121.02,123.26,122.41,125.01,123.58,123.68,122.81,122.76,120.5,120.4,121.89,119.07,118.8,116.12,116.34,115.91,115.18,113.18,113.85,113.8,114.22,114.28,115.35,114.24,113.54,114.79,119.28,118.7,119.63,121.66,125.02,127.72,130.13,130.79,128.13,128.76,129.44,129.46,129.35,127.14,123.35,123.58,124.11,124.11,122.49,120.33,119.61,119.02,118.34,119.42,120.82,120.38,120.87,120.34,121.24,121.0,123.68,122.85,121.87,120.72,122.79,122.47,121.48,120.06,121.25,119.42,115.6,115.55,115.75,115.32,112.02,112.85,110.6,110.24,109.27,111.54,112.55,114.18,111.92,109.7,111.1,113.93,112.68,109.57,112.34,113.92,114.43,112.31,112.57,110.5,108.23,107.32,107.4,108.85,105.94,104.94,101.57,100.5,100.13,99.362,99.436,99.695,97.355,98.26,98.123,96.224,97.688,101.26,101.22,99.88,97.541,97.084,97.795,98.32
28,B,False,64.507,65.037,64.714,65.125,64.166,64.532,64.299,65.616,65.65,65.553,65.665,64.466,65.758,64.703,64.791,65.446,65.654,67.015,65.9,65.71,67.013,65.888,66.511,67.075,67.495,68.437,68.163,68.539,68.032,67.919,67.52,66.295,66.049,66.811,66.321,66.483,66.084,66.656,66.584,65.648,65.432,65.479,65.397,65.909,67.55,66.413,65.48,65.626,66.007,65.846,65.526,66.549,66.107,66.352,66.401,66.467,66.951,67.439,68.044,68.969,68.549,68.973,69.174,69.232,68.117,68.845,68.017,68.261,68.123,67.411,68.124,68.594,68.565,69.038,69.06,68.434,69.39,68.664,70.649,71.084,71.035,71.769,72.768,72.294,71.02,70.605,71.295,70.537,70.378,71.229,71.979,70.744,70.48,69.51,68.653,68.614,69.468,69.097,68.312,68.416,69.508,69.345,69.214,69.208,69.21,69.698,69.376,69.19,69.134,70.34,69.648,68.882,68.783,67.965,68.453,68.112,68.195,68.693,68.998
29,B,True,67.11,66.089,65.902,65.936,66.522,66.799,66.771,66.942,65.826,66.582,66.598,66.906,66.067,66.896,67.127,67.778,67.063,66.881,66.42,66.647,66.512,65.917,66.634,66.789,67.172,66.777,66.038,65.391,66.162,66.077,65.945,66.769,67.71,69.886,68.402,68.454,67.333,67.375,68.263,68.551,68.354,69.367,69.086,69.077,69.186,69.659,69.872,69.694,67.811,68.874,67.935,67.388,66.962,68.038,67.442,68.189,67.484,67.173,67.366,67.245,67.615,67.234,67.749,67.95,67.569,66.736,66.85,66.81,66.353,66.126,66.381,66.883,67.138,66.334,67.329,66.836,66.568,66.18,66.413,65.53,65.318,64.883,65.134,64.627,64.111,64.357,65.391,65.505,64.367,65.57,66.458,65.899,67.219,67.637,67.566,66.655,67.341,68.058,67.485,66.593,68.171,69.252,69.281,68.974,68.643,68.34,68.223,67.584,67.457,67.346,67.044,67.957,67.215,66.703,66.251,66.379,66.715,67.486,67.783
30,B,False,122.68,121.91,119.12,117.62,118.64,120.08,120.87,119.78,121.92,125.09,129.14,130.81,129.62,131.16,130.33,132.46,131.4,135.25,134.12,132.85,131.38,129.44,127.03,127.21,128.51,125.84,124.66,124.44,121.79,122.05,121.25,121.62,120.26,119.15,119.31,118.15,119.74,117.51,117.82,119.77,117.9,118.82,119.57,120.2,123.16,122.14,123.29,124.94,125.95,127.44,129.4,131.82,136.07,136.5,138.09,138.79,138.89,139.55,138.66,137.97,135.19,133.95,131.07,130.63,128.99,124.25,123.29,124.27,125.5,124.08,123.62,124.15,125.19,127.6,128.09,130.99,129.2,131.99,135.1,135.5,137.75,138.44,138.96,138.97,137.36,140.51,141.6,139.28,137.82,138.39,136.51,136.5,137.8,138.57,134.34,132.94,132.82,133.05,133.21,132.67,132.0,130.63,131.85,131.55,130.88,131.42,130.79,128.87,129.2,127.39,123.72,122.71,121.45,119.68,119.14,117.52,116.51,117.02,117.05
31,B,False,121.49,124.72,124.94,122.96,121.95,121.31,120.08,118.23,118.52,115.79,112.89,112.0,111.37,110.05,111.21,110.04,108.62,110.4,108.95,109.69,107.36,108.94,110.11,111.47,111.52,112.0,112.59,113.9,115.87,114.67,115.93,115.76,116.52,115.79,115.31,115.48,115.53,115.27,115.37,115.49,115.61,116.05,113.92,112.76,111.86,111.98,112.63,113.08,111.33,112.75,113.41,112.44,113.1,111.45,110.76,112.06,112.1,110.91,112.14,111.31,112.19,110.87,111.54,112.54,112.28,113.13,113.09,112.25,111.35,111.3,109.0,107.2,107.49,106.98,105.88,105.4,105.21,104.34,103.62,103.89,101.78,102.28,103.2,102.61,102.89,103.01,103.62,104.01,105.8,105.67,104.66,107.51,108.9,109.74,110.07,109.6,109.84,112.16,110.75,111.84,111.34,109.59,107.9,109.14,109.91,108.74,108.25,108.17,109.25,109.04,107.89,109.51,111.3,109.99,110.38,110.66,108.07,107.15,106.68
32,B,False,104.64,104.24,105.08,105.91,106.46,107.76,109.39,111.08,110.96,112.48,114.19,114.25,114.2,114.04,112.5,112.07,109.07,105.89,105.3,104.02,103.93,103.41,102.82,103.48,102.53,102.28,104.33,104.61,105.64,106.34,107.48,108.35,110.77,112.66,113.02,113.04,114.24,114.61,114.05,114.71,114.15,115.6,116.86,116.6,115.79,118.49,117.9,117.25,117.45,117.33,119.61,118.4,117.85,116.71,118.04,118.53,119.02,118.99,118.02,116.99,118.01,116.54,115.92,114.21,112.03,112.82,112.41,111.32,110.75,110.14,110.31,109.95,111.08,110.51,109.69,115.17,116.94,119.83,120.82,123.35,124.85,125.63,125.49,124.23,123.71,121.96,119.03,118.2,117.05,115.42,113.6,112.55,111.02,110.03,108.58,107.93,109.14,109.14,108.85,109.33,109.8,109.49,110.29,109.34,108.78,109.45,111.44,110.6,109.24,109.49,108.47,107.84,107.68,108.03,107.7,108.39,109.12,110.96,110.62
33,B,False,99.914,101.27,99.05,98.092,99.067,98.187,98.16,96.842,96.385,95.182,94.297,93.689,94.425,95.255,95.179,95.198,94.823,96.768,97.449,97.864,98.369,100.42,102.2,103.44,104.16,104.35,104.61,105.92,106.31,106.06,106.49,106.41,106.87,106.23,107.76,107.31,107.07,107.57,107.4,106.1,107.46,108.15,107.15,106.63,105.67,106.09,105.31,104.28,103.62,102.66,101.78,101.32,100.25,98.825,97.913,98.916,99.33,99.208,99.774,102.41,102.28,102.79,104.18,106.26,108.15,109.94,111.73,112.52,112.62,112.88,112.78,113.08,112.47,112.55,112.05,111.33,109.4,108.72,107.76,106.96,106.68,105.62,104.9,104.21,103.34,105.18,104.67,104.5,104.81,105.0,105.79,105.17,105.37,104.29,103.83,103.59,104.42,104.74,102.54,103.23,104.07,103.1,104.46,106.43,107.1,106.14,107.43,107.18,107.62,108.12,109.08,110.12,110.92,110.87,111.04,113.36,113.74,113.75,115.82
34,B,False,66.771,66.942,65.826,66.582,66.598,66.906,66.067,66.896,67.127,67.778,67.063,66.881,66.42,66.647,66.512,65.917,66.634,66.789,67.172,66.777,66.038,65.391,66.162,66.077,65.945,66.769,67.71,69.886,68.402,68.454,67.333,67.375,68.263,68.551,68.354,69.367,69.086,69.077,69.186,69.659,69.872,69.694,67.811,68.874,67.935,67.388,66.962,68.038,67.442,68.189,67.484,67.173,67.366,67.245,67.615,67.234,67.749,67.95,67.569,66.736,66.85,66.81,66.353,66.126,66.381,66.883,67.138,66.334,67.329,66.836,66.568,66.18,66.413,65.53,65.318,64.883,65.134,64.627,64.111,64.357,65.391,65.505,64.367,65.57,66.458,65.899,67.219,67.637,67.566,66.655,67.341,68.058,67.485,66.593,68.171,69.252,69.281,68.974,68.643,68.34,68.223,67.584,67.457,67.346,67.044,67.957,67.215,66.703,66.251,66.379,66.715,67.486,67.783,68.138,68.587,69.277,68.644,68.585,69.3
35,B,True,104.24,102.19,104.01,103.58,103.01,103.87,104.81,105.81,107.66,108.07,108.92,110.19,113.1,113.1,114.54,113.65,114.55,114.18,114.59,112.48,113.1,114.03,114.58,115.25,115.53,114.34,112.82,112.45,112.48,112.07,112.9,113.09,112.66,112.58,110.49,113.21,112.18,112.26,113.03,115.44,113.82,115.1,115.9,118.49,117.49,118.79,117.15,118.62,118.28,115.78,115.52,114.19,114.07,113.43,113.61,112.12,112.0,110.32,107.84,108.6,109.1,109.39,107.75,108.79,109.18,110.08,111.61,111.86,111.93,111.99,113.86,114.55,116.55,115.69,114.02,114.08,116.99,116.4,114.63,113.0,111.25,111.89,110.76,112.13,109.27,107.12,107.67,107.53,105.01,105.05,105.4,107.68,108.36,109.65,110.32,109.97,110.88,110.5,110.28,109.4,109.96,112.37,111.51,111.26,112.33,111.06,110.51,112.13,113.22,113.14,112.61,112.58,110.64,110.22,110.13,108.59,109.13,107.52,106.57
36,B,False,77.612,78.596,78.683,79.263,79.668,79.339,80.011,80.091,80.673,80.569,80.549,80.578,80.161,79.563,78.769,78.063,78.095,78.406,78.23,78.601,77.479,76.907,76.92,77.993,78.497,78.833,79.106,79.437,79.332,79.177,79.414,78.719,78.888,78.8,78.489,78.0,78.04,77.591,77.049,76.381,75.842,74.462,73.021,72.384,72.448,72.497,71.421,71.73,72.168,71.708,73.054,73.353,72.997,74.554,75.438,76.652,76.557,77.196,77.357,77.08,76.511,76.768,76.116,75.872,74.346,74.487,74.315,73.255,73.004,72.725,72.847,72.648,72.65,72.649,72.268,72.231,72.414,72.703,73.275,73.011,72.899,72.943,73.574,73.57,73.697,73.969,74.281,74.488,75.128,75.265,75.895,76.388,76.309,76.207,75.488,76.228,76.912,75.697,75.341,74.771,74.112,74.319,72.639,72.613,71.709,70.575,71.102,70.573,69.806,69.73,70.314,70.339,71.61,72.663,72.773,72.611,73.893,73.774,74.056
37,B,False,107.74,107.69,107.3,108.46,100.97,100.32,102.13,107.95,108.84,112.21,113.37,111.56,114.92,119.5,121.36,117.92,123.21,119.33,121.09,120.4,120.12,118.88,120.35,117.77,116.95,117.72,118.0,121.29,117.73,118.88,119.95,116.72,115.9,116.59,117.59,117.47,118.06,116.49,114.93,116.83,116.24,117.88,115.35,113.75,112.58,113.41,113.58,115.22,113.47,113.77,114.92,120.86,120.42,121.61,121.88,122.01,123.29,125.27,126.07,122.0,121.56,123.51,125.24,125.33,129.38,131.95,132.25,132.13,131.8,134.56,137.93,140.84,139.4,138.75,139.61,137.75,137.13,135.25,134.99,133.29,132.93,129.13,124.66,125.86,126.24,126.07,125.84,125.95,127.5,127.49,126.27,125.25,127.29,129.74,130.17,128.91,130.33,133.05,132.74,132.47,132.29,134.05,133.75,133.25,132.57,135.92,134.22,135.33,135.24,133.73,130.74,130.25,129.09,129.03,127.81,127.6,129.99,128.86,128.8
38,B,False,78.683,79.263,79.668,79.339,80.011,80.091,80.673,80.569,80.549,80.578,80.161,79.563,78.769,78.063,78.095,78.406,78.23,78.601,77.479,76.907,76.92,77.993,78.497,78.833,79.106,79.437,79.332,79.177,79.414,78.719,78.888,78.8,78.489,78.0,78.04,77.591,77.049,76.381,75.842,74.462,73.021,72.384,72.448,72.497,71.421,71.73,72.168,71.708,73.054,73.353,72.997,74.554,75.438,76.652,76.557,77.196,77.357,77.08,76.511,76.768,76.116,75.872,74.346,74.487,74.315,73.255,73.004,72.725,72.847,72.648,72.65,72.649,72.268,72.231,72.414,72.703,73.275,73.011,72.899,72.943,73.574,73.57,73.697,73.969,74.281,74.488,75.128,75.265,75.895,76.388,76.309,76.207,75.488,76.228,76.912,75.697,75.341,74.771,74.112,74.319,72.639,72.613,71.709,70.575,71.102,70.573,69.806,69.73,70.314,70.339,71.61,72.663,72.773,72.611,73.893,73.774,74.056,74.248,74.972
