,FLARE_TYPE,COINCIDENCE,MEANJZD_1,MEANJZD_2,MEANJZD_3,MEANJZD_4,MEANJZD_5,MEANJZD_6,MEANJZD_7,MEANJZD_8,MEANJZD_9,MEANJZD_10,MEANJZD_11,MEANJZD_12,MEANJZD_13,MEANJZD_14,MEANJZD_15,MEANJZD_16,MEANJZD_17,MEANJZD_18,MEANJZD_19,MEANJZD_20,MEANJZD_21,MEANJZD_22,MEANJZD_23,MEANJZD_24,MEANJZD_25,MEANJZD_26,MEANJZD_27,MEANJZD_28,MEANJZD_29,MEANJZD_30,MEANJZD_31,MEANJZD_32,MEANJZD_33,MEANJZD_34,MEANJZD_35,MEANJZD_36,MEANJZD_37,MEANJZD_38,MEANJZD_39,MEANJZD_40,MEANJZD_41,MEANJZD_42,MEANJZD_43,MEANJZD_44,MEANJZD_45,MEANJZD_46,MEANJZD_47,MEANJZD_48,MEANJZD_49,MEANJZD_50,MEANJZD_51,MEANJZD_52,MEANJZD_53,MEANJZD_54,MEANJZD_55,MEANJZD_56,MEANJZD_57,MEANJZD_58,MEANJZD_59,MEANJZD_60,MEANJZD_61,MEANJZD_62,MEANJZD_63,MEANJZD_64,MEANJZD_65,MEANJZD_66,MEANJZD_67,MEANJZD_68,MEANJZD_69,MEANJZD_70,MEANJZD_71,MEANJZD_72,MEANJZD_73,MEANJZD_74,MEANJZD_75,MEANJZD_76,MEANJZD_77,MEANJZD_78,MEANJZD_79,MEANJZD_80,MEANJZD_81,MEANJZD_82,MEANJZD_83,MEANJZD_84,MEANJZD_85,MEANJZD_86,MEANJZD_87,MEANJZD_88,MEANJZD_89,MEANJZD_90,MEANJZD_91,MEANJZD_92,MEANJZD_93,MEANJZD_94,MEANJZD_95,MEANJZD_96,MEANJZD_97,MEANJZD_98,MEANJZD_99,MEANJZD_100,MEANJZD_101,MEANJZD_102,MEANJZD_103,MEANJZD_104,MEANJZD_105,MEANJZD_106,MEANJZD_107,MEANJZD_108,MEANJZD_109,MEANJZD_110,MEANJZD_111,MEANJZD_112,MEANJZD_113,MEANJZD_114,MEANJZD_115,MEANJZD_116,MEANJZD_117,MEANJZD_118,MEANJZD_119
10,B,True,0.041924,0.0064612,-0.013498,-0.076092,-0.04445,0.0059716,-0.07333,-0.02748,-0.076776,-0.12351,-0.11034,-0.19419,-0.18513,-0.13003,-0.19797,-0.25702,-0.26336,-0.23738,-0.21996,-0.2136,-0.2035,-0.18357,-0.11667,-0.10146,-0.22332,-0.13385,-0.13351,-0.09543,-0.12712,-0.17632,-0.14476,-0.072846,-0.056575,-0.15986,-0.16045,-0.16333,-0.15973,-0.16781,-0.097798,-0.15051,-0.12426,-0.1576,-0.1381,-0.12631,-0.12245,-0.12373,-0.13278,-0.03598,0.016449,-0.064185,0.00099544,0.075421,0.068008,0.02179,0.10877,0.01407,0.097362,0.071675,0.17684,0.11371,0.1964,0.189,0.1155,0.035736,0.13789,0.11027,0.020682,0.02916,0.14256,0.11538,0.13212,0.048011,0.14985,0.086762,0.13671,0.1746,0.085572,0.10862,0.12303,0.18345,0.20588,0.18924,0.17422,0.1623,0.21016,0.14257,0.17509,0.19843,0.20563,0.21249,0.12639,0.16444,0.20546,0.16758,0.20549,0.18754,0.15049,0.15724,0.0488,-0.048394,0.045322,-0.025685,0.0061625,0.083999,0.05018,0.12067,0.11372,0.09577,0.22126,0.1875,0.25634,0.32178,0.32181,0.37886,0.2531,0.31068,0.35848,0.32507,0.22682
11,B,True,0.069422,-0.013029,-0.0013489,0.015227,0.072975,0.027658,0.053867,0.020269,0.091334,0.11901,0.094264,0.12922,0.12736,0.14163,0.12544,0.13757,0.10959,0.11327,0.099099,0.10122,0.10741,0.11937,0.13248,0.11337,0.032688,0.014309,0.089859,0.044753,-0.0064493,0.036947,0.025272,0.063688,0.015123,0.017601,0.088933,0.056537,0.018679,0.025076,0.094825,0.083935,0.033028,0.071066,0.094739,0.087533,0.079593,0.01377,0.025852,0.04892,0.077337,0.08549,0.05011,0.012076,0.010083,-0.0032495,-0.018004,0.029654,0.16053,0.091704,0.089558,0.078646,0.078021,0.08512,0.14645,0.064586,0.12073,0.15067,0.13476,0.15559,0.17146,0.1505,0.1629,0.17439,0.11764,0.0569,0.037963,0.074878,0.035539,0.099843,0.10822,0.19871,0.15324,0.21015,0.13636,0.18279,0.19024,0.14294,0.18858,0.17165,0.15045,0.17595,0.21279,0.19937,0.22344,0.19637,0.16812,0.18603,0.22071,0.21768,0.21657,0.20422,0.16292,0.18883,0.21264,0.16995,0.18189,0.18768,0.20743,0.19423,0.17305,0.20552,0.19145,0.18386,0.17164,0.16155,0.17261,0.16038,0.2073,0.14955,0.18634
12,B,True,-0.032508,-0.047261,0.016688,-0.081279,-0.066935,-0.083612,-0.12345,-0.23353,-0.1519,-0.12349,-0.14342,-0.14655,-0.12828,-0.13543,-0.13278,-0.1978,-0.27022,-0.24007,-0.27184,-0.32298,-0.35179,-0.17156,-0.2742,-0.23503,-0.1939,-0.25459,-0.22542,-0.16218,-0.18453,-0.14983,-0.10257,0.051868,-0.036187,-0.085379,-0.054917,-0.086458,0.031337,-0.0054763,-0.029315,-0.061417,-0.044638,0.0055402,-0.015047,-0.001736,0.028562,-0.029208,-0.028234,-0.1136,-0.011566,-0.01054,0.0025199,0.063081,-0.16565,-0.032042,-0.081932,-0.089018,-0.1819,-0.12334,-0.013932,0.036353,-0.00069014,0.025047,-0.045376,0.0092742,0.081025,0.06828,0.027876,0.078966,0.041834,0.063371,0.076337,0.042107,0.02957,-0.041633,-0.022444,0.068441,0.043507,0.043645,0.045329,0.02213,0.043716,0.070002,0.10859,0.075843,-0.0098335,0.058807,0.0055988,0.049964,0.057094,0.077955,0.11768,0.13347,0.043397,0.16358,0.075318,0.10986,0.0019674,0.039472,-0.09746,-0.069374,-0.11381,-0.15193,-0.1536,-0.053383,-0.04925,-0.14979,-0.17573,-0.30944,-0.24069,-0.10652,-0.16932,-0.12621,-0.087834,-0.15378,-0.084952,-0.06716,-0.036129,0.029428,-0.023154
13,B,True,-0.16586,0.14749,0.03407,0.11189,0.23972,0.25256,-0.013436,0.10999,0.045103,0.17538,0.16721,0.09029,0.03311,-0.16224,-0.15315,-0.038437,-0.065344,0.01754,0.11655,0.041329,0.15068,0.15416,0.19086,-0.048517,0.3522,0.31605,0.37763,0.40978,0.29037,0.3635,0.37122,0.40849,0.4078,0.35662,0.31851,0.33339,0.48756,0.46043,0.29632,0.37091,0.36729,0.27306,0.34837,0.23831,0.119,0.056177,0.017481,0.018635,-0.057603,0.14516,-0.0020455,0.052487,-0.13126,-0.23871,0.036031,-0.174,-0.22334,-0.15943,0.016375,0.13923,0.014376,0.01436,0.087527,0.11922,0.29615,0.26431,0.079136,0.096746,0.077085,0.096477,0.10803,-0.012654,-0.21778,-0.10251,-0.31557,-0.24417,-0.32173,-0.44173,-0.27392,-0.65923,-0.43234,-0.2898,-0.39094,-0.4571,-0.24638,-0.052675,-0.28507,-0.14357,-0.3835,-0.23469,-0.3009,-0.13253,-0.20323,-0.48347,-0.38948,-0.26326,-0.35921,-0.23667,-0.36267,-0.44886,-0.28157,-0.26083,-0.44403,-0.25568,-0.38474,-0.19263,-0.38697,-0.42361,-0.40876,-0.10128,-0.14762,-0.15822,-0.21266,-0.19668,-0.063117,-0.051646,0.11008,0.18834,0.14003
14,B,True,0.52323,0.15597,0.19228,0.33158,0.42624,0.13751,0.24356,0.15238,-0.019476,-0.17343,-0.30436,-0.29543,-0.04708,-0.096654,-0.08745,0.10506,0.2308,0.32339,0.46139,0.5223,0.56703,0.40552,0.44172,0.5849,0.60648,0.63031,0.56329,0.52183,0.70185,0.58667,0.41712,0.57263,0.46607,0.42025,0.47295,0.56469,0.24505,0.43867,0.35821,0.49064,0.39926,0.36505,0.40023,0.50236,0.29857,0.48121,0.32619,0.2673,0.27802,0.50752,0.66503,0.64791,0.47836,0.37772,0.63746,0.30557,0.42538,0.56553,0.44327,0.51632,0.28891,0.21898,0.097447,0.39859,0.16852,0.53305,0.33791,0.50757,0.86591,0.40549,0.56647,0.75039,0.38154,0.45579,0.39552,0.44688,0.46831,0.24994,0.29461,0.21176,0.12493,-0.25005,-0.21694,-0.15575,-0.014659,-0.261,-0.12099,-0.39721,-0.18811,-0.14641,0.051646,0.022217,-0.068043,-0.099245,-0.14678,-0.023384,-0.22929,-0.16617,-0.14311,0.19478,-0.0069284,-0.072296,0.052554,-0.07914,-0.11548,-0.11326,-0.089602,-0.25102,-0.17718,-0.11423,-0.16865,-0.30275,-0.045028,0.021714,0.18784,0.015125,0.20843,0.11708,0.37314
15,B,True,-0.17357,-0.16721,-0.15014,-0.11856,-0.14306,-0.26491,-0.17998,-0.22816,-0.20202,-0.23739,-0.17785,-0.22402,-0.18285,-0.14477,-0.19145,-0.24754,-0.24494,-0.12332,-0.19141,-0.24975,-0.16625,-0.21761,-0.22565,-0.20078,-0.053556,-0.11511,-0.1657,-0.14875,-0.04873,0.0029711,-0.083909,-0.067729,-0.084487,-0.2007,-0.12685,-0.11706,-0.095626,-0.057608,-0.028878,-0.077575,-0.16676,-0.24638,-0.36806,-0.31987,-0.30718,-0.19329,-0.28335,-0.22115,-0.20068,-0.12688,-0.15754,-0.10174,-0.073129,-0.10929,0.036509,-0.010804,-0.043236,0.003949,0.0013991,0.030761,-0.011735,-0.02057,-0.039677,-0.15938,-0.085334,-0.010641,-0.030591,-0.05289,-0.061982,-0.054861,-0.033612,-0.044644,-0.0035974,-0.0088796,-0.021992,-0.076482,-0.087864,-0.033861,-0.10939,-0.022973,-0.1105,-0.035895,-0.12633,-0.13276,-0.048968,-0.088058,-0.0053794,-0.059851,-0.064146,-0.010464,-0.015541,-0.021694,-0.083377,-0.03896,-0.072036,-0.14643,-0.15593,-0.22271,-0.11218,-0.24014,-0.10974,-0.3174,-0.27059,-0.16425,-0.074578,-0.072371,-0.10816,-0.069846,0.043744,-0.0072605,-0.0070227,0.022107,-0.076603,0.033872,0.042437,0.045994,0.097582,-0.051118,-0.10601
16,B,True,0.30961,0.47847,0.41907,0.33742,0.41272,0.5116,0.483,0.39646,0.37306,0.45047,0.51366,0.3388,0.11009,0.11855,0.3033,0.14084,0.26356,0.1629,0.22946,0.20697,0.13448,0.25042,0.19767,0.20817,0.46145,0.41564,0.45048,0.52776,0.45542,0.60015,0.5228,0.34424,0.47556,0.45133,0.41878,0.52022,0.49555,0.44524,0.43097,0.36845,0.30161,0.44024,0.40243,0.26021,0.48104,0.45327,0.50869,0.39927,0.46023,0.44865,0.37045,0.40054,0.26638,0.27869,0.14521,0.122,0.070862,0.21607,0.39223,0.23815,0.38639,0.24495,0.29203,0.19407,0.26702,0.34041,0.43819,0.36106,0.44355,0.36726,0.44291,0.36521,0.41686,0.34005,0.35255,0.24364,0.16488,0.20105,-0.0036181,0.064693,-0.21074,-0.17157,-0.1029,-0.039497,0.093477,-0.16845,-0.15686,-0.08859,-0.017468,-0.0076216,0.060933,-0.047794,0.076041,0.11686,0.033815,-0.1539,-0.072261,-0.17564,-0.050917,-0.20051,-0.17525,-0.046946,-0.11818,-0.030422,-0.16901,-0.14084,-0.18261,-0.11275,-0.18008,-0.2324,-0.13511,-0.077996,0.0083463,0.13794,0.11063,0.022099,0.1979,0.13425,0.30581
17,B,False,0.4454,0.35836,0.32178,0.27703,0.20026,0.29898,0.19613,0.20119,0.012166,0.18306,0.23133,0.31656,0.36651,0.32688,0.3824,0.41983,0.4659,0.44987,0.54496,0.33871,0.34104,0.34382,0.286,0.38176,0.33281,0.29703,0.33805,0.45052,0.36088,0.3427,0.42647,0.40306,0.36626,0.33913,0.39741,0.40449,0.28992,0.27947,0.3977,0.31734,0.23451,0.2478,0.18879,0.092323,0.078266,0.2139,0.16479,0.14482,0.33965,0.31947,0.39179,0.25299,0.36125,0.34949,0.41925,0.32834,0.37969,0.43667,0.39755,0.43886,0.39413,0.48792,0.4844,0.43303,0.6131,0.7123,0.90509,0.65596,0.7043,0.73883,0.66295,0.50471,0.62657,0.40003,0.38505,0.24339,0.56369,0.49688,0.52983,0.38574,0.49828,0.36748,0.42207,0.35988,0.35482,0.44934,0.47384,0.51798,0.52276,0.61782,0.4357,0.46346,0.71645,0.60749,0.65066,0.63893,0.92652,0.89711,0.98481,0.78034,0.95395,0.88442,0.83687,1.0338,0.77483,0.84339,0.86957,0.72155,0.80888,0.61146,0.75721,0.57887,0.74705,0.56244,0.49162,0.53518,0.51362,0.46682,0.48513
18,B,False,0.075712,0.13294,0.18039,0.053006,0.076323,0.05443,-0.041956,-0.16324,-0.18808,-0.36691,-0.37379,-0.45739,-0.42695,-0.50306,-0.37841,-0.47582,-0.34092,-0.34982,-0.36256,-0.4134,-0.39001,-0.33156,-0.33623,-0.27791,-0.28197,-0.31299,-0.27138,-0.24369,-0.21361,-0.22729,-0.29676,-0.22925,-0.21934,-0.20962,-0.25859,-0.21317,-0.32029,-0.28056,-0.32376,-0.3261,-0.25224,-0.31307,-0.2988,-0.19479,-0.2016,-0.25832,-0.13654,-0.132,-0.15647,-0.23482,-0.092365,-0.035615,0.11303,0.10443,0.088793,0.1509,0.093843,0.058499,0.18673,0.098927,0.071929,0.15033,-0.025117,-0.054622,0.013534,-0.21655,-0.088547,0.057594,-0.037147,0.080143,-0.037529,0.03941,0.042486,0.065385,0.055717,0.046898,0.13964,0.011621,-0.052984,0.089339,0.054499,-0.034647,-0.073285,-0.0057264,0.048171,0.047809,0.10559,0.047118,0.075321,0.075888,0.073967,0.15803,0.10184,0.103,0.010731,0.067226,0.050512,0.063876,-0.044699,0.068177,-0.011018,0.13814,0.053843,0.00073453,0.1126,0.035351,-0.065988,-0.098576,-0.048488,0.081937,-0.09312,-0.0025828,-0.13124,-0.11219,-0.15737,-0.047664,-0.047356,-0.043535,-0.084362
19,B,True,-0.038796,-0.10824,-0.050987,-0.051743,-0.089056,0.04944,-0.08228,-0.095863,-0.20454,-0.092005,-0.17803,-0.26707,-0.19507,-0.15046,-0.095606,-0.11907,-0.20402,-0.083916,-0.12041,-0.30065,-0.14996,-0.12899,-0.16645,-0.20074,-0.22279,-0.40583,-0.275,-0.35064,-0.25785,-0.067,-0.12573,-0.10332,-0.29929,-0.30309,-0.15082,-0.14607,-0.15444,-0.19005,-0.11028,-0.1755,-0.14191,-0.3044,-0.32535,-0.39923,-0.45606,-0.28973,-0.52302,-0.38361,-0.39275,-0.45603,-0.32084,-0.21511,-0.30377,-0.44255,-0.39675,-0.37044,-0.28207,-0.34182,-0.14504,-0.33914,-0.3978,-0.33102,-0.44128,-0.34058,-0.23194,-0.28268,-0.29382,-0.16392,-0.33163,-0.44268,-0.31327,-0.26599,-0.22303,-0.36089,-0.30978,-0.31568,-0.43163,-0.27853,-0.34329,-0.44294,-0.53187,-0.40473,-0.34234,-0.25878,-0.42535,-0.45836,-0.26482,-0.40849,-0.39127,-0.34447,-0.39317,-0.31764,-0.47741,-0.44804,-0.47091,-0.51256,-0.46402,-0.25445,-0.32905,-0.30861,-0.25952,-0.33126,-0.22575,-0.10467,-0.12468,-0.098676,-0.1529,0.029988,-0.16073,-0.053331,-0.12322,-0.10758,0.0079621,-0.07301,-0.1018,-0.07587,-0.00044542,-0.10171,-0.13106
20,B,False,0.063262,-0.0078747,0.050901,-0.001193,0.041123,0.0011332,-0.029746,0.020023,0.060486,0.010703,-0.1074,0.10565,0.15414,0.13985,0.11665,0.15479,0.088947,0.19256,0.28528,0.19496,0.28342,0.27414,0.29336,0.30141,0.40572,0.27721,0.20939,0.2125,0.21514,-0.018413,0.023617,-0.042755,0.1948,0.12251,0.078111,0.12084,0.073355,-0.018051,0.081753,0.077175,-0.025624,0.084573,-0.014585,0.078364,0.056748,0.092663,0.20448,0.0085402,-0.020565,-0.0075668,-0.12281,-0.046037,-0.14317,-0.099548,-0.12839,-0.22791,-0.22791,-0.091481,-0.080853,-0.033407,0.017785,-0.013231,-0.013909,-0.054447,-0.018978,0.10858,-0.0086182,0.060984,0.060328,0.12815,0.19458,0.044515,0.057666,-0.0059855,0.043393,0.1401,0.12184,-0.001771,-0.0015592,-0.15456,0.023124,-0.15645,-0.020955,-0.079669,-0.12052,-0.16056,-0.18855,-0.12053,-0.0611,-0.24936,-0.048321,-0.097661,-0.14913,-0.0014665,0.055923,-0.063315,-0.01643,0.10017,0.015094,0.06402,-0.02489,0.11069,-0.017589,0.22433,0.11417,0.086457,0.12613,0.047836,0.018539,0.038706,0.0046843,0.29581,0.11398,0.10195,0.025674,0.056251,0.18259,0.068365,0.08159
21,B,True,0.21527,0.11391,0.1959,0.22101,-0.0014725,-0.027629,0.12367,-0.011724,-0.057091,0.024887,0.034212,0.15419,0.073723,0.06729,0.05577,0.23696,0.090972,0.25216,0.14966,0.24313,0.28049,0.40575,0.36884,0.34056,0.25707,0.27243,0.27076,0.28797,0.34896,0.3853,0.33433,0.29226,0.28552,0.36224,0.36028,0.23917,0.28457,0.20123,0.16249,0.17625,0.085027,0.23551,0.21486,0.17291,0.21,0.25126,0.26764,0.39728,0.39556,0.46888,0.44933,0.54635,0.36798,0.38428,0.35418,0.3525,0.34087,0.22227,0.21147,0.15251,0.17416,0.16481,0.25852,0.13474,0.14818,0.21381,0.13856,0.22022,0.20775,0.23629,0.38038,0.38104,0.2459,0.28652,0.19038,0.18758,0.30802,0.25074,0.20425,0.3039,0.2644,-0.0056241,0.080276,0.236,0.17391,0.21751,0.15814,0.083596,0.04275,0.26314,0.12891,0.19267,0.022391,0.14614,0.040108,0.063262,-0.0078747,0.050901,-0.001193,0.041123,0.0011332,-0.029746,0.020023,0.060486,0.010703,-0.1074,0.10565,0.15414,0.13985,0.11665,0.15479,0.088947,0.19256,0.28528,0.19496,0.28342,0.27414,0.29336,0.30141
22,B,False,0.25216,0.14966,0.24313,0.28049,0.40575,0.36884,0.34056,0.25707,0.27243,0.27076,0.28797,0.34896,0.3853,0.33433,0.29226,0.28552,0.36224,0.36028,0.23917,0.28457,0.20123,0.16249,0.17625,0.085027,0.23551,0.21486,0.17291,0.21,0.25126,0.26764,0.39728,0.39556,0.46888,0.44933,0.54635,0.36798,0.38428,0.35418,0.3525,0.34087,0.22227,0.21147,0.15251,0.17416,0.16481,0.25852,0.13474,0.14818,0.21381,0.13856,0.22022,0.20775,0.23629,0.38038,0.38104,0.2459,0.28652,0.19038,0.18758,0.30802,0.25074,0.20425,0.3039,0.2644,-0.0056241,0.080276,0.236,0.17391,0.21751,0.15814,0.083596,0.04275,0.26314,0.12891,0.19267,0.022391,0.14614,0.040108,0.063262,-0.0078747,0.050901,-0.001193,0.041123,0.0011332,-0.029746,0.020023,0.060486,0.010703,-0.1074,0.10565,0.15414,0.13985,0.11665,0.15479,0.088947,0.19256,0.28528,0.19496,0.28342,0.27414,0.29336,0.30141,0.40572,0.27721,0.20939,0.2125,0.21514,-0.018413,0.023617,-0.042755,0.1948,0.12251,0.078111,0.12084,0.073355,-0.018051,0.081753,0.077175,-0.025624
23,B,False,0.013134,0.36967,0.13888,-0.1032,-0.066151,-0.091058,-0.31353,-0.070625,-0.1047,-0.024981,-0.11928,-0.092902,0.096881,-0.2441,-0.39709,-0.16731,-0.55193,-0.26626,-0.31752,-0.20346,-0.51251,-0.52783,-0.33019,-0.027814,-0.17138,-0.52461,-0.82905,-0.38197,-0.60667,-0.44465,-0.37469,-0.12664,-0.73284,-0.27859,-0.02416,-0.062577,-0.211,-0.50557,-0.39379,-0.41006,-0.36896,-0.1791,-0.42322,-0.29972,-0.26403,-0.23349,0.037987,-0.17566,-0.22705,-0.36077,-0.1151,-0.078957,-0.0198,0.059716,-0.049425,-0.15959,0.1132,-0.050758,0.040363,-0.20029,-0.1572,-0.22509,-0.082,-0.037285,-0.16401,-0.14822,-0.22362,0.021007,-0.23878,-0.30923,-0.19696,-0.12035,-0.22299,-0.037029,-0.05339,-0.28503,-0.35686,-0.31122,-0.16858,-0.24499,-0.17307,-0.12656,-0.18765,-0.31319,-0.21553,-0.33943,-0.07508,-0.12864,-0.046195,-0.096952,-0.12655,0.082274,-0.037442,0.20882,0.16131,0.17749,0.065031,-0.0076763,0.24536,0.12811,-0.09859,-0.027175,0.11799,0.050416,-0.013556,0.11544,-0.05689,-0.0009884,0.12545,0.16487,0.32569,0.41926,0.2281,0.35479,0.35388,0.3387,0.33747,0.39491,0.45783
24,B,False,0.0019674,0.039472,-0.09746,-0.069374,-0.11381,-0.15193,-0.1536,-0.053383,-0.04925,-0.14979,-0.17573,-0.30944,-0.24069,-0.10652,-0.16932,-0.12621,-0.087834,-0.15378,-0.084952,-0.06716,-0.036129,0.029428,-0.023154,0.0028187,-0.0017318,0.058477,0.022504,0.013883,0.019752,0.080418,0.010435,-0.10067,-0.11935,-0.10637,-0.095185,-0.027344,0.0035152,-0.014417,-0.010336,-0.066932,0.12907,0.067672,0.076693,0.096754,0.055194,0.026698,0.095155,0.080032,0.10319,0.14342,0.19649,0.1518,0.10773,0.076549,-0.015142,-0.00095488,0.10873,0.028936,0.079502,0.081492,0.093074,-0.016773,0.11688,0.0094964,0.099021,0.017387,0.098682,0.088627,0.13061,0.10148,-0.015876,-0.14967,-0.1067,0.034648,0.063253,0.16332,0.14534,0.20477,0.32081,0.43726,0.3008,0.36677,0.24339,0.45568,0.40359,0.47172,0.37149,0.27745,0.33963,0.35112,0.3316,0.30255,0.26457,0.23484,0.2784,0.32753,0.27959,0.25225,0.39138,0.38284,0.33851,0.37568,0.3136,0.38501,0.33903,0.43576,0.4098,0.3851,0.37877,0.37818,0.38188,0.36788,0.27015,0.27946,0.29678,0.15087,0.31673,0.29091,0.38409
25,B,False,-0.20671,-0.079016,-0.12674,-0.14077,-0.20969,-0.14635,0.0055931,0.031388,0.034945,-0.036961,0.17309,0.1309,0.04192,0.17046,0.52323,0.15597,0.19228,0.33158,0.42624,0.13751,0.24356,0.15238,-0.019476,-0.17343,-0.30436,-0.29543,-0.04708,-0.096654,-0.08745,0.10506,0.2308,0.32339,0.46139,0.5223,0.56703,0.40552,0.44172,0.5849,0.60648,0.63031,0.56329,0.52183,0.70185,0.58667,0.41712,0.57263,0.46607,0.42025,0.47295,0.56469,0.24505,0.43867,0.35821,0.49064,0.39926,0.36505,0.40023,0.50236,0.29857,0.48121,0.32619,0.2673,0.27802,0.50752,0.66503,0.64791,0.47836,0.37772,0.63746,0.30557,0.42538,0.56553,0.44327,0.51632,0.28891,0.21898,0.097447,0.39859,0.16852,0.53305,0.33791,0.50757,0.86591,0.40549,0.56647,0.75039,0.38154,0.45579,0.39552,0.44688,0.46831,0.24994,0.29461,0.21176,0.12493,-0.25005,-0.21694,-0.15575,-0.014659,-0.261,-0.12099,-0.39721,-0.18811,-0.14641,0.051646,0.022217,-0.068043,-0.099245,-0.14678,-0.023384,-0.22929,-0.16617,-0.14311,0.19478,-0.0069284,-0.072296,0.052554,-0.07914,-0.11548
26,B,False,0.36884,0.34056,0.25707,0.27243,0.27076,0.28797,0.34896,0.3853,0.33433,0.29226,0.28552,0.36224,0.36028,0.23917,0.28457,0.20123,0.16249,0.17625,0.085027,0.23551,0.21486,0.17291,0.21,0.25126,0.26764,0.39728,0.39556,0.46888,0.44933,0.54635,0.36798,0.38428,0.35418,0.3525,0.34087,0.22227,0.21147,0.15251,0.17416,0.16481,0.25852,0.13474,0.14818,0.21381,0.13856,0.22022,0.20775,0.23629,0.38038,0.38104,0.2459,0.28652,0.19038,0.18758,0.30802,0.25074,0.20425,0.3039,0.2644,-0.0056241,0.080276,0.236,0.17391,0.21751,0.15814,0.083596,0.04275,0.26314,0.12891,0.19267,0.022391,0.14614,0.040108,0.063262,-0.0078747,0.050901,-0.001193,0.041123,0.0011332,-0.029746,0.020023,0.060486,0.010703,-0.1074,0.10565,0.15414,0.13985,0.11665,0.15479,0.088947,0.19256,0.28528,0.19496,0.28342,0.27414,0.29336,0.30141,0.40572,0.27721,0.20939,0.2125,0.21514,-0.018413,0.023617,-0.042755,0.1948,0.12251,0.078111,0.12084,0.073355,-0.018051,0.081753,0.077175,-0.025624,0.084573,-0.014585,0.078364,0.056748,0.092663
27,B,False,-0.44886,-0.28157,-0.26083,-0.44403,-0.25568,-0.38474,-0.19263,-0.38697,-0.42361,-0.40876,-0.10128,-0.14762,-0.15822,-0.21266,-0.19668,-0.063117,-0.051646,0.11008,0.18834,0.14003,0.17489,0.1831,0.2166,0.19083,0.11719,0.12256,0.1182,0.25391,0.065539,0.032539,-0.044678,-0.087993,-0.077434,-0.13867,-0.027303,-0.18204,0.018056,-0.039557,0.13477,0.2862,0.47481,0.10936,0.15898,0.28961,0.14075,0.068315,0.11742,0.29154,0.2468,0.12504,0.29336,0.35938,0.20119,0.2687,0.35786,0.23003,0.23104,0.14613,0.24014,0.24391,0.35127,0.12421,0.060055,0.2055,0.1251,-0.075653,0.042994,-0.33996,-0.1598,-0.41375,-0.36957,-0.085578,-0.1708,-0.1172,-0.13006,-0.24419,-0.32597,-0.17173,-0.1027,-0.10361,0.19164,0.08106,0.19409,-0.022653,0.070689,0.039117,-0.14563,-0.031955,-0.14408,-0.3804,-0.20058,-0.24392,-0.27535,-0.37264,-0.41444,-0.45916,-0.41502,-0.3468,-0.27837,-0.33137,-0.3473,-0.29199,-0.20907,-0.17606,-0.11088,-0.091425,0.021341,0.035013,-0.075469,-0.3385,-0.094693,-0.12619,-0.11979,-0.080178,-0.17006,-0.02228,-0.10881,-0.14924,-0.22715
28,B,False,0.46912,0.45964,0.49098,0.49368,0.47362,0.53589,0.55735,0.57219,0.52231,0.56274,0.48728,0.4194,0.44383,0.34795,0.45524,0.26336,0.31628,0.33895,0.3062,0.40471,0.34416,0.34267,0.28124,0.25415,0.2787,0.33535,0.33597,0.38277,0.37424,0.2409,0.3266,0.37609,0.38728,0.39506,0.32904,0.31677,0.34072,0.43778,0.41311,0.34961,0.19294,0.21619,0.17751,0.15974,0.11921,0.076246,0.19086,0.26529,0.23121,0.12384,0.13133,0.17622,0.17555,0.25468,0.26147,0.22837,0.26818,0.29012,0.3334,0.1136,0.18178,0.19655,0.2206,0.17969,0.18092,0.14366,0.2077,0.27084,0.14746,0.082593,0.053277,0.16879,0.051317,0.18226,0.20263,0.14396,0.25278,0.22765,0.26201,0.33257,0.30861,0.31813,0.1663,0.31189,0.17738,0.18074,0.15947,0.20871,0.19714,0.30256,0.23271,0.22883,0.20288,0.16952,0.14738,0.16686,0.1751,0.17855,0.14082,0.22163,0.23022,0.11484,0.15024,0.11869,0.17105,0.22556,0.1746,0.18019,0.18158,0.19255,0.1775,0.1061,0.22536,0.16938,0.20754,0.18222,0.18644,0.23914,0.22117
