,FLARE_TYPE,COINCIDENCE,TOTUSJZ_1,TOTUSJZ_2,TOTUSJZ_3,TOTUSJZ_4,TOTUSJZ_5,TOTUSJZ_6,TOTUSJZ_7,TOTUSJZ_8,TOTUSJZ_9,TOTUSJZ_10,TOTUSJZ_11,TOTUSJZ_12,TOTUSJZ_13,TOTUSJZ_14,TOTUSJZ_15,TOTUSJZ_16,TOTUSJZ_17,TOTUSJZ_18,TOTUSJZ_19,TOTUSJZ_20,TOTUSJZ_21,TOTUSJZ_22,TOTUSJZ_23,TOTUSJZ_24,TOTUSJZ_25,TOTUSJZ_26,TOTUSJZ_27,TOTUSJZ_28,TOTUSJZ_29,TOTUSJZ_30,TOTUSJZ_31,TOTUSJZ_32,TOTUSJZ_33,TOTUSJZ_34,TOTUSJZ_35,TOTUSJZ_36,TOTUSJZ_37,TOTUSJZ_38,TOTUSJZ_39,TOTUSJZ_40,TOTUSJZ_41,TOTUSJZ_42,TOTUSJZ_43,TOTUSJZ_44,TOTUSJZ_45,TOTUSJZ_46,TOTUSJZ_47,TOTUSJZ_48,TOTUSJZ_49,TOTUSJZ_50,TOTUSJZ_51,TOTUSJZ_52,TOTUSJZ_53,TOTUSJZ_54,TOTUSJZ_55,TOTUSJZ_56,TOTUSJZ_57,TOTUSJZ_58,TOTUSJZ_59,TOTUSJZ_60,TOTUSJZ_61,TOTUSJZ_62,TOTUSJZ_63,TOTUSJZ_64,TOTUSJZ_65,TOTUSJZ_66,TOTUSJZ_67,TOTUSJZ_68,TOTUSJZ_69,TOTUSJZ_70,TOTUSJZ_71,TOTUSJZ_72,TOTUSJZ_73,TOTUSJZ_74,TOTUSJZ_75,TOTUSJZ_76,TOTUSJZ_77,TOTUSJZ_78,TOTUSJZ_79,TOTUSJZ_80,TOTUSJZ_81,TOTUSJZ_82,TOTUSJZ_83,TOTUSJZ_84,TOTUSJZ_85,TOTUSJZ_86,TOTUSJZ_87,TOTUSJZ_88,TOTUSJZ_89,TOTUSJZ_90,TOTUSJZ_91,TOTUSJZ_92,TOTUSJZ_93,TOTUSJZ_94,TOTUSJZ_95,TOTUSJZ_96,TOTUSJZ_97,TOTUSJZ_98,TOTUSJZ_99,TOTUSJZ_100,TOTUSJZ_101,TOTUSJZ_102,TOTUSJZ_103,TOTUSJZ_104,TOTUSJZ_105,TOTUSJZ_106,TOTUSJZ_107,TOTUSJZ_108,TOTUSJZ_109,TOTUSJZ_110,TOTUSJZ_111,TOTUSJZ_112,TOTUSJZ_113,TOTUSJZ_114,TOTUSJZ_115,TOTUSJZ_116,TOTUSJZ_117,TOTUSJZ_118,TOTUSJZ_119
36,B,False,20573000000000.0,20677000000000.0,20695000000000.0,20529000000000.0,20806000000000.0,20663000000000.0,20917000000000.0,21114000000000.0,20602000000000.0,20675000000000.0,21082000000000.0,20830000000000.0,20877000000000.0,20879000000000.0,20942000000000.0,20962000000000.0,21214000000000.0,21227000000000.0,21016000000000.0,21286000000000.0,21119000000000.0,20611000000000.0,20638000000000.0,20620000000000.0,20450000000000.0,20407000000000.0,20333000000000.0,20516000000000.0,20623000000000.0,19994000000000.0,19872000000000.0,19941000000000.0,20018000000000.0,19781000000000.0,19203000000000.0,19239000000000.0,19026000000000.0,18561000000000.0,18839000000000.0,18460000000000.0,18177000000000.0,18137000000000.0,17648000000000.0,17179000000000.0,17562000000000.0,17801000000000.0,17783000000000.0,18075000000000.0,18253000000000.0,18627000000000.0,18743000000000.0,19379000000000.0,19254000000000.0,19350000000000.0,18796000000000.0,18733000000000.0,18076000000000.0,17801000000000.0,17370000000000.0,17105000000000.0,17405000000000.0,17202000000000.0,16858000000000.0,17109000000000.0,16795000000000.0,16781000000000.0,17264000000000.0,17067000000000.0,16905000000000.0,16951000000000.0,17061000000000.0,16946000000000.0,17543000000000.0,17629000000000.0,17700000000000.0,18072000000000.0,18388000000000.0,18383000000000.0,18532000000000.0,17969000000000.0,18091000000000.0,18044000000000.0,17929000000000.0,18217000000000.0,17707000000000.0,17825000000000.0,17970000000000.0,17545000000000.0,17267000000000.0,16782000000000.0,16752000000000.0,16422000000000.0,16775000000000.0,16786000000000.0,16752000000000.0,16691000000000.0,16872000000000.0,17077000000000.0,17685000000000.0,18110000000000.0,18628000000000.0,18887000000000.0,18870000000000.0,18753000000000.0,18545000000000.0,18321000000000.0,18098000000000.0,17801000000000.0,17987000000000.0,17683000000000.0,18034000000000.0,18114000000000.0,18636000000000.0,18352000000000.0,18409000000000.0,18396000000000.0,18711000000000.0,18655000000000.0,18501000000000.0
37,B,False,2462900000000.0,2404600000000.0,2590900000000.0,2486400000000.0,2726000000000.0,3104200000000.0,3268900000000.0,3321800000000.0,3218300000000.0,3544000000000.0,3742600000000.0,3782700000000.0,3874200000000.0,3862700000000.0,4089100000000.0,4128500000000.0,4076300000000.0,4020200000000.0,4201600000000.0,4348300000000.0,4367100000000.0,4457600000000.0,4658300000000.0,4575800000000.0,4934400000000.0,5194300000000.0,5125200000000.0,5057100000000.0,4587300000000.0,4456500000000.0,4520000000000.0,4538700000000.0,4617600000000.0,4561500000000.0,4408900000000.0,4301900000000.0,4316900000000.0,4459900000000.0,4659500000000.0,4894400000000.0,5022000000000.0,4800900000000.0,4819500000000.0,5004700000000.0,5417200000000.0,5293400000000.0,5307400000000.0,5259400000000.0,5510700000000.0,5390900000000.0,5524100000000.0,5870300000000.0,5757800000000.0,6061600000000.0,5882500000000.0,6063000000000.0,6168000000000.0,6177000000000.0,6405100000000.0,6491400000000.0,6283400000000.0,6321000000000.0,6287600000000.0,6465000000000.0,6235400000000.0,6483000000000.0,6253600000000.0,6075400000000.0,6313700000000.0,6038200000000.0,6113000000000.0,5984200000000.0,6525400000000.0,6522800000000.0,6592600000000.0,6451200000000.0,6110200000000.0,6467700000000.0,6394200000000.0,6628000000000.0,6716800000000.0,6876600000000.0,6736300000000.0,6679300000000.0,6762500000000.0,6690500000000.0,6980300000000.0,6783800000000.0,6880200000000.0,6836300000000.0,6760200000000.0,6888000000000.0,6715900000000.0,6690400000000.0,6969800000000.0,7012400000000.0,6583100000000.0,6695400000000.0,6966400000000.0,7206200000000.0,7256100000000.0,7509800000000.0,7374400000000.0,7406000000000.0,7306200000000.0,7059100000000.0,7248600000000.0,7075600000000.0,7186300000000.0,7401700000000.0,7185000000000.0,7252900000000.0,7152100000000.0,7046600000000.0,7168100000000.0,7043600000000.0,6989500000000.0,6806300000000.0,6831500000000.0
38,B,False,20695000000000.0,20529000000000.0,20806000000000.0,20663000000000.0,20917000000000.0,21114000000000.0,20602000000000.0,20675000000000.0,21082000000000.0,20830000000000.0,20877000000000.0,20879000000000.0,20942000000000.0,20962000000000.0,21214000000000.0,21227000000000.0,21016000000000.0,21286000000000.0,21119000000000.0,20611000000000.0,20638000000000.0,20620000000000.0,20450000000000.0,20407000000000.0,20333000000000.0,20516000000000.0,20623000000000.0,19994000000000.0,19872000000000.0,19941000000000.0,20018000000000.0,19781000000000.0,19203000000000.0,19239000000000.0,19026000000000.0,18561000000000.0,18839000000000.0,18460000000000.0,18177000000000.0,18137000000000.0,17648000000000.0,17179000000000.0,17562000000000.0,17801000000000.0,17783000000000.0,18075000000000.0,18253000000000.0,18627000000000.0,18743000000000.0,19379000000000.0,19254000000000.0,19350000000000.0,18796000000000.0,18733000000000.0,18076000000000.0,17801000000000.0,17370000000000.0,17105000000000.0,17405000000000.0,17202000000000.0,16858000000000.0,17109000000000.0,16795000000000.0,16781000000000.0,17264000000000.0,17067000000000.0,16905000000000.0,16951000000000.0,17061000000000.0,16946000000000.0,17543000000000.0,17629000000000.0,17700000000000.0,18072000000000.0,18388000000000.0,18383000000000.0,18532000000000.0,17969000000000.0,18091000000000.0,18044000000000.0,17929000000000.0,18217000000000.0,17707000000000.0,17825000000000.0,17970000000000.0,17545000000000.0,17267000000000.0,16782000000000.0,16752000000000.0,16422000000000.0,16775000000000.0,16786000000000.0,16752000000000.0,16691000000000.0,16872000000000.0,17077000000000.0,17685000000000.0,18110000000000.0,18628000000000.0,18887000000000.0,18870000000000.0,18753000000000.0,18545000000000.0,18321000000000.0,18098000000000.0,17801000000000.0,17987000000000.0,17683000000000.0,18034000000000.0,18114000000000.0,18636000000000.0,18352000000000.0,18409000000000.0,18396000000000.0,18711000000000.0,18655000000000.0,18501000000000.0,18462000000000.0,18618000000000.0
39,B,False,816430000000.0,997310000000.0,1118300000000.0,1249100000000.0,1275900000000.0,1493800000000.0,1722300000000.0,1792900000000.0,1926100000000.0,1961800000000.0,2040000000000.0,2136800000000.0,2387000000000.0,2390700000000.0,2419800000000.0,2462900000000.0,2404600000000.0,2590900000000.0,2486400000000.0,2726000000000.0,3104200000000.0,3268900000000.0,3321800000000.0,3218300000000.0,3544000000000.0,3742600000000.0,3782700000000.0,3874200000000.0,3862700000000.0,4089100000000.0,4128500000000.0,4076300000000.0,4020200000000.0,4201600000000.0,4348300000000.0,4367100000000.0,4457600000000.0,4658300000000.0,4575800000000.0,4934400000000.0,5194300000000.0,5125200000000.0,5057100000000.0,4587300000000.0,4456500000000.0,4520000000000.0,4538700000000.0,4617600000000.0,4561500000000.0,4408900000000.0,4301900000000.0,4316900000000.0,4459900000000.0,4659500000000.0,4894400000000.0,5022000000000.0,4800900000000.0,4819500000000.0,5004700000000.0,5417200000000.0,5293400000000.0,5307400000000.0,5259400000000.0,5510700000000.0,5390900000000.0,5524100000000.0,5870300000000.0,5757800000000.0,6061600000000.0,5882500000000.0,6063000000000.0,6168000000000.0,6177000000000.0,6405100000000.0,6491400000000.0,6283400000000.0,6321000000000.0,6287600000000.0,6465000000000.0,6235400000000.0,6483000000000.0,6253600000000.0,6075400000000.0,6313700000000.0,6038200000000.0,6113000000000.0,5984200000000.0,6525400000000.0,6522800000000.0,6592600000000.0,6451200000000.0,6110200000000.0,6467700000000.0,6394200000000.0,6628000000000.0,6716800000000.0,6876600000000.0,6736300000000.0,6679300000000.0,6762500000000.0,6690500000000.0,6980300000000.0,6783800000000.0,6880200000000.0,6836300000000.0,6760200000000.0,6888000000000.0,6715900000000.0,6690400000000.0,6969800000000.0,7012400000000.0,6583100000000.0,6695400000000.0,6966400000000.0,7206200000000.0,7256100000000.0,7509800000000.0,7374400000000.0,7406000000000.0
40,B,False,4316900000000.0,4459900000000.0,4659500000000.0,4894400000000.0,5022000000000.0,4800900000000.0,4819500000000.0,5004700000000.0,5417200000000.0,5293400000000.0,5307400000000.0,5259400000000.0,5510700000000.0,5390900000000.0,5524100000000.0,5870300000000.0,5757800000000.0,6061600000000.0,5882500000000.0,6063000000000.0,6168000000000.0,6177000000000.0,6405100000000.0,6491400000000.0,6283400000000.0,6321000000000.0,6287600000000.0,6465000000000.0,6235400000000.0,6483000000000.0,6253600000000.0,6075400000000.0,6313700000000.0,6038200000000.0,6113000000000.0,5984200000000.0,6525400000000.0,6522800000000.0,6592600000000.0,6451200000000.0,6110200000000.0,6467700000000.0,6394200000000.0,6628000000000.0,6716800000000.0,6876600000000.0,6736300000000.0,6679300000000.0,6762500000000.0,6690500000000.0,6980300000000.0,6783800000000.0,6880200000000.0,6836300000000.0,6760200000000.0,6888000000000.0,6715900000000.0,6690400000000.0,6969800000000.0,7012400000000.0,6583100000000.0,6695400000000.0,6966400000000.0,7206200000000.0,7256100000000.0,7509800000000.0,7374400000000.0,7406000000000.0,7306200000000.0,7059100000000.0,7248600000000.0,7075600000000.0,7186300000000.0,7401700000000.0,7185000000000.0,7252900000000.0,7152100000000.0,7046600000000.0,7168100000000.0,7043600000000.0,6989500000000.0,6806300000000.0,6831500000000.0,6765900000000.0,6706200000000.0,6608700000000.0,6712000000000.0,6671500000000.0,6582300000000.0,6433100000000.0,6385000000000.0,6467300000000.0,6335500000000.0,6108500000000.0,6185000000000.0,5947700000000.0,6050900000000.0,5888600000000.0,5866700000000.0,5878400000000.0,5804000000000.0,6016900000000.0,6072500000000.0,6090100000000.0,6023400000000.0,6002100000000.0,5908700000000.0,5931400000000.0,6051800000000.0,6068900000000.0,5831800000000.0,5901100000000.0,6138400000000.0,6047400000000.0,5875200000000.0,6003800000000.0,6054200000000.0,5937200000000.0,5812600000000.0
41,B,False,15118000000000.0,15217000000000.0,15219000000000.0,14860000000000.0,14898000000000.0,15359000000000.0,15492000000000.0,15832000000000.0,16190000000000.0,16210000000000.0,16532000000000.0,16514000000000.0,16424000000000.0,16361000000000.0,16503000000000.0,16369000000000.0,16221000000000.0,16397000000000.0,16003000000000.0,16077000000000.0,16220000000000.0,16157000000000.0,16039000000000.0,16439000000000.0,15637000000000.0,15250000000000.0,15148000000000.0,15305000000000.0,15547000000000.0,15463000000000.0,15313000000000.0,15470000000000.0,15646000000000.0,15599000000000.0,15981000000000.0,16081000000000.0,16041000000000.0,15686000000000.0,15920000000000.0,15612000000000.0,15584000000000.0,15797000000000.0,15752000000000.0,15695000000000.0,15810000000000.0,15674000000000.0,15723000000000.0,15720000000000.0,15904000000000.0,15432000000000.0,15432000000000.0,15467000000000.0,15502000000000.0,15609000000000.0,15568000000000.0,15925000000000.0,15737000000000.0,15517000000000.0,15232000000000.0,15591000000000.0,15850000000000.0,15701000000000.0,15598000000000.0,15182000000000.0,15392000000000.0,15409000000000.0,15475000000000.0,15533000000000.0,15370000000000.0,15652000000000.0,15400000000000.0,15927000000000.0,15579000000000.0,15180000000000.0,15203000000000.0,14860000000000.0,14677000000000.0,14343000000000.0,14297000000000.0,14216000000000.0,14153000000000.0,13871000000000.0,14458000000000.0,14496000000000.0,14696000000000.0,15195000000000.0,15021000000000.0,15340000000000.0,15062000000000.0,15433000000000.0,15173000000000.0,15154000000000.0,15195000000000.0,14919000000000.0,14817000000000.0,14814000000000.0,14729000000000.0,14794000000000.0,15083000000000.0,14962000000000.0,14907000000000.0,14634000000000.0,14390000000000.0,14129000000000.0,14525000000000.0,14744000000000.0,14355000000000.0,14251000000000.0,13985000000000.0,13824000000000.0,13759000000000.0,13474000000000.0,13256000000000.0,13393000000000.0,13643000000000.0,13554000000000.0,13672000000000.0,13665000000000.0,13949000000000.0
42,B,False,7338700000000.0,7541300000000.0,7646100000000.0,7843500000000.0,8079300000000.0,8037900000000.0,7903500000000.0,8304800000000.0,8409700000000.0,8839100000000.0,8948600000000.0,8911800000000.0,8985200000000.0,8929600000000.0,8947400000000.0,8851400000000.0,8593400000000.0,8261100000000.0,7824500000000.0,7826200000000.0,7780000000000.0,7858600000000.0,8045000000000.0,8185400000000.0,8082900000000.0,7975600000000.0,7874900000000.0,7922400000000.0,8092100000000.0,8080000000000.0,8440000000000.0,8742200000000.0,9101200000000.0,9270100000000.0,9496200000000.0,8958100000000.0,8171500000000.0,8383900000000.0,7844600000000.0,7805700000000.0,7497300000000.0,7570400000000.0,7425700000000.0,7855600000000.0,7606600000000.0,7708200000000.0,7771000000000.0,7475900000000.0,7491300000000.0,7697900000000.0,7681700000000.0,7681200000000.0,7457600000000.0,7559200000000.0,7393400000000.0,7609400000000.0,7174000000000.0,7230500000000.0,7139000000000.0,6921500000000.0,7178700000000.0,7162400000000.0,7287800000000.0,6966700000000.0,7155800000000.0,7025600000000.0,7124600000000.0,7091100000000.0,7071800000000.0,7064600000000.0,7101400000000.0,7254600000000.0,7778100000000.0,8065600000000.0,8246800000000.0,8526300000000.0,8571800000000.0,8474700000000.0,7495700000000.0,7220400000000.0,6858000000000.0,6764500000000.0,6770000000000.0,6826100000000.0,6379200000000.0,6197400000000.0,6162300000000.0,6190500000000.0,6190500000000.0,6047800000000.0,6065900000000.0,6012100000000.0,6364000000000.0,6196400000000.0,6467600000000.0,6251200000000.0,6277000000000.0,6352700000000.0,6460900000000.0,6541800000000.0,6511900000000.0,6369800000000.0,6294000000000.0,6205400000000.0,6297800000000.0,6023500000000.0,6163100000000.0,6206500000000.0,6208300000000.0,6064200000000.0,6140500000000.0,6071000000000.0,6038300000000.0,6031900000000.0,5871100000000.0,5902200000000.0,5892100000000.0,5804500000000.0,5968000000000.0
43,B,False,3707300000000.0,3683500000000.0,3559700000000.0,3484100000000.0,3460300000000.0,3596700000000.0,3589600000000.0,3691300000000.0,3637600000000.0,3576800000000.0,3812300000000.0,3503200000000.0,3597500000000.0,3688400000000.0,3732000000000.0,3878600000000.0,3869500000000.0,3931200000000.0,3858800000000.0,4040200000000.0,4002900000000.0,4073300000000.0,4127000000000.0,4055800000000.0,3977900000000.0,3866800000000.0,4060600000000.0,4087500000000.0,4187800000000.0,4129500000000.0,4215900000000.0,4230200000000.0,4400100000000.0,4594400000000.0,4395900000000.0,4371000000000.0,4561400000000.0,4720200000000.0,4777700000000.0,4852300000000.0,4937600000000.0,4977500000000.0,4983200000000.0,4894400000000.0,4845700000000.0,4743600000000.0,4900700000000.0,4622600000000.0,4928900000000.0,5182800000000.0,5171200000000.0,5295400000000.0,5378200000000.0,5817400000000.0,6181500000000.0,5902600000000.0,6416000000000.0,6991600000000.0,7088200000000.0,7634000000000.0,7762200000000.0,7688800000000.0,7308900000000.0,7099200000000.0,7215500000000.0,7285600000000.0,7368200000000.0,6971700000000.0,6860800000000.0,6767600000000.0,6745300000000.0,6855500000000.0,6717600000000.0,6615300000000.0,6650700000000.0,6789100000000.0,6667500000000.0,6941400000000.0,7115600000000.0,7150500000000.0,7218800000000.0,7462400000000.0,7651400000000.0,7972100000000.0,7842000000000.0,7924200000000.0,8107000000000.0,8122400000000.0,8484300000000.0,8063200000000.0,7782500000000.0,8041100000000.0,8342700000000.0,8187700000000.0,8280300000000.0,7951300000000.0,7794800000000.0,7997900000000.0,7527100000000.0,7626900000000.0,7543400000000.0,7778700000000.0,8125300000000.0,8120500000000.0,7733100000000.0,8114600000000.0,7974100000000.0,8162200000000.0,8087300000000.0,7809300000000.0,8001500000000.0,8086500000000.0,7471800000000.0,7834700000000.0,7869400000000.0,7950000000000.0,8572000000000.0,8207700000000.0,8150400000000.0
44,B,False,15340000000000.0,15062000000000.0,15433000000000.0,15173000000000.0,15154000000000.0,15195000000000.0,14919000000000.0,14817000000000.0,14814000000000.0,14729000000000.0,14794000000000.0,15083000000000.0,14962000000000.0,14907000000000.0,14634000000000.0,14390000000000.0,14129000000000.0,14525000000000.0,14744000000000.0,14355000000000.0,14251000000000.0,13985000000000.0,13824000000000.0,13759000000000.0,13474000000000.0,13256000000000.0,13393000000000.0,13643000000000.0,13554000000000.0,13672000000000.0,13665000000000.0,13949000000000.0,13689000000000.0,13764000000000.0,14112000000000.0,14151000000000.0,14057000000000.0,14197000000000.0,14574000000000.0,13972000000000.0,13855000000000.0,13986000000000.0,14130000000000.0,13824000000000.0,13749000000000.0,13615000000000.0,13902000000000.0,13743000000000.0,13663000000000.0,13965000000000.0,13712000000000.0,13345000000000.0,13316000000000.0,13342000000000.0,13277000000000.0,12574000000000.0,12724000000000.0,12913000000000.0,13236000000000.0,13634000000000.0,13669000000000.0,13644000000000.0,13574000000000.0,13102000000000.0,12495000000000.0,12402000000000.0,12138000000000.0,12440000000000.0,12134000000000.0,12571000000000.0,12175000000000.0,11904000000000.0,12228000000000.0,11951000000000.0,11994000000000.0,12116000000000.0,11874000000000.0,12081000000000.0,12095000000000.0,11994000000000.0,11548000000000.0,11719000000000.0,11708000000000.0,11598000000000.0,11477000000000.0,11670000000000.0,11637000000000.0,11498000000000.0,11452000000000.0,11489000000000.0,11484000000000.0,11283000000000.0,11661000000000.0,11480000000000.0,11240000000000.0,11101000000000.0,11074000000000.0,11278000000000.0,11220000000000.0,10944000000000.0,11214000000000.0,11327000000000.0,11407000000000.0,11246000000000.0,11288000000000.0,11548000000000.0,11752000000000.0,12279000000000.0,12187000000000.0,12256000000000.0,12088000000000.0,11918000000000.0,11356000000000.0,11356000000000.0,11423000000000.0,11049000000000.0,11016000000000.0,10968000000000.0,10900000000000.0
45,B,False,10333000000000.0,10521000000000.0,9901000000000.0,9959100000000.0,9988000000000.0,10115000000000.0,9947000000000.0,10090000000000.0,9948000000000.0,9932900000000.0,9750700000000.0,9707800000000.0,9324000000000.0,9265000000000.0,9482300000000.0,9521800000000.0,9325300000000.0,9179100000000.0,9166100000000.0,9084000000000.0,8960200000000.0,8910900000000.0,8941700000000.0,9087800000000.0,9097000000000.0,9860700000000.0,9834500000000.0,9578900000000.0,9639000000000.0,9770000000000.0,9779100000000.0,9839600000000.0,9499200000000.0,9527100000000.0,9529200000000.0,10017000000000.0,9826700000000.0,9807200000000.0,9690800000000.0,9718600000000.0,9575100000000.0,9341000000000.0,9476700000000.0,9454300000000.0,9380800000000.0,9311400000000.0,9328200000000.0,8934100000000.0,9054800000000.0,8905900000000.0,8982400000000.0,9131400000000.0,9224100000000.0,8520700000000.0,8598900000000.0,8668700000000.0,8597800000000.0,8585300000000.0,8569500000000.0,8661800000000.0,8864400000000.0,8535200000000.0,8386600000000.0,8447200000000.0,8264900000000.0,8310800000000.0,7997600000000.0,8206400000000.0,8091900000000.0,8338400000000.0,8258800000000.0,8255600000000.0,8375800000000.0,8248300000000.0,8140200000000.0,8240600000000.0,8313700000000.0,8393400000000.0,8190600000000.0,8070300000000.0,8075500000000.0,8177500000000.0,8356800000000.0,8096900000000.0,8612700000000.0,8308200000000.0,8322500000000.0,8296200000000.0,8477400000000.0,8240600000000.0,8258000000000.0,8127700000000.0,8053600000000.0,8124100000000.0,8066200000000.0,8131100000000.0,8162600000000.0,8132600000000.0,8143000000000.0,7687800000000.0,7757200000000.0,7556700000000.0,7669700000000.0,7647700000000.0,7560300000000.0,7227600000000.0,7535700000000.0,7403900000000.0,7270000000000.0,7028100000000.0,7300600000000.0,7135900000000.0,7012800000000.0,7134900000000.0,7119100000000.0,7270600000000.0,7210900000000.0,7177900000000.0,7063400000000.0
46,B,False,12799000000000.0,12934000000000.0,13062000000000.0,13531000000000.0,13556000000000.0,13702000000000.0,13541000000000.0,13405000000000.0,13293000000000.0,13641000000000.0,13657000000000.0,13674000000000.0,13343000000000.0,13455000000000.0,13647000000000.0,14181000000000.0,14081000000000.0,13857000000000.0,14727000000000.0,14576000000000.0,14445000000000.0,14724000000000.0,15102000000000.0,14897000000000.0,14731000000000.0,15051000000000.0,15263000000000.0,15207000000000.0,15025000000000.0,15098000000000.0,15218000000000.0,15453000000000.0,15371000000000.0,15766000000000.0,15919000000000.0,15849000000000.0,16157000000000.0,16678000000000.0,16559000000000.0,16444000000000.0,16363000000000.0,16719000000000.0,16468000000000.0,16617000000000.0,16574000000000.0,16811000000000.0,16376000000000.0,16709000000000.0,16390000000000.0,16516000000000.0,16270000000000.0,16534000000000.0,15932000000000.0,16853000000000.0,16801000000000.0,17173000000000.0,16929000000000.0,17585000000000.0,16980000000000.0,17076000000000.0,17201000000000.0,16810000000000.0,16936000000000.0,17023000000000.0,17202000000000.0,17273000000000.0,17342000000000.0,17823000000000.0,17398000000000.0,17404000000000.0,17458000000000.0,16982000000000.0,17228000000000.0,17587000000000.0,17665000000000.0,17863000000000.0,17829000000000.0,17607000000000.0,17414000000000.0,17963000000000.0,17628000000000.0,17601000000000.0,17780000000000.0,17824000000000.0,18149000000000.0,17889000000000.0,17676000000000.0,17839000000000.0,17684000000000.0,17978000000000.0,18005000000000.0,18014000000000.0,18000000000000.0,17901000000000.0,17704000000000.0,18066000000000.0,18471000000000.0,19008000000000.0,19129000000000.0,18993000000000.0,19192000000000.0,18979000000000.0,18420000000000.0,19070000000000.0,19385000000000.0,18983000000000.0,19099000000000.0,19201000000000.0,18525000000000.0,18109000000000.0,17884000000000.0,18175000000000.0,18153000000000.0,18329000000000.0,19026000000000.0,18904000000000.0,19041000000000.0,19119000000000.0,18798000000000.0
47,B,False,8110300000000.0,7957400000000.0,7972800000000.0,7887300000000.0,8229900000000.0,7949900000000.0,8147100000000.0,8061800000000.0,8128800000000.0,8381300000000.0,8184600000000.0,8350700000000.0,8439400000000.0,8461500000000.0,8303800000000.0,8374200000000.0,8481600000000.0,8268000000000.0,8191300000000.0,8418200000000.0,8161300000000.0,8246900000000.0,8260200000000.0,8349400000000.0,8418900000000.0,8465900000000.0,8433000000000.0,8442800000000.0,8272400000000.0,8481300000000.0,8490900000000.0,8551200000000.0,8623300000000.0,8667400000000.0,8428300000000.0,8299000000000.0,8447600000000.0,8064300000000.0,7961800000000.0,8098600000000.0,8114000000000.0,8080500000000.0,7692800000000.0,7610700000000.0,7775000000000.0,7660600000000.0,7532500000000.0,7564500000000.0,7662900000000.0,7852400000000.0,7643100000000.0,7565800000000.0,7421000000000.0,7529100000000.0,7583900000000.0,7685200000000.0,7592000000000.0,7705300000000.0,7760100000000.0,7773200000000.0,7845800000000.0,7843800000000.0,8103900000000.0,8096800000000.0,8086600000000.0,7921500000000.0,7923800000000.0,7917600000000.0,7844100000000.0,8144500000000.0,7957000000000.0,8355800000000.0,8364600000000.0,8364300000000.0,8186000000000.0,8144000000000.0,7920900000000.0,7860200000000.0,7603400000000.0,7546600000000.0,7606900000000.0,7713400000000.0,7705000000000.0,7617200000000.0,7536500000000.0,7389500000000.0,7394500000000.0,7281200000000.0,7055600000000.0,7137400000000.0,7249000000000.0,6964000000000.0,6918500000000.0,6998000000000.0,7203000000000.0,6841900000000.0,7111700000000.0,7276700000000.0,6973200000000.0,7020400000000.0,6727600000000.0,6903800000000.0,7067700000000.0,7106400000000.0,7137000000000.0,6992000000000.0,7071100000000.0,7042300000000.0,7076800000000.0,6969500000000.0,6868400000000.0,6854600000000.0,7023400000000.0,6963000000000.0,6874600000000.0,6932000000000.0,7073100000000.0,7000100000000.0,6781900000000.0
48,B,False,3556800000000.0,3546000000000.0,3394300000000.0,3584100000000.0,3601400000000.0,3534200000000.0,3478000000000.0,3426100000000.0,3503300000000.0,3546300000000.0,3410100000000.0,3408000000000.0,3403400000000.0,3249900000000.0,3281700000000.0,3408200000000.0,3413500000000.0,3284800000000.0,3224000000000.0,3283300000000.0,3283500000000.0,3288900000000.0,3283100000000.0,3490400000000.0,3459200000000.0,3472000000000.0,3437200000000.0,3458900000000.0,3526300000000.0,3420000000000.0,3475600000000.0,3601300000000.0,3550800000000.0,3543700000000.0,3476900000000.0,3578500000000.0,3410600000000.0,3392000000000.0,3336300000000.0,3296000000000.0,3486900000000.0,3570100000000.0,3381600000000.0,3497100000000.0,3387200000000.0,3513900000000.0,3388300000000.0,3298000000000.0,3347100000000.0,3272100000000.0,3192500000000.0,3078100000000.0,3058500000000.0,3041400000000.0,3015800000000.0,3000900000000.0,3036400000000.0,2983600000000.0,3125300000000.0,3137600000000.0,3153100000000.0,3053000000000.0,3078100000000.0,2956300000000.0,3009500000000.0,3160300000000.0,3169200000000.0,3074900000000.0,2921700000000.0,2880800000000.0,2930000000000.0,2951300000000.0,2956300000000.0,2922200000000.0,2973900000000.0,2888900000000.0,2888000000000.0,2898200000000.0,2903300000000.0,2801400000000.0,2778200000000.0,2996600000000.0,2883100000000.0,2774900000000.0,2724800000000.0,2690800000000.0,2831000000000.0,2785100000000.0,2813300000000.0,2818400000000.0,2809300000000.0,2865600000000.0,2744800000000.0,2660200000000.0,2770800000000.0,2716500000000.0,2892300000000.0,2775200000000.0,2737200000000.0,2829600000000.0,2912300000000.0,2898300000000.0,2879900000000.0,2783600000000.0,2863400000000.0,2810200000000.0,2707800000000.0,2746900000000.0,2815000000000.0,2858300000000.0,3072800000000.0,3046600000000.0,3119600000000.0,3036500000000.0,3011300000000.0,3185300000000.0,3215500000000.0,3136600000000.0,3105000000000.0
