,FLARE_TYPE,COINCIDENCE,TOTUSJZ_1,TOTUSJZ_2,TOTUSJZ_3,TOTUSJZ_4,TOTUSJZ_5,TOTUSJZ_6,TOTUSJZ_7,TOTUSJZ_8,TOTUSJZ_9,TOTUSJZ_10,TOTUSJZ_11,TOTUSJZ_12,TOTUSJZ_13,TOTUSJZ_14,TOTUSJZ_15,TOTUSJZ_16,TOTUSJZ_17,TOTUSJZ_18,TOTUSJZ_19,TOTUSJZ_20,TOTUSJZ_21,TOTUSJZ_22,TOTUSJZ_23,TOTUSJZ_24,TOTUSJZ_25,TOTUSJZ_26,TOTUSJZ_27,TOTUSJZ_28,TOTUSJZ_29,TOTUSJZ_30,TOTUSJZ_31,TOTUSJZ_32,TOTUSJZ_33,TOTUSJZ_34,TOTUSJZ_35,TOTUSJZ_36,TOTUSJZ_37,TOTUSJZ_38,TOTUSJZ_39,TOTUSJZ_40,TOTUSJZ_41,TOTUSJZ_42,TOTUSJZ_43,TOTUSJZ_44,TOTUSJZ_45,TOTUSJZ_46,TOTUSJZ_47,TOTUSJZ_48,TOTUSJZ_49,TOTUSJZ_50,TOTUSJZ_51,TOTUSJZ_52,TOTUSJZ_53,TOTUSJZ_54,TOTUSJZ_55,TOTUSJZ_56,TOTUSJZ_57,TOTUSJZ_58,TOTUSJZ_59,TOTUSJZ_60,TOTUSJZ_61,TOTUSJZ_62,TOTUSJZ_63,TOTUSJZ_64,TOTUSJZ_65,TOTUSJZ_66,TOTUSJZ_67,TOTUSJZ_68,TOTUSJZ_69,TOTUSJZ_70,TOTUSJZ_71,TOTUSJZ_72,TOTUSJZ_73,TOTUSJZ_74,TOTUSJZ_75,TOTUSJZ_76,TOTUSJZ_77,TOTUSJZ_78,TOTUSJZ_79,TOTUSJZ_80,TOTUSJZ_81,TOTUSJZ_82,TOTUSJZ_83,TOTUSJZ_84,TOTUSJZ_85,TOTUSJZ_86,TOTUSJZ_87,TOTUSJZ_88,TOTUSJZ_89,TOTUSJZ_90,TOTUSJZ_91,TOTUSJZ_92,TOTUSJZ_93,TOTUSJZ_94,TOTUSJZ_95,TOTUSJZ_96,TOTUSJZ_97,TOTUSJZ_98,TOTUSJZ_99,TOTUSJZ_100,TOTUSJZ_101,TOTUSJZ_102,TOTUSJZ_103,TOTUSJZ_104,TOTUSJZ_105,TOTUSJZ_106,TOTUSJZ_107,TOTUSJZ_108,TOTUSJZ_109,TOTUSJZ_110,TOTUSJZ_111,TOTUSJZ_112,TOTUSJZ_113,TOTUSJZ_114,TOTUSJZ_115,TOTUSJZ_116,TOTUSJZ_117,TOTUSJZ_118,TOTUSJZ_119
10,B,True,20020000000000.0,19834000000000.0,19628000000000.0,19809000000000.0,19896000000000.0,19915000000000.0,19934000000000.0,20125000000000.0,20352000000000.0,20573000000000.0,20677000000000.0,20695000000000.0,20529000000000.0,20806000000000.0,20663000000000.0,20917000000000.0,21114000000000.0,20602000000000.0,20675000000000.0,21082000000000.0,20830000000000.0,20877000000000.0,20879000000000.0,20942000000000.0,20962000000000.0,21214000000000.0,21227000000000.0,21016000000000.0,21286000000000.0,21119000000000.0,20611000000000.0,20638000000000.0,20620000000000.0,20450000000000.0,20407000000000.0,20333000000000.0,20516000000000.0,20623000000000.0,19994000000000.0,19872000000000.0,19941000000000.0,20018000000000.0,19781000000000.0,19203000000000.0,19239000000000.0,19026000000000.0,18561000000000.0,18839000000000.0,18460000000000.0,18177000000000.0,18137000000000.0,17648000000000.0,17179000000000.0,17562000000000.0,17801000000000.0,17783000000000.0,18075000000000.0,18253000000000.0,18627000000000.0,18743000000000.0,19379000000000.0,19254000000000.0,19350000000000.0,18796000000000.0,18733000000000.0,18076000000000.0,17801000000000.0,17370000000000.0,17105000000000.0,17405000000000.0,17202000000000.0,16858000000000.0,17109000000000.0,16795000000000.0,16781000000000.0,17264000000000.0,17067000000000.0,16905000000000.0,16951000000000.0,17061000000000.0,16946000000000.0,17543000000000.0,17629000000000.0,17700000000000.0,18072000000000.0,18388000000000.0,18383000000000.0,18532000000000.0,17969000000000.0,18091000000000.0,18044000000000.0,17929000000000.0,18217000000000.0,17707000000000.0,17825000000000.0,17970000000000.0,17545000000000.0,17267000000000.0,16782000000000.0,16752000000000.0,16422000000000.0,16775000000000.0,16786000000000.0,16752000000000.0,16691000000000.0,16872000000000.0,17077000000000.0,17685000000000.0,18110000000000.0,18628000000000.0,18887000000000.0,18870000000000.0,18753000000000.0,18545000000000.0,18321000000000.0,18098000000000.0,17801000000000.0,17987000000000.0,17683000000000.0
11,B,True,31490000000000.0,30675000000000.0,30475000000000.0,29818000000000.0,29793000000000.0,29562000000000.0,29943000000000.0,29781000000000.0,29997000000000.0,29792000000000.0,30503000000000.0,30675000000000.0,30693000000000.0,30420000000000.0,30778000000000.0,30957000000000.0,31864000000000.0,32069000000000.0,32563000000000.0,32838000000000.0,32543000000000.0,31801000000000.0,31072000000000.0,29855000000000.0,29498000000000.0,29245000000000.0,28704000000000.0,28962000000000.0,28401000000000.0,28133000000000.0,27667000000000.0,27512000000000.0,27698000000000.0,27497000000000.0,27820000000000.0,28254000000000.0,28201000000000.0,27644000000000.0,27273000000000.0,27165000000000.0,26857000000000.0,26901000000000.0,27409000000000.0,27755000000000.0,27576000000000.0,28320000000000.0,28149000000000.0,28196000000000.0,27805000000000.0,28028000000000.0,28008000000000.0,28179000000000.0,28839000000000.0,28859000000000.0,28819000000000.0,29781000000000.0,29886000000000.0,29957000000000.0,29862000000000.0,30515000000000.0,31208000000000.0,31442000000000.0,31674000000000.0,32035000000000.0,31872000000000.0,31453000000000.0,30767000000000.0,30344000000000.0,30388000000000.0,29788000000000.0,30012000000000.0,30015000000000.0,29515000000000.0,29900000000000.0,30126000000000.0,29755000000000.0,29154000000000.0,29545000000000.0,30472000000000.0,30856000000000.0,31139000000000.0,31605000000000.0,31113000000000.0,31373000000000.0,31649000000000.0,31409000000000.0,31187000000000.0,31023000000000.0,30887000000000.0,30622000000000.0,30379000000000.0,30195000000000.0,30157000000000.0,30423000000000.0,30164000000000.0,30293000000000.0,29984000000000.0,29619000000000.0,30048000000000.0,30534000000000.0,30757000000000.0,30311000000000.0,30094000000000.0,30938000000000.0,30007000000000.0,29619000000000.0,29876000000000.0,30447000000000.0,30608000000000.0,30684000000000.0,30768000000000.0,31091000000000.0,30994000000000.0,30528000000000.0,31109000000000.0,30893000000000.0,30829000000000.0,30511000000000.0,30560000000000.0
12,B,True,15028000000000.0,14828000000000.0,14995000000000.0,15147000000000.0,15208000000000.0,15227000000000.0,14959000000000.0,14406000000000.0,14337000000000.0,14126000000000.0,14079000000000.0,13846000000000.0,13784000000000.0,13344000000000.0,13312000000000.0,13184000000000.0,12937000000000.0,12995000000000.0,13301000000000.0,13555000000000.0,13615000000000.0,13622000000000.0,13603000000000.0,13857000000000.0,14087000000000.0,14137000000000.0,14226000000000.0,14356000000000.0,14377000000000.0,14741000000000.0,14820000000000.0,14866000000000.0,15425000000000.0,15581000000000.0,16023000000000.0,16222000000000.0,15701000000000.0,15961000000000.0,15683000000000.0,15593000000000.0,15681000000000.0,15294000000000.0,14856000000000.0,14542000000000.0,14509000000000.0,14188000000000.0,14276000000000.0,14288000000000.0,13795000000000.0,13838000000000.0,13472000000000.0,13228000000000.0,13296000000000.0,13472000000000.0,13314000000000.0,13348000000000.0,13595000000000.0,13537000000000.0,13683000000000.0,13581000000000.0,14023000000000.0,13765000000000.0,14211000000000.0,14200000000000.0,14437000000000.0,14343000000000.0,14195000000000.0,14169000000000.0,13820000000000.0,13999000000000.0,13631000000000.0,13694000000000.0,13584000000000.0,13451000000000.0,13513000000000.0,13443000000000.0,13618000000000.0,13502000000000.0,13429000000000.0,13703000000000.0,13810000000000.0,13680000000000.0,13857000000000.0,14004000000000.0,13784000000000.0,14001000000000.0,14003000000000.0,13740000000000.0,14140000000000.0,14059000000000.0,14326000000000.0,14240000000000.0,14275000000000.0,14342000000000.0,14435000000000.0,13975000000000.0,14340000000000.0,13966000000000.0,14145000000000.0,14021000000000.0,13879000000000.0,13885000000000.0,13931000000000.0,13774000000000.0,13958000000000.0,14147000000000.0,13967000000000.0,13790000000000.0,13852000000000.0,13936000000000.0,14042000000000.0,13811000000000.0,13531000000000.0,13793000000000.0,13687000000000.0,13699000000000.0,13577000000000.0,13747000000000.0,13554000000000.0
13,B,True,3316000000000.0,3355400000000.0,3221400000000.0,3335700000000.0,3348700000000.0,3282200000000.0,3334900000000.0,3496600000000.0,3564600000000.0,3594200000000.0,3520500000000.0,3628400000000.0,3591800000000.0,3556800000000.0,3546000000000.0,3394300000000.0,3584100000000.0,3601400000000.0,3534200000000.0,3478000000000.0,3426100000000.0,3503300000000.0,3546300000000.0,3410100000000.0,3408000000000.0,3403400000000.0,3249900000000.0,3281700000000.0,3408200000000.0,3413500000000.0,3284800000000.0,3224000000000.0,3283300000000.0,3283500000000.0,3288900000000.0,3283100000000.0,3490400000000.0,3459200000000.0,3472000000000.0,3437200000000.0,3458900000000.0,3526300000000.0,3420000000000.0,3475600000000.0,3601300000000.0,3550800000000.0,3543700000000.0,3476900000000.0,3578500000000.0,3410600000000.0,3392000000000.0,3336300000000.0,3296000000000.0,3486900000000.0,3570100000000.0,3381600000000.0,3497100000000.0,3387200000000.0,3513900000000.0,3388300000000.0,3298000000000.0,3347100000000.0,3272100000000.0,3192500000000.0,3078100000000.0,3058500000000.0,3041400000000.0,3015800000000.0,3000900000000.0,3036400000000.0,2983600000000.0,3125300000000.0,3137600000000.0,3153100000000.0,3053000000000.0,3078100000000.0,2956300000000.0,3009500000000.0,3160300000000.0,3169200000000.0,3074900000000.0,2921700000000.0,2880800000000.0,2930000000000.0,2951300000000.0,2956300000000.0,2922200000000.0,2973900000000.0,2888900000000.0,2888000000000.0,2898200000000.0,2903300000000.0,2801400000000.0,2778200000000.0,2996600000000.0,2883100000000.0,2774900000000.0,2724800000000.0,2690800000000.0,2831000000000.0,2785100000000.0,2813300000000.0,2818400000000.0,2809300000000.0,2865600000000.0,2744800000000.0,2660200000000.0,2770800000000.0,2716500000000.0,2892300000000.0,2775200000000.0,2737200000000.0,2829600000000.0,2912300000000.0,2898300000000.0,2879900000000.0,2783600000000.0,2863400000000.0,2810200000000.0
14,B,True,3322400000000.0,3500100000000.0,3708900000000.0,3861200000000.0,4040000000000.0,3977500000000.0,4175200000000.0,4065200000000.0,3911300000000.0,3733900000000.0,3707300000000.0,3683500000000.0,3559700000000.0,3484100000000.0,3460300000000.0,3596700000000.0,3589600000000.0,3691300000000.0,3637600000000.0,3576800000000.0,3812300000000.0,3503200000000.0,3597500000000.0,3688400000000.0,3732000000000.0,3878600000000.0,3869500000000.0,3931200000000.0,3858800000000.0,4040200000000.0,4002900000000.0,4073300000000.0,4127000000000.0,4055800000000.0,3977900000000.0,3866800000000.0,4060600000000.0,4087500000000.0,4187800000000.0,4129500000000.0,4215900000000.0,4230200000000.0,4400100000000.0,4594400000000.0,4395900000000.0,4371000000000.0,4561400000000.0,4720200000000.0,4777700000000.0,4852300000000.0,4937600000000.0,4977500000000.0,4983200000000.0,4894400000000.0,4845700000000.0,4743600000000.0,4900700000000.0,4622600000000.0,4928900000000.0,5182800000000.0,5171200000000.0,5295400000000.0,5378200000000.0,5817400000000.0,6181500000000.0,5902600000000.0,6416000000000.0,6991600000000.0,7088200000000.0,7634000000000.0,7762200000000.0,7688800000000.0,7308900000000.0,7099200000000.0,7215500000000.0,7285600000000.0,7368200000000.0,6971700000000.0,6860800000000.0,6767600000000.0,6745300000000.0,6855500000000.0,6717600000000.0,6615300000000.0,6650700000000.0,6789100000000.0,6667500000000.0,6941400000000.0,7115600000000.0,7150500000000.0,7218800000000.0,7462400000000.0,7651400000000.0,7972100000000.0,7842000000000.0,7924200000000.0,8107000000000.0,8122400000000.0,8484300000000.0,8063200000000.0,7782500000000.0,8041100000000.0,8342700000000.0,8187700000000.0,8280300000000.0,7951300000000.0,7794800000000.0,7997900000000.0,7527100000000.0,7626900000000.0,7543400000000.0,7778700000000.0,8125300000000.0,8120500000000.0,7733100000000.0,8114600000000.0,7974100000000.0,8162200000000.0,8087300000000.0
15,B,True,15804000000000.0,15625000000000.0,15403000000000.0,15202000000000.0,15371000000000.0,15499000000000.0,15206000000000.0,15073000000000.0,15099000000000.0,15061000000000.0,15207000000000.0,14958000000000.0,14919000000000.0,15173000000000.0,15082000000000.0,15126000000000.0,15000000000000.0,15243000000000.0,15118000000000.0,15217000000000.0,15219000000000.0,14860000000000.0,14898000000000.0,15359000000000.0,15492000000000.0,15832000000000.0,16190000000000.0,16210000000000.0,16532000000000.0,16514000000000.0,16424000000000.0,16361000000000.0,16503000000000.0,16369000000000.0,16221000000000.0,16397000000000.0,16003000000000.0,16077000000000.0,16220000000000.0,16157000000000.0,16039000000000.0,16439000000000.0,15637000000000.0,15250000000000.0,15148000000000.0,15305000000000.0,15547000000000.0,15463000000000.0,15313000000000.0,15470000000000.0,15646000000000.0,15599000000000.0,15981000000000.0,16081000000000.0,16041000000000.0,15686000000000.0,15920000000000.0,15612000000000.0,15584000000000.0,15797000000000.0,15752000000000.0,15695000000000.0,15810000000000.0,15674000000000.0,15723000000000.0,15720000000000.0,15904000000000.0,15432000000000.0,15432000000000.0,15467000000000.0,15502000000000.0,15609000000000.0,15568000000000.0,15925000000000.0,15737000000000.0,15517000000000.0,15232000000000.0,15591000000000.0,15850000000000.0,15701000000000.0,15598000000000.0,15182000000000.0,15392000000000.0,15409000000000.0,15475000000000.0,15533000000000.0,15370000000000.0,15652000000000.0,15400000000000.0,15927000000000.0,15579000000000.0,15180000000000.0,15203000000000.0,14860000000000.0,14677000000000.0,14343000000000.0,14297000000000.0,14216000000000.0,14153000000000.0,13871000000000.0,14458000000000.0,14496000000000.0,14696000000000.0,15195000000000.0,15021000000000.0,15340000000000.0,15062000000000.0,15433000000000.0,15173000000000.0,15154000000000.0,15195000000000.0,14919000000000.0,14817000000000.0,14814000000000.0,14729000000000.0,14794000000000.0,15083000000000.0,14962000000000.0,14907000000000.0
16,B,True,9137300000000.0,9230200000000.0,9281900000000.0,8897700000000.0,8574900000000.0,8626300000000.0,8362500000000.0,8174900000000.0,8164400000000.0,8337400000000.0,8424800000000.0,8321700000000.0,8804400000000.0,8546500000000.0,8366000000000.0,8363100000000.0,8609200000000.0,8517800000000.0,8890700000000.0,8654400000000.0,8676500000000.0,9113700000000.0,8827300000000.0,8533600000000.0,8584200000000.0,8580600000000.0,8575200000000.0,8597800000000.0,8448900000000.0,8166200000000.0,8471500000000.0,8380700000000.0,8315100000000.0,8256900000000.0,8081200000000.0,8188000000000.0,8182200000000.0,8261300000000.0,8178400000000.0,7979300000000.0,8054300000000.0,8011900000000.0,8253300000000.0,7992200000000.0,8223500000000.0,7888800000000.0,7796700000000.0,8284700000000.0,8513500000000.0,8086000000000.0,8192600000000.0,8051600000000.0,8204600000000.0,8018200000000.0,8139200000000.0,7893700000000.0,7822800000000.0,7742600000000.0,8024100000000.0,7770100000000.0,7647500000000.0,7944000000000.0,7999000000000.0,8090800000000.0,8285000000000.0,8143000000000.0,8214600000000.0,8321100000000.0,8333600000000.0,8193600000000.0,8416600000000.0,8645600000000.0,8862600000000.0,8612700000000.0,8800400000000.0,8721600000000.0,8530000000000.0,8585600000000.0,8588600000000.0,8701900000000.0,8552400000000.0,8309400000000.0,8483400000000.0,8391300000000.0,8602700000000.0,8606900000000.0,8611600000000.0,8760700000000.0,8725700000000.0,8685800000000.0,8555800000000.0,8794100000000.0,8937900000000.0,8808600000000.0,8895800000000.0,8624600000000.0,8613800000000.0,8726800000000.0,8361300000000.0,8227600000000.0,8227300000000.0,8410600000000.0,8284400000000.0,8150900000000.0,8228200000000.0,8405500000000.0,8401000000000.0,8355200000000.0,8231900000000.0,8209700000000.0,8241100000000.0,8497500000000.0,8600600000000.0,8830500000000.0,8801400000000.0,8871200000000.0,9202700000000.0,9293100000000.0,9257000000000.0
17,B,False,11713000000000.0,11915000000000.0,11771000000000.0,11699000000000.0,11647000000000.0,11437000000000.0,11149000000000.0,11273000000000.0,10983000000000.0,10797000000000.0,10382000000000.0,11054000000000.0,11251000000000.0,11690000000000.0,11471000000000.0,11685000000000.0,12348000000000.0,12090000000000.0,11808000000000.0,11364000000000.0,11152000000000.0,11664000000000.0,11207000000000.0,11251000000000.0,11193000000000.0,10866000000000.0,10979000000000.0,10740000000000.0,11072000000000.0,11276000000000.0,11252000000000.0,10965000000000.0,10895000000000.0,11046000000000.0,11363000000000.0,11348000000000.0,11383000000000.0,11266000000000.0,11344000000000.0,11431000000000.0,11453000000000.0,11425000000000.0,11574000000000.0,11580000000000.0,11552000000000.0,11311000000000.0,11366000000000.0,11438000000000.0,11051000000000.0,11423000000000.0,10900000000000.0,11031000000000.0,10841000000000.0,10751000000000.0,10278000000000.0,10735000000000.0,10559000000000.0,10309000000000.0,10344000000000.0,10618000000000.0,10751000000000.0,10789000000000.0,10724000000000.0,10988000000000.0,11141000000000.0,11028000000000.0,11528000000000.0,11549000000000.0,11841000000000.0,11606000000000.0,11594000000000.0,11378000000000.0,10707000000000.0,10334000000000.0,10072000000000.0,10012000000000.0,9979200000000.0,9651900000000.0,9683300000000.0,9728600000000.0,9693300000000.0,9680800000000.0,9605300000000.0,9498100000000.0,9597000000000.0,9529400000000.0,9796200000000.0,9907000000000.0,10216000000000.0,10339000000000.0,10130000000000.0,9966500000000.0,10001000000000.0,10094000000000.0,10008000000000.0,9739100000000.0,9810300000000.0,9653900000000.0,9752100000000.0,9955900000000.0,9586400000000.0,9863100000000.0,9503400000000.0,9413000000000.0,9611300000000.0,9338500000000.0,9302500000000.0,9340900000000.0,9321700000000.0,9055400000000.0,9255500000000.0,8833200000000.0,8885300000000.0,8345700000000.0,8416800000000.0,8335600000000.0,8163600000000.0,8070300000000.0,8018400000000.0
18,B,False,6401100000000.0,6163000000000.0,6433500000000.0,6546200000000.0,6443200000000.0,6375400000000.0,6440400000000.0,6362800000000.0,6183100000000.0,5885400000000.0,5731300000000.0,5869100000000.0,5628200000000.0,5579400000000.0,5721400000000.0,5723500000000.0,5760500000000.0,5999400000000.0,6068800000000.0,6024400000000.0,5965400000000.0,5900300000000.0,6041800000000.0,6181100000000.0,6035800000000.0,6284000000000.0,6268200000000.0,6048300000000.0,6031900000000.0,6025100000000.0,5999900000000.0,6239700000000.0,6295400000000.0,6287200000000.0,6240700000000.0,6348400000000.0,6308500000000.0,6356400000000.0,6499300000000.0,6551200000000.0,6872600000000.0,6566500000000.0,6442300000000.0,6761000000000.0,6942700000000.0,6850200000000.0,7029100000000.0,7421500000000.0,7219600000000.0,7683300000000.0,8214300000000.0,8692700000000.0,9397400000000.0,9437800000000.0,9629200000000.0,9084600000000.0,9133100000000.0,9214600000000.0,9540200000000.0,9479800000000.0,9254600000000.0,9340000000000.0,9477500000000.0,10083000000000.0,9942500000000.0,10374000000000.0,10065000000000.0,10468000000000.0,10694000000000.0,10675000000000.0,10729000000000.0,10689000000000.0,10663000000000.0,11040000000000.0,11510000000000.0,11156000000000.0,11087000000000.0,11178000000000.0,11117000000000.0,11183000000000.0,11319000000000.0,11196000000000.0,11239000000000.0,11309000000000.0,11502000000000.0,10925000000000.0,11197000000000.0,11215000000000.0,11772000000000.0,12328000000000.0,12369000000000.0,12830000000000.0,13126000000000.0,13486000000000.0,13677000000000.0,13872000000000.0,13756000000000.0,14217000000000.0,13873000000000.0,13688000000000.0,13850000000000.0,13946000000000.0,14171000000000.0,14154000000000.0,13846000000000.0,14112000000000.0,14153000000000.0,14125000000000.0,13939000000000.0,13940000000000.0,13867000000000.0,13602000000000.0,13018000000000.0,13363000000000.0,13591000000000.0,13534000000000.0,14053000000000.0,13910000000000.0,13509000000000.0
19,B,True,6756000000000.0,6832000000000.0,6801000000000.0,6755800000000.0,7009800000000.0,6969800000000.0,6905400000000.0,6873000000000.0,6811100000000.0,6726100000000.0,6638300000000.0,6629500000000.0,6591800000000.0,6368000000000.0,6192600000000.0,6160700000000.0,6062100000000.0,6253800000000.0,6229700000000.0,6163000000000.0,5913100000000.0,6249400000000.0,5915900000000.0,6012500000000.0,6182900000000.0,6275100000000.0,6303600000000.0,6319900000000.0,6583200000000.0,6334300000000.0,6322400000000.0,6483100000000.0,6591500000000.0,6764400000000.0,6962500000000.0,6675400000000.0,7029600000000.0,6737500000000.0,6864000000000.0,7153500000000.0,6966500000000.0,6937700000000.0,6849900000000.0,7012100000000.0,7248200000000.0,6845500000000.0,6635200000000.0,7186500000000.0,7076400000000.0,6999500000000.0,7273000000000.0,7231100000000.0,7298400000000.0,7040100000000.0,7084000000000.0,7149700000000.0,7045900000000.0,6845900000000.0,6951400000000.0,7073900000000.0,6966300000000.0,6967700000000.0,6805200000000.0,6958500000000.0,7087800000000.0,7037600000000.0,7374800000000.0,7098300000000.0,7260500000000.0,7218200000000.0,7424900000000.0,7425300000000.0,7248300000000.0,6810100000000.0,6777600000000.0,6706300000000.0,6621900000000.0,6507600000000.0,6550400000000.0,6560300000000.0,6547400000000.0,6417200000000.0,6412100000000.0,6336400000000.0,6403800000000.0,6545700000000.0,6534500000000.0,6686700000000.0,6506700000000.0,6779400000000.0,6691600000000.0,6553700000000.0,6345600000000.0,6574400000000.0,6535200000000.0,6516200000000.0,6480900000000.0,6556400000000.0,6528400000000.0,6507100000000.0,6514700000000.0,6509400000000.0,6606000000000.0,6444100000000.0,6576600000000.0,6606800000000.0,7109600000000.0,6974400000000.0,6991300000000.0,6945800000000.0,6818800000000.0,6516000000000.0,6337900000000.0,6408900000000.0,6403200000000.0,6284000000000.0,6224600000000.0,6031000000000.0,6183100000000.0
20,B,False,10501000000000.0,10385000000000.0,10368000000000.0,10538000000000.0,10442000000000.0,10263000000000.0,10071000000000.0,10053000000000.0,10455000000000.0,10374000000000.0,10226000000000.0,10050000000000.0,10041000000000.0,9912400000000.0,9677000000000.0,9625000000000.0,9969400000000.0,9948300000000.0,10260000000000.0,10492000000000.0,10615000000000.0,10423000000000.0,10250000000000.0,10314000000000.0,10370000000000.0,10201000000000.0,9947100000000.0,9728600000000.0,9787200000000.0,10037000000000.0,10199000000000.0,10072000000000.0,9985600000000.0,10007000000000.0,9774300000000.0,10052000000000.0,10504000000000.0,10315000000000.0,10459000000000.0,10508000000000.0,10182000000000.0,10261000000000.0,10333000000000.0,10521000000000.0,9901000000000.0,9959100000000.0,9988000000000.0,10115000000000.0,9947000000000.0,10090000000000.0,9948000000000.0,9932900000000.0,9750700000000.0,9707800000000.0,9324000000000.0,9265000000000.0,9482300000000.0,9521800000000.0,9325300000000.0,9179100000000.0,9166100000000.0,9084000000000.0,8960200000000.0,8910900000000.0,8941700000000.0,9087800000000.0,9097000000000.0,9860700000000.0,9834500000000.0,9578900000000.0,9639000000000.0,9770000000000.0,9779100000000.0,9839600000000.0,9499200000000.0,9527100000000.0,9529200000000.0,10017000000000.0,9826700000000.0,9807200000000.0,9690800000000.0,9718600000000.0,9575100000000.0,9341000000000.0,9476700000000.0,9454300000000.0,9380800000000.0,9311400000000.0,9328200000000.0,8934100000000.0,9054800000000.0,8905900000000.0,8982400000000.0,9131400000000.0,9224100000000.0,8520700000000.0,8598900000000.0,8668700000000.0,8597800000000.0,8585300000000.0,8569500000000.0,8661800000000.0,8864400000000.0,8535200000000.0,8386600000000.0,8447200000000.0,8264900000000.0,8310800000000.0,7997600000000.0,8206400000000.0,8091900000000.0,8338400000000.0,8258800000000.0,8255600000000.0,8375800000000.0,8248300000000.0,8140200000000.0,8240600000000.0,8313700000000.0
21,B,True,9043800000000.0,9068900000000.0,9216000000000.0,9101600000000.0,9208600000000.0,9289800000000.0,9034900000000.0,9080300000000.0,9147400000000.0,9282400000000.0,9627900000000.0,9332300000000.0,9708500000000.0,9443500000000.0,9307100000000.0,9143700000000.0,9508500000000.0,9520700000000.0,9847800000000.0,9825100000000.0,9576100000000.0,9693300000000.0,9636000000000.0,9839900000000.0,9639500000000.0,9754300000000.0,9889200000000.0,9613300000000.0,9693000000000.0,9790600000000.0,9534700000000.0,9351600000000.0,9350400000000.0,9404200000000.0,9545800000000.0,9477900000000.0,9460800000000.0,9470300000000.0,9727500000000.0,9715900000000.0,9692300000000.0,9670300000000.0,9883400000000.0,9625700000000.0,9665600000000.0,9302900000000.0,9710200000000.0,9787800000000.0,9521200000000.0,9280000000000.0,9325900000000.0,9458200000000.0,9028000000000.0,9025700000000.0,8858200000000.0,9037300000000.0,9324200000000.0,9209800000000.0,9354700000000.0,9471900000000.0,9322600000000.0,9496800000000.0,9561700000000.0,9742100000000.0,9502100000000.0,9642200000000.0,9473300000000.0,9616000000000.0,9749400000000.0,9549100000000.0,9507500000000.0,9489700000000.0,9386100000000.0,9520400000000.0,9089200000000.0,9362700000000.0,9174700000000.0,9367800000000.0,9570000000000.0,9387100000000.0,9617000000000.0,9540200000000.0,9683200000000.0,9310400000000.0,9514800000000.0,9721800000000.0,9908100000000.0,9940300000000.0,10038000000000.0,9883100000000.0,9900700000000.0,10217000000000.0,10334000000000.0,10475000000000.0,10280000000000.0,10501000000000.0,10385000000000.0,10368000000000.0,10538000000000.0,10442000000000.0,10263000000000.0,10071000000000.0,10053000000000.0,10455000000000.0,10374000000000.0,10226000000000.0,10050000000000.0,10041000000000.0,9912400000000.0,9677000000000.0,9625000000000.0,9969400000000.0,9948300000000.0,10260000000000.0,10492000000000.0,10615000000000.0,10423000000000.0,10250000000000.0,10314000000000.0
22,B,False,9520700000000.0,9847800000000.0,9825100000000.0,9576100000000.0,9693300000000.0,9636000000000.0,9839900000000.0,9639500000000.0,9754300000000.0,9889200000000.0,9613300000000.0,9693000000000.0,9790600000000.0,9534700000000.0,9351600000000.0,9350400000000.0,9404200000000.0,9545800000000.0,9477900000000.0,9460800000000.0,9470300000000.0,9727500000000.0,9715900000000.0,9692300000000.0,9670300000000.0,9883400000000.0,9625700000000.0,9665600000000.0,9302900000000.0,9710200000000.0,9787800000000.0,9521200000000.0,9280000000000.0,9325900000000.0,9458200000000.0,9028000000000.0,9025700000000.0,8858200000000.0,9037300000000.0,9324200000000.0,9209800000000.0,9354700000000.0,9471900000000.0,9322600000000.0,9496800000000.0,9561700000000.0,9742100000000.0,9502100000000.0,9642200000000.0,9473300000000.0,9616000000000.0,9749400000000.0,9549100000000.0,9507500000000.0,9489700000000.0,9386100000000.0,9520400000000.0,9089200000000.0,9362700000000.0,9174700000000.0,9367800000000.0,9570000000000.0,9387100000000.0,9617000000000.0,9540200000000.0,9683200000000.0,9310400000000.0,9514800000000.0,9721800000000.0,9908100000000.0,9940300000000.0,10038000000000.0,9883100000000.0,9900700000000.0,10217000000000.0,10334000000000.0,10475000000000.0,10280000000000.0,10501000000000.0,10385000000000.0,10368000000000.0,10538000000000.0,10442000000000.0,10263000000000.0,10071000000000.0,10053000000000.0,10455000000000.0,10374000000000.0,10226000000000.0,10050000000000.0,10041000000000.0,9912400000000.0,9677000000000.0,9625000000000.0,9969400000000.0,9948300000000.0,10260000000000.0,10492000000000.0,10615000000000.0,10423000000000.0,10250000000000.0,10314000000000.0,10370000000000.0,10201000000000.0,9947100000000.0,9728600000000.0,9787200000000.0,10037000000000.0,10199000000000.0,10072000000000.0,9985600000000.0,10007000000000.0,9774300000000.0,10052000000000.0,10504000000000.0,10315000000000.0,10459000000000.0,10508000000000.0,10182000000000.0
