,FLARE_TYPE,COINCIDENCE,g_s_1,g_s_2,g_s_3,g_s_4,g_s_5,g_s_6,g_s_7,g_s_8,g_s_9,g_s_10,g_s_11,g_s_12,g_s_13,g_s_14,g_s_15,g_s_16,g_s_17,g_s_18,g_s_19,g_s_20,g_s_21,g_s_22,g_s_23,g_s_24,g_s_25,g_s_26,g_s_27,g_s_28,g_s_29,g_s_30,g_s_31,g_s_32,g_s_33,g_s_34,g_s_35,g_s_36,g_s_37,g_s_38,g_s_39,g_s_40,g_s_41,g_s_42,g_s_43,g_s_44,g_s_45,g_s_46,g_s_47,g_s_48,g_s_49,g_s_50,g_s_51,g_s_52,g_s_53,g_s_54,g_s_55,g_s_56,g_s_57,g_s_58,g_s_59,g_s_60,g_s_61,g_s_62,g_s_63,g_s_64,g_s_65,g_s_66,g_s_67,g_s_68,g_s_69,g_s_70,g_s_71,g_s_72,g_s_73,g_s_74,g_s_75,g_s_76,g_s_77,g_s_78,g_s_79,g_s_80,g_s_81,g_s_82,g_s_83,g_s_84,g_s_85,g_s_86,g_s_87,g_s_88,g_s_89,g_s_90,g_s_91,g_s_92,g_s_93,g_s_94,g_s_95,g_s_96,g_s_97,g_s_98,g_s_99,g_s_100,g_s_101,g_s_102,g_s_103,g_s_104,g_s_105,g_s_106,g_s_107,g_s_108,g_s_109,g_s_110,g_s_111,g_s_112,g_s_113,g_s_114,g_s_115,g_s_116,g_s_117,g_s_118
621,C,False,3312.5,3533.3,3357.7,3483.7,3260.7,3321.3,3332.4,3358.0,3382.4,3363.0,3181.4,3273.9,3252.2,3268.6,3209.1,3203.9,3352.8,3497.5,3386.5,3306.5,3358.0,3267.3,3230.4,3232.2,3230.0,3311.9,3228.4,3138.8,2876.6,2925.6,2951.8,2959.1,2715.9,2689.3,2683.4,2627.8,2673.8,2684.1,2481.4,2394.6,2400.3,2290.4,2193.0,2039.8,2000.5,1892.7,1691.7,1574.5,1570.2,2142.9,2157.1,2023.0,2000.4,1834.9,1817.2,1727.2,3107.4,2179.7,1870.9,1378.8,1649.0,703.92,688.94,542.73,537.82,627.05,200.17,159.3,1871.4,719.82,434.04,539.74,1931.1,5307.5,6982.2,3645.1,9251.0,9583.2,10915.0,8037.0,11369.0,21379.0,27210.0,28394.0,32649.0,26139.0,37098.0,47395.0,55028.0,36151.0,60392.0,56748.0,85055.0,72186.0,63291.0,40500.0,79366.0,61067.0,66869.0,164990.0,132290.0,85080.0,100310.0,46164.0,72083.0,69924.0,45210.0,32052.0,17908.0,15277.0,13756.0,41382.0,32380.0,17586.0,42619.0,12569.0,32054.0,5065.5
622,C,False,45280.0,42803.0,44766.0,45511.0,47620.0,46479.0,45779.0,44162.0,43702.0,47148.0,48976.0,47119.0,48193.0,52358.0,53598.0,53206.0,51327.0,47261.0,50860.0,53979.0,53756.0,46813.0,45389.0,46758.0,54803.0,49882.0,52983.0,52909.0,52920.0,54287.0,50272.0,56651.0,50448.0,46702.0,44464.0,53077.0,46091.0,52514.0,56892.0,67721.0,66363.0,60211.0,53575.0,53757.0,48223.0,51087.0,52900.0,54679.0,56850.0,56259.0,63246.0,56398.0,64939.0,60466.0,55418.0,50354.0,59419.0,61751.0,59902.0,59923.0,54881.0,60278.0,60396.0,57504.0,58076.0,57941.0,58503.0,57439.0,55339.0,56546.0,61392.0,59077.0,55858.0,57664.0,51037.0,57206.0,49212.0,50449.0,54442.0,51797.0,48654.0,46737.0,49180.0,51862.0,45860.0,43914.0,38724.0,42324.0,37261.0,42156.0,42616.0,38819.0,37889.0,35801.0,35928.0,40594.0,39643.0,42392.0,39143.0,41702.0,35568.0,37714.0,37334.0,37802.0,36887.0,36243.0,37483.0,32927.0,34243.0,34439.0,31382.0,33029.0,28602.0,27246.0,27634.0,29865.0,27134.0,25270.0
623,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.27,126.67,351.23,444.32,275.68,322.35,392.21,750.33,428.48,486.39,509.12,561.85,592.04,635.13,678.97,735.95,761.03,838.81,1465.3,1465.3,1540.5,1524.3,1666.3,1710.0,2970.7,1608.9
624,C,False,37883.0,38696.0,37395.0,37981.0,36709.0,39795.0,38617.0,36960.0,40293.0,38744.0,37067.0,32135.0,38391.0,36001.0,31395.0,31745.0,33323.0,34019.0,32701.0,29769.0,30821.0,32870.0,27099.0,28806.0,31479.0,28724.0,29817.0,31203.0,30577.0,23637.0,24336.0,25460.0,27218.0,31618.0,22807.0,22118.0,24371.0,22986.0,22613.0,23537.0,23317.0,22433.0,21112.0,23083.0,21162.0,22842.0,22413.0,24796.0,22531.0,27406.0,25764.0,25231.0,27437.0,29213.0,21688.0,27244.0,24115.0,25826.0,29618.0,27030.0,24168.0,25102.0,25817.0,23851.0,25104.0,23195.0,25069.0,25055.0,24146.0,23401.0,20896.0,20030.0,23595.0,22304.0,19083.0,23211.0,23694.0,21402.0,19908.0,24058.0,24561.0,24732.0,25156.0,22713.0,23044.0,20722.0,20103.0,21349.0,21819.0,21180.0,21698.0,21871.0,20399.0,19869.0,21191.0,20966.0,19341.0,18264.0,18340.0,17374.0,19487.0,19645.0,20461.0,21732.0,19490.0,17597.0,18786.0,19753.0,17243.0,18995.0,18961.0,18956.0,18753.0,19627.0,20767.0,15876.0,17132.0,18094.0
625,C,False,15056.0,26326.0,25480.0,26905.0,14634.0,20082.0,43631.0,30929.0,16266.0,17385.0,19100.0,14032.0,12294.0,17840.0,18436.0,13173.0,11980.0,9684.1,10229.0,10531.0,10030.0,13989.0,12574.0,12400.0,12700.0,12761.0,17933.0,15162.0,11429.0,12495.0,14871.0,14707.0,11559.0,14463.0,13223.0,13087.0,15530.0,15465.0,14074.0,13639.0,13594.0,12851.0,10902.0,10936.0,13656.0,12340.0,10618.0,20346.0,20656.0,19885.0,19376.0,18073.0,19545.0,17067.0,18694.0,18008.0,18932.0,21021.0,19041.0,17547.0,25530.0,25427.0,25126.0,23492.0,23589.0,15788.0,23868.0,24616.0,26102.0,19521.0,18478.0,16574.0,17531.0,9794.0,9497.6,10536.0,11555.0,11763.0,9638.0,8793.1,10479.0,8995.6,10719.0,11868.0,12793.0,8771.5,12355.0,9032.7,12710.0,11028.0,9911.5,8961.5,12898.0,10759.0,12235.0,13391.0,15700.0,14536.0,12642.0,10661.0,10457.0,12160.0,10518.0,7266.4,8172.8,11666.0,12553.0,11068.0,11171.0,11152.0,11182.0,11104.0,9140.8,9226.1,8581.7,9243.9,8585.6,10946.0
626,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,C,False,16948.0,21243.0,19594.0,14221.0,15734.0,18241.0,20675.0,19357.0,19579.0,20944.0,22242.0,21948.0,17604.0,24926.0,18882.0,19176.0,19866.0,16138.0,16884.0,20404.0,20678.0,21115.0,23305.0,17732.0,19530.0,16886.0,14126.0,22334.0,18808.0,17227.0,15293.0,12699.0,13569.0,15962.0,15911.0,10912.0,11933.0,14035.0,12718.0,15838.0,11548.0,11553.0,13163.0,11067.0,16485.0,12476.0,15867.0,15968.0,14393.0,13763.0,16407.0,14008.0,13894.0,11761.0,12192.0,12433.0,11413.0,11060.0,16869.0,16166.0,16385.0,16931.0,13692.0,15749.0,15987.0,16038.0,17461.0,17229.0,15841.0,16211.0,15498.0,16881.0,16635.0,18214.0,14603.0,15602.0,15969.0,14367.0,15820.0,12712.0,14191.0,13745.0,13370.0,17690.0,20439.0,20680.0,18783.0,16668.0,18314.0,15629.0,14382.0,15778.0,15403.0,16908.0,21918.0,20257.0,19544.0,20766.0,23290.0,22238.0,22288.0,24372.0,24553.0,25998.0,27809.0,26272.0,22750.0,26233.0,26232.0,31494.0,27612.0,27104.0,24112.0,25967.0,25184.0,24325.0,22159.0,25467.0
629,C,False,229.76,203.35,210.2,212.47,190.94,205.56,212.63,203.51,210.43,201.14,219.45,202.92,207.12,192.13,212.76,195.09,243.14,209.75,209.72,212.07,220.87,160.29,161.87,279.72,259.79,265.03,150.41,351.5,371.65,175.16,170.67,185.21,174.36,186.81,182.79,158.56,164.62,173.28,175.01,166.42,166.28,169.53,169.89,175.1,189.47,191.12,184.37,175.64,170.25,172.16,160.73,179.53,171.53,174.87,169.26,142.99,167.17,174.72,166.93,187.59,385.32,375.99,399.45,412.97,400.7,371.76,359.97,179.84,179.7,217.84,190.08,386.36,416.61,210.6,199.11,203.81,439.85,214.67,221.85,422.69,200.19,221.98,443.15,433.97,435.98,648.16,418.34,428.75,434.63,459.16,222.47,432.82,222.44,0.0,0.0,0.0,0.0,151.74,0.0,0.0,0.0,152.77,366.29,383.8,159.27,160.89,154.54,390.81,151.98,374.81,373.14,387.54,401.21,389.39,569.49,395.16,375.44,352.77
630,C,False,4191.9,4206.1,4102.8,4179.5,4038.4,4088.0,4259.7,4095.7,3967.8,3886.0,3846.6,3805.6,4508.4,2744.1,1424.5,2653.0,2565.1,2469.0,2583.7,2590.1,2645.6,2625.0,2537.3,2467.7,2499.8,1365.0,1346.5,1354.1,1420.4,1382.8,1384.9,1408.8,2222.3,2251.8,2340.0,864.84,896.61,890.1,900.14,904.96,923.03,889.05,951.82,912.71,888.62,892.16,886.86,915.5,907.25,2211.6,3475.9,2548.8,2619.2,2522.4,2491.8,2323.0,3090.2,2430.6,2422.0,2414.4,2352.6,1189.4,2420.4,2445.5,2449.2,2417.4,2452.5,2403.7,2426.8,2468.4,2366.0,2345.3,0.0,1170.9,0.0,1205.3,1212.3,1257.6,1219.1,1256.8,1255.1,2516.4,2680.0,2757.4,2760.1,2694.0,3568.4,2612.1,2531.6,2441.7,2460.5,2571.9,2588.5,2579.1,2667.6,2602.9,2618.6,2708.8,2804.8,2791.8,2721.0,2829.5,1622.3,1672.5,1783.2,1734.6,1626.6,1587.4,1657.4,1654.6,1676.6,1720.7,1774.8,1620.0,1718.0,1717.3,1827.2,1838.1
631,C,False,3467.1,3230.5,2908.3,3803.8,3162.3,3456.5,3735.0,3511.5,3116.5,3121.1,3032.2,3415.0,3362.9,3074.3,3090.5,3398.1,3991.1,3139.9,3165.8,2979.4,3838.5,3605.4,3854.9,3388.5,3489.2,3507.9,2991.4,3035.9,3557.1,3606.0,3353.2,3048.3,3585.8,3664.7,3144.9,3051.0,3002.8,2920.2,2499.2,2537.5,3856.8,2288.8,2557.7,2594.4,2436.4,2745.0,3181.6,3191.6,3007.4,3262.5,3210.6,3166.0,3041.1,2603.3,2462.2,2439.9,2248.9,2196.5,1653.1,1878.7,1946.5,2125.9,2599.9,2058.5,1981.8,2601.1,2229.8,2512.2,1761.6,1583.7,1392.0,1302.1,1555.0,1353.2,1402.6,1339.3,1109.9,1074.1,1110.9,1196.5,1652.0,1190.9,1685.7,1607.1,1572.4,1425.9,1393.4,1326.0,1325.5,1445.3,1491.5,1462.7,1454.4,1252.9,975.04,1209.6,868.91,863.29,993.69,973.37,872.02,872.11,861.28,989.06,1176.1,967.07,825.77,976.71,869.23,725.08,619.35,1311.9,1293.7,619.61,613.97,624.01,621.09,616.96
632,C,False,2313.2,2200.2,2641.5,2476.0,2721.4,2772.5,2456.4,2265.8,2266.2,2100.2,2497.8,2426.4,2547.2,2338.4,2213.3,2185.1,2190.4,3081.8,3080.4,1967.5,1848.7,1742.8,1609.2,1557.1,1447.4,1325.8,1125.9,1015.8,958.09,1002.6,973.27,832.29,722.1,851.37,778.78,790.15,781.65,736.31,0.0,750.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.39,186.29,170.81,161.9,159.19,154.65,167.03,169.12,171.33,171.95,170.38,158.34,147.9,147.54,161.57,170.58,155.28,148.85,147.37,150.72,155.74,170.09,182.67,195.05,204.27,199.98,197.06,189.15,180.75,185.3,193.45,187.56,163.39,167.61,178.33,174.77,171.64,176.37,151.97,0.0,151.18,152.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,C,False,666.5,813.55,791.05,962.35,327.83,323.22,336.66,327.17,0.0,575.84,264.71,265.55,339.54,343.79,319.81,325.02,638.32,299.02,572.55,571.14,320.6,366.79,375.57,755.62,759.8,407.92,414.16,1426.2,1157.8,819.36,896.79,1351.3,1965.0,2275.0,2429.7,2943.4,3616.7,4042.5,4631.4,4963.8,4694.0,6426.5,5916.0,5856.1,6227.2,6756.7,8019.3,7081.6,6615.3,7168.0,8427.7,8362.4,7965.8,9613.9,9429.7,10062.0,10031.0,7646.6,7202.0,8639.0,8044.2,8614.2,7086.8,8046.9,9523.6,7924.7,11141.0,12633.0,15540.0,15091.0,15092.0,13219.0,12799.0,13875.0,11161.0,11479.0,11100.0,11728.0,11589.0,10051.0,10178.0,10916.0,12446.0,12303.0,12216.0,10995.0,12231.0,12018.0,14097.0,11936.0,12747.0,16509.0,14562.0,10753.0,12347.0,12895.0,17226.0,11836.0,11089.0,14369.0,16226.0,13692.0,13211.0,12608.0,13546.0,15792.0,14383.0,20180.0,12389.0,12778.0,12211.0,12792.0,16063.0,14990.0,14949.0,17880.0,18805.0,16286.0
634,C,False,30065.0,28386.0,32812.0,31298.0,28167.0,26893.0,24672.0,29503.0,31662.0,30274.0,31135.0,36733.0,30056.0,31272.0,26942.0,30573.0,24150.0,26771.0,23598.0,26038.0,25051.0,22212.0,21840.0,23744.0,24289.0,26186.0,25446.0,26494.0,28639.0,27066.0,24797.0,27834.0,23409.0,31438.0,28231.0,27574.0,23396.0,29528.0,24994.0,27116.0,23964.0,24589.0,23240.0,21832.0,27360.0,23761.0,25733.0,28193.0,27524.0,25226.0,24107.0,26512.0,26375.0,27163.0,19400.0,23164.0,23569.0,20276.0,25719.0,21901.0,23911.0,20342.0,24455.0,26531.0,23440.0,24177.0,25519.0,23350.0,24360.0,22956.0,17033.0,21635.0,21795.0,21689.0,21602.0,23795.0,23858.0,24849.0,21981.0,25955.0,27532.0,23094.0,24744.0,22428.0,22526.0,24950.0,27798.0,25969.0,23403.0,23883.0,29795.0,24185.0,22675.0,26039.0,26488.0,27595.0,24236.0,25900.0,21604.0,22247.0,20490.0,20749.0,22354.0,23567.0,25139.0,25065.0,24970.0,26253.0,30925.0,25607.0,31074.0,32068.0,32916.0,31588.0,33683.0,28673.0,30080.0,29961.0
635,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,C,False,2111.7,2928.7,3031.0,2974.9,2357.4,2580.4,2544.6,2540.6,2467.3,2617.2,2643.0,2655.0,1873.0,2985.1,2898.2,3083.5,3106.4,3107.1,2432.0,2952.3,2876.4,2819.2,3404.7,2540.3,3227.6,3248.4,3651.2,3567.2,3589.1,3081.5,3177.1,2904.4,2781.4,2512.9,3157.1,3052.7,2397.2,2724.1,2094.3,2254.6,2381.9,2993.8,2732.3,2460.6,2462.5,2437.3,2815.4,2885.9,3022.3,3126.3,2793.4,2887.0,2944.8,3086.6,3260.8,3232.7,3386.1,3519.5,4036.5,3710.0,3033.5,3737.5,3772.2,3827.8,4000.0,3926.1,6007.4,5838.6,5477.9,3742.9,3548.9,3358.4,3362.8,3247.8,3537.4,3166.8,3119.0,3339.2,3042.7,3398.0,3392.6,3271.5,3530.4,3463.8,3535.4,3594.5,3678.7,2922.7,2899.8,2814.0,3101.3,2839.0,3308.3,3144.9,3004.0,3380.4,3555.2,3493.2,4023.1,4365.1,4138.6,4322.4,3283.9,4821.0,4674.4,3838.6,3758.0,4449.6,4289.0,4959.9,5045.4,4973.8,4919.4,5005.4,4286.6,5415.0,4866.1,6010.7
637,C,False,3171.8,2854.1,2907.0,2776.0,3828.3,4306.9,3628.1,4493.1,3867.9,3785.6,4269.9,4666.2,4565.5,4141.2,4155.3,4271.6,4023.7,4457.4,3902.0,4277.6,4402.7,4160.2,4070.5,4515.4,4086.9,3904.0,3769.1,4279.3,4004.6,3403.7,3479.0,3666.8,4327.4,3920.6,3645.0,3600.8,3447.9,3725.1,3355.8,2820.3,3185.6,3354.2,3053.7,3027.0,3611.9,3409.1,3075.2,2856.2,2644.4,2923.7,2329.9,1998.0,2070.3,2499.9,1982.1,2152.2,1939.8,2105.8,2148.2,1957.0,1909.7,1732.5,1503.6,1583.5,1277.2,1526.7,987.43,1034.5,1349.0,1680.0,1369.4,1182.6,954.82,968.28,1221.0,1398.5,935.3,953.41,1165.2,1201.2,1228.0,891.31,1211.0,343.65,360.42,705.75,698.25,541.21,714.62,601.14,536.65,516.02,492.69,478.01,642.87,604.94,604.27,799.76,827.52,630.19,654.45,452.29,428.59,433.27,460.99,443.69,427.13,405.11,595.27,402.75,229.68,205.96,193.79,227.11,211.17,242.86,230.34,236.37
638,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1356.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.1,1369.0,1482.7,1462.8,1467.5,1484.0,1400.3,1424.4
639,C,False,696.62,482.66,638.01,624.35,627.75,781.77,1071.2,916.79,1122.0,889.05,991.49,1194.3,1395.3,1158.3,886.04,1565.0,1194.2,1154.7,1408.8,1304.4,1069.2,1246.3,1028.2,1173.9,1187.2,973.14,985.15,943.79,1256.5,1508.4,1094.0,1109.3,1117.5,1186.2,950.55,1213.6,1099.4,1112.2,1091.6,885.38,868.44,766.59,599.36,835.93,664.63,654.93,628.94,624.55,693.43,673.36,652.98,654.37,864.68,824.5,852.69,776.62,766.36,799.14,788.52,711.47,669.94,649.67,671.28,826.83,866.07,903.2,819.8,808.63,618.1,746.91,764.33,802.49,584.78,786.13,815.3,960.3,1017.8,927.9,784.83,803.48,791.45,725.23,780.38,853.85,836.86,577.69,754.73,760.53,559.05,740.08,743.49,543.95,537.41,517.61,445.64,457.34,440.38,439.02,244.17,234.07,275.99,281.49,287.15,291.64,291.97,286.83,299.9,289.58,288.82,266.56,264.9,222.6,233.97,274.33,251.6,259.57,260.29,308.88
640,C,False,2254.8,923.01,695.98,699.07,0.0,0.0,692.95,0.0,697.73,686.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,840.86,851.39,0.0,0.0,591.45,798.07,779.13,811.47,768.94,0.0,567.48,0.0,0.0,0.0,0.0,0.0,507.71,506.29,505.79,525.92,1028.3,507.99,505.26,485.57,493.68,498.46,0.0,0.0,0.0,0.0,479.66,470.56,941.15,944.73,979.45,488.8,956.41,938.8,469.15,0.0,0.0,450.81,456.64,0.0,0.0,461.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.42,588.06,572.47,595.31,592.16,1249.7,599.95,627.54,1248.5,665.91,659.43,648.79,1283.3,655.24,620.38,1232.8,622.33,628.45,619.28,623.36,609.36,596.23,1203.5,1189.3,596.46,591.67,563.89,544.39,565.04,1169.5,1132.9,1163.1,1658.7,1177.5,1189.1,1151.1,1174.1,1183.3,1633.2,1675.2,3101.8,2991.4
641,C,False,365.17,369.63,254.21,402.82,243.54,361.91,227.63,216.04,230.47,206.46,294.12,319.99,418.4,479.57,348.4,452.11,396.25,483.91,881.6,533.06,671.7,1310.0,1419.0,1237.0,1264.5,1013.6,1144.3,1034.8,1113.7,1242.5,1863.1,1715.9,948.86,1231.9,1785.7,1793.9,2172.5,1917.8,1983.4,2012.0,2052.8,1913.1,1396.4,1363.0,1290.0,2342.8,1920.3,1936.7,1792.8,1698.2,1451.1,2001.9,1611.6,1330.2,1364.6,1337.8,1746.5,1468.6,1418.7,1500.0,1315.3,1503.4,1926.7,1778.7,2117.5,2156.1,1917.4,1761.5,1192.8,988.55,1035.5,1083.5,1498.6,1009.6,1030.5,982.05,932.59,884.14,857.64,926.85,960.08,1014.4,1123.6,915.28,1165.5,1426.7,1313.9,1121.6,1365.7,1354.1,1290.2,1223.5,1399.3,1249.3,1264.4,1454.5,1284.1,1272.3,1355.1,1430.9,1808.5,1866.4,1870.1,1858.3,1962.3,1903.3,2064.0,2316.1,2181.9,2210.3,2316.9,2243.4,2043.5,2342.9,2424.6,2535.3,2582.3,2902.1
642,C,False,4833.6,3648.1,3544.7,4019.1,4937.2,4904.9,4981.9,5161.6,5499.1,4885.6,5853.2,7001.9,7857.9,9351.0,8483.0,8145.6,9410.6,8976.0,9289.1,9500.6,10450.0,10646.0,13041.0,10527.0,11643.0,13728.0,12426.0,12701.0,14071.0,12126.0,14988.0,12267.0,11697.0,10434.0,10650.0,11016.0,11770.0,12434.0,11948.0,15775.0,14255.0,14373.0,12902.0,12938.0,16264.0,14327.0,13881.0,15435.0,15830.0,14373.0,15698.0,11529.0,14210.0,14761.0,15535.0,13969.0,14410.0,12519.0,10925.0,12101.0,11839.0,11117.0,11389.0,11452.0,8336.2,8713.4,9400.0,9018.4,7667.7,8272.2,9587.3,9467.8,9186.4,7825.0,9481.6,9023.2,9309.4,8503.3,10199.0,10640.0,13642.0,11739.0,13407.0,13573.0,12193.0,12604.0,12390.0,15857.0,13157.0,10968.0,10546.0,11078.0,9645.0,11117.0,9068.7,7795.3,7678.7,9108.8,12181.0,12088.0,10817.0,11913.0,11826.0,10292.0,11460.0,13230.0,13083.0,10850.0,8945.8,8925.5,9607.5,11856.0,11698.0,9303.1,8269.0,8099.1,6891.7,9187.7
643,C,False,2439.8,4794.7,4815.0,4828.2,4824.6,4717.7,5908.2,4797.1,4780.1,5862.9,6149.4,6201.4,6324.1,6196.4,3960.8,3857.0,2871.6,3948.0,3963.3,4023.9,4613.0,4682.2,4588.2,4187.1,4623.1,4403.0,5015.5,4616.2,4664.4,4645.7,4592.4,4403.9,4539.5,4596.2,4240.0,3303.1,3392.9,3346.3,3242.8,4341.4,3331.4,3240.6,4148.8,4119.7,6392.1,3912.4,2984.5,6912.2,6983.5,7083.8,6890.3,6893.1,3904.1,3576.0,3788.9,3730.7,3782.9,2824.6,2723.7,2728.3,2880.5,2862.0,3682.3,3638.1,3375.6,3634.5,3466.2,3539.9,3412.3,3507.4,3393.5,3206.5,3759.7,3369.8,3121.4,3325.7,4275.8,4271.6,3031.9,3120.5,2573.9,3071.1,2322.7,2139.8,2141.7,2092.0,2823.5,2831.0,2998.5,2163.2,2212.5,2256.8,2222.2,2166.6,5732.5,4210.0,7407.0,4397.3,4180.9,2143.7,2191.9,3858.1,4134.4,6024.3,4187.3,4380.0,4398.3,5700.2,6952.5,7780.7,4721.2,4613.7,4980.3,5058.7,5819.5,5010.7,5464.7,7371.4
644,B,True,307.25,241.9,191.37,370.86,296.21,169.7,277.16,266.78,328.22,182.46,353.41,351.03,359.25,365.97,362.27,204.62,201.95,536.03,503.5,290.16,295.08,200.32,203.78,223.8,208.91,553.88,219.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.69,352.6,384.01,388.1,0.0,0.0,0.0,0.0,229.47,651.65,647.3,608.73,651.89,263.85,280.89,291.36,292.21,294.75,589.62,284.57,284.57,277.15,277.37,270.7,563.42,560.01,270.52,253.71,226.94,232.05,238.93,577.6,584.64,223.71,513.06,475.45,497.93,479.56,500.15,525.28,496.15,510.61,507.62,501.75,465.5,455.2,449.25,484.14,459.27,466.96,429.24,417.04,406.44,395.41,225.89,225.77,238.6,207.68,208.2,207.49,209.82,212.31,210.99,205.51,211.64,215.33,218.34,215.74,226.42,216.45,225.08,219.55,219.59,210.87,210.35,204.45,195.53,196.64,198.38,195.35,187.96,186.47
