,FLARE_TYPE,COINCIDENCE,g_s_1,g_s_2,g_s_3,g_s_4,g_s_5,g_s_6,g_s_7,g_s_8,g_s_9,g_s_10,g_s_11,g_s_12,g_s_13,g_s_14,g_s_15,g_s_16,g_s_17,g_s_18,g_s_19,g_s_20,g_s_21,g_s_22,g_s_23,g_s_24,g_s_25,g_s_26,g_s_27,g_s_28,g_s_29,g_s_30,g_s_31,g_s_32,g_s_33,g_s_34,g_s_35,g_s_36,g_s_37,g_s_38,g_s_39,g_s_40,g_s_41,g_s_42,g_s_43,g_s_44,g_s_45,g_s_46,g_s_47,g_s_48,g_s_49,g_s_50,g_s_51,g_s_52,g_s_53,g_s_54,g_s_55,g_s_56,g_s_57,g_s_58,g_s_59,g_s_60,g_s_61,g_s_62,g_s_63,g_s_64,g_s_65,g_s_66,g_s_67,g_s_68,g_s_69,g_s_70,g_s_71,g_s_72,g_s_73,g_s_74,g_s_75,g_s_76,g_s_77,g_s_78,g_s_79,g_s_80,g_s_81,g_s_82,g_s_83,g_s_84,g_s_85,g_s_86,g_s_87,g_s_88,g_s_89,g_s_90,g_s_91,g_s_92,g_s_93,g_s_94,g_s_95,g_s_96,g_s_97,g_s_98,g_s_99,g_s_100,g_s_101,g_s_102,g_s_103,g_s_104,g_s_105,g_s_106,g_s_107,g_s_108,g_s_109,g_s_110,g_s_111,g_s_112,g_s_113,g_s_114,g_s_115,g_s_116,g_s_117,g_s_118
0,X,False,90177.0,95488.0,99707.0,126350.0,112640.0,106220.0,96951.0,97643.0,103450.0,94982.0,109330.0,95691.0,112320.0,101980.0,115740.0,93265.0,102680.0,108500.0,103060.0,83802.0,80370.0,81966.0,73761.0,76486.0,76916.0,63208.0,64400.0,71691.0,72150.0,69857.0,69593.0,61041.0,68184.0,75019.0,82241.0,75152.0,79287.0,88095.0,85382.0,88397.0,105730.0,87624.0,104780.0,104880.0,103660.0,100560.0,96694.0,92514.0,98887.0,92453.0,75151.0,72233.0,79242.0,84527.0,78300.0,83930.0,91121.0,85674.0,102480.0,100940.0,97152.0,100350.0,77544.0,71459.0,72423.0,66588.0,68431.0,70412.0,73768.0,64449.0,69623.0,85598.0,92416.0,93893.0,104930.0,100480.0,100820.0,112530.0,105590.0,101350.0,99663.0,88006.0,93423.0,95565.0,94300.0,102040.0,91733.0,84491.0,97406.0,105260.0,88480.0,101860.0,92601.0,82752.0,79806.0,87368.0,88467.0,85262.0,89108.0,87142.0,77949.0,77905.0,90459.0,90317.0,95389.0,91912.0,97596.0,95099.0,84093.0,93046.0,89062.0,81796.0,89158.0,89774.0,88870.0,83196.0,72370.0,81746.0
1,X,False,53345.0,57244.0,56641.0,63109.0,61677.0,58080.0,56071.0,49778.0,49333.0,51625.0,44968.0,44570.0,51049.0,48191.0,53662.0,55673.0,58037.0,61599.0,64854.0,54230.0,53793.0,55779.0,53675.0,46868.0,51363.0,51162.0,53641.0,55170.0,57595.0,55751.0,53700.0,53826.0,54152.0,62106.0,56836.0,59843.0,69249.0,65267.0,72563.0,66447.0,79743.0,68421.0,59554.0,69345.0,65559.0,59269.0,52914.0,62159.0,60049.0,68680.0,59576.0,61295.0,63466.0,56635.0,58148.0,62306.0,67717.0,66874.0,73373.0,69414.0,66686.0,65007.0,70174.0,58685.0,57137.0,60234.0,71911.0,65529.0,69582.0,70597.0,67888.0,64521.0,66595.0,75726.0,70751.0,72073.0,68570.0,73548.0,74872.0,79769.0,76956.0,70038.0,71926.0,77883.0,71079.0,69568.0,71822.0,73936.0,80100.0,68211.0,67205.0,71960.0,82495.0,77364.0,81076.0,77850.0,82946.0,81611.0,93828.0,97628.0,90529.0,90487.0,87513.0,97000.0,96319.0,94626.0,99607.0,94606.0,79891.0,88536.0,83565.0,82867.0,74280.0,74066.0,73204.0,74480.0,73906.0,73534.0
2,X,False,22712.0,23823.0,23979.0,26990.0,21875.0,23738.0,23418.0,23965.0,23624.0,26158.0,23084.0,27902.0,28855.0,20865.0,24441.0,28140.0,27204.0,22872.0,23245.0,22566.0,21113.0,20680.0,18699.0,20970.0,15911.0,16216.0,15839.0,22925.0,23206.0,22793.0,23157.0,24500.0,30488.0,27896.0,27776.0,28160.0,26917.0,21740.0,27100.0,29157.0,31644.0,24701.0,24696.0,24846.0,24800.0,28384.0,29196.0,21368.0,24109.0,29118.0,27598.0,29739.0,25262.0,28027.0,26036.0,25425.0,28649.0,30866.0,28119.0,23179.0,20848.0,24555.0,25516.0,24215.0,25657.0,23229.0,27988.0,28338.0,23808.0,21465.0,21659.0,20139.0,19367.0,19589.0,20475.0,21580.0,18469.0,17844.0,17749.0,16987.0,17314.0,17443.0,17883.0,17254.0,20792.0,16601.0,17069.0,22620.0,17861.0,17443.0,19588.0,19729.0,20411.0,23346.0,21263.0,19138.0,17121.0,17453.0,18695.0,17151.0,21104.0,19322.0,21054.0,16790.0,17015.0,19729.0,20448.0,17526.0,18130.0,18418.0,19250.0,18948.0,16406.0,18574.0,17569.0,17938.0,17397.0,19780.0
3,X,False,10917.0,13983.0,11363.0,10125.0,10222.0,10653.0,11185.0,11847.0,11977.0,11992.0,15913.0,16693.0,19112.0,17787.0,13530.0,11327.0,10766.0,10017.0,12965.0,13338.0,12012.0,12972.0,12326.0,11877.0,13561.0,12533.0,12389.0,12168.0,12797.0,12658.0,15621.0,14995.0,15274.0,15985.0,13611.0,13715.0,10456.0,13477.0,10325.0,12592.0,12945.0,15713.0,13087.0,13488.0,13514.0,9829.2,8841.1,9915.7,8587.9,9547.5,10160.0,14308.0,14219.0,13721.0,13202.0,11252.0,11684.0,12555.0,12766.0,12918.0,12747.0,12332.0,14643.0,14494.0,14238.0,15157.0,16319.0,20106.0,18690.0,16845.0,14655.0,12046.0,12470.0,9394.2,10844.0,11371.0,10252.0,13986.0,14128.0,17470.0,14589.0,17429.0,18336.0,10259.0,11911.0,14778.0,14342.0,14131.0,18080.0,15309.0,11496.0,10651.0,11578.0,11587.0,13809.0,12992.0,11610.0,13725.0,10674.0,11293.0,12355.0,12840.0,12467.0,12664.0,12249.0,12692.0,11005.0,11157.0,11255.0,12566.0,11749.0,11707.0,11275.0,11165.0,11067.0,10951.0,11793.0,11699.0
4,X,True,12555.0,13425.0,14097.0,12308.0,10512.0,10762.0,13336.0,11171.0,10936.0,10181.0,11655.0,10302.0,8320.8,9432.0,13474.0,9569.4,9900.4,8226.8,10919.0,9038.0,8737.0,9839.3,9587.6,9414.1,10337.0,9515.1,8448.9,8901.2,10137.0,9098.6,8919.9,9431.4,10146.0,11758.0,7722.5,7167.5,8455.9,7590.1,8112.2,6130.8,5346.5,7146.1,8484.9,6993.1,8231.0,5993.1,5261.2,5762.3,5779.4,5781.3,7164.8,6557.1,5940.7,6612.5,6278.7,5854.9,5824.9,5744.0,5649.4,5634.9,5655.9,5746.6,6228.8,6020.2,8473.7,6365.7,5744.9,5416.3,6470.0,5944.9,8717.0,6069.9,4676.0,9727.4,9487.4,7221.0,7222.2,7123.2,6938.5,6780.5,6921.4,7329.8,6959.4,7362.5,7032.2,9260.8,10245.0,8454.0,8130.4,8517.2,10079.0,10642.0,10121.0,9938.1,9464.7,9453.7,9323.3,9936.0,7983.0,9781.3,10373.0,9780.9,9761.0,9376.8,9135.1,9723.0,8927.2,7051.7,7721.1,9238.1,7479.5,7853.0,7679.2,7778.5,7158.4,8281.1,7524.4,7767.4
5,X,False,49339.0,47697.0,47923.0,54234.0,49323.0,45237.0,44540.0,42944.0,43192.0,52557.0,36415.0,44766.0,34623.0,44541.0,42623.0,42864.0,46708.0,54418.0,44993.0,45214.0,55501.0,49932.0,45950.0,45453.0,53671.0,56497.0,45242.0,53251.0,52229.0,54033.0,45278.0,55628.0,52580.0,63341.0,51693.0,63737.0,63159.0,65221.0,58360.0,49637.0,62622.0,64655.0,58103.0,48914.0,58528.0,56078.0,64756.0,65358.0,77401.0,71405.0,63265.0,69354.0,66979.0,61391.0,72646.0,75568.0,71695.0,68128.0,76182.0,77712.0,70362.0,63429.0,69577.0,59483.0,73501.0,64394.0,58032.0,56257.0,62332.0,59132.0,57570.0,57284.0,53212.0,56313.0,60771.0,48140.0,52066.0,59788.0,61064.0,63203.0,65444.0,57493.0,63757.0,67777.0,78000.0,75109.0,62621.0,92471.0,66965.0,73806.0,71970.0,69667.0,75531.0,98020.0,81387.0,81065.0,82604.0,78306.0,83909.0,78959.0,76130.0,86950.0,80661.0,78520.0,68560.0,71977.0,76162.0,85091.0,82146.0,73442.0,76864.0,90065.0,94375.0,85951.0,87224.0,93530.0,96289.0,93424.0
6,X,False,3392.7,3267.5,3868.1,3463.3,3364.2,3186.5,3601.6,5491.7,7096.5,5428.4,4319.2,3084.6,3212.7,2950.4,3034.1,2294.2,2210.5,2219.1,2685.6,2628.1,2506.9,2645.4,2099.0,1964.8,2525.6,1763.1,3504.4,2737.1,2640.5,3989.0,3044.2,1604.1,1674.8,2649.9,1297.3,2029.5,1237.1,1244.1,1246.5,1554.7,1479.9,1311.4,19808.0,1315.5,1497.6,1536.6,1545.5,1784.2,1714.7,5771.7,3069.1,7678.3,4495.8,1752.5,8265.6,6376.4,3313.4,1820.8,5985.6,4640.1,10591.0,7837.9,4414.4,2400.2,2873.2,3513.3,3315.8,4140.0,3466.9,2481.7,2601.3,4709.2,6402.4,2218.8,3189.7,2340.2,2016.8,2247.4,2089.4,3243.2,4971.3,5299.7,2093.3,6688.9,4340.5,9966.1,3913.4,6432.2,5119.9,5569.0,5074.0,5864.9,0.0,592.03,6711.3,7465.1,9795.3,7774.8,8758.6,7736.4,8441.9,8412.5,11488.0,8482.0,9954.1,8253.8,7379.2,11432.0,7136.1,10451.0,20117.0,20417.0,17792.0,9093.1,20492.0,2426.5,15418.0,17550.0
7,X,True,23349.0,28456.0,29320.0,33442.0,24647.0,25665.0,29184.0,26569.0,29355.0,37315.0,26551.0,34445.0,28060.0,25810.0,21700.0,25932.0,26778.0,29759.0,30530.0,25303.0,24749.0,27123.0,24803.0,26912.0,30205.0,27517.0,28555.0,34692.0,33396.0,25564.0,32905.0,37826.0,42784.0,29292.0,33551.0,31856.0,28277.0,28363.0,31311.0,28786.0,32336.0,31770.0,26813.0,27835.0,32874.0,32210.0,34575.0,35988.0,32714.0,36169.0,30075.0,34824.0,38750.0,44055.0,43868.0,40892.0,43862.0,46526.0,44297.0,44366.0,49169.0,44301.0,46186.0,54700.0,46650.0,49233.0,50993.0,55731.0,55402.0,56090.0,59548.0,64424.0,57494.0,60676.0,59971.0,58861.0,74010.0,65845.0,71014.0,71906.0,58492.0,62059.0,72985.0,74832.0,77763.0,88644.0,88221.0,83551.0,94604.0,82742.0,83164.0,84503.0,83050.0,82226.0,85990.0,84450.0,83075.0,92390.0,110700.0,98843.0,100980.0,106440.0,97585.0,86862.0,108630.0,83516.0,101130.0,91380.0,96525.0,94316.0,97917.0,89452.0,101460.0,90625.0,105340.0,112090.0,95687.0,125160.0
8,X,False,221090.0,236750.0,226620.0,189810.0,196940.0,214480.0,257940.0,215360.0,233140.0,231980.0,246280.0,219720.0,233750.0,216070.0,207880.0,218700.0,224730.0,203010.0,200950.0,179470.0,194440.0,178870.0,186500.0,198940.0,188450.0,194680.0,179740.0,177620.0,173310.0,183670.0,192770.0,165070.0,151690.0,153920.0,197050.0,163560.0,209050.0,220540.0,213390.0,199950.0,170770.0,165340.0,185060.0,226910.0,189990.0,221680.0,199480.0,189660.0,153880.0,197610.0,178810.0,172860.0,187740.0,190060.0,170100.0,184180.0,198450.0,170440.0,188180.0,242380.0,188820.0,192910.0,190110.0,223250.0,204830.0,186170.0,200560.0,197220.0,202920.0,218520.0,226530.0,220300.0,244610.0,199620.0,187880.0,194980.0,194560.0,208470.0,193670.0,198380.0,191340.0,218340.0,210550.0,189610.0,242860.0,246810.0,264360.0,227330.0,244040.0,267810.0,235060.0,238900.0,231360.0,263720.0,266720.0,241860.0,262810.0,287670.0,267760.0,282750.0,317250.0,315620.0,284820.0,322570.0,286940.0,288050.0,253410.0,232160.0,238250.0,259970.0,290230.0,252320.0,214450.0,266890.0,305400.0,276970.0,228600.0,241900.0
9,X,False,214480.0,257940.0,215360.0,233140.0,231980.0,246280.0,219720.0,233750.0,216070.0,207880.0,218700.0,224730.0,203010.0,200950.0,179470.0,194440.0,178870.0,186500.0,198940.0,188450.0,194680.0,179740.0,177620.0,173310.0,183670.0,192770.0,165070.0,151690.0,153920.0,197050.0,163560.0,209050.0,220540.0,213390.0,199950.0,170770.0,165340.0,185060.0,226910.0,189990.0,221680.0,199480.0,189660.0,153880.0,197610.0,178810.0,172860.0,187740.0,190060.0,170100.0,184180.0,198450.0,170440.0,188180.0,242380.0,188820.0,192910.0,190110.0,223250.0,204830.0,186170.0,200560.0,197220.0,202920.0,218520.0,226530.0,220300.0,244610.0,199620.0,187880.0,194980.0,194560.0,208470.0,193670.0,198380.0,191340.0,218340.0,210550.0,189610.0,242860.0,246810.0,264360.0,227330.0,244040.0,267810.0,235060.0,238900.0,231360.0,263720.0,266720.0,241860.0,262810.0,287670.0,267760.0,282750.0,317250.0,315620.0,284820.0,322570.0,286940.0,288050.0,253410.0,232160.0,238250.0,259970.0,290230.0,252320.0,214450.0,266890.0,305400.0,276970.0,228600.0,241900.0,262880.0,243150.0,244730.0,243510.0,223020.0
10,X,False,153200.0,146430.0,135460.0,139620.0,145400.0,134990.0,132270.0,139030.0,145030.0,154310.0,151780.0,145730.0,193730.0,165790.0,161420.0,149440.0,168030.0,150810.0,180960.0,144950.0,136870.0,143570.0,153220.0,165110.0,150480.0,156390.0,155850.0,155920.0,161960.0,179420.0,191290.0,167140.0,161060.0,169170.0,166860.0,160220.0,160140.0,163850.0,181060.0,184740.0,224020.0,208810.0,205040.0,181900.0,172220.0,166040.0,165350.0,153440.0,179790.0,162060.0,182140.0,168980.0,175650.0,181800.0,187230.0,174910.0,207710.0,205460.0,200050.0,183240.0,199480.0,168840.0,192020.0,166840.0,169390.0,180600.0,189320.0,176950.0,179010.0,187380.0,166200.0,187110.0,186590.0,181830.0,168730.0,161180.0,180010.0,160290.0,175620.0,163360.0,161990.0,167070.0,153830.0,143960.0,150010.0,145710.0,148030.0,176590.0,153230.0,147790.0,168260.0,151240.0,157280.0,158100.0,168730.0,156140.0,173310.0,169120.0,166070.0,185830.0,131080.0,119320.0,109370.0,111530.0,96313.0,128730.0,128990.0,106280.0,102320.0,93200.0,119910.0,102050.0,116050.0,93048.0,105980.0,99104.0,105780.0,108030.0
11,X,False,244100.0,231390.0,232280.0,249480.0,209150.0,233610.0,189030.0,215390.0,237730.0,239080.0,248650.0,268590.0,249360.0,264770.0,245430.0,303510.0,280490.0,292070.0,252300.0,259110.0,242260.0,253530.0,278540.0,261390.0,251430.0,246610.0,273380.0,290650.0,259960.0,272640.0,284410.0,275430.0,286920.0,286470.0,258560.0,289130.0,320740.0,265180.0,215380.0,245880.0,242060.0,252140.0,268770.0,240770.0,207120.0,207820.0,215020.0,228100.0,236850.0,246930.0,265640.0,271180.0,262310.0,270850.0,279130.0,256450.0,249640.0,265060.0,262620.0,299230.0,251840.0,274780.0,267530.0,279550.0,304410.0,313530.0,278930.0,273110.0,299840.0,314610.0,283120.0,288710.0,271120.0,258640.0,266600.0,287960.0,286140.0,286160.0,305280.0,244540.0,245990.0,274440.0,289650.0,289670.0,300530.0,275830.0,263570.0,263480.0,248050.0,245510.0,274610.0,253000.0,242030.0,251540.0,251200.0,234190.0,244960.0,255870.0,255600.0,248250.0,227170.0,243670.0,214270.0,236310.0,232480.0,228290.0,196990.0,180520.0,214470.0,206050.0,200830.0,204310.0,204460.0,240270.0,200050.0,206230.0,224850.0,205220.0
12,X,False,7449.7,9904.1,8980.2,5607.6,21075.0,9382.0,12223.0,14247.0,9075.4,3116.2,7939.1,4351.9,8752.1,3107.2,6536.5,3164.5,5172.7,6736.9,5099.9,1980.6,3600.4,4160.7,4312.6,4423.0,2830.1,4703.8,5043.8,3252.1,3832.4,8334.6,3678.7,6322.1,2414.2,3614.8,2594.8,2565.5,2194.5,2756.5,3200.0,4527.0,5523.6,2303.6,2128.3,2154.7,2167.3,2422.8,2332.4,2193.7,2197.4,2218.5,2419.2,2364.8,2155.3,2141.7,2187.7,2047.8,2098.5,2357.0,2845.0,2789.2,2218.0,2689.1,3193.0,4402.5,3097.2,4331.9,4471.1,3859.1,3699.7,3680.7,3338.2,5156.2,5302.3,4442.0,4093.1,5948.8,5997.6,7718.6,4362.7,6136.7,4341.9,7176.4,4336.5,4273.2,4439.7,4832.6,4415.2,4153.6,4145.2,4263.5,4692.4,4532.3,4776.7,4771.7,4572.3,5433.4,5343.5,5571.8,6437.7,5264.9,4484.3,4180.2,4182.1,4355.1,4476.7,6628.9,8185.0,8300.5,7864.1,7141.1,9762.2,7533.7,8008.2,8273.4,7564.1,7801.0,7774.0,7834.7
13,X,True,25912.0,24478.0,25105.0,35705.0,27379.0,24756.0,25006.0,26789.0,25984.0,25693.0,28074.0,34194.0,38224.0,30427.0,27731.0,29249.0,36651.0,42283.0,32664.0,40704.0,42044.0,51527.0,38357.0,39765.0,49503.0,47380.0,47366.0,46641.0,47753.0,52427.0,37215.0,44167.0,62275.0,44769.0,52042.0,49810.0,42953.0,52159.0,38927.0,41593.0,45460.0,36737.0,42716.0,31919.0,35035.0,40366.0,42315.0,46328.0,31880.0,48866.0,39906.0,54879.0,45847.0,32650.0,30894.0,38558.0,37403.0,29377.0,56048.0,61452.0,64698.0,60225.0,60334.0,44365.0,45608.0,52614.0,37207.0,41668.0,33161.0,36779.0,36720.0,42739.0,30750.0,28392.0,39853.0,31780.0,31370.0,40144.0,41026.0,30440.0,29196.0,39393.0,31680.0,30358.0,29807.0,31783.0,28923.0,24776.0,22637.0,26101.0,28103.0,33578.0,32138.0,34250.0,24464.0,25820.0,23495.0,23202.0,23894.0,44344.0,35813.0,56110.0,37536.0,36033.0,37834.0,25262.0,22800.0,32110.0,22848.0,33689.0,23092.0,24511.0,23329.0,24605.0,20872.0,24155.0,24111.0,24607.0
14,X,False,24856.0,25737.0,22603.0,23067.0,22632.0,22883.0,23127.0,21941.0,17445.0,16363.0,17640.0,15873.0,16080.0,17572.0,20296.0,15652.0,52978.0,76381.0,66952.0,70198.0,60847.0,61238.0,59408.0,70568.0,73720.0,92161.0,86014.0,76036.0,72254.0,65192.0,56011.0,66543.0,68578.0,48830.0,59070.0,57051.0,59606.0,84208.0,70761.0,78454.0,58675.0,77892.0,90253.0,108670.0,73392.0,108210.0,103130.0,116400.0,166970.0,195500.0,135510.0,136870.0,170680.0,172320.0,184160.0,188520.0,265800.0,166630.0,214340.0,268650.0,289600.0,162240.0,142650.0,170540.0,230030.0,198000.0,189790.0,301190.0,294770.0,262280.0,199610.0,303390.0,245640.0,219880.0,218760.0,193890.0,235040.0,190380.0,168860.0,212180.0,211530.0,195130.0,132410.0,211810.0,115970.0,111200.0,172050.0,171600.0,261400.0,162500.0,188770.0,297480.0,306500.0,240620.0,282130.0,266600.0,205300.0,198140.0,247380.0,244140.0,142210.0,196810.0,226240.0,203410.0,231440.0,263930.0,208050.0,204050.0,216070.0,222030.0,185190.0,197830.0,281340.0,205190.0,212220.0,186760.0,230640.0,186760.0
15,X,False,83967.0,96688.0,81706.0,82330.0,95764.0,96638.0,89377.0,93289.0,73115.0,84001.0,91194.0,73034.0,74864.0,80976.0,80752.0,71132.0,73225.0,84904.0,81486.0,73171.0,80177.0,71418.0,87201.0,71847.0,71147.0,71876.0,80474.0,77503.0,71195.0,65916.0,82860.0,86416.0,95727.0,72403.0,78225.0,77949.0,67178.0,68492.0,72510.0,76298.0,89893.0,89495.0,78702.0,74861.0,74177.0,88974.0,85540.0,79794.0,73617.0,77131.0,78441.0,90044.0,84711.0,90822.0,87769.0,91840.0,77394.0,74963.0,70272.0,69502.0,67122.0,72572.0,82116.0,74763.0,74523.0,77366.0,76796.0,88483.0,79714.0,71976.0,81030.0,85413.0,88901.0,83017.0,75505.0,71709.0,75360.0,67412.0,77227.0,74077.0,78565.0,79770.0,72548.0,77027.0,82626.0,76516.0,82173.0,79656.0,79819.0,87547.0,71836.0,70279.0,85032.0,87279.0,104230.0,99644.0,88194.0,86828.0,79844.0,77751.0,77422.0,75326.0,83665.0,99140.0,83899.0,92337.0,87550.0,90842.0,94684.0,95069.0,85675.0,100100.0,89044.0,81818.0,72604.0,76311.0,81794.0,76708.0
16,X,False,101400.0,94005.0,89694.0,91240.0,84401.0,90458.0,82658.0,86565.0,80578.0,76976.0,88225.0,90233.0,86882.0,92482.0,92195.0,86917.0,86235.0,91601.0,84803.0,84557.0,83555.0,78479.0,87584.0,80792.0,82256.0,75440.0,79157.0,75408.0,78246.0,79670.0,77802.0,80807.0,81198.0,75149.0,82349.0,84437.0,80030.0,86333.0,82472.0,93214.0,88045.0,88810.0,94123.0,90350.0,86765.0,94449.0,92310.0,84343.0,89793.0,85731.0,85540.0,91784.0,85658.0,92202.0,81389.0,90573.0,88647.0,92947.0,89682.0,88436.0,85519.0,79559.0,86741.0,86509.0,84723.0,85377.0,83576.0,85816.0,78819.0,77697.0,77130.0,84823.0,82701.0,77259.0,66156.0,79049.0,60820.0,63500.0,67104.0,62432.0,60568.0,68063.0,63355.0,68720.0,70188.0,63311.0,64616.0,68201.0,61375.0,63340.0,58729.0,56949.0,59085.0,55167.0,54393.0,52455.0,54098.0,57712.0,57350.0,56958.0,52541.0,56704.0,62839.0,60517.0,58044.0,61727.0,60178.0,60871.0,57544.0,61975.0,58017.0,56758.0,62074.0,61347.0,68063.0,66540.0,66097.0,57134.0
17,X,False,52072.0,45661.0,56666.0,55626.0,54202.0,52519.0,57957.0,55585.0,55079.0,53495.0,61246.0,58330.0,62203.0,52621.0,53698.0,53520.0,54993.0,52614.0,57999.0,53656.0,62161.0,59284.0,55218.0,55926.0,62376.0,66087.0,58874.0,59271.0,62965.0,60695.0,60862.0,60542.0,66953.0,65191.0,59234.0,62479.0,66485.0,60141.0,64863.0,62016.0,53354.0,60652.0,65957.0,60626.0,50947.0,52267.0,50585.0,51076.0,55351.0,49468.0,53671.0,55430.0,50666.0,52480.0,57415.0,56226.0,53564.0,46162.0,53046.0,48481.0,51253.0,46582.0,49423.0,45493.0,49474.0,48438.0,46862.0,47953.0,48981.0,50838.0,49692.0,48236.0,50174.0,48067.0,50126.0,50373.0,52703.0,51717.0,52678.0,47381.0,47858.0,47890.0,48547.0,53638.0,47930.0,44783.0,48044.0,53018.0,47839.0,44695.0,49264.0,44807.0,46550.0,48110.0,48854.0,43929.0,47564.0,44918.0,45791.0,41599.0,39088.0,39442.0,44757.0,40150.0,43246.0,37018.0,32316.0,39070.0,35739.0,38650.0,37731.0,33148.0,34100.0,34111.0,37693.0,35438.0,33042.0,38256.0
18,X,False,22304.0,21432.0,25951.0,23128.0,17262.0,18676.0,20715.0,17964.0,21112.0,25149.0,21824.0,19351.0,23448.0,26721.0,20368.0,19816.0,21874.0,22687.0,21560.0,21809.0,19638.0,18276.0,24679.0,20566.0,22954.0,22596.0,26323.0,24326.0,21726.0,20844.0,22054.0,20946.0,19092.0,19445.0,25747.0,20623.0,20728.0,19780.0,19440.0,16617.0,20037.0,20900.0,21683.0,17918.0,17175.0,16147.0,16318.0,16375.0,15922.0,17036.0,15863.0,16304.0,17858.0,12953.0,8328.5,8057.4,12449.0,10272.0,11142.0,11370.0,8600.8,8540.4,8597.2,6930.3,7755.0,6600.6,6591.3,7264.9,6953.8,11211.0,10169.0,10193.0,11614.0,12544.0,14348.0,12906.0,12885.0,10563.0,13897.0,11205.0,14570.0,12590.0,11222.0,11467.0,10334.0,11288.0,10706.0,10342.0,11264.0,11442.0,9732.0,10841.0,9844.3,11016.0,10444.0,9396.9,11973.0,10678.0,9074.7,6816.8,6917.3,6544.7,7083.5,8024.3,10379.0,12360.0,9799.9,9964.2,7387.1,5887.7,6012.1,8143.2,6170.6,6254.6,7961.3,7248.3,5534.2,6655.8
19,X,False,162470.0,148760.0,174190.0,169030.0,199840.0,197010.0,211780.0,187180.0,199180.0,202400.0,185200.0,176290.0,170330.0,214460.0,196280.0,179570.0,207530.0,196490.0,215750.0,194490.0,190110.0,201870.0,212020.0,170690.0,199480.0,212910.0,189430.0,185950.0,218980.0,224410.0,220500.0,230060.0,213000.0,226210.0,240450.0,230710.0,232760.0,216760.0,223250.0,226830.0,206210.0,206900.0,208620.0,196310.0,199300.0,199000.0,198020.0,218450.0,196560.0,200890.0,197290.0,202980.0,212770.0,183150.0,192150.0,197330.0,197580.0,197890.0,191380.0,181090.0,198920.0,183370.0,194510.0,188530.0,201780.0,184570.0,198260.0,187290.0,190070.0,211010.0,218370.0,190960.0,187360.0,192420.0,204890.0,211020.0,212770.0,205060.0,220530.0,207270.0,218840.0,193380.0,201370.0,201930.0,202960.0,201470.0,181630.0,180310.0,202850.0,209920.0,248920.0,237480.0,205890.0,217590.0,206690.0,211800.0,198870.0,199520.0,188250.0,196720.0,203220.0,216260.0,204520.0,218960.0,194430.0,203560.0,186890.0,192940.0,214840.0,197300.0,215710.0,193850.0,207320.0,211880.0,191950.0,197570.0,205910.0,218910.0
20,X,False,107860.0,93479.0,117600.0,68881.0,61844.0,83856.0,42785.0,55766.0,44179.0,98645.0,97480.0,152540.0,21573.0,78623.0,80735.0,45454.0,65910.0,10942.0,50074.0,114310.0,87882.0,118800.0,264480.0,146640.0,180660.0,218250.0,94483.0,160220.0,130380.0,163070.0,70058.0,0.0,48003.0,49624.0,55028.0,53586.0,17090.0,53345.0,66484.0,48496.0,28636.0,75729.0,187300.0,230360.0,145760.0,154020.0,125540.0,146380.0,125700.0,84084.0,93931.0,82285.0,61555.0,40264.0,68655.0,26676.0,40239.0,29263.0,56120.0,41471.0,40362.0,42625.0,44847.0,21847.0,47251.0,18819.0,29421.0,23394.0,24609.0,49579.0,30946.0,39895.0,30539.0,29927.0,38860.0,34167.0,31739.0,51561.0,35435.0,52455.0,32375.0,37292.0,42336.0,38925.0,37146.0,47324.0,46026.0,31229.0,43177.0,35023.0,24153.0,24692.0,18935.0,26475.0,22923.0,26637.0,21682.0,14543.0,14949.0,9791.1,5302.7,4750.3,4780.8,4637.3,5198.0,4501.0,5960.0,4928.6,5257.9,5033.3,4938.3,6626.1,6671.9,5905.6,5822.7,7518.2,7896.4,7517.0
21,X,True,4002.8,4030.2,5597.9,5132.3,5307.5,5227.6,5366.3,5265.4,5229.2,5647.7,5564.8,5603.7,3633.0,5589.4,5365.2,5431.8,3504.0,3648.1,3699.1,3667.7,3600.4,3376.1,3062.9,3097.9,2904.9,2755.7,7557.4,2784.0,2498.7,2695.8,2691.0,2752.8,2732.5,2609.0,2618.4,2559.3,2825.7,2845.0,2809.6,2539.1,2466.0,6335.2,6220.0,6536.6,6385.6,6258.2,8194.1,7975.2,7723.6,6226.8,5662.0,6096.3,6733.5,6574.4,7114.6,6301.2,6672.6,6692.3,8831.9,6888.4,6524.9,6382.3,6102.1,6488.3,8773.8,8675.9,6160.2,6348.3,6628.1,12135.0,11824.0,10725.0,10590.0,12831.0,10749.0,9324.4,9346.7,11770.0,11849.0,12323.0,11287.0,12814.0,14070.0,12587.0,13726.0,12840.0,12544.0,12199.0,11370.0,11516.0,10047.0,13543.0,12526.0,10089.0,12882.0,10792.0,7954.4,8292.1,7784.1,9308.0,8991.3,6718.4,7877.6,6864.5,9154.7,8859.8,9360.7,10236.0,8426.3,8897.1,9083.0,10111.0,10216.0,9417.4,8648.2,6989.3,5420.2,5258.5
