,FLARE_TYPE,COINCIDENCE,MEANGAM_1,MEANGAM_2,MEANGAM_3,MEANGAM_4,MEANGAM_5,MEANGAM_6,MEANGAM_7,MEANGAM_8,MEANGAM_9,MEANGAM_10,MEANGAM_11,MEANGAM_12,MEANGAM_13,MEANGAM_14,MEANGAM_15,MEANGAM_16,MEANGAM_17,MEANGAM_18,MEANGAM_19,MEANGAM_20,MEANGAM_21,MEANGAM_22,MEANGAM_23,MEANGAM_24,MEANGAM_25,MEANGAM_26,MEANGAM_27,MEANGAM_28,MEANGAM_29,MEANGAM_30,MEANGAM_31,MEANGAM_32,MEANGAM_33,MEANGAM_34,MEANGAM_35,MEANGAM_36,MEANGAM_37,MEANGAM_38,MEANGAM_39,MEANGAM_40,MEANGAM_41,MEANGAM_42,MEANGAM_43,MEANGAM_44,MEANGAM_45,MEANGAM_46,MEANGAM_47,MEANGAM_48,MEANGAM_49,MEANGAM_50,MEANGAM_51,MEANGAM_52,MEANGAM_53,MEANGAM_54,MEANGAM_55,MEANGAM_56,MEANGAM_57,MEANGAM_58,MEANGAM_59,MEANGAM_60,MEANGAM_61,MEANGAM_62,MEANGAM_63,MEANGAM_64,MEANGAM_65,MEANGAM_66,MEANGAM_67,MEANGAM_68,MEANGAM_69,MEANGAM_70,MEANGAM_71,MEANGAM_72,MEANGAM_73,MEANGAM_74,MEANGAM_75,MEANGAM_76,MEANGAM_77,MEANGAM_78,MEANGAM_79,MEANGAM_80,MEANGAM_81,MEANGAM_82,MEANGAM_83,MEANGAM_84,MEANGAM_85,MEANGAM_86,MEANGAM_87,MEANGAM_88,MEANGAM_89,MEANGAM_90,MEANGAM_91,MEANGAM_92,MEANGAM_93,MEANGAM_94,MEANGAM_95,MEANGAM_96,MEANGAM_97,MEANGAM_98,MEANGAM_99,MEANGAM_100,MEANGAM_101,MEANGAM_102,MEANGAM_103,MEANGAM_104,MEANGAM_105,MEANGAM_106,MEANGAM_107,MEANGAM_108,MEANGAM_109,MEANGAM_110,MEANGAM_111,MEANGAM_112,MEANGAM_113,MEANGAM_114,MEANGAM_115,MEANGAM_116,MEANGAM_117
27,X,True,44.4,44.465,44.492,44.46,44.427,44.427,44.431,44.356,44.338,44.299,44.154,44.167,44.133,44.049,43.903,43.738,43.659,43.684,43.679,43.589,43.452,43.478,43.411,43.401,43.431,43.405,43.403,43.45,43.448,43.435,43.463,43.503,43.623,43.66,43.343,43.592,43.596,43.613,43.394,43.213,43.265,43.29,43.299,43.133,43.047,42.878,43.033,42.948,42.866,42.841,42.806,42.813,42.849,42.782,42.784,42.505,42.53,42.38,42.426,42.564,42.379,42.354,42.324,42.405,42.292,42.118,42.102,42.078,42.117,42.038,41.962,41.697,41.858,41.701,41.686,41.51,41.418,41.341,41.354,41.421,41.065,41.243,41.257,41.302,41.311,41.419,41.271,41.165,41.276,41.416,41.301,41.262,41.281,41.186,41.085,41.1,41.206,41.188,41.072,41.005,40.989,41.01,41.035,41.13,40.955,41.007,40.935,40.984,40.978,40.736,40.914,40.791,40.967,40.743,40.657,40.734,40.463
28,X,False,38.634,38.421,38.679,38.426,38.669,38.614,38.595,38.414,38.364,38.525,38.479,38.427,38.294,38.195,38.318,38.301,38.172,38.491,38.09,38.07,37.805,37.958,38.238,38.265,38.231,38.29,38.387,38.292,38.365,38.406,38.454,38.416,38.598,38.583,38.698,38.736,38.904,38.881,38.952,38.948,39.063,39.009,39.153,39.215,39.14,39.239,39.134,39.235,39.288,39.216,39.09,39.298,39.149,39.422,39.445,39.224,39.315,39.398,39.496,39.666,39.499,39.564,39.589,39.57,39.845,39.777,40.156,40.167,40.276,40.354,40.662,40.445,40.57,40.712,40.895,40.94,41.042,40.867,40.911,40.857,40.944,40.959,41.06,41.034,41.119,41.008,41.084,41.239,41.212,41.412,41.445,41.51,41.757,41.789,41.869,41.771,41.797,41.554,41.557,41.639,41.648,41.789,41.77,41.531,41.589,41.459,41.309,41.393,41.433,41.506,41.796,41.845,41.964,42.09,42.151,41.976,42.13
29,X,False,42.777,42.605,42.598,42.655,42.503,42.597,42.443,42.446,42.463,42.437,42.312,42.386,42.316,42.271,42.227,42.266,42.281,42.356,42.428,42.588,42.454,42.431,42.47,42.352,42.358,42.355,42.294,42.295,42.158,41.954,41.884,41.83,41.711,41.525,41.388,41.259,41.131,40.994,40.975,40.948,41.062,41.142,41.282,41.389,41.459,41.58,41.647,41.82,41.995,42.14,42.302,42.172,42.285,42.265,42.141,42.228,42.071,42.005,42.089,41.878,41.875,41.981,41.866,41.757,41.692,41.657,41.727,41.654,41.622,41.558,41.497,41.453,41.352,41.404,41.346,41.288,41.202,41.07,40.954,40.634,40.566,40.31,40.245,40.051,39.816,39.644,39.729,39.781,39.634,39.691,39.637,39.797,40.137,40.312,40.43,40.344,40.391,40.233,40.395,40.324,40.366,40.34,40.447,40.494,40.516,40.407,40.333,40.322,40.475,40.307,40.363,40.27,40.308,40.321,40.225,40.336,40.264
30,M,False,42.369,43.847,42.395,42.381,41.93,42.306,41.574,40.541,40.701,40.495,40.716,40.047,39.406,39.493,39.31,40.203,40.991,40.42,40.187,40.485,40.769,39.521,41.114,35.875,40.385,39.504,39.638,39.691,39.547,39.568,39.599,39.418,39.114,39.427,40.802,39.251,41.129,40.001,39.745,39.861,39.686,39.314,39.738,38.92,39.276,39.411,38.859,39.372,39.642,40.132,39.586,38.972,38.867,39.3,38.446,37.728,37.19,37.55,37.692,38.176,37.899,37.419,38.37,39.328,38.714,39.028,38.899,39.447,39.745,40.341,40.789,40.923,40.908,39.455,39.674,40.046,39.612,39.897,39.582,39.688,39.979,39.68,39.809,40.729,41.256,40.91,40.981,41.436,41.073,42.112,41.951,42.224,41.942,41.541,41.769,41.834,41.831,41.87,41.85,41.674,41.643,41.804,41.715,41.73,41.684,41.681,41.229,40.873,41.298,40.968,41.136,40.959,40.476,40.629,40.566,40.734,40.771
31,M,False,33.674,33.349,31.421,32.828,32.827,34.778,34.507,33.51,32.115,31.753,32.207,33.806,32.049,34.401,34.589,33.995,32.633,32.465,33.317,34.521,35.464,36.677,35.408,32.683,35.713,36.907,36.647,35.308,37.526,37.087,35.437,36.445,37.106,35.655,36.177,34.577,35.277,35.166,34.051,33.448,33.3,33.064,31.302,34.529,34.861,35.691,34.25,34.857,34.122,35.009,34.448,35.137,34.152,35.031,34.827,35.328,35.594,34.48,33.818,34.246,33.947,35.101,35.778,35.892,35.733,35.545,36.538,35.923,35.892,36.246,36.031,35.828,36.025,36.692,37.405,37.388,37.099,37.8,38.105,37.179,37.22,37.58,36.512,36.747,36.36,37.418,36.775,36.385,36.657,36.873,35.676,35.682,36.212,37.071,36.831,35.636,36.771,36.914,37.749,36.924,36.597,38.525,38.34,37.597,39.115,39.978,37.902,37.576,36.863,38.348,39.555,38.368,39.704,39.446,39.481,39.193,37.882
32,M,False,37.383,37.251,37.157,36.977,36.986,37.012,36.879,37.008,36.877,36.824,37.16,37.301,37.052,37.105,37.228,37.072,37.255,37.348,37.719,37.798,37.806,37.793,37.717,37.621,37.614,37.467,37.282,37.592,37.523,37.292,37.107,37.054,37.06,37.298,37.101,37.111,37.492,37.118,37.285,37.344,37.211,37.389,37.511,37.603,37.732,37.778,37.829,38.144,38.049,38.221,38.511,38.551,38.862,38.751,38.744,39.226,39.398,39.246,39.573,39.506,39.466,39.402,39.289,39.249,39.514,39.404,39.216,39.305,39.526,39.346,39.344,39.672,39.954,40.173,39.892,39.848,39.82,39.82,40.312,40.37,40.529,40.549,40.578,40.84,40.634,41.052,41.008,41.443,41.2,41.178,41.453,41.471,41.53,41.703,41.72,41.477,41.778,41.962,41.975,42.168,42.053,42.066,42.236,42.085,42.199,42.164,42.432,42.832,42.521,42.064,42.406,42.162,42.17,42.033,41.963,41.945,41.914
33,M,False,35.838,36.116,36.081,36.015,36.635,36.563,36.829,37.098,37.051,37.475,37.671,37.439,37.843,37.305,37.671,37.497,37.699,37.448,37.868,38.008,37.989,38.303,37.862,37.58,37.574,37.652,38.359,37.457,37.207,37.106,37.542,37.619,38.002,38.029,37.863,37.504,37.72,37.754,37.844,37.99,38.139,37.871,37.616,37.663,37.712,37.886,37.764,37.847,37.731,38.094,38.144,37.455,37.331,36.978,36.733,36.922,37.569,37.525,37.853,37.575,38.046,37.873,37.693,38.191,38.275,38.191,37.91,37.944,37.661,37.865,38.163,37.891,37.624,37.834,38.586,38.556,37.93,38.124,38.027,37.866,38.065,38.387,38.25,37.838,38.039,37.928,37.802,37.659,37.469,37.422,37.435,37.656,37.943,37.53,37.631,37.72,37.956,37.853,38.213,38.166,37.768,37.961,37.364,37.209,37.288,36.72,37.008,36.548,36.124,35.582,35.594,35.284,35.092,35.266,35.478,35.447,35.407
34,M,False,33.293,32.987,33.238,33.934,34.209,33.54,33.83,33.837,34.175,34.411,34.346,34.141,34.415,35.58,35.442,35.803,35.28,36.275,35.482,35.287,35.684,36.094,36.432,35.653,35.922,36.06,36.334,36.496,37.467,36.939,37.417,37.434,37.635,37.586,37.857,38.439,38.074,38.13,37.283,37.177,37.316,37.281,37.436,36.511,36.676,36.728,36.373,37.097,37.392,37.344,37.161,37.588,37.857,37.796,37.975,38.343,38.188,38.165,38.39,37.916,38.132,37.97,38.355,38.27,38.198,37.957,37.807,38.343,38.81,38.187,37.744,37.792,38.686,37.827,38.116,38.028,37.479,37.403,37.895,37.726,37.822,37.316,38.435,37.615,38.886,38.019,39.029,38.794,38.885,38.288,38.273,38.963,38.98,38.815,38.127,38.609,39.394,38.679,39.129,38.755,40.032,39.428,38.798,38.193,39.255,38.598,38.546,39.137,39.451,39.487,39.162,39.194,39.117,39.915,39.514,39.924,39.691
35,M,True,53.933,53.747,54.303,54.794,54.908,54.669,55.438,55.02,55.843,55.611,54.576,54.056,54.676,55.48,56.165,56.276,56.931,56.811,57.177,57.065,57.699,57.773,57.75,57.425,57.577,58.221,57.865,57.575,57.524,57.598,57.688,57.551,57.656,57.959,57.858,58.029,58.032,58.335,58.826,59.512,59.66,59.557,59.783,59.424,59.948,59.433,59.324,59.242,59.118,59.222,59.177,59.302,59.513,59.602,59.64,59.588,59.324,59.52,59.691,59.52,59.524,59.725,59.391,59.293,59.449,59.487,59.666,59.712,59.369,59.356,59.473,59.218,59.062,58.891,58.672,58.776,59.027,59.244,59.137,59.468,59.626,59.777,60.018,60.275,60.387,60.241,60.389,60.189,60.444,60.243,60.413,60.28,60.19,59.948,59.91,59.697,59.584,59.453,59.412,59.376,59.642,59.76,59.982,59.751,59.733,59.704,59.716,59.633,59.751,59.616,59.614,59.738,59.561,59.848,59.781,59.936,60.083
36,M,True,60.309,60.268,59.885,59.714,59.757,59.917,59.829,59.765,59.688,59.497,59.474,59.473,59.599,59.766,59.928,60.057,60.206,60.138,60.14,60.276,60.216,60.141,60.166,60.203,60.035,59.951,60.038,60.069,60.236,60.039,59.976,59.946,59.808,59.894,59.82,59.673,59.597,59.536,59.555,59.673,59.374,59.714,59.703,59.541,59.598,59.828,59.809,59.849,59.948,59.983,60.104,60.195,60.311,60.497,60.522,60.685,60.597,60.516,60.398,60.376,60.477,60.576,60.466,60.511,60.453,60.492,60.563,60.406,60.226,60.34,60.191,60.153,60.002,59.937,59.951,59.856,60.087,59.95,60.026,60.181,60.026,60.169,60.368,60.309,60.482,60.564,60.707,60.699,60.831,60.948,60.915,60.925,60.967,60.869,60.901,60.888,60.862,60.711,60.612,60.587,60.495,60.419,60.509,60.629,60.631,60.493,60.438,60.468,60.425,60.443,60.378,60.416,60.356,60.472,60.383,60.367,60.387
37,M,False,37.464,36.63,36.257,36.637,36.888,36.942,37.745,38.222,38.565,38.36,38.048,38.007,37.792,38.554,39.599,39.229,39.871,39.843,39.187,39.87,39.993,39.786,39.704,39.372,39.024,38.627,38.657,39.259,39.067,39.438,39.36,39.389,39.737,39.366,39.384,39.392,38.599,39.432,39.691,39.985,40.388,40.367,40.572,40.722,40.986,41.204,41.311,41.538,41.39,41.565,41.86,41.921,41.968,41.504,41.395,41.355,41.81,42.191,41.402,41.656,42.06,42.338,41.579,41.711,42.183,42.502,42.59,42.353,42.324,42.229,42.702,42.473,42.486,42.692,42.523,42.007,41.827,41.972,42.415,42.551,42.386,42.439,42.125,42.326,42.497,42.518,42.405,42.645,42.709,42.888,42.908,43.304,42.813,42.863,43.151,43.299,43.469,43.455,43.542,43.535,43.893,44.188,44.198,43.692,43.731,43.785,44.174,44.193,44.392,44.655,44.682,44.906,45.147,45.118,45.077,45.46,45.374
38,M,False,58.373,58.245,58.199,58.322,58.267,58.299,58.314,58.088,58.08,58.212,58.143,58.129,57.958,57.866,57.633,57.525,57.421,57.424,57.388,57.198,57.115,57.029,57.118,57.11,57.149,57.324,57.257,57.122,57.143,56.776,56.812,56.937,56.823,56.874,56.753,56.745,56.64,56.596,56.498,56.553,56.644,56.65,56.679,56.515,56.634,56.599,56.6,56.533,56.238,56.256,56.407,56.192,56.221,56.075,56.066,55.844,55.962,55.907,55.802,55.796,55.707,55.748,56.08,55.775,55.722,55.688,55.899,55.851,55.8,55.652,55.947,55.91,55.892,55.89,55.687,55.682,55.822,55.527,55.64,55.811,55.512,55.722,55.776,55.623,55.557,55.572,55.686,55.714,55.623,55.633,55.663,55.422,55.193,55.267,55.154,55.167,55.159,54.96,55.302,55.197,55.2,55.234,55.356,55.599,55.352,55.297,55.248,55.35,55.063,55.127,55.251,55.165,55.174,54.984,54.785,54.587,54.586
39,M,True,48.681,48.513,48.811,48.917,48.908,48.792,48.663,48.464,48.328,48.587,48.309,48.184,48.1,48.105,48.116,47.826,47.382,47.578,47.534,47.714,47.378,47.612,47.51,47.345,47.393,47.497,47.492,47.042,46.997,47.074,47.479,47.204,47.278,47.458,47.33,46.988,47.089,46.756,47.091,46.813,46.796,46.837,46.903,46.941,47.054,47.099,47.409,47.393,47.107,46.98,46.953,47.178,47.038,47.162,47.174,47.059,47.06,47.056,46.976,47.101,47.193,47.167,46.791,47.0,47.13,47.424,46.788,46.798,46.6,46.428,46.719,46.544,46.539,46.448,46.434,46.345,45.986,46.052,46.021,45.843,45.647,45.907,45.919,45.983,45.646,45.559,45.222,45.53,45.654,45.598,45.587,45.694,45.808,45.719,45.952,45.922,45.783,46.017,45.755,45.448,45.284,45.125,45.401,45.283,45.205,45.017,44.773,44.707,44.846,44.468,44.223,44.296,44.468,44.613,44.13,44.283,43.899
40,M,True,49.773,49.745,49.937,50.09,49.96,49.831,49.951,49.885,49.747,49.968,49.964,49.952,50.165,50.095,50.11,50.098,49.905,50.112,49.881,49.839,49.923,50.292,50.117,49.925,50.019,49.997,49.841,49.606,50.012,49.886,50.1,50.192,50.185,49.879,49.915,49.686,49.971,49.974,49.722,49.438,49.52,49.394,49.187,49.359,48.754,48.977,49.218,49.885,49.886,49.961,49.767,51.007,50.572,51.099,51.352,51.328,51.48,51.867,51.523,51.845,52.291,51.99,52.046,52.17,51.084,51.339,51.682,51.632,51.794,51.83,51.729,51.902,51.71,51.858,52.45,52.857,52.249,52.186,52.018,52.177,52.8,52.791,52.696,52.838,52.645,52.317,52.519,52.26,52.141,52.396,52.155,52.433,52.099,52.249,52.18,52.283,52.737,52.384,52.054,52.319,52.459,52.498,52.86,52.881,52.677,52.484,52.15,51.968,52.136,52.613,52.288,52.439,52.575,52.245,52.443,53.025,53.028
41,M,False,47.826,47.382,47.578,47.534,47.714,47.378,47.612,47.51,47.345,47.393,47.497,47.492,47.042,46.997,47.074,47.479,47.204,47.278,47.458,47.33,46.988,47.089,46.756,47.091,46.813,46.796,46.837,46.903,46.941,47.054,47.099,47.409,47.393,47.107,46.98,46.953,47.178,47.038,47.162,47.174,47.059,47.06,47.056,46.976,47.101,47.193,47.167,46.791,47.0,47.13,47.424,46.788,46.798,46.6,46.428,46.719,46.544,46.539,46.448,46.434,46.345,45.986,46.052,46.021,45.843,45.647,45.907,45.919,45.983,45.646,45.559,45.222,45.53,45.654,45.598,45.587,45.694,45.808,45.719,45.952,45.922,45.783,46.017,45.755,45.448,45.284,45.125,45.401,45.283,45.205,45.017,44.773,44.707,44.846,44.468,44.223,44.296,44.468,44.613,44.13,44.283,43.899,44.342,43.615,43.706,43.982,43.612,43.917,43.535,43.689,44.013,43.998,43.794,43.956,43.714,43.448,43.869
42,M,False,49.881,49.839,49.923,50.292,50.117,49.925,50.019,49.997,49.841,49.606,50.012,49.886,50.1,50.192,50.185,49.879,49.915,49.686,49.971,49.974,49.722,49.438,49.52,49.394,49.187,49.359,48.754,48.977,49.218,49.885,49.886,49.961,49.767,51.007,50.572,51.099,51.352,51.328,51.48,51.867,51.523,51.845,52.291,51.99,52.046,52.17,51.084,51.339,51.682,51.632,51.794,51.83,51.729,51.902,51.71,51.858,52.45,52.857,52.249,52.186,52.018,52.177,52.8,52.791,52.696,52.838,52.645,52.317,52.519,52.26,52.141,52.396,52.155,52.433,52.099,52.249,52.18,52.283,52.737,52.384,52.054,52.319,52.459,52.498,52.86,52.881,52.677,52.484,52.15,51.968,52.136,52.613,52.288,52.439,52.575,52.245,52.443,53.025,53.028,52.993,53.432,53.087,53.021,52.992,53.201,53.337,53.454,53.472,53.45,53.523,53.483,53.343,53.525,53.667,53.483,53.714,53.647
43,M,False,51.099,51.352,51.328,51.48,51.867,51.523,51.845,52.291,51.99,52.046,52.17,51.084,51.339,51.682,51.632,51.794,51.83,51.729,51.902,51.71,51.858,52.45,52.857,52.249,52.186,52.018,52.177,52.8,52.791,52.696,52.838,52.645,52.317,52.519,52.26,52.141,52.396,52.155,52.433,52.099,52.249,52.18,52.283,52.737,52.384,52.054,52.319,52.459,52.498,52.86,52.881,52.677,52.484,52.15,51.968,52.136,52.613,52.288,52.439,52.575,52.245,52.443,53.025,53.028,52.993,53.432,53.087,53.021,52.992,53.201,53.337,53.454,53.472,53.45,53.523,53.483,53.343,53.525,53.667,53.483,53.714,53.647,53.486,53.425,53.348,53.136,53.47,53.358,53.617,53.864,53.495,53.836,53.828,53.716,53.97,54.237,54.214,54.485,54.509,54.639,54.528,54.363,54.4,54.503,54.292,54.087,54.181,54.288,54.068,54.032,54.411,54.39,54.368,54.554,54.483,54.302,54.4
44,M,False,33.122,33.477,33.123,32.884,33.072,33.072,33.178,32.924,32.684,32.921,32.786,33.05,33.282,33.168,33.176,33.155,32.916,33.222,33.089,33.129,33.349,33.139,33.342,33.075,33.07,33.266,33.554,33.775,33.399,33.435,33.449,33.69,33.621,33.639,33.587,33.549,33.624,33.583,33.348,33.295,33.175,33.253,33.047,32.982,32.734,33.263,33.141,32.86,32.98,32.944,33.1,33.047,33.14,32.937,32.963,33.327,33.154,33.501,33.143,33.001,33.0,33.327,33.452,33.387,33.461,33.411,33.535,33.434,33.597,33.76,33.691,33.486,33.403,33.306,33.474,33.511,33.632,34.001,33.973,33.849,34.028,34.041,34.086,34.374,34.267,34.391,34.823,34.82,35.372,34.914,34.835,34.861,34.791,34.919,34.744,35.121,35.389,35.625,35.499,35.301,35.263,35.574,35.562,35.768,35.861,35.834,36.144,36.371,36.318,36.673,36.602,36.337,36.319,36.605,36.647,36.896,37.024
45,M,True,45.936,45.657,45.57,45.5,45.436,45.053,44.775,44.488,44.447,44.472,44.549,44.15,44.225,44.195,44.229,44.17,44.227,44.696,45.012,45.175,45.218,45.245,44.993,45.042,45.15,44.547,44.484,44.299,44.458,44.534,44.27,44.148,43.677,43.413,43.126,42.958,43.291,43.561,43.451,43.412,43.302,43.237,43.517,43.468,43.235,43.092,43.178,43.083,42.999,42.778,43.103,43.005,42.96,42.717,42.936,42.645,42.901,42.675,42.726,42.502,42.414,42.46,42.441,41.721,41.769,41.178,40.983,41.494,41.121,41.335,41.544,41.136,40.975,40.921,41.114,41.421,41.15,41.265,40.926,41.176,41.233,41.281,41.442,41.191,41.393,41.825,42.017,41.342,41.377,40.988,40.842,40.276,40.841,40.798,40.333,40.421,40.058,40.608,40.077,40.031,39.843,40.127,39.818,39.756,40.066,40.115,40.124,40.105,40.01,39.966,39.875,40.037,40.158,39.73,39.697,39.98,40.249
46,M,True,38.926,39.073,39.178,38.213,38.453,38.793,38.578,38.219,38.263,38.103,37.757,37.375,37.803,38.324,38.367,37.997,38.077,37.915,38.161,38.342,37.701,37.83,38.182,39.153,38.906,39.2,39.059,38.923,39.206,38.186,38.487,39.125,39.647,39.246,39.321,38.329,38.18,38.225,38.933,38.204,38.686,38.87,38.627,38.97,39.398,39.309,39.057,38.85,38.712,39.22,39.156,39.315,39.414,39.28,39.549,40.146,39.974,40.149,40.291,40.045,39.965,40.001,40.102,40.026,39.818,40.085,40.127,40.162,40.172,40.305,40.311,40.336,40.144,40.107,40.56,40.652,39.985,40.389,40.278,40.364,39.864,40.381,40.726,40.792,40.804,40.598,40.436,40.303,40.34,40.262,40.423,40.627,39.96,40.08,39.965,40.206,40.339,39.892,40.036,39.993,40.075,39.975,40.631,40.276,39.787,40.012,39.912,40.017,39.862,39.693,39.452,39.508,39.611,39.656,39.234,39.612,39.38
47,M,False,44.17,44.227,44.696,45.012,45.175,45.218,45.245,44.993,45.042,45.15,44.547,44.484,44.299,44.458,44.534,44.27,44.148,43.677,43.413,43.126,42.958,43.291,43.561,43.451,43.412,43.302,43.237,43.517,43.468,43.235,43.092,43.178,43.083,42.999,42.778,43.103,43.005,42.96,42.717,42.936,42.645,42.901,42.675,42.726,42.502,42.414,42.46,42.441,41.721,41.769,41.178,40.983,41.494,41.121,41.335,41.544,41.136,40.975,40.921,41.114,41.421,41.15,41.265,40.926,41.176,41.233,41.281,41.442,41.191,41.393,41.825,42.017,41.342,41.377,40.988,40.842,40.276,40.841,40.798,40.333,40.421,40.058,40.608,40.077,40.031,39.843,40.127,39.818,39.756,40.066,40.115,40.124,40.105,40.01,39.966,39.875,40.037,40.158,39.73,39.697,39.98,40.249,40.409,40.742,40.409,40.8,40.632,40.514,40.288,40.197,40.148,40.33,39.949,39.992,39.992,39.787,39.804
48,M,False,45.245,44.993,45.042,45.15,44.547,44.484,44.299,44.458,44.534,44.27,44.148,43.677,43.413,43.126,42.958,43.291,43.561,43.451,43.412,43.302,43.237,43.517,43.468,43.235,43.092,43.178,43.083,42.999,42.778,43.103,43.005,42.96,42.717,42.936,42.645,42.901,42.675,42.726,42.502,42.414,42.46,42.441,41.721,41.769,41.178,40.983,41.494,41.121,41.335,41.544,41.136,40.975,40.921,41.114,41.421,41.15,41.265,40.926,41.176,41.233,41.281,41.442,41.191,41.393,41.825,42.017,41.342,41.377,40.988,40.842,40.276,40.841,40.798,40.333,40.421,40.058,40.608,40.077,40.031,39.843,40.127,39.818,39.756,40.066,40.115,40.124,40.105,40.01,39.966,39.875,40.037,40.158,39.73,39.697,39.98,40.249,40.409,40.742,40.409,40.8,40.632,40.514,40.288,40.197,40.148,40.33,39.949,39.992,39.992,39.787,39.804,39.559,39.152,38.963,39.288,39.556,39.75
49,M,False,50.546,51.21,51.382,50.902,50.68,50.716,50.829,50.961,50.756,50.928,51.256,51.358,51.494,51.196,51.072,51.291,51.213,50.943,51.11,51.135,51.055,51.137,51.438,51.13,51.059,50.856,50.934,50.899,50.667,50.437,50.889,50.764,51.069,51.5,51.348,51.167,51.321,51.733,51.826,51.551,51.235,51.676,51.424,51.303,51.823,51.713,51.701,51.833,51.952,52.152,52.195,52.173,51.987,52.192,52.507,52.225,52.402,52.28,52.485,52.764,53.094,53.365,53.522,53.203,53.676,53.515,53.901,53.709,53.76,53.748,54.205,54.371,54.314,54.209,54.389,54.613,54.512,54.791,55.054,55.124,55.449,55.629,55.352,55.192,55.066,55.164,54.951,55.149,55.296,55.634,55.679,55.754,56.196,56.399,56.311,56.399,56.196,56.349,56.483,56.52,56.362,56.673,56.486,56.429,56.347,56.403,56.355,56.334,56.272,56.253,56.209,56.071,56.167,56.333,56.175,56.278,55.974
50,M,False,41.114,41.421,41.15,41.265,40.926,41.176,41.233,41.281,41.442,41.191,41.393,41.825,42.017,41.342,41.377,40.988,40.842,40.276,40.841,40.798,40.333,40.421,40.058,40.608,40.077,40.031,39.843,40.127,39.818,39.756,40.066,40.115,40.124,40.105,40.01,39.966,39.875,40.037,40.158,39.73,39.697,39.98,40.249,40.409,40.742,40.409,40.8,40.632,40.514,40.288,40.197,40.148,40.33,39.949,39.992,39.992,39.787,39.804,39.559,39.152,38.963,39.288,39.556,39.75,39.602,39.696,39.723,39.876,40.03,39.608,39.792,39.833,39.816,39.779,39.78,39.901,39.912,39.758,39.776,39.864,39.639,39.736,39.764,39.726,39.83,39.579,39.617,39.739,39.649,39.736,39.791,39.532,39.674,39.573,39.466,39.251,39.682,39.513,39.338,39.414,39.618,39.493,39.178,39.406,39.186,39.088,39.072,38.809,38.585,38.488,38.343,38.329,38.212,38.227,38.262,38.414,38.384
51,M,True,40.311,40.336,40.144,40.107,40.56,40.652,39.985,40.389,40.278,40.364,39.864,40.381,40.726,40.792,40.804,40.598,40.436,40.303,40.34,40.262,40.423,40.627,39.96,40.08,39.965,40.206,40.339,39.892,40.036,39.993,40.075,39.975,40.631,40.276,39.787,40.012,39.912,40.017,39.862,39.693,39.452,39.508,39.611,39.656,39.234,39.612,39.38,39.324,39.317,39.237,39.373,39.231,39.479,39.582,39.387,39.179,39.861,39.958,39.975,39.986,40.021,39.904,39.542,39.318,39.664,40.123,40.187,40.546,40.661,40.394,40.271,40.617,40.482,40.955,41.114,41.078,41.328,41.477,41.472,40.894,41.071,41.07,40.988,40.638,40.978,40.998,41.081,41.541,41.572,41.738,41.744,41.343,41.015,41.513,41.526,41.376,41.781,41.736,42.29,42.204,42.307,42.292,42.305,42.459,42.074,42.005,41.767,41.976,41.968,41.491,41.645,41.682,41.698,41.965,42.15,42.231,42.475
52,M,False,40.08,39.965,40.206,40.339,39.892,40.036,39.993,40.075,39.975,40.631,40.276,39.787,40.012,39.912,40.017,39.862,39.693,39.452,39.508,39.611,39.656,39.234,39.612,39.38,39.324,39.317,39.237,39.373,39.231,39.479,39.582,39.387,39.179,39.861,39.958,39.975,39.986,40.021,39.904,39.542,39.318,39.664,40.123,40.187,40.546,40.661,40.394,40.271,40.617,40.482,40.955,41.114,41.078,41.328,41.477,41.472,40.894,41.071,41.07,40.988,40.638,40.978,40.998,41.081,41.541,41.572,41.738,41.744,41.343,41.015,41.513,41.526,41.376,41.781,41.736,42.29,42.204,42.307,42.292,42.305,42.459,42.074,42.005,41.767,41.976,41.968,41.491,41.645,41.682,41.698,41.965,42.15,42.231,42.475,42.212,41.727,41.943,41.642,41.854,41.822,45.03,41.787,42.584,42.163,42.254,41.678,42.236,41.879,41.397,41.317,41.399,41.124,41.028,41.142,41.037,42.214,42.035
53,M,False,39.664,40.123,40.187,40.546,40.661,40.394,40.271,40.617,40.482,40.955,41.114,41.078,41.328,41.477,41.472,40.894,41.071,41.07,40.988,40.638,40.978,40.998,41.081,41.541,41.572,41.738,41.744,41.343,41.015,41.513,41.526,41.376,41.781,41.736,42.29,42.204,42.307,42.292,42.305,42.459,42.074,42.005,41.767,41.976,41.968,41.491,41.645,41.682,41.698,41.965,42.15,42.231,42.475,42.212,41.727,41.943,41.642,41.854,41.822,45.03,41.787,42.584,42.163,42.254,41.678,42.236,41.879,41.397,41.317,41.399,41.124,41.028,41.142,41.037,42.214,42.035,41.433,41.584,41.695,41.556,40.916,41.774,41.242,41.461,41.956,41.858,41.482,42.079,42.438,42.261,42.005,41.96,41.752,41.861,41.753,41.709,41.848,42.058,42.126,42.374,41.962,42.009,41.629,42.091,42.389,42.448,42.605,42.336,43.121,42.72,42.365,42.914,42.391,43.0,42.506,42.441,42.71
