,FLARE_TYPE,COINCIDENCE,MEANPOT_1,MEANPOT_2,MEANPOT_3,MEANPOT_4,MEANPOT_5,MEANPOT_6,MEANPOT_7,MEANPOT_8,MEANPOT_9,MEANPOT_10,MEANPOT_11,MEANPOT_12,MEANPOT_13,MEANPOT_14,MEANPOT_15,MEANPOT_16,MEANPOT_17,MEANPOT_18,MEANPOT_19,MEANPOT_20,MEANPOT_21,MEANPOT_22,MEANPOT_23,MEANPOT_24,MEANPOT_25,MEANPOT_26,MEANPOT_27,MEANPOT_28,MEANPOT_29,MEANPOT_30,MEANPOT_31,MEANPOT_32,MEANPOT_33,MEANPOT_34,MEANPOT_35,MEANPOT_36,MEANPOT_37,MEANPOT_38,MEANPOT_39,MEANPOT_40,MEANPOT_41,MEANPOT_42,MEANPOT_43,MEANPOT_44,MEANPOT_45,MEANPOT_46,MEANPOT_47,MEANPOT_48,MEANPOT_49,MEANPOT_50,MEANPOT_51,MEANPOT_52,MEANPOT_53,MEANPOT_54,MEANPOT_55,MEANPOT_56,MEANPOT_57,MEANPOT_58,MEANPOT_59,MEANPOT_60,MEANPOT_61,MEANPOT_62,MEANPOT_63,MEANPOT_64,MEANPOT_65,MEANPOT_66,MEANPOT_67,MEANPOT_68,MEANPOT_69,MEANPOT_70,MEANPOT_71,MEANPOT_72,MEANPOT_73,MEANPOT_74,MEANPOT_75,MEANPOT_76,MEANPOT_77,MEANPOT_78,MEANPOT_79,MEANPOT_80,MEANPOT_81,MEANPOT_82,MEANPOT_83,MEANPOT_84,MEANPOT_85,MEANPOT_86,MEANPOT_87,MEANPOT_88,MEANPOT_89,MEANPOT_90,MEANPOT_91,MEANPOT_92,MEANPOT_93,MEANPOT_94,MEANPOT_95,MEANPOT_96,MEANPOT_97,MEANPOT_98,MEANPOT_99,MEANPOT_100,MEANPOT_101,MEANPOT_102,MEANPOT_103,MEANPOT_104,MEANPOT_105,MEANPOT_106,MEANPOT_107,MEANPOT_108,MEANPOT_109,MEANPOT_110,MEANPOT_111,MEANPOT_112,MEANPOT_113,MEANPOT_114,MEANPOT_115,MEANPOT_116,MEANPOT_117,MEANPOT_118,MEANPOT_119
28,B,False,19346.0,19404.0,19455.0,19577.0,19505.0,19248.0,19342.0,19344.0,19249.0,19090.0,19077.0,18908.0,18865.0,18880.0,18753.0,18558.0,17905.0,18004.0,18156.0,17862.0,18043.0,17975.0,18019.0,17960.0,18158.0,18219.0,18989.0,18833.0,18792.0,19000.0,19150.0,19251.0,19265.0,19015.0,19009.0,19066.0,18788.0,18419.0,18388.0,17984.0,17678.0,17695.0,17681.0,17522.0,17791.0,17864.0,17914.0,18226.0,18229.0,18372.0,18513.0,18652.0,18649.0,18749.0,18851.0,18546.0,18429.0,18296.0,18380.0,18693.0,18689.0,18780.0,18583.0,18665.0,18695.0,18283.0,18318.0,18465.0,18535.0,18292.0,18472.0,18328.0,18176.0,18367.0,18307.0,18176.0,18023.0,17965.0,18382.0,18726.0,18640.0,18693.0,19090.0,18976.0,19043.0,18641.0,18388.0,18265.0,18107.0,18287.0,18447.0,18269.0,17720.0,17592.0,17726.0,17601.0,17549.0,17347.0,17326.0,17451.0,17405.0,17760.0,17825.0,17596.0,17953.0,18088.0,18166.0,18299.0,18298.0,18556.0,18479.0,17946.0,17763.0,18097.0,18284.0,18130.0,18096.0,17923.0,18091.0
29,B,True,18344.0,18669.0,18660.0,18739.0,18412.0,18745.0,18669.0,18739.0,18628.0,18514.0,18389.0,18783.0,18780.0,19016.0,18529.0,18524.0,18611.0,18342.0,18290.0,18185.0,17942.0,18309.0,18245.0,18047.0,17939.0,17739.0,17952.0,18053.0,18173.0,17953.0,17709.0,17583.0,17491.0,17839.0,17696.0,17412.0,17373.0,17527.0,17918.0,18127.0,18300.0,18349.0,19060.0,19400.0,19737.0,19589.0,19515.0,19976.0,19269.0,19142.0,18955.0,18692.0,18616.0,18847.0,18393.0,18426.0,18059.0,18257.0,18089.0,18100.0,17928.0,17616.0,18126.0,18116.0,18272.0,18278.0,18266.0,18279.0,18379.0,18342.0,18154.0,18514.0,18534.0,18414.0,18695.0,18990.0,19006.0,18658.0,18917.0,18942.0,18882.0,18483.0,18793.0,18631.0,18698.0,18614.0,19049.0,19006.0,18648.0,19029.0,19247.0,19277.0,19371.0,19242.0,18995.0,18707.0,19176.0,19274.0,19124.0,19143.0,19367.0,19785.0,19467.0,19484.0,19214.0,19157.0,18762.0,18902.0,18572.0,18486.0,18290.0,18412.0,18453.0,18489.0,18426.0,18770.0,18822.0,18818.0,18982.0
30,B,False,3246.9,3307.1,3190.8,3175.6,3235.8,3283.0,3281.4,3258.7,3363.1,3416.1,3401.1,3469.3,3502.6,3570.8,3573.8,3586.2,3507.0,3554.5,3513.4,3343.8,3328.9,3275.1,3201.7,3212.6,3179.2,3159.5,3126.3,3128.4,3073.1,3091.1,3045.8,2993.0,2943.5,2912.5,2908.8,2938.6,2935.3,2886.9,2901.0,2919.2,2881.8,2899.6,2915.6,2986.3,2939.1,2895.9,2965.6,3008.2,3009.4,3091.8,3079.6,3189.3,3257.4,3276.2,3323.4,3296.1,3274.2,3314.7,3323.4,3186.0,3119.2,2948.7,2830.3,2735.7,2669.6,2610.8,2546.9,2522.9,2507.5,2486.1,2454.2,2449.5,2457.8,2506.9,2558.8,2602.5,2645.0,2674.0,2692.5,2700.2,2750.7,2751.6,2804.8,2810.9,2757.0,2779.9,2821.8,2834.2,2809.0,2701.7,2655.9,2650.3,2677.5,2719.0,2679.7,2634.5,2622.5,2598.4,2635.4,2653.9,2624.4,2633.0,2674.2,2638.7,2702.7,2670.6,2644.7,2589.7,2619.9,2567.5,2526.4,2482.4,2461.2,2418.1,2429.7,2370.5,2314.1,2330.0,2316.6
31,B,False,6280.6,6344.9,6350.6,6231.0,6148.7,6163.1,6027.7,5999.8,5912.2,5844.0,5573.8,5498.1,5380.7,5297.4,5369.3,5329.0,5183.3,5239.0,5082.9,5090.6,4968.9,5012.6,5076.7,5124.3,5141.9,5185.9,5210.7,5183.6,5268.2,5219.9,5226.5,5118.1,5223.7,5085.4,5135.4,5092.4,4965.9,4832.9,4945.0,4952.4,4903.8,4928.3,4921.7,4914.8,4772.5,4868.2,4908.7,4899.5,4798.1,4868.6,4886.9,4754.2,4735.5,4779.6,4794.2,4768.4,4688.0,4671.5,4664.8,4648.0,4614.1,4550.7,4616.7,4595.0,4560.3,4637.3,4500.3,4407.0,4341.1,4347.8,4217.2,4165.7,4148.5,4091.8,3996.7,3939.4,3907.9,3913.8,3905.3,3966.3,3904.5,3884.5,3959.6,4041.1,4083.4,4042.2,4004.3,4186.0,4213.2,4187.0,4224.6,4202.9,4338.9,4284.5,4312.0,4262.0,4331.3,4426.1,4333.4,4335.6,4299.0,4277.6,4300.5,4238.6,4302.5,4180.5,4246.5,4255.5,4222.7,4198.0,4077.6,4160.0,4140.4,4123.6,4137.8,4237.8,4160.1,4106.7,4157.7
32,B,False,4388.6,4460.6,4471.2,4506.8,4430.6,4550.8,4686.8,4796.1,4706.4,4653.3,4793.0,4748.1,4750.4,4677.3,4608.9,4399.9,4242.4,4124.3,4067.0,4041.3,3982.0,4008.2,3976.8,4039.2,4068.8,4060.6,4153.5,4170.8,4376.0,4508.5,4536.1,4582.0,4613.2,4709.3,4805.3,4821.9,4865.4,4821.0,4850.0,4946.7,4844.7,4956.0,5064.8,4982.0,4873.6,4941.9,4961.3,4946.8,4956.2,4975.4,5046.6,4993.2,5118.0,5068.0,5110.8,5224.5,5246.7,5356.3,5276.5,5240.6,5240.2,5102.5,5023.0,4781.3,4747.8,4718.2,4636.1,4573.6,4513.6,4526.2,4459.8,4335.4,4330.6,4354.9,4383.5,4663.6,4774.3,4949.9,4993.1,5229.0,5496.0,5712.3,5779.0,5840.4,5721.6,5601.2,5582.2,5713.7,5637.2,5511.4,5495.8,5443.0,5398.4,5422.2,5335.0,5320.3,5381.0,5400.9,5361.0,5406.2,5437.2,5485.7,5592.9,5590.1,5555.4,5466.6,5557.9,5551.7,5603.1,5520.6,5499.7,5524.1,5552.1,5566.6,5538.7,5592.3,5636.9,5740.7,5782.9
33,B,False,1999.7,1977.3,1927.2,1887.4,1854.7,1810.9,1803.5,1780.6,1778.2,1781.7,1776.2,1768.1,1760.2,1794.4,1825.8,1888.4,1906.4,1933.6,1971.0,2012.9,2026.1,2026.8,2094.6,2143.8,2162.8,2162.1,2157.3,2168.4,2198.1,2200.1,2225.8,2193.8,2181.1,2177.8,2242.3,2272.6,2259.7,2279.3,2270.8,2318.3,2343.7,2396.7,2301.2,2331.6,2279.8,2216.2,2191.2,2191.3,2167.6,2116.2,2078.3,2052.7,2028.4,2037.0,1979.3,1932.0,1906.2,1954.1,1878.8,1887.9,1930.1,1951.3,2033.9,2063.0,2047.4,2149.1,2183.7,2208.1,2227.5,2254.7,2262.4,2280.5,2354.6,2297.5,2304.9,2298.9,2279.0,2234.9,2221.5,2200.2,2208.3,2164.6,2114.4,2136.4,2119.9,2149.0,2075.0,2089.6,2099.0,2085.6,2078.7,2060.5,2060.6,2041.8,2048.2,2071.1,2062.6,2099.7,2081.7,2094.9,2100.5,2128.4,2134.5,2160.0,2198.1,2174.9,2225.1,2269.4,2294.5,2293.4,2303.8,2305.7,2277.6,2266.2,2308.7,2378.5,2381.7,2419.6,2429.7
34,B,False,18669.0,18739.0,18628.0,18514.0,18389.0,18783.0,18780.0,19016.0,18529.0,18524.0,18611.0,18342.0,18290.0,18185.0,17942.0,18309.0,18245.0,18047.0,17939.0,17739.0,17952.0,18053.0,18173.0,17953.0,17709.0,17583.0,17491.0,17839.0,17696.0,17412.0,17373.0,17527.0,17918.0,18127.0,18300.0,18349.0,19060.0,19400.0,19737.0,19589.0,19515.0,19976.0,19269.0,19142.0,18955.0,18692.0,18616.0,18847.0,18393.0,18426.0,18059.0,18257.0,18089.0,18100.0,17928.0,17616.0,18126.0,18116.0,18272.0,18278.0,18266.0,18279.0,18379.0,18342.0,18154.0,18514.0,18534.0,18414.0,18695.0,18990.0,19006.0,18658.0,18917.0,18942.0,18882.0,18483.0,18793.0,18631.0,18698.0,18614.0,19049.0,19006.0,18648.0,19029.0,19247.0,19277.0,19371.0,19242.0,18995.0,18707.0,19176.0,19274.0,19124.0,19143.0,19367.0,19785.0,19467.0,19484.0,19214.0,19157.0,18762.0,18902.0,18572.0,18486.0,18290.0,18412.0,18453.0,18489.0,18426.0,18770.0,18822.0,18818.0,18982.0,19058.0,19160.0,19150.0,19158.0,19359.0,19456.0
35,B,True,5674.4,5699.5,5751.0,5706.4,5843.9,5973.1,5867.3,5870.3,5974.6,6067.4,6003.9,6166.2,6331.2,6380.0,6480.0,6610.6,6549.9,6544.7,6547.7,6342.6,6121.6,6224.1,6356.1,6281.2,6246.4,6206.3,6259.9,6171.5,6063.7,6034.5,6156.9,6205.0,6130.0,6113.1,6058.2,6083.0,5993.0,6034.6,5999.9,6179.6,6204.0,6203.0,6168.8,6293.9,6249.5,6207.7,6391.1,6254.0,6436.5,6159.8,6062.6,6148.8,6064.1,5868.1,5916.9,5839.4,5765.5,5689.2,5530.2,5363.5,5472.3,5536.6,5476.4,5389.5,5411.0,5424.4,5497.1,5604.3,5629.1,5652.8,5791.6,6028.9,6000.4,5887.0,5948.2,5942.6,6014.2,5963.6,6036.4,6143.3,5948.6,6002.7,5854.7,5987.8,5954.3,5849.5,5795.9,5828.6,5670.5,5631.0,5686.9,5784.6,5714.3,5745.4,5810.3,5761.6,5756.4,5719.2,5721.3,5691.9,5710.6,5732.4,5781.5,5763.3,5845.2,5722.8,5697.5,5767.7,5697.7,5640.3,5731.6,5676.2,5453.5,5349.6,5330.0,5220.3,5203.1,5213.0,5127.9
36,B,False,20654.0,20728.0,21084.0,21391.0,21269.0,21509.0,21568.0,21482.0,21779.0,21515.0,21649.0,21761.0,21503.0,21532.0,21309.0,21105.0,21063.0,21046.0,21122.0,21103.0,21042.0,21093.0,21212.0,21271.0,21184.0,21326.0,21549.0,21541.0,21567.0,21852.0,21977.0,21948.0,22087.0,21740.0,21977.0,22010.0,21892.0,21844.0,21509.0,21563.0,21263.0,20983.0,21160.0,21236.0,21150.0,21305.0,20981.0,21173.0,21385.0,21197.0,21208.0,21048.0,21413.0,21917.0,22600.0,23361.0,23841.0,24241.0,24439.0,24473.0,24284.0,24441.0,24300.0,23772.0,23783.0,23481.0,23108.0,22687.0,22742.0,22679.0,22701.0,22498.0,22120.0,21946.0,21503.0,21364.0,21107.0,20956.0,20704.0,20893.0,20835.0,20925.0,21111.0,21325.0,21448.0,21665.0,21730.0,22146.0,22546.0,22981.0,23302.0,23758.0,23679.0,23843.0,23924.0,23923.0,24089.0,23610.0,23007.0,22423.0,21860.0,21541.0,21327.0,21308.0,21110.0,21340.0,21478.0,21223.0,21134.0,21245.0,21066.0,21077.0,21042.0,21233.0,21275.0,21365.0,21651.0,21603.0,21666.0
37,B,False,2212.1,2219.3,2276.0,2307.3,2311.2,2421.8,2403.5,2401.3,2545.3,2711.2,2860.0,3000.7,3167.5,3589.0,3747.9,3793.1,3870.6,3738.6,3826.8,3758.7,3921.0,3952.8,3936.6,3811.9,3921.9,3894.9,3880.6,3789.3,3861.6,3844.7,3844.5,3896.8,3917.4,3915.8,3977.8,4037.3,4209.4,4042.0,3992.9,4174.3,4057.4,4145.2,4103.9,4141.7,4087.8,4005.2,3994.3,3974.4,3960.5,4078.0,4113.6,4408.3,4280.9,4120.8,4367.2,4334.5,4380.9,4566.2,4657.1,4570.0,4573.6,4415.1,4338.5,4294.0,4476.8,4628.0,4721.5,4836.8,4868.7,4752.4,4747.1,4692.8,4945.9,4752.9,4817.8,4777.5,4758.8,4636.6,4526.9,4273.2,4268.6,4434.3,4419.8,4335.0,4764.3,4641.2,4551.3,4749.2,4730.6,4664.1,4600.7,4512.7,4622.8,4623.2,4644.7,4497.1,4582.0,4668.9,4846.9,4806.7,4861.2,4831.2,4841.0,4758.9,4693.5,4793.0,4824.5,4673.9,4586.4,4571.3,4628.7,4661.0,4494.2,4541.4,4494.6,4468.7,4411.9,4391.0,4410.3
38,B,False,21084.0,21391.0,21269.0,21509.0,21568.0,21482.0,21779.0,21515.0,21649.0,21761.0,21503.0,21532.0,21309.0,21105.0,21063.0,21046.0,21122.0,21103.0,21042.0,21093.0,21212.0,21271.0,21184.0,21326.0,21549.0,21541.0,21567.0,21852.0,21977.0,21948.0,22087.0,21740.0,21977.0,22010.0,21892.0,21844.0,21509.0,21563.0,21263.0,20983.0,21160.0,21236.0,21150.0,21305.0,20981.0,21173.0,21385.0,21197.0,21208.0,21048.0,21413.0,21917.0,22600.0,23361.0,23841.0,24241.0,24439.0,24473.0,24284.0,24441.0,24300.0,23772.0,23783.0,23481.0,23108.0,22687.0,22742.0,22679.0,22701.0,22498.0,22120.0,21946.0,21503.0,21364.0,21107.0,20956.0,20704.0,20893.0,20835.0,20925.0,21111.0,21325.0,21448.0,21665.0,21730.0,22146.0,22546.0,22981.0,23302.0,23758.0,23679.0,23843.0,23924.0,23923.0,24089.0,23610.0,23007.0,22423.0,21860.0,21541.0,21327.0,21308.0,21110.0,21340.0,21478.0,21223.0,21134.0,21245.0,21066.0,21077.0,21042.0,21233.0,21275.0,21365.0,21651.0,21603.0,21666.0,21821.0,21646.0
39,B,False,2284.3,2353.0,2265.3,2291.7,2290.8,2441.4,2521.6,2487.1,2469.3,2451.1,2650.5,2636.2,2632.8,2658.5,2334.9,2212.1,2219.3,2276.0,2307.3,2311.2,2421.8,2403.5,2401.3,2545.3,2711.2,2860.0,3000.7,3167.5,3589.0,3747.9,3793.1,3870.6,3738.6,3826.8,3758.7,3921.0,3952.8,3936.6,3811.9,3921.9,3894.9,3880.6,3789.3,3861.6,3844.7,3844.5,3896.8,3917.4,3915.8,3977.8,4037.3,4209.4,4042.0,3992.9,4174.3,4057.4,4145.2,4103.9,4141.7,4087.8,4005.2,3994.3,3974.4,3960.5,4078.0,4113.6,4408.3,4280.9,4120.8,4367.2,4334.5,4380.9,4566.2,4657.1,4570.0,4573.6,4415.1,4338.5,4294.0,4476.8,4628.0,4721.5,4836.8,4868.7,4752.4,4747.1,4692.8,4945.9,4752.9,4817.8,4777.5,4758.8,4636.6,4526.9,4273.2,4268.6,4434.3,4419.8,4335.0,4764.3,4641.2,4551.3,4749.2,4730.6,4664.1,4600.7,4512.7,4622.8,4623.2,4644.7,4497.1,4582.0,4668.9,4846.9,4806.7,4861.2,4831.2,4841.0,4758.9
40,B,False,4209.4,4042.0,3992.9,4174.3,4057.4,4145.2,4103.9,4141.7,4087.8,4005.2,3994.3,3974.4,3960.5,4078.0,4113.6,4408.3,4280.9,4120.8,4367.2,4334.5,4380.9,4566.2,4657.1,4570.0,4573.6,4415.1,4338.5,4294.0,4476.8,4628.0,4721.5,4836.8,4868.7,4752.4,4747.1,4692.8,4945.9,4752.9,4817.8,4777.5,4758.8,4636.6,4526.9,4273.2,4268.6,4434.3,4419.8,4335.0,4764.3,4641.2,4551.3,4749.2,4730.6,4664.1,4600.7,4512.7,4622.8,4623.2,4644.7,4497.1,4582.0,4668.9,4846.9,4806.7,4861.2,4831.2,4841.0,4758.9,4693.5,4793.0,4824.5,4673.9,4586.4,4571.3,4628.7,4661.0,4494.2,4541.4,4494.6,4468.7,4411.9,4391.0,4410.3,4352.8,4358.7,4282.2,4260.9,4227.5,4296.3,4334.5,4487.7,4464.3,4463.0,4609.6,4611.1,4628.9,4651.6,4660.0,4699.5,4645.3,4552.0,4568.5,4540.3,4628.7,4406.4,4467.0,4329.3,4307.8,4280.7,4297.7,4155.6,4104.3,4069.7,4052.8,4012.5,3966.2,3997.8,3972.9,3919.8
41,B,False,9226.8,9290.8,9306.7,9420.1,9396.6,9194.3,9176.4,9018.0,8879.9,8807.2,8648.5,8562.1,8493.8,8377.0,8188.2,8234.9,8218.4,8179.4,8245.0,8221.8,8344.2,8559.6,8840.6,8997.5,9384.0,9661.1,9879.9,9841.5,9668.7,9642.2,9486.1,9301.8,9073.4,9023.3,8845.0,8751.6,8678.8,8587.9,8563.8,8541.1,8564.9,8539.6,8523.7,8507.1,8606.7,8595.7,8666.9,8553.6,8613.3,8673.4,8710.1,8704.3,8623.1,8629.7,8597.6,8469.4,8582.8,8665.8,8610.8,8572.8,8478.1,8553.9,8585.8,8568.9,8460.2,8333.5,8278.5,8330.0,8405.3,8388.4,8422.0,8367.8,8435.9,8603.3,8779.7,8934.2,9184.7,9442.9,9637.3,9745.6,10003.0,10054.0,9754.6,9484.8,9261.3,8961.3,8765.6,8462.4,8294.5,8117.2,8072.5,8021.9,8030.9,8044.6,7949.3,8007.2,8180.2,8202.4,8333.9,8491.0,8707.7,9037.0,9109.9,9171.3,9203.8,9293.4,9290.4,9459.0,9500.1,9582.9,9760.0,9723.2,9845.2,9853.6,9749.0,9875.2,9681.2,9668.0,9690.3
42,B,False,14081.0,13912.0,13675.0,13609.0,13517.0,13654.0,13604.0,13370.0,13368.0,13024.0,12537.0,12335.0,12147.0,12299.0,12156.0,12108.0,12294.0,12340.0,12697.0,13048.0,13417.0,13579.0,13705.0,13771.0,13884.0,13784.0,14107.0,14276.0,14107.0,14189.0,13741.0,13269.0,12405.0,12185.0,11897.0,11844.0,12078.0,12251.0,12317.0,12463.0,12917.0,12937.0,12883.0,12763.0,13026.0,12977.0,13115.0,13321.0,13335.0,13238.0,13222.0,13624.0,13578.0,13657.0,13682.0,13343.0,13699.0,13624.0,13653.0,13423.0,13353.0,13249.0,12958.0,13338.0,12786.0,12823.0,12643.0,12618.0,12730.0,12929.0,12694.0,12431.0,11911.0,11777.0,11770.0,11926.0,12193.0,12370.0,13812.0,14421.0,15023.0,15023.0,14805.0,14642.0,14407.0,14429.0,14239.0,14099.0,13890.0,14168.0,14119.0,13811.0,13405.0,13466.0,13355.0,13473.0,13789.0,13690.0,13757.0,13960.0,14380.0,14631.0,14887.0,14761.0,15017.0,15043.0,15154.0,15116.0,14926.0,15165.0,14993.0,14896.0,14996.0,15541.0,15594.0,15726.0,15592.0,15639.0,15486.0
43,B,False,8022.1,7963.2,7844.1,7853.4,7500.9,7119.6,7266.4,7020.2,7070.3,6967.1,6841.5,6960.3,6950.4,7125.0,7031.8,6872.3,6912.0,6986.3,7235.3,6906.2,7033.3,7125.5,7314.8,7424.4,7674.2,7548.0,7476.6,7488.3,7702.6,7722.0,7663.6,7589.1,7308.7,7013.3,7091.7,7202.1,6886.3,6756.8,6439.9,6243.9,5953.2,5948.2,5963.0,5892.8,5981.6,5803.7,5697.0,5894.6,5899.0,5913.4,5953.7,6197.7,6317.8,6310.8,6231.5,6450.1,6427.1,6146.9,6142.0,6128.1,6114.1,5943.7,5681.0,5638.4,5577.6,5545.3,5680.0,5817.7,5836.4,5955.6,5992.8,5971.9,6038.3,6283.8,6269.1,6292.6,6499.0,6493.0,6346.7,6487.1,6528.5,6574.3,6449.6,6296.1,6355.9,6380.3,6494.8,6593.7,6497.0,6291.5,6404.8,6223.9,6417.0,6478.9,6457.2,6384.7,6418.0,6407.4,6346.2,6318.5,6328.9,6363.8,6288.2,6139.0,6392.9,6358.4,6272.0,6151.8,6146.8,6072.8,5988.4,5932.2,5940.2,6081.9,6242.2,6248.0,6420.5,6485.6,6666.3
44,B,False,8462.4,8294.5,8117.2,8072.5,8021.9,8030.9,8044.6,7949.3,8007.2,8180.2,8202.4,8333.9,8491.0,8707.7,9037.0,9109.9,9171.3,9203.8,9293.4,9290.4,9459.0,9500.1,9582.9,9760.0,9723.2,9845.2,9853.6,9749.0,9875.2,9681.2,9668.0,9690.3,9648.5,9561.6,9521.3,9375.9,9147.2,8929.8,8741.6,8623.5,8491.8,8409.9,8279.3,8236.1,8265.2,8342.4,8237.1,8399.8,8628.5,8749.7,9063.4,9293.6,9460.2,9617.5,9755.8,10285.0,10260.0,9922.6,9552.9,9251.1,9003.5,8798.5,8650.1,8613.8,8627.7,8581.4,8700.6,8744.9,8733.3,8559.6,8583.2,8865.3,8935.8,9260.3,9277.5,9427.9,9537.4,9598.9,9841.3,10079.0,10122.0,10074.0,10106.0,10050.0,10070.0,10165.0,10198.0,10089.0,10049.0,9960.5,9920.7,9977.8,9863.9,9819.3,9787.4,9624.3,9613.5,9547.7,9550.5,9368.5,9208.3,9095.5,8997.1,8935.3,9032.6,8785.0,8729.0,8719.1,8983.7,9234.3,9590.2,10033.0,10404.0,10465.0,10140.0,10231.0,10102.0,9876.8,9624.6
45,B,False,6596.6,6488.1,6555.7,6655.7,6552.6,6395.8,6523.7,6564.0,6619.8,6630.6,6542.4,6407.3,6441.5,6345.0,6299.1,6280.6,6344.9,6350.6,6231.0,6148.7,6163.1,6027.7,5999.8,5912.2,5844.0,5573.8,5498.1,5380.7,5297.4,5369.3,5329.0,5183.3,5239.0,5082.9,5090.6,4968.9,5012.6,5076.7,5124.3,5141.9,5185.9,5210.7,5183.6,5268.2,5219.9,5226.5,5118.1,5223.7,5085.4,5135.4,5092.4,4965.9,4832.9,4945.0,4952.4,4903.8,4928.3,4921.7,4914.8,4772.5,4868.2,4908.7,4899.5,4798.1,4868.6,4886.9,4754.2,4735.5,4779.6,4794.2,4768.4,4688.0,4671.5,4664.8,4648.0,4614.1,4550.7,4616.7,4595.0,4560.3,4637.3,4500.3,4407.0,4341.1,4347.8,4217.2,4165.7,4148.5,4091.8,3996.7,3939.4,3907.9,3913.8,3905.3,3966.3,3904.5,3884.5,3959.6,4041.1,4083.4,4042.2,4004.3,4186.0,4213.2,4187.0,4224.6,4202.9,4338.9,4284.5,4312.0,4262.0,4331.3,4426.1,4333.4,4335.6,4299.0,4277.6,4300.5,4238.6
46,B,False,3523.7,3538.0,3465.7,3469.9,3538.5,3596.8,3556.7,3550.8,3641.0,3704.8,3782.5,3932.0,3976.6,4070.9,4068.6,3993.0,4132.8,4062.6,3967.8,4136.3,4085.6,4092.2,3889.9,3811.1,3906.7,3858.3,3818.7,3808.5,3734.2,3784.1,3749.3,3683.3,3682.9,3710.1,3683.7,3660.7,3744.0,3767.6,3717.8,4031.0,4071.6,4229.6,4223.8,4284.1,4337.0,4493.5,4545.2,4407.3,4450.2,4375.4,4322.8,4388.4,4453.3,4623.3,4584.5,4585.4,4562.1,4556.3,4560.8,4669.3,4616.9,4787.9,4766.6,4865.4,4800.5,4889.1,4745.7,4906.3,4827.7,4772.6,4766.3,4779.8,4700.9,4670.6,4735.7,4688.3,4693.1,4744.4,4647.6,4973.4,5093.3,4947.2,5005.1,5154.7,5316.9,5415.4,5624.3,5777.1,6040.6,6107.1,6172.8,6247.3,6229.0,6202.0,6126.3,6148.9,6050.1,6076.8,6114.4,5982.8,5990.7,5881.6,5889.6,5791.1,5878.3,5751.4,5663.2,5558.1,5490.6,5545.3,5600.5,5628.6,5666.1,5820.5,5799.8,5736.6,5704.1,5758.5,5826.5
47,B,False,6203.0,6168.8,6293.9,6249.5,6207.7,6391.1,6254.0,6436.5,6159.8,6062.6,6148.8,6064.1,5868.1,5916.9,5839.4,5765.5,5689.2,5530.2,5363.5,5472.3,5536.6,5476.4,5389.5,5411.0,5424.4,5497.1,5604.3,5629.1,5652.8,5791.6,6028.9,6000.4,5887.0,5948.2,5942.6,6014.2,5963.6,6036.4,6143.3,5948.6,6002.7,5854.7,5987.8,5954.3,5849.5,5795.9,5828.6,5670.5,5631.0,5686.9,5784.6,5714.3,5745.4,5810.3,5761.6,5756.4,5719.2,5721.3,5691.9,5710.6,5732.4,5781.5,5763.3,5845.2,5722.8,5697.5,5767.7,5697.7,5640.3,5731.6,5676.2,5453.5,5349.6,5330.0,5220.3,5203.1,5213.0,5127.9,5157.3,5111.1,5097.9,4979.4,5015.5,5169.7,5195.8,5361.2,5335.3,5418.8,5543.5,5525.2,5574.5,5648.8,5599.7,5533.3,5655.6,5784.0,5604.9,5535.7,5544.8,5494.3,5507.4,5470.5,5357.3,5394.2,5284.2,5207.6,5301.3,5242.0,5235.6,5370.9,5330.9,5230.8,5162.8,5155.9,5295.4,5274.2,5191.1,5210.5,5164.4
48,B,False,2050.8,2056.1,2093.0,2047.4,1992.2,1964.8,1847.7,1863.3,1831.9,1873.8,1775.8,1726.4,1721.3,1712.7,1717.4,1723.1,1748.4,1743.0,1723.8,1666.5,1658.4,1685.0,1708.4,1676.4,1721.8,1747.1,1713.8,1803.0,1824.2,1764.9,1757.8,1820.9,1788.9,1854.8,1881.2,1876.9,1878.5,1914.3,1872.7,1900.2,1888.2,1902.3,1904.9,1846.8,1797.9,1793.7,1768.3,1742.0,1704.5,1627.7,1619.3,1617.1,1605.0,1594.9,1597.3,1612.3,1621.0,1667.0,1736.8,1733.1,1747.7,1790.7,1786.1,1831.2,1878.3,1883.6,1926.5,1891.3,1874.2,1902.0,1947.5,1935.2,1912.4,1871.2,1836.5,1828.0,1821.3,1767.8,1767.6,1753.0,1776.2,1749.2,1751.6,1794.5,1814.7,1805.8,1829.4,1846.8,1831.3,1872.8,1887.8,1821.0,1879.6,1883.0,1887.8,1855.5,1834.3,1838.3,1860.9,1787.9,1684.5,1697.5,1641.0,1626.1,1595.2,1606.2,1564.3,1531.6,1544.2,1564.4,1589.9,1622.7,1622.9,1666.3,1646.6,1619.7,1697.0,1785.5,1738.1
