,FLARE_TYPE,COINCIDENCE,TOTPOT_1,TOTPOT_2,TOTPOT_3,TOTPOT_4,TOTPOT_5,TOTPOT_6,TOTPOT_7,TOTPOT_8,TOTPOT_9,TOTPOT_10,TOTPOT_11,TOTPOT_12,TOTPOT_13,TOTPOT_14,TOTPOT_15,TOTPOT_16,TOTPOT_17,TOTPOT_18,TOTPOT_19,TOTPOT_20,TOTPOT_21,TOTPOT_22,TOTPOT_23,TOTPOT_24,TOTPOT_25,TOTPOT_26,TOTPOT_27,TOTPOT_28,TOTPOT_29,TOTPOT_30,TOTPOT_31,TOTPOT_32,TOTPOT_33,TOTPOT_34,TOTPOT_35,TOTPOT_36,TOTPOT_37,TOTPOT_38,TOTPOT_39,TOTPOT_40,TOTPOT_41,TOTPOT_42,TOTPOT_43,TOTPOT_44,TOTPOT_45,TOTPOT_46,TOTPOT_47,TOTPOT_48,TOTPOT_49,TOTPOT_50,TOTPOT_51,TOTPOT_52,TOTPOT_53,TOTPOT_54,TOTPOT_55,TOTPOT_56,TOTPOT_57,TOTPOT_58,TOTPOT_59,TOTPOT_60,TOTPOT_61,TOTPOT_62,TOTPOT_63,TOTPOT_64,TOTPOT_65,TOTPOT_66,TOTPOT_67,TOTPOT_68,TOTPOT_69,TOTPOT_70,TOTPOT_71,TOTPOT_72,TOTPOT_73,TOTPOT_74,TOTPOT_75,TOTPOT_76,TOTPOT_77,TOTPOT_78,TOTPOT_79,TOTPOT_80,TOTPOT_81,TOTPOT_82,TOTPOT_83,TOTPOT_84,TOTPOT_85,TOTPOT_86,TOTPOT_87,TOTPOT_88,TOTPOT_89,TOTPOT_90,TOTPOT_91,TOTPOT_92,TOTPOT_93,TOTPOT_94,TOTPOT_95,TOTPOT_96,TOTPOT_97,TOTPOT_98,TOTPOT_99,TOTPOT_100,TOTPOT_101,TOTPOT_102,TOTPOT_103,TOTPOT_104,TOTPOT_105,TOTPOT_106,TOTPOT_107,TOTPOT_108,TOTPOT_109,TOTPOT_110,TOTPOT_111,TOTPOT_112,TOTPOT_113,TOTPOT_114,TOTPOT_115,TOTPOT_116,TOTPOT_117,TOTPOT_118,TOTPOT_119
118,M,False,3.1148e+23,3.1385e+23,3.1548e+23,3.198e+23,3.2219e+23,3.2422e+23,3.2326e+23,3.2647e+23,3.3124e+23,3.3119e+23,3.3513e+23,3.3648e+23,3.3669e+23,3.4059e+23,3.4698e+23,3.4829e+23,3.5416e+23,3.5931e+23,3.6526e+23,3.6444e+23,3.6538e+23,3.6887e+23,3.6436e+23,3.6683e+23,3.628e+23,3.6711e+23,3.6318e+23,3.6157e+23,3.6759e+23,3.6826e+23,3.7082e+23,3.689e+23,3.6941e+23,3.6903e+23,3.7388e+23,3.7775e+23,3.7734e+23,3.7985e+23,3.7978e+23,3.7924e+23,3.7929e+23,3.8555e+23,3.8344e+23,3.8641e+23,3.9267e+23,3.9715e+23,3.9977e+23,4.0263e+23,4.0511e+23,4.089e+23,4.1098e+23,4.1809e+23,4.1829e+23,4.2034e+23,4.2156e+23,4.2098e+23,4.2914e+23,4.2395e+23,4.2892e+23,4.3037e+23,4.3056e+23,4.308e+23,4.3728e+23,4.4799e+23,4.4441e+23,4.5324e+23,4.5252e+23,4.5669e+23,4.5494e+23,4.6061e+23,4.6264e+23,4.6288e+23,4.6248e+23,4.6301e+23,4.6145e+23,4.654e+23,4.6977e+23,4.7373e+23,4.7315e+23,4.7278e+23,4.7606e+23,4.797e+23,4.8003e+23,4.8056e+23,4.8137e+23,4.8075e+23,4.7275e+23,4.7568e+23,4.8163e+23,4.8674e+23,4.8705e+23,4.9055e+23,4.9009e+23,4.882e+23,4.8785e+23,4.8804e+23,4.9176e+23,4.9341e+23,4.9779e+23,4.9786e+23,4.9872e+23,5.033e+23,5.0854e+23,5.1098e+23,5.1583e+23,5.174e+23,5.2078e+23,5.2423e+23,5.266e+23,5.2611e+23,5.2852e+23,5.23e+23,5.2445e+23,5.2602e+23,5.2453e+23,5.3225e+23,5.2692e+23,5.3078e+23,5.3101e+23
119,M,True,7.4661e+23,7.462e+23,7.4657e+23,7.471e+23,7.5368e+23,7.5607e+23,7.5529e+23,7.5656e+23,7.5618e+23,7.577e+23,7.5921e+23,7.63e+23,7.6791e+23,7.7429e+23,7.7859e+23,7.8369e+23,7.8866e+23,7.8933e+23,7.9427e+23,7.9699e+23,7.9919e+23,8.0252e+23,8.0823e+23,8.1056e+23,8.1666e+23,8.196e+23,8.1962e+23,8.246e+23,8.2786e+23,8.3059e+23,8.303e+23,8.3255e+23,8.2842e+23,8.3229e+23,8.3046e+23,8.3302e+23,8.3837e+23,8.3755e+23,8.3681e+23,8.366e+23,8.4037e+23,8.3674e+23,8.3606e+23,8.346e+23,8.2867e+23,8.3348e+23,8.323e+23,8.3212e+23,8.3786e+23,8.3919e+23,8.4116e+23,8.4287e+23,8.4756e+23,8.5082e+23,8.4989e+23,8.4963e+23,8.5252e+23,8.5314e+23,8.5222e+23,8.5338e+23,8.5008e+23,8.544e+23,8.5315e+23,8.5371e+23,8.5246e+23,8.5217e+23,8.516e+23,8.5244e+23,8.5428e+23,8.5588e+23,8.5433e+23,8.5195e+23,8.4706e+23,8.4867e+23,8.4719e+23,8.5411e+23,8.5486e+23,8.5693e+23,8.5202e+23,8.5663e+23,8.5399e+23,8.5705e+23,8.5768e+23,8.5629e+23,8.5879e+23,8.6134e+23,8.645e+23,8.6792e+23,8.6825e+23,8.7113e+23,8.7277e+23,8.7198e+23,8.7403e+23,8.7366e+23,8.7123e+23,8.6577e+23,8.6659e+23,8.7144e+23,8.6898e+23,8.6446e+23,8.58e+23,8.5722e+23,8.5767e+23,8.5325e+23,8.5572e+23,8.5652e+23,8.5896e+23,8.5833e+23,8.6213e+23,8.6353e+23,8.613e+23,8.6053e+23,8.5881e+23,8.6035e+23,8.644e+23,8.6351e+23,8.6643e+23,8.6459e+23,8.6614e+23
120,M,False,8.323e+23,8.3212e+23,8.3786e+23,8.3919e+23,8.4116e+23,8.4287e+23,8.4756e+23,8.5082e+23,8.4989e+23,8.4963e+23,8.5252e+23,8.5314e+23,8.5222e+23,8.5338e+23,8.5008e+23,8.544e+23,8.5315e+23,8.5371e+23,8.5246e+23,8.5217e+23,8.516e+23,8.5244e+23,8.5428e+23,8.5588e+23,8.5433e+23,8.5195e+23,8.4706e+23,8.4867e+23,8.4719e+23,8.5411e+23,8.5486e+23,8.5693e+23,8.5202e+23,8.5663e+23,8.5399e+23,8.5705e+23,8.5768e+23,8.5629e+23,8.5879e+23,8.6134e+23,8.645e+23,8.6792e+23,8.6825e+23,8.7113e+23,8.7277e+23,8.7198e+23,8.7403e+23,8.7366e+23,8.7123e+23,8.6577e+23,8.6659e+23,8.7144e+23,8.6898e+23,8.6446e+23,8.58e+23,8.5722e+23,8.5767e+23,8.5325e+23,8.5572e+23,8.5652e+23,8.5896e+23,8.5833e+23,8.6213e+23,8.6353e+23,8.613e+23,8.6053e+23,8.5881e+23,8.6035e+23,8.644e+23,8.6351e+23,8.6643e+23,8.6459e+23,8.6614e+23,8.5778e+23,8.6688e+23,8.7326e+23,8.742e+23,8.6941e+23,8.7016e+23,8.7106e+23,8.7088e+23,8.729e+23,8.7434e+23,8.8037e+23,8.7964e+23,8.8072e+23,8.8304e+23,8.8794e+23,8.8486e+23,8.8491e+23,8.8373e+23,8.8482e+23,8.861e+23,8.8458e+23,8.8477e+23,8.8589e+23,8.8164e+23,8.7826e+23,8.8436e+23,8.8443e+23,8.864e+23,8.8271e+23,8.8265e+23,8.8438e+23,8.8589e+23,8.8034e+23,8.7984e+23,8.8464e+23,8.8843e+23,8.9145e+23,8.9185e+23,8.9005e+23,8.9301e+23,8.9632e+23,9.0269e+23,9.0194e+23,9.0297e+23,9.068e+23,9.1004e+23
121,M,False,8.5217e+23,8.516e+23,8.5244e+23,8.5428e+23,8.5588e+23,8.5433e+23,8.5195e+23,8.4706e+23,8.4867e+23,8.4719e+23,8.5411e+23,8.5486e+23,8.5693e+23,8.5202e+23,8.5663e+23,8.5399e+23,8.5705e+23,8.5768e+23,8.5629e+23,8.5879e+23,8.6134e+23,8.645e+23,8.6792e+23,8.6825e+23,8.7113e+23,8.7277e+23,8.7198e+23,8.7403e+23,8.7366e+23,8.7123e+23,8.6577e+23,8.6659e+23,8.7144e+23,8.6898e+23,8.6446e+23,8.58e+23,8.5722e+23,8.5767e+23,8.5325e+23,8.5572e+23,8.5652e+23,8.5896e+23,8.5833e+23,8.6213e+23,8.6353e+23,8.613e+23,8.6053e+23,8.5881e+23,8.6035e+23,8.644e+23,8.6351e+23,8.6643e+23,8.6459e+23,8.6614e+23,8.5778e+23,8.6688e+23,8.7326e+23,8.742e+23,8.6941e+23,8.7016e+23,8.7106e+23,8.7088e+23,8.729e+23,8.7434e+23,8.8037e+23,8.7964e+23,8.8072e+23,8.8304e+23,8.8794e+23,8.8486e+23,8.8491e+23,8.8373e+23,8.8482e+23,8.861e+23,8.8458e+23,8.8477e+23,8.8589e+23,8.8164e+23,8.7826e+23,8.8436e+23,8.8443e+23,8.864e+23,8.8271e+23,8.8265e+23,8.8438e+23,8.8589e+23,8.8034e+23,8.7984e+23,8.8464e+23,8.8843e+23,8.9145e+23,8.9185e+23,8.9005e+23,8.9301e+23,8.9632e+23,9.0269e+23,9.0194e+23,9.0297e+23,9.068e+23,9.1004e+23,9.1563e+23,9.1947e+23,9.1812e+23,9.1603e+23,9.1917e+23,9.1749e+23,9.1879e+23,9.2529e+23,9.2891e+23,9.1936e+23,9.1886e+23,9.186e+23,9.1984e+23,9.2568e+23,9.2823e+23,9.2532e+23,9.2907e+23,9.3288e+23,9.3061e+23
122,M,True,9.2877e+23,9.3178e+23,9.3375e+23,9.3321e+23,9.3757e+23,9.3627e+23,9.4244e+23,9.4382e+23,9.5033e+23,9.5288e+23,9.5254e+23,9.5274e+23,9.4849e+23,9.5345e+23,9.491e+23,9.4646e+23,9.4363e+23,9.4857e+23,9.5253e+23,9.5964e+23,9.6784e+23,9.702e+23,9.7212e+23,9.7394e+23,9.745e+23,9.8277e+23,9.8133e+23,9.8385e+23,9.9057e+23,9.9145e+23,9.9336e+23,9.9479e+23,9.9247e+23,9.9912e+23,1.0024e+24,1.0061e+24,1.0087e+24,1.0162e+24,1.0229e+24,1.0273e+24,1.0307e+24,1.0377e+24,1.0463e+24,1.0472e+24,1.0513e+24,1.0574e+24,1.0641e+24,1.0673e+24,1.0713e+24,1.0662e+24,1.07e+24,1.074e+24,1.0797e+24,1.0827e+24,1.0861e+24,1.0861e+24,1.0864e+24,1.0864e+24,1.0902e+24,1.0955e+24,1.1011e+24,1.1026e+24,1.103e+24,1.0997e+24,1.1002e+24,1.1002e+24,1.1026e+24,1.1041e+24,1.0944e+24,1.0938e+24,1.0962e+24,1.0911e+24,1.0964e+24,1.0959e+24,1.1326e+24,1.1038e+24,1.1058e+24,1.109e+24,1.1114e+24,1.1152e+24,1.1126e+24,1.1135e+24,1.1075e+24,1.1067e+24,1.1075e+24,1.1026e+24,1.1014e+24,1.107e+24,1.1038e+24,1.106e+24,1.1019e+24,1.1024e+24,1.1037e+24,1.1035e+24,1.0991e+24,1.0959e+24,1.0986e+24,1.0899e+24,1.0877e+24,1.0868e+24,1.0839e+24,1.0915e+24,1.091e+24,1.089e+24,1.0909e+24,1.0915e+24,1.0878e+24,1.0972e+24,1.1074e+24,1.1052e+24,1.1064e+24,1.105e+24,1.1064e+24,1.1115e+24,1.1022e+24,1.1074e+24,1.1054e+24,1.1055e+24,1.1007e+24
123,M,True,9.8385e+23,9.9057e+23,9.9145e+23,9.9336e+23,9.9479e+23,9.9247e+23,9.9912e+23,1.0024e+24,1.0061e+24,1.0087e+24,1.0162e+24,1.0229e+24,1.0273e+24,1.0307e+24,1.0377e+24,1.0463e+24,1.0472e+24,1.0513e+24,1.0574e+24,1.0641e+24,1.0673e+24,1.0713e+24,1.0662e+24,1.07e+24,1.074e+24,1.0797e+24,1.0827e+24,1.0861e+24,1.0861e+24,1.0864e+24,1.0864e+24,1.0902e+24,1.0955e+24,1.1011e+24,1.1026e+24,1.103e+24,1.0997e+24,1.1002e+24,1.1002e+24,1.1026e+24,1.1041e+24,1.0944e+24,1.0938e+24,1.0962e+24,1.0911e+24,1.0964e+24,1.0959e+24,1.1326e+24,1.1038e+24,1.1058e+24,1.109e+24,1.1114e+24,1.1152e+24,1.1126e+24,1.1135e+24,1.1075e+24,1.1067e+24,1.1075e+24,1.1026e+24,1.1014e+24,1.107e+24,1.1038e+24,1.106e+24,1.1019e+24,1.1024e+24,1.1037e+24,1.1035e+24,1.0991e+24,1.0959e+24,1.0986e+24,1.0899e+24,1.0877e+24,1.0868e+24,1.0839e+24,1.0915e+24,1.091e+24,1.089e+24,1.0909e+24,1.0915e+24,1.0878e+24,1.0972e+24,1.1074e+24,1.1052e+24,1.1064e+24,1.105e+24,1.1064e+24,1.1115e+24,1.1022e+24,1.1074e+24,1.1054e+24,1.1055e+24,1.1007e+24,1.0959e+24,1.0965e+24,1.0986e+24,1.1022e+24,1.1061e+24,1.1103e+24,1.1097e+24,1.1163e+24,1.1197e+24,1.1263e+24,1.1293e+24,1.1336e+24,1.1362e+24,1.1352e+24,1.1307e+24,1.1267e+24,1.1244e+24,1.1159e+24,1.1128e+24,1.1166e+24,1.1101e+24,1.1158e+24,1.116e+24,1.1192e+24,1.1266e+24,1.1302e+24,1.1365e+24
124,M,True,1.0273e+24,1.0307e+24,1.0377e+24,1.0463e+24,1.0472e+24,1.0513e+24,1.0574e+24,1.0641e+24,1.0673e+24,1.0713e+24,1.0662e+24,1.07e+24,1.074e+24,1.0797e+24,1.0827e+24,1.0861e+24,1.0861e+24,1.0864e+24,1.0864e+24,1.0902e+24,1.0955e+24,1.1011e+24,1.1026e+24,1.103e+24,1.0997e+24,1.1002e+24,1.1002e+24,1.1026e+24,1.1041e+24,1.0944e+24,1.0938e+24,1.0962e+24,1.0911e+24,1.0964e+24,1.0959e+24,1.1326e+24,1.1038e+24,1.1058e+24,1.109e+24,1.1114e+24,1.1152e+24,1.1126e+24,1.1135e+24,1.1075e+24,1.1067e+24,1.1075e+24,1.1026e+24,1.1014e+24,1.107e+24,1.1038e+24,1.106e+24,1.1019e+24,1.1024e+24,1.1037e+24,1.1035e+24,1.0991e+24,1.0959e+24,1.0986e+24,1.0899e+24,1.0877e+24,1.0868e+24,1.0839e+24,1.0915e+24,1.091e+24,1.089e+24,1.0909e+24,1.0915e+24,1.0878e+24,1.0972e+24,1.1074e+24,1.1052e+24,1.1064e+24,1.105e+24,1.1064e+24,1.1115e+24,1.1022e+24,1.1074e+24,1.1054e+24,1.1055e+24,1.1007e+24,1.0959e+24,1.0965e+24,1.0986e+24,1.1022e+24,1.1061e+24,1.1103e+24,1.1097e+24,1.1163e+24,1.1197e+24,1.1263e+24,1.1293e+24,1.1336e+24,1.1362e+24,1.1352e+24,1.1307e+24,1.1267e+24,1.1244e+24,1.1159e+24,1.1128e+24,1.1166e+24,1.1101e+24,1.1158e+24,1.116e+24,1.1192e+24,1.1266e+24,1.1302e+24,1.1365e+24,1.1431e+24,1.1441e+24,1.1345e+24,1.1284e+24,1.1362e+24,1.1382e+24,1.1382e+24,1.1461e+24,1.1503e+24,1.1589e+24,1.166e+24,1.1599e+24
125,M,True,1.074e+24,1.0797e+24,1.0827e+24,1.0861e+24,1.0861e+24,1.0864e+24,1.0864e+24,1.0902e+24,1.0955e+24,1.1011e+24,1.1026e+24,1.103e+24,1.0997e+24,1.1002e+24,1.1002e+24,1.1026e+24,1.1041e+24,1.0944e+24,1.0938e+24,1.0962e+24,1.0911e+24,1.0964e+24,1.0959e+24,1.1326e+24,1.1038e+24,1.1058e+24,1.109e+24,1.1114e+24,1.1152e+24,1.1126e+24,1.1135e+24,1.1075e+24,1.1067e+24,1.1075e+24,1.1026e+24,1.1014e+24,1.107e+24,1.1038e+24,1.106e+24,1.1019e+24,1.1024e+24,1.1037e+24,1.1035e+24,1.0991e+24,1.0959e+24,1.0986e+24,1.0899e+24,1.0877e+24,1.0868e+24,1.0839e+24,1.0915e+24,1.091e+24,1.089e+24,1.0909e+24,1.0915e+24,1.0878e+24,1.0972e+24,1.1074e+24,1.1052e+24,1.1064e+24,1.105e+24,1.1064e+24,1.1115e+24,1.1022e+24,1.1074e+24,1.1054e+24,1.1055e+24,1.1007e+24,1.0959e+24,1.0965e+24,1.0986e+24,1.1022e+24,1.1061e+24,1.1103e+24,1.1097e+24,1.1163e+24,1.1197e+24,1.1263e+24,1.1293e+24,1.1336e+24,1.1362e+24,1.1352e+24,1.1307e+24,1.1267e+24,1.1244e+24,1.1159e+24,1.1128e+24,1.1166e+24,1.1101e+24,1.1158e+24,1.116e+24,1.1192e+24,1.1266e+24,1.1302e+24,1.1365e+24,1.1431e+24,1.1441e+24,1.1345e+24,1.1284e+24,1.1362e+24,1.1382e+24,1.1382e+24,1.1461e+24,1.1503e+24,1.1589e+24,1.166e+24,1.1599e+24,1.1553e+24,1.1578e+24,1.1596e+24,1.1589e+24,1.1629e+24,1.1791e+24,1.1793e+24,1.1844e+24,1.1907e+24,1.1961e+24,1.2084e+24,1.2062e+24
126,M,False,4.6893e+23,4.7153e+23,4.7205e+23,4.7253e+23,4.7329e+23,4.7268e+23,4.6976e+23,4.698e+23,4.6614e+23,4.6663e+23,4.6729e+23,4.6805e+23,4.7077e+23,5.1266e+23,4.7637e+23,4.7916e+23,4.7953e+23,4.7984e+23,4.7939e+23,4.7631e+23,4.762e+23,4.7712e+23,4.8008e+23,4.7809e+23,4.7886e+23,4.7528e+23,4.7559e+23,4.7623e+23,4.7837e+23,4.7712e+23,4.7525e+23,4.7583e+23,4.7536e+23,4.7464e+23,4.7344e+23,4.7309e+23,4.7138e+23,4.7509e+23,4.7402e+23,4.7345e+23,4.7131e+23,4.7102e+23,4.7109e+23,4.7105e+23,4.6589e+23,4.6744e+23,4.6812e+23,4.6373e+23,4.6494e+23,4.6558e+23,4.6525e+23,4.6614e+23,4.6957e+23,4.6695e+23,4.6976e+23,4.6972e+23,4.7025e+23,4.6697e+23,4.6453e+23,4.6778e+23,4.6347e+23,4.6714e+23,4.6363e+23,4.5887e+23,4.5419e+23,4.5807e+23,4.5672e+23,4.5867e+23,4.5679e+23,4.5281e+23,4.541e+23,4.509e+23,4.4877e+23,4.4889e+23,4.4566e+23,4.4603e+23,4.4136e+23,4.3404e+23,4.2854e+23,4.279e+23,4.2987e+23,4.2459e+23,4.218e+23,4.1917e+23,4.2009e+23,4.1958e+23,4.1709e+23,4.1986e+23,4.1943e+23,4.1623e+23,4.1868e+23,4.172e+23,4.1711e+23,4.1553e+23,4.1274e+23,4.0847e+23,4.1042e+23,4.0606e+23,4.0546e+23,4.0336e+23,4.0449e+23,4.0777e+23,4.0568e+23,4.0274e+23,4.0364e+23,4.0246e+23,4.0253e+23,4.0057e+23,3.9921e+23,4.0032e+23,4.0049e+23,3.987e+23,3.9868e+23,4.0209e+23,4.0334e+23,4.0168e+23,4.0176e+23,4.024e+23,4.0271e+23
127,M,True,1.107e+24,1.1038e+24,1.106e+24,1.1019e+24,1.1024e+24,1.1037e+24,1.1035e+24,1.0991e+24,1.0959e+24,1.0986e+24,1.0899e+24,1.0877e+24,1.0868e+24,1.0839e+24,1.0915e+24,1.091e+24,1.089e+24,1.0909e+24,1.0915e+24,1.0878e+24,1.0972e+24,1.1074e+24,1.1052e+24,1.1064e+24,1.105e+24,1.1064e+24,1.1115e+24,1.1022e+24,1.1074e+24,1.1054e+24,1.1055e+24,1.1007e+24,1.0959e+24,1.0965e+24,1.0986e+24,1.1022e+24,1.1061e+24,1.1103e+24,1.1097e+24,1.1163e+24,1.1197e+24,1.1263e+24,1.1293e+24,1.1336e+24,1.1362e+24,1.1352e+24,1.1307e+24,1.1267e+24,1.1244e+24,1.1159e+24,1.1128e+24,1.1166e+24,1.1101e+24,1.1158e+24,1.116e+24,1.1192e+24,1.1266e+24,1.1302e+24,1.1365e+24,1.1431e+24,1.1441e+24,1.1345e+24,1.1284e+24,1.1362e+24,1.1382e+24,1.1382e+24,1.1461e+24,1.1503e+24,1.1589e+24,1.166e+24,1.1599e+24,1.1553e+24,1.1578e+24,1.1596e+24,1.1589e+24,1.1629e+24,1.1791e+24,1.1793e+24,1.1844e+24,1.1907e+24,1.1961e+24,1.2084e+24,1.2062e+24,1.2079e+24,1.2105e+24,1.2035e+24,1.2138e+24,1.2091e+24,1.2058e+24,1.2089e+24,1.2166e+24,1.2323e+24,1.2326e+24,1.2407e+24,1.2412e+24,1.2441e+24,1.2447e+24,1.2488e+24,1.2549e+24,1.2559e+24,1.2625e+24,1.2701e+24,1.2746e+24,1.2748e+24,1.2841e+24,1.2908e+24,1.2956e+24,1.2926e+24,1.3021e+24,1.3083e+24,1.3079e+24,1.3125e+24,1.3254e+24,1.3334e+24,1.3352e+24,1.3394e+24,1.3417e+24,1.3374e+24,1.3445e+24
128,M,False,1.0986e+24,1.0899e+24,1.0877e+24,1.0868e+24,1.0839e+24,1.0915e+24,1.091e+24,1.089e+24,1.0909e+24,1.0915e+24,1.0878e+24,1.0972e+24,1.1074e+24,1.1052e+24,1.1064e+24,1.105e+24,1.1064e+24,1.1115e+24,1.1022e+24,1.1074e+24,1.1054e+24,1.1055e+24,1.1007e+24,1.0959e+24,1.0965e+24,1.0986e+24,1.1022e+24,1.1061e+24,1.1103e+24,1.1097e+24,1.1163e+24,1.1197e+24,1.1263e+24,1.1293e+24,1.1336e+24,1.1362e+24,1.1352e+24,1.1307e+24,1.1267e+24,1.1244e+24,1.1159e+24,1.1128e+24,1.1166e+24,1.1101e+24,1.1158e+24,1.116e+24,1.1192e+24,1.1266e+24,1.1302e+24,1.1365e+24,1.1431e+24,1.1441e+24,1.1345e+24,1.1284e+24,1.1362e+24,1.1382e+24,1.1382e+24,1.1461e+24,1.1503e+24,1.1589e+24,1.166e+24,1.1599e+24,1.1553e+24,1.1578e+24,1.1596e+24,1.1589e+24,1.1629e+24,1.1791e+24,1.1793e+24,1.1844e+24,1.1907e+24,1.1961e+24,1.2084e+24,1.2062e+24,1.2079e+24,1.2105e+24,1.2035e+24,1.2138e+24,1.2091e+24,1.2058e+24,1.2089e+24,1.2166e+24,1.2323e+24,1.2326e+24,1.2407e+24,1.2412e+24,1.2441e+24,1.2447e+24,1.2488e+24,1.2549e+24,1.2559e+24,1.2625e+24,1.2701e+24,1.2746e+24,1.2748e+24,1.2841e+24,1.2908e+24,1.2956e+24,1.2926e+24,1.3021e+24,1.3083e+24,1.3079e+24,1.3125e+24,1.3254e+24,1.3334e+24,1.3352e+24,1.3394e+24,1.3417e+24,1.3374e+24,1.3445e+24,1.3417e+24,1.3369e+24,1.3407e+24,1.3385e+24,1.33e+24,1.3272e+24,1.323e+24,1.3227e+24,1.318e+24
129,M,False,1.091e+24,1.089e+24,1.0909e+24,1.0915e+24,1.0878e+24,1.0972e+24,1.1074e+24,1.1052e+24,1.1064e+24,1.105e+24,1.1064e+24,1.1115e+24,1.1022e+24,1.1074e+24,1.1054e+24,1.1055e+24,1.1007e+24,1.0959e+24,1.0965e+24,1.0986e+24,1.1022e+24,1.1061e+24,1.1103e+24,1.1097e+24,1.1163e+24,1.1197e+24,1.1263e+24,1.1293e+24,1.1336e+24,1.1362e+24,1.1352e+24,1.1307e+24,1.1267e+24,1.1244e+24,1.1159e+24,1.1128e+24,1.1166e+24,1.1101e+24,1.1158e+24,1.116e+24,1.1192e+24,1.1266e+24,1.1302e+24,1.1365e+24,1.1431e+24,1.1441e+24,1.1345e+24,1.1284e+24,1.1362e+24,1.1382e+24,1.1382e+24,1.1461e+24,1.1503e+24,1.1589e+24,1.166e+24,1.1599e+24,1.1553e+24,1.1578e+24,1.1596e+24,1.1589e+24,1.1629e+24,1.1791e+24,1.1793e+24,1.1844e+24,1.1907e+24,1.1961e+24,1.2084e+24,1.2062e+24,1.2079e+24,1.2105e+24,1.2035e+24,1.2138e+24,1.2091e+24,1.2058e+24,1.2089e+24,1.2166e+24,1.2323e+24,1.2326e+24,1.2407e+24,1.2412e+24,1.2441e+24,1.2447e+24,1.2488e+24,1.2549e+24,1.2559e+24,1.2625e+24,1.2701e+24,1.2746e+24,1.2748e+24,1.2841e+24,1.2908e+24,1.2956e+24,1.2926e+24,1.3021e+24,1.3083e+24,1.3079e+24,1.3125e+24,1.3254e+24,1.3334e+24,1.3352e+24,1.3394e+24,1.3417e+24,1.3374e+24,1.3445e+24,1.3417e+24,1.3369e+24,1.3407e+24,1.3385e+24,1.33e+24,1.3272e+24,1.323e+24,1.3227e+24,1.318e+24,1.3195e+24,1.3183e+24,1.3195e+24,1.314e+24,1.3142e+24,1.3188e+24
130,M,True,1.1064e+24,1.105e+24,1.1064e+24,1.1115e+24,1.1022e+24,1.1074e+24,1.1054e+24,1.1055e+24,1.1007e+24,1.0959e+24,1.0965e+24,1.0986e+24,1.1022e+24,1.1061e+24,1.1103e+24,1.1097e+24,1.1163e+24,1.1197e+24,1.1263e+24,1.1293e+24,1.1336e+24,1.1362e+24,1.1352e+24,1.1307e+24,1.1267e+24,1.1244e+24,1.1159e+24,1.1128e+24,1.1166e+24,1.1101e+24,1.1158e+24,1.116e+24,1.1192e+24,1.1266e+24,1.1302e+24,1.1365e+24,1.1431e+24,1.1441e+24,1.1345e+24,1.1284e+24,1.1362e+24,1.1382e+24,1.1382e+24,1.1461e+24,1.1503e+24,1.1589e+24,1.166e+24,1.1599e+24,1.1553e+24,1.1578e+24,1.1596e+24,1.1589e+24,1.1629e+24,1.1791e+24,1.1793e+24,1.1844e+24,1.1907e+24,1.1961e+24,1.2084e+24,1.2062e+24,1.2079e+24,1.2105e+24,1.2035e+24,1.2138e+24,1.2091e+24,1.2058e+24,1.2089e+24,1.2166e+24,1.2323e+24,1.2326e+24,1.2407e+24,1.2412e+24,1.2441e+24,1.2447e+24,1.2488e+24,1.2549e+24,1.2559e+24,1.2625e+24,1.2701e+24,1.2746e+24,1.2748e+24,1.2841e+24,1.2908e+24,1.2956e+24,1.2926e+24,1.3021e+24,1.3083e+24,1.3079e+24,1.3125e+24,1.3254e+24,1.3334e+24,1.3352e+24,1.3394e+24,1.3417e+24,1.3374e+24,1.3445e+24,1.3417e+24,1.3369e+24,1.3407e+24,1.3385e+24,1.33e+24,1.3272e+24,1.323e+24,1.3227e+24,1.318e+24,1.3195e+24,1.3183e+24,1.3195e+24,1.314e+24,1.3142e+24,1.3188e+24,1.3249e+24,1.3286e+24,1.3271e+24,1.3178e+24,1.3174e+24,1.3137e+24,1.3089e+24,1.3107e+24
