index,nar,time_start,USFLUX,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZD,TOTUSJZ,MEANJZH,TOTUSJH,ABSNJZH,SAVNCPP,MEANPOT,TOTPOT,MEANSHR,SHRGT45,R_VALUE,AREA_ACR,g_s,slf,d_l_f
0,11065,2010-05-03 09:48:00,7.611196428571429e+20,27.696964285714284,126.67821428571429,125.58642857142857,45.344892857142845,0.34224286785714286,1097752142857.1428,-0.0024599335714285716,45.660321428571436,3.8098732142857137,268113117857.14285,1695.607142857143,2.951796428571428e+21,23.42942857142857,3.668767857142857,,49.966000000000015,,,
1,11070,2010-05-06 15:48:00,5.6819689655172425e+20,35.62172413793103,166.07758620689654,163.06758620689658,76.74086206896551,-0.5074862068965518,998438275862.069,-0.01238758620689655,50.55141379310344,10.5823,411182758620.68964,2559.0310344827585,2.896279310344827e+21,25.36317241379311,8.235341379310345,1.8780666666666666,38.47896551724138,,,
2,11071,2010-05-08 21:48:00,5.515938709677419e+20,29.667806451612908,141.4377419354839,138.7974193548387,55.81103225806452,-0.29802445161290325,813157741935.4839,-0.004387344193548387,40.21496774193548,3.6625293548387097,196969516129.03226,1954.1064516129031,2.2208967741935484e+21,23.547903225806447,4.110616129032258,,25.687548387096776,,,
3,11073,2010-06-03 06:00:00,6.428506136363636e+20,37.05831818181819,139.26897727272728,140.22924999999998,65.4666590909091,0.7375722727272728,1282502727272.7273,0.008810101136363636,56.456113636363646,6.409818022727274,689310909090.909,1915.7886363636362,2.66735e+21,25.89852272727273,10.675897727272728,2.8997374999999996,81.68903636363638,,,
4,11074,2010-05-30 18:00:00,,,,,,,,,,,,,,,,,,,,
5,11083,2010-06-18 12:48:00,3.7974103448275865e+20,32.97917241379311,141.80724137931034,141.33275862068967,64.517,1.172807275862069,688169310344.8276,-0.01656284827586207,32.35417241379311,10.538037931034484,672098965517.2413,1661.0724137931036,1.4098862068965518e+21,22.532344827586204,4.506265517241379,2.116018181818182,48.98110344827585,,,
6,11085,2010-06-28 18:00:00,7.08291724137931e+20,28.942413793103444,139.22655172413792,138.87413793103445,55.184,0.8890589655172415,1168708275862.0688,0.0033479497241379304,52.05810344827586,4.5987075862068965,659624482758.6207,1590.3965517241375,2.510765517241379e+21,21.552999999999997,3.0841482758620686,1.753407142857143,80.90362068965516,,,
7,11088,2010-07-13 15:36:00,5.409889655172413e+20,30.739379310344827,138.1703448275862,136.5148275862069,57.601379310344825,-0.18438901448275857,730778965517.2413,0.003953011551724138,35.652344827586205,3.329158068965517,381469241379.31036,2151.751724137931,2.3600034482758618e+21,23.450413793103444,3.6405206896551725,2.393933333333333,29.83831034482759,,,
8,11090,2010-07-27 15:36:00,1.2230162068965517e+21,29.775068965517235,123.15137931034482,122.58137931034481,46.395448275862066,0.3134863793103448,1983258620689.6553,-0.0005906905172413793,81.77441379310345,1.861336137931035,377333793103.4483,1690.551724137931,4.886662068965517e+21,24.80513793103448,5.084265517241379,2.371514814814815,77.44768965517241,,,
9,11104,2010-08-30 05:24:00,1.0698734482758621e+21,31.25110344827586,128.67103448275864,127.31137931034482,55.32493103448275,0.9278081034482759,1939724137931.0344,0.004458825172413794,81.69475862068965,8.651924827586207,952198758620.6897,1893.7206896551725,4.627193103448277e+21,23.97758620689655,3.838593103448276,1.854725,111.80931034482757,,,
10,11114,2010-10-15 19:36:00,1.1995161290322582e+21,26.42083870967742,124.75741935483875,124.87161290322581,45.96629032258065,-0.7917606451612903,1420458064516.1292,-0.004906520838709679,73.44645161290323,8.514182290322582,730831935483.871,1652.1387096774195,3.916435483870968e+21,21.100161290322585,1.5620609677419357,2.060625,29.005612903225806,,,
11,11116,2010-10-18 21:48:00,3.048464516129032e+20,37.017741935483876,155.5141935483871,153.22193548387094,89.89848387096778,1.2885145161290326,440520000000.0,-0.024724806451612905,26.069967741935482,10.189635483870969,349115161290.3226,3319.4322580645157,1.816509677419355e+21,24.222870967741933,4.730559032258064,1.8027555555555554,24.657612903225804,,,
12,11118,2010-10-23 06:00:00,8.129783870967744e+20,30.287870967741927,123.41967741935484,122.93774193548387,50.269935483870974,0.3937022903225807,1522667741935.484,0.002011786935483871,62.240870967741934,3.0173789677419354,373077645161.29034,1720.2774193548387,3.270870967741936e+21,24.202354838709677,4.7609,,77.31641935483871,,,
13,11122,2010-11-08 20:36:00,1.694844827586207e+21,46.708379310344824,153.44241379310344,148.15448275862067,88.49720689655172,0.581916275862069,2992286206896.552,0.0021737523793103446,163.04,6.30242275862069,769746206896.5518,5158.213793103449,1.7260413793103449e+22,32.89655172413793,19.250482758620695,2.4151519999999995,99.03610344827585,181.40448275862067,45.797758620689656,202.67793103448275
14,11136,2010-12-26 12:48:00,3.3380466666666664e+21,33.303000000000004,113.16266666666667,115.74066666666667,56.031633333333325,-0.19689716666666668,3675000000000.0,0.006160670000000001,214.81666666666666,25.817900000000005,868906333333.3334,3906.983333333333,2.17089e+22,26.0535,10.160319999999997,3.3540266666666674,85.21650000000001,165.15300000000002,11.771556666666665,42.102500000000006
15,11137,2010-12-27 21:12:00,6.2693e+20,32.84726666666666,154.20066666666668,152.89300000000003,73.74520000000001,1.4542693333333334,1217910000000.0,-0.011408966666666666,60.57563333333334,11.09824666666667,788996333333.3334,1980.2066666666665,2.552596666666667e+21,22.094600000000007,3.3489533333333337,1.89232,86.45693333333332,,,
16,11143,2011-01-09 20:24:00,8.359506896551722e+20,30.84444827586207,144.62586206896555,144.63034482758619,62.98475862068965,0.8067634482758621,1467200000000.0,-0.00044817137931034483,68.28455172413794,3.1607103448275864,560052413793.1034,1804.7310344827583,3.2125275862068956e+21,21.32020689655172,2.935958620689655,2.3672,133.3372413793103,,,
17,11144,2011-01-10 12:48:00,4.339835483870968e+20,28.59461290322581,168.1283870967742,166.50322580645158,68.53406451612904,-0.6447180967741938,629641290322.5807,-0.004393899032258064,35.958967741935496,3.08770935483871,216561709677.41934,2790.554838709677,2.0840129032258063e+21,21.672580645161293,2.778983870967742,2.0195666666666665,22.748999999999995,,,
18,11148,2011-01-19 06:36:00,2.671266666666667e+21,33.199555555555555,130.80444444444444,131.02185185185186,60.65622222222222,0.11592618518518519,2841151851851.852,-0.0013948351851851854,147.86370370370372,6.082747037037037,455657500000.0,3707.874074074073,1.7398962962962965e+22,25.64074074074074,7.225944444444444,2.5081272727272723,84.7493703703704,290.3162962962963,26.165518518518518,130.01444444444445
19,11151,2011-01-28 22:36:00,9.740358064516125e+20,28.23893548387097,131.91354838709677,132.78903225806448,49.25693548387099,-0.2911956354838709,1185758064516.1292,-0.003472534193548387,62.82532258064515,6.071964516129031,262149903225.80646,2131.8774193548393,3.8237354838709675e+21,22.114903225806454,3.382190322580645,2.31074,27.49222580645161,,,
20,11154,2011-02-09 11:48:00,8.794177419354838e+20,28.776870967741935,116.7825806451613,114.09193548387098,51.901967741935486,0.2764663548387097,925295161290.3226,-0.0023981554838709675,46.698741935483866,3.155942258064516,224380967741.9355,2200.9193548387093,3.8320548387096777e+21,22.575387096774193,1.656085806451613,,21.005032258064517,,3.1183,5.099
21,11155,2011-02-10 05:48:00,1.2664429166666667e+20,30.341875,145.82958333333332,141.05083333333334,61.95491666666666,1.14124075,279164583333.3333,-0.004391963333333333,11.909716666666668,1.4770215833333333,161960366666.66666,1956.4875,5.622170833333333e+20,23.51695833333333,5.3046173913043475,1.75896,14.143791666666667,,,
22,11167,2011-03-07 03:00:00,1.960356666666667e+21,36.5783,146.67733333333334,144.6963333333333,75.1977,0.6678583333333332,3519860000000.0,-0.0022971876666666668,171.84733333333335,7.2103100000000016,1087743000000.0,2559.853333333333,1.0420636666666668e+22,25.39153333333333,7.91468,1.9498071428571428,173.04466666666667,,16.636416666666666,29.96716666666667
23,11168,2011-03-05 13:48:00,,,,,,,,,,,,,,,,,,,,
24,11174,2011-03-20 13:36:00,,,,,,,,,,,,,,,,,,,,
25,11177,2011-03-27 01:00:00,4.6322548387096775e+21,33.927258064516124,128.208064516129,127.23290322580644,55.308290322580646,0.6302116129032258,8227606451612.903,-0.004383945161290322,368.95903225806455,33.9651935483871,2548532258064.516,2414.358064516129,2.480096774193548e+22,27.93606451612903,10.211293548387095,2.8522689655172413,263.0132258064516,88.471,3.6242193548387096,10.323193548387097
26,11179,2011-03-24 21:24:00,1.3093722222222222e+21,40.78322222222222,143.56944444444446,141.34944444444446,71.56288888888888,-0.24545515555555555,2345761111111.1113,0.0012839205555555556,112.44555555555556,6.653905555555556,410056833333.3333,3169.7944444444443,8.805933333333334e+21,30.45661111111111,18.032888888888888,2.7959866666666664,81.77661111111111,,,
27,11187,2011-04-11 21:24:00,1.6746387096774191e+21,34.24277419354839,140.1216129032258,139.36354838709676,65.81725806451612,0.5661477419354839,2973600000000.0,0.009523754838709679,140.86967741935484,25.266322580645166,1432946451612.9033,2279.012903225806,8.045490322580646e+21,25.676096774193542,7.535799999999998,2.807530769230769,142.62129032258062,,29.799999999999997,39.1395
28,11188,2011-04-09 03:24:00,1.2059172413793105e+21,40.21024137931035,166.21344827586202,161.95000000000002,93.50762068965516,0.9225748275862068,2111365517241.3794,-0.004829948275862069,118.36448275862068,8.377417241379309,842441034482.7587,3533.2344827586203,8.250627586206896e+21,26.669310344827586,9.543441379310346,2.1277,87.95251724137931,99.73110344827589,19.39306896551724,54.4148275862069
29,11189,2011-04-10 23:12:00,1.9843161290322576e+22,42.35854838709677,116.15967741935484,115.30483870967741,60.90951612903226,0.17254558064516132,34953709677419.355,-0.0017374754838709676,1563.7612903225809,60.05735483870967,3233174193548.387,3431.161290322581,1.5827709677419355e+23,33.155967741935484,20.043290322580646,3.7503967741935473,1233.590322580645,2798.4967741935493,44.387387096774184,413.6348387096774
30,11192,2011-04-16 04:48:00,3.1059241379310342e+22,45.02268965517242,117.69413793103448,126.08689655172414,66.69468965517241,0.08800344827586207,54092758620689.66,-0.009268562068965517,3214.1689655172418,429.7872413793103,13999275862068.965,9960.710344827585,6.12528275862069e+23,37.48392857142857,30.598103448275864,4.769648275862068,1671.003448275862,40788.06896551724,6.531420689655172,119.4616551724138
31,11194,2011-04-15 10:48:00,1.6235193548387097e+21,31.629161290322582,127.81483870967743,126.77806451612904,51.93890322580645,0.11808684516129031,2060051612903.2258,0.00571708064516129,103.14361290322582,14.221545161290324,1214387741935.484,2143.2580645161293,7.056316129032257e+21,24.733322580645158,7.284916129032257,2.4934000000000003,52.49090322580645,,5.592833333333334,11.716166666666666
32,11197,2011-04-25 14:12:00,3.095151612903226e+22,43.961580645161305,113.2625806451613,115.36903225806452,58.09374193548387,0.4798187096774193,52558838709677.42,0.008689312903225808,2496.8741935483863,435.14806451612895,23630290322580.645,7566.174193548386,5.0354161290322576e+23,36.03961290322581,28.805387096774197,4.160667741935485,2311.290322580646,11012.945161290323,18.04290322580645,275.3583870967742
33,11198,2011-04-23 14:12:00,2.4786354838709684e+21,25.52570967741936,110.70129032258062,109.91129032258064,40.66570967741935,0.12271335806451615,2469487096774.1934,0.0020613925806451617,123.49258064516131,7.689900000000001,625582580645.1613,1491.8516129032257,7.500845161290324e+21,19.793161290322587,0.6638232258064515,2.255725,60.99974193548387,,,
34,11205,2011-05-05 09:12:00,1.9449200000000003e+22,44.803279999999994,113.29480000000001,114.5232,59.70588000000001,0.28621959999999996,30037480000000.0,-0.00588488,1410.8480000000002,178.20159999999998,5418644000000.0,7671.956,3.08864e+23,36.60944,30.516479999999998,3.7078919999999997,1161.732,2461.06,36.40968,457.2644
