,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf
N,7.218667698611447e-15,3.048324632219764e-10,3.4301883059361326e-11,1.3780406933514042e-06,3.1374536553687763e-07,1.3974933409174103e-06,1.7461571994182104e-12,8.781495143454906e-12,3.3117279523485238e-12,2.9050965177971043e-07,2.4154511775261625e-13,8.39920068501474e-14,4.1884616917245357e-10,1.3830192002847287e-12,1.0289596997652197e-09,1.5616844187933424e-16,1.808069782457246e-10,4.878701915670073e-07,1.932879824408427e-07,7.069155717653923e-11
B,2.6419988498076856e-18,5.061487762393379e-23,4.756468815455129e-21,1.3041179832252944e-15,2.78081655216845e-16,2.048721158085893e-14,1.0388218575703739e-20,4.954855135676299e-19,2.6578793569619216e-23,4.543557568056638e-25,1.4826391487837496e-24,1.1874243417044598e-20,2.230668725241696e-25,1.0265859235760257e-21,3.7082774492042424e-24,2.391079340156368e-21,1.406298692270561e-24,7.744040783483031e-16,3.690549960990415e-12,3.8028084768131327e-14
C,7.926501288821161e-05,0.00024179437529949676,3.687605461398258e-05,8.181419932677174e-07,1.545069856652177e-08,6.717504554352409e-12,3.6874491458466725e-06,1.8759647373386016e-05,5.7324283012683794e-08,2.0800665719631567e-08,6.329540045616437e-07,0.0005992447660006892,6.411790135794564e-09,4.254212221762512e-09,0.0009454812216586205,1.0836904053673617e-06,8.747554889620206e-08,2.298980634318942e-08,1.2368982746044589e-05,6.796172982721458e-05
M,6.0515351737945364e-12,2.0062532597772077e-08,2.622279927157748e-13,2.80282101100256e-11,4.2683451586188886e-14,2.215108056203707e-15,4.416434291525894e-14,4.590951286372977e-13,2.774434475482483e-08,6.593832167995409e-17,4.080661156771661e-11,7.031160292966222e-15,7.784350537273428e-18,2.4641956114547284e-14,5.334270354328349e-18,4.706118133226145e-15,6.505552368091028e-09,7.977418437231209e-10,1.567205824334335e-11,1.2853252553281044e-13
X,0.010451048552954062,0.13873353036286754,0.001555773934181399,0.01272320147254979,0.024883296315900482,0.08206309930970021,0.03350371575183041,0.003292025234898842,0.02849779689511545,0.00039240496176185885,0.018338397887751268,0.013948187100276505,0.045194380182376925,0.0034091744489010466,0.022950492334114555,0.0035902788754338423,0.01536861928618418,0.0010189843362019562,9.839937070448398e-07,0.0006746630904835344
