,name,tss
0,KNN,0.7237484228819008,
1,RFC,0.8001594972266527,
2,LR,0.7049507621745583,
3,SVM,0.7226755858150624,
4,LDA,0.43136540735274276,
5,DART,0.7910697423445302,
