,name,tss_mean,tss_std,label
0,KNN,0.6116132532772326,0.039397773025098254,4h_20h time-series
1,LDA,0.24735236457261614,0.04642957551429641,4h_20h time-series
2,DART,0.7921786622850796,0.02754093595405575,4h_20h time-series
3,RFC,0.7835710958574551,0.03243886687960407,4h_20h time-series
4,SVM,0.5793456283943222,0.036500405923642044,4h_20h time-series
