,name,tss,tss_std,hours,dataset
103,LDA,0.4479506423258958,0.03803960464075605,6,Noncoincidental Flares
104,KNN,0.6302447599729547,0.033262735042003354,6,Noncoincidental Flares
105,DART,0.6833475321162948,0.039536179062194005,6,Noncoincidental Flares
106,RFC,0.7080067613252198,0.03396455589748067,6,Noncoincidental Flares
107,SVM,0.6292292089249493,0.03766885997069079,6,Noncoincidental Flares
108,LR,0.7251236752010745,0.034807129170238545,7,All Flares
109,LDA,0.5292332137533375,0.04090143468533551,7,All Flares
110,KNN,0.7012805707078152,0.031749207064492205,7,All Flares
111,DART,0.7659618818287549,0.02945793119598479,7,All Flares
112,RFC,0.7586810162661557,0.02290371744691937,7,All Flares
113,SVM,0.7016118728193032,0.033154795117603095,7,All Flares
114,LR,0.7128654970760233,0.05774094997893393,7,Coincidental Flares
115,LDA,0.4871345029239766,0.0817480274280211,7,Coincidental Flares
116,KNN,0.7713450292397661,0.04356234518471038,7,Coincidental Flares
117,DART,0.7970760233918129,0.04850982060208301,7,Coincidental Flares
118,RFC,0.8245614035087718,0.04962152850431911,7,Coincidental Flares
119,SVM,0.7935672514619884,0.04143802043989911,7,Coincidental Flares
120,LR,0.708259587020649,0.03503212287664082,7,Noncoincidental Flares
121,LDA,0.46051411715128515,0.03866841483111763,7,Noncoincidental Flares
122,KNN,0.6347120382076135,0.045422180747142285,7,Noncoincidental Flares
123,DART,0.7019504143840426,0.02355410956508305,7,Noncoincidental Flares
124,RFC,0.7143173198482933,0.036317154484798844,7,Noncoincidental Flares
125,SVM,0.6287301587301587,0.03424974427679717,7,Noncoincidental Flares
126,LR,0.7355378985618508,0.03397586569616043,8,All Flares
127,LDA,0.5218349625535253,0.031735310798723874,8,All Flares
128,KNN,0.7092050940853338,0.03674886765676072,8,All Flares
129,DART,0.7569578791135676,0.029487466889455288,8,All Flares
130,RFC,0.7684652063394578,0.025801799578702593,8,All Flares
131,SVM,0.7076935871846052,0.03289507374670999,8,All Flares
132,LR,0.7345238095238095,0.05808987094645645,8,Coincidental Flares
133,LDA,0.5113095238095238,0.06908096485440414,8,Coincidental Flares
134,KNN,0.7708333333333334,0.05833637018334103,8,Coincidental Flares
135,DART,0.8017857142857142,0.04055052697678833,8,Coincidental Flares
136,RFC,0.8279761904761905,0.041105920644332265,8,Coincidental Flares
137,SVM,0.7988095238095236,0.04856209060564557,8,Coincidental Flares
138,LR,0.6929389437864014,0.034636988456348015,8,Noncoincidental Flares
139,LDA,0.4268816031527897,0.04715428291466765,8,Noncoincidental Flares
140,KNN,0.6128990976448604,0.03553649770074693,8,Noncoincidental Flares
141,DART,0.6853332751637836,0.041481988931003605,8,Noncoincidental Flares
142,RFC,0.7139461495393697,0.029823231409746652,8,Noncoincidental Flares
143,SVM,0.619245395516582,0.03428476890523679,8,Noncoincidental Flares
144,LR,0.736891793754539,0.02415340182039244,9,All Flares
145,LDA,0.47200435729847495,0.026124005733331294,9,All Flares
146,KNN,0.7082425562817718,0.03054180375603849,9,All Flares
147,DART,0.7612079399661099,0.028938833085190387,9,All Flares
148,RFC,0.7621399176954732,0.03002225454951123,9,All Flares
149,SVM,0.7013798111837329,0.02794496104911465,9,All Flares
150,LR,0.7259259259259258,0.0562507938266396,9,Coincidental Flares
151,LDA,0.5185185185185185,0.06846010189141616,9,Coincidental Flares
152,KNN,0.7592592592592593,0.06642617803612152,9,Coincidental Flares
153,DART,0.8018518518518518,0.03485878494690247,9,Coincidental Flares
154,RFC,0.8018518518518518,0.047370259365307844,9,Coincidental Flares
155,SVM,0.7839506172839507,0.04644010586124452,9,Coincidental Flares
156,LR,0.711249467858663,0.028950419543106513,9,Noncoincidental Flares
157,LDA,0.3723651401812322,0.05659073926973623,9,Noncoincidental Flares
158,KNN,0.612035516633218,0.042918996155378496,9,Noncoincidental Flares
159,DART,0.6981223012832207,0.04327645683819476,9,Noncoincidental Flares
160,RFC,0.7081600072979383,0.031682246471728376,9,Noncoincidental Flares
161,SVM,0.6038709481238217,0.03779272565875463,9,Noncoincidental Flares
162,LR,0.7305911374110845,0.03227496343784616,10,All Flares
163,LDA,0.4303270392287014,0.04076576084198209,10,All Flares
164,KNN,0.7092043630337866,0.028228957862903078,10,All Flares
165,DART,0.7550665894614941,0.028985130231898786,10,All Flares
166,RFC,0.7538680262309284,0.029876616818576496,10,All Flares
167,SVM,0.7045146195526807,0.032408046317863266,10,All Flares
168,LR,0.7377479438800195,0.05534951305563135,10,Coincidental Flares
169,LDA,0.5252781809385584,0.08992286070338984,10,Coincidental Flares
170,KNN,0.7797411707789066,0.04460476588829984,10,Coincidental Flares
171,DART,0.8103531688437348,0.04145420225080172,10,Coincidental Flares
172,RFC,0.8307208514755685,0.057100715565213594,10,Coincidental Flares
173,SVM,0.7724117077890663,0.05233823082058448,10,Coincidental Flares
174,LR,0.7221531392584025,0.042074227268582266,10,Noncoincidental Flares
175,LDA,0.3213104877578562,0.06121215025788072,10,Noncoincidental Flares
176,KNN,0.627359263543474,0.04320838291541454,10,Noncoincidental Flares
177,DART,0.6825107640897115,0.040778411558263714,10,Noncoincidental Flares
178,RFC,0.709416971916972,0.03521161963924829,10,Noncoincidental Flares
179,SVM,0.6228841334104491,0.04366185607214317,10,Noncoincidental Flares
180,LR,0.7408084391154367,0.03632964965446132,11,All Flares
181,LDA,0.37048801461894015,0.034527032295198753,11,All Flares
182,KNN,0.7066879696676536,0.03207763225150186,11,All Flares
183,DART,0.7591676194384999,0.02875419228945605,11,All Flares
184,RFC,0.7755416141420655,0.02518992275339508,11,All Flares
185,SVM,0.7065013241085476,0.03328537025558794,11,All Flares
186,LR,0.7644293614881851,0.0520613252172303,11,Coincidental Flares
187,LDA,0.5647310206133737,0.06836918273377125,11,Coincidental Flares
188,KNN,0.8038838612368024,0.04792126735823554,11,Coincidental Flares
189,DART,0.8444193061840122,0.03599605787574537,11,Coincidental Flares
190,RFC,0.8328808446455505,0.042735678580429245,11,Coincidental Flares
191,SVM,0.8139517345399699,0.04698080607924023,11,Coincidental Flares
192,LR,0.7120783982651737,0.033422754433155094,11,Noncoincidental Flares
193,LDA,0.20666120394970988,0.058637292006977065,11,Noncoincidental Flares
194,KNN,0.6056067340401757,0.048290882638181355,11,Noncoincidental Flares
195,DART,0.6757289830241933,0.039649569586377754,11,Noncoincidental Flares
196,RFC,0.6990249877916554,0.034249887430142734,11,Noncoincidental Flares
197,SVM,0.6329021097675034,0.04502377992478624,11,Noncoincidental Flares
198,LR,0.7479199773714933,0.03090568352704566,12,All Flares
199,LDA,0.3038977602921134,0.051090508511931414,12,All Flares
200,KNN,0.7092257450692998,0.029054306893187495,12,All Flares
201,DART,0.7796214867957522,0.02663039116787621,12,All Flares
202,RFC,0.7782334336187612,0.03021686498729977,12,All Flares
203,SVM,0.7082480907197408,0.024284489089149156,12,All Flares
204,LR,0.7672941176470587,0.05477657016214774,12,Coincidental Flares
205,LDA,0.5901307189542482,0.06780588219858791,12,Coincidental Flares
206,KNN,0.7999738562091502,0.048269708041649435,12,Coincidental Flares
207,DART,0.8466928104575163,0.04317881934964058,12,Coincidental Flares
208,RFC,0.8604444444444446,0.03983713265099487,12,Coincidental Flares
209,SVM,0.8312941176470589,0.040410986156333616,12,Coincidental Flares
210,LR,0.716065416065416,0.02827684786565594,12,Noncoincidental Flares
211,LDA,0.20566618566618572,0.07070968114992895,12,Noncoincidental Flares
212,KNN,0.6036748436748436,0.05337066201000956,12,Noncoincidental Flares
213,DART,0.6894276094276093,0.042717895085747096,12,Noncoincidental Flares
214,RFC,0.7098124098124097,0.04156991384061008,12,Noncoincidental Flares
215,SVM,0.6237229437229438,0.04467357215857832,12,Noncoincidental Flares
216,LR,0.7432509708530705,0.02221745820290875,13,All Flares
217,LDA,0.16372850253915416,0.04981737646749532,13,All Flares
218,KNN,0.7026149020611957,0.03607577567575015,13,All Flares
219,DART,0.7776170358042076,0.03100954786026215,13,All Flares
220,RFC,0.7790327742926642,0.027709056982430414,13,All Flares
221,SVM,0.7093948704817993,0.033785703966015636,13,All Flares
222,LR,0.7746944444444445,0.061297499848316186,13,Coincidental Flares
223,LDA,0.6386666666666667,0.08172633874366601,13,Coincidental Flares
224,KNN,0.8019166666666665,0.03808503521604526,13,Coincidental Flares
225,DART,0.8397777777777778,0.04572104089198882,13,Coincidental Flares
226,RFC,0.8583055555555554,0.03911905104065008,13,Coincidental Flares
227,SVM,0.8167222222222221,0.04585905002434964,13,Coincidental Flares
228,LR,0.7025825144872765,0.04780330476272182,13,Noncoincidental Flares
229,LDA,0.24615772234819852,0.05476591980189095,13,Noncoincidental Flares
230,KNN,0.6135550516502897,0.044137693331883145,13,Noncoincidental Flares
231,DART,0.713517258755354,0.038148800779925246,13,Noncoincidental Flares
232,RFC,0.7059586797682035,0.040026283961091716,13,Noncoincidental Flares
233,SVM,0.6363063744016125,0.03701097562283828,13,Noncoincidental Flares
234,LR,0.7405930554866724,0.02998909309674865,14,All Flares
235,LDA,0.2180578286961266,0.05271274335786554,14,All Flares
236,KNN,0.7077667013837227,0.0429103166528139,14,All Flares
237,DART,0.7747877024472769,0.025691121336375883,14,All Flares
238,RFC,0.7829792744686361,0.030804354513356568,14,All Flares
239,SVM,0.7102420825825082,0.02796369923844258,14,All Flares
240,LR,0.7875566893424036,0.05576586252467565,14,Coincidental Flares
241,LDA,0.6153486394557823,0.060260479328216154,14,Coincidental Flares
242,KNN,0.8197704081632654,0.04665652774859617,14,Coincidental Flares
243,DART,0.8442885487528343,0.03529657383235135,14,Coincidental Flares
244,RFC,0.8595238095238097,0.04746043291088033,14,Coincidental Flares
245,SVM,0.8117630385487528,0.04302081511922519,14,Coincidental Flares
246,LR,0.715751946711699,0.034454811768993114,14,Noncoincidental Flares
247,LDA,0.27467773712355753,0.04648066721756994,14,Noncoincidental Flares
248,KNN,0.6158767238952998,0.044290354200540304,14,Noncoincidental Flares
249,DART,0.6876442443005909,0.05020540726476526,14,Noncoincidental Flares
250,RFC,0.7242358570222348,0.045521176906365236,14,Noncoincidental Flares
251,SVM,0.6399380804953559,0.04352867934443231,14,Noncoincidental Flares
252,LR,0.7487421491378325,0.03212346500802217,15,All Flares
253,LDA,0.26805698298504055,0.03465846322380533,15,All Flares
254,KNN,0.7004687678428685,0.04014683589683229,15,All Flares
255,DART,0.7846083133493206,0.02977582728021346,15,All Flares
256,RFC,0.7827509421034601,0.029253007544500283,15,All Flares
257,SVM,0.7178428685622931,0.03490953496227704,15,All Flares
258,LR,0.8109730848861283,0.04703000854613657,15,Coincidental Flares
259,LDA,0.6460070984915706,0.06534245574268281,15,Coincidental Flares
260,KNN,0.8009612540668443,0.06644233724935708,15,Coincidental Flares
261,DART,0.8645962732919255,0.05359897315357866,15,Coincidental Flares
262,RFC,0.8747412008281573,0.046359841298697746,15,Coincidental Flares
263,SVM,0.8269003253475302,0.04393029346790604,15,Coincidental Flares
264,LR,0.6839153561517113,0.03798627742852199,15,Noncoincidental Flares
265,LDA,0.31312634905951275,0.06266134386529566,15,Noncoincidental Flares
266,KNN,0.6388586956521739,0.04767933832934815,15,Noncoincidental Flares
267,DART,0.7009154332408264,0.0421434622366952,15,Noncoincidental Flares
268,RFC,0.7085279833487509,0.04152248882003343,15,Noncoincidental Flares
269,SVM,0.6495008479802651,0.041202190325352855,15,Noncoincidental Flares
270,LR,0.7483406443261901,0.032755542805571386,16,All Flares
271,LDA,0.27003811304472886,0.03462033977843445,16,All Flares
272,KNN,0.7134348482669353,0.03930965293495856,16,All Flares
273,DART,0.7859796730428114,0.027426776178239347,16,All Flares
274,RFC,0.7827214871278583,0.03324538105611044,16,All Flares
275,SVM,0.7225807804784505,0.03798135448597613,16,All Flares
276,LR,0.8101851851851851,0.05958784768072136,16,Coincidental Flares
277,LDA,0.6677314814814815,0.05501786481903438,16,Coincidental Flares
278,KNN,0.8187962962962962,0.04456253601302566,16,Coincidental Flares
279,DART,0.8614814814814816,0.03815938345876885,16,Coincidental Flares
280,RFC,0.8774074074074073,0.05162350513650614,16,Coincidental Flares
281,SVM,0.8179166666666667,0.0416795504772249,16,Coincidental Flares
282,LR,0.7032147410600449,0.034882147424364705,16,Noncoincidental Flares
283,LDA,0.35290510594378,0.05932030023732698,16,Noncoincidental Flares
284,KNN,0.6248558071762491,0.03894993543908503,16,Noncoincidental Flares
285,DART,0.7047052395118693,0.030436478433750122,16,Noncoincidental Flares
286,RFC,0.7230222815858176,0.03095023470706368,16,Noncoincidental Flares
287,SVM,0.6410074271952726,0.04480975124043143,16,Noncoincidental Flares
288,LR,0.7449859881732774,0.02945085831897849,17,All Flares
289,LDA,0.3293723689246077,0.04286382231344682,17,All Flares
290,KNN,0.7113890843549003,0.036329662576285615,17,All Flares
291,DART,0.7903324568225869,0.033012423930409984,17,All Flares
292,RFC,0.8037659099045714,0.028585866789761823,17,All Flares
293,SVM,0.7164506252854833,0.040162745147546614,17,All Flares
294,LR,0.7986621534493874,0.04126328842576789,17,Coincidental Flares
295,LDA,0.6799967762733721,0.07026603973524254,17,Coincidental Flares
296,KNN,0.8156511927788525,0.05082105852187006,17,Coincidental Flares
297,DART,0.890506125080593,0.03823128098947584,17,Coincidental Flares
298,RFC,0.898355899419729,0.04876589566251162,17,Coincidental Flares
299,SVM,0.8410058027079305,0.036437680969057445,17,Coincidental Flares
300,LR,0.7002889129649693,0.043168236914841396,17,Noncoincidental Flares
301,LDA,0.33023164628798424,0.04874400142728762,17,Noncoincidental Flares
302,KNN,0.6371407934788216,0.043211158082708964,17,Noncoincidental Flares
303,DART,0.7072176649641437,0.045698302193435396,17,Noncoincidental Flares
304,RFC,0.7251653510808439,0.05053529151103066,17,Noncoincidental Flares
305,SVM,0.6373812103389569,0.041903486348693675,17,Noncoincidental Flares
306,LR,0.7404441854441857,0.031014716211139305,18,All Flares
307,LDA,0.33292281792281797,0.0594616165651017,18,All Flares
308,KNN,0.7152926702926705,0.030641088253762532,18,All Flares
309,DART,0.7863714063714066,0.03322756314852026,18,All Flares
310,RFC,0.7971212121212121,0.031461325560059414,18,All Flares
311,SVM,0.7210010360010362,0.03884104231929355,18,All Flares
312,LR,0.8338164251207728,0.05174860701788888,18,Coincidental Flares
313,LDA,0.7096963423050381,0.08436723160450635,18,Coincidental Flares
314,KNN,0.8247066942719115,0.05007351945167731,18,Coincidental Flares
315,DART,0.8987232574189096,0.04185753370887485,18,Coincidental Flares
316,RFC,0.9057280883367841,0.03863649655545638,18,Coincidental Flares
317,SVM,0.8406142167011732,0.04001762387152458,18,Coincidental Flares
318,LR,0.6917495680542589,0.040293194929164264,18,Noncoincidental Flares
319,LDA,0.35254177264093234,0.050820014512683594,18,Noncoincidental Flares
320,KNN,0.6312277990620606,0.04238884232227232,18,Noncoincidental Flares
321,DART,0.6926789221209877,0.036917138867537266,18,Noncoincidental Flares
322,RFC,0.7224075206851033,0.04559057475779618,18,Noncoincidental Flares
323,SVM,0.6438781752036314,0.049746368036256206,18,Noncoincidental Flares
324,LR,0.7505435851526312,0.029924148681875814,19,All Flares
325,LDA,0.36840830942643804,0.0435663250952279,19,All Flares
326,KNN,0.7160213500444228,0.02729022544634167,19,All Flares
327,DART,0.792391164282759,0.03801172756563258,19,All Flares
328,RFC,0.8026070384612777,0.033181208033372996,19,All Flares
329,SVM,0.7240432155282915,0.03551034312469786,19,All Flares
330,LR,0.8341102077687444,0.03951734553127292,19,Coincidental Flares
331,LDA,0.7041373080397472,0.06232822482064281,19,Coincidental Flares
332,KNN,0.8431797651309847,0.053869691810323875,19,Coincidental Flares
333,DART,0.9043360433604336,0.04188145007448764,19,Coincidental Flares
334,RFC,0.8888708220415537,0.04529545993618864,19,Coincidental Flares
335,SVM,0.8519783197831978,0.042912626650513624,19,Coincidental Flares
336,LR,0.6834207165423137,0.045525347920057975,19,Noncoincidental Flares
337,LDA,0.3592659810445654,0.052678908909334916,19,Noncoincidental Flares
338,KNN,0.6248840492034684,0.04425164412869793,19,Noncoincidental Flares
339,DART,0.7099415204678364,0.05556609104654821,19,Noncoincidental Flares
340,RFC,0.7313537675606642,0.036777675813243225,19,Noncoincidental Flares
341,SVM,0.6325939369496538,0.049089962028900536,19,Noncoincidental Flares
342,LR,0.7531730533683288,0.02972003184529794,20,All Flares
343,LDA,0.3854208223972004,0.036404372417468606,20,All Flares
344,KNN,0.7087181102362206,0.034774181821938255,20,All Flares
345,DART,0.7900017497812775,0.031029566273313287,20,All Flares
346,RFC,0.7911265091863517,0.022656674972049644,20,All Flares
347,SVM,0.723276290463692,0.028052022713520298,20,All Flares
348,LR,0.8436495031616983,0.046662382325984,20,Coincidental Flares
349,LDA,0.7202168021680218,0.06325327876444081,20,Coincidental Flares
350,KNN,0.870460704607046,0.056833087015158636,20,Coincidental Flares
351,DART,0.9016440831074976,0.059035269719395614,20,Coincidental Flares
352,RFC,0.9097922312556458,0.03442728187574179,20,Coincidental Flares
353,SVM,0.8561878952122856,0.044900677547643965,20,Coincidental Flares
354,LR,0.6873272642390289,0.039546329295205844,20,Noncoincidental Flares
355,LDA,0.3775525210084033,0.052387472904556316,20,Noncoincidental Flares
356,KNN,0.6148611111111112,0.04988398136613848,20,Noncoincidental Flares
357,DART,0.6972852474323061,0.034782971126348254,20,Noncoincidental Flares
358,RFC,0.7213853874883286,0.04170795164067742,20,Noncoincidental Flares
359,SVM,0.6203069561157797,0.0377029748845992,20,Noncoincidental Flares
360,LR,0.7403687047767303,0.036034526679894215,21,All Flares
361,LDA,0.3932838940298076,0.04425274806805677,21,All Flares
362,KNN,0.7180446250972928,0.040805521055214976,21,All Flares
363,DART,0.7925891492980484,0.030350835783206607,21,All Flares
364,RFC,0.8096176021217102,0.03029270630817818,21,All Flares
365,SVM,0.7245740724725416,0.0257454315717476,21,All Flares
366,LR,0.8232407407407407,0.05051424509458688,21,Coincidental Flares
367,LDA,0.7596296296296295,0.06562744541135858,21,Coincidental Flares
368,KNN,0.8667592592592593,0.0533327707017648,21,Coincidental Flares
369,DART,0.8862962962962962,0.043514184181318444,21,Coincidental Flares
370,RFC,0.8827777777777778,0.048873103512193504,21,Coincidental Flares
371,SVM,0.8672222222222223,0.04525533413300262,21,Coincidental Flares
372,LR,0.6658062553243276,0.049665989117487694,21,Noncoincidental Flares
373,LDA,0.40137641474990876,0.051310162831821604,21,Noncoincidental Flares
374,KNN,0.6366703176341731,0.05266958881910843,21,Noncoincidental Flares
375,DART,0.6944797371303395,0.04852856194463112,21,Noncoincidental Flares
376,RFC,0.708343677741268,0.04580502313815035,21,Noncoincidental Flares
377,SVM,0.6359547280029206,0.04083813842974549,21,Noncoincidental Flares
378,LR,0.7405485269660251,0.03579974115685397,22,All Flares
379,LDA,0.3958897600380139,0.058597954421916794,22,All Flares
380,KNN,0.7060911142789262,0.035648724182554783,22,All Flares
381,DART,0.7916889403658828,0.03769764308629077,22,All Flares
382,RFC,0.7946899501069137,0.030726797263046886,22,All Flares
383,SVM,0.7212639581848421,0.02724739220636365,22,All Flares
384,LR,0.8423255813953486,0.03937850971306457,22,Coincidental Flares
385,LDA,0.7407170542635658,0.06316434965234097,22,Coincidental Flares
386,KNN,0.8524224806201551,0.041538675783445445,22,Coincidental Flares
387,DART,0.8933527131782946,0.05206820494185904,22,Coincidental Flares
388,RFC,0.899437984496124,0.03603853479297731,22,Coincidental Flares
389,SVM,0.863798449612403,0.04262700757892473,22,Coincidental Flares
390,LR,0.6683026584867077,0.05036654675147644,22,Noncoincidental Flares
391,LDA,0.4041647962491894,0.05475360139862877,22,Noncoincidental Flares
392,KNN,0.6170981096314031,0.04187103595114625,22,Noncoincidental Flares
393,DART,0.7014314928425357,0.033973780768223466,22,Noncoincidental Flares
394,RFC,0.715556885630206,0.03700430575362454,22,Noncoincidental Flares
395,SVM,0.6380991570651903,0.04892721570955126,22,Noncoincidental Flares
396,LR,0.7269444444444446,0.03877728695433829,23,All Flares
397,LDA,0.42694444444444446,0.05291964364135092,23,All Flares
398,KNN,0.7192592592592592,0.03237776422040609,23,All Flares
399,DART,0.7888888888888889,0.03271022543084388,23,All Flares
400,RFC,0.8126851851851852,0.030017855911530007,23,All Flares
401,SVM,0.7163888888888891,0.0431665236662868,23,All Flares
402,LR,0.8487789987789988,0.046508808414523546,23,Coincidental Flares
403,LDA,0.7623931623931622,0.0603227741575313,23,Coincidental Flares
404,KNN,0.8661782661782661,0.038309874044839015,23,Coincidental Flares
405,DART,0.8879731379731379,0.04663940980575782,23,Coincidental Flares
406,RFC,0.901037851037851,0.032220843419081414,23,Coincidental Flares
407,SVM,0.8832112332112331,0.0393969719197268,23,Coincidental Flares
408,LR,0.6696783760290435,0.05390953245042237,23,Noncoincidental Flares
409,LDA,0.41346065347445926,0.06289524285512955,23,Noncoincidental Flares
410,KNN,0.6369100577798232,0.04509093826213677,23,Noncoincidental Flares
