,name,tss_mean,tss_std
0,KNN,0.644188288920056,0.02618826091862393
1,LDA,0.3192847124824683,0.061101770578186006
2,DART,0.8014463534361851,0.029653125439979576
3,RFC,0.8071090462833099,0.02004277867828833
4,SVM,0.6369360682561945,0.03385029230790524
