,name,tss_mean,tss_std,label
0,KNN,0.6330012077294687,0.03190615020824437,0h_24h time-series
1,LDA,0.4346429649758454,0.04807625920208855,0h_24h time-series
2,DART,0.7952974033816426,0.02557413379392394,0h_24h time-series
3,RFC,0.8186896135265699,0.02761236600467832,0h_24h time-series
4,SVM,0.6364017210144927,0.0457983526472883,0h_24h time-series
