,name,tss_mean,tss_std,hours,dataset
380,KNN,0.7195652173913044,0.028595459109344343,22,All Flares
381,DART,0.7936950582086008,0.031536900094891115,22,All Flares
382,RFC,0.8094291993347588,0.02933428413581014,22,All Flares
383,SVM,0.7371124376336422,0.035647261616119696,22,All Flares
384,LR,0.8471317829457363,0.053413524758489525,22,Coincidental Flares
385,LDA,0.6670736434108527,0.06912714633945188,22,Coincidental Flares
386,KNN,0.8596124031007754,0.05042672899063462,22,Coincidental Flares
387,DART,0.892577519379845,0.04154372072078092,22,Coincidental Flares
388,RFC,0.8981976744186048,0.038195314547234405,22,Coincidental Flares
389,SVM,0.8635077519379845,0.042806568123393555,22,Coincidental Flares
390,LR,0.6923063494438626,0.05467357255433469,22,Noncoincidental Flares
391,LDA,0.22763479475285553,0.059802545526343794,22,Noncoincidental Flares
392,KNN,0.6249214424659583,0.05116107954563364,22,Noncoincidental Flares
393,DART,0.6999201955209737,0.05005038374496374,22,Noncoincidental Flares
394,RFC,0.7315327447753005,0.03917566651400695,22,Noncoincidental Flares
395,SVM,0.6484662576687118,0.039639708832214605,22,Noncoincidental Flares
396,LR,0.7513888888888889,0.030486032017108224,23,All Flares
397,LDA,0.17861111111111108,0.05710411219544202,23,All Flares
398,KNN,0.7301851851851852,0.035484110317831136,23,All Flares
399,DART,0.8026851851851851,0.03324435139783639,23,All Flares
400,RFC,0.8187037037037038,0.031212906654749975,23,All Flares
401,SVM,0.7337962962962963,0.030841117913976694,23,All Flares
402,LR,0.8433455433455433,0.05163131832612255,23,Coincidental Flares
403,LDA,0.7004884004884004,0.07410189917800646,23,Coincidental Flares
404,KNN,0.8442612942612941,0.05758897918395697,23,Coincidental Flares
405,DART,0.8921855921855922,0.03753978132766564,23,Coincidental Flares
406,RFC,0.9032356532356529,0.053063180469718606,23,Coincidental Flares
407,SVM,0.8706349206349205,0.04853879158208123,23,Coincidental Flares
408,LR,0.6800250549675309,0.041623562382050866,23,Noncoincidental Flares
409,LDA,0.2720611545738099,0.06703795918328581,23,Noncoincidental Flares
410,KNN,0.6278084573298564,0.04899213436520856,23,Noncoincidental Flares
