,name,tss,timepoint,dataset
0,KNN,0.7165553561935141,0,All Flares
1,LR,0.7626094117870433,0,All Flares
2,RFC,0.7602417502088555,0,All Flares
3,SVM,0.662265037593985,0,All Flares
4,DART,0.7493463773069037,0,All Flares
5,LDA,0.6169963260423786,0,All Flares
6,KNN,0.802918340026774,0,Coincidental Flares
7,LR,0.8248032128514055,0,Coincidental Flares
8,RFC,0.833520749665328,0,Coincidental Flares
9,SVM,0.8366800535475234,0,Coincidental Flares
10,DART,0.8467951807228915,0,Coincidental Flares
11,LDA,0.7821311914323963,0,Coincidental Flares
12,KNN,0.6149069778918279,0,Noncoincidental Flares
13,LR,0.7282232859586788,0,Noncoincidental Flares
14,RFC,0.6634643538623504,0,Noncoincidental Flares
15,SVM,0.5751895808659033,0,Noncoincidental Flares
16,DART,0.6778531714699303,0,Noncoincidental Flares
17,LDA,0.559218729438084,0,Noncoincidental Flares
18,KNN,0.7086254936583885,1,All Flares
19,LR,0.7621435216829954,1,All Flares
20,RFC,0.7638879395458342,1,All Flares
21,SVM,0.6675806466924887,1,All Flares
22,DART,0.7594022936128197,1,All Flares
23,LDA,0.6082383990278727,1,All Flares
24,KNN,0.7872717536813922,1,Coincidental Flares
25,LR,0.8351432396251676,1,Coincidental Flares
26,RFC,0.8411887550200804,1,Coincidental Flares
27,SVM,0.84885140562249,1,Coincidental Flares
28,DART,0.8430522088353415,1,Coincidental Flares
29,LDA,0.7782115127175367,1,Coincidental Flares
30,KNN,0.629952543097776,1,Noncoincidental Flares
31,LR,0.7445473911040926,1,Noncoincidental Flares
32,RFC,0.6695473911040926,1,Noncoincidental Flares
33,SVM,0.5874979438083958,1,Noncoincidental Flares
34,DART,0.6751842347677325,1,Noncoincidental Flares
35,LDA,0.564931240952757,1,Noncoincidental Flares
36,KNN,0.7123241341991341,2,All Flares
37,LR,0.7569864528746109,2,All Flares
38,RFC,0.7532156622617149,2,All Flares
39,SVM,0.6649246221614643,2,All Flares
40,DART,0.7577428419533682,2,All Flares
41,LDA,0.5973650983519405,2,All Flares
42,KNN,0.8066987951807228,2,Coincidental Flares
43,LR,0.8499277108433734,2,Coincidental Flares
44,RFC,0.8587523427041499,2,Coincidental Flares
45,SVM,0.8441338688085676,2,Coincidental Flares
46,DART,0.849933065595716,2,Coincidental Flares
47,LDA,0.782082998661312,2,Coincidental Flares
48,KNN,0.6173933247795762,2,Noncoincidental Flares
49,LR,0.7314663113567575,2,Noncoincidental Flares
50,RFC,0.670071719963153,2,Noncoincidental Flares
51,SVM,0.5786193084616397,2,Noncoincidental Flares
52,DART,0.6680282767469403,2,Noncoincidental Flares
53,LDA,0.540033639294644,2,Noncoincidental Flares
54,KNN,0.702150974025974,3,All Flares
55,LR,0.7540423027265131,3,All Flares
56,RFC,0.7497299119009644,3,All Flares
57,SVM,0.6654863959140276,3,All Flares
58,DART,0.7650463754082175,3,All Flares
59,LDA,0.6144136382623225,3,All Flares
60,KNN,0.8024953145917002,3,Coincidental Flares
61,LR,0.8471860776439091,3,Coincidental Flares
62,RFC,0.854682730923695,3,Coincidental Flares
63,SVM,0.8238018741633198,3,Coincidental Flares
64,DART,0.8488032128514057,3,Coincidental Flares
65,LDA,0.7698045515394913,3,Coincidental Flares
