,name,tss_mean,tss_std,label
0,KNN,0.6065162907268171,0.032837236964166704,0h_20h time-series
1,LDA,0.3701495117103102,0.03871569891995118,0h_20h time-series
2,DART,0.775771324863884,0.028107446204210653,0h_20h time-series
3,RFC,0.8058810820153834,0.03243021807084933,0h_20h time-series
4,SVM,0.5803042087978567,0.035443971057777066,0h_20h time-series
