,name,tss_mean,tss_std,timepoint
110,LR,0.7018377889399385,0.043217947311234885,20
111,SVM,0.7228699978575002,0.035439217605098175,20
112,LDA,0.43101467215781497,0.0432914480580271,20
113,DART,0.7836328865823952,0.044162093177782906,20
114,KNN,0.7291554582172813,0.04374326176185275,21
115,RFC,0.8069512224153116,0.025043278892883887,21
116,LR,0.6927869164663034,0.047945436814505124,21
117,SVM,0.7176708643797464,0.03792287091931026,21
118,LDA,0.4243007117861309,0.04053423984704189,21
119,DART,0.7891057839566422,0.04298340023689985,21
120,KNN,0.7258980646082794,0.03155333782274896,22
121,RFC,0.81825648106268,0.032790901316801756,22
122,LR,0.7044143436411391,0.04009322342370204,22
123,SVM,0.721054427436697,0.032216084431843615,22
124,LDA,0.4646535101292642,0.04716755845082065,22
125,DART,0.7911578229025323,0.03750028306140493,22
126,KNN,0.7281516572634718,0.03074689106292183,23
127,RFC,0.8219106339419622,0.02448171086511208,23
128,LR,0.7035716269510639,0.0337542131164042,23
129,SVM,0.7212147181818903,0.03126773791533655,23
130,LDA,0.4423651613619953,0.05081350434331993,23
131,DART,0.7929043572103063,0.031155041064338168,23
132,KNN,0.7337665944564793,0.03581357613358453,24
133,RFC,0.812673284611295,0.028559111161384355,24
134,LR,0.7145753485530191,0.03952624071693838,24
135,SVM,0.7341697018750843,0.035880468944864914,24
136,LDA,0.4367248315756898,0.04043747409709653,24
137,DART,0.7888383682084732,0.03871409661449982,24
138,KNN,0.7182279143952198,0.037604733592616214,25
139,RFC,0.812893882765571,0.03649170253349979,25
140,LR,0.7184302616230629,0.029654014438415657,25
141,SVM,0.7345783639234732,0.03567822436283906,25
142,LDA,0.43445854262384836,0.039788974481572245,25
143,DART,0.7854548051515227,0.03566445149560761,25
144,KNN,0.7446814419818918,0.037912033104844874,26
145,RFC,0.8069607446377985,0.02256999332138047,26
146,LR,0.7029145935994797,0.036790012295460583,26
147,SVM,0.7421858261718284,0.0479066422538517,26
148,LDA,0.42486410994992896,0.04840043760644242,26
149,DART,0.797521841597829,0.02985401819080024,26
150,KNN,0.7292308424786346,0.03747580436006088,27
151,RFC,0.8232104173114007,0.023882897510809083,27
152,LR,0.7193753422048705,0.03248003918661794,27
153,SVM,0.7379428825354506,0.03368038085514598,27
154,LDA,0.4619896683886019,0.048771830816663794,27
155,DART,0.7886749033891177,0.026575839415006273,27
156,KNN,0.726215472024504,0.03905197450167775,28
157,RFC,0.8181366597630554,0.025374724710215558,28
158,LR,0.7138881614968934,0.040765632491633876,28
159,SVM,0.7282302155989874,0.03263979728005591,28
160,LDA,0.45274041627982636,0.03974053853026286,28
161,DART,0.7922497044143436,0.025662823518244858,28
162,KNN,0.7397338538814958,0.03288973326551171,29
163,RFC,0.8071464279762898,0.029648519678246554,29
164,LR,0.7061338983185341,0.02757871970768265,29
165,SVM,0.7261940470239087,0.024814139343563697,29
166,LDA,0.44739051427936616,0.05522341649278484,29
167,DART,0.78676728481761,0.03272231257872313,29
168,KNN,0.729347489704097,0.033180006939744815,30
169,RFC,0.8008078018742909,0.03517324851392857,30
170,LR,0.6995841962847463,0.03504615883093327,30
171,SVM,0.7345910602201221,0.03637910313661444,30
172,LDA,0.4552074654224295,0.05428189099783374,30
173,DART,0.7883535283801907,0.03054830937400494,30
174,KNN,0.7252815007022639,0.03568294347009346,31
175,RFC,0.8152252402377385,0.03234178517846631,31
176,LR,0.7054411566326247,0.033376201851397475,31
177,SVM,0.7313209703144713,0.033042432521985354,31
178,LDA,0.43361503241523247,0.04601734366133877,31
179,DART,0.781457852262718,0.03247843496923017,31
180,KNN,0.7243467358614832,0.03346879608893539,32
181,RFC,0.8132303346267685,0.03339255669134128,32
182,LR,0.6959490878504379,0.03145957225898341,32
183,SVM,0.7362558621182184,0.027402337380585968,32
184,LDA,0.4223327858055404,0.04815802358202506,32
185,DART,0.7927250220201397,0.03138091786212673,32
186,KNN,0.7199617524063451,0.03657275768643808,33
187,RFC,0.8022551796922738,0.030502719344809484,33
188,LR,0.6934693424111856,0.04337022025544416,33
189,SVM,0.7337761166789661,0.029941620659556887,33
190,LDA,0.42246609692035453,0.039100722218104254,33
191,DART,0.7864117885114387,0.0297159145470693,33
192,KNN,0.7232699312019426,0.030628854136323456,34
193,RFC,0.803800953809286,0.035946350964681135,34
194,LR,0.6891541885876165,0.03242109523498877,34
195,SVM,0.7267542711135445,0.03388360908646767,34
196,LDA,0.42870632672332387,0.05466045469908236,34
197,DART,0.7873870227977877,0.03087845218760388,34
198,KNN,0.7319724490362717,0.041061291347364526,35
199,RFC,0.8198617690702341,0.02445959209421502,35
200,LR,0.7067226890756303,0.03352049889058359,35
201,SVM,0.7376000825259283,0.03473608218163359,35
202,LDA,0.44865458931447927,0.055594893586662295,35
203,DART,0.7848065005038843,0.03408228299796446,35
204,KNN,0.7305750628863446,0.037149653664639126,36
205,RFC,0.8181747486530022,0.028048748445402647,36
206,LR,0.7140682902056007,0.029433772025063948,36
207,SVM,0.7340784472429197,0.02990121441490542,36
208,LDA,0.45911316367906935,0.052624100977323306,36
209,DART,0.7924893470135933,0.03487143224986105,36
210,KNN,0.7178533736440754,0.03395754285990061,37
211,RFC,0.8058212520135536,0.032614749412400376,37
212,LR,0.6952095285706351,0.031608508807446145,37
213,SVM,0.7337570722339924,0.03308196340895015,37
214,LDA,0.45383864593996237,0.04648563515951323,37
215,DART,0.7947080248530006,0.03372383247245474,37
216,KNN,0.7179509764245642,0.03133025518190753,38
217,RFC,0.8144452115123672,0.033295758792007926,38
218,LR,0.7110473651216861,0.03199596613828399,38
219,SVM,0.7342355639139508,0.043143586331954135,38
220,LDA,0.44932273192563155,0.043705823951236705,38
221,DART,0.7803310559351218,0.03790340988823617,38
222,KNN,0.7181239634664063,0.02924701955932049,39
223,RFC,0.8161290578554369,0.035928246175279364,39
224,LR,0.6998547861070776,0.031352174450931684,39
225,SVM,0.7362090445243253,0.035952618170580215,39
226,LDA,0.4378278223470691,0.04709754400652111,39
227,DART,0.7994199379468504,0.028179417418723606,39
228,KNN,0.731988319407083,0.035766990378055766,40
229,RFC,0.80118869077376,0.0355357659947609,40
230,LR,0.7010196713246206,0.03799387849775237,40
231,SVM,0.7338610231628063,0.03350142382476591,40
232,LDA,0.4462081716539306,0.05279590931383675,40
233,DART,0.7925647312749463,0.03545155633496247,40
234,KNN,0.7250577284738257,0.028940933213379545,41
235,RFC,0.8151276374572493,0.026288481897973677,41
236,LR,0.7079939057776085,0.028725573372330917,41
237,SVM,0.7346069305909333,0.02698379590147037,41
238,LDA,0.4260535942422294,0.053184209285399624,41
239,DART,0.7940533720570383,0.031648483452429356,41
240,KNN,0.7312987517953357,0.03638840490074138,42
241,RFC,0.8107593178914626,0.03241276083193667,42
242,LR,0.6958173637727046,0.03735753756058318,42
243,SVM,0.7377571991969594,0.0362131482039154,42
244,LDA,0.4277445822521643,0.060544407352694354,42
245,DART,0.7881519746708883,0.032687367747858784,42
246,KNN,0.7345688417009864,0.03787797371093439,43
247,RFC,0.8116155243967277,0.03183652816609737,43
248,LR,0.6940636877980654,0.04446574745363195,43
249,SVM,0.7382642575443774,0.03726927506724179,43
250,LDA,0.44322930305266584,0.05142015496414522,43
251,DART,0.7944247387340206,0.041110663474391636,43
252,KNN,0.7218693709778528,0.03886732645103123,44
253,RFC,0.8054689297815444,0.03660373904176161,44
254,LR,0.7029614111933726,0.033207923917952596,44
255,SVM,0.7196475190642831,0.03641302458842421,44
256,LDA,0.4429952150832005,0.05043562333100082,44
257,DART,0.7985446869966119,0.031227590352967398,44
258,KNN,0.7221590052451579,0.026541299162205132,45
259,RFC,0.8121916188571748,0.03037192930287716,45
260,LR,0.7079343918870665,0.03286548362686476,45
261,SVM,0.7270661238999848,0.034988891008375024,45
262,LDA,0.4438133326985186,0.05325690623022713,45
263,DART,0.788063894112886,0.030992651880541074,45
264,KNN,0.7272986248323691,0.03310364816487579,46
265,RFC,0.8092928956285064,0.034930135528230266,46
266,LR,0.7087421937613575,0.04032145999631074,46
267,SVM,0.7374334436324105,0.035127238956610796,46
268,LDA,0.44080351687417185,0.04639910181095555,46
269,DART,0.7957149998809723,0.033536590554735644,46
270,KNN,0.7281357868926607,0.0406294547177215,47
271,RFC,0.8197609922155833,0.023703101313748604,47
272,LR,0.6998643083295643,0.0367686483004365,47
273,SVM,0.7318875425524319,0.029984052435737343,47
274,LDA,0.4213281913331906,0.04677426801527344,47
275,DART,0.7933011164805869,0.04187799284432517,47
276,KNN,0.7145078994770714,0.03780753157930561,48
277,RFC,0.805522095523762,0.029888885761165683,48
278,LR,0.7024511787717921,0.05084574681174714,48
279,SVM,0.7239658469620139,0.039465571413490746,48
280,LDA,0.4343593528062783,0.04202347297847333,48
281,DART,0.7831290023091388,0.03077886782678683,48
282,KNN,0.7152538069051982,0.0335133824157781,49
283,RFC,0.8086191983875705,0.02651098250497168,49
284,LR,0.7069750279715286,0.044874420355762015,49
285,SVM,0.7239499765912031,0.03125131698403819,49
286,LDA,0.42793582022043947,0.040172206876563116,49
287,DART,0.7973552027043114,0.031092804903727126,49
288,KNN,0.7222597820998086,0.029161366191611367,50
289,RFC,0.8116377429158632,0.029223517449546006,50
290,LR,0.708500964125027,0.03670737673229338,50
291,SVM,0.7453678355194769,0.025750012386604078,50
292,LDA,0.43896096682298974,0.04956973478740594,50
293,DART,0.7976726101205356,0.03562087250444172,50
294,KNN,0.7280945239285516,0.03548275447946993,51
295,RFC,0.8118266003285165,0.03613278214708296,51
296,LR,0.7087779020956827,0.03821011651861368,51
297,SVM,0.732268431451901,0.0376059969423399,51
298,LDA,0.44040279001118865,0.04359608208288817,51
299,DART,0.7905849025162474,0.032346645672545075,51
300,KNN,0.7322747796002254,0.03332550255014285,52
301,RFC,0.8079994604073925,0.02813739035554178,52
302,LR,0.7139270439053811,0.03951869461612773,52
303,SVM,0.7283722554177476,0.029007696190751726,52
304,LDA,0.4315669610620452,0.0481698854929179,52
305,DART,0.794245403543854,0.030565614651198638,52
306,KNN,0.7354155259837645,0.027590867371583252,53
307,RFC,0.8083771752326994,0.03667410867965408,53
308,LR,0.7119630855174933,0.036729355352343125,53
309,SVM,0.734433943549091,0.031183188460286636,53
310,LDA,0.4292665508129598,0.04773402153010028,53
311,DART,0.7925932979424065,0.027245121423791367,53
312,KNN,0.7248942636544702,0.038149753034450805,54
313,RFC,0.8042667491925951,0.03491986566903883,54
314,LR,0.7119027781084105,0.03461795513457198,54
315,SVM,0.7318185064394027,0.034997945419768764,54
316,LDA,0.4254449655216195,0.03926229457069446,54
317,DART,0.7858579125701272,0.028431996577469844,54
318,KNN,0.724103919188072,0.030328764869628138,55
319,RFC,0.8142055689131179,0.029970187657466164,55
320,LR,0.6883614635655962,0.03770578874904057,55
321,SVM,0.7382325168027553,0.03967977537458177,55
322,LDA,0.43580196951301775,0.060010817819123236,55
323,DART,0.7883440061577042,0.019347167199174058,55
324,KNN,0.7311479832726293,0.03633316539243108,56
325,RFC,0.8118202521801922,0.02787898135064692,56
326,LR,0.715516461542124,0.023741417910205356,56
327,SVM,0.7289166091365725,0.032397544388691704,56
328,LDA,0.4397830520310108,0.06274698037460456,56
329,DART,0.7998571666626991,0.036187031392324535,56
330,KNN,0.7257250775664374,0.03558754257152555,57
331,RFC,0.8009776148419708,0.028578142299122547,57
332,LR,0.6916117155077329,0.050121777382367304,57
333,SVM,0.7316518675458852,0.03991998751993605,57
334,LDA,0.4379373279056665,0.05142264630577957,57
335,DART,0.7973456804818245,0.034298720316311364,57
336,KNN,0.7335745629696638,0.036904893162508834,58
337,RFC,0.8147348457796718,0.02858230123944625,58
338,LR,0.7024924417359013,0.023391629616088202,58
339,SVM,0.7276041294704851,0.02763398740122772,58
340,LDA,0.4408963585434174,0.04719182864117897,58
341,DART,0.7938645146443847,0.029238433255540073,58
342,KNN,0.7189833440458337,0.03681755417762616,59
343,RFC,0.8251553312543147,0.028055951835807554,59
344,LR,0.7213702478158404,0.030784264102391178,59
345,SVM,0.7381357075408066,0.04036182960765067,59
346,LDA,0.4573063219622126,0.04928846064735506,59
347,DART,0.7950040072686299,0.027331516269151757,59
348,KNN,0.7293474897040969,0.03630304350529773,60
349,RFC,0.8160346291491102,0.025794687696081703,60
350,LR,0.7053062584807294,0.039386723282353174,60
351,SVM,0.737867498274097,0.03314618012079156,60
352,LDA,0.4426492409995159,0.049388570945570295,60
353,DART,0.7892446497012404,0.031579369386139096,60
354,KNN,0.7298228073098929,0.03332503150470979,61
355,RFC,0.8140421040937622,0.02618344600952429,61
356,LR,0.6985367518112061,0.03381645564321559,61
357,SVM,0.7273994016870202,0.03787249460374293,61
358,LDA,0.4416176668967871,0.04158535213842088,61
359,DART,0.7932098618484223,0.035336358275567206,61
360,KNN,0.7193451885003292,0.03603345258810924,62
361,RFC,0.8132081161076328,0.022155822929155126,62
362,LR,0.6968965489878672,0.033282853828661516,62
363,SVM,0.7342228676173018,0.04318966722580191,62
364,LDA,0.439486276096841,0.04087798161501096,62
365,DART,0.7797081438807819,0.02859610399887531,62
366,KNN,0.7247966608739813,0.03712083908975423,63
367,RFC,0.807905031701066,0.03288868582965751,63
368,LR,0.6981931582831433,0.04505188148939057,63
369,SVM,0.7361082676696742,0.031178030221267417,63
370,LDA,0.44465049475881,0.05395541357891353,63
371,DART,0.7922687488593172,0.030867979188981706,63
372,KNN,0.7200974440767808,0.033525009491974,64
373,RFC,0.8027876306329899,0.023878875632306763,64
374,LR,0.7115472818022393,0.037036250767011614,64
375,SVM,0.7397465501781451,0.02978115026906916,64
376,LDA,0.44094000206314826,0.03371907794690484,64
377,DART,0.7908023265963611,0.026803428821257014,64
378,KNN,0.7155751819141256,0.033396783669353634,65
379,RFC,0.8012831194800865,0.028552607315077264,65
380,LR,0.6980582601312482,0.04085674793119836,65
381,SVM,0.7357210306218804,0.03717496913597927,65
382,LDA,0.4366288158322819,0.04189119209972229,65
383,DART,0.7861062838733228,0.030785885812368085,65
384,KNN,0.7218884154228263,0.02793208041396959,66
385,RFC,0.8157449948818054,0.03625669835102873,66
386,LR,0.7033645186119772,0.03738082359760362,66
387,SVM,0.724991866434959,0.030242412801335414,66
388,LDA,0.44226200395172227,0.05734938681754387,66
389,DART,0.78913117654994,0.03780637297163648,66
390,KNN,0.7318843684782694,0.028632526277299866,67
391,RFC,0.8075368390982457,0.027520946844817182,67
392,LR,0.7116194919894304,0.03693252024161805,67
393,SVM,0.7276136516929719,0.03936950850153003,67
394,LDA,0.4318684981074582,0.04988571618121168,67
395,DART,0.7908340673379833,0.027898787980959773,67
396,KNN,0.7211956737369167,0.04270755617695132,68
397,RFC,0.8140706707612225,0.03410134659985394,68
398,LR,0.7035946389887402,0.035502198648936896,68
399,SVM,0.7386546686663332,0.0421861988088059,68
400,LDA,0.4023797621031416,0.06877884852902967,68
401,DART,0.786037247760294,0.035597508263048486,68
402,KNN,0.7283754294919101,0.032751157149063265,69
403,RFC,0.8194427912808185,0.02797125931994426,69
404,LR,0.7093317780369939,0.04002204636801718,69
405,SVM,0.7301473563929821,0.03193383775154776,69
406,LDA,0.44520595773720256,0.043837002695347786,69
407,DART,0.7803469263059329,0.030365501621630653,69
408,KNN,0.726999468342578,0.031009443762787463,70
409,RFC,0.8146086763317226,0.02946949981346172,70
410,LR,0.7036787519540394,0.03471734701524683,70
411,SVM,0.7297125082327548,0.0383313532182671,70
412,LDA,0.450878821783671,0.041618395448669715,70
413,DART,0.8008863602098063,0.02695457979690838,70
414,KNN,0.7181834773569484,0.03246339470476207,71
415,RFC,0.8023527824727626,0.03137727618625212,71
416,LR,0.6968211647265138,0.03633021327428214,71
417,SVM,0.7270216868617138,0.03708265287823826,71
418,LDA,0.4327826314661842,0.06052035711424283,71
419,DART,0.7907896302997119,0.03340132199639896,71
420,KNN,0.720352163528301,0.04659671183364952,72
421,RFC,0.8133088929622843,0.030236435429188135,72
422,LR,0.7051991334777538,0.033752246611412,72
423,SVM,0.7277771165123272,0.03352862121708723,72
424,LDA,0.4233437284262147,0.044642988320165104,72
425,DART,0.7906483839994921,0.03316910461948342,72
426,KNN,0.7315693416176668,0.030519291577582198,73
427,RFC,0.8159243300719722,0.027976674628787095,73
428,LR,0.7064425770308124,0.03947550655400781,73
429,SVM,0.7308932638211091,0.036191430601091125,73
430,LDA,0.4328905499877005,0.057805870557614145,73
431,DART,0.7901381515779118,0.03297438907291491,73
432,KNN,0.718863522746209,0.03280822427619898,74
433,RFC,0.803860467699828,0.03284997623907391,74
434,LR,0.7035406797279821,0.044917128792033946,74
435,SVM,0.7308710453019734,0.03494185355842637,74
436,LDA,0.4501178375032732,0.03367050799537008,74
437,DART,0.7968417962085684,0.02416916814995327,74
438,KNN,0.7465224049959929,0.03857166070470821,75
439,RFC,0.8167368930575063,0.029126752155177318,75
440,LR,0.7110751382706056,0.04020083109822069,75
441,SVM,0.7329072138770522,0.04515323864155056,75
442,LDA,0.44470366050102755,0.04943904548601816,75
443,DART,0.8079113798493901,0.028804774786822175,75
444,KNN,0.7228922163766357,0.037181996604345895,76
445,RFC,0.8038858602931257,0.02822577667852603,76
446,LR,0.6980550860570858,0.038942573833906875,76
447,SVM,0.7309654740083,0.03204446302926911,76
448,LDA,0.44399584196284747,0.045326455411869915,76
449,DART,0.7983780481030939,0.032409653806476084,76
450,KNN,0.733986399092215,0.033674991071129215,77
451,RFC,0.810101491021338,0.024450020648508156,77
452,LR,0.7010823592893249,0.032941445658469314,77
453,SVM,0.7299299323128686,0.03568035293554458,77
454,LDA,0.438630069591576,0.045093768613724265,77
455,DART,0.8011037842899199,0.03058592946764873,77
456,KNN,0.7353401417224114,0.04187416947889391,78
457,RFC,0.8075019242824609,0.034039612994538164,78
458,LR,0.7028955491545059,0.04029626429534805,78
459,SVM,0.7306004554796423,0.03127985247983399,78
460,LDA,0.4408796946540656,0.0354401860443723,78
461,DART,0.7991049110862477,0.035488490397682565,78
462,KNN,0.7276826878060005,0.04168419405538234,79
463,RFC,0.8174597884479571,0.02917157471335736,79
464,LR,0.7105530030709168,0.02838164491353765,79
465,SVM,0.7434324437990494,0.02724862100930513,79
466,LDA,0.4560311376675316,0.040607289456236866,79
467,DART,0.7882971885638107,0.033229384526835146,79
468,KNN,0.7466517485181042,0.036927833071984564,80
469,RFC,0.8046285936470905,0.0327187675876361,80
470,LR,0.7134390300029361,0.041575072641838885,80
471,SVM,0.7159179819236476,0.03022195427175209,80
472,LDA,0.4472254624229295,0.04636303439504408,80
473,DART,0.7908245451154967,0.03121461478462192,80
474,KNN,0.733718983344046,0.03638746994363835,81
475,RFC,0.8166924560192349,0.023799649642969017,81
476,LR,0.706974234452988,0.04398253249891851,81
477,SVM,0.7219764959808288,0.03759435259206913,81
478,LDA,0.4455654216360765,0.0458415084251671,81
479,DART,0.7958475174772457,0.033483897782540725,81
480,KNN,0.7224454654382999,0.02949553034066418,82
481,RFC,0.8082446576364257,0.02511839059978672,82
482,LR,0.7190777727521602,0.03533242443047293,82
483,SVM,0.72466731735187,0.028056828596981564,82
484,LDA,0.42051166075495355,0.04299754910638703,82
485,DART,0.7770228771395246,0.03611309395713429,82
486,KNN,0.7344871092913084,0.04105113183222303,83
487,RFC,0.8178787662373731,0.0284871410867746,83
488,LR,0.708966759508336,0.034934360095523885,83
489,SVM,0.7295553915617238,0.034067995949367574,83
490,LDA,0.43176930828988824,0.04157819383541312,83
491,DART,0.7781972845795543,0.029156240149321486,83
492,KNN,0.7208846144690171,0.0318207089322191,84
493,RFC,0.8138722911260822,0.023260822491710544,84
494,LR,0.703739059363122,0.04676291118670504,84
495,SVM,0.7282492600439608,0.036961118496869026,84
496,LDA,0.4225486228485728,0.04007475442138993,84
497,DART,0.7871013561231859,0.03086006398654792,84
498,KNN,0.7252688044056149,0.03426458916700412,85
499,RFC,0.8125915522016172,0.03207895686639958,85
500,LR,0.708025646519231,0.04270119901019772,85
501,SVM,0.7277993350314628,0.031779362082924256,85
502,LDA,0.4277437887336238,0.04206891720088082,85
503,DART,0.7827830282254545,0.026372750622004577,85
504,KNN,0.7329357805445122,0.0375196514499907,86
505,RFC,0.810845017893843,0.030909569746028567,86
506,LR,0.7086676030185447,0.044785221936722276,86
507,SVM,0.7298132850874058,0.033090720980658045,86
508,LDA,0.4527777116512327,0.05354263412386054,86
509,DART,0.7803778735290152,0.03661391197974905,86
510,KNN,0.7263479896207775,0.040089704121038613,87
511,RFC,0.8069734409344476,0.03431514117614996,87
512,LR,0.6948127693003548,0.03364205045251578,87
513,SVM,0.7257092071956259,0.033821972036027895,87
514,LDA,0.4478142531800256,0.04702881847044997,87
515,DART,0.8033946723165186,0.03403662140766908,87
516,KNN,0.7275660405805382,0.037481219785047766,88
517,RFC,0.8128748383205975,0.033557357000883456,88
518,LR,0.6986089619983972,0.03146445828625092,88
519,SVM,0.7288190063560834,0.03899085435708469,88
520,LDA,0.4356448528419866,0.0473067503672309,88
521,DART,0.7849041032843733,0.026912895834673465,88
522,KNN,0.7211107672530769,0.038225766564267065,89
523,RFC,0.8104133438077782,0.03198812772942025,89
524,LR,0.7024392759936837,0.039136412847101155,89
525,SVM,0.7245641599415972,0.029581886530932865,89
526,LDA,0.44404662714944343,0.06572786120981727,89
527,DART,0.7896223645265472,0.02491651603711304,89
528,KNN,0.7434633910221314,0.034348777040154765,90
529,RFC,0.8205195959403593,0.027006196914529896,90
530,LR,0.7006229120543402,0.029037477743813628,90
531,SVM,0.7247149284643036,0.03460456386442873,90
532,LDA,0.4486053911649646,0.03567235906548608,90
533,DART,0.8001404527816792,0.039729410670889885,90
534,KNN,0.7221653533934821,0.036263739656279374,91
535,RFC,0.8127208957237284,0.0269148117768478,91
536,LR,0.6982122027281168,0.03495597445205783,91
537,SVM,0.736655795462661,0.030162645637171116,91
538,LDA,0.4371517445505114,0.050942761078754194,91
539,DART,0.7888883598765286,0.025896087070084717,91
540,KNN,0.7291586322914435,0.03485325987671019,92
541,RFC,0.8134477587068822,0.025940994274327195,92
542,LR,0.7165766023123131,0.028785269795181846,92
543,SVM,0.7296498202680506,0.03690555482134421,92
544,LDA,0.456819895096849,0.044764436778759305,92
545,DART,0.7872299061267568,0.02398418793852109,92
