,Unnamed: 0,tss,validation_tss,hss,validation_hss,loss,validation_loss
0,0.0,0.5240989923477173,0.6106060743331909,0.4845138192176819,0.6714603900909424,2.6551220417022705,0.9980393052101136
1,1.0,0.6151979565620422,0.6081905961036682,0.6346949338912964,0.6554149389266968,1.8970649242401123,1.080746293067932
2,2.0,0.6778537034988403,0.5884826183319092,0.6891406178474426,0.6032213568687439,1.6442161798477173,1.0768723487854004
3,3.0,0.7145573496818542,0.7023715376853943,0.7220207452774048,0.689113974571228,1.526462197303772,1.028958439826965
4,4.0,0.7402890920639038,0.6969367265701294,0.729692280292511,0.6804150342941284,1.476938009262085,1.2027229070663452
5,5.0,0.7630113959312439,0.6969367265701294,0.7451772689819336,0.6804150342941284,1.39660382270813,1.2864398956298828
6,6.0,0.7610573768615723,0.6969367265701294,0.7506110072135925,0.6804150342941284,1.402811050415039,1.286816120147705
7,7.0,0.7820405960083008,0.6915019750595093,0.7685311436653137,0.6718657612800598,1.33252215385437,1.2734174728393557
8,8.0,0.7693877816200256,0.5939174294471741,0.7564021348953247,0.6120518445968628,1.369224190711975,1.2713394165039062
9,9.0,0.6287727952003479,0.6278985738754272,0.6661710739135742,0.716356635093689,1.7197439670562744,1.3294042348861694
10,10.0,0.568088173866272,0.6194444894790649,0.6231802701950073,0.7137260437011719,1.9276928901672363,1.4117488861083984
11,11.0,0.5440284013748169,0.5361111164093018,0.5986409783363342,0.6361336708068848,2.041505813598633,1.5845587253570557
12,12.0,0.4390863478183746,0.4666666984558105,0.5122321844100952,0.5639296174049377,2.4188151359558105,2.497108697891236
13,13.0,0.3841302990913391,0.4388889074325561,0.4710591733455658,0.5328572988510132,2.5548462867736816,2.523782730102539
14,14.0,0.359338641166687,0.4250000119209289,0.4424205422401428,0.5168105363845825,2.589980125427246,2.7026429176330566
0,,0.4489631652832031,0.0,0.44949012994766235,0.0,2.642068862915039,3.3459672927856445
1,,0.6722630262374878,0.0,0.6147238612174988,0.0,2.207453489303589,3.061652660369873
2,,0.7013757824897766,0.21690821647644043,0.6602386236190796,0.28353384137153625,1.900835394859314,2.3452067375183105
3,,0.72834312915802,0.7514822483062744,0.7243455648422241,0.6638010740280151,1.533987283706665,0.6909562349319458
4,,0.7109770774841309,0.7514822483062744,0.7127108573913574,0.6638010740280151,1.5448671579360962,0.8058943152427673
5,,0.6638181209564209,0.8023715615272522,0.690355658531189,0.7537007927894592,1.668270230293274,1.2753067016601562
6,,0.6562317609786987,0.8023715615272522,0.6837484240531921,0.7537007927894592,1.7647193670272827,1.4501686096191406
7,,0.6830600500106812,0.8023715615272522,0.7084987759590149,0.7537007927894592,1.6273871660232544,1.5249677896499634
8,,0.750276505947113,0.788482666015625,0.7492418885231018,0.7423766851425171,1.3895509243011475,1.5232365131378174
9,,0.76628178358078,0.7830479145050049,0.7412340044975281,0.7337007522583008,1.5258610248565674,1.5208630561828613
10,,0.7640117406845093,0.7830479145050049,0.733810544013977,0.7337007522583008,1.5905883312225342,1.5241023302078247
11,,0.7558070421218872,0.7830479145050049,0.726034939289093,0.7337007522583008,1.594502568244934,1.5244567394256592
12,,0.7671189308166504,0.7830479145050049,0.7352932691574097,0.7337007522583008,1.5620704889297485,1.5348109006881714
13,,0.7751778960227966,0.7830479145050049,0.7424719333648682,0.7337007522583008,1.5141029357910156,1.52406644821167
14,,0.7838606238365173,0.788482666015625,0.7630802989006042,0.7423766851425171,1.4582065343856812,1.5247946977615356
15,,0.766868531703949,0.788482666015625,0.7477390170097351,0.7423766851425171,1.4877132177352905,1.4428632259368896
16,,0.7739691734313965,0.788482666015625,0.7569772601127625,0.7423766851425171,1.429250955581665,1.4317824840545654
17,,0.774942934513092,0.8078063726425171,0.761341392993927,0.7625532150268555,1.3655024766921997,1.4947044849395752
18,,0.7708993554115295,0.8078063726425171,0.7670899629592896,0.7625532150268555,1.3613195419311523,1.4901961088180542
19,,0.777564287185669,0.8078063726425171,0.7696197628974915,0.7625532150268555,1.3243420124053955,1.4892607927322388
20,,0.7774807214736938,0.8078063726425171,0.7692821621894836,0.7625532150268555,1.370237112045288,1.489190697669983
21,,0.7840067148208618,0.8078063726425171,0.772824764251709,0.7625532150268555,1.345905065536499,1.4898488521575928
22,,0.7795610427856445,0.8078063726425171,0.7709333896636963,0.7625532150268555,1.3466882705688477,1.4911688566207886
23,,0.7849439978599548,0.8078063726425171,0.774337887763977,0.7625532150268555,1.346243143081665,1.4924161434173584
24,,0.7928035855293274,0.8078063726425171,0.781931459903717,0.7625532150268555,1.3327558040618896,1.4932132959365845
25,,0.7856024503707886,0.8078063726425171,0.7771796584129333,0.7625532150268555,1.3213893175125122,1.4936113357543945
26,,0.7927583456039429,0.8023715615272522,0.7821520566940308,0.7537007927894592,1.2746121883392334,1.5881109237670898
27,,0.7912910580635071,0.8023715615272522,0.7679165601730347,0.7537007927894592,1.3508480787277222,1.5052424669265747
28,,0.8047380447387695,0.8023715615272522,0.7818599343299866,0.7537007927894592,1.3226227760314941,1.5125173330307007
29,,0.8085193634033203,0.8023715615272522,0.7875785827636719,0.7537007927894592,1.261971116065979,1.5047802925109863
30,,0.8045962452888489,0.8023715615272522,0.784953236579895,0.7537007927894592,1.2749923467636108,1.5035547018051147
31,,0.8082621693611145,0.8023715615272522,0.7864101529121399,0.7537007927894592,1.2729424238204956,1.4270621538162231
