,FLARE_TYPE,COINCIDENCE,SHRGT45_1,SHRGT45_2,SHRGT45_3,SHRGT45_4,SHRGT45_5,SHRGT45_6,SHRGT45_7,SHRGT45_8,SHRGT45_9,SHRGT45_10,SHRGT45_11,SHRGT45_12,SHRGT45_13,SHRGT45_14,SHRGT45_15,SHRGT45_16,SHRGT45_17,SHRGT45_18,SHRGT45_19,SHRGT45_20,SHRGT45_21,SHRGT45_22,SHRGT45_23,SHRGT45_24,SHRGT45_25,SHRGT45_26,SHRGT45_27,SHRGT45_28,SHRGT45_29,SHRGT45_30,SHRGT45_31,SHRGT45_32,SHRGT45_33,SHRGT45_34,SHRGT45_35,SHRGT45_36,SHRGT45_37,SHRGT45_38,SHRGT45_39,SHRGT45_40,SHRGT45_41,SHRGT45_42,SHRGT45_43,SHRGT45_44,SHRGT45_45,SHRGT45_46,SHRGT45_47,SHRGT45_48,SHRGT45_49,SHRGT45_50,SHRGT45_51,SHRGT45_52,SHRGT45_53,SHRGT45_54,SHRGT45_55,SHRGT45_56,SHRGT45_57,SHRGT45_58,SHRGT45_59,SHRGT45_60,SHRGT45_61,SHRGT45_62,SHRGT45_63,SHRGT45_64,SHRGT45_65,SHRGT45_66,SHRGT45_67,SHRGT45_68,SHRGT45_69,SHRGT45_70,SHRGT45_71,SHRGT45_72,SHRGT45_73,SHRGT45_74,SHRGT45_75,SHRGT45_76,SHRGT45_77,SHRGT45_78,SHRGT45_79,SHRGT45_80,SHRGT45_81,SHRGT45_82,SHRGT45_83,SHRGT45_84,SHRGT45_85,SHRGT45_86,SHRGT45_87,SHRGT45_88,SHRGT45_89,SHRGT45_90,SHRGT45_91,SHRGT45_92,SHRGT45_93,SHRGT45_94,SHRGT45_95,SHRGT45_96,SHRGT45_97,SHRGT45_98,SHRGT45_99,SHRGT45_100,SHRGT45_101,SHRGT45_102,SHRGT45_103,SHRGT45_104,SHRGT45_105,SHRGT45_106,SHRGT45_107,SHRGT45_108,SHRGT45_109,SHRGT45_110,SHRGT45_111,SHRGT45_112,SHRGT45_113,SHRGT45_114,SHRGT45_115
356,M,False,45.193,44.84,44.531,44.565,44.556,43.971,44.573,44.415,44.111,43.785,43.669,43.454,44.156,44.378,44.46,44.567,43.843,43.895,43.452,44.014,43.991,43.859,43.456,43.802,43.301,42.947,43.446,43.527,43.278,43.173,42.677,42.54,42.259,41.909,41.525,41.558,41.406,40.58,41.317,40.432,39.841,39.818,40.186,39.758,40.486,40.147,40.383,40.406,40.932,40.857,40.566,40.565,40.221,39.973,39.331,39.053,39.343,39.51,39.7,39.361,39.421,39.407,39.719,39.116,39.392,39.399,39.228,39.642,39.636,39.617,39.887,39.903,40.189,39.634,39.342,39.353,39.171,38.734,38.677,38.674,39.12,39.648,38.811,39.157,38.941,38.564,38.911,39.308,39.035,39.281,38.886,38.978,38.335,38.04,38.444,37.13,37.58,37.72,37.589,37.612,37.561,37.766,38.146,38.758,38.347,37.861,38.484,38.878,38.081,38.1,38.067,37.595,37.318,37.507,37.322
357,M,True,44.378,44.46,44.567,43.843,43.895,43.452,44.014,43.991,43.859,43.456,43.802,43.301,42.947,43.446,43.527,43.278,43.173,42.677,42.54,42.259,41.909,41.525,41.558,41.406,40.58,41.317,40.432,39.841,39.818,40.186,39.758,40.486,40.147,40.383,40.406,40.932,40.857,40.566,40.565,40.221,39.973,39.331,39.053,39.343,39.51,39.7,39.361,39.421,39.407,39.719,39.116,39.392,39.399,39.228,39.642,39.636,39.617,39.887,39.903,40.189,39.634,39.342,39.353,39.171,38.734,38.677,38.674,39.12,39.648,38.811,39.157,38.941,38.564,38.911,39.308,39.035,39.281,38.886,38.978,38.335,38.04,38.444,37.13,37.58,37.72,37.589,37.612,37.561,37.766,38.146,38.758,38.347,37.861,38.484,38.878,38.081,38.1,38.067,37.595,37.318,37.507,37.322,37.383,36.966,36.943,37.045,36.92,36.472,36.925,36.284,36.239,36.274,36.358,36.508,36.269
358,M,True,31.987,31.531,31.725,32.129,31.917,31.591,31.454,31.205,31.532,31.432,30.557,30.592,30.448,29.571,29.489,29.945,30.301,30.502,30.207,30.159,30.788,30.166,30.291,30.159,30.343,30.72,30.512,30.113,30.823,30.874,30.184,30.473,30.44,30.693,31.106,30.713,31.28,30.972,30.695,31.009,31.161,30.817,31.212,30.936,31.104,31.313,30.969,31.265,31.024,30.717,30.65,31.041,30.53,31.235,31.495,31.378,31.095,31.451,30.485,30.994,30.508,30.482,30.853,29.673,30.37,30.78,30.348,30.629,30.273,30.25,30.823,30.364,31.033,30.637,31.025,31.073,31.817,31.346,31.014,31.091,30.597,29.664,29.848,29.721,29.309,29.721,28.495,28.857,29.345,29.37,29.348,29.999,29.143,30.016,29.492,28.931,28.8,29.851,30.097,29.182,28.927,29.7,29.998,30.325,30.402,29.684,30.169,29.807,29.304,29.089,28.944,29.366,29.413,29.116,29.072
359,M,False,30.482,30.853,29.673,30.37,30.78,30.348,30.629,30.273,30.25,30.823,30.364,31.033,30.637,31.025,31.073,31.817,31.346,31.014,31.091,30.597,29.664,29.848,29.721,29.309,29.721,28.495,28.857,29.345,29.37,29.348,29.999,29.143,30.016,29.492,28.931,28.8,29.851,30.097,29.182,28.927,29.7,29.998,30.325,30.402,29.684,30.169,29.807,29.304,29.089,28.944,29.366,29.413,29.116,29.072,28.914,29.253,28.683,28.917,28.736,28.079,28.279,29.246,28.274,28.634,28.348,28.868,28.497,29.297,27.508,28.517,28.373,29.61,28.152,28.911,29.061,28.698,29.658,30.442,29.85,29.783,30.266,30.214,30.183,29.154,31.004,31.366,30.126,29.438,29.497,31.492,30.624,30.87,30.499,30.009,29.114,30.406,29.988,30.202,29.396,29.138,28.903,29.472,28.995,27.895,27.117,27.769,27.266,27.809,27.265,26.13,28.508,27.337,28.136,27.875,27.821
360,M,False,29.721,28.495,28.857,29.345,29.37,29.348,29.999,29.143,30.016,29.492,28.931,28.8,29.851,30.097,29.182,28.927,29.7,29.998,30.325,30.402,29.684,30.169,29.807,29.304,29.089,28.944,29.366,29.413,29.116,29.072,28.914,29.253,28.683,28.917,28.736,28.079,28.279,29.246,28.274,28.634,28.348,28.868,28.497,29.297,27.508,28.517,28.373,29.61,28.152,28.911,29.061,28.698,29.658,30.442,29.85,29.783,30.266,30.214,30.183,29.154,31.004,31.366,30.126,29.438,29.497,31.492,30.624,30.87,30.499,30.009,29.114,30.406,29.988,30.202,29.396,29.138,28.903,29.472,28.995,27.895,27.117,27.769,27.266,27.809,27.265,26.13,28.508,27.337,28.136,27.875,27.821,26.712,26.315,27.646,28.323,26.545,28.643,27.673,28.196,27.89,30.03,27.756,28.426,27.407,28.207,29.419,28.8,29.937,26.438,28.812,28.469,28.489,28.914,26.863,26.324
361,M,True,12.435,12.5,11.909,12.274,12.573,12.275,12.372,12.578,12.058,12.336,12.541,12.557,12.506,12.5,12.434,12.595,12.335,12.305,12.715,12.626,12.673,13.0,12.757,12.363,13.376,12.827,13.128,12.707,12.657,12.633,12.329,12.824,12.445,12.898,12.475,12.642,12.638,12.837,12.643,12.858,12.338,12.422,12.078,12.35,12.333,12.363,11.635,12.636,12.77,12.591,12.538,12.991,12.747,12.468,11.834,12.263,12.276,12.027,12.57,12.318,12.208,12.262,12.107,11.836,11.964,11.817,11.84,12.162,11.582,12.041,12.086,12.118,12.143,12.029,12.315,12.267,12.031,12.513,12.716,12.937,13.025,13.246,12.716,13.083,12.63,12.95,13.005,13.412,13.307,13.133,13.526,13.301,13.216,13.09,13.063,13.005,13.137,13.378,13.198,13.384,13.625,13.631,13.912,14.248,13.997,14.101,14.157,14.306,13.929,13.984,13.948,14.432,14.24,14.406,14.283
362,M,False,12.475,12.642,12.638,12.837,12.643,12.858,12.338,12.422,12.078,12.35,12.333,12.363,11.635,12.636,12.77,12.591,12.538,12.991,12.747,12.468,11.834,12.263,12.276,12.027,12.57,12.318,12.208,12.262,12.107,11.836,11.964,11.817,11.84,12.162,11.582,12.041,12.086,12.118,12.143,12.029,12.315,12.267,12.031,12.513,12.716,12.937,13.025,13.246,12.716,13.083,12.63,12.95,13.005,13.412,13.307,13.133,13.526,13.301,13.216,13.09,13.063,13.005,13.137,13.378,13.198,13.384,13.625,13.631,13.912,14.248,13.997,14.101,14.157,14.306,13.929,13.984,13.948,14.432,14.24,14.406,14.283,13.98,14.115,14.134,13.919,13.731,13.371,13.556,13.56,13.475,13.652,13.518,13.453,13.557,13.568,13.597,13.851,13.982,14.117,13.955,14.476,14.003,14.228,14.74,14.748,14.687,14.995,14.618,14.707,15.123,14.886,14.763,14.543,14.638,14.595
363,M,True,18.244,18.693,16.891,16.744,15.863,14.615,15.409,14.753,14.643,14.999,15.042,13.498,12.229,14.899,14.708,15.154,17.792,14.011,13.107,13.694,11.65,13.384,12.546,13.358,13.533,11.811,12.355,13.356,12.96,12.573,13.092,14.232,12.053,12.299,12.614,11.789,12.887,12.195,11.779,11.429,11.456,10.84,11.327,11.459,12.731,11.317,9.5397,9.5828,9.0304,8.6294,8.7563,9.2768,8.929,9.1078,8.6659,9.3966,8.8191,9.126,8.4085,8.2774,9.2624,7.9212,9.5605,9.5554,7.9621,8.5689,9.1136,8.4594,8.8553,9.3122,8.7752,8.6787,8.4271,8.6467,8.3788,7.8194,7.819,7.3138,6.9153,7.3575,6.8644,6.9202,7.6707,7.0,7.4617,7.1647,6.7842,7.1286,6.7875,6.5025,6.5173,6.6451,6.4949,7.9139,7.3053,7.1801,6.6109,6.435,6.7656,6.3819,7.1612,6.4123,5.9433,6.023,6.5306,7.3835,6.9962,6.722,6.3807,6.7879,6.8228,6.6104,6.4915,5.9888,6.0257
364,M,False,16.891,16.744,15.863,14.615,15.409,14.753,14.643,14.999,15.042,13.498,12.229,14.899,14.708,15.154,17.792,14.011,13.107,13.694,11.65,13.384,12.546,13.358,13.533,11.811,12.355,13.356,12.96,12.573,13.092,14.232,12.053,12.299,12.614,11.789,12.887,12.195,11.779,11.429,11.456,10.84,11.327,11.459,12.731,11.317,9.5397,9.5828,9.0304,8.6294,8.7563,9.2768,8.929,9.1078,8.6659,9.3966,8.8191,9.126,8.4085,8.2774,9.2624,7.9212,9.5605,9.5554,7.9621,8.5689,9.1136,8.4594,8.8553,9.3122,8.7752,8.6787,8.4271,8.6467,8.3788,7.8194,7.819,7.3138,6.9153,7.3575,6.8644,6.9202,7.6707,7.0,7.4617,7.1647,6.7842,7.1286,6.7875,6.5025,6.5173,6.6451,6.4949,7.9139,7.3053,7.1801,6.6109,6.435,6.7656,6.3819,7.1612,6.4123,5.9433,6.023,6.5306,7.3835,6.9962,6.722,6.3807,6.7879,6.8228,6.6104,6.4915,5.9888,6.0257,5.9512,5.882
365,M,False,27.923,27.658,27.643,27.583,26.978,26.653,26.879,27.484,28.1,28.276,28.48,27.864,27.807,28.018,27.308,27.849,27.526,28.153,28.13,28.36,28.286,28.38,28.213,28.789,28.712,29.147,29.398,29.576,29.532,29.353,29.645,29.588,29.931,29.47,29.61,30.373,30.313,30.542,30.749,30.552,31.625,31.103,31.171,31.791,31.774,31.623,31.877,31.603,31.447,31.813,31.668,32.329,32.09,31.852,32.238,32.789,32.992,31.619,31.863,32.074,32.378,32.24,32.892,32.936,33.556,33.47,32.844,33.198,32.867,33.016,32.593,32.302,31.98,33.335,33.59,33.865,33.085,33.403,33.642,34.363,34.306,34.124,33.897,33.858,34.082,34.03,34.534,34.315,34.792,35.366,35.485,35.469,35.896,35.921,36.129,35.666,36.154,36.497,36.5,36.28,36.491,36.765,37.171,36.717,36.681,36.857,36.673,36.808,36.261,36.411,36.769,36.678,36.405,37.081,36.608
366,M,True,31.09,30.976,29.861,29.67,27.908,29.544,30.069,29.607,29.579,30.086,30.544,30.075,28.918,28.658,28.839,29.082,28.656,28.575,28.565,28.917,28.692,29.021,29.325,28.401,28.314,28.1,28.273,28.409,27.546,27.992,27.878,27.815,28.142,28.49,28.28,27.476,27.832,27.379,27.563,27.493,28.185,27.398,27.875,27.448,28.091,28.27,28.654,27.447,27.878,27.356,27.185,27.672,27.934,27.376,27.218,27.846,27.495,26.969,26.816,25.973,26.003,25.7,25.541,25.945,26.337,25.926,24.868,25.887,25.25,24.234,24.893,24.568,24.002,23.515,24.219,24.766,24.773,25.013,24.716,24.453,24.489,24.778,24.571,24.66,24.814,25.162,24.565,24.45,24.235,24.82,25.383,24.692,24.742,23.878,24.581,24.467,24.472,24.705,25.037,25.009,24.7,25.253,24.763,24.417,24.096,23.829,23.899,24.052,24.289,24.4,24.641,24.56,24.054,24.713,24.93
367,M,False,27.448,28.091,28.27,28.654,27.447,27.878,27.356,27.185,27.672,27.934,27.376,27.218,27.846,27.495,26.969,26.816,25.973,26.003,25.7,25.541,25.945,26.337,25.926,24.868,25.887,25.25,24.234,24.893,24.568,24.002,23.515,24.219,24.766,24.773,25.013,24.716,24.453,24.489,24.778,24.571,24.66,24.814,25.162,24.565,24.45,24.235,24.82,25.383,24.692,24.742,23.878,24.581,24.467,24.472,24.705,25.037,25.009,24.7,25.253,24.763,24.417,24.096,23.829,23.899,24.052,24.289,24.4,24.641,24.56,24.054,24.713,24.93,24.448,24.503,24.691,23.877,23.988,24.026,24.096,23.424,24.058,24.723,24.584,24.875,24.923,24.736,24.802,24.04,24.168,24.938,24.334,24.096,23.811,24.692,24.908,24.322,24.612,24.356,24.251,24.183,24.436,24.229,23.726,23.637,24.45,25.737,24.658,25.121,25.732,25.691,24.637,25.168,24.892,24.345,25.459
368,M,False,43.843,43.677,44.038,44.083,44.356,44.517,44.7,45.07,45.374,45.321,45.155,45.269,45.518,45.868,45.71,45.869,45.75,45.637,45.348,45.246,44.792,44.358,44.224,44.335,43.65,43.948,43.69,44.654,45.049,44.958,44.694,44.77,44.341,44.103,44.345,44.417,44.067,44.086,44.244,44.106,44.663,44.781,44.604,44.398,44.277,44.189,44.454,44.586,44.51,44.497,44.975,44.791,44.743,44.35,44.081,44.794,44.598,44.577,44.083,44.603,44.88,44.641,44.493,45.012,44.903,44.59,44.74,44.513,44.563,44.86,44.154,44.064,44.126,44.044,44.141,44.111,44.097,43.738,43.384,42.754,42.749,42.634,42.752,42.883,43.173,43.146,43.624,43.01,43.384,43.509,43.593,43.313,43.636,43.57,43.76,43.318,43.377,42.556,42.784,42.254,42.247,41.672,41.389,41.564,41.115,41.195,41.388,41.607,40.821,40.782,41.051,40.885,40.765,40.635,41.221
369,M,False,21.158,21.426,20.669,20.158,20.181,20.758,21.04,20.699,20.217,20.571,20.281,19.812,20.129,19.596,19.714,18.876,18.796,18.97,19.438,19.017,18.804,18.938,18.934,18.681,18.611,18.179,18.311,18.153,18.751,18.717,18.513,19.134,18.683,18.96,19.059,18.94,18.764,18.783,18.665,18.734,18.16,18.254,18.699,19.284,19.017,19.074,18.98,18.935,19.556,19.339,18.704,18.857,19.048,19.525,19.171,19.262,19.511,19.032,18.947,18.912,19.373,18.719,19.307,19.463,19.208,19.004,19.404,18.794,19.295,19.024,19.552,19.439,19.539,19.221,19.58,19.586,19.73,19.635,19.699,19.846,19.655,19.54,19.482,19.172,19.31,19.392,18.995,19.017,18.88,19.171,19.367,19.659,19.518,19.55,19.65,20.152,20.274,20.392,20.236,20.619,19.615,20.664,20.456,20.412,20.065,19.671,19.981,20.084,19.56,19.533,19.427,19.732,19.44,19.583,19.574
370,M,False,28.953,29.396,28.173,27.225,29.106,27.236,24.925,27.443,25.288,27.971,26.562,27.961,29.806,26.614,30.14,29.057,30.888,30.97,30.53,31.317,32.102,30.583,31.815,31.064,31.165,30.809,31.392,30.724,32.724,32.589,31.571,32.36,31.026,31.233,31.422,29.928,30.766,30.589,30.049,30.398,30.924,29.966,31.521,31.244,31.116,31.794,32.893,31.888,32.242,30.037,32.567,30.889,31.968,31.902,31.946,31.783,32.46,33.873,31.994,32.666,31.962,33.372,31.991,34.015,35.017,33.884,34.51,34.364,36.172,36.362,34.595,34.788,33.227,33.869,32.894,33.565,33.4,34.423,33.838,34.195,33.828,33.924,35.282,35.329,35.585,35.139,35.1,34.792,35.271,34.892,35.33,36.016,35.549,35.313,36.591,36.325,35.503,35.485,36.965,37.032,36.644,35.231,34.946,36.525,37.665,37.501,38.072,37.877,39.237,39.503,38.686,37.947,37.823,38.761,37.775
371,M,False,14.081,14.221,14.217,14.007,13.511,13.703,13.576,13.35,13.252,13.193,13.448,13.389,13.13,13.18,12.728,13.026,12.84,12.62,12.746,12.886,12.898,12.604,12.96,12.606,12.627,12.858,12.761,12.577,12.516,12.78,11.879,12.033,12.223,11.712,11.682,11.409,11.06,11.196,11.191,11.07,11.311,11.011,10.832,10.916,11.279,11.054,11.276,11.223,11.236,10.277,10.757,10.843,11.046,10.605,10.512,11.141,10.95,11.328,10.911,11.836,11.623,11.478,11.564,11.836,11.781,11.828,11.143,11.225,11.719,11.393,11.549,11.689,11.973,11.544,11.943,11.587,11.433,11.566,11.114,11.043,10.783,11.188,10.682,11.501,10.904,10.994,11.137,10.713,10.909,11.113,11.011,10.988,10.292,10.348,10.521,9.5873,9.6222,10.324,9.7316,9.375,9.8384,9.9696,9.8779,10.491,10.05,9.8626,10.692,9.7438,9.6287,9.8433,9.6658,9.8757,9.8915,10.268,9.9576
372,M,False,28.505,28.528,27.551,27.664,28.369,28.78,28.859,28.113,27.557,27.583,28.08,27.55,27.352,26.954,26.895,27.088,27.266,27.16,26.978,26.843,26.815,26.918,26.634,26.536,25.717,25.85,25.648,25.756,25.625,25.486,25.414,25.804,25.785,25.641,24.909,25.34,25.458,24.458,24.253,23.519,23.33,23.465,23.875,23.745,24.165,24.647,24.859,25.195,25.54,25.218,24.735,24.754,24.585,24.854,24.669,24.8,24.346,24.236,24.132,23.805,23.342,22.926,22.968,22.138,22.564,21.651,21.776,22.208,22.31,22.247,22.115,22.549,22.862,22.618,23.454,22.644,22.094,22.06,22.223,22.34,22.881,22.963,22.355,22.322,21.75,21.868,21.672,21.519,22.049,22.069,22.061,22.401,22.217,22.698,23.074,22.695,23.628,23.094,23.266,23.294,22.568,22.575,22.826,23.153,23.109,23.423,22.787,21.668,21.438,20.989,21.065,21.081,21.689,21.711,21.287
373,M,False,20.08,20.65,20.722,20.657,19.861,19.803,19.772,19.88,19.756,19.443,19.533,18.519,18.419,17.905,17.787,18.439,18.684,18.454,18.843,18.654,19.244,19.268,19.062,18.671,18.251,18.062,17.562,17.686,17.163,17.381,18.17,18.455,17.863,17.945,17.979,17.422,17.603,17.949,18.226,17.728,17.949,17.478,17.656,17.475,17.433,17.542,17.149,16.717,16.503,16.73,17.014,16.668,16.644,16.625,16.628,16.354,16.825,16.683,16.625,16.982,16.079,16.348,16.547,16.414,16.564,16.334,15.862,15.961,15.798,16.116,15.921,16.588,16.669,16.769,16.639,16.289,16.442,16.067,16.041,15.871,15.911,16.269,16.221,16.114,16.178,16.225,16.581,16.018,15.729,15.876,15.306,15.164,15.821,16.237,16.653,16.553,16.505,16.179,16.333,15.936,16.64,16.031,16.466,15.992,15.775,15.604,14.881,15.403,15.435,14.889,14.682,14.551,14.71,14.338,14.533
374,M,True,13.882,14.068,13.823,14.181,14.018,14.261,14.042,14.227,14.598,14.337,14.272,13.959,13.697,14.552,14.468,13.959,14.386,14.589,14.325,14.458,14.183,14.008,13.716,13.744,13.496,13.463,13.486,13.439,12.837,12.702,13.364,13.143,13.417,12.569,12.993,13.143,12.916,13.624,13.02,13.647,14.178,13.925,13.912,14.42,15.024,14.558,13.702,13.943,14.071,13.426,13.798,13.571,13.868,14.031,13.735,13.508,13.314,12.894,12.868,12.513,12.634,13.355,12.961,13.101,13.063,13.429,13.497,13.009,13.396,13.401,13.534,13.197,13.424,13.216,13.507,13.204,12.861,13.179,12.979,13.02,13.026,12.528,12.43,12.408,12.355,12.11,12.181,12.21,11.833,11.772,11.711,12.002,11.758,11.743,11.616,11.491,11.548,11.469,11.388,11.401,11.383,10.94,10.969,11.396,10.867,11.109,10.736,10.668,10.766,10.751,10.986,10.62,10.374,10.532,10.626
375,M,False,12.861,13.179,12.979,13.02,13.026,12.528,12.43,12.408,12.355,12.11,12.181,12.21,11.833,11.772,11.711,12.002,11.758,11.743,11.616,11.491,11.548,11.469,11.388,11.401,11.383,10.94,10.969,11.396,10.867,11.109,10.736,10.668,10.766,10.751,10.986,10.62,10.374,10.532,10.626,10.549,10.135,10.401,10.176,10.078,9.8936,10.405,10.652,10.434,10.227,10.503,10.353,10.676,11.177,11.162,11.583,11.072,11.184,11.669,11.025,11.522,11.143,11.301,11.092,10.338,10.679,10.907,11.043,11.432,11.559,11.291,11.661,11.789,11.601,11.423,11.489,11.896,12.454,12.289,12.017,12.139,12.136,12.198,12.471,12.252,12.519,12.164,12.147,12.507,12.465,12.413,12.699,12.652,12.374,13.344,13.42,12.882,13.22,12.204,12.631,13.167,13.046,12.522,13.11,12.74,12.521,12.552,12.35,11.966,11.229,11.548,11.84,12.168,12.795,12.48,12.476
376,M,False,43.489,43.489,42.933,43.07,43.09,43.143,43.221,43.239,43.436,42.892,42.761,42.843,42.268,43.263,43.138,43.079,43.472,43.618,43.405,43.526,43.498,43.491,42.992,42.994,42.305,41.797,41.717,41.43,41.387,40.972,40.537,40.647,40.127,39.66,39.65,39.547,39.571,39.348,39.561,39.138,39.812,39.862,39.922,40.009,39.688,39.888,39.702,39.794,39.679,39.459,39.383,39.229,39.093,38.928,38.737,38.481,38.659,38.23,37.971,38.131,38.3,37.413,37.184,36.977,36.678,36.413,36.335,36.248,36.279,36.137,35.842,36.476,36.147,35.959,35.578,35.83,35.533,35.338,35.279,34.889,34.555,34.597,34.42,34.712,34.616,34.208,33.898,33.757,33.9,34.209,33.784,33.976,33.58,33.857,34.185,34.087,34.413,34.548,34.941,35.076,35.297,35.28,33.756,34.352,33.75,33.64,33.039,32.933,33.129,32.783,32.228,32.426,31.66,31.863,31.757
377,M,True,37.617,37.797,37.308,38.132,37.913,37.887,38.077,38.313,37.759,38.232,38.963,38.901,38.875,38.748,37.886,37.504,38.023,37.828,38.133,37.835,37.76,37.798,37.114,37.412,36.527,37.416,36.895,36.474,36.068,36.031,36.561,36.25,36.049,36.749,35.927,36.08,36.089,36.109,36.091,36.159,36.413,36.172,36.537,36.811,36.63,36.546,36.089,36.379,36.721,37.63,37.04,37.061,37.369,37.824,37.447,37.268,36.852,36.69,36.887,36.65,36.48,36.673,36.619,36.456,35.954,36.291,36.726,36.761,36.353,36.718,36.764,36.535,36.41,35.876,36.156,36.013,35.707,35.338,34.927,34.883,34.994,35.183,34.584,34.398,34.374,34.287,34.223,34.587,34.792,34.59,34.794,34.955,34.713,34.623,34.05,33.578,33.652,34.325,34.601,34.043,34.055,34.187,34.037,34.095,34.263,34.2,34.249,34.226,33.806,33.842,33.107,33.811,34.132,34.312,33.525
378,M,False,38.023,37.828,38.133,37.835,37.76,37.798,37.114,37.412,36.527,37.416,36.895,36.474,36.068,36.031,36.561,36.25,36.049,36.749,35.927,36.08,36.089,36.109,36.091,36.159,36.413,36.172,36.537,36.811,36.63,36.546,36.089,36.379,36.721,37.63,37.04,37.061,37.369,37.824,37.447,37.268,36.852,36.69,36.887,36.65,36.48,36.673,36.619,36.456,35.954,36.291,36.726,36.761,36.353,36.718,36.764,36.535,36.41,35.876,36.156,36.013,35.707,35.338,34.927,34.883,34.994,35.183,34.584,34.398,34.374,34.287,34.223,34.587,34.792,34.59,34.794,34.955,34.713,34.623,34.05,33.578,33.652,34.325,34.601,34.043,34.055,34.187,34.037,34.095,34.263,34.2,34.249,34.226,33.806,33.842,33.107,33.811,34.132,34.312,33.525,33.793,33.533,33.83,33.899,33.668,33.671,33.324,33.682,33.951,33.064,33.546,33.268,34.127,34.065,35.332,34.777
379,M,False,38.133,37.835,37.76,37.798,37.114,37.412,36.527,37.416,36.895,36.474,36.068,36.031,36.561,36.25,36.049,36.749,35.927,36.08,36.089,36.109,36.091,36.159,36.413,36.172,36.537,36.811,36.63,36.546,36.089,36.379,36.721,37.63,37.04,37.061,37.369,37.824,37.447,37.268,36.852,36.69,36.887,36.65,36.48,36.673,36.619,36.456,35.954,36.291,36.726,36.761,36.353,36.718,36.764,36.535,36.41,35.876,36.156,36.013,35.707,35.338,34.927,34.883,34.994,35.183,34.584,34.398,34.374,34.287,34.223,34.587,34.792,34.59,34.794,34.955,34.713,34.623,34.05,33.578,33.652,34.325,34.601,34.043,34.055,34.187,34.037,34.095,34.263,34.2,34.249,34.226,33.806,33.842,33.107,33.811,34.132,34.312,33.525,33.793,33.533,33.83,33.899,33.668,33.671,33.324,33.682,33.951,33.064,33.546,33.268,34.127,34.065,35.332,34.777,35.243,34.537
380,M,True,33.698,33.792,33.981,34.18,34.231,34.138,34.661,35.24,34.713,34.752,34.945,35.452,36.249,36.112,36.692,35.496,35.514,35.086,35.731,35.064,34.517,34.556,35.133,34.789,35.417,35.086,34.663,35.851,35.499,36.625,35.164,34.386,34.506,35.003,36.48,35.399,35.359,36.049,35.783,35.466,35.201,35.433,34.975,35.666,34.89,34.434,34.236,33.008,33.312,33.588,32.749,32.778,32.303,32.495,33.253,32.781,32.285,31.162,32.061,32.012,31.491,31.475,30.974,32.011,32.568,32.92,34.311,33.592,31.456,31.341,32.526,34.531,34.324,33.959,33.388,33.884,33.383,33.835,34.449,32.166,33.122,33.526,33.009,33.816,31.645,33.277,31.744,32.727,33.676,33.965,33.608,34.745,33.43,33.337,33.461,32.701,34.357,34.208,33.809,32.217,34.573,34.692,34.814,36.104,32.715,36.611,33.328,33.919,32.097,33.758,37.251,35.952,35.196,36.476,36.67
381,M,False,31.162,32.061,32.012,31.491,31.475,30.974,32.011,32.568,32.92,34.311,33.592,31.456,31.341,32.526,34.531,34.324,33.959,33.388,33.884,33.383,33.835,34.449,32.166,33.122,33.526,33.009,33.816,31.645,33.277,31.744,32.727,33.676,33.965,33.608,34.745,33.43,33.337,33.461,32.701,34.357,34.208,33.809,32.217,34.573,34.692,34.814,36.104,32.715,36.611,33.328,33.919,32.097,33.758,37.251,35.952,35.196,36.476,36.67,36.463,37.949,38.12,37.365,39.748,39.118,40.007,39.566,39.613,40.395,37.902,39.014,37.214,36.782,36.866,37.228,37.706,37.378,38.461,40.555,37.769,38.052,38.767,38.868,37.512,35.159,37.136,36.621,35.869,35.471,35.893,33.712,33.985,34.091,40.078,34.793,33.925,34.934,32.863,34.096,34.457,36.92,38.569,37.452,37.264,38.599,40.582,40.468,39.632,40.067,41.674,41.504,42.072,42.251,41.475,40.737,40.127
382,M,True,10.729,7.5674,8.0404,8.2075,8.3502,7.9152,8.6507,9.1366,8.1915,9.7291,8.9903,9.1602,11.865,11.514,11.554,12.594,12.262,10.103,8.4937,8.6211,7.9176,9.6898,10.205,11.679,10.799,12.282,9.3415,10.699,10.442,10.637,9.3728,9.7607,9.3719,8.8802,9.2341,10.107,7.2957,8.791,8.1532,6.8216,6.4149,7.3297,6.3702,8.0044,8.6951,8.7225,7.9861,7.2627,9.1766,8.8677,8.0129,6.6131,8.7204,7.5226,7.9106,8.4702,10.544,10.821,10.184,11.789,12.556,12.099,13.259,12.664,14.617,14.453,14.903,13.787,13.544,16.27,13.837,16.42,16.516,16.03,14.524,15.934,16.392,15.351,16.123,15.144,16.254,16.231,16.64,13.754,14.61,14.854,14.664,15.987,15.62,14.536,15.161,15.054,14.975,15.482,15.28,15.177,16.296,13.466,13.449,13.353,14.499,15.787,17.484,17.248,17.261,17.415,18.471,15.982,17.431,16.941,16.397,16.649,15.626,17.509,15.791
