,FLARE_TYPE,COINCIDENCE,MEANSHR_1,MEANSHR_2,MEANSHR_3,MEANSHR_4,MEANSHR_5,MEANSHR_6,MEANSHR_7,MEANSHR_8,MEANSHR_9,MEANSHR_10,MEANSHR_11,MEANSHR_12,MEANSHR_13,MEANSHR_14,MEANSHR_15,MEANSHR_16,MEANSHR_17,MEANSHR_18,MEANSHR_19,MEANSHR_20,MEANSHR_21,MEANSHR_22,MEANSHR_23,MEANSHR_24,MEANSHR_25,MEANSHR_26,MEANSHR_27,MEANSHR_28,MEANSHR_29,MEANSHR_30,MEANSHR_31,MEANSHR_32,MEANSHR_33,MEANSHR_34,MEANSHR_35,MEANSHR_36,MEANSHR_37,MEANSHR_38,MEANSHR_39,MEANSHR_40,MEANSHR_41,MEANSHR_42,MEANSHR_43,MEANSHR_44,MEANSHR_45,MEANSHR_46,MEANSHR_47,MEANSHR_48,MEANSHR_49,MEANSHR_50,MEANSHR_51,MEANSHR_52,MEANSHR_53,MEANSHR_54,MEANSHR_55,MEANSHR_56,MEANSHR_57,MEANSHR_58,MEANSHR_59,MEANSHR_60,MEANSHR_61,MEANSHR_62,MEANSHR_63,MEANSHR_64,MEANSHR_65,MEANSHR_66,MEANSHR_67,MEANSHR_68,MEANSHR_69,MEANSHR_70,MEANSHR_71,MEANSHR_72,MEANSHR_73,MEANSHR_74,MEANSHR_75,MEANSHR_76,MEANSHR_77,MEANSHR_78,MEANSHR_79,MEANSHR_80,MEANSHR_81,MEANSHR_82,MEANSHR_83,MEANSHR_84,MEANSHR_85,MEANSHR_86,MEANSHR_87,MEANSHR_88,MEANSHR_89,MEANSHR_90,MEANSHR_91,MEANSHR_92,MEANSHR_93,MEANSHR_94,MEANSHR_95,MEANSHR_96,MEANSHR_97,MEANSHR_98,MEANSHR_99,MEANSHR_100,MEANSHR_101,MEANSHR_102,MEANSHR_103,MEANSHR_104,MEANSHR_105,MEANSHR_106,MEANSHR_107,MEANSHR_108,MEANSHR_109,MEANSHR_110,MEANSHR_111,MEANSHR_112,MEANSHR_113,MEANSHR_114,MEANSHR_115
1286,N,False,22.666,22.362,23.706,22.541,24.319,24.486,25.035,22.609,23.297,22.913,21.914,22.582,21.663,21.611,20.793,20.455,21.663,21.831,21.905,23.067,22.676,25.186,25.231,25.763,25.896,25.239,24.497,25.629,25.905,22.951,24.32,24.21,23.837,22.392,23.208,23.238,25.623,26.73,25.711,24.832,24.118,25.516,24.86,26.832,23.393,25.539,24.259,26.725,27.842,26.231,27.423,27.936,28.072,30.917,34.344,31.983,33.309,31.028,33.962,37.758,37.998,37.767,36.241,36.409,35.74,34.889,34.614,34.306,33.271,30.192,29.102,28.812,28.932,28.755,30.353,30.413,30.366,29.455,28.064,28.563,28.9,26.877,25.654,26.06,25.612,26.639,26.943,26.59,26.086,26.902,27.45,25.951,26.0,26.464,27.605,28.063,28.092,27.391,27.28,27.392,29.758,27.982,27.773,27.202,27.832,27.343,25.813,25.022,26.642,27.424,25.618,24.738,24.164,24.801,25.511
1287,N,False,21.001,20.529,20.964,21.916,21.702,20.821,22.148,20.583,20.633,20.649,20.242,23.753,25.305,23.39,22.761,22.351,21.013,20.718,20.699,21.131,21.307,20.903,21.28,21.452,22.03,20.341,21.631,20.827,46.535,18.91,19.999,20.999,20.625,22.663,22.86,23.276,22.241,22.164,23.049,21.885,21.058,20.659,20.331,20.811,19.718,19.589,19.703,20.839,20.759,20.852,20.874,20.864,21.05,20.262,18.761,20.585,21.15,19.426,20.516,19.372,21.798,22.338,22.749,22.001,22.333,21.795,21.316,21.001,20.796,20.06,20.504,20.655,20.96,21.074,21.222,22.055,22.572,23.461,22.908,21.722,19.955,19.274,17.949,18.254,18.048,17.775,19.339,17.861,18.597,18.787,18.111,17.278,18.042,20.781,16.812,17.296,17.918,18.352,17.01,18.109,18.018,18.669,18.424,18.961,18.974,17.093,18.109,16.544,18.381,17.187,18.313,17.482,17.761,17.664,18.437
1288,N,False,21.982,21.845,21.775,21.743,21.661,21.561,21.459,21.799,21.783,21.782,22.17,22.351,22.474,22.778,22.875,23.049,23.104,22.818,22.688,22.634,22.449,22.072,22.16,22.231,22.074,22.059,21.795,21.901,22.162,22.134,22.049,22.584,22.369,22.133,21.931,22.036,22.2,22.04,22.251,22.22,22.392,22.392,22.299,22.29,22.308,22.661,22.659,22.785,23.012,23.096,23.375,23.468,23.435,23.206,23.357,22.916,23.354,23.804,22.95,22.287,22.469,22.268,22.56,22.842,22.879,22.406,22.554,22.541,22.79,22.748,22.792,23.037,23.233,23.572,23.487,23.68,23.619,23.59,23.168,22.841,22.774,22.512,22.327,22.427,22.308,22.114,22.025,21.904,21.815,21.867,21.753,21.711,21.644,21.822,21.831,21.716,22.086,22.156,21.876,22.038,22.157,21.775,22.306,22.521,22.408,22.624,23.212,22.757,23.33,23.41,23.3,23.882,23.459,23.225,22.947
1289,N,False,37.774,37.215,37.385,37.684,37.54,38.241,39.036,38.783,38.912,37.991,38.15,38.171,38.102,38.02,37.721,37.354,37.262,37.048,37.974,38.524,38.782,38.572,39.837,38.979,38.116,38.117,38.888,38.256,37.671,37.507,38.115,38.433,37.909,37.749,37.147,37.726,38.027,37.472,36.973,37.416,37.682,37.545,38.111,37.719,37.546,37.279,38.14,37.394,37.843,37.555,37.933,38.005,37.465,36.83,37.099,36.607,36.405,36.879,36.846,37.414,37.233,36.447,36.745,36.088,35.868,35.72,36.331,36.422,35.591,35.533,35.12,35.662,35.092,34.775,34.686,34.936,35.173,35.2,35.39,35.394,34.723,34.543,34.957,34.831,34.951,35.499,34.778,34.711,34.501,34.35,34.692,34.198,34.233,34.494,34.555,34.488,34.294,34.071,33.892,33.348,33.214,33.714,33.487,33.461,34.221,34.624,33.984,34.238,34.2,34.267,33.749,33.637,33.695,33.904,34.08
1290,N,False,31.673,32.066,31.787,32.176,32.226,32.369,31.888,31.947,31.817,31.485,31.414,31.496,31.271,30.705,30.864,30.956,30.37,30.072,29.997,30.058,29.724,29.811,29.683,29.787,30.031,30.17,30.079,29.885,29.192,29.556,29.912,28.994,29.608,29.229,29.214,29.217,29.359,29.043,28.885,29.08,28.902,28.707,28.542,28.781,28.984,29.026,28.43,28.622,28.337,29.01,29.105,29.037,28.94,28.941,29.384,29.26,28.305,29.47,28.667,29.462,29.015,28.435,28.487,28.404,28.739,28.744,28.415,28.106,28.15,28.124,28.062,28.183,27.771,27.857,27.842,27.418,27.418,27.121,26.82,27.276,27.009,26.895,26.452,26.628,26.761,26.507,26.75,27.211,26.851,26.507,26.587,26.456,26.747,26.928,26.678,26.378,26.141,26.202,26.109,25.977,25.68,25.97,26.103,26.075,25.877,25.807,26.032,26.064,26.362,26.14,26.488,26.466,26.718,26.494,26.379
1291,N,False,29.906,30.161,29.62,29.519,29.684,29.705,29.196,29.519,28.87,29.293,28.471,28.909,28.922,29.004,29.423,30.164,30.457,30.15,30.174,30.75,30.435,30.624,30.317,29.992,30.403,29.66,29.02,29.277,28.659,28.952,28.745,28.561,28.791,29.035,29.434,29.066,29.434,29.847,29.475,29.744,30.298,29.693,28.828,29.715,30.254,29.95,30.382,29.982,30.698,31.22,31.361,30.939,30.143,30.594,30.466,30.867,31.057,31.201,30.989,30.845,30.871,31.073,30.442,29.827,31.731,30.685,30.759,30.574,30.656,29.762,30.43,30.254,29.547,29.971,30.256,30.153,30.037,30.125,30.103,29.543,29.692,30.052,30.85,30.602,30.979,31.001,30.811,31.034,31.95,31.243,30.919,30.962,32.758,30.704,30.163,33.465,30.835,29.77,32.153,31.137,30.666,30.892,33.355,31.091,31.284,31.017,33.857,33.763,34.603,33.807,35.168,32.444,31.299,31.927,31.596
1292,N,False,25.62,25.856,26.146,26.147,25.698,25.54,25.224,24.883,24.631,25.015,24.961,24.69,25.051,25.228,25.286,25.445,25.554,26.108,25.969,26.222,26.574,26.77,26.704,26.637,26.749,27.001,26.366,26.969,27.06,26.835,27.25,26.678,26.921,27.086,28.016,28.176,28.514,28.173,27.965,28.466,28.471,29.224,28.21,27.722,29.177,28.451,28.209,27.885,27.727,26.708,27.769,27.45,27.674,27.276,27.94,27.918,27.987,27.88,27.56,27.73,27.539,27.495,27.57,27.534,27.479,27.437,27.088,26.598,26.779,26.089,26.106,26.158,26.05,25.672,25.964,26.275,26.059,25.671,25.404,25.211,25.385,25.497,25.548,24.823,25.086,25.201,24.896,24.676,24.43,24.93,25.123,25.067,25.851,25.535,25.538,25.275,25.016,25.129,24.937,25.097,25.674,25.621,25.435,25.915,25.964,26.124,26.168,26.188,26.229,26.541,25.77,25.855,25.511,25.17,25.189
1293,N,False,30.447,30.435,31.796,30.949,31.535,30.242,30.382,32.459,29.021,28.75,29.882,28.39,28.032,26.343,27.865,26.648,26.426,26.435,26.553,26.399,27.003,27.281,27.91,29.085,30.256,27.775,28.639,29.6,28.603,30.239,30.318,29.256,29.435,29.68,30.003,30.28,31.617,31.032,30.449,31.158,31.273,29.383,30.196,29.066,29.135,28.769,28.891,27.537,26.987,27.78,27.384,26.547,26.972,26.301,26.182,25.985,28.257,26.93,25.764,26.254,25.932,26.727,25.728,25.909,26.682,25.757,26.008,26.608,26.342,25.843,25.599,25.24,25.515,25.412,25.615,25.389,25.692,24.999,24.672,24.102,24.611,24.358,24.31,24.424,24.631,24.919,25.13,24.822,24.409,24.064,24.378,25.169,25.322,25.768,25.342,24.941,25.791,25.859,25.96,25.102,26.295,25.864,25.33,25.512,24.761,24.496,24.572,24.75,24.956,24.738,24.597,26.036,25.145,24.955,25.436
1294,N,False,44.004,43.874,43.733,43.547,43.661,43.691,43.378,43.746,43.08,43.447,43.555,43.683,43.639,43.324,43.521,43.64,43.799,44.213,44.272,44.275,43.67,43.702,43.898,44.066,43.405,43.81,43.64,43.629,44.061,44.311,44.136,43.736,43.684,42.974,42.779,42.561,42.264,42.062,42.328,42.165,42.764,42.712,43.09,43.031,43.077,42.916,42.825,42.662,42.805,42.526,42.518,43.08,43.172,43.022,42.919,42.689,42.838,42.556,42.175,42.468,41.888,41.705,41.892,41.783,41.9,41.724,41.942,41.308,41.554,41.712,41.634,41.585,41.935,41.795,41.83,41.678,42.025,41.39,41.269,41.297,41.205,40.851,40.854,40.597,40.434,40.663,40.536,40.738,39.966,39.544,39.605,39.604,39.495,39.549,39.282,39.838,39.834,39.96,39.744,40.473,40.467,40.425,40.823,39.785,40.096,39.522,40.072,39.809,39.728,39.54,39.426,39.554,39.745,39.522,39.305
1295,N,False,22.359,22.266,22.52,22.554,21.846,21.987,22.064,22.195,22.001,22.819,23.22,23.625,24.199,23.858,23.903,24.02,23.637,23.255,23.453,23.37,23.381,23.342,23.381,23.241,23.142,23.112,23.313,23.112,22.966,22.997,22.904,22.971,22.995,23.093,23.186,22.85,22.891,23.136,22.878,23.035,23.122,23.23,23.038,22.844,23.2,23.194,23.035,22.957,22.984,23.318,22.998,23.361,22.854,23.219,22.922,23.814,23.654,23.678,24.03,24.311,24.612,24.383,24.264,24.461,23.487,22.647,22.574,22.59,22.033,22.927,22.859,22.637,22.855,22.954,22.549,23.086,22.481,22.716,22.884,23.34,23.434,23.484,23.545,23.271,23.274,0.0,23.623,23.562,23.746,24.028,23.612,23.884,24.212,24.018,23.902,23.871,23.53,23.659,23.692,23.873,24.276,23.791,24.331,23.934,23.768,23.901,23.713,23.727,23.277,23.117,23.562,23.193,22.828,22.873,22.338
1296,N,False,30.439,30.835,31.459,31.659,31.246,30.877,30.843,30.844,30.967,30.81,31.366,31.35,31.302,31.077,30.767,31.266,31.15,31.493,31.78,31.813,32.026,32.262,32.499,32.735,32.783,32.53,32.287,32.782,33.026,32.655,32.927,33.098,33.008,32.751,32.834,32.403,32.576,32.531,32.318,32.034,32.57,32.529,32.563,32.186,32.002,32.078,31.843,31.634,31.31,31.225,30.901,30.948,30.948,30.776,30.666,30.706,30.809,30.103,30.431,30.474,30.623,30.32,30.591,30.642,30.901,30.358,30.53,30.569,30.737,30.484,30.883,30.673,30.539,30.145,29.706,29.589,30.04,30.082,30.283,29.995,30.231,30.274,29.717,29.945,30.191,30.058,30.149,30.24,29.879,29.992,29.93,29.895,29.9,29.8,29.431,29.387,29.433,29.577,29.089,29.788,29.198,29.285,29.492,29.333,29.666,29.118,29.181,29.308,29.363,30.033,29.834,29.675,29.669,29.518,29.536
1297,N,False,27.212,26.676,26.448,26.312,27.242,26.866,27.79,27.593,28.286,28.58,27.504,28.952,28.427,29.574,29.201,29.803,30.598,29.721,29.473,28.764,28.406,29.792,30.01,29.93,30.678,30.254,28.99,29.866,29.642,29.966,30.403,29.921,29.291,30.05,29.961,30.062,30.56,31.818,32.214,30.824,32.067,32.194,32.355,32.283,32.588,33.275,33.234,32.686,32.98,32.613,32.375,33.142,32.426,32.771,33.092,33.182,32.32,32.685,0.0,32.961,35.233,34.408,32.933,33.386,35.071,35.471,33.903,34.65,34.085,34.631,35.562,35.3,36.538,35.26,34.227,36.975,35.954,37.739,36.665,36.13,36.618,36.211,37.462,35.347,36.574,37.395,37.635,36.66,36.138,36.153,37.855,36.444,36.921,37.365,37.037,36.688,37.155,37.367,38.68,39.73,38.89,38.799,40.973,39.465,38.646,38.279,36.763,40.184,37.136,40.494,38.177,36.845,39.06,37.283,35.639
1298,N,False,34.369,34.424,33.801,33.471,33.873,32.875,32.366,32.608,32.041,32.05,31.79,32.432,33.089,33.22,32.882,32.687,32.927,32.759,33.252,33.051,32.014,32.342,32.232,32.75,31.731,30.833,30.263,30.604,30.578,30.643,30.793,30.559,30.771,30.454,30.53,30.464,30.821,30.888,30.669,30.234,30.536,30.911,31.306,30.904,31.07,31.111,31.597,31.829,31.681,31.611,31.667,31.615,32.022,31.708,31.408,31.903,32.348,32.241,32.372,32.928,32.149,32.812,32.551,32.394,31.786,31.771,31.949,31.207,31.626,31.691,31.924,31.762,32.113,31.978,32.711,32.514,32.828,32.918,33.146,32.915,33.084,32.309,32.688,32.939,33.72,32.973,32.555,32.308,32.175,32.138,31.563,31.886,31.712,31.267,32.005,31.628,31.826,31.965,31.868,31.813,31.641,31.814,32.471,31.994,32.417,33.021,32.962,32.589,32.51,32.983,33.297,33.843,33.778,34.458,34.459
1299,N,False,26.969,26.65,25.864,26.278,26.088,25.629,25.732,25.746,26.403,27.063,27.608,27.418,27.447,27.701,27.509,27.555,27.398,27.032,26.666,26.5,26.221,26.481,26.354,26.027,25.882,26.198,25.932,25.937,25.995,26.263,26.075,26.175,26.009,25.985,26.002,26.452,26.695,26.464,26.628,26.802,27.341,27.06,26.955,27.091,27.01,26.883,26.647,26.231,25.645,25.883,25.425,25.862,25.403,25.694,25.568,25.696,25.761,25.984,26.142,26.553,26.348,26.65,26.356,26.223,26.056,25.897,25.835,25.647,25.444,25.472,25.58,25.591,25.342,25.72,24.991,25.193,25.136,25.25,24.917,25.206,25.434,25.478,24.978,25.713,25.769,25.397,25.111,24.967,24.859,24.816,25.051,24.644,24.778,24.765,24.735,24.325,24.216,24.527,24.454,24.229,24.245,24.091,24.229,24.224,24.141,24.35,23.968,23.993,24.336,24.342,24.29,24.377,24.12,24.52,24.484
1300,N,False,26.969,26.65,25.864,26.278,26.088,25.629,25.732,25.746,26.403,27.063,27.608,27.418,27.447,27.701,27.509,27.555,27.398,27.032,26.666,26.5,26.221,26.481,26.354,26.027,25.882,26.198,25.932,25.937,25.995,26.263,26.075,26.175,26.009,25.985,26.002,26.452,26.695,26.464,26.628,26.802,27.341,27.06,26.955,27.091,27.01,26.883,26.647,26.231,25.645,25.883,25.425,25.862,25.403,25.694,25.568,25.696,25.761,25.984,26.142,26.553,26.348,26.65,26.356,26.223,26.056,25.897,25.835,25.647,25.444,25.472,25.58,25.591,25.342,25.72,24.991,25.193,25.136,25.25,24.917,25.206,25.434,25.478,24.978,25.713,25.769,25.397,25.111,24.967,24.859,24.816,25.051,24.644,24.778,24.765,24.735,24.325,24.216,24.527,24.454,24.229,24.245,24.091,24.229,24.224,24.141,24.35,23.968,23.993,24.336,24.342,24.29,24.377,24.12,24.52,24.484
1301,N,False,48.051,47.915,47.431,47.238,47.098,47.263,47.227,47.36,47.591,46.449,46.833,47.566,47.77,47.073,47.635,47.115,47.165,47.272,46.933,47.402,47.703,47.944,47.818,47.321,47.133,47.365,47.525,47.214,46.783,46.845,47.681,47.481,47.903,47.649,47.841,47.99,47.506,47.195,47.823,47.455,47.248,47.162,47.513,47.182,46.895,46.999,47.165,46.995,47.108,47.109,46.926,46.517,47.291,46.418,46.902,47.742,47.804,47.173,46.949,47.06,47.731,47.744,47.306,47.846,52.318,48.355,48.0,48.26,48.084,48.496,48.926,48.736,49.053,49.015,50.058,50.673,49.24,49.223,49.375,49.668,49.825,49.139,49.405,48.957,49.067,49.716,49.715,49.245,49.328,49.664,49.193,49.341,49.454,49.645,49.753,48.983,49.795,49.836,49.879,49.454,50.016,50.485,50.397,49.77,49.396,49.061,49.927,49.286,49.665,49.936,49.894,50.33,50.231,50.141,50.714
1302,N,False,37.942,37.801,38.228,37.999,37.855,37.943,37.733,37.76,37.547,37.335,37.14,37.013,36.99,36.832,36.76,36.601,36.475,36.872,36.453,36.655,36.502,36.855,36.9,36.646,36.775,37.044,37.139,37.147,37.199,37.09,37.401,37.607,37.478,37.584,37.462,37.235,37.774,37.488,37.574,37.529,37.682,37.911,37.611,37.672,37.747,37.697,37.63,37.486,37.476,37.516,37.529,37.209,36.984,36.975,37.157,37.04,36.896,36.688,36.894,36.75,36.711,36.806,37.111,37.359,37.368,37.903,37.758,37.647,37.836,37.577,37.882,37.921,37.772,37.677,37.481,37.514,37.32,37.538,37.417,36.86,36.781,36.475,36.358,35.994,35.892,35.916,36.053,36.287,36.384,36.271,36.622,36.806,36.562,36.71,36.814,36.629,36.612,36.833,36.629,36.684,36.867,36.52,36.623,36.834,36.787,36.687,36.595,36.526,36.665,36.285,36.013,35.985,36.134,36.062,35.981
1303,N,False,27.517,27.571,27.548,27.671,27.71,27.75,27.755,27.722,27.89,27.964,27.964,27.944,28.036,27.987,27.96,27.822,27.632,27.767,27.576,27.595,27.471,27.291,27.48,27.295,27.351,27.229,27.078,27.09,27.372,27.4,27.24,27.544,27.338,27.198,27.338,27.364,27.271,27.215,27.055,27.114,27.365,27.156,26.838,26.827,26.826,26.685,26.468,26.359,26.415,26.644,26.508,26.781,26.541,26.483,26.52,26.513,26.495,26.292,26.612,26.579,26.821,26.847,27.039,27.016,27.138,27.034,26.675,26.981,27.013,27.002,27.011,27.121,27.106,26.896,27.061,27.061,27.072,26.978,26.983,26.981,27.099,27.034,27.154,27.034,27.276,27.319,27.265,27.201,27.119,27.197,27.258,27.478,27.402,27.655,27.399,27.666,27.463,27.121,27.863,27.892,27.641,27.88,27.872,27.906,27.846,27.744,27.833,27.475,27.391,27.601,27.542,27.893,27.854,28.048,28.159
1304,N,False,31.655,31.955,31.101,31.936,30.061,31.738,31.58,30.876,32.447,32.409,31.728,32.414,32.521,32.427,31.047,31.195,31.488,31.685,32.439,32.322,32.625,32.168,31.084,32.349,32.438,32.013,32.456,33.952,34.1,33.565,31.911,32.037,30.473,31.037,29.934,29.232,27.402,27.913,27.685,28.434,27.641,26.956,28.062,28.407,28.961,29.912,29.633,29.729,29.704,28.387,27.947,28.673,28.992,29.299,30.394,30.814,31.306,32.574,32.19,33.752,31.003,30.547,29.392,31.324,32.237,32.449,31.901,30.655,30.664,29.661,32.189,29.943,29.901,29.84,29.253,28.848,30.135,29.963,28.926,28.264,28.014,28.797,31.351,31.752,32.887,32.421,30.553,30.818,32.056,31.007,33.06,33.157,33.966,33.916,33.679,36.03,34.528,35.478,34.859,35.024,34.123,35.536,36.222,34.4,34.87,34.258,34.942,33.885,34.061,35.203,34.142,34.786,34.311,33.582,33.199
1305,N,False,30.559,30.424,30.083,30.06,29.958,30.349,30.07,30.365,29.848,29.553,29.393,29.058,28.647,28.442,28.697,27.922,27.493,27.494,27.67,27.491,27.554,27.724,27.432,28.299,28.755,29.154,28.973,29.196,29.521,29.428,29.296,29.509,28.712,28.626,28.408,28.264,28.321,28.201,27.638,27.458,27.208,26.994,26.995,26.446,26.917,27.287,27.032,26.849,27.033,27.083,27.369,27.454,26.945,27.153,27.375,27.371,27.489,27.491,27.878,27.87,28.697,28.497,28.909,28.442,27.924,28.041,27.271,26.566,25.964,25.051,25.085,25.022,25.427,26.215,26.533,25.687,25.769,25.593,25.369,25.676,25.832,25.168,25.095,25.732,26.036,25.723,25.943,26.442,26.203,26.84,26.67,26.35,26.282,26.019,25.756,26.144,26.08,25.761,26.104,26.075,25.942,25.503,25.766,25.956,25.867,26.042,26.274,25.501,25.767,25.093,25.451,25.174,25.121,25.321,25.723
1306,N,False,28.848,28.773,29.061,29.066,29.14,29.579,29.328,29.308,29.062,29.318,29.412,29.134,29.001,29.094,29.262,29.618,29.349,29.294,29.123,29.147,29.187,29.197,29.307,29.488,29.438,29.571,29.641,29.628,29.628,29.723,29.691,29.786,29.883,30.037,30.14,30.395,30.489,30.236,30.496,30.37,30.216,29.72,29.447,29.578,29.432,29.572,29.524,29.806,29.787,29.868,29.575,29.844,29.867,29.909,30.025,30.034,30.083,30.481,30.036,30.265,30.286,30.087,30.104,29.815,30.082,30.251,30.411,30.392,30.445,30.489,30.344,30.083,30.261,30.24,30.667,30.66,30.856,30.672,30.338,30.684,30.602,30.428,30.458,30.111,29.965,29.536,29.732,29.768,29.799,29.449,29.172,29.466,29.728,29.663,29.874,29.951,29.433,29.454,29.339,29.058,29.304,29.494,30.023,29.347,29.357,29.398,29.569,29.889,30.018,30.063,30.213,30.097,30.056,30.197,29.946
1307,N,False,36.915,36.807,36.761,0.0,36.879,36.872,36.791,36.682,36.369,36.41,36.526,36.656,36.561,36.759,36.696,36.657,36.449,36.277,36.471,36.351,36.171,36.305,36.258,36.327,36.223,35.931,35.681,35.57,35.279,35.187,34.842,34.687,34.379,34.117,33.982,33.83,33.715,33.753,33.755,33.764,33.821,33.944,34.014,34.26,34.367,34.529,34.646,34.546,34.811,34.888,34.839,34.995,35.117,35.166,34.971,34.992,34.7,34.794,34.892,0.0,34.586,34.337,34.246,34.194,34.091,34.073,34.206,34.161,33.991,33.987,34.201,33.873,33.772,33.945,33.743,34.048,34.2,34.085,34.203,34.059,34.021,34.207,34.366,34.395,34.487,34.644,34.388,34.608,34.479,34.212,34.253,34.002,33.804,33.879,33.352,33.078,32.886,32.888,32.567,32.441,32.441,32.326,32.392,32.244,32.428,32.624,32.744,32.967,32.918,32.849,32.945,33.22,33.065,33.04,32.946
1308,N,False,27.117,26.926,26.844,26.904,26.853,26.741,26.766,26.774,26.88,26.758,26.832,27.041,26.77,26.918,26.95,27.011,27.134,26.881,27.083,26.981,26.94,27.108,27.167,27.244,27.109,27.03,27.24,26.994,26.777,26.842,26.994,26.853,26.807,26.956,27.147,27.202,27.05,27.13,27.028,27.284,27.095,27.218,27.24,27.407,27.303,27.125,27.177,27.189,27.439,27.467,27.28,27.402,27.485,27.393,27.293,27.15,27.241,27.328,27.307,27.14,27.196,27.141,26.961,26.902,26.97,26.769,26.565,26.534,26.373,26.486,26.583,26.632,26.771,26.772,26.993,26.872,27.081,27.053,27.143,27.226,27.286,27.491,27.471,27.46,27.707,27.457,27.564,27.628,27.433,27.425,27.401,27.406,27.513,27.667,27.459,27.375,27.312,27.404,27.448,27.319,27.108,27.208,27.124,27.011,26.82,26.712,26.897,26.947,26.724,26.691,26.769,26.778,26.66,26.443,26.652
1309,N,False,24.644,23.981,24.328,24.183,23.52,22.85,23.103,22.284,22.516,22.482,22.716,22.877,22.483,22.268,22.135,22.078,22.707,22.6,24.132,24.278,23.131,22.697,23.741,23.286,23.232,22.547,23.647,23.691,24.313,23.661,23.786,23.038,23.264,23.626,22.63,23.816,23.62,23.832,23.593,23.255,23.167,23.268,22.783,23.08,22.797,23.125,23.088,23.254,23.587,23.795,22.959,23.642,22.802,23.009,23.224,23.298,23.115,23.516,23.155,23.334,23.091,22.676,22.545,22.644,22.451,23.353,23.062,23.741,23.707,23.275,24.064,25.88,25.902,27.033,27.671,27.68,26.955,26.383,26.118,25.877,25.568,25.406,24.741,24.903,24.01,25.412,25.447,25.131,24.779,24.281,23.769,23.587,23.466,23.452,23.026,23.062,23.913,22.559,22.723,22.445,22.854,22.926,22.379,22.969,22.8,22.888,23.612,23.376,23.738,22.827,22.637,22.833,22.815,23.383,23.132
1310,N,False,26.994,26.853,26.807,26.956,27.147,27.202,27.05,27.13,27.028,27.284,27.095,27.218,27.24,27.407,27.303,27.125,27.177,27.189,27.439,27.467,27.28,27.402,27.485,27.393,27.293,27.15,27.241,27.328,27.307,27.14,27.196,27.141,26.961,26.902,26.97,26.769,26.565,26.534,26.373,26.486,26.583,26.632,26.771,26.772,26.993,26.872,27.081,27.053,27.143,27.226,27.286,27.491,27.471,27.46,27.707,27.457,27.564,27.628,27.433,27.425,27.401,27.406,27.513,27.667,27.459,27.375,27.312,27.404,27.448,27.319,27.108,27.208,27.124,27.011,26.82,26.712,26.897,26.947,26.724,26.691,26.769,26.778,26.66,26.443,26.652,26.486,26.384,26.491,26.313,26.013,25.989,26.086,26.071,25.935,25.849,25.676,25.465,25.448,25.44,25.316,25.349,25.437,25.396,25.342,25.517,25.583,25.62,25.902,25.713,25.762,25.966,25.866,25.694,25.743,25.665
1311,N,False,26.994,26.853,26.807,26.956,27.147,27.202,27.05,27.13,27.028,27.284,27.095,27.218,27.24,27.407,27.303,27.125,27.177,27.189,27.439,27.467,27.28,27.402,27.485,27.393,27.293,27.15,27.241,27.328,27.307,27.14,27.196,27.141,26.961,26.902,26.97,26.769,26.565,26.534,26.373,26.486,26.583,26.632,26.771,26.772,26.993,26.872,27.081,27.053,27.143,27.226,27.286,27.491,27.471,27.46,27.707,27.457,27.564,27.628,27.433,27.425,27.401,27.406,27.513,27.667,27.459,27.375,27.312,27.404,27.448,27.319,27.108,27.208,27.124,27.011,26.82,26.712,26.897,26.947,26.724,26.691,26.769,26.778,26.66,26.443,26.652,26.486,26.384,26.491,26.313,26.013,25.989,26.086,26.071,25.935,25.849,25.676,25.465,25.448,25.44,25.316,25.349,25.437,25.396,25.342,25.517,25.583,25.62,25.902,25.713,25.762,25.966,25.866,25.694,25.743,25.665
1312,N,False,22.791,23.025,22.841,22.971,23.03,23.134,23.164,23.16,23.205,23.295,23.441,23.366,23.293,22.952,22.663,22.739,22.514,22.01,22.16,22.14,22.055,21.489,21.622,21.558,21.63,21.338,21.63,21.914,21.428,21.762,21.59,21.476,21.349,21.408,21.701,22.12,21.927,21.648,21.341,22.12,21.743,21.564,21.946,21.971,21.856,22.067,21.877,22.04,21.952,22.525,22.387,22.321,22.618,23.02,23.017,22.717,22.731,22.837,22.821,22.35,23.028,22.689,22.494,22.642,22.016,22.178,22.355,21.938,21.818,21.722,21.337,21.57,21.689,21.105,21.318,21.089,21.255,21.513,21.194,21.135,21.542,21.644,21.291,21.266,20.821,21.165,21.115,21.1,20.977,20.849,21.629,21.943,21.829,22.717,23.003,22.9,22.677,22.757,22.294,22.499,22.22,21.84,21.796,21.631,21.162,21.286,21.916,22.408,21.758,21.929,21.826,21.45,21.394,21.467,21.573
