,tss,validation_tss,loss,validation_loss
0,0.6638367772102356,0.6415300965309143,0.9872725605964661,0.48924481868743896
1,0.33669063448905945,0.6931905746459961,0.42325863242149353,0.4219507575035095
2,0.6824952363967896,0.6999933123588562,0.45995959639549255,0.41523340344429016
3,0.5914359092712402,0.7141955494880676,0.3630964756011963,0.4098774790763855
4,0.072054423391819,0.0,0.6431493163108826,0.41598448157310486
5,0.5152844786643982,0.6844894289970398,0.45291396975517273,0.4208243191242218
6,0.47691911458969116,0.5665295720100403,0.3753073215484619,0.3143371343612671
7,0.6075948476791382,0.6925093531608582,0.3946000933647156,0.3430722653865814
8,0.27184247970581055,0.0,0.3850444555282593,0.47930893301963806
9,0.01651673950254917,0.11727862805128098,0.38113638758659363,0.2573699355125427
10,0.4805593490600586,0.5655803680419922,0.34517985582351685,0.3211747705936432
11,0.48011961579322815,0.5952865481376648,0.33323201537132263,0.31737783551216125
12,0.5577452778816223,0.6175931096076965,0.3276917636394501,0.31605982780456543
13,0.5466257333755493,0.5952865481376648,0.3237673342227936,0.3167279064655304
14,0.5627747774124146,0.603038489818573,0.3220055103302002,0.3112523853778839
15,0.5375677943229675,0.6327446103096008,0.3199927806854248,0.31162622570991516
16,0.5791730284690857,0.16213631629943848,0.33347707986831665,0.24260149896144867
17,0.16501128673553467,0.6541020274162292,0.29552924633026123,0.3107602894306183
18,0.6414486169815063,0.692156970500946,0.34759971499443054,0.31624865531921387
19,0.6063604950904846,0.6395473480224609,0.31568413972854614,0.31037765741348267
20,0.17259003221988678,0.01515151560306549,0.3885651230812073,0.4441603124141693
21,0.009008015505969524,0.02875695563852787,0.39550572633743286,0.30429551005363464
22,0.08159403502941132,0.5057312846183777,0.29457980394363403,0.23391489684581757
23,0.5353158116340637,0.6258575320243835,0.3198293447494507,0.23456981778144836
24,0.49259114265441895,0.5719463229179382,0.3101249635219574,0.2301327884197235
25,0.12039657682180405,0.0,0.39017415046691895,0.4405868649482727
26,0.01330658234655857,0.03555968031287193,0.40959861874580383,0.3009655475616455
27,0.21097762882709503,0.027210883796215057,0.29673251509666443,0.27717655897140503
28,0.310345321893692,0.6478961110115051,0.279867023229599,0.3212958574295044
29,0.4234863221645355,0.006802720949053764,0.3173964023590088,0.286312073469162
