,name,tss,timepoint,dataset
0,KNN,0.8742100261344736,0,All Flares
1,LR,0.8708217840078141,0,All Flares
2,RFC,0.9142274491169715,0,All Flares
3,SVM,0.8440629867215753,0,All Flares
4,DART,0.9064306644491962,0,All Flares
5,LDA,0.8356709168184578,0,All Flares
6,KNN,0.8948148148148147,0,Coincidental Flares
7,LR,0.928080808080808,0,Coincidental Flares
8,RFC,0.9602693602693603,0,Coincidental Flares
9,SVM,0.926868686868687,0,Coincidental Flares
10,DART,0.9331986531986532,0,Coincidental Flares
11,LDA,0.9284175084175084,0,Coincidental Flares
12,KNN,0.7933040935672514,0,Noncoincidental Flares
13,LR,0.8324756335282651,0,Noncoincidental Flares
14,RFC,0.8693664717348929,0,Noncoincidental Flares
15,SVM,0.770029239766082,0,Noncoincidental Flares
16,DART,0.8429337231968809,0,Noncoincidental Flares
17,LDA,0.7770175438596494,0,Noncoincidental Flares
18,KNN,0.882921517383385,1,All Flares
19,LR,0.881477521712732,1,All Flares
20,RFC,0.9136176447295477,1,All Flares
21,SVM,0.8370858741849477,1,All Flares
22,DART,0.8977508513502812,1,All Flares
23,LDA,0.8279572872944221,1,All Flares
24,KNN,0.9067340067340068,1,Coincidental Flares
25,LR,0.9182491582491583,1,Coincidental Flares
26,RFC,0.9552188552188553,1,Coincidental Flares
27,SVM,0.945993265993266,1,Coincidental Flares
28,DART,0.9462626262626261,1,Coincidental Flares
29,LDA,0.9202693602693602,1,Coincidental Flares
30,KNN,0.808474658869396,1,Noncoincidental Flares
31,LR,0.8363157894736843,1,Noncoincidental Flares
32,RFC,0.8743469785575048,1,Noncoincidental Flares
33,SVM,0.7645077972709551,1,Noncoincidental Flares
34,DART,0.8560185185185187,1,Noncoincidental Flares
35,LDA,0.8001023391812866,1,Noncoincidental Flares
36,KNN,0.885800269264275,2,All Flares
37,LR,0.8867202555370766,2,All Flares
38,RFC,0.9175206567936431,2,All Flares
39,SVM,0.849912885087511,2,All Flares
40,DART,0.907169821282437,2,All Flares
41,LDA,0.8297748211504448,2,All Flares
42,KNN,0.915016835016835,2,Coincidental Flares
43,LR,0.941144781144781,2,Coincidental Flares
44,RFC,0.9554208754208754,2,Coincidental Flares
45,SVM,0.9298316498316499,2,Coincidental Flares
46,DART,0.941010101010101,2,Coincidental Flares
47,LDA,0.9102356902356902,2,Coincidental Flares
48,KNN,0.79453216374269,2,Noncoincidental Flares
49,LR,0.8471929824561404,2,Noncoincidental Flares
50,RFC,0.8561354775828461,2,Noncoincidental Flares
51,SVM,0.7959502923976608,2,Noncoincidental Flares
52,DART,0.8434844054580896,2,Noncoincidental Flares
53,LDA,0.795672514619883,2,Noncoincidental Flares
54,KNN,0.8773593622132467,3,All Flares
55,LR,0.8817995829043583,3,All Flares
56,RFC,0.9183403289247908,3,All Flares
57,SVM,0.8439507932736726,3,All Flares
58,DART,0.9080356907156624,3,All Flares
59,LDA,0.8379741823077531,3,All Flares
60,KNN,0.9261952861952861,3,Coincidental Flares
61,LR,0.9310437710437711,3,Coincidental Flares
62,RFC,0.9398653198653197,3,Coincidental Flares
63,SVM,0.9290235690235689,3,Coincidental Flares
64,DART,0.9477441077441076,3,Coincidental Flares
65,LDA,0.925993265993266,3,Coincidental Flares
66,KNN,0.8080799220272906,3,Noncoincidental Flares
67,LR,0.8547124756335281,3,Noncoincidental Flares
68,RFC,0.8633382066276802,3,Noncoincidental Flares
69,SVM,0.797938596491228,3,Noncoincidental Flares
70,DART,0.8477631578947368,3,Noncoincidental Flares
71,LDA,0.7847368421052631,3,Noncoincidental Flares
72,KNN,0.881043267073203,4,All Flares
73,LR,0.8745373670177662,4,All Flares
74,RFC,0.9206409545682532,4,All Flares
75,SVM,0.8488886249043055,4,All Flares
76,DART,0.9060333676513292,4,All Flares
77,LDA,0.8227369921596577,4,All Flares
78,KNN,0.935016835016835,4,Coincidental Flares
79,LR,0.9293602693602693,4,Coincidental Flares
80,RFC,0.9542760942760944,4,Coincidental Flares
81,SVM,0.9164983164983165,4,Coincidental Flares
82,DART,0.9449158249158248,4,Coincidental Flares
83,LDA,0.930976430976431,4,Coincidental Flares
84,KNN,0.8057943469785575,4,Noncoincidental Flares
85,LR,0.8400341130604289,4,Noncoincidental Flares
86,RFC,0.8734990253411306,4,Noncoincidental Flares
87,SVM,0.7910575048732944,4,Noncoincidental Flares
88,DART,0.8546442495126706,4,Noncoincidental Flares
89,LDA,0.7992300194931773,4,Noncoincidental Flares
90,KNN,0.8847166125498271,5,All Flares
91,LR,0.8773910403632428,5,All Flares
92,RFC,0.9195137403975606,5,All Flares
93,SVM,0.8477785697315278,5,All Flares
94,DART,0.8980755523877406,5,All Flares
95,LDA,0.8247960719094004,5,All Flares
96,KNN,0.9102356902356903,5,Coincidental Flares
97,LR,0.9212121212121213,5,Coincidental Flares
98,RFC,0.952996632996633,5,Coincidental Flares
99,SVM,0.9045791245791245,5,Coincidental Flares
100,DART,0.9393265993265995,5,Coincidental Flares
101,LDA,0.9097643097643097,5,Coincidental Flares
102,KNN,0.8167105263157894,5,Noncoincidental Flares
103,LR,0.8473538011695906,5,Noncoincidental Flares
104,RFC,0.8640594541910331,5,Noncoincidental Flares
105,SVM,0.7925877192982456,5,Noncoincidental Flares
106,DART,0.8569054580896688,5,Noncoincidental Flares
107,LDA,0.7777923976608185,5,Noncoincidental Flares
108,KNN,0.878759800427655,6,All Flares
109,LR,0.8827604867875716,6,All Flares
110,RFC,0.9058208600617725,6,All Flares
111,SVM,0.8371056730286951,6,All Flares
112,DART,0.9062524748554687,6,All Flares
113,LDA,0.8272841266070061,6,All Flares
114,KNN,0.9045791245791246,6,Coincidental Flares
115,LR,0.9201346801346801,6,Coincidental Flares
116,RFC,0.9534006734006735,6,Coincidental Flares
117,SVM,0.9220875420875421,6,Coincidental Flares
118,DART,0.9418855218855218,6,Coincidental Flares
119,LDA,0.9178451178451179,6,Coincidental Flares
120,KNN,0.8009990253411307,6,Noncoincidental Flares
121,LR,0.8350779727095519,6,Noncoincidental Flares
122,RFC,0.8692495126705654,6,Noncoincidental Flares
123,SVM,0.7903460038986356,6,Noncoincidental Flares
124,DART,0.85817738791423,6,Noncoincidental Flares
125,LDA,0.7892348927875243,6,Noncoincidental Flares
126,KNN,0.8903157255616271,7,All Flares
127,LR,0.876749557825823,7,All Flares
128,RFC,0.9109949578944588,7,All Flares
129,SVM,0.8355494839101397,7,All Flares
130,DART,0.900370898339537,7,All Flares
131,LDA,0.8155816900293023,7,All Flares
132,KNN,0.9078114478114477,7,Coincidental Flares
133,LR,0.9134680134680134,7,Coincidental Flares
134,RFC,0.94013468013468,7,Coincidental Flares
135,SVM,0.9120538720538722,7,Coincidental Flares
