,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf
0,42.99574534290117,249.40621388888897,34.53393749999998,45.67783873456789,92.04976080246917,94.39285802469131,0.047748225594135864,-0.00012503998302469137,4441.9737037036975,27.450131944444433,2.5276468364197555,1877960898070.9875,18.186666854166667,7.794616153549385e+22,393.214690972222,7869299611111.111,6.368853872685186e+21,82.61165331790131,1307.1241862654326,12.860228163580258
1,41.994946118055566,246.62578851620358,33.695435185185154,44.39674074074068,89.2748912037037,91.48913888888873,0.05369799131172839,-8.367347692901228e-05,4366.320641203706,26.79813680555552,2.463513348765426,1835289940123.4568,17.924886819444477,7.735524607584871e+22,387.0506803865741,7771825525154.321,6.274849132716051e+21,80.96383873456791,1217.9558738425922,12.672629120370377
2,42.2558810007716,246.91222245370352,33.6788163580247,44.41321604938277,89.13213657407417,91.13845270061726,0.06688004266975309,-1.810914511574072e-05,4362.83110339506,26.6766365740741,2.472884104938269,1847876047067.9011,17.839371162037,7.738274539753102e+22,387.6857299374996,7769590675925.926,6.277737925925918e+21,81.72172708333325,1307.607077469135,12.72892611111112
3,42.17838004012341,247.26147932098775,33.673915895061725,44.4913765432099,89.37068595679014,91.39907098765421,0.05224825245370373,-9.800400848765442e-05,4368.468773148149,26.746769290123446,2.45081350308642,1830194761419.7532,17.835238932870364,7.753355963981489e+22,388.79182290123504,7805893469521.6045,6.288411182638892e+21,80.69466442901225,1171.5468773148143,12.123764043209867
4,42.26121228858022,247.557090509259,33.679794753086405,44.509489197530854,89.38144444444448,91.39477083333344,0.05605338871913594,-0.00010814557638888885,4378.813101851845,26.73918209876543,2.4509129629629665,1833913893518.5186,17.857543234567938,7.765635165895063e+22,389.22627945216,7788920133641.976,6.286882272376544e+21,81.96631435185188,1239.6293323302486,12.663504398148152
5,42.55109211419761,247.89986828703704,33.69904783950617,44.50781249999994,89.33072145061729,91.3230763888888,0.06353475986882703,-0.00014037335030864175,4377.255254629625,26.778330246913587,2.452941975308641,1843698170524.6914,17.93879757253088,7.780172740277781e+22,390.16234501543244,7810265864969.136,6.293853144290118e+21,81.77685833333331,1209.6483567901223,12.361502993827166
6,43.03179348086416,248.1059644290121,33.74653549382717,44.54810879629633,89.4411273148149,91.48208256172826,0.06459743871141978,-9.3912297839506e-05,4385.841404320985,26.768112654320962,2.4670352623456817,1883668328317.9011,17.91645237731482,7.792893354089506e+22,391.39880004398174,7832672595632.716,6.303128358024696e+21,82.2641097993827,1390.7526696759267,12.791518850308645
7,42.97819499367283,248.55859066358028,33.70866435185188,44.55534953703697,89.42759722222212,91.40857098765433,0.059910171936728394,-8.040835686728405e-05,4394.150100308648,26.788537037037035,2.452285339506173,1871966144290.1235,17.898404925925938,7.81027972993828e+22,392.29932134259286,7857146905092.593,6.311460358024686e+21,80.81511396604934,1241.7197426697528,12.678507407407414
8,43.26981255308639,248.9382277777779,33.69006404320986,44.544837962962916,89.3624151234569,91.31305632716062,0.0551605213580247,-7.937852507716061e-05,4393.350038580241,26.69965354938274,2.4518101080246937,1884723412808.642,17.87176649691358,7.822013906635801e+22,392.4565405092592,7837150542438.271,6.317442161265433e+21,80.89962361111117,1319.4310348765437,12.523905084876542
9,43.10243738804011,249.22885239197515,33.68498996913581,44.538691358024664,89.34528163580251,91.24170370370368,0.06503904275462977,-0.00010671095448302472,4387.725663580252,26.713113425925954,2.4763801697530834,1876087191820.9875,17.869582129629613,7.827326331790131e+22,393.2608880401234,7854765902777.777,6.330228533950621e+21,80.63142901234565,1337.243879243829,12.657816905864202
