,Unnamed: 0.1,Unnamed: 0,tss,validation_tss,loss,validation_loss
0,0.0,0.0,0.2121733725070953,0.1160614266991615,1.960808038711548,0.4078825116157532
1,0.0,,0.2006831467151641,0.0,0.6555023789405823,0.4044027924537658
0,,,0.5608193278312683,0.0,0.7771733403205872,0.34218505024909973
1,,,0.3006335198879242,0.7049819827079773,0.41606661677360535,0.5254276394844055
2,,,0.6830132603645325,0.6913765072822571,0.4711608588695526,0.5078858137130737
3,,,0.6321864724159241,0.6470312476158142,0.4105325937271118,0.4256720244884491
4,,,0.5289838314056396,0.013605441898107529,0.35676926374435425,0.38038575649261475
5,,,0.14501303434371948,0.6243958473205566,0.2990484833717346,0.334414541721344
6,,,0.3104546368122101,0.013605441898107529,0.2846013605594635,0.2704971432685852
7,,,0.6009814143180847,0.7150604128837585,0.3848155736923218,0.3408842086791992
8,,,0.4258038401603699,0.6253450512886047,0.31249314546585083,0.3333698511123657
9,,,0.5697163343429565,0.006802720949053764,0.31289878487586975,0.25670453906059265
10,,,0.39161479473114014,0.0,0.31717267632484436,0.5219604969024658
11,,,0.019633904099464417,0.10917433351278305,0.48027312755584717,0.31933140754699707
12,,,0.507337749004364,0.7482935786247253,0.38631996512413025,0.49316200613975525
13,,,0.5086101293563843,0.20000767707824707,0.3565872609615326,0.4123168885707855
14,,,0.3805926740169525,0.7067959904670715,0.31953153014183044,0.41822439432144165
15,,,0.3731219172477722,0.40205803513526917,0.3291878402233124,0.2499397099018097
16,,,0.16957321763038635,0.30543211102485657,0.26813122630119324,0.25136634707450867
17,,,0.5203264951705933,0.6854386329650879,0.31459906697273254,0.4146752655506134
18,,,0.5980679392814636,0.6478961110115051,0.32407504320144653,0.3269985020160675
19,,,0.5894761681556702,0.6556480526924133,0.319594144821167,0.33430594205856323
20,,,0.5686748027801514,0.6770054697990417,0.31818345189094543,0.3386242687702179
21,,,0.610907256603241,0.6701183319091797,0.31702616810798645,0.2832355797290802
22,,,0.5995578169822693,0.6624507904052734,0.31736084818840027,0.334271103143692
23,,,0.6026661992073059,0.6701183319091797,0.31375035643577576,0.26619356870651245
24,,,0.5652234554290771,0.6471156477928162,0.31203970313072205,0.4759632647037506
25,,,0.6611188650131226,0.6980948448181152,0.32051393389701843,0.42548877000808716
26,,,0.605385959148407,0.639462947845459,0.3135252594947815,0.2607828974723816
27,,,0.5356754660606384,0.4614703953266144,0.30187416076660156,0.2437465339899063
28,,,0.5637046694755554,0.7048975825309753,0.3189292252063751,0.4093325436115265
29,,,0.28829529881477356,0.07206857949495316,0.2886093854904175,0.2683272063732147
30,,,0.5321434736251831,0.7191842198371887,0.2971082925796509,0.47702690958976746
31,,,0.6677063703536987,0.49987778067588806,0.31825530529022217,0.2363395392894745
32,,,0.2078697383403778,0.7027143836021423,0.43306058645248413,0.5826246738433838
33,,,0.1802941858768463,0.0,0.36384809017181396,0.2654660642147064
34,,,0.1572096347808838,0.6200039982795715,0.28526368737220764,0.2633752226829529
35,,,0.32927054166793823,0.3361953794956207,0.31161415576934814,0.24452835321426392
36,,,0.027565274387598038,0.006802720949053764,0.3048883080482483,0.26195722818374634
37,,,0.2929937243461609,0.04236240312457085,0.28017207980155945,0.24005599319934845
38,,,0.01857500709593296,0.2828810214996338,0.27645695209503174,0.23328374326229095
39,,,0.3228382170200348,0.013605441898107529,0.28676626086235046,0.3027065098285675
40,,,0.014069664292037487,0.050711195915937424,0.31133899092674255,0.2545154392719269
41,,,0.3253006339073181,0.639462947845459,0.2627469301223755,0.25207921862602234
42,,,0.26274576783180237,0.013605441898107529,0.2881523072719574,0.3002197742462158
43,,,0.02812877856194973,0.07206857949495316,0.29858261346817017,0.25495028495788574
44,,,0.19687660038471222,0.5422401428222656,0.26250502467155457,0.2676718533039093
45,,,0.2325238436460495,0.020408162847161293,0.27672356367111206,0.27215272188186646
46,,,0.030893215909600258,0.07887129485607147,0.2750009298324585,0.2506088316440582
47,,,0.10073061287403107,0.10857746750116348,0.25414884090423584,0.2465047985315323
48,,,0.10186222940683365,0.10857746750116348,0.24991850554943085,0.24276728928089142
49,,,0.08781047910451889,0.18004918098449707,0.2514478266239166,0.2367829829454422
50,,,0.13217082619667053,0.10857746750116348,0.2519718110561371,0.235547736287117
51,,,0.37250131368637085,0.5639498829841614,0.25946786999702454,0.24434669315814972
52,,,0.13434311747550964,0.0,0.4193165600299835,0.523095428943634
53,,,0.0,0.0,0.47496697306632996,0.3822384178638458
54,,,0.0,0.0,0.36560821533203125,0.3036463260650635
55,,,0.002980391960591078,0.021954236552119255,0.30257660150527954,0.2505498230457306
56,,,0.23502174019813538,0.445369690656662,0.27545788884162903,0.23571307957172394
57,,,0.3553888499736786,0.02875695563852787,0.2776753008365631,0.2348254770040512
58,,,0.15931563079357147,0.4234154224395752,0.2658520042896271,0.23160895705223083
59,,,0.39886218309402466,0.4234154224395752,0.27964815497398376,0.23072905838489532
60,,,0.05857022479176521,0.02875695563852787,0.2657753527164459,0.24850116670131683
61,,,0.18643291294574738,0.4667271077632904,0.26121482253074646,0.23098218441009521
62,,,0.43581122159957886,0.357797235250473,0.2767079472541809,0.22941067814826965
63,,,0.3082987666130066,0.02875695563852787,0.2589450478553772,0.24717523157596588
64,,,0.028560470789670944,0.02875695563852787,0.3006533086299896,0.29458698630332947
65,,,0.02742769755423069,0.02875695563852787,0.2926877737045288,0.26386862993240356
66,,,0.038924690335989,0.05751391127705574,0.2616316080093384,0.238154798746109
67,,,0.0642276331782341,0.05751391127705574,0.31183651089668274,0.39042818546295166
68,,,0.03336735814809799,0.02875695563852787,0.42467936873435974,0.4036845564842224
69,,,0.027247732505202293,0.03555968031287193,0.4067225754261017,0.37561264634132385
70,,,0.03567282482981682,0.04916511848568916,0.37901362776756287,0.35213422775268555
71,,,0.050135962665081024,0.04916511848568916,0.35844388604164124,0.33353501558303833
72,,,0.05000641942024231,0.04916511848568916,0.341451495885849,0.3187648355960846
73,,,0.048201873898506165,0.020408162847161293,0.3173629641532898,0.30292728543281555
74,,,0.037199877202510834,0.04236240312457085,0.301073282957077,0.2901245057582855
75,,,0.058777548372745514,0.03555968031287193,0.2889658212661743,0.2821600139141083
76,,,0.03805907815694809,0.03555968031287193,0.27895426750183105,0.2688590884208679
77,,,0.060119934380054474,0.07206857949495316,0.26387181878089905,0.2561066448688507
78,,,0.07772888243198395,0.10082552582025528,0.2528553903102875,0.2484632134437561
79,,,0.09461789578199387,0.1076282486319542,0.2454236000776291,0.2445433884859085
80,,,0.14006397128105164,0.1076282486319542,0.2436152547597885,0.24154356122016907
81,,,0.07677875459194183,0.1076282486319542,0.24236245453357697,0.241227924823761
82,,,0.13642509281635284,0.1076282486319542,0.24230115115642548,0.23958556354045868
83,,,0.07523547112941742,0.1076282486319542,0.24106252193450928,0.23730812966823578
84,,,0.09346167743206024,0.1076282486319542,0.23878341913223267,0.2386590540409088
85,,,0.12034851312637329,0.12277976423501968,0.24015270173549652,0.23695363104343414
86,,,0.08829823136329651,0.1363852173089981,0.23828750848770142,0.23491905629634857
87,,,0.10701887309551239,0.10082552582025528,0.23981130123138428,0.2390909045934677
88,,,0.09987537562847137,0.3555464744567871,0.2373315542936325,0.2351929247379303
89,,,0.14893662929534912,0.12277976423501968,0.23615972697734833,0.23728913068771362
90,,,0.08966244757175446,0.1363852173089981,0.23775340616703033,0.2369549721479416
91,,,0.23406073451042175,0.3555464744567871,0.2418576180934906,0.2358265221118927
92,,,0.2221439629793167,0.1363852173089981,0.2348547875881195,0.23432627320289612
93,,,0.0928143709897995,0.1363852173089981,0.2379373013973236,0.24022267758846283
94,,,0.1177881732583046,0.14318792521953583,0.233377143740654,0.24010108411312103
95,,,0.11306314170360565,0.129582479596138,0.2363155484199524,0.23761771619319916
96,,,0.11529438197612762,0.1363852173089981,0.23298238217830658,0.23571188747882843
97,,,0.12246859073638916,0.3477945327758789,0.23023387789726257,0.237319678068161
98,,,0.09571538865566254,0.06526585668325424,0.2653493583202362,0.2826424241065979
99,,,0.056659627705812454,0.12372899055480957,0.27798426151275635,0.2838711440563202
