,FLARE_TYPE,COINCIDENCE,MEANGBZ_1,MEANGBZ_2,MEANGBZ_3,MEANGBZ_4,MEANGBZ_5,MEANGBZ_6,MEANGBZ_7,MEANGBZ_8,MEANGBZ_9,MEANGBZ_10,MEANGBZ_11,MEANGBZ_12,MEANGBZ_13,MEANGBZ_14,MEANGBZ_15,MEANGBZ_16,MEANGBZ_17,MEANGBZ_18,MEANGBZ_19,MEANGBZ_20,MEANGBZ_21,MEANGBZ_22,MEANGBZ_23,MEANGBZ_24,MEANGBZ_25,MEANGBZ_26,MEANGBZ_27,MEANGBZ_28,MEANGBZ_29,MEANGBZ_30,MEANGBZ_31,MEANGBZ_32,MEANGBZ_33,MEANGBZ_34,MEANGBZ_35,MEANGBZ_36,MEANGBZ_37,MEANGBZ_38,MEANGBZ_39,MEANGBZ_40,MEANGBZ_41,MEANGBZ_42,MEANGBZ_43,MEANGBZ_44,MEANGBZ_45
1169,B,True,140.22,136.45,139.28,141.64,135.48,141.31,143.32,138.77,144.52,138.71,137.93,141.93,142.75,147.94,150.71,146.51,147.6,151.02,149.01,150.77,133.93,133.63,134.14,131.14,130.76,132.09,130.11,132.01,129.18,130.54,134.34,137.88,135.0,132.44,133.43,131.74,134.41,135.93,129.88,130.43,130.59,134.38,133.21,136.48,141.08
1170,B,False,99.174,99.616,97.823,97.341,97.627,96.39,96.931,96.559,95.45,95.14,93.29,94.104,92.047,93.125,92.177,92.913,90.559,92.789,91.639,91.703,93.702,93.01,92.802,92.203,93.172,92.213,92.444,92.788,92.107,92.409,91.96,90.616,89.336,88.457,87.433,87.406,88.292,86.956,88.232,85.55,86.074,85.591,85.536,85.724,85.212
1171,B,False,123.82,124.81,125.13,123.87,123.91,123.46,124.18,124.85,125.27,125.57,124.75,124.92,125.32,124.43,126.44,125.36,123.49,123.47,125.02,121.59,123.37,123.06,123.3,122.87,122.31,121.54,121.0,119.12,119.13,121.8,122.2,124.1,125.33,124.79,126.16,126.51,129.74,129.54,129.12,128.42,127.96,125.48,124.9,124.21,125.0
1172,B,False,116.29,115.03,112.62,115.96,115.95,115.92,121.14,128.14,122.98,127.31,133.7,131.11,126.01,132.2,133.01,139.69,136.24,139.25,137.51,139.54,138.4,141.69,138.15,138.3,137.4,132.8,129.24,127.42,123.57,121.46,121.93,126.01,123.76,123.09,123.87,119.75,121.2,123.07,119.75,124.09,126.41,128.06,131.12,124.69,127.92
1173,B,True,120.04,119.53,119.44,118.01,122.87,123.34,125.31,125.09,126.1,126.45,129.96,129.14,129.84,130.36,130.08,127.24,127.12,128.97,130.05,126.17,127.49,130.16,128.31,128.43,127.96,129.94,127.65,129.29,129.13,128.11,129.67,127.72,126.59,127.99,125.46,124.76,124.72,123.22,122.04,122.13,120.94,119.0,118.47,119.3,118.21
1174,B,True,94.61,79.44,76.436,68.815,93.611,88.249,77.573,88.702,81.851,61.493,65.425,81.904,72.085,57.624,80.892,81.834,64.742,81.827,78.041,81.856,69.643,68.5,66.558,68.883,62.803,68.493,59.72,58.6,58.074,61.608,61.03,61.226,59.438,60.31,58.459,60.314,59.968,63.034,60.499,61.443,60.84,81.188,59.856,61.398,60.688
1175,B,True,76.691,79.421,76.07,74.612,74.724,79.252,82.224,73.996,75.502,78.329,74.505,78.918,78.294,74.657,75.932,75.447,74.084,73.276,77.282,73.948,74.873,75.642,76.616,79.354,81.537,76.875,79.125,77.825,78.505,78.281,78.188,79.248,78.693,77.47,79.979,77.56,77.206,79.125,83.999,84.014,82.7,84.631,83.029,85.576,87.638
1176,B,True,120.32,119.92,120.31,119.26,119.71,119.94,121.46,121.18,121.58,121.31,121.29,122.38,122.44,122.81,123.59,123.84,122.92,123.01,123.95,123.52,122.71,121.91,122.52,121.74,121.11,118.81,117.59,115.68,115.41,115.38,114.89,114.68,113.36,114.47,116.12,116.89,115.25,114.88,114.12,115.26,116.18,116.33,117.86,118.68,117.88
1177,B,False,120.74,121.8,126.49,127.82,128.8,126.6,127.14,128.07,130.4,131.89,132.12,132.32,133.72,132.27,131.95,133.39,133.07,132.3,130.69,130.0,126.95,126.17,123.62,121.78,120.14,119.76,121.18,120.46,119.95,121.73,121.01,122.76,125.58,129.29,127.78,128.44,128.85,127.67,128.23,128.19,127.9,125.34,126.0,125.72,124.73
1178,B,False,93.612,74.716,98.785,94.452,104.14,97.799,97.272,73.639,97.543,73.75,99.317,78.059,76.161,76.939,71.067,75.675,78.706,75.763,71.738,71.269,72.098,98.08,95.695,70.225,96.092,73.116,76.471,96.747,76.028,75.975,98.062,97.333,93.424,72.207,68.904,67.73,70.844,71.586,93.615,92.406,76.866,73.729,74.908,79.921,72.736
1179,B,False,139.19,139.83,137.21,139.53,136.34,139.45,135.89,136.14,135.45,133.47,136.39,138.19,138.19,137.83,133.03,128.58,133.03,131.12,130.48,130.78,135.54,134.04,133.9,134.36,132.38,133.56,135.52,135.42,140.33,139.48,136.95,136.68,136.57,133.72,131.58,132.45,132.99,131.4,131.42,130.33,129.45,128.01,129.2,129.11,129.93
1180,B,False,112.75,112.05,110.49,112.68,112.87,115.2,115.25,118.84,122.71,124.26,126.7,129.36,134.04,132.85,133.27,135.69,134.17,133.88,131.45,129.01,128.84,127.44,124.07,122.22,120.72,118.12,117.69,116.84,116.67,115.41,115.29,114.42,113.12,112.03,112.47,113.89,114.73,112.76,112.04,113.02,115.29,115.31,115.16,115.81,116.03
1181,B,True,74.23,69.693,76.529,77.911,71.596,73.555,68.234,72.014,69.764,70.395,68.44,67.1,65.034,64.404,65.797,64.296,65.651,66.68,65.192,69.197,73.428,68.234,68.325,67.223,67.717,66.938,67.538,71.864,67.977,70.471,71.035,71.016,72.377,72.59,73.585,73.014,73.96,74.535,74.289,74.316,73.441,72.884,72.305,70.957,71.076
1182,B,False,126.49,126.83,125.06,123.74,126.01,127.63,126.7,123.71,124.58,122.49,121.96,122.05,121.13,120.66,120.67,119.05,119.91,120.11,118.48,119.98,119.85,118.84,119.28,119.03,120.17,120.57,121.0,120.64,122.09,120.38,122.67,122.69,124.54,123.14,122.45,123.12,122.35,120.33,121.17,121.46,121.17,119.34,119.85,120.43,119.61
1183,B,False,136.29,140.69,143.39,143.83,144.03,144.21,143.8,143.05,143.09,140.81,140.54,140.14,138.35,138.04,139.81,138.1,136.04,136.73,137.08,135.21,134.1,132.61,132.37,135.6,133.45,134.27,132.58,131.09,133.5,131.91,133.55,133.08,131.57,132.72,132.92,132.56,131.75,133.22,133.88,135.19,133.49,134.22,131.93,131.42,131.72
1184,B,False,144.06,139.17,142.38,145.1,140.02,132.52,131.52,129.46,133.9,135.6,132.78,128.43,134.37,130.35,132.4,131.34,127.77,126.08,125.26,128.42,124.13,127.82,127.45,130.8,126.93,124.88,126.07,128.57,130.02,131.68,128.86,129.11,130.13,135.84,130.47,127.86,127.45,127.73,125.77,127.1,127.52,126.84,128.67,130.99,137.47
1185,B,False,88.347,89.366,89.212,84.166,83.896,83.996,88.314,87.113,81.285,81.234,83.551,81.616,82.654,83.421,83.516,83.467,83.967,84.135,79.698,79.484,85.872,84.963,88.181,85.454,83.88,86.31,84.222,86.477,88.103,89.198,91.666,91.043,89.982,90.713,95.509,96.203,95.438,94.072,93.155,92.54,95.776,89.813,91.472,88.556,88.614
1186,B,True,95.94,98.374,99.237,100.04,99.648,99.785,100.41,98.351,98.241,98.679,100.46,101.66,103.53,103.34,105.01,104.71,104.83,104.67,104.43,105.49,107.7,106.41,103.43,104.55,104.24,101.89,101.95,101.4,100.28,99.432,101.54,103.56,103.71,103.41,106.28,107.57,106.79,107.05,107.12,108.56,109.03,109.55,107.84,107.87,109.27
1187,B,False,111.91,111.01,112.16,112.19,110.99,110.51,111.1,110.75,111.51,112.67,111.75,110.94,110.07,111.0,110.53,111.33,111.92,113.02,110.79,109.24,109.41,110.21,110.41,110.4,111.46,111.95,115.12,116.4,118.82,121.35,124.58,124.15,125.41,128.38,128.86,127.62,124.32,122.2,120.06,117.27,113.15,109.8,108.43,107.81,106.93
1188,B,False,71.322,72.22,71.055,70.848,71.868,73.144,71.951,72.927,70.368,67.657,70.202,69.914,68.631,71.399,71.03,71.954,71.085,71.965,72.897,73.883,74.839,76.277,77.364,76.526,76.328,75.153,72.516,72.706,70.938,70.274,68.423,70.836,70.849,70.136,70.525,70.0,69.932,69.987,70.185,71.175,71.66,71.398,71.032,70.63,71.264
1189,B,False,80.832,82.033,82.891,82.951,80.742,82.147,81.792,80.19,77.277,76.272,75.815,78.087,76.686,76.42,74.267,73.495,72.725,72.736,71.872,73.246,73.161,71.14,71.306,71.296,69.912,72.446,72.509,72.18,72.641,72.768,71.534,70.066,69.904,72.89,71.824,75.092,74.309,75.317,75.187,72.281,73.878,75.51,74.056,73.707,75.643
1190,B,False,68.943,69.422,78.34,70.826,67.056,71.695,72.517,68.085,70.677,67.112,70.813,76.37,75.222,78.971,72.605,70.295,78.674,68.251,74.755,76.543,74.883,75.835,74.6,72.508,70.791,77.427,74.803,73.102,81.609,79.957,77.867,80.475,74.304,69.03,73.996,74.089,77.193,77.71,79.795,81.281,80.743,81.068,75.027,84.925,74.504
1191,B,True,80.468,79.699,80.117,79.561,79.77,79.562,78.2,78.792,78.393,77.941,77.382,77.165,76.064,76.201,75.876,77.254,78.596,77.392,79.844,78.801,79.956,79.317,80.888,80.498,80.599,79.572,77.812,76.843,76.709,75.549,75.337,74.345,74.135,74.165,74.524,74.656,74.207,72.854,73.32,71.967,73.276,74.629,76.353,74.932,75.322
1192,B,False,95.975,94.243,93.56,93.848,95.266,95.57,96.777,95.871,97.679,97.143,97.43,98.118,97.015,98.018,97.827,97.119,98.64,99.793,100.55,101.16,100.13,101.13,98.348,100.22,100.41,99.062,99.328,100.93,101.75,101.94,102.6,104.52,105.97,106.11,106.41,106.7,108.05,110.13,109.24,111.22,111.29,110.19,110.71,108.77,106.55
1193,B,False,138.15,138.3,137.4,132.8,129.24,127.42,123.57,121.46,121.93,126.01,123.76,123.09,123.87,119.75,121.2,123.07,119.75,124.09,126.41,128.06,131.12,124.69,127.92,129.07,128.38,130.88,129.03,121.45,119.13,119.92,117.49,119.51,122.78,123.69,118.09,116.88,118.86,118.88,118.62,118.81,120.5,119.91,120.14,123.36,122.97
1194,B,False,127.21,126.69,126.29,126.25,126.73,126.24,125.61,128.24,128.11,131.69,131.55,136.74,138.97,140.62,139.19,144.1,144.59,146.09,148.25,149.92,148.97,147.76,142.67,143.24,140.64,141.34,141.27,139.07,136.8,133.52,133.01,134.98,136.73,138.26,138.8,139.91,143.65,147.05,147.13,146.16,146.78,146.88,147.52,148.46,144.65
1195,B,False,95.381,95.592,94.078,94.689,95.092,95.502,97.666,97.735,96.248,99.693,99.99,98.536,99.868,98.86,100.76,101.09,102.32,102.89,102.9,104.02,105.63,104.39,105.76,106.88,108.79,108.28,109.02,107.41,106.87,107.78,106.31,106.06,106.14,106.84,103.71,103.14,102.83,103.06,105.56,104.24,103.95,107.13,106.21,107.09,103.5
1196,B,False,116.63,116.1,117.05,115.17,115.1,116.8,117.12,115.5,117.01,116.25,118.31,117.87,117.26,118.07,118.35,118.33,116.74,117.62,119.03,116.98,116.28,116.66,114.89,115.65,114.53,112.77,112.32,111.79,110.97,110.43,110.57,109.81,107.49,107.5,109.08,108.86,109.92,112.77,115.11,116.27,116.9,118.75,118.95,100.94,118.65
1197,B,False,93.72,93.409,93.887,94.204,93.644,95.477,95.952,95.629,95.998,96.825,94.777,93.805,93.415,93.931,94.501,92.868,91.337,91.423,90.662,90.751,90.041,90.399,92.112,93.424,92.398,92.26,94.309,94.797,95.422,95.569,93.501,93.216,93.52,95.085,94.17,94.94,95.677,95.039,84.677,93.184,92.607,92.805,92.006,92.185,92.858
1198,B,False,84.806,85.153,85.63,85.145,85.092,84.734,84.952,85.281,84.997,84.524,84.763,84.512,85.239,85.486,84.406,84.843,85.006,84.38,84.64,84.046,84.615,84.913,85.813,85.202,85.877,86.464,85.486,87.113,88.496,88.55,88.449,89.39,90.248,89.504,88.539,89.601,88.938,88.304,88.146,88.027,88.374,88.044,88.18,87.85,88.771
1199,B,False,65.454,65.585,64.537,63.046,65.752,61.896,62.659,62.112,60.994,61.845,61.373,60.966,62.854,63.897,63.153,64.14,64.562,62.995,66.526,60.618,65.363,65.113,66.986,64.812,62.067,64.867,66.697,62.611,62.456,64.032,68.138,74.864,62.233,62.452,62.689,67.94,61.684,64.329,63.489,68.337,69.629,70.007,67.36,67.538,65.241
1200,B,False,144.45,142.51,144.46,145.54,143.95,140.71,138.49,136.97,135.42,135.31,138.49,135.9,135.38,132.28,131.3,133.42,132.52,131.45,133.43,133.64,131.72,129.95,131.5,131.19,132.11,132.91,133.08,130.48,131.94,131.07,131.32,130.89,130.52,132.12,134.91,137.17,136.22,140.76,137.7,138.13,139.27,136.64,138.6,144.47,141.43
1201,B,False,119.57,119.76,119.23,120.16,123.65,123.28,125.3,126.57,126.85,125.1,124.16,121.44,118.95,117.41,119.83,119.4,118.43,117.87,117.31,114.55,116.99,116.18,115.61,117.91,117.77,117.73,117.99,117.29,116.99,118.98,119.19,118.4,118.97,119.01,119.53,119.23,119.7,118.84,117.2,116.97,118.43,116.06,115.66,116.9,117.35
1202,B,False,106.59,104.73,104.07,105.71,104.37,103.76,103.14,103.9,103.22,101.7,102.65,102.3,102.21,101.95,102.36,103.09,103.99,103.08,101.73,102.25,102.67,103.39,103.4,106.15,105.0,105.15,107.4,108.07,109.11,111.49,113.06,112.61,114.48,115.17,114.27,111.68,110.97,108.78,108.01,107.42,106.26,104.19,104.12,103.93,103.45
1203,B,False,121.46,123.59,123.72,123.75,124.36,124.22,122.84,122.86,122.8,121.26,119.51,118.63,115.47,116.47,115.74,116.03,114.79,112.54,111.71,111.95,110.2,111.05,109.67,109.6,109.81,110.71,110.08,111.22,110.81,110.79,111.79,109.69,110.47,111.33,111.77,112.56,112.87,112.05,112.18,112.29,112.87,111.93,112.67,114.52,116.57
1204,B,True,122.88,125.4,128.35,130.27,126.1,130.03,133.45,135.83,136.68,135.38,135.7,136.91,134.35,132.82,133.25,139.71,134.12,128.47,132.75,128.35,127.19,126.31,127.06,127.24,126.06,123.42,122.63,123.23,122.57,124.14,126.67,130.28,135.15,136.09,137.37,139.47,145.7,138.94,134.78,135.31,133.05,132.38,136.28,133.75,138.05
1205,B,False,93.932,95.023,95.758,97.167,97.264,96.27,98.065,97.115,96.315,95.931,96.711,96.67,96.527,96.997,97.563,95.883,97.348,97.273,97.268,97.159,97.298,97.331,98.112,98.008,97.536,98.103,97.821,98.569,99.457,99.602,99.968,100.83,100.89,100.26,100.69,101.13,99.969,100.14,98.413,97.94,97.633,97.321,97.393,95.94,95.542
1206,B,True,136.09,142.96,136.38,136.06,135.62,135.86,133.89,130.97,127.06,121.1,118.68,119.06,119.98,122.14,127.55,121.98,124.77,126.79,126.51,126.42,125.73,125.46,125.31,125.67,123.21,127.17,130.99,127.28,123.71,122.2,122.26,126.38,127.15,129.03,128.66,126.53,125.82,126.34,123.69,127.98,127.51,126.91,125.79,124.05,122.2
1207,B,True,145.02,147.49,146.38,144.34,143.47,142.61,143.76,143.22,144.02,141.33,147.14,144.55,144.62,143.32,141.41,143.78,139.95,140.72,141.54,142.08,140.29,139.78,138.25,140.1,142.17,142.31,142.15,140.1,144.1,146.93,146.6,147.8,149.88,146.58,148.63,149.55,151.53,154.41,154.09,153.71,157.97,159.89,161.42,165.05,154.83
1208,B,True,139.22,139.13,140.07,139.52,140.42,143.34,140.19,141.34,142.16,144.18,139.7,142.55,141.02,144.42,143.61,144.99,143.0,142.99,142.58,140.89,147.78,145.15,148.3,146.1,152.31,151.54,148.11,143.61,146.14,143.69,141.6,141.35,139.95,139.71,136.07,140.86,140.92,143.75,142.64,146.75,148.82,148.53,145.68,148.1,146.53
1209,B,False,116.68,116.68,119.76,120.2,121.37,121.63,122.84,122.88,125.0,125.2,124.94,125.71,126.09,127.59,128.2,126.1,126.76,126.49,123.09,124.01,121.86,123.35,122.85,120.09,118.51,118.18,116.14,117.71,115.92,117.73,116.65,118.59,118.47,119.18,123.56,125.26,125.73,126.46,125.66,126.7,127.27,128.73,126.1,126.92,126.64
1210,B,False,106.64,106.77,106.41,106.82,106.85,106.59,108.37,107.97,109.77,110.84,111.62,111.96,111.91,110.92,111.27,112.39,112.31,111.35,111.62,109.11,109.73,107.41,104.35,102.41,100.84,100.25,100.28,99.322,99.235,99.065,98.798,98.897,102.35,103.75,103.23,104.49,104.79,104.19,104.95,104.57,104.97,102.83,102.11,100.26,99.532
1211,B,False,92.509,91.872,91.019,90.909,91.914,91.345,90.907,90.943,90.607,91.707,91.537,90.812,91.809,91.546,91.657,91.327,91.86,91.012,91.173,90.427,90.389,89.094,89.929,89.898,90.194,91.395,90.73,91.046,91.425,91.594,91.757,91.489,92.027,93.007,93.165,94.668,95.393,96.319,96.672,97.539,96.661,99.002,98.686,99.174,99.568
1212,B,False,66.658,70.388,73.994,74.305,74.636,76.45,74.738,77.069,76.315,79.235,79.208,77.534,78.026,76.496,74.222,75.294,73.645,77.764,75.827,75.893,76.532,75.976,80.222,75.478,76.999,77.988,77.266,77.339,76.983,79.211,75.666,78.074,77.221,75.376,75.33,78.488,78.062,76.691,79.421,76.07,74.612,74.724,79.252,82.224,73.996
1213,B,False,82.503,82.046,81.238,80.12,80.7,79.713,79.246,78.074,77.47,77.947,77.387,77.062,75.935,75.543,74.521,75.339,74.505,72.022,73.013,71.556,72.358,71.647,71.572,71.043,71.87,71.462,72.813,72.277,71.729,71.807,73.001,73.21,73.306,71.296,72.039,73.034,73.923,74.056,74.556,74.478,75.324,76.474,76.611,76.577,76.207
1214,B,False,73.756,74.496,74.517,72.689,72.675,72.893,74.228,73.254,74.778,73.644,73.674,72.108,71.953,71.407,71.593,73.056,72.207,71.335,71.478,70.512,70.544,69.985,70.037,69.893,70.052,70.833,71.063,72.419,72.482,72.145,70.947,71.081,71.101,70.68,70.457,68.447,69.451,69.401,69.724,70.714,70.76,71.016,70.757,71.155,71.41
1215,B,False,89.243,89.519,88.254,88.523,88.02,88.107,88.586,88.721,88.727,88.932,88.535,88.126,88.045,88.521,87.718,87.931,88.003,87.459,86.982,86.299,86.129,85.318,85.141,84.69,84.766,84.301,83.484,83.581,82.545,82.047,81.699,81.915,82.623,82.285,82.134,81.96,81.531,81.351,82.154,81.652,81.52,82.257,82.503,82.399,82.555
1216,B,False,135.27,114.44,117.1,134.24,129.29,125.45,131.94,128.84,125.06,114.26,117.53,121.99,109.02,123.27,133.03,121.46,120.34,124.62,119.05,123.29,125.09,132.5,129.67,138.27,145.58,146.78,138.41,130.41,148.93,145.18,125.9,136.11,139.26,137.64,146.41,142.26,143.5,143.5,143.0,140.87,139.14,148.07,148.32,151.59,149.37
1217,B,False,87.605,88.22,89.068,88.012,87.411,88.207,88.323,88.071,89.114,89.805,89.073,89.755,90.545,89.421,90.078,89.592,88.004,87.316,87.321,87.301,86.89,87.004,86.345,85.987,86.179,86.531,86.304,87.565,87.297,87.497,87.516,88.062,88.368,88.739,88.133,89.307,89.207,88.871,89.265,88.783,87.978,87.277,87.22,87.231,88.284
1218,B,False,56.517,57.012,58.836,56.836,56.233,54.468,55.465,52.877,55.268,54.558,56.181,52.702,54.888,52.13,51.528,52.271,51.488,51.464,51.63,51.744,52.074,52.406,52.398,51.942,52.42,53.246,50.911,52.43,51.061,50.3,50.212,51.189,50.62,49.638,48.609,48.155,48.693,48.49,48.018,48.395,48.372,49.181,48.868,48.455,49.131
1219,B,False,105.42,107.59,107.18,107.31,108.19,108.97,108.29,108.11,110.4,110.64,112.29,113.62,113.65,114.12,113.55,114.55,115.06,114.26,114.23,112.31,113.49,115.14,114.15,113.84,113.45,111.04,108.66,109.74,109.3,107.91,109.62,107.5,105.69,103.45,103.62,103.04,102.55,105.2,106.62,107.1,107.1,107.89,106.16,110.14,110.93
1220,B,False,125.63,125.74,126.38,125.23,127.85,128.46,126.5,125.32,124.05,125.25,124.52,122.85,124.13,122.35,121.8,120.24,118.69,118.29,119.49,117.82,117.55,116.97,117.06,117.59,122.59,122.51,125.42,126.32,125.63,123.34,124.77,123.32,121.28,122.08,119.83,120.94,120.5,121.43,118.11,117.76,114.67,117.83,115.77,117.66,115.08
1221,B,False,61.404,61.518,60.33,60.112,60.864,60.584,60.606,60.499,59.772,60.579,59.953,60.573,60.116,60.166,60.253,60.745,59.964,59.427,60.001,59.929,59.581,58.873,59.178,59.775,59.277,58.663,58.149,56.939,57.663,56.208,55.986,56.417,56.388,57.692,55.665,56.809,56.787,56.018,54.931,57.078,57.667,59.557,56.517,57.012,58.836
1222,B,False,99.058,99.132,98.397,97.773,96.563,97.613,97.68,97.997,97.35,97.318,98.385,98.019,97.798,98.197,97.3,96.394,96.478,97.037,97.171,97.016,96.554,96.603,96.626,96.314,96.846,96.116,96.113,97.033,97.134,96.773,97.478,97.684,97.089,96.83,96.124,95.62,93.97,93.611,92.923,92.064,92.835,92.91,93.982,93.708,95.512
1223,B,False,142.12,150.37,139.89,136.96,139.59,152.34,150.34,151.96,141.12,145.62,154.21,147.81,146.26,160.79,161.03,151.36,152.06,157.92,155.8,155.6,151.34,163.32,163.18,164.64,166.15,162.93,158.54,156.88,157.12,149.64,150.24,145.48,146.1,141.25,137.18,141.15,136.21,132.57,128.5,136.76,138.81,132.29,132.43,131.2,137.84
1224,B,False,133.64,131.39,131.76,132.26,133.28,132.36,132.11,131.67,131.36,132.31,133.14,129.96,131.32,131.99,131.87,133.44,134.19,133.74,133.9,133.72,132.61,132.28,131.02,130.86,131.26,127.87,127.74,128.41,130.14,130.49,129.69,128.34,127.23,125.47,124.75,125.48,125.81,125.75,125.35,127.69,129.11,129.98,132.0,133.26,133.9
1225,B,False,80.374,79.813,81.084,78.106,77.562,77.078,77.391,77.877,79.193,76.609,77.984,77.403,75.666,76.321,76.992,74.528,74.876,72.984,72.001,72.645,74.849,74.095,73.521,73.336,74.432,75.462,75.935,77.465,74.029,73.109,76.094,80.16,76.572,75.598,78.658,83.827,84.699,82.889,85.547,84.207,87.089,84.672,85.719,87.372,87.182
1226,B,False,98.688,98.472,97.315,97.33,95.64,94.73,94.815,95.876,96.246,94.677,94.682,95.685,95.68,96.08,95.373,95.383,96.023,96.466,96.151,97.04,97.863,97.778,97.227,96.712,97.091,97.75,96.696,97.638,98.873,100.02,100.7,101.47,101.49,102.32,103.53,104.34,105.49,104.69,105.17,107.51,108.03,107.12,107.18,106.4,104.65
1227,B,False,123.53,122.43,122.45,119.67,120.82,120.72,122.72,121.53,123.45,121.4,121.57,120.74,120.16,117.83,117.3,118.92,116.14,115.82,113.43,113.66,113.77,112.85,113.78,111.72,112.73,112.66,113.2,113.53,114.56,113.82,113.32,114.56,118.91,117.94,118.56,120.32,123.3,125.73,128.28,128.67,126.16,126.69,126.73,126.87,127.04
1228,B,False,118.37,119.15,119.52,119.5,119.11,118.85,117.82,117.7,116.98,117.0,116.16,114.42,113.61,111.72,110.19,109.8,109.51,109.63,111.18,112.11,111.63,111.55,111.99,112.76,114.69,116.46,117.13,118.91,120.64,121.83,122.56,122.66,120.98,121.06,120.09,117.69,117.6,115.85,113.77,112.15,111.4,110.61,109.2,108.73,107.24
1229,B,False,126.14,127.68,126.87,128.82,127.71,128.06,129.28,129.6,127.51,125.86,124.08,122.25,120.39,118.94,118.37,119.88,118.4,118.78,118.97,121.42,121.47,122.04,124.93,125.52,127.39,126.5,126.96,127.99,128.36,130.27,129.22,129.42,129.15,128.74,128.3,128.94,128.14,130.52,131.04,131.46,132.4,131.52,131.3,130.89,128.76
1230,B,False,117.34,117.41,118.24,119.71,120.68,121.46,121.92,123.84,124.06,127.13,129.57,132.27,136.68,137.87,139.69,139.14,139.55,140.0,139.55,139.98,139.68,138.65,134.82,134.57,132.31,130.54,127.81,127.45,127.22,123.92,123.78,124.89,124.91,126.69,123.5,124.03,125.99,128.49,127.41,126.61,128.41,128.73,129.25,128.2,130.13
1231,B,False,131.12,124.69,127.92,129.07,128.38,130.88,129.03,121.45,119.13,119.92,117.49,119.51,122.78,123.69,118.09,116.88,118.86,118.88,118.62,118.81,120.5,119.91,120.14,123.36,122.97,120.9,123.45,124.73,123.55,125.38,121.8,121.78,125.32,122.71,123.24,120.26,119.42,118.98,119.02,120.61,118.84,119.83,117.51,114.98,115.08
1232,B,False,64.537,63.046,65.752,61.896,62.659,62.112,60.994,61.845,61.373,60.966,62.854,63.897,63.153,64.14,64.562,62.995,66.526,60.618,65.363,65.113,66.986,64.812,62.067,64.867,66.697,62.611,62.456,64.032,68.138,74.864,62.233,62.452,62.689,67.94,61.684,64.329,63.489,68.337,69.629,70.007,67.36,67.538,65.241,67.968,68.181
1233,B,False,70.287,70.457,70.565,70.409,68.737,69.192,69.548,71.315,70.513,70.603,70.028,69.281,70.125,69.672,69.202,70.524,70.883,71.485,70.453,69.74,71.152,69.755,70.333,71.067,70.797,72.565,72.027,72.507,71.882,71.677,71.235,69.66,69.634,70.367,69.821,69.914,69.816,70.115,69.481,69.066,70.083,70.441,69.947,71.196,71.415
1234,B,False,61.896,62.659,62.112,60.994,61.845,61.373,60.966,62.854,63.897,63.153,64.14,64.562,62.995,66.526,60.618,65.363,65.113,66.986,64.812,62.067,64.867,66.697,62.611,62.456,64.032,68.138,74.864,62.233,62.452,62.689,67.94,61.684,64.329,63.489,68.337,69.629,70.007,67.36,67.538,65.241,67.968,68.181,64.945,70.141,67.356
1235,B,False,125.39,125.75,127.08,127.46,126.8,129.24,130.51,129.48,127.41,131.95,135.43,133.38,132.99,132.3,134.69,135.56,137.78,136.94,134.63,138.04,137.75,135.59,131.68,130.61,128.67,129.2,125.94,125.14,129.26,127.49,128.84,132.15,136.88,134.66,137.24,137.96,138.81,137.06,137.76,137.22,135.14,137.65,133.53,132.35,134.86
1236,B,False,102.87,102.74,103.18,101.8,97.805,97.808,95.569,100.27,96.853,97.404,98.746,96.958,96.62,97.545,99.186,98.703,98.526,99.492,97.749,98.606,98.417,97.401,99.81,99.814,99.106,97.795,97.468,101.21,101.68,101.26,101.51,101.32,98.751,101.56,100.69,102.54,103.36,101.05,99.061,102.08,99.257,97.894,99.117,98.931,99.637
1237,B,False,132.28,134.36,139.84,139.9,139.68,143.58,142.03,140.11,141.52,145.4,144.22,140.69,139.96,138.02,135.11,129.46,131.11,136.14,133.84,128.63,125.36,123.23,121.01,121.69,122.83,124.48,124.26,122.07,121.66,121.56,122.52,122.65,123.32,123.21,126.46,129.78,136.11,140.09,142.97,149.7,152.34,150.02,152.41,152.57,150.53
1238,B,False,133.72,132.45,135.91,129.51,124.1,126.56,128.7,126.46,127.7,129.28,128.73,124.34,122.81,124.87,124.43,125.27,124.81,122.14,120.35,120.32,119.73,116.65,117.55,114.13,116.07,114.97,113.94,113.41,115.41,113.85,112.98,113.06,111.1,114.24,115.19,111.93,113.81,116.72,117.79,118.07,119.11,119.46,124.23,125.91,127.68
1239,B,False,84.134,83.008,82.061,82.073,82.382,82.6,84.463,84.408,84.329,84.292,84.991,85.656,84.909,84.781,84.702,84.775,84.138,84.475,84.471,85.216,85.244,84.421,83.869,84.86,85.085,84.347,84.715,84.97,84.391,84.48,83.816,83.762,84.532,84.943,82.995,82.928,83.041,82.474,81.253,81.007,80.392,79.961,79.99,81.037,82.294
1240,B,False,77.534,78.026,76.496,74.222,75.294,73.645,77.764,75.827,75.893,76.532,75.976,80.222,75.478,76.999,77.988,77.266,77.339,76.983,79.211,75.666,78.074,77.221,75.376,75.33,78.488,78.062,76.691,79.421,76.07,74.612,74.724,79.252,82.224,73.996,75.502,78.329,74.505,78.918,78.294,74.657,75.932,75.447,74.084,73.276,77.282
