,FLARE_TYPE,COINCIDENCE,AREA_ACR_1,AREA_ACR_2,AREA_ACR_3,AREA_ACR_4,AREA_ACR_5,AREA_ACR_6,AREA_ACR_7,AREA_ACR_8,AREA_ACR_9,AREA_ACR_10,AREA_ACR_11,AREA_ACR_12,AREA_ACR_13,AREA_ACR_14,AREA_ACR_15,AREA_ACR_16,AREA_ACR_17,AREA_ACR_18,AREA_ACR_19,AREA_ACR_20,AREA_ACR_21,AREA_ACR_22,AREA_ACR_23,AREA_ACR_24,AREA_ACR_25,AREA_ACR_26,AREA_ACR_27,AREA_ACR_28,AREA_ACR_29,AREA_ACR_30,AREA_ACR_31,AREA_ACR_32,AREA_ACR_33,AREA_ACR_34,AREA_ACR_35,AREA_ACR_36,AREA_ACR_37,AREA_ACR_38,AREA_ACR_39,AREA_ACR_40,AREA_ACR_41,AREA_ACR_42,AREA_ACR_43,AREA_ACR_44,AREA_ACR_45
0,X,False,942.44,945.31,946.55,947.42,946.52,952.37,956.45,961.74,962.37,964.36,967.04,972.08,974.66,977.48,987.6,994.94,998.1,1004.8,1008.2,1008.2,1012.6,1014.5,1012.9,1017.4,1017.5,1025.4,1031.0,1033.0,1033.4,1035.8,1038.3,1037.4,1037.2,1031.1,1035.0,1041.5,1038.8,1041.5,1043.0,1046.9,1041.9,1039.3,1034.6,1040.0,1038.9
1,X,False,1395.5,1401.9,1407.3,1400.0,1403.0,1400.9,1394.0,1391.5,1393.2,1402.8,1403.5,1403.3,1407.7,1406.7,1407.3,1404.8,1403.6,1397.5,1402.6,1402.5,1400.8,1403.3,1403.1,1401.6,1402.4,1408.9,1408.9,1408.4,1408.9,1414.6,1417.4,1415.6,1420.3,1424.5,1417.7,1427.3,1430.3,1431.7,1435.2,1438.0,1443.2,1451.2,1447.1,1448.9,1444.6
2,X,False,1095.0,1098.4,1088.3,1080.2,1072.5,1068.5,1067.0,1065.7,1060.9,1067.1,1068.1,1057.4,1055.7,1049.4,1048.0,1043.2,1034.7,1033.8,1040.6,1035.9,1032.7,1028.7,1034.8,1029.4,1018.3,1021.3,1014.1,1021.3,1020.8,1021.4,1019.9,1021.1,1014.1,1011.0,1006.6,1009.3,1017.7,1012.3,1008.6,1011.4,1009.1,1008.7,1011.6,1009.0,995.06
3,X,False,1386.9,1386.2,1382.2,1379.6,1383.7,1374.7,1375.0,1373.1,1367.6,1366.2,1370.8,1367.5,1364.2,1355.4,1354.7,1355.7,1348.9,1348.6,1348.1,1349.9,1347.5,1343.6,1349.8,1348.7,1344.4,1333.5,1332.5,1329.6,1338.2,1338.1,1338.6,1342.0,1343.4,1345.5,1343.2,1340.6,1339.5,1342.8,1346.8,1345.2,1342.7,1336.3,1334.5,1330.4,1331.0
4,X,True,1212.4,1213.1,1209.6,1208.1,1209.1,1207.2,1209.3,1205.2,1198.6,1193.4,1194.3,1199.2,1194.6,1194.6,1194.3,1199.5,1197.6,1201.4,1201.0,1197.0,1194.0,1193.4,1195.4,1198.9,1194.1,1193.6,1188.7,1195.8,1192.5,1194.2,1198.0,1192.4,1188.7,1185.1,1183.0,1189.4,1183.4,1182.8,1188.1,1188.8,1186.1,1188.3,1181.0,1174.3,1176.6
5,X,False,2655.3,2643.5,2650.9,2666.4,2653.7,2677.6,2665.3,2675.5,2685.6,2672.9,2670.2,2676.8,2666.4,2683.9,2672.8,2671.8,2677.0,2689.9,2672.2,2668.8,2652.5,2655.2,2664.4,2653.0,2652.8,2647.2,2645.7,2639.3,2664.1,2666.8,2676.6,2667.5,2673.4,2673.0,2658.1,2666.7,2650.0,2650.1,2653.3,2657.8,2665.5,2654.9,2649.5,2656.2,2670.6
6,X,True,1139.0,1143.0,1148.1,1152.5,1139.4,1141.1,1151.3,1150.2,1152.7,1156.0,1161.1,1163.3,1167.0,1169.1,1171.5,1174.6,1176.9,1183.6,1182.7,1191.6,1203.2,1208.9,1206.0,1198.4,1205.2,1203.8,1208.3,1213.1,1214.2,1212.8,1214.8,1205.1,1218.2,1205.1,1219.0,1216.5,1215.5,1215.5,1217.6,1219.0,1232.4,1231.9,1238.5,1237.6,1233.1
7,X,False,4558.6,4560.0,4566.9,4569.7,4568.4,4577.0,4573.3,4577.3,4588.0,4584.5,4589.8,4576.3,4578.4,4572.3,4577.1,4569.3,4571.9,4561.1,4555.1,4558.9,4560.4,4567.4,4572.8,4567.0,4560.7,4565.0,4557.4,4549.4,4560.0,4542.1,4543.8,4534.7,4539.5,4529.8,4527.0,4522.5,4544.6,4536.2,4538.2,4544.4,4541.0,4532.7,4532.4,4536.8,4531.7
8,X,False,827.95,838.45,846.02,842.72,844.96,844.17,848.82,855.06,855.22,855.09,857.4,849.34,852.39,854.7,853.81,851.6,851.53,854.2,852.68,854.88,851.65,853.81,854.5,848.93,842.9,843.95,844.58,838.53,842.17,847.52,839.93,836.2,834.69,831.33,834.88,834.35,841.82,840.51,839.39,845.16,841.13,839.88,847.5,843.13,845.74
9,X,True,1909.1,1909.1,1930.8,1933.3,1923.0,1923.1,1911.3,1915.0,1927.2,1930.3,1925.7,1928.7,1926.2,1921.8,1917.1,1926.7,1923.5,1925.1,1929.9,1924.9,1920.9,1921.7,1921.2,1917.5,1931.1,1918.2,1931.4,1926.7,1916.0,1913.4,1902.0,1914.4,1912.8,1921.0,1910.9,1903.6,1908.2,1898.7,1899.6,1903.0,1904.0,1897.2,1896.1,1908.0,1904.4
10,X,False,2157.9,2143.0,2145.5,2129.3,2143.0,2130.9,2143.4,2129.2,2119.7,2153.2,2142.3,2149.7,2134.4,2145.9,2150.3,2162.1,2148.0,2144.1,2155.6,2164.3,2149.3,2144.3,2127.9,2123.9,2130.3,2123.3,2101.0,2131.7,2125.9,2102.9,2122.4,2103.9,2105.2,2094.8,2080.6,2080.3,2091.0,2073.6,2061.7,2052.4,2051.6,2039.5,2029.0,1996.4,1977.9
11,X,False,2338.0,2334.4,2333.7,2322.2,2331.7,2330.6,2329.5,2330.5,2341.4,2348.8,2335.4,2346.9,2346.0,2338.5,2340.2,2343.1,2347.2,2352.6,2358.1,2360.8,2362.2,2372.1,2366.0,2375.1,2386.3,2398.9,2390.3,2399.9,2406.1,2402.7,2399.1,2406.5,2412.2,2408.8,2412.8,2417.9,2417.6,2413.8,2417.0,2419.0,2407.2,2412.8,2430.0,2434.0,2450.3
12,X,False,2366.6,2373.5,2376.2,2379.1,2375.3,2382.6,2373.1,2373.9,2378.5,2375.9,2389.5,2388.3,2385.5,2389.6,2381.6,2375.8,2363.5,2353.1,2347.5,2350.1,2353.0,2358.8,2370.5,2360.4,2356.5,2366.1,2355.0,2360.7,2366.9,2369.9,2366.1,2375.7,2372.8,2373.7,2371.6,2366.2,2370.0,2373.1,2364.5,2361.0,2369.4,2359.8,2357.6,2360.2,2363.4
13,X,False,2177.5,2171.4,2176.2,2170.5,2169.6,2172.4,2156.9,2162.0,2163.1,2160.8,2153.3,2150.3,2154.7,2143.4,2143.0,2140.7,2143.7,2146.5,2143.1,2145.8,2142.2,2147.3,2148.6,2154.4,2158.4,2159.9,2168.1,2165.6,2168.9,2173.7,2166.3,2168.3,2166.8,2166.0,2174.4,2170.9,2163.7,2161.7,2154.1,2163.2,2162.3,2156.2,2164.2,2163.9,2160.3
14,X,False,1513.6,1504.7,1490.5,1504.4,1515.5,1520.5,1513.4,1515.6,1522.4,1530.7,1526.7,1540.3,1543.5,1549.3,1563.5,1558.1,1565.0,1559.2,1558.0,1558.8,1552.3,1563.1,1571.9,1572.6,1574.7,1572.9,1570.8,1578.8,1574.5,1567.7,1576.1,1573.5,1573.6,1561.3,1574.2,1574.8,1574.1,1571.5,1570.5,1572.6,1579.9,1577.5,1567.2,1575.0,1565.6
15,X,False,4538.5,4545.5,4556.8,4566.7,4556.3,4563.3,4552.4,4542.2,4552.1,4541.3,4540.3,4534.5,4523.9,4524.5,4515.7,4516.9,4516.9,4500.1,4495.9,4482.1,4479.4,4484.0,4480.1,4474.5,4470.5,4483.4,4476.6,4468.8,4470.3,4464.1,4455.4,4448.3,4439.2,4443.2,4436.2,4427.0,4430.4,4417.0,4409.2,4404.0,4399.9,4387.4,4390.8,4379.3,4388.4
16,X,False,89.82,89.58,103.24,108.87,112.23,116.21,127.03,146.89,148.47,172.25,184.82,196.32,216.42,228.94,239.73,252.28,282.13,307.06,326.39,344.07,348.02,361.11,382.23,384.62,380.45,394.01,409.24,418.47,444.26,458.87,471.05,479.85,497.49,512.56,525.44,544.05,572.38,586.52,621.19,616.18,644.91,669.42,686.44,711.68,724.44
17,X,False,1443.5,1410.5,1388.7,1368.6,1357.7,1313.1,1307.9,1268.6,1256.4,1215.1,1170.7,1166.5,1113.7,1130.9,1086.4,1103.8,1100.7,1081.7,1093.2,1098.1,1100.4,1098.3,1108.4,1096.8,1089.4,1075.1,1062.1,1030.7,1010.2,996.84,982.08,958.56,949.98,905.96,888.48,874.37,857.64,826.66,814.77,814.38,790.7,781.7,776.47,769.46,748.95
18,X,False,408.5,402.58,400.8,386.99,383.22,380.21,385.79,391.58,388.11,369.87,361.2,367.25,366.53,367.46,355.51,353.36,349.65,342.75,341.31,359.18,396.04,412.35,416.95,410.14,413.26,416.31,416.9,421.01,422.56,416.84,417.1,425.54,423.36,426.99,423.73,429.59,433.69,430.43,432.22,431.41,439.9,435.07,426.86,425.92,426.72
19,X,False,3656.5,3642.1,3649.7,3652.5,3648.5,3618.7,3639.0,3642.6,3627.4,3663.8,3640.4,3615.8,3609.5,3624.0,3618.7,3608.7,3623.0,3613.4,3611.3,3631.1,3633.5,3616.5,3612.6,3642.9,3627.1,3659.8,3638.7,3629.8,3633.9,3628.6,3629.5,3639.2,3661.3,3644.2,3665.3,3674.2,3659.3,3661.7,3660.1,3673.1,3663.6,3663.0,3658.6,3664.6,3658.9
20,X,True,6808.2,6833.4,6837.2,6823.0,6802.2,6818.7,6800.4,6793.5,6787.0,6775.5,6772.6,6789.2,6801.7,6794.2,6768.0,6758.4,6765.0,6773.3,6758.6,6760.9,6773.3,6753.9,6758.1,6742.8,6748.4,6746.3,6752.1,6728.1,6721.8,6707.1,6690.4,6681.2,6672.8,6667.8,6640.0,6623.3,6614.1,6595.2,6552.6,6547.9,6534.7,6547.8,6552.7,6527.6,6507.2
21,X,False,1408.9,1417.1,1412.1,1404.9,1410.3,1421.9,1411.1,1405.2,1414.8,1415.7,1421.1,1424.3,1429.1,1420.3,1424.1,1416.4,1413.3,1422.8,1423.1,1410.7,1406.2,1408.0,1408.7,1410.7,1415.0,1421.4,1417.3,1426.7,1423.4,1427.1,1435.7,1427.5,1428.7,1428.2,1419.9,1418.4,1427.8,1425.9,1436.9,1448.1,1443.8,1444.4,1458.8,1456.2,1455.4
22,X,True,1213.8,1218.6,1229.8,1233.9,1236.6,1238.1,1235.1,1235.2,1248.2,1250.0,1251.1,1243.8,1245.9,1247.1,1249.6,1241.4,1254.1,1266.9,1259.3,1255.9,1257.8,1259.3,1263.6,1265.5,1274.3,1276.6,1267.3,1260.6,1265.1,1274.2,1269.6,1270.7,1266.4,1263.6,1262.0,1263.0,1262.9,1266.2,1265.8,1252.7,1261.1,1250.6,1252.8,1248.4,1253.6
23,X,False,188.9,215.99,242.22,259.14,277.4,306.41,320.53,342.53,365.3,380.2,402.92,428.13,443.41,468.13,494.22,489.24,510.66,515.05,523.27,529.16,544.29,553.35,578.78,598.76,618.84,628.94,652.38,682.47,695.02,728.34,744.48,763.47,788.78,808.97,822.68,824.0,833.66,853.2,875.01,900.67,909.42,926.33,933.78,961.3,979.44
24,X,True,1483.2,1492.0,1492.9,1494.1,1500.9,1491.2,1493.9,1495.1,1502.2,1502.3,1507.4,1500.1,1496.6,1499.5,1506.8,1510.1,1509.8,1512.0,1516.2,1523.8,1536.0,1541.4,1540.6,1550.5,1550.6,1554.4,1556.7,1552.5,1556.2,1560.0,1566.5,1566.3,1561.1,1564.8,1560.7,1558.1,1570.0,1574.1,1571.4,1572.4,1573.0,1580.7,1587.5,1580.8,1575.6
25,X,True,1506.8,1510.1,1509.8,1512.0,1516.2,1523.8,1536.0,1541.4,1540.6,1550.5,1550.6,1554.4,1556.7,1552.5,1556.2,1560.0,1566.5,1566.3,1561.1,1564.8,1560.7,1558.1,1570.0,1574.1,1571.4,1572.4,1573.0,1580.7,1587.5,1580.8,1575.6,1574.5,1568.6,1571.7,1570.7,1568.9,1565.0,1560.7,1562.5,1556.7,1554.4,1552.5,1543.5,1536.7,1536.1
26,X,False,1763.1,1759.3,1756.6,1767.5,1767.5,1776.2,1764.9,1778.9,1772.9,1781.5,1789.1,1782.0,1766.0,1742.9,1732.3,1720.6,1711.2,1701.0,1674.6,1664.6,1645.3,1623.5,1591.1,1558.5,1535.4,1494.2,1480.7,1452.4,1404.5,1374.1,1336.4,1299.3,1287.0,1231.5,1213.3,1202.5,1159.0,1154.0,1130.9,1109.8,1075.8,1046.6,1029.1,996.03,980.7
27,M,False,164.03,171.01,171.18,169.53,173.93,174.22,175.39,174.06,179.17,177.46,180.69,179.62,180.73,183.35,186.05,186.37,186.77,182.08,180.56,184.63,186.39,185.09,188.04,186.3,192.57,187.92,189.12,191.81,193.17,184.59,185.67,188.96,189.12,190.05,187.69,187.75,191.87,191.67,192.89,194.41,200.6,203.71,208.05,207.79,211.48
28,M,False,48.476,50.121,51.489,51.712,53.285,60.28,68.363,70.523,79.266,81.741,84.341,85.827,94.964,91.788,86.795,98.236,99.933,98.273,108.97,109.15,118.45,121.33,122.23,121.59,133.86,132.26,132.33,148.48,147.2,151.4,150.79,163.02,171.16,170.23,174.97,180.74,188.84,187.81,187.42,199.9,198.34,212.71,217.47,222.52,227.67
29,M,False,471.86,473.45,470.63,468.91,471.01,467.64,468.27,466.94,468.47,474.34,468.43,467.53,468.07,468.53,478.99,481.15,482.39,479.01,481.01,475.61,477.75,486.74,480.76,484.55,481.04,476.4,477.21,470.75,473.42,472.32,477.74,482.56,477.63,484.1,483.53,486.3,481.91,486.61,489.66,492.27,493.29,499.28,495.3,499.62,501.78
30,M,True,63.677,65.126,61.973,61.163,63.613,60.48,61.802,65.313,65.083,63.054,68.145,68.555,67.272,65.431,66.757,66.231,64.895,64.914,60.119,61.7,60.247,60.658,58.396,59.626,60.864,57.584,52.495,51.915,51.58,51.606,51.736,55.006,49.772,45.283,48.291,49.017,48.68,47.069,50.106,53.729,55.288,52.914,51.189,48.319,48.96
31,M,False,422.14,430.61,428.99,424.92,424.41,420.07,420.92,437.04,430.28,426.21,431.96,435.4,446.71,442.76,442.94,456.54,452.77,461.31,462.45,459.2,469.26,457.07,452.15,453.15,450.06,462.62,459.68,464.5,472.92,464.48,463.3,463.75,471.33,480.82,488.13,487.58,494.47,504.08,504.84,516.63,516.52,512.0,520.33,530.1,526.95
32,M,False,528.4,515.14,514.26,518.12,516.2,510.46,510.05,520.75,523.44,525.65,520.31,515.51,524.21,520.53,514.67,513.88,513.62,500.76,509.35,516.59,516.73,514.52,511.24,507.46,503.74,502.05,502.21,503.94,503.68,494.65,510.52,518.92,514.34,509.99,497.64,496.2,500.61,500.93,507.49,498.43,513.04,513.08,518.75,517.71,513.3
33,M,False,242.96,240.66,243.66,245.29,250.75,242.25,241.13,242.16,239.23,246.74,268.4,262.21,277.66,282.63,282.99,275.3,271.14,276.15,281.59,271.09,272.69,269.48,271.23,284.96,289.02,291.59,287.46,288.93,298.75,307.99,310.82,320.32,324.51,335.62,337.4,338.67,353.19,361.64,366.49,371.89,373.88,376.61,385.02,388.92,392.53
34,M,True,301.05,302.57,302.68,309.29,315.17,318.66,321.97,325.36,333.53,341.74,343.77,351.51,355.08,358.79,362.05,363.67,365.64,365.32,372.03,370.62,373.75,384.79,389.55,393.2,394.49,395.85,393.55,398.68,400.5,410.51,411.58,411.05,415.67,418.78,419.77,425.54,432.19,431.08,438.25,441.97,448.23,457.67,463.36,470.03,475.45
35,M,True,837.61,844.88,848.57,853.25,854.26,856.14,861.7,863.81,871.75,879.8,882.63,885.37,890.22,887.46,885.0,891.58,897.72,900.68,895.21,897.96,899.36,902.84,905.85,905.85,904.78,909.4,913.49,917.11,917.43,918.01,919.36,922.75,922.57,923.63,923.22,925.6,931.93,929.61,928.18,929.41,935.43,937.69,942.44,945.31,946.55
36,M,False,348.72,356.13,351.15,358.8,356.2,360.24,368.74,377.71,389.7,398.77,413.02,418.68,414.26,417.41,426.04,426.71,441.09,434.32,435.69,451.16,454.1,453.46,459.13,460.64,459.0,465.58,465.86,471.04,474.8,463.14,464.19,469.75,470.58,472.63,474.19,473.72,465.15,472.67,481.82,489.21,495.28,501.07,509.44,513.07,517.09
37,M,False,1096.3,1101.1,1103.3,1101.4,1102.9,1102.7,1098.7,1095.4,1099.1,1102.1,1097.4,1098.1,1101.6,1101.6,1105.0,1103.9,1109.2,1112.6,1114.8,1116.0,1121.4,1126.6,1119.5,1117.2,1115.9,1117.6,1117.6,1115.6,1121.0,1112.4,1116.9,1117.4,1117.7,1109.2,1114.6,1118.1,1116.3,1115.0,1112.2,1102.4,1104.8,1095.4,1094.1,1095.3,1096.9
38,M,True,1106.2,1103.5,1105.1,1111.4,1119.1,1122.2,1121.9,1130.1,1124.7,1123.7,1120.8,1117.0,1125.8,1124.8,1124.6,1120.8,1117.8,1119.2,1125.9,1129.7,1130.4,1125.9,1132.2,1131.8,1129.0,1128.0,1127.8,1129.6,1135.2,1135.4,1136.1,1143.9,1143.1,1135.7,1136.7,1145.5,1136.2,1142.3,1139.8,1128.5,1125.1,1121.8,1120.5,1123.6,1119.6
39,M,True,720.14,716.9,722.06,710.82,713.41,717.54,726.02,731.0,730.64,726.72,727.23,725.72,721.57,719.9,722.64,722.54,725.9,717.05,707.44,707.71,711.83,716.97,709.54,707.1,711.13,709.24,709.12,712.15,709.35,711.97,711.27,714.69,718.43,718.59,715.33,716.63,718.42,718.03,712.66,708.18,709.07,707.96,713.36,715.68,718.8
40,M,False,1120.8,1117.8,1119.2,1125.9,1129.7,1130.4,1125.9,1132.2,1131.8,1129.0,1128.0,1127.8,1129.6,1135.2,1135.4,1136.1,1143.9,1143.1,1135.7,1136.7,1145.5,1136.2,1142.3,1139.8,1128.5,1125.1,1121.8,1120.5,1123.6,1119.6,1124.0,1117.5,1120.2,1118.1,1107.6,1107.4,1110.7,1112.1,1115.9,1107.5,1105.1,1119.0,1115.0,1114.2,1110.7
41,M,False,707.44,707.71,711.83,716.97,709.54,707.1,711.13,709.24,709.12,712.15,709.35,711.97,711.27,714.69,718.43,718.59,715.33,716.63,718.42,718.03,712.66,708.18,709.07,707.96,713.36,715.68,718.8,720.21,720.24,723.59,725.06,727.6,746.75,749.51,743.27,744.29,745.41,748.02,750.46,753.06,761.18,764.8,766.61,763.47,767.84
42,M,False,744.29,745.41,748.02,750.46,753.06,761.18,764.8,766.61,763.47,767.84,772.55,773.89,775.92,777.91,781.9,785.53,785.35,791.12,794.74,794.85,805.47,807.38,812.18,816.74,825.69,825.52,833.45,833.23,842.61,847.69,848.58,856.32,855.96,855.97,864.77,870.04,877.38,888.91,888.68,894.47,896.99,902.07,903.97,912.22,920.3
43,M,False,591.66,597.54,594.07,591.11,595.15,600.49,600.84,598.06,600.26,599.6,594.63,601.62,608.1,596.26,594.66,599.37,602.78,604.12,601.96,605.01,600.91,602.5,610.53,605.15,601.74,606.96,608.89,612.25,612.55,616.86,614.01,612.6,606.85,606.36,604.16,596.28,599.8,608.04,607.21,604.99,607.5,616.34,616.2,615.22,620.56
44,M,True,2066.4,2068.2,2067.2,2071.6,2070.9,2072.3,2067.8,2073.1,2082.0,2086.1,2087.6,2099.8,2106.3,2099.5,2117.7,2116.0,2116.9,2112.2,2113.0,2114.2,2111.5,2107.0,2114.2,2126.5,2128.0,2129.0,2126.2,2132.9,2132.4,2127.5,2130.6,2132.5,2121.0,2124.4,2134.4,2139.6,2140.2,2130.1,2139.6,2130.4,2135.0,2127.7,2130.0,2122.8,2121.4
45,M,True,913.34,918.82,915.47,907.71,919.64,924.02,924.82,936.15,943.4,938.19,939.72,951.08,961.3,967.18,966.14,972.79,979.59,982.89,1000.2,995.78,998.73,1010.0,1005.7,997.74,1005.7,988.17,1001.3,1000.5,1003.7,1019.4,1021.2,1032.1,1032.4,1036.3,1031.3,1033.6,1042.4,1046.6,1034.7,1048.8,1060.1,1052.4,1063.8,1075.4,1073.9
46,M,False,2116.0,2116.9,2112.2,2113.0,2114.2,2111.5,2107.0,2114.2,2126.5,2128.0,2129.0,2126.2,2132.9,2132.4,2127.5,2130.6,2132.5,2121.0,2124.4,2134.4,2139.6,2140.2,2130.1,2139.6,2130.4,2135.0,2127.7,2130.0,2122.8,2121.4,2122.0,2131.9,2120.5,2119.3,2111.1,2092.8,2098.9,2087.5,2090.6,2085.4,2075.7,2077.9,2078.1,2066.1,2073.7
47,M,False,2107.0,2114.2,2126.5,2128.0,2129.0,2126.2,2132.9,2132.4,2127.5,2130.6,2132.5,2121.0,2124.4,2134.4,2139.6,2140.2,2130.1,2139.6,2130.4,2135.0,2127.7,2130.0,2122.8,2121.4,2122.0,2131.9,2120.5,2119.3,2111.1,2092.8,2098.9,2087.5,2090.6,2085.4,2075.7,2077.9,2078.1,2066.1,2073.7,2065.9,2057.4,2059.6,2054.8,2053.9,2051.2
48,M,False,962.46,961.67,960.64,961.95,961.5,958.65,961.15,959.74,952.79,951.18,952.5,950.32,953.79,944.69,943.63,947.13,944.63,942.67,937.79,943.53,943.63,937.76,934.87,929.13,933.59,930.43,939.75,937.59,931.78,928.32,928.17,926.25,928.84,932.2,923.0,924.61,922.66,920.29,925.41,918.05,908.86,917.11,914.82,918.01,918.4
49,M,False,1960.8,1949.7,1934.4,1922.2,1921.4,1909.2,1905.0,1889.1,1892.5,1874.5,1865.0,1871.7,1879.3,1873.1,1865.3,1851.4,1856.6,1849.5,1844.9,1826.9,1841.6,1821.7,1829.2,1820.2,1837.5,1826.9,1823.2,1816.2,1835.2,1825.8,1828.6,1842.2,1850.4,1850.2,1839.8,1859.6,1862.4,1867.3,1878.4,1874.9,1882.5,1882.4,1874.8,1885.7,1875.9
50,M,True,1281.5,1292.0,1289.6,1273.5,1283.8,1297.3,1298.7,1316.8,1291.1,1294.0,1289.5,1288.9,1302.8,1308.6,1301.8,1308.4,1327.7,1322.1,1347.8,1361.6,1358.9,1375.9,1386.7,1376.0,1366.3,1356.9,1361.9,1379.8,1374.1,1381.0,1383.1,1400.6,1422.2,1442.3,1451.4,1443.2,1460.8,1467.3,1462.5,1457.7,1452.0,1464.5,1482.1,1485.0,1496.3
51,M,False,1376.0,1366.3,1356.9,1361.9,1379.8,1374.1,1381.0,1383.1,1400.6,1422.2,1442.3,1451.4,1443.2,1460.8,1467.3,1462.5,1457.7,1452.0,1464.5,1482.1,1485.0,1496.3,1502.9,1488.2,1492.5,1493.9,1483.4,1490.0,1496.5,1503.0,1527.0,1544.3,1547.0,1540.9,1552.2,1564.6,1558.4,1550.6,1550.8,1555.2,1542.9,1553.4,1555.7,1562.7,1555.0
52,M,False,1553.4,1555.7,1562.7,1555.0,1563.2,1553.5,1570.2,1570.6,1562.9,1558.1,1566.6,1566.7,1579.1,1582.0,1582.4,1564.4,1568.6,1563.9,1572.7,1574.1,1572.6,1580.9,1593.2,1591.4,1599.0,1610.1,1616.0,1633.4,1636.8,1643.3,1645.2,1644.7,1657.8,1673.0,1678.7,1689.9,1685.0,1677.7,1673.5,1681.9,1682.8,1698.6,1687.1,1680.9,1671.7
53,M,False,1673.5,1681.9,1682.8,1698.6,1687.1,1680.9,1671.7,1677.9,1677.4,1682.7,1692.5,1685.7,1702.8,1698.3,1693.1,1687.4,1688.0,1708.8,1698.0,1694.2,1708.1,1694.5,1675.9,1664.9,1668.2,1664.0,1644.6,1634.6,1631.9,1605.6,1595.5,1588.8,1559.1,1536.5,1527.1,1545.3,1520.4,1497.0,1497.3,1506.3,1498.4,1502.2,1510.0,1509.6,1515.9
54,M,False,1677.4,1682.7,1692.5,1685.7,1702.8,1698.3,1693.1,1687.4,1688.0,1708.8,1698.0,1694.2,1708.1,1694.5,1675.9,1664.9,1668.2,1664.0,1644.6,1634.6,1631.9,1605.6,1595.5,1588.8,1559.1,1536.5,1527.1,1545.3,1520.4,1497.0,1497.3,1506.3,1498.4,1502.2,1510.0,1509.6,1515.9,1528.9,1525.3,1510.8,1501.2,1511.0,1525.5,1524.0,1513.0
55,M,True,1334.0,1340.0,1338.2,1343.0,1340.0,1335.7,1336.9,1342.9,1347.5,1343.9,1348.3,1344.0,1350.0,1355.8,1356.0,1361.0,1361.8,1364.2,1369.3,1361.9,1368.9,1368.1,1372.9,1376.0,1378.6,1387.7,1385.0,1390.5,1397.4,1398.1,1394.3,1394.5,1399.1,1409.2,1407.1,1408.2,1406.5,1405.2,1403.0,1407.9,1404.0,1398.9,1395.8,1395.6,1402.3
56,M,False,1355.8,1356.0,1361.0,1361.8,1364.2,1369.3,1361.9,1368.9,1368.1,1372.9,1376.0,1378.6,1387.7,1385.0,1390.5,1397.4,1398.1,1394.3,1394.5,1399.1,1409.2,1407.1,1408.2,1406.5,1405.2,1403.0,1407.9,1404.0,1398.9,1395.8,1395.6,1402.3,1405.9,1405.8,1406.5,1403.0,1397.5,1399.0,1399.5,1399.3,1399.5,1396.3,1399.7,1405.1,1402.4
57,M,True,917.15,916.4,911.38,909.64,904.76,905.35,905.42,908.92,918.44,909.05,902.75,898.31,890.65,891.72,885.89,880.6,880.01,876.05,875.01,867.79,868.34,866.6,864.0,857.37,865.09,859.22,863.81,867.32,862.7,861.49,860.24,863.45,860.64,866.82,856.09,859.24,866.51,862.88,860.96,858.97,856.76,857.12,853.95,858.41,855.63
58,M,False,925.79,913.59,913.87,916.37,920.37,937.13,944.06,943.99,938.59,949.27,938.81,944.73,938.51,942.41,960.28,949.22,960.86,966.79,963.14,964.02,960.58,972.65,973.2,969.44,962.44,974.59,970.77,981.45,983.03,990.29,1001.1,997.23,992.92,1001.4,1005.4,994.69,999.57,982.81,981.44,987.48,979.41,974.5,988.16,986.48,981.68
59,M,False,1566.1,1565.8,1579.9,1579.7,1584.4,1591.1,1586.8,1590.0,1591.1,1592.0,1595.1,1599.4,1595.4,1596.7,1594.1,1595.7,1588.0,1589.4,1590.8,1587.1,1584.2,1582.2,1589.0,1588.4,1587.7,1573.3,1571.3,1567.4,1565.6,1569.3,1567.8,1577.5,1569.6,1570.2,1570.7,1577.3,1585.0,1592.6,1585.4,1579.5,1593.4,1595.7,1592.3,1595.0,1600.7
60,M,True,1319.1,1320.0,1319.3,1330.9,1327.8,1338.8,1337.9,1340.7,1352.9,1352.3,1342.7,1356.1,1362.1,1359.1,1357.1,1364.7,1366.1,1373.4,1371.1,1368.0,1370.0,1366.5,1367.4,1366.5,1375.6,1372.6,1391.7,1419.7,1406.2,1403.2,1405.4,1411.4,1410.5,1408.1,1400.8,1405.4,1401.3,1402.0,1409.7,1407.2,1410.3,1431.0,1430.4,1421.1,1410.7
61,M,False,1467.9,1472.8,1482.0,1488.8,1492.7,1515.5,1515.7,1511.1,1535.2,1534.1,1528.4,1527.5,1526.4,1540.5,1543.9,1537.2,1548.0,1560.7,1562.7,1558.5,1568.1,1572.2,1551.1,1562.6,1562.5,1577.0,1588.0,1592.5,1586.5,1600.8,1608.6,1607.0,1615.9,1621.7,1624.1,1635.1,1656.4,1668.5,1671.6,1668.2,1662.1,1672.5,1687.0,1677.8,1690.2
62,M,True,821.33,822.2,822.33,831.99,840.72,844.95,853.13,856.12,859.45,882.23,888.76,892.36,894.49,889.81,903.97,903.53,901.18,908.65,907.91,918.13,913.62,910.85,913.22,920.78,924.39,940.84,931.53,932.85,940.05,952.75,955.24,955.25,960.4,958.65,972.52,972.25,975.8,987.83,986.63,997.57,995.34,998.05,992.13,996.18,1006.9
