,FLARE_TYPE,COINCIDENCE,MEANGBT_1,MEANGBT_2,MEANGBT_3,MEANGBT_4,MEANGBT_5,MEANGBT_6,MEANGBT_7,MEANGBT_8,MEANGBT_9,MEANGBT_10,MEANGBT_11,MEANGBT_12,MEANGBT_13,MEANGBT_14,MEANGBT_15,MEANGBT_16,MEANGBT_17,MEANGBT_18,MEANGBT_19,MEANGBT_20,MEANGBT_21,MEANGBT_22,MEANGBT_23,MEANGBT_24,MEANGBT_25,MEANGBT_26,MEANGBT_27,MEANGBT_28,MEANGBT_29,MEANGBT_30,MEANGBT_31,MEANGBT_32,MEANGBT_33,MEANGBT_34,MEANGBT_35,MEANGBT_36,MEANGBT_37,MEANGBT_38,MEANGBT_39,MEANGBT_40,MEANGBT_41,MEANGBT_42,MEANGBT_43,MEANGBT_44,MEANGBT_45
1609,B,False,68.307,69.72,68.771,69.634,69.687,70.817,72.647,70.555,70.089,70.651,69.178,70.499,69.174,71.597,71.068,71.5,71.962,72.34,74.299,72.417,73.424,73.581,72.93,73.842,73.747,75.314,73.889,75.089,75.042,73.243,73.916,75.957,74.82,73.464,74.122,72.124,71.975,71.967,75.605,76.103,71.275,71.981,74.117,72.079,75.046
1610,B,False,69.26,48.884,65.269,43.046,45.748,46.264,44.114,47.264,47.215,48.496,40.635,47.523,46.081,43.883,44.844,44.007,44.065,43.443,56.569,44.619,45.987,47.991,45.911,48.661,47.182,47.213,46.738,47.693,50.245,46.902,46.204,47.319,47.142,48.843,45.568,52.645,46.55,47.756,48.263,49.167,48.786,48.781,49.53,50.71,51.6
1611,B,False,110.27,110.25,110.62,110.04,110.83,110.43,110.22,110.44,108.13,109.0,108.59,105.7,106.67,104.39,105.27,104.16,103.49,104.76,103.78,105.71,104.84,104.01,105.63,107.05,108.46,109.25,109.0,111.98,110.68,109.66,111.87,111.92,111.02,111.84,110.61,110.71,111.06,110.29,109.25,108.34,106.64,104.67,104.07,103.98,102.16
1612,B,False,97.398,98.296,98.317,99.867,99.943,101.48,102.75,102.97,102.89,102.95,101.39,99.478,99.39,98.676,98.748,99.32,98.526,98.919,101.15,103.26,104.08,106.02,108.13,108.93,109.16,109.27,109.85,109.61,112.01,109.92,109.54,108.01,107.73,108.72,108.56,106.67,106.16,105.05,104.12,103.66,103.2,104.06,104.04,104.04,103.88
1613,N,False,144.43,143.89,141.13,144.32,141.2,140.88,134.06,133.43,133.33,133.94,134.44,130.12,131.78,133.45,131.67,133.05,134.54,136.03,135.34,136.02,135.06,136.95,137.4,135.58,140.16,139.15,137.74,137.92,138.91,134.98,130.0,133.83,132.37,134.39,131.2,129.21,128.88,126.77,125.53,126.32,126.97,125.69,127.13,129.01,129.59
1614,N,False,183.84,177.0,173.57,170.68,170.25,171.92,178.89,178.09,181.73,179.12,166.0,170.6,169.15,163.55,164.79,150.14,157.75,163.04,166.17,165.77,159.73,158.96,162.29,163.6,168.09,168.01,174.77,171.37,176.34,177.8,173.08,174.45,178.81,173.04,174.11,180.3,166.01,165.71,175.68,167.62,185.4,172.92,170.21,162.82,164.26
1615,N,False,168.15,168.88,157.75,153.67,161.53,158.38,157.13,155.07,153.87,153.68,157.52,158.5,156.4,162.75,162.69,167.97,162.15,158.03,157.24,155.07,156.03,160.66,160.98,165.32,172.83,169.59,167.99,167.33,172.16,169.34,176.64,178.15,167.62,171.62,169.05,168.33,171.02,167.71,164.13,160.63,157.22,152.89,148.05,147.46,142.03
1616,N,False,118.28,117.07,117.67,116.58,118.67,119.29,116.29,116.08,118.19,117.41,118.54,117.65,119.01,115.95,115.34,115.17,114.7,110.36,110.11,110.83,107.93,104.54,102.23,102.15,103.44,100.49,99.741,97.32,95.51,95.697,98.367,100.61,102.21,98.51,98.826,96.314,97.579,99.5,100.56,101.18,100.03,100.55,101.15,102.47,100.24
1617,N,False,127.05,126.16,129.44,127.37,122.81,122.07,118.77,114.84,117.16,122.82,116.06,118.94,120.97,124.4,120.52,122.13,126.92,123.29,123.13,119.37,122.57,125.46,119.96,120.24,127.11,126.47,126.81,130.04,124.75,139.35,136.51,126.02,121.21,124.62,129.27,128.38,130.09,137.72,138.65,145.08,136.49,134.56,138.02,133.5,134.93
1618,N,False,144.38,139.99,137.28,138.13,139.57,134.57,137.18,130.43,127.48,126.46,129.15,133.08,130.6,132.2,138.04,140.53,142.3,141.29,140.31,142.17,137.81,134.14,135.49,130.52,133.67,132.51,132.78,133.51,137.56,137.49,138.36,135.92,137.55,139.98,143.16,143.56,152.33,150.27,150.34,149.0,152.19,156.3,155.55,150.14,148.23
1619,N,False,136.12,130.52,134.07,135.14,131.33,130.83,135.25,136.52,130.23,131.18,133.76,133.88,133.16,138.34,146.47,145.68,150.1,148.1,148.49,151.29,152.72,150.49,150.69,154.25,155.15,153.34,150.81,153.02,145.57,146.0,140.45,138.4,147.16,143.19,142.86,141.87,142.95,137.05,133.11,133.04,134.34,133.25,136.78,138.13,136.18
1620,N,False,112.27,112.62,109.12,111.01,111.61,109.62,108.59,109.46,107.34,107.4,112.3,113.47,112.34,112.13,111.14,113.61,116.07,119.35,116.96,116.77,119.49,124.11,124.32,127.65,131.7,131.63,130.59,127.02,125.65,125.26,127.2,128.08,128.37,123.83,122.48,121.83,119.58,119.12,116.45,118.48,119.96,118.43,118.4,117.88,115.84
1621,N,False,118.57,119.89,123.39,125.88,130.58,133.42,133.32,135.32,131.74,135.15,133.48,134.74,132.89,131.23,128.66,126.59,129.56,127.86,126.61,127.95,126.38,128.55,126.87,126.29,125.28,127.03,125.4,123.51,120.97,120.51,125.71,126.38,130.74,130.2,129.76,133.73,133.64,129.03,128.99,127.37,126.43,129.44,127.25,126.99,127.34
1622,N,False,164.41,178.39,178.34,174.75,166.8,164.69,170.38,171.23,165.29,169.8,173.27,178.12,173.86,175.35,183.25,178.36,182.88,179.36,179.99,185.0,183.14,180.92,185.58,190.12,173.57,171.29,171.04,174.69,173.43,169.76,162.33,165.15,162.75,151.7,148.92,147.09,148.08,145.97,153.97,155.7,159.41,161.23,160.79,161.9,166.79
1623,N,False,125.22,123.12,123.72,118.17,117.37,116.84,116.13,113.94,116.49,117.08,117.12,114.82,116.4,112.49,113.09,112.22,113.72,112.68,114.35,113.13,113.55,111.91,112.63,112.83,117.64,114.91,114.88,117.43,112.72,116.27,120.67,122.24,119.42,113.89,112.57,111.95,110.71,110.5,113.97,115.55,113.97,112.72,110.95,110.71,114.01
1624,N,False,148.69,147.56,149.52,146.1,153.55,146.3,136.55,136.11,146.02,153.55,149.21,143.25,144.73,146.2,144.7,149.91,145.99,148.97,159.27,161.14,159.25,161.36,158.53,158.93,157.31,154.46,153.23,157.01,159.25,153.54,150.91,149.26,147.89,146.96,150.08,138.31,135.57,138.31,135.2,137.46,137.02,138.96,135.65,140.32,142.05
1625,N,False,126.51,125.3,125.62,124.94,127.84,124.71,122.65,123.46,126.53,126.16,127.98,127.73,125.57,127.55,128.68,127.81,126.7,126.88,125.77,123.21,124.47,122.53,121.41,124.1,123.06,117.26,114.23,116.18,117.52,116.88,115.96,115.44,114.48,112.12,114.94,115.08,118.53,116.59,114.37,116.67,114.66,115.81,115.22,114.83,114.88
1626,N,False,156.89,155.27,157.04,157.19,155.24,154.45,154.17,154.17,155.98,155.42,154.98,147.19,145.0,143.65,142.28,141.75,141.51,147.5,148.05,147.11,151.39,147.4,150.77,148.06,151.89,151.26,149.95,147.67,147.82,151.85,150.39,154.61,153.92,158.7,152.71,156.4,154.08,147.77,147.53,148.58,148.43,142.99,150.34,154.97,151.35
1627,N,False,145.8,143.13,146.14,145.47,145.93,145.4,142.18,142.37,143.8,148.49,152.1,148.98,149.88,151.04,148.85,148.09,145.11,146.51,144.28,146.98,147.21,149.92,148.65,152.4,155.88,156.24,154.81,154.61,147.41,145.19,149.08,153.1,150.52,145.45,143.02,145.46,149.51,148.56,143.68,143.01,144.94,139.84,142.73,144.99,141.38
1628,N,False,175.71,180.83,175.52,178.43,171.2,173.41,175.88,178.15,180.36,173.02,177.14,178.44,177.67,171.29,175.72,179.72,178.67,173.84,178.03,174.43,171.54,172.93,174.47,179.66,180.23,177.62,180.36,171.31,172.54,167.84,167.55,160.77,160.22,154.16,152.53,155.4,163.4,158.59,161.64,159.79,159.05,160.92,155.97,151.34,155.47
1629,N,False,132.0,130.06,128.66,128.69,128.92,131.63,131.49,130.89,132.07,134.5,133.89,132.8,133.34,132.12,133.93,137.14,135.38,135.4,136.54,138.36,138.87,135.48,136.66,133.98,131.76,130.06,131.36,133.96,133.54,131.87,129.24,131.13,132.98,134.2,136.29,134.17,135.53,137.29,136.98,135.37,136.52,136.73,136.99,137.13,138.37
1630,N,False,137.49,134.11,134.05,136.36,134.29,136.39,134.4,133.75,130.72,134.61,135.28,133.49,132.24,137.76,134.22,134.28,135.08,136.46,138.83,141.51,136.01,139.62,130.29,134.42,135.21,133.24,129.52,130.5,130.52,125.29,121.3,122.32,118.33,116.36,116.2,110.83,112.29,114.07,113.82,112.93,116.03,117.18,122.85,127.9,129.53
1631,N,False,151.91,142.87,144.87,146.41,145.39,146.95,144.19,140.67,144.19,142.25,141.47,137.24,140.41,139.63,140.18,138.76,142.04,139.37,139.4,139.67,141.25,145.98,143.4,146.04,148.23,154.68,157.5,161.37,158.38,163.4,160.02,160.13,160.57,161.94,156.59,158.3,159.55,155.24,153.81,157.1,152.49,153.26,154.54,150.37,146.77
1632,N,False,138.59,136.46,135.55,135.68,143.49,145.93,147.84,148.65,149.08,147.41,145.76,145.23,146.87,148.45,147.2,148.68,146.77,147.16,145.43,147.02,144.18,144.34,145.64,144.86,144.98,147.73,146.95,142.74,141.94,139.97,138.22,141.48,138.48,136.5,135.43,137.66,138.04,140.01,138.08,134.04,134.39,134.98,135.82,136.9,138.99
1633,N,False,132.39,121.1,115.44,108.64,108.69,107.68,108.17,103.68,99.719,98.224,94.484,98.735,99.179,100.5,102.08,115.36,115.9,132.58,140.21,131.24,140.98,133.08,135.17,137.3,131.09,138.07,133.61,130.48,138.01,134.56,126.71,125.92,127.09,131.03,126.8,131.05,129.25,128.75,131.55,131.76,131.99,133.95,141.05,144.14,145.75
1634,N,False,131.49,131.04,130.76,131.13,122.87,129.72,130.68,131.4,130.0,131.33,131.42,131.56,130.31,130.56,131.22,130.46,129.71,129.83,129.17,127.65,125.5,124.55,124.03,122.15,121.65,121.73,121.5,119.37,118.67,117.34,116.92,117.44,117.28,116.87,117.83,119.32,120.37,122.26,123.31,123.69,125.41,125.1,125.26,124.3,124.06
1635,N,False,121.5,121.18,119.07,117.82,116.93,116.42,115.4,115.04,115.63,114.86,116.9,117.25,118.23,119.47,120.38,121.88,123.28,123.92,124.73,125.66,124.79,124.2,123.58,122.69,122.37,121.26,120.57,120.18,118.82,118.65,117.84,117.26,116.7,116.93,117.36,117.01,117.04,117.5,117.84,117.27,117.76,117.77,117.5,116.97,116.81
1636,N,False,155.87,151.97,152.42,155.56,151.96,151.97,149.13,146.37,144.0,141.72,144.37,145.42,145.81,146.27,150.25,147.37,146.45,149.31,152.59,149.83,146.77,151.12,149.32,147.08,151.56,151.77,149.17,147.15,147.19,146.92,145.62,143.07,142.38,141.8,141.43,138.96,141.13,137.48,137.71,136.87,135.8,133.71,137.13,138.21,137.48
1637,N,False,106.82,106.74,106.68,106.76,106.85,106.81,106.61,106.78,107.8,109.1,109.2,109.48,109.34,109.87,111.12,111.25,111.46,111.49,110.76,110.36,108.99,108.35,107.97,107.93,108.08,108.03,107.82,107.78,108.39,108.49,108.66,108.38,109.64,110.44,111.05,111.33,112.68,113.22,113.69,114.31,115.09,114.97,115.02,114.89,114.21
1638,N,False,141.77,141.79,141.96,138.82,139.38,136.53,133.28,130.92,132.08,131.27,130.09,129.41,126.55,126.2,121.3,119.04,119.8,118.22,121.34,120.44,121.83,121.22,123.07,125.62,124.79,126.52,128.3,127.51,127.1,126.76,127.1,123.78,120.37,117.72,119.47,118.35,117.55,117.26,116.11,115.28,114.53,117.41,115.96,114.2,115.28
1639,N,False,131.7,132.65,135.03,134.33,133.47,135.02,136.24,135.82,136.57,136.11,136.34,135.46,133.76,134.54,136.16,134.65,135.98,136.23,134.35,135.5,132.79,133.26,133.63,134.55,134.18,132.91,132.64,133.51,134.04,130.77,132.47,130.39,128.46,127.46,127.52,127.45,126.39,126.9,123.3,126.15,125.57,126.44,127.59,129.29,131.54
1640,N,False,130.66,129.93,131.16,133.94,132.36,134.19,136.12,140.55,138.13,137.64,142.44,142.08,143.8,147.15,148.41,147.86,149.14,145.66,149.85,148.3,148.85,142.87,139.74,137.08,136.86,137.14,138.47,136.39,129.95,124.68,132.62,135.46,133.02,132.9,132.2,131.92,138.33,132.93,137.31,146.05,149.05,147.72,144.73,149.97,145.62
1641,N,False,147.08,144.2,143.96,142.86,147.37,149.35,146.48,152.82,152.45,151.37,145.96,149.76,149.45,155.41,159.13,152.29,145.21,150.22,150.14,153.34,152.19,150.41,150.01,145.75,147.91,148.73,139.36,148.22,144.47,143.04,141.79,146.46,144.87,149.73,144.83,145.87,142.56,146.1,146.62,143.35,136.67,137.81,140.37,142.31,141.28
1642,N,False,132.95,134.09,135.28,134.58,133.67,131.95,126.74,127.25,128.6,123.62,126.94,125.28,125.98,132.65,132.82,136.6,133.77,127.48,127.17,124.05,120.91,121.99,122.08,122.04,125.33,126.04,123.09,133.84,134.63,131.28,132.96,129.83,129.26,128.67,133.12,135.11,132.58,133.84,128.44,133.37,138.22,138.91,136.81,129.09,128.98
1643,N,False,143.39,144.39,139.55,138.49,136.73,139.38,140.33,137.35,141.76,139.81,135.68,130.03,138.07,142.07,141.59,142.63,146.41,147.78,143.24,144.88,146.53,142.98,142.7,136.86,143.94,142.86,142.53,141.17,142.84,140.16,140.93,141.56,144.44,138.72,142.86,137.99,138.07,143.57,151.34,139.81,141.32,138.7,136.12,137.82,144.66
1644,N,False,115.12,112.68,122.07,120.11,108.95,114.13,109.17,111.62,109.98,121.2,122.6,119.53,118.44,114.69,117.08,114.01,116.91,121.55,120.48,120.72,128.08,125.48,127.7,132.71,128.65,134.29,124.89,123.43,127.4,121.71,119.14,121.5,127.49,127.38,125.56,121.04,120.45,121.74,120.96,119.32,123.95,123.62,121.76,121.96,123.48
1645,N,False,100.7,99.87,101.21,98.833,100.12,99.237,98.653,97.639,95.98,97.314,98.317,98.136,98.183,97.192,97.128,101.06,100.81,99.93,99.956,99.871,99.515,99.175,99.325,103.36,102.55,100.9,99.286,99.579,98.603,98.754,101.33,101.4,101.14,100.05,102.24,103.45,105.87,105.24,103.15,102.29,101.82,104.46,105.76,104.17,104.48
1646,N,False,118.42,118.18,117.27,117.09,116.22,114.6,113.73,115.38,113.12,112.63,112.3,111.31,111.12,110.41,108.88,109.85,109.92,110.4,111.29,111.97,111.84,112.57,113.5,113.78,114.01,112.82,112.37,113.3,112.36,113.09,112.83,113.3,114.37,115.03,113.86,113.97,114.2,113.94,113.53,112.46,112.55,112.77,114.1,113.15,112.59
1647,N,False,141.33,138.69,134.06,136.51,139.7,139.64,134.67,134.36,130.13,128.46,132.72,129.39,129.47,124.38,128.06,128.92,128.65,128.52,123.91,126.53,126.3,131.06,126.71,131.11,130.22,128.38,129.37,129.33,129.92,130.43,132.59,128.5,126.57,128.64,128.78,127.27,123.79,126.09,125.79,127.87,128.79,132.21,131.86,130.27,128.85
1648,N,False,117.97,117.92,117.09,116.71,115.27,114.46,114.87,113.38,113.55,112.42,112.7,113.61,113.44,114.01,114.49,115.28,116.5,117.32,116.94,117.59,119.05,119.73,120.93,123.01,122.17,122.44,122.35,122.94,122.09,121.86,121.09,119.93,120.12,119.63,119.26,118.26,117.25,118.21,118.14,117.08,116.95,117.74,116.5,117.47,116.42
1649,N,False,165.43,173.31,168.31,170.18,176.74,181.27,177.5,174.03,167.86,163.06,167.11,168.77,166.79,161.13,163.91,171.13,173.17,169.13,166.22,166.29,162.2,160.85,155.7,156.12,152.39,146.44,149.01,157.93,155.43,154.06,155.69,164.79,158.26,149.69,144.73,141.32,138.34,146.6,148.03,144.76,160.81,153.9,156.81,164.36,155.63
1650,N,False,168.07,165.03,162.1,160.09,169.66,165.09,167.61,173.9,174.6,182.23,166.16,171.66,169.4,172.62,169.42,162.61,160.32,153.69,146.7,148.21,151.81,154.51,161.08,160.28,156.59,166.3,169.61,168.28,169.49,169.43,163.54,153.73,155.63,158.91,159.96,163.65,163.15,158.47,155.11,157.27,154.91,162.11,160.26,156.87,156.51
1651,N,False,128.6,121.46,125.5,124.94,125.6,130.52,127.24,123.55,125.99,124.64,126.84,130.74,130.5,130.33,123.44,124.38,125.44,116.57,118.1,126.78,116.65,113.77,113.47,107.04,106.75,110.35,108.48,111.81,110.36,107.41,108.07,106.22,112.65,116.98,115.76,108.86,106.83,111.39,116.81,122.21,119.02,116.13,113.97,107.18,111.7
1652,N,False,94.716,94.825,94.325,94.911,96.809,96.556,97.493,96.641,97.404,97.464,97.799,95.928,98.956,99.803,98.525,98.73,100.17,100.85,99.85,99.945,99.095,99.105,100.1,100.27,99.216,101.17,100.56,99.954,99.783,99.367,101.22,100.76,101.63,101.8,101.96,103.03,105.01,104.51,104.53,103.13,102.08,103.39,103.76,102.59,103.92
1653,N,False,99.766,100.39,100.05,100.04,99.945,100.53,100.21,100.11,100.49,100.46,100.11,101.0,101.17,100.87,101.16,100.72,101.09,101.81,101.92,101.73,102.26,102.62,102.5,102.64,103.09,102.62,103.21,103.62,103.05,103.02,102.69,102.88,102.98,103.46,104.22,104.9,105.27,106.13,106.32,106.75,107.23,108.47,108.55,108.19,107.83
1654,N,False,99.766,100.39,100.05,100.04,99.945,100.53,100.21,100.11,100.49,100.46,100.11,101.0,101.17,100.87,101.16,100.72,101.09,101.81,101.92,101.73,102.26,102.62,102.5,102.64,103.09,102.62,103.21,103.62,103.05,103.02,102.69,102.88,102.98,103.46,104.22,104.9,105.27,106.13,106.32,106.75,107.23,108.47,108.55,108.19,107.83
1655,N,False,147.83,142.53,139.31,139.99,136.78,135.96,138.48,141.39,140.47,138.93,138.05,139.97,139.73,142.61,140.25,144.97,145.69,145.8,147.53,147.49,148.04,145.89,147.0,149.71,147.35,147.56,149.29,148.07,142.98,142.07,146.2,146.45,144.45,147.83,147.98,148.76,150.52,150.77,151.72,154.81,154.05,154.43,153.54,153.8,150.4
1656,N,False,138.69,138.11,137.46,137.84,139.63,137.53,138.1,137.69,137.69,137.25,136.2,135.82,135.1,132.11,130.8,128.55,126.81,124.94,129.26,128.27,126.17,126.86,129.21,127.53,128.37,127.44,127.92,126.65,128.84,123.73,124.87,126.8,124.7,122.62,124.5,124.97,123.53,120.88,121.3,126.44,127.46,128.15,128.85,130.1,129.36
1657,N,False,128.78,134.33,135.28,133.16,129.3,131.64,135.73,133.69,128.04,127.2,126.44,130.84,127.16,127.48,127.64,125.57,121.6,121.23,123.26,121.88,126.75,121.16,124.41,125.12,120.66,119.08,120.51,122.89,121.38,119.18,121.01,122.4,125.19,124.63,119.95,120.81,117.74,120.69,118.17,115.36,113.83,116.15,113.45,113.83,116.95
1658,N,False,159.49,157.26,156.66,158.42,153.21,153.01,150.51,154.2,154.03,153.7,156.11,155.06,155.08,158.46,157.56,156.44,154.36,154.93,153.39,152.51,155.28,157.63,156.51,158.81,164.13,162.09,162.77,167.89,166.53,171.94,171.32,167.02,170.09,168.31,168.04,168.06,163.94,161.02,156.75,157.67,152.59,150.12,147.31,151.61,148.99
1659,N,False,126.67,125.44,127.92,127.12,126.6,128.16,128.8,130.74,126.87,127.92,128.14,128.06,127.31,127.75,128.34,127.01,126.78,126.02,128.24,129.21,125.47,128.58,130.02,130.54,131.82,131.81,133.0,131.8,134.42,132.39,128.46,130.33,130.23,130.36,128.48,127.6,127.81,130.17,129.8,128.15,127.14,125.11,123.06,120.65,120.11
1660,N,False,115.59,116.09,115.24,114.97,114.15,114.54,114.18,113.0,112.69,112.81,112.15,111.78,111.71,112.37,112.91,112.66,112.36,111.73,111.01,112.05,112.66,112.79,111.67,112.58,112.06,111.91,111.83,111.67,112.72,113.11,113.5,113.48,114.46,115.6,117.81,118.48,118.17,118.17,117.44,117.5,117.27,117.15,116.57,116.54,115.59
1661,N,False,139.03,138.86,139.35,137.27,138.01,134.5,140.33,138.47,138.05,133.95,134.75,139.68,137.58,134.86,136.2,136.11,136.99,140.42,138.99,135.29,140.0,138.05,133.95,135.04,135.07,135.3,132.0,133.37,132.42,136.29,135.18,132.75,131.75,129.81,129.14,130.61,128.99,128.13,126.72,127.49,122.62,124.77,125.16,126.06,127.88
1662,N,False,91.984,90.383,90.174,89.116,88.09,87.284,87.464,87.805,86.75,87.664,87.236,88.491,88.26,87.232,87.64,87.244,86.795,86.953,86.366,86.954,87.855,88.217,88.128,87.202,87.058,87.945,88.073,88.778,90.388,91.012,90.963,90.333,90.802,91.334,91.721,91.102,90.855,89.789,90.426,90.128,90.975,89.873,90.353,90.193,87.727
1663,N,False,153.94,156.07,162.36,155.57,149.4,152.87,151.6,159.46,156.46,162.21,159.38,156.67,163.82,159.33,160.36,156.5,152.69,152.52,148.68,145.83,149.73,141.49,142.82,135.88,135.55,140.5,142.27,138.66,143.92,155.68,150.05,152.33,151.05,159.97,159.19,160.28,149.78,138.53,144.02,142.14,144.88,141.97,143.0,138.67,142.78
1664,N,False,135.73,143.55,144.56,146.52,143.85,140.5,136.14,138.59,140.83,147.24,152.09,139.15,145.63,143.58,144.2,150.82,149.11,147.2,151.71,149.63,156.75,154.8,151.47,149.4,144.91,155.47,151.31,148.75,89.226,148.78,146.11,143.35,149.45,143.99,143.87,143.06,144.1,144.32,140.92,147.67,149.2,151.28,157.88,156.19,154.63
1665,N,False,130.32,134.8,134.78,134.1,133.33,134.47,134.01,130.99,131.24,131.45,131.47,131.0,131.66,130.24,130.39,130.8,132.06,131.24,131.43,131.68,130.98,129.98,131.93,133.62,134.24,134.16,133.03,100.64,134.5,132.07,128.53,126.96,126.37,125.53,125.35,126.76,126.6,125.07,126.87,128.29,130.14,129.97,130.75,132.67,133.99
1666,N,False,109.68,112.02,113.25,112.82,113.28,113.91,111.67,112.6,111.72,109.6,109.4,107.4,106.0,104.81,103.14,103.16,100.62,101.18,100.37,99.48,99.926,99.721,100.26,100.26,99.446,99.626,100.84,100.85,101.44,102.45,104.25,104.59,104.33,105.67,105.2,105.55,104.91,104.85,104.42,102.04,101.72,101.21,100.17,99.133,99.063
1667,N,False,101.52,123.99,126.32,103.81,127.06,128.3,129.3,130.05,129.52,129.87,131.24,130.38,128.76,129.55,128.68,127.58,126.62,125.88,127.12,127.14,128.45,130.19,129.9,128.91,125.08,125.43,123.67,125.17,125.45,125.19,123.53,118.76,115.65,118.7,118.14,118.54,118.87,121.43,124.02,123.28,126.05,124.94,129.13,129.12,131.14
1668,N,False,118.28,118.13,119.35,122.12,123.97,125.89,124.75,125.32,125.63,126.42,124.59,122.2,122.8,122.42,120.72,119.87,118.66,119.01,118.86,118.39,120.21,120.81,121.47,119.74,121.46,121.55,121.4,120.24,120.75,120.86,120.26,121.19,123.32,124.14,124.36,124.06,122.68,121.79,120.34,118.73,119.0,118.56,119.03,119.47,120.47
1669,N,False,134.23,131.73,131.74,129.68,131.66,132.26,132.32,133.87,135.95,137.3,140.62,140.83,140.17,140.68,139.3,139.16,138.03,134.41,136.07,132.7,136.94,133.03,134.89,130.97,130.31,129.76,131.56,129.45,134.9,133.59,136.39,136.38,136.01,135.79,137.18,135.9,134.9,133.96,138.19,137.93,137.18,137.22,138.11,136.83,137.02
1670,N,False,107.95,109.23,111.06,107.64,107.84,105.49,105.16,103.74,103.55,104.32,104.45,104.36,103.64,102.02,102.83,103.15,102.19,105.51,103.71,103.16,101.2,103.59,99.137,101.12,102.12,102.66,102.24,102.77,103.59,103.72,104.25,104.33,104.06,104.26,105.67,105.51,103.98,103.9,104.33,102.49,102.03,104.63,103.28,102.46,102.45
1671,N,False,113.09,112.81,112.73,111.7,111.85,110.33,111.12,110.84,110.93,111.55,112.37,111.34,111.68,112.88,114.3,114.99,115.39,116.16,115.32,114.9,114.87,114.35,114.6,113.19,111.11,109.62,108.62,107.77,107.43,107.32,106.93,106.08,106.51,106.44,107.93,108.69,109.38,110.69,112.35,112.8,113.34,112.67,113.58,111.86,110.7
1672,N,False,93.391,91.656,91.64,94.358,93.985,94.156,96.85,96.704,95.488,94.896,95.125,94.905,93.854,92.778,91.87,90.431,89.705,88.978,87.503,85.894,85.56,86.188,86.484,87.52,87.959,87.717,88.212,88.504,91.032,90.667,91.509,90.956,92.347,92.589,92.235,92.063,89.749,89.425,90.425,88.597,87.368,85.537,85.679,85.471,85.273
1673,N,False,127.59,127.15,126.37,125.82,126.98,126.5,126.23,127.51,128.95,127.72,128.77,130.24,128.64,128.05,129.31,130.06,129.99,129.82,131.45,131.91,130.76,129.89,129.92,132.18,131.6,128.76,130.16,128.98,129.55,130.02,128.91,129.65,130.25,130.31,127.96,125.94,127.02,126.37,126.34,126.45,126.44,126.23,129.97,130.63,130.04
1674,N,False,133.1,131.83,127.05,129.62,129.22,129.38,131.88,127.67,134.95,139.43,133.51,136.64,142.07,146.75,139.75,136.24,136.15,138.04,138.71,136.75,136.15,135.44,131.63,127.39,126.47,128.64,129.29,124.42,128.75,124.04,119.24,125.22,123.1,120.38,117.77,121.14,120.34,117.92,120.33,118.83,116.97,121.57,120.32,122.94,122.56
1675,N,False,106.38,107.35,107.93,107.98,107.22,107.19,108.98,107.8,108.95,108.73,108.41,108.4,107.49,107.05,105.77,106.04,105.01,104.28,104.02,104.57,103.85,103.17,103.04,102.25,102.78,101.36,101.92,101.78,101.03,100.25,100.17,102.33,102.29,105.18,105.56,105.21,107.59,108.98,108.39,109.52,109.03,109.16,106.87,107.41,108.07
1676,N,False,140.79,142.08,140.64,139.84,138.38,139.03,136.6,137.32,136.62,135.26,133.0,130.57,127.55,128.21,128.15,126.66,130.52,133.32,134.62,134.91,134.64,135.7,135.95,137.9,139.46,141.01,139.97,139.69,140.32,141.26,140.45,140.12,137.83,137.58,136.67,136.99,137.36,137.82,137.4,137.47,137.83,137.79,138.13,139.09,138.21
1677,N,False,109.11,108.17,107.55,108.07,106.63,106.3,104.88,103.93,103.03,103.75,102.85,103.71,102.72,103.52,105.0,105.56,104.47,105.51,105.85,106.35,108.05,109.06,109.28,109.88,111.87,110.63,111.28,110.88,109.49,108.61,108.64,107.7,106.44,106.92,106.75,107.48,107.98,108.7,109.08,108.31,108.54,109.32,109.17,108.73,109.57
1678,N,False,77.427,76.365,77.641,76.285,75.7,75.538,74.593,73.624,73.827,73.885,73.166,72.072,72.931,75.921,74.15,75.805,74.384,71.884,74.074,73.402,74.147,72.961,74.285,74.496,75.126,75.343,75.597,74.897,74.621,73.764,70.861,70.663,70.699,71.201,69.708,67.961,68.491,70.464,71.186,66.211,70.025,68.96,69.136,69.862,71.547
1679,N,False,86.423,86.548,85.188,86.652,86.847,85.149,85.532,84.869,84.23,82.151,83.734,81.864,82.592,83.024,83.1,81.021,83.466,82.967,81.468,80.253,82.845,82.893,84.483,84.327,84.762,85.612,85.095,85.143,87.758,86.503,87.275,86.619,87.245,86.127,87.85,89.089,88.358,88.024,89.044,89.735,89.643,90.816,91.201,92.447,91.46
1680,N,False,130.03,130.64,132.69,132.93,133.68,132.86,131.61,130.96,128.74,128.19,126.02,125.31,124.89,124.11,124.17,124.44,124.22,125.8,126.89,126.27,126.73,126.81,126.21,127.06,129.1,127.91,129.66,128.52,128.94,127.95,127.49,129.62,128.37,129.01,129.53,129.88,129.46,129.66,129.85,128.21,125.86,125.85,126.25,125.51,125.85
