,FLARE_TYPE,COINCIDENCE,ABSNJZH_1,ABSNJZH_2,ABSNJZH_3,ABSNJZH_4,ABSNJZH_5,ABSNJZH_6,ABSNJZH_7,ABSNJZH_8,ABSNJZH_9,ABSNJZH_10,ABSNJZH_11,ABSNJZH_12,ABSNJZH_13,ABSNJZH_14,ABSNJZH_15,ABSNJZH_16,ABSNJZH_17,ABSNJZH_18,ABSNJZH_19,ABSNJZH_20,ABSNJZH_21,ABSNJZH_22,ABSNJZH_23,ABSNJZH_24,ABSNJZH_25,ABSNJZH_26,ABSNJZH_27,ABSNJZH_28,ABSNJZH_29,ABSNJZH_30,ABSNJZH_31,ABSNJZH_32,ABSNJZH_33,ABSNJZH_34,ABSNJZH_35,ABSNJZH_36,ABSNJZH_37,ABSNJZH_38,ABSNJZH_39,ABSNJZH_40,ABSNJZH_41,ABSNJZH_42,ABSNJZH_43,ABSNJZH_44,ABSNJZH_45,ABSNJZH_46,ABSNJZH_47,ABSNJZH_48,ABSNJZH_49,ABSNJZH_50,ABSNJZH_51,ABSNJZH_52,ABSNJZH_53,ABSNJZH_54,ABSNJZH_55,ABSNJZH_56,ABSNJZH_57,ABSNJZH_58,ABSNJZH_59,ABSNJZH_60,ABSNJZH_61,ABSNJZH_62,ABSNJZH_63,ABSNJZH_64,ABSNJZH_65
188,M,False,23.34,27.329,47.162,2.8462,30.405,4.7908,4.2409,13.584,9.2735,16.683,22.317,5.0961,3.1143,30.643,38.573,96.386,106.83,117.54,115.15,133.34,142.08,133.31,159.49,165.65,190.16,197.98,200.73,219.89,169.31,138.39,199.62,179.92,148.27,162.54,174.11,201.14,237.28,176.96,218.57,232.72,222.35,263.52,223.75,216.25,198.25,171.59,104.25,176.67,185.87,233.19,211.69,234.48,263.56,237.01,264.43,265.94,282.3,297.75,285.26,299.61,278.88,284.05,287.02,233.82,171.27
189,M,True,383.78,392.28,413.39,387.48,391.5,398.69,395.64,406.46,392.12,408.53,403.97,400.89,416.06,406.34,386.13,384.78,390.6,383.33,371.22,366.29,372.07,361.81,364.99,343.56,343.62,362.66,361.08,369.35,348.43,343.76,349.28,345.7,347.7,383.37,390.66,438.69,434.1,452.97,465.93,443.05,465.01,454.81,453.77,471.17,435.13,424.43,415.26,395.39,384.56,372.68,369.38,373.11,376.93,376.14,379.6,395.94,396.93,398.13,398.56,383.01,386.66,389.94,399.37,388.22,384.17
190,M,False,443.05,465.01,454.81,453.77,471.17,435.13,424.43,415.26,395.39,384.56,372.68,369.38,373.11,376.93,376.14,379.6,395.94,396.93,398.13,398.56,383.01,386.66,389.94,399.37,388.22,384.17,371.12,387.21,370.25,377.4,369.76,365.41,369.67,378.49,396.12,384.54,370.12,380.46,378.84,380.36,375.76,391.73,401.42,401.1,411.32,403.48,409.81,427.3,416.04,407.34,418.94,426.7,401.78,397.39,400.9,405.89,391.42,370.74,374.44,342.06,347.73,339.35,351.75,336.67,342.53
191,M,False,23.06,24.227,28.623,25.939,24.015,13.643,15.969,8.8541,10.274,6.8082,6.7223,4.1147,7.9463,8.6727,25.241,33.061,41.507,53.765,58.495,76.091,92.588,106.95,102.24,114.78,115.78,113.62,110.45,102.54,109.99,86.864,90.906,90.51,95.547,99.42,101.28,106.0,126.6,136.23,125.76,148.37,164.56,199.36,186.99,177.48,194.56,180.39,157.87,157.11,156.43,136.25,125.95,110.87,116.83,120.86,115.21,113.02,109.91,84.691,62.853,79.708,89.967,87.202,92.24,109.38,92.183
192,M,False,90.242,85.988,90.23,102.88,92.399,83.923,82.643,77.633,67.577,69.272,65.023,82.634,81.528,96.333,84.659,82.245,65.242,49.093,64.742,64.752,53.357,46.471,26.531,29.453,23.703,20.62,21.982,23.191,7.14,31.021,27.348,28.225,22.355,21.702,26.334,20.341,14.701,2.0373,24.415,11.244,13.822,38.15,40.163,33.748,32.301,43.524,41.585,38.388,54.059,39.855,26.229,16.567,22.215,22.293,18.747,27.301,28.877,40.815,47.177,58.722,52.322,52.383,45.247,52.812,60.204
193,M,False,753.24,715.52,732.47,768.31,788.21,830.15,823.98,860.17,876.58,871.58,893.1,924.4,942.15,947.14,924.78,940.51,948.23,947.71,979.61,987.26,996.62,956.98,938.56,969.45,1008.6,976.16,970.58,953.41,987.42,1026.1,1050.3,999.31,1000.5,1009.3,995.69,1003.6,965.41,973.76,960.59,948.32,936.76,913.19,930.87,916.26,938.9,911.54,945.16,939.91,920.39,960.85,957.16,933.17,937.77,929.52,982.34,978.45,942.85,984.18,976.16,989.21,994.37,1013.4,1039.0,1041.5,1050.2
194,M,False,411.38,432.43,444.67,436.66,422.75,437.21,446.19,430.7,428.89,405.02,400.12,375.69,349.97,338.32,362.96,371.03,362.42,373.63,390.87,385.01,394.38,419.13,436.85,434.6,455.74,449.37,432.19,443.68,435.88,460.4,447.54,460.79,461.29,436.58,455.99,444.82,461.62,449.48,434.22,455.61,456.08,477.12,451.04,439.36,455.48,419.41,423.61,424.15,424.49,424.76,435.18,408.31,399.99,399.67,404.61,383.62,378.13,370.01,372.0,382.14,392.61,378.72,376.19,391.06,405.2
195,M,False,3.6589,1.156,12.708,12.333,21.732,37.293,52.472,30.735,69.982,54.37,60.095,82.904,79.719,87.545,74.686,67.717,86.55,30.824,53.27,46.462,27.986,15.531,7.9678,9.1752,28.916,13.58,31.978,18.996,10.125,30.651,58.473,53.959,63.759,67.655,64.32,34.715,55.881,52.977,55.21,71.796,83.054,84.079,83.475,74.902,103.13,78.108,79.361,77.07,64.234,77.237,48.746,36.901,55.08,76.487,77.622,97.264,91.429,115.18,129.88,136.56,149.15,146.99,153.94,155.34,144.75
196,M,False,941.42,879.81,936.43,994.62,966.59,1001.7,936.23,1008.8,967.46,730.47,1033.8,761.37,757.72,755.89,713.31,795.18,738.43,745.51,1052.5,770.31,1051.0,757.74,794.67,1044.2,1034.4,771.04,742.59,1069.0,1062.5,717.98,710.26,751.1,996.97,1086.9,788.8,690.98,741.55,692.27,818.96,710.28,762.28,800.09,1042.5,688.74,686.58,852.97,1160.8,1147.9,1131.3,1148.4,1142.9,1202.8,1217.9,1229.4,1215.4,1166.5,1150.3,1148.7,1144.6,1146.9,1152.7,1133.2,1099.9,1087.7,1096.7
197,M,True,639.11,671.97,668.44,667.87,660.27,666.09,677.12,651.19,639.02,650.38,615.92,664.75,647.42,642.42,641.27,645.63,622.78,633.43,621.35,650.01,634.88,616.69,619.75,636.45,632.46,640.53,627.84,628.4,628.9,628.05,597.08,600.48,593.63,567.54,592.78,593.33,596.89,604.53,563.13,572.35,559.81,583.46,570.73,539.69,549.56,554.84,561.6,566.01,570.68,564.58,564.08,536.19,545.84,552.22,537.61,541.56,534.14,532.55,516.78,527.89,526.14,511.53,508.46,508.01,513.48
198,M,False,534.14,532.55,516.78,527.89,526.14,511.53,508.46,508.01,513.48,520.24,504.48,482.24,504.37,513.52,514.99,515.77,488.24,502.06,509.72,510.57,518.78,515.12,512.43,533.82,530.46,552.18,570.01,566.81,564.66,563.84,575.91,563.65,547.81,549.8,539.46,567.42,582.44,591.5,600.29,572.27,603.01,608.16,591.04,601.36,610.85,617.84,596.94,578.86,585.76,559.96,561.43,568.2,556.27,539.15,574.58,569.01,584.25,573.95,587.42,593.51,582.61,587.98,592.77,599.27,594.03
199,M,False,108.0,108.13,112.92,112.37,125.66,116.52,110.78,107.48,114.92,113.05,111.08,79.228,85.634,92.879,100.34,102.47,93.046,102.72,99.152,98.624,89.464,91.63,66.057,74.47,71.238,59.377,71.628,62.08,67.797,90.584,75.747,79.23,95.669,86.946,94.453,93.882,101.19,103.99,93.488,87.796,93.604,83.868,80.844,73.981,65.192,63.809,76.386,65.582,64.708,73.451,73.532,64.151,58.885,47.034,58.948,56.552,58.511,65.509,59.688,65.337,62.629,71.747,43.581,61.702,64.898
200,M,False,66.247,58.393,54.11,50.786,52.713,47.438,52.921,42.55,39.452,36.825,45.368,40.248,61.27,60.921,65.642,68.075,68.277,52.826,57.354,68.808,64.957,72.443,79.608,81.297,85.207,76.545,79.296,85.453,81.811,73.458,78.73,76.388,79.961,87.059,78.64,72.535,67.776,64.952,64.082,61.954,57.719,55.863,48.635,56.393,57.469,64.032,66.055,67.09,61.994,69.059,72.012,70.397,73.487,81.851,81.901,68.608,83.722,81.645,84.303,80.253,74.737,81.58,87.376,85.533,80.014
201,M,False,620.82,624.44,653.18,643.31,658.73,638.5,649.13,678.09,663.52,655.81,652.81,664.8,652.07,671.5,675.96,680.53,678.59,695.8,709.1,691.49,694.19,686.35,705.09,683.3,685.91,696.61,720.67,716.58,697.78,703.01,717.11,733.09,714.75,725.52,752.39,747.99,742.33,739.67,753.48,813.91,822.55,812.97,795.89,819.75,802.81,822.65,776.59,764.68,749.74,734.39,737.42,742.66,724.46,757.16,699.34,700.13,686.05,656.71,638.78,666.86,659.73,669.58,646.21,662.56,659.22
202,M,False,366.02,350.81,344.89,357.19,282.73,278.91,330.21,322.44,335.55,337.14,323.96,334.72,328.34,323.72,324.26,274.85,279.59,318.01,340.82,342.03,343.13,345.73,352.38,334.93,345.8,316.44,314.34,314.55,306.06,342.13,295.04,340.27,348.15,280.77,299.03,363.64,238.18,268.35,259.97,249.69,250.31,218.97,211.77,201.99,211.53,209.45,219.52,193.52,210.2,184.44,205.09,197.89,199.61,224.69,201.94,181.29,179.71,188.29,197.96,191.62,187.94,196.5,198.14,175.48,180.46
203,M,False,150.35,154.38,175.63,170.43,159.92,166.22,178.8,177.27,175.06,151.49,157.46,171.97,187.53,196.31,178.49,191.48,150.91,169.68,221.02,207.31,207.79,184.42,213.37,221.55,203.09,227.75,242.56,240.38,234.95,246.7,238.84,253.73,245.48,206.93,251.26,256.79,246.27,241.03,250.13,245.14,253.05,239.16,253.46,241.35,241.47,253.32,249.81,255.39,229.1,258.08,262.31,245.44,267.25,190.56,251.54,253.14,246.99,248.81,254.74,234.8,241.33,220.45,226.88,235.58,222.57
204,M,False,4.806,1.3472,3.0512,1.538,3.6125,2.0979,9.3379,7.0004,7.7946,4.3202,1.7677,3.2224,1.398,5.7037,2.8025,1.5641,7.9854,12.31,18.416,9.1532,2.7468,1.0314,1.371,8.7534,2.456,4.0896,2.8293,5.2261,3.9539,16.159,7.2762,18.314,24.09,37.462,7.6187,9.7656,6.8108,8.0706,11.622,25.667,15.503,3.2816,16.298,10.051,15.578,2.2462,0.65008,2.5652,0.12455,5.3526,19.162,23.246,18.345,10.567,32.226,36.486,34.855,42.808,41.698,50.181,66.114,54.131,65.12,77.625,89.935
205,M,False,237.53,188.7,288.47,237.26,208.43,199.85,177.51,229.23,198.48,280.96,309.87,285.37,271.16,249.17,253.65,164.27,274.25,273.62,277.48,274.76,303.38,305.08,292.36,304.89,353.31,318.86,297.22,367.45,413.77,277.6,354.97,259.76,339.1,330.46,320.0,399.48,387.51,322.7,337.51,407.94,359.86,361.32,409.82,403.72,382.41,404.02,378.92,438.47,457.62,450.72,452.72,448.82,424.04,457.35,470.64,489.57,489.23,497.19,454.43,415.85,461.43,494.24,492.08,482.58,454.66
206,M,False,135.71,133.53,134.19,141.35,125.32,122.77,120.63,143.72,141.6,132.02,140.81,148.27,144.33,171.86,160.62,156.21,141.08,156.69,158.59,170.54,177.77,183.06,189.48,214.24,226.54,246.14,265.48,271.86,266.6,283.57,288.09,285.26,288.81,284.04,298.31,314.61,319.32,306.1,311.81,315.61,337.45,353.8,364.58,358.26,345.28,373.67,352.08,349.82,362.85,363.06,399.72,394.17,416.23,415.71,429.15,416.39,458.7,460.73,451.87,481.45,442.66,450.41,431.15,426.66,448.66
207,M,True,785.94,775.12,799.33,793.03,805.53,802.88,807.63,805.02,805.21,803.73,790.47,786.65,801.01,784.6,782.82,796.4,798.0,797.14,781.9,803.48,799.82,803.46,791.07,799.73,797.74,789.14,766.71,797.56,766.12,763.77,755.82,759.17,747.41,780.43,772.94,775.24,773.08,770.85,775.69,786.26,753.84,740.02,786.55,783.39,786.15,804.02,814.77,832.61,829.77,835.63,842.56,854.53,875.22,862.5,852.1,848.02,839.32,836.72,835.6,822.37,824.01,828.53,846.8,837.68,834.53
208,M,False,793.03,805.53,802.88,807.63,805.02,805.21,803.73,790.47,786.65,801.01,784.6,782.82,796.4,798.0,797.14,781.9,803.48,799.82,803.46,791.07,799.73,797.74,789.14,766.71,797.56,766.12,763.77,755.82,759.17,747.41,780.43,772.94,775.24,773.08,770.85,775.69,786.26,753.84,740.02,786.55,783.39,786.15,804.02,814.77,832.61,829.77,835.63,842.56,854.53,875.22,862.5,852.1,848.02,839.32,836.72,835.6,822.37,824.01,828.53,846.8,837.68,834.53,848.29,837.77,840.11
209,M,False,7.6735,12.833,16.8,14.595,26.785,37.329,43.006,39.99,29.701,38.795,50.27,33.093,37.89,106.12,4.305,129.86,190.24,153.48,208.78,229.69,334.88,249.5,218.6,240.28,341.61,380.58,484.6,440.3,486.09,279.86,468.02,453.48,439.27,247.21,343.61,263.86,350.12,275.46,208.79,338.02,251.37,328.15,217.27,207.96,459.03,307.45,443.81,353.65,385.37,414.47,419.8,380.7,384.66,264.65,138.83,232.8,320.64,233.66,319.73,346.6,316.03,297.0,142.98,215.19,177.33
210,M,False,544.91,547.94,539.75,558.33,536.29,558.42,556.26,575.37,569.0,566.71,557.77,556.28,593.21,593.51,599.58,592.61,588.81,598.83,622.25,607.7,609.17,637.35,660.82,636.33,642.14,645.47,613.05,612.95,619.29,617.83,615.89,627.73,598.22,595.07,597.45,590.14,587.26,573.19,583.37,586.11,596.87,607.72,594.52,608.52,612.8,618.47,617.55,567.51,558.86,576.04,532.65,541.09,581.85,563.7,564.7,580.68,563.63,568.78,572.76,583.88,565.95,556.19,563.43,558.51,564.3
211,M,True,435.86,444.59,433.45,428.43,420.07,421.42,412.89,438.24,425.94,416.33,405.58,408.44,446.23,432.67,448.18,455.55,461.2,463.47,469.79,470.66,478.76,465.91,458.48,466.81,472.82,480.88,462.22,480.52,471.29,467.66,469.72,489.19,491.82,491.95,500.71,517.46,497.05,508.76,515.18,533.47,518.22,520.19,519.03,528.05,529.06,520.82,530.99,528.96,529.26,521.03,511.28,528.52,520.21,515.74,535.78,511.36,508.96,514.52,523.06,524.71,539.09,550.48,567.73,573.63,587.21
212,M,False,629.82,626.46,631.08,624.92,599.24,590.05,574.13,556.08,545.28,532.84,514.74,498.25,496.87,504.72,491.68,486.07,486.84,462.13,443.2,428.9,435.45,430.54,414.52,411.5,407.39,412.44,401.8,385.5,429.85,450.0,459.48,483.82,463.52,469.75,463.47,447.99,435.54,426.57,407.71,413.35,379.27,347.01,358.67,338.99,369.36,369.59,475.66,523.49,535.38,546.12,540.75,522.23,501.43,503.0,536.72,511.55,483.89,459.03,460.92,448.74,481.58,454.62,430.18,439.49,440.4
213,M,True,87.819,74.957,83.114,87.976,106.04,127.71,88.587,85.144,110.26,110.66,100.76,121.62,146.77,122.88,130.29,124.67,130.28,136.14,114.68,122.99,144.12,155.02,161.6,191.31,195.98,206.45,253.67,263.28,292.59,269.62,294.64,305.25,337.77,330.41,314.6,338.84,366.46,344.63,350.31,347.98,357.86,384.24,422.26,436.47,457.71,475.95,478.13,485.86,472.68,472.83,468.35,466.69,493.38,505.58,497.6,500.93,491.03,490.35,484.18,475.1,456.88,458.18,449.48,480.58,458.39
214,M,False,452.18,442.3,424.92,413.99,399.02,421.96,434.44,456.6,451.83,444.91,426.37,414.23,403.33,424.4,446.66,457.81,486.85,472.04,479.41,497.45,486.8,469.02,462.77,454.88,473.47,481.38,473.12,458.5,414.9,445.23,393.51,388.8,381.16,374.79,365.85,353.04,375.47,374.64,364.68,361.71,380.41,383.5,373.45,376.4,371.78,368.09,383.59,392.32,396.23,417.74,415.13,395.86,414.59,406.63,401.77,429.87,403.84,437.44,422.9,418.9,410.35,391.57,386.86,373.58,371.0
215,M,True,381.16,374.79,365.85,353.04,375.47,374.64,364.68,361.71,380.41,383.5,373.45,376.4,371.78,368.09,383.59,392.32,396.23,417.74,415.13,395.86,414.59,406.63,401.77,429.87,403.84,437.44,422.9,418.9,410.35,391.57,386.86,373.58,371.0,351.34,348.61,363.25,343.08,363.23,355.48,361.7,347.43,336.95,313.94,288.04,294.26,246.99,266.38,232.87,199.65,182.98,176.62,151.63,166.93,170.27,168.13,190.4,157.25,105.41,127.31,110.38,135.0,162.23,113.99,123.57,97.183
216,M,True,243.48,282.84,303.74,282.91,260.89,259.3,250.21,287.82,318.62,320.89,368.58,330.63,311.66,314.16,361.65,322.68,361.91,327.41,355.46,354.78,361.61,361.9,357.45,364.16,389.16,403.1,383.03,365.97,426.96,414.51,391.32,373.43,390.25,402.75,417.33,393.12,402.39,416.13,451.02,458.06,472.2,479.21,430.31,460.05,461.58,447.62,436.48,433.18,435.87,434.57,460.94,459.43,392.61,362.78,367.09,363.65,359.15,341.04,326.13,313.38,282.75,267.63,272.05,254.19,246.44
217,M,False,322.68,361.91,327.41,355.46,354.78,361.61,361.9,357.45,364.16,389.16,403.1,383.03,365.97,426.96,414.51,391.32,373.43,390.25,402.75,417.33,393.12,402.39,416.13,451.02,458.06,472.2,479.21,430.31,460.05,461.58,447.62,436.48,433.18,435.87,434.57,460.94,459.43,392.61,362.78,367.09,363.65,359.15,341.04,326.13,313.38,282.75,267.63,272.05,254.19,246.44,235.3,238.82,206.43,160.31,177.61,174.91,138.31,160.64,176.57,215.29,217.39,204.86,220.07,195.27,225.82
218,M,False,327.41,355.46,354.78,361.61,361.9,357.45,364.16,389.16,403.1,383.03,365.97,426.96,414.51,391.32,373.43,390.25,402.75,417.33,393.12,402.39,416.13,451.02,458.06,472.2,479.21,430.31,460.05,461.58,447.62,436.48,433.18,435.87,434.57,460.94,459.43,392.61,362.78,367.09,363.65,359.15,341.04,326.13,313.38,282.75,267.63,272.05,254.19,246.44,235.3,238.82,206.43,160.31,177.61,174.91,138.31,160.64,176.57,215.29,217.39,204.86,220.07,195.27,225.82,220.36,263.07
219,M,False,518.69,498.81,504.44,511.26,500.99,513.79,510.53,528.33,542.72,526.72,546.48,537.65,545.56,572.16,586.0,615.33,648.12,658.35,656.34,694.39,694.56,670.3,703.64,708.03,670.49,644.89,630.44,617.93,602.23,593.24,564.85,569.15,548.77,555.88,554.87,550.18,556.89,580.8,590.9,591.92,606.47,578.8,616.8,646.59,652.65,674.39,655.97,668.64,691.0,684.3,684.28,663.96,677.84,663.5,677.8,678.26,668.22,653.52,659.41,629.62,636.9,644.79,643.08,676.09,686.06
220,M,True,69.543,679.27,695.87,743.96,741.43,718.29,652.8,318.9,424.95,675.67,746.02,810.41,734.48,634.35,749.45,581.22,620.68,644.62,497.45,517.11,454.23,441.88,540.48,473.92,475.49,54.361,514.61,372.6,329.81,236.35,402.15,614.35,549.09,498.87,352.55,262.51,327.03,421.71,486.52,352.92,416.62,521.35,438.23,398.14,411.52,268.29,257.81,362.98,389.73,180.78,344.48,95.837,215.94,226.43,138.08,1.4124,47.452,53.625,178.88,128.58,141.13,45.199,30.123,81.152,167.24
221,M,False,268.29,257.81,362.98,389.73,180.78,344.48,95.837,215.94,226.43,138.08,1.4124,47.452,53.625,178.88,128.58,141.13,45.199,30.123,81.152,167.24,92.997,62.084,42.886,33.756,81.251,149.11,198.19,147.17,157.6,204.58,138.62,146.99,130.48,127.53,277.23,217.9,421.75,438.29,462.71,422.95,368.96,454.21,434.6,356.46,383.6,396.63,9.1589,247.4,336.56,221.22,187.87,548.03,485.72,157.54,477.67,520.96,493.55,510.15,488.44,504.29,533.32,531.98,554.91,468.2,475.38
222,M,False,45.199,30.123,81.152,167.24,92.997,62.084,42.886,33.756,81.251,149.11,198.19,147.17,157.6,204.58,138.62,146.99,130.48,127.53,277.23,217.9,421.75,438.29,462.71,422.95,368.96,454.21,434.6,356.46,383.6,396.63,9.1589,247.4,336.56,221.22,187.87,548.03,485.72,157.54,477.67,520.96,493.55,510.15,488.44,504.29,533.32,531.98,554.91,468.2,475.38,502.36,415.72,507.8,256.99,310.66,355.54,583.1,579.48,328.03,566.69,391.07,574.48,609.71,308.14,781.18,374.95
223,M,False,81.251,149.11,198.19,147.17,157.6,204.58,138.62,146.99,130.48,127.53,277.23,217.9,421.75,438.29,462.71,422.95,368.96,454.21,434.6,356.46,383.6,396.63,9.1589,247.4,336.56,221.22,187.87,548.03,485.72,157.54,477.67,520.96,493.55,510.15,488.44,504.29,533.32,531.98,554.91,468.2,475.38,502.36,415.72,507.8,256.99,310.66,355.54,583.1,579.48,328.03,566.69,391.07,574.48,609.71,308.14,781.18,374.95,302.42,549.71,340.45,528.09,690.55,427.34,348.62,661.91
224,M,False,310.66,355.54,583.1,579.48,328.03,566.69,391.07,574.48,609.71,308.14,781.18,374.95,302.42,549.71,340.45,528.09,690.55,427.34,348.62,661.91,463.13,451.17,440.75,366.73,452.35,398.73,570.78,755.56,647.37,545.65,469.42,473.3,597.1,726.02,574.41,697.4,691.77,677.79,682.33,599.09,577.56,648.45,648.3,510.36,563.17,543.85,620.8,585.97,560.84,601.26,556.31,504.54,493.43,602.67,618.19,606.21,644.91,597.08,591.61,577.43,610.07,611.28,596.46,589.74,588.63
225,M,True,851.62,805.18,815.22,794.71,723.33,776.26,749.14,741.1,790.97,815.31,783.04,805.83,821.45,820.08,794.36,839.66,844.45,846.73,873.17,855.57,845.75,838.53,840.98,826.58,827.34,817.75,844.54,834.96,833.78,815.06,797.48,835.52,807.12,782.38,766.97,736.45,743.75,747.9,753.67,753.16,762.77,748.48,764.49,777.18,809.97,776.65,757.42,756.15,741.55,708.99,734.66,730.94,760.72,770.05,797.54,760.46,757.21,763.05,777.15,776.31,815.7,787.41,814.75,802.31,778.07
226,M,False,743.33,775.05,760.68,768.62,797.3,751.25,755.23,717.19,735.98,759.29,760.12,774.34,781.59,769.83,790.59,804.12,804.78,812.6,853.63,845.38,813.98,797.88,818.33,798.1,795.39,766.07,763.73,770.62,525.12,742.53,731.14,740.29,475.61,705.73,697.67,677.2,673.45,479.37,494.81,478.9,691.52,708.77,713.0,738.58,705.94,735.09,710.45,733.7,526.71,543.65,560.32,779.88,569.45,608.33,857.7,868.28,845.19,646.94,833.89,633.95,625.93,853.36,625.08,645.46,602.28
227,M,False,445.0,440.39,442.33,428.92,428.54,437.19,436.6,428.96,442.1,427.27,441.02,419.51,431.5,426.83,443.52,464.75,468.07,478.32,507.14,494.95,514.05,511.48,517.77,542.74,575.69,567.42,547.43,576.9,561.3,560.5,537.58,526.18,520.2,483.46,461.94,459.91,485.72,505.64,494.05,494.98,497.74,479.43,487.06,507.47,499.67,465.41,500.69,524.17,501.74,517.51,524.02,539.98,564.14,553.77,566.92,552.94,561.36,538.16,538.1,544.69,541.48,530.09,543.0,526.4,520.09
228,M,False,733.7,526.71,543.65,560.32,779.88,569.45,608.33,857.7,868.28,845.19,646.94,833.89,633.95,625.93,853.36,625.08,645.46,602.28,584.85,609.45,638.78,694.79,725.79,684.71,742.98,756.54,784.22,771.61,762.44,796.8,787.69,736.01,800.87,824.79,734.38,751.0,779.33,769.85,735.23,725.17,751.79,717.93,715.98,746.75,755.87,767.07,755.04,797.24,784.83,806.85,781.64,787.73,801.19,767.93,750.79,753.41,754.19,756.52,746.1,720.83,790.24,859.79,911.49,905.26,909.71
229,M,True,521.68,586.88,567.19,629.08,585.38,582.16,559.13,573.44,616.59,667.12,642.83,588.0,628.79,634.96,579.5,568.46,602.98,598.35,515.61,532.36,617.19,564.15,532.39,524.72,526.75,576.86,555.82,582.46,589.92,611.76,629.18,606.49,626.32,613.28,566.79,579.41,602.04,600.35,618.57,595.87,587.63,574.76,570.33,562.35,589.35,568.09,572.95,570.83,554.76,560.78,582.98,556.47,554.39,540.12,579.24,525.89,551.77,527.94,512.66,503.61,522.48,524.09,504.16,511.26,525.3
230,M,False,567.19,629.08,585.38,582.16,559.13,573.44,616.59,667.12,642.83,588.0,628.79,634.96,579.5,568.46,602.98,598.35,515.61,532.36,617.19,564.15,532.39,524.72,526.75,576.86,555.82,582.46,589.92,611.76,629.18,606.49,626.32,613.28,566.79,579.41,602.04,600.35,618.57,595.87,587.63,574.76,570.33,562.35,589.35,568.09,572.95,570.83,554.76,560.78,582.98,556.47,554.39,540.12,579.24,525.89,551.77,527.94,512.66,503.61,522.48,524.09,504.16,511.26,525.3,500.94,520.25
231,M,False,734.38,751.0,779.33,769.85,735.23,725.17,751.79,717.93,715.98,746.75,755.87,767.07,755.04,797.24,784.83,806.85,781.64,787.73,801.19,767.93,750.79,753.41,754.19,756.52,746.1,720.83,790.24,859.79,911.49,905.26,909.71,897.38,901.43,907.69,931.65,908.86,1092.2,884.6,905.47,922.79,867.84,1092.4,944.83,906.47,936.68,1054.1,1010.5,1008.5,982.97,978.55,1117.1,1146.9,1167.9,1041.1,1027.0,1100.5,1056.6,975.17,1027.6,977.12,1085.4,1068.3,1098.2,1060.0,1071.5
232,M,False,319.93,304.71,324.13,285.63,286.69,289.76,307.9,314.95,312.82,309.23,322.41,340.29,360.46,344.26,324.14,344.67,354.93,361.28,359.79,356.44,361.46,347.97,335.6,351.76,351.24,335.54,342.27,320.76,345.88,335.58,321.31,346.14,349.93,349.83,331.04,331.78,302.81,281.75,288.4,261.11,256.28,255.08,274.1,251.18,261.21,285.69,289.28,297.74,310.75,315.36,322.33,339.46,325.17,318.21,300.62,287.2,301.77,316.59,291.1,284.54,289.2,289.05,281.01,292.93,282.4
233,M,True,357.96,344.08,363.71,373.49,364.5,393.73,387.02,397.98,402.66,380.65,395.05,361.58,378.14,373.23,376.38,434.57,397.56,407.45,410.87,416.88,381.0,393.27,371.38,394.61,405.56,395.36,396.23,412.13,409.76,405.98,415.03,409.3,390.3,417.57,398.27,415.16,419.06,435.12,434.64,435.5,432.19,419.79,401.79,387.51,410.38,404.4,398.94,403.74,402.31,401.96,387.35,367.49,371.58,377.45,361.67,352.05,336.25,363.49,369.92,355.64,358.66,384.75,384.17,390.34,387.66
234,M,False,415.16,419.06,435.12,434.64,435.5,432.19,419.79,401.79,387.51,410.38,404.4,398.94,403.74,402.31,401.96,387.35,367.49,371.58,377.45,361.67,352.05,336.25,363.49,369.92,355.64,358.66,384.75,384.17,390.34,387.66,386.85,381.99,385.29,376.35,405.74,379.15,375.61,387.21,390.61,403.57,424.01,407.19,423.24,416.17,419.52,397.72,400.32,402.12,400.71,404.01,415.56,373.23,377.23,392.23,368.27,381.65,362.72,350.62,360.34,344.93,351.33,348.52,379.92,375.09,353.03
235,M,True,509.12,583.23,600.43,601.66,612.02,585.99,588.84,598.96,580.26,609.21,627.02,610.51,599.96,562.75,564.75,579.18,571.2,602.86,643.33,626.18,623.08,612.93,579.85,606.07,591.93,599.81,655.9,649.89,647.08,630.67,647.99,652.21,669.32,721.06,688.45,739.79,728.13,699.88,744.95,749.22,784.12,762.65,796.25,808.7,833.95,798.66,823.26,816.95,845.37,843.72,858.7,907.2,900.1,911.94,903.16,905.12,890.32,1019.0,1061.5,1081.3,1041.5,1071.0,1073.2,934.27,1034.6
236,M,True,858.7,907.2,900.1,911.94,903.16,905.12,890.32,1019.0,1061.5,1081.3,1041.5,1071.0,1073.2,934.27,1034.6,1084.4,976.89,1092.8,1082.8,1111.6,1034.8,1055.9,1052.0,1064.9,1171.9,1173.2,1211.2,1251.4,1164.4,1128.3,1223.9,1181.3,1192.2,1187.8,1213.8,1232.6,1089.5,1265.9,1303.7,1289.3,1315.8,1118.5,1099.6,1142.7,1144.5,1158.9,1292.8,1142.8,1027.0,1035.0,1038.4,1072.5,1136.7,1013.3,1041.2,994.16,995.8,1034.7,1048.6,1059.0,1023.5,1097.9,1072.6,1136.9,1101.8
