,FLARE_TYPE,COINCIDENCE,ABSNJZH_1,ABSNJZH_2,ABSNJZH_3,ABSNJZH_4,ABSNJZH_5,ABSNJZH_6,ABSNJZH_7,ABSNJZH_8,ABSNJZH_9,ABSNJZH_10,ABSNJZH_11,ABSNJZH_12,ABSNJZH_13,ABSNJZH_14,ABSNJZH_15,ABSNJZH_16,ABSNJZH_17,ABSNJZH_18,ABSNJZH_19,ABSNJZH_20,ABSNJZH_21,ABSNJZH_22,ABSNJZH_23,ABSNJZH_24,ABSNJZH_25,ABSNJZH_26,ABSNJZH_27,ABSNJZH_28,ABSNJZH_29,ABSNJZH_30,ABSNJZH_31,ABSNJZH_32,ABSNJZH_33,ABSNJZH_34,ABSNJZH_35,ABSNJZH_36,ABSNJZH_37,ABSNJZH_38,ABSNJZH_39,ABSNJZH_40,ABSNJZH_41,ABSNJZH_42,ABSNJZH_43,ABSNJZH_44,ABSNJZH_45,ABSNJZH_46,ABSNJZH_47,ABSNJZH_48,ABSNJZH_49,ABSNJZH_50,ABSNJZH_51,ABSNJZH_52,ABSNJZH_53,ABSNJZH_54,ABSNJZH_55,ABSNJZH_56,ABSNJZH_57,ABSNJZH_58,ABSNJZH_59,ABSNJZH_60,ABSNJZH_61,ABSNJZH_62,ABSNJZH_63,ABSNJZH_64,ABSNJZH_65
1331,B,False,14.528,18.464,17.039,17.538,15.606,21.544,16.812,11.745,18.938,21.331,22.612,23.904,9.735,12.572,7.9356,13.39,9.1449,9.233,16.23,0.017033,8.417,7.0519,4.0771,5.244,2.6168,1.0103,3.9906,1.4111,0.9197,17.974,22.885,2.2144,1.7476,2.7991,0.057544,0.25977,0.41354,0.27765,0.73069,1.4552,0.67627,1.3125,0.44266,0.10467,0.32159,0.2486,1.0631,0.48306,0.19209,0.71521,0.11472,0.2702,0.10795,0.020819,0.0,0.0,0.049748,0.0,0.0,0.040072,0.020483,0.0,0.34818,0.027581,0.0
1332,B,False,83.439,83.308,83.21,78.196,79.204,74.104,68.169,70.998,65.379,66.275,63.682,55.194,53.899,48.34,45.638,39.894,38.969,36.365,35.198,38.403,34.737,36.016,40.438,38.252,38.029,36.635,30.445,28.517,24.492,31.577,33.066,28.707,31.291,34.331,36.725,38.214,36.674,40.036,40.788,46.41,55.008,44.945,48.235,52.417,49.535,44.921,46.714,45.472,36.358,33.025,32.694,24.538,19.419,21.366,16.71,18.479,20.101,23.412,27.106,30.604,31.28,36.327,38.386,46.9,40.796
1333,B,False,4.9252,19.827,28.722,3.0403,21.814,18.224,18.831,12.488,5.2999,13.693,31.389,35.016,20.254,3.5794,30.299,18.277,11.22,39.479,36.772,6.3441,5.6958,16.955,48.863,33.212,36.095,36.363,24.392,50.587,32.297,35.116,50.421,55.277,54.341,65.234,61.417,32.33,17.237,47.643,47.84,55.284,44.561,51.868,61.941,63.854,54.565,47.336,34.848,46.774,37.257,26.61,36.14,24.904,32.81,29.781,34.383,29.249,20.537,19.16,25.242,28.996,34.905,47.269,33.217,52.574,61.597
1334,B,False,17.812,24.327,32.368,35.92,47.798,51.832,52.555,57.359,58.513,59.329,62.62,74.626,76.035,73.436,82.83,83.772,87.985,102.53,89.692,88.494,80.555,87.858,94.399,85.715,82.081,92.39,93.056,94.448,89.994,93.288,98.978,107.51,124.87,122.28,121.22,120.75,116.94,122.27,125.31,120.98,114.42,117.82,123.33,137.97,138.43,152.98,149.74,150.52,166.06,186.29,184.06,197.51,211.59,210.47,212.14,205.65,213.02,213.08,212.61,206.91,207.14,192.45,182.69,165.23,166.68
1335,B,False,2.8663,4.904,14.735,19.956,25.772,18.116,21.689,31.31,33.464,36.432,43.936,37.428,37.182,35.489,48.064,47.776,61.959,68.901,76.711,72.28,74.433,82.002,79.949,78.178,72.801,72.98,65.885,71.079,74.059,78.121,77.239,85.977,94.779,84.831,97.951,90.935,100.5,107.11,99.119,92.069,87.151,88.512,84.934,83.612,79.293,87.253,82.993,81.881,86.891,87.855,93.343,84.971,72.478,81.323,88.729,86.216,72.841,72.081,69.321,77.825,95.641,87.51,76.192,62.568,61.095
1336,B,False,51.82,44.412,47.967,64.211,70.668,78.789,68.708,81.381,85.128,78.414,72.928,75.118,67.764,68.846,72.335,61.35,53.213,65.126,56.922,49.98,38.682,52.388,43.187,45.86,54.659,51.773,52.768,50.184,59.67,55.624,61.167,54.662,55.986,56.904,55.055,62.209,61.97,62.204,62.686,59.134,53.249,54.912,64.584,62.124,56.463,48.814,62.462,67.477,69.556,66.377,65.737,62.419,63.618,65.844,71.463,70.612,77.384,75.681,79.913,77.393,79.573,98.542,93.813,97.821,87.531
1337,B,False,10.049,14.598,12.591,9.6099,23.243,21.52,15.262,19.216,14.414,18.579,16.017,27.191,23.693,23.286,17.183,32.313,39.178,40.459,42.935,48.16,58.599,54.161,55.684,53.326,50.167,46.793,58.476,57.627,63.422,64.673,54.686,58.213,57.026,50.824,49.486,41.837,38.913,35.53,33.275,36.256,35.877,38.411,33.324,41.139,45.673,42.298,42.991,37.097,37.89,34.753,35.717,38.846,33.082,39.038,37.441,37.437,43.743,37.338,45.041,49.844,47.968,48.034,50.327,48.785,52.081
1338,B,False,36.786,38.945,28.196,33.902,37.03,37.97,43.607,45.324,45.762,48.806,54.352,47.576,54.421,55.241,65.701,66.638,62.703,56.93,57.891,63.783,69.686,69.477,82.453,82.127,92.672,90.601,78.153,72.793,83.438,82.85,84.727,81.119,86.222,75.03,62.887,73.687,74.477,65.599,66.529,68.971,69.02,76.191,65.816,66.456,66.167,69.228,76.443,75.933,71.924,74.389,63.599,59.099,70.547,66.165,71.265,66.555,62.047,53.37,53.387,60.035,59.774,60.017,64.328,66.095,57.645
1339,B,False,7.9128,4.4546,2.4101,6.4829,4.8705,5.0847,2.2363,3.4209,4.259,4.8761,6.6762,7.6586,6.5693,5.4782,5.6573,4.1876,2.419,0.47108,1.9588,1.2634,1.7365,0.28889,3.7553,3.7464,3.3376,2.1873,1.9132,4.9313,3.9662,4.098,1.2266,1.7999,2.9432,2.2306,3.0646,5.9145,5.2109,6.0469,4.4371,6.6771,6.3651,3.959,2.706,2.7928,2.3745,2.9451,5.4843,3.487,3.1661,3.3346,1.8482,0.29757,3.0432,3.3095,4.3229,4.7773,2.394,1.6772,3.9949,2.9209,0.71715,2.6162,2.3308,1.4525,2.737
1340,B,False,18.923,21.392,18.969,13.518,12.167,7.0286,12.188,13.852,11.753,6.0196,3.6085,10.434,5.5957,6.6156,6.6346,10.831,17.09,18.575,22.265,24.6,22.89,29.775,30.933,32.628,41.316,36.931,36.159,36.747,37.819,39.672,40.302,34.179,29.13,23.263,35.288,26.029,34.198,27.038,28.98,25.432,24.949,23.017,17.822,30.57,20.464,24.776,14.177,9.0973,0.65,6.3377,3.903,8.0762,9.0963,1.8772,6.9787,2.6426,16.053,16.713,9.3748,8.3736,7.8923,7.7464,7.4717,6.4463,3.5145
1341,B,False,93.545,94.976,99.436,109.16,97.87,93.111,94.824,106.33,85.985,103.41,103.18,103.77,102.53,107.67,109.99,98.692,80.538,71.445,63.022,67.161,54.702,52.931,62.455,59.946,64.792,89.533,49.252,46.636,47.912,43.811,40.75,55.745,64.472,69.709,73.732,64.306,68.621,60.338,80.414,73.356,81.179,77.071,78.471,75.96,74.022,81.664,84.455,84.803,87.623,85.198,94.151,103.36,103.62,97.741,103.72,102.95,94.303,103.18,111.15,103.26,116.69,129.35,126.32,129.66,110.59
1342,B,False,8.183,15.349,12.802,9.0091,5.2861,7.7023,10.019,15.533,12.473,11.738,9.8587,10.466,19.551,10.816,10.689,4.4485,13.061,13.243,21.052,21.401,18.319,23.101,20.973,25.481,20.332,14.235,20.538,22.431,28.709,19.838,26.115,22.582,22.757,15.099,20.272,18.1,17.207,11.419,22.464,19.468,14.708,17.401,22.483,17.944,14.68,5.0133,5.0876,11.77,16.301,10.7,10.912,12.325,10.455,18.465,19.206,26.318,26.923,24.025,28.791,16.764,20.946,17.891,19.499,22.262,21.626
1343,B,False,42.543,25.164,10.716,36.216,11.942,10.397,33.067,13.301,3.9161,7.4976,2.5224,5.894,50.473,25.105,23.058,25.951,14.717,24.524,27.143,15.843,15.088,22.988,17.327,42.57,17.719,21.716,16.095,8.8512,24.055,4.1781,4.4568,11.927,14.546,3.2142,11.478,17.566,8.0717,5.4164,21.193,7.2638,0.10367,13.975,17.697,7.0216,1.7014,9.3827,14.491,21.527,30.736,34.659,42.673,48.501,37.852,22.028,29.864,26.696,28.866,16.437,19.819,38.082,37.784,46.391,39.753,43.139,34.231
1344,B,False,0.55212,7.7329,14.178,11.798,16.61,21.177,29.412,34.359,36.876,49.312,46.838,42.153,41.074,61.047,66.699,44.512,71.848,60.43,60.263,65.688,69.232,78.363,87.26,91.662,93.82,81.522,88.276,90.365,96.419,97.14,84.931,85.955,92.119,78.034,75.115,63.577,55.465,53.118,58.097,39.18,41.765,42.914,46.902,41.675,39.226,42.623,37.143,37.295,34.721,32.88,39.324,33.329,39.375,35.519,41.169,43.429,38.275,32.433,17.144,1.8331,5.2377,14.574,1.8933,17.215,0.22486
1345,B,False,10.946,15.137,14.816,8.9226,9.0089,13.302,6.8047,7.6958,12.637,10.732,11.343,10.306,12.812,14.604,12.01,15.301,11.558,11.52,14.136,12.022,13.652,20.483,11.981,6.7103,3.4415,9.0131,7.6886,5.8934,0.61852,0.022328,10.295,13.71,12.204,13.784,18.735,13.517,13.096,12.834,10.851,10.659,7.1,7.0369,6.2875,9.725,6.738,7.0974,5.3403,9.3114,7.5951,8.9716,9.0803,12.288,9.036,7.4613,5.5699,4.6287,7.2306,7.1579,6.8991,1.9503,1.2185,0.93543,6.7418,2.9959,2.7606
1346,B,False,33.765,31.387,32.233,34.068,39.412,35.743,42.169,38.595,38.596,35.305,24.076,25.245,35.304,35.885,34.777,31.411,34.908,34.786,28.657,22.261,27.226,24.413,21.965,29.861,36.056,23.396,26.929,34.024,37.507,49.458,63.203,60.527,54.432,54.258,55.443,54.577,46.705,46.735,52.609,43.269,49.067,47.613,55.061,54.124,58.335,60.873,67.081,74.094,73.583,76.771,84.826,74.111,79.525,76.429,72.658,66.347,69.344,70.982,74.379,63.503,62.398,63.014,65.781,71.987,69.717
1347,B,False,187.15,188.18,189.43,188.68,185.25,182.68,167.62,170.4,160.31,150.87,153.38,161.06,154.97,140.19,142.65,130.84,120.0,120.15,123.18,105.6,109.04,96.105,110.22,99.045,94.416,88.062,80.115,76.75,77.337,76.08,74.234,66.616,82.273,76.345,65.77,75.201,67.518,71.327,63.556,62.175,68.555,67.697,60.766,56.562,53.543,50.739,45.91,47.329,43.257,52.574,48.822,45.939,45.268,54.672,49.684,49.528,51.352,58.751,66.487,56.687,65.568,59.496,60.204,62.197,51.21
1348,B,False,50.489,43.559,53.281,48.416,55.316,65.783,54.391,54.375,64.303,60.482,63.921,40.979,48.448,36.933,34.743,42.938,37.766,34.766,34.656,40.629,30.742,36.56,34.928,46.992,34.287,49.366,50.138,56.114,59.449,56.117,60.096,53.293,47.436,39.424,45.69,46.347,27.912,42.223,32.505,39.355,38.43,18.309,29.835,19.024,16.697,19.477,24.203,16.106,19.43,19.47,21.148,22.222,14.721,24.731,31.983,33.072,29.639,24.526,27.129,29.289,30.051,26.873,22.693,31.408,33.565
1349,B,False,14.186,14.365,14.798,12.25,14.519,14.595,16.45,16.039,13.047,9.2598,13.403,8.7027,11.23,9.201,10.121,17.135,12.382,13.652,11.979,5.0948,4.9017,9.2424,6.7823,2.4313,4.0874,12.837,6.5833,7.7623,6.495,3.3259,8.0652,7.0501,4.666,7.2866,7.4153,1.7902,2.3671,4.823,10.71,12.847,5.091,4.5048,3.7412,5.5869,6.5639,4.842,2.1319,0.081846,2.7759,1.5093,4.5335,3.6497,5.8215,1.3071,10.015,2.9486,6.5611,0.90155,9.1634,5.7914,0.48886,6.4954,8.9677,9.5086,16.779
1350,B,False,2.3712,1.3503,1.3112,4.3949,0.41803,1.8745,4.0779,0.30465,1.5018,0.61354,1.0795,1.8578,1.8033,0.52353,1.1859,0.36433,2.4633,5.1198,4.6515,0.72488,1.0727,2.1403,5.2361,2.627,2.4063,3.2601,4.3286,1.8123,6.1707,3.9667,1.1219,2.8597,1.3201,2.0648,4.065,3.7845,10.39,8.7932,11.624,2.4039,1.2681,3.4982,1.6684,7.0745,3.2229,8.1446,5.5276,1.1082,1.0873,1.6164,2.9915,0.022823,2.943,3.8506,1.036,4.0795,4.8017,1.1185,0.066075,3.4118,5.4578,1.8835,4.08,3.0688,1.9076
1351,B,False,42.191,45.531,43.632,42.266,49.134,46.177,48.183,48.403,49.42,41.913,46.292,41.243,40.159,39.883,38.415,43.648,43.397,49.074,39.286,44.975,39.534,39.158,44.267,40.824,41.125,42.256,43.339,45.503,42.996,48.296,49.223,47.471,47.837,43.372,44.901,46.864,49.85,41.503,37.088,41.388,45.907,41.992,41.147,43.369,45.322,51.046,51.44,51.177,50.35,57.393,55.644,54.089,54.043,58.756,55.591,45.763,47.652,51.358,50.525,49.79,49.231,48.789,47.418,47.239,50.691
1352,B,False,23.704,12.374,10.196,11.56,9.2335,14.797,10.658,17.965,16.251,16.145,16.54,16.969,17.652,20.419,22.696,20.997,23.227,18.152,17.597,22.056,24.875,21.777,19.735,21.518,23.427,27.333,21.541,23.11,23.651,22.798,28.034,18.499,20.78,22.785,16.099,8.6872,12.395,18.985,16.514,22.706,15.816,14.243,14.803,10.292,7.4338,16.05,16.542,17.077,20.801,18.234,13.141,19.963,21.465,17.461,16.456,11.675,14.714,8.2789,15.957,12.74,14.542,10.201,11.206,5.0058,0.3807
1353,B,False,1.499,3.415,8.5016,7.1923,3.0895,10.652,1.3125,0.66668,2.9494,0.68628,0.82262,3.2552,2.8541,5.1138,3.0918,0.035459,4.1277,0.85412,5.8267,2.8353,4.7794,2.9644,10.895,12.801,16.127,18.944,26.197,25.87,25.374,26.15,32.391,43.494,44.146,49.403,50.577,42.652,51.523,51.085,54.365,52.922,65.453,70.24,74.308,84.545,82.504,91.891,99.767,103.38,106.74,102.18,97.325,97.72,91.952,91.346,91.145,89.062,87.743,90.317,94.449,99.947,105.23,98.871,90.65,88.638,93.741
1354,B,False,79.159,57.327,65.859,57.002,54.129,61.16,70.857,75.837,70.82,71.105,79.941,78.768,71.221,81.798,80.48,62.967,71.289,69.757,60.673,65.884,52.917,57.757,64.86,63.218,67.73,71.206,72.647,73.633,64.138,77.138,79.393,78.13,70.899,66.973,62.607,79.697,88.933,75.396,95.781,82.656,82.514,82.197,93.775,98.447,85.95,86.846,99.363,94.739,96.933,95.82,88.961,95.182,96.38,88.772,91.412,91.592,95.102,80.538,72.017,64.808,73.918,80.086,70.945,73.209,67.611
1355,B,False,46.575,48.612,54.808,57.896,62.374,57.268,53.931,51.869,51.997,41.91,42.191,48.629,40.102,40.355,43.367,41.556,42.428,40.249,42.358,41.949,47.425,44.826,49.901,43.886,41.901,48.742,49.22,51.872,60.377,60.752,62.842,65.64,66.064,75.551,66.724,67.398,69.848,69.894,67.863,64.151,60.639,68.82,70.582,70.394,68.661,70.068,67.663,63.631,77.764,66.962,63.154,59.375,61.543,57.619,49.879,60.733,62.923,56.582,58.488,54.279,66.251,63.314,66.691,68.338,81.016
1356,B,False,74.51,74.108,83.707,84.182,82.668,91.728,93.045,90.578,103.79,105.57,103.97,101.91,112.51,124.06,128.82,115.72,112.71,110.48,112.87,115.33,112.1,114.11,123.18,141.76,135.08,141.35,133.09,135.31,142.38,134.13,133.16,128.31,121.38,119.84,119.77,117.98,115.34,124.57,121.31,122.01,118.88,104.31,109.09,122.83,119.09,112.29,111.36,112.61,114.68,120.82,119.5,123.14,117.83,121.76,115.65,122.95,120.0,115.35,113.51,114.93,113.35,116.81,112.33,101.8,103.45
1357,B,False,32.502,33.348,31.235,39.215,39.083,41.704,52.031,51.163,45.464,61.028,47.171,43.269,42.438,40.467,36.83,29.102,20.054,19.184,27.108,22.989,13.083,22.482,17.153,15.347,21.474,14.171,14.581,14.725,15.947,15.706,14.572,19.221,16.133,18.265,18.847,11.523,12.824,12.78,17.501,19.494,27.414,21.261,22.587,27.337,33.925,30.896,36.521,36.438,33.577,34.539,38.052,39.236,32.291,29.954,25.781,33.329,21.332,18.866,15.726,9.4024,4.4876,15.336,21.223,33.353,31.921
1358,B,False,8.8842,9.5938,10.505,9.3255,8.6772,8.7674,6.8628,10.246,9.2596,7.302,7.0849,7.7306,6.6761,5.5843,1.5191,5.0345,0.84611,0.37651,4.4667,3.9038,5.2324,6.259,6.0643,2.7662,3.806,3.4225,4.6666,3.3067,4.7978,4.2593,7.0898,4.3966,6.9214,6.5567,7.896,6.0421,4.4694,6.6438,5.4104,4.6047,0.30362,0.9848,1.7252,2.8541,7.0396,1.949,5.1863,6.0849,0.83203,8.3099,9.249,0.093477,5.3581,1.4456,2.4632,6.9192,2.4395,0.5595,1.0288,8.5806,14.822,13.702,5.1004,8.8116,8.0623
1359,B,False,43.413,45.327,44.689,49.961,67.351,65.916,65.291,84.112,73.97,60.715,44.452,61.522,75.877,64.91,65.18,64.522,71.137,68.99,73.069,78.878,78.491,77.272,77.193,77.495,66.708,56.357,66.458,59.821,65.427,71.126,66.085,56.917,61.444,57.266,63.558,56.704,62.139,66.735,63.2,66.212,63.689,62.351,59.755,62.121,59.208,57.21,56.24,57.636,65.197,64.043,66.047,65.381,62.08,60.748,59.674,62.426,64.705,70.61,62.94,71.567,66.697,67.872,72.865,74.367,65.311
1360,B,False,22.086,20.66,19.406,19.31,24.585,18.875,20.549,23.524,23.045,24.388,20.213,23.839,24.255,19.78,25.325,27.18,31.045,33.954,30.303,31.955,31.932,30.361,25.668,26.148,26.625,22.834,27.586,28.424,28.752,30.713,29.037,23.73,23.603,24.93,29.106,25.83,25.661,29.137,21.337,23.577,19.244,21.399,23.272,24.2,13.128,20.459,16.081,24.599,22.475,18.048,27.597,21.759,31.41,26.004,26.597,21.848,24.197,25.077,21.54,25.037,28.28,34.415,39.748,34.111,34.742
1361,B,False,1.4127,9.2015,3.4279,2.2017,0.60154,2.2493,0.39387,1.9278,5.0723,6.7867,6.6895,0.70711,5.1787,2.2024,1.7758,0.97544,2.3116,2.8255,0.91742,1.1977,3.1205,7.5941,5.2909,10.715,3.2072,8.5043,3.9428,4.7621,3.3194,0.33697,2.2463,1.4828,5.7678,7.3294,4.7342,4.6132,1.6608,7.4584,5.4778,6.5524,7.0551,7.7841,7.9603,3.9789,7.0567,6.7741,7.7917,8.4923,6.8225,9.9357,10.243,20.289,17.311,17.655,20.829,13.196,11.799,10.048,13.937,7.9096,7.9921,4.3495,4.5785,8.5955,11.665
1362,B,False,23.627,31.701,27.606,54.527,37.031,40.608,49.21,48.878,43.639,60.888,69.698,61.39,72.304,65.879,54.68,52.147,54.504,58.981,46.787,30.595,38.19,31.431,33.05,18.751,30.003,20.189,18.042,20.213,22.945,34.722,27.804,20.348,17.39,15.849,34.409,28.812,46.559,72.802,41.728,65.442,54.054,22.872,7.1687,15.069,22.532,12.029,18.372,19.676,5.636,11.644,29.99,25.387,25.153,27.837,33.831,54.394,26.533,27.1,32.357,15.525,29.704,55.82,60.187,23.863,37.152
1363,B,False,19.688,34.456,29.867,26.348,25.27,22.598,18.765,16.526,21.118,17.671,18.956,20.005,9.6423,4.3471,7.98,7.2948,8.0037,6.2784,6.4049,9.8384,9.57,0.68221,1.1025,10.919,21.106,16.919,17.909,13.669,22.299,25.158,26.832,27.573,28.143,22.365,19.995,20.736,25.491,11.674,15.528,6.6113,6.8075,8.7867,5.2558,0.69283,2.012,4.3022,2.4955,11.463,1.0556,1.258,2.7194,0.33657,0.22852,4.0273,1.1223,1.1091,5.2855,10.819,12.423,6.9513,6.1894,2.7944,14.595,13.071,11.251
1364,B,False,25.007,28.612,21.561,17.336,19.019,27.121,26.02,26.231,20.382,19.624,18.439,18.779,8.2827,16.464,14.261,17.262,11.708,16.494,17.673,23.175,25.097,27.689,22.787,28.771,26.425,18.729,25.487,15.801,26.138,32.315,28.758,28.203,27.534,27.61,29.204,25.919,31.105,31.623,32.801,25.532,17.648,18.894,21.717,24.534,17.996,8.5992,17.294,10.264,11.164,8.8374,12.158,11.355,17.617,11.349,3.9044,3.6966,12.032,6.5956,18.125,19.906,22.301,18.384,18.64,18.386,18.86
1365,B,False,86.996,89.418,84.028,89.758,86.443,82.659,82.662,80.88,86.116,51.148,85.437,92.053,85.877,85.899,82.196,85.288,86.325,85.955,97.441,96.225,95.503,96.369,96.104,103.2,101.88,98.725,105.43,96.132,96.58,98.585,98.335,97.2,98.713,90.973,88.762,68.747,79.841,79.094,83.36,85.186,81.029,84.527,64.576,62.551,65.599,93.089,60.243,115.63,120.31,127.07,120.9,125.07,71.042,72.322,73.763,71.894,71.368,71.058,67.574,73.593,77.459,128.8,135.94,64.755,132.59
1366,B,False,96.094,109.71,125.04,127.5,122.23,116.59,124.54,126.32,121.02,118.95,116.34,112.99,127.61,122.67,119.87,117.66,124.43,130.77,121.23,122.6,118.85,126.85,125.6,122.36,111.43,107.85,117.32,127.31,130.55,130.2,135.48,132.71,144.92,122.13,121.09,115.55,123.83,139.72,116.21,129.74,120.45,120.3,127.72,132.28,138.11,143.34,139.05,140.5,146.47,137.22,120.12,117.34,114.89,122.19,115.11,107.93,112.03,125.65,120.43,114.95,126.98,125.11,134.15,134.86,122.48
1367,B,False,120.31,127.07,120.9,125.07,71.042,72.322,73.763,71.894,71.368,71.058,67.574,73.593,77.459,128.8,135.94,64.755,132.59,70.39,70.126,69.413,69.607,70.101,60.922,52.383,61.925,62.644,58.545,49.038,6.7435,22.286,46.792,16.71,53.875,48.429,56.704,63.457,65.965,42.099,42.892,43.048,35.702,28.506,40.739,75.148,15.359,41.612,46.648,33.376,25.991,38.158,63.036,52.212,25.552,28.276,25.807,46.234,44.423,42.23,31.806,39.304,52.538,46.83,49.387,50.618,44.441
1368,B,False,85.922,87.828,96.879,94.107,85.156,88.135,92.842,96.361,98.29,100.08,92.723,83.456,76.062,78.595,77.961,77.817,77.686,88.498,87.356,84.612,93.693,81.681,76.565,75.612,62.206,77.777,84.114,80.168,89.554,84.047,90.465,96.902,100.91,103.8,104.56,113.82,99.844,109.32,101.82,106.11,109.82,103.62,103.84,98.825,96.946,97.608,93.112,92.723,89.905,84.689,84.133,88.955,80.283,88.32,76.816,77.131,81.203,80.34,69.505,75.732,74.122,77.515,76.15,82.959,88.798
1369,B,False,117.84,121.9,115.27,118.28,123.61,125.05,116.33,128.81,102.88,120.11,114.61,101.3,106.78,108.63,114.32,102.86,110.71,98.301,100.77,114.18,117.84,113.5,116.59,110.25,112.51,115.71,134.68,131.14,143.78,142.64,140.08,145.49,152.47,149.92,142.1,140.27,133.03,136.13,139.07,127.2,137.05,123.13,128.32,114.59,130.63,118.64,114.79,102.64,118.16,108.42,127.58,105.96,97.531,93.641,105.9,108.41,86.952,79.98,76.082,91.782,94.233,97.097,81.58,78.177,80.397
1370,B,False,79.852,72.306,85.114,92.026,95.148,95.505,103.2,104.13,96.399,91.572,89.897,91.38,86.034,89.157,92.373,86.655,82.277,77.326,74.762,77.693,77.755,72.5,68.07,66.192,65.547,70.184,65.567,64.11,66.396,71.015,73.588,68.06,73.158,67.596,74.11,74.61,89.395,89.655,94.116,94.902,98.645,91.728,81.062,85.512,86.332,92.184,89.576,90.04,84.208,97.117,85.066,88.282,86.765,83.945,95.238,78.392,72.123,85.119,73.595,79.234,80.743,71.399,63.36,66.508,63.281
1371,B,False,603.07,630.45,643.76,637.96,608.32,637.02,625.79,640.1,638.48,644.88,655.82,646.58,653.54,634.14,638.44,630.57,611.83,623.96,595.53,610.87,588.58,589.96,594.37,593.76,606.65,585.93,585.72,596.02,584.97,569.52,550.86,561.95,576.32,569.27,566.12,547.09,550.96,566.8,561.09,568.7,549.42,573.32,577.72,579.36,577.15,585.13,587.26,585.37,579.16,594.53,582.59,605.97,568.95,579.72,577.34,564.72,565.68,550.71,551.53,570.18,549.25,575.83,579.64,569.93,557.85
1372,B,False,5.1739,5.9446,11.69,9.6481,1.4488,3.9411,8.0873,5.099,8.7924,8.2875,1.3122,3.9426,9.5628,9.0122,12.357,2.7148,5.9772,11.236,2.8973,4.7321,1.8656,6.1822,7.1323,5.4678,4.5805,1.617,5.2181,4.6284,1.0831,0.98291,0.81707,3.3173,4.85,0.69213,2.199,1.0926,0.12861,5.9513,6.1956,5.2824,4.1446,4.2523,4.8482,5.166,0.30471,2.3087,0.9566,0.76304,1.9021,5.5195,4.5268,5.1376,2.3134,4.1325,7.7243,6.0935,11.373,10.306,4.1583,2.241,9.1049,10.984,8.5728,6.9564,12.714
1373,B,False,34.375,34.418,42.881,49.026,52.442,54.355,51.371,49.61,41.263,38.005,36.284,41.696,36.061,37.406,38.027,37.193,33.429,35.773,39.442,43.446,36.586,36.025,29.113,32.008,26.413,35.293,35.05,41.344,32.892,31.499,25.583,26.801,22.89,29.337,25.454,17.275,16.86,22.756,15.346,19.344,24.598,20.042,13.1,12.805,11.901,14.402,10.984,14.728,6.2562,13.556,11.158,16.302,14.147,19.003,21.034,22.788,25.182,27.169,32.741,31.961,26.273,29.36,28.253,37.769,33.917
1374,B,False,15.061,13.729,13.943,12.873,11.824,12.435,13.339,10.574,12.808,13.398,17.009,15.765,14.757,13.182,12.709,15.01,16.56,19.419,21.071,15.847,14.211,17.277,17.302,16.083,13.985,13.299,12.881,11.442,11.823,13.162,13.35,12.573,12.862,13.402,11.564,12.593,12.382,10.841,11.522,12.48,12.819,10.55,10.091,10.812,9.3514,7.7109,8.9578,11.507,10.505,10.776,12.413,10.384,11.644,8.6233,9.334,9.7272,7.6829,6.2357,5.3033,7.5898,6.2315,7.1373,7.5673,7.9647,10.738
1375,B,False,24.715,19.978,26.17,31.457,32.323,27.357,19.764,20.511,26.585,25.522,25.483,29.948,26.1,29.189,36.389,36.751,34.236,31.388,28.234,23.187,27.218,32.643,32.754,26.586,23.436,26.682,27.591,25.98,25.636,28.027,25.23,19.923,16.504,18.983,24.969,20.368,18.008,13.274,14.934,16.086,19.833,25.901,26.897,20.957,19.495,17.085,16.006,15.969,20.326,18.238,21.157,24.41,16.613,14.642,13.371,6.4917,11.175,5.4634,5.8616,5.512,6.5023,9.36,5.2782,10.257,15.683
1376,B,False,25.077,30.425,25.124,25.826,22.887,20.101,22.924,22.281,21.743,19.778,16.773,18.594,21.104,17.302,17.975,17.72,24.775,15.911,22.141,22.682,24.911,27.017,23.76,19.361,20.419,16.037,23.766,23.716,20.495,21.482,23.405,21.48,18.138,14.475,18.521,19.991,17.827,20.656,25.465,23.55,18.587,20.242,18.965,17.11,16.535,15.75,10.958,9.8419,14.635,13.25,11.828,12.395,8.9307,13.395,10.461,11.194,13.835,7.9545,11.865,3.3396,11.794,9.9716,11.387,12.917,13.409
1377,B,False,4.3551,6.5506,10.11,4.3971,3.3301,7.534,9.3045,4.3278,7.7595,11.538,14.358,12.128,14.141,15.5,10.911,11.022,14.706,17.278,14.207,10.755,8.2715,12.773,11.277,8.2408,7.212,12.184,12.969,10.95,11.058,10.769,9.7248,14.605,17.4,11.138,13.288,15.08,12.844,10.262,15.478,12.801,15.413,19.77,22.96,26.354,20.623,15.994,15.62,23.128,20.936,27.337,22.985,24.114,35.968,37.929,50.552,58.317,58.94,63.037,71.677,82.849,105.33,103.19,109.54,102.68,95.388
