,FLARE_TYPE,COINCIDENCE,LABEL,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf
0,X,False,1,826.7785,970.9315,60.175650000000005,75.555,102.96525,112.654,0.10511594999999999,0.02319405,15617.5,50.9768,4.857445,16601550000000.0,56.620850000000004,7.393935e+23,2920.875,49979600000000.0,2.28326e+22,170.1965,102498.8,8.05109
1,X,False,1,187.473,1401.48,57.57675000000002,71.51180000000001,101.739,108.94099999999996,0.44154550000000004,-0.00393922,15099.2,49.78410000000001,4.737995,11289005000000.0,55.0379,9.540049999999996e+23,3021.525,60965600000000.0,3.0664349999999996e+22,228.1065,54686.8,10.518899999999999
2,X,False,1,791.6740000000001,1061.52,44.68365000000001,43.8425,77.0778,82.20965000000001,0.049853339999999996,0.015231100000000001,10237.6,39.22914999999999,4.54801,34336900000000.0,33.92405,7.068555000000001e+23,2230.04,40330800000000.0,3.644135e+22,283.054,24472.8,16.558199999999996
3,X,False,1,183.7905,1366.9500000000003,54.91180000000001,70.37285,109.32249999999999,112.11449999999999,0.369813,0.006097944999999999,8977.439999999999,44.203,4.443344999999999,8076850000000.0,43.164500000000004,3.58568e+23,1709.03,35054850000000.0,1.6993950000000002e+22,69.2635,12785.6,5.047489999999999
4,X,True,1,404.29300000000006,1201.975,48.67655,69.54905,115.87549999999999,121.8,0.2585125,0.017241500000000003,10810.9,39.00345000000001,4.324150000000001,19390150000000.0,35.9442,3.368275e+23,1679.0050000000003,28973150000000.0,1.54696e+22,44.435649999999995,11006.019999999999,3.5420900000000004
5,X,False,1,129.33999999999997,2669.8250000000003,45.90185,40.74415,62.436100000000025,79.35034999999999,-0.0008713749999999995,0.0011325649999999999,13619.15,40.29729999999999,4.83316,7544900000000.0,38.589000000000006,1.98766e+24,5186.42,81502500000000.0,8.531495000000001e+22,303.6550000000001,45707.55,13.594650000000001
6,X,True,1,958.3610000000002,1160.7350000000001,49.26415,43.05685,62.17439999999999,79.2557,0.07712022,-0.0214517,14938.0,44.072050000000004,4.40749,36683150000000.0,42.96525,8.87184e+23,2338.925,35184750000000.0,3.7369549999999996e+22,103.93149999999999,28108.5,6.148655
7,X,False,1,2150.4649999999997,1758.2549999999999,51.20405000000001,60.151949999999985,89.1463,106.81099999999999,0.015386368999999997,-0.031900899999999996,17963.65,45.901149999999994,5.1526950000000005,77419950000000.0,46.134750000000004,1.6086899999999999e+24,5198.96,79460150000000.0,5.40129e+22,211.0895,218733.5,6.882569999999999
8,X,False,1,2130.9,1788.8800000000003,51.18275,59.818349999999995,88.60284999999999,105.92049999999999,0.02787734,-0.031002650000000003,17616.6,45.914100000000005,5.154134999999998,76825800000000.0,46.13000000000001,1.6084900000000002e+24,5218.214999999998,80454250000000.0,5.4542500000000006e+22,217.4595,212533.0,7.060905
9,X,False,1,1410.83,4571.695000000001,53.01239999999999,58.8,96.71375000000002,100.8869,0.25222599999999995,0.010468065,12748.0,43.26205,5.083265000000001,58301300000000.0,46.240050000000004,2.284385e+24,6855.410000000001,135440500000000.0,8.511425e+22,500.29899999999986,247276.0,14.844349999999997
10,X,False,1,347.448,849.5495000000001,43.39135,41.32795,70.43125,98.573,-0.13643495000000003,-0.011090469999999998,11330.4,37.018299999999996,4.573655,16069950000000.0,34.556650000000005,4.70711e+23,1691.1000000000004,24133900000000.0,2.49858e+22,410.907,7695.08,43.12415000000001
11,X,True,1,7.163815500000003,513.8509999999999,51.22940000000001,33.95915,57.51690000000001,72.87499999999997,-0.034428354999999994,0.0013506762499999997,9900.180000000002,44.61440000000001,4.4164900000000005,500632500000.0,45.51289999999999,7.035594999999998e+22,205.85950000000008,3267855000000.0,3.8400900000000005e+21,147.94995,25991.44,16.670814999999997
12,X,True,1,785.0475,1923.0900000000001,42.965799999999994,49.665000000000006,92.01275000000001,99.27035000000001,0.13768945000000005,-0.0104201,10422.624999999998,37.2757,4.610795,37151850000000.0,30.687449999999995,1.0436e+24,3653.405,69535350000000.0,5.37915e+22,248.6495,30350.4,12.34895
13,X,False,1,219.59125,2144.59,43.05780000000001,33.78634999999999,62.7427,82.70545,0.005665395000000002,-0.0024280205,13530.2,34.1443,4.431555,13806590000000.0,31.42104999999999,1.612135e+24,3808.9350000000004,59278250000000.0,6.439155e+22,139.98735,29513.8,6.792025
14,X,False,1,1174.3999999999999,2340.48,43.731700000000004,50.123850000000004,85.57119999999999,95.217,-0.061858350000000006,0.0120473,11247.2,38.44875,5.01479,40694650000000.0,33.124649999999995,1.4565399999999996e+24,5492.64,94821250000000.0,7.164695e+22,266.879,83080.65,10.786749999999996
15,X,False,1,565.24,2373.96,52.12489999999999,63.940549999999995,99.9537,104.2095,-0.021764614,0.0077182000000000014,12168.3,44.62955,4.83003,11491055000000.0,45.529050000000005,1.18417e+24,4381.660000000001,83803350000000.0,4.737645e+22,276.4585000000001,88105.25,11.863500000000002
16,X,False,1,609.0710000000001,2157.245,53.94414999999999,68.33475000000001,106.2375,109.72749999999999,0.13893999999999998,0.011377709999999997,11833.85,44.845549999999996,4.533595,12828290000000.0,45.679,8.413460000000001e+23,3260.45,62671900000000.0,3.40675e+22,304.0775,54987.1,14.273499999999999
17,X,False,1,619.5579999999999,1532.685,38.84714999999999,44.74804999999999,85.5279,94.26360000000003,-0.20348800000000003,0.00882904,7675.330000000002,30.797199999999997,4.81669,27090600000000.0,23.70755,7.152009999999999e+23,3216.385,56491250000000.0,5.2511349999999975e+22,243.56199999999998,21657.55,14.779199999999998
18,X,False,1,2018.6299999999999,4533.295,55.07719999999999,58.3334,92.28525,97.94309999999999,0.19545849999999998,0.01507465,16798.2,48.22435,5.030785,69112500000000.0,50.96225,2.988205e+24,7569.875,147756500000000.0,8.876885e+22,332.108,189411.5,9.00037
19,X,False,1,4.562317999999999,189.6375,20.980200000000004,23.3465,61.28354999999999,67.74434999999998,-0.08886705799999998,-9.71121e-05,827.6445000000001,16.12125,0.0,554960000000.0,3.5651025000000005,1.1096500000000003e+22,163.59399999999997,3797990000000.0,5.778325000000002e+21,78.3677,74626.8,4.110922499999999
20,X,False,1,182.50744999999998,1223.7900000000002,32.6523,36.33814999999999,82.40939999999998,89.47549999999998,-0.10742468000000001,0.0033351344999999998,3507.5699999999997,25.966250000000002,4.819000000000001,6168390000000.0,13.030400000000004,2.5147749999999993e+23,1728.25,34037200000000.0,3.4121049999999995e+22,855.0730000000001,130871.45,34.0056
21,X,False,1,509.32649999999995,373.0925,47.316500000000005,37.79380000000001,65.45599999999999,85.67064999999998,0.41002160000000004,0.0198302,9123.245,41.10690000000001,1.4130049999999998,13187000000000.0,40.682550000000006,3.1057100000000004e+23,1250.2999999999997,18514000000000.0,1.7386250000000002e+22,125.1556,2212.73,14.359990000000002
22,X,False,1,702.41,3631.8350000000005,43.6096,36.1905,63.97405,76.28025,-0.032905435,-0.003980312000000001,13213.95,37.33990000000001,4.936515000000001,14882570000000.0,33.347500000000004,2.91093e+24,6565.770000000001,107763550000000.0,1.22811e+23,214.33749999999995,153547.25,6.855444999999999
23,X,True,1,1053.8429999999998,5999.115000000001,51.269000000000005,59.094650000000016,94.58420000000001,107.91649999999997,0.12010259999999999,-0.005675719999999999,18133.5,45.85770000000001,5.405005,21435150000000.0,46.390550000000005,4.4771700000000006e+24,11506.5,216521500000000.0,1.3254199999999996e+23,199.511,539453.0,4.479995000000001
24,X,True,1,492.71600000000007,7140.56,49.4285,54.17249999999999,92.6978,102.70749999999998,0.1190299,-0.0020542300000000006,16172.0,44.45295,5.440380000000001,24781550000000.0,43.7189,5.150500000000001e+24,12803.85,238475500000000.0,1.650295e+23,266.6715,758142.5,5.58765
25,X,True,1,66.81597,6791.05,44.1425,50.07835,89.80499999999999,98.8187,0.03744274999999999,4.5763399999999976e-05,15315.65,39.4276,5.460165000000001,56227450000000.0,34.7144,5.014540000000001e+24,13507.8,229438500000000.0,1.8642749999999997e+23,269.69849999999997,767260.0,5.793584999999999
26,X,False,1,1612.665,1416.36,38.4089,50.04455,96.80495,105.367,-0.02065397,0.02457635,7062.475,33.0026,4.832970000000002,55195850000000.0,23.2985,6.173825e+23,4072.8199999999997,69232950000000.0,4.471050000000001e+22,205.63400000000001,31013.0,12.39995
27,X,False,1,1069.2269999999999,4546.265,42.44775,53.929100000000005,103.8615,109.05249999999998,0.19834100000000002,0.006958415000000001,8580.570000000002,36.253699999999995,5.12724,51459850000000.0,29.557350000000003,1.7515699999999998e+24,7456.354999999999,150652000000000.0,9.862660000000002e+22,702.8425000000001,179608.0,20.4239
28,X,True,1,1677.1850000000002,1242.72,46.14045,59.930099999999996,105.26955000000001,111.953,0.17443545,0.04325609999999999,11293.835000000001,39.55055,4.90482,57697700000000.0,34.57234999999999,5.8076400000000005e+23,3014.8049999999994,48719750000000.0,2.5486749999999996e+22,98.57900000000001,30050.25,5.8613
29,X,False,1,36.662699999999994,385.1405,50.964549999999996,36.55284999999999,56.96260000000001,66.87679999999999,0.14438715,-0.005940840000000001,8645.025000000001,45.0305,4.505940000000001,1273286500000.0,46.88185,6.222935000000001e+22,219.31949999999998,3059780000000.0,3.8941750000000004e+21,40.337199999999996,28698.71,2.4634199999999997
30,X,True,1,2728.385,1501.5049999999997,56.377199999999995,74.7893,105.46849999999999,123.9695,0.05382663099999999,-0.05140215,19427.55,48.960550000000005,5.24742,77870100000000.0,54.23879999999999,1.36962e+24,5948.85,81917550000000.0,3.7442800000000007e+22,112.92349999999999,189255.5,4.156185
31,X,True,1,2902.275,1541.815,55.9569,74.2132,104.42199999999998,122.97000000000003,0.013989829999999998,-0.05352744999999999,19471.45,48.7262,5.2503,81719300000000.0,53.48864999999999,1.4016050000000003e+24,6109.284999999999,83288450000000.0,3.83898e+22,108.61749999999999,201521.5,3.9753550000000004
32,X,False,1,3581.185,1767.7150000000001,49.3314,73.82339999999999,108.39599999999999,123.455,-0.27976249999999997,-0.05748175000000001,20231.45,43.04935000000001,5.297925000000001,91612950000000.0,42.51659999999999,1.6735399999999996e+24,7551.249999999998,94082200000000.0,4.9686750000000014e+22,105.1855,223420.5,3.36038
33,X,False,1,340.78200000000004,1748.6349999999998,42.763099999999994,38.292350000000006,68.87819999999998,91.59695000000002,-0.2671837,-0.006517520000000001,8993.965,34.54865,4.934475,12663645000000.0,32.253699999999995,6.159945e+23,2264.6049999999996,36002700000000.0,3.7474750000000003e+22,275.09499999999997,13143.6,23.869
34,M,False,1,258.8335,178.04149999999998,40.98985,62.623599999999996,114.39449999999997,125.273,-0.1658536,-0.02690235,5647.625,33.562850000000005,4.02847,9564900000000.0,21.75355,7.206565e+22,755.7,12466750000000.0,6.33615e+21,96.89860000000002,2958.29,14.978749999999996
35,M,False,1,18.796195,78.67665000000001,33.23725,45.41244999999999,103.31479999999999,121.26699999999998,-0.39078274999999996,-0.0032695130000000025,3873.540000000001,26.991200000000003,3.3121899999999997,1130964500000.0,13.714075,2.3982600000000005e+22,232.45599999999996,4215065000000.0,3.3824449999999997e+21,0.0,0.0,0.0
36,M,False,1,134.705,472.61199999999997,37.169599999999996,39.9439,92.6709,92.6173,-0.15328270000000005,-0.005536004999999999,6928.2,31.901799999999998,3.7721399999999994,1990075000000.0,20.680249999999997,2.2226349999999996e+23,926.442,18388700000000.0,1.5291749999999996e+22,185.5175,640.8399999999999,17.81265
37,M,True,1,38.060649999999995,64.26514999999999,41.592499999999994,28.961900000000004,51.86559999999999,64.41794999999999,0.71594784,0.011763609999999997,5647.75,34.71320000000001,4.16586,1355701500000.0,25.293000000000003,2.4368949999999994e+22,85.62379999999999,1360610000000.0,2.4407450000000004e+21,54.07305,9768.61,6.858004999999999
38,M,False,1,107.09479999999999,437.8815000000001,28.266349999999996,34.739149999999995,76.96039999999999,83.77389999999998,0.13728395,-0.0031465800000000004,2577.3800000000006,21.885799999999996,4.108175,4749660000000.0,7.785690000000001,1.1632999999999998e+23,1129.785,21425900000000.0,2.3503199999999997e+22,675.10965,11.9086,186.078595
39,M,False,1,100.36814999999999,516.595,41.96745,32.57535,60.823900000000016,67.9554,-0.2879125,0.004131754999999999,8128.7699999999995,31.810299999999994,4.01835,7415960000000.0,27.266850000000005,2.6137950000000004e+23,840.8635,13311500000000.0,1.710505e+22,224.62935,1752.9450000000002,33.24097999999999
40,M,False,1,41.23525,259.19950000000006,34.47525,42.0272,85.34595,92.9579,-0.22805459999999997,-0.002574275,3938.1399999999994,28.009549999999997,3.725865,2032130000000.0,13.909,8.439845e+22,601.29,11785950000000.0,1.089035e+22,170.77699999999996,103.71504999999999,45.117549999999994
41,M,True,1,31.411587999999995,339.025,55.37395,78.49429999999998,120.97900000000001,121.835,0.10337334999999999,0.0017034188499999998,5773.284999999999,42.7834,3.6219349999999997,1150753650000.0,38.38430000000001,8.916545e+22,651.1985,14227850000000.0,6.433695e+21,189.363,3751.79,20.6706
42,M,True,1,787.623,874.2799999999997,59.88430000000001,78.83014999999999,105.91299999999998,116.88699999999999,0.045266755000000006,0.024837199999999993,14779.45,50.35265,4.840529999999999,17873650000000.0,55.021950000000004,6.232139999999999e+23,2781.915,47317500000000.0,1.9863800000000003e+22,170.448,81885.5,8.621835
43,M,False,1,184.94449999999998,397.227,38.185500000000005,54.39899999999999,106.04150000000001,111.8145,-0.272825,-0.009401765000000001,4092.3199999999997,31.3923,4.1386,6516950000000.0,17.7371,1.0665155e+23,1019.9540000000001,19777700000000.0,1.2906950000000004e+22,138.334,1916.8195000000003,19.558250000000005
44,M,False,1,1073.3049999999998,1103.16,57.9542,68.296,94.54465,103.75099999999998,0.1798485,0.026012100000000003,15140.5,50.350599999999986,4.87261,34412500000000.0,56.86994999999998,8.296765e+23,3111.8149999999996,53359250000000.0,2.6642050000000003e+22,182.7845,78319.7,8.2439
45,M,True,1,783.132,1119.715,48.2756,62.19585000000001,101.03350000000002,110.73500000000001,-0.06485825,0.017351949999999998,10945.4,41.24074999999999,5.002485,26911200000000.0,38.00465,6.565849999999998e+23,3107.63,53253500000000.0,3.1950900000000007e+22,206.53100000000003,36689.25,10.350200000000001
46,M,True,1,175.55649999999997,720.6474999999998,49.9504,63.9347,108.6935,110.3525,0.37705200000000005,-0.007601265,9234.039999999999,41.39635,4.050215000000001,4481100000000.0,38.99954999999999,2.8366949999999995e+23,1258.795,25945000000000.0,1.45057e+22,200.62499999999994,4547.835000000001,15.285700000000002
47,M,False,1,760.586,1130.71,47.40615,62.967999999999996,101.7605,112.027,-0.052214649999999994,0.016858349999999998,11541.5,40.63605,4.981259999999999,26812200000000.0,36.717200000000005,6.91585e+23,3242.905,53490650000000.0,3.2917250000000003e+22,205.94400000000005,38691.75,10.05861
48,M,False,1,176.94349999999997,712.7470000000001,49.962,64.9308,109.4825,110.7665,0.3782755000000001,-0.007895455,9324.244999999999,41.1128,4.04801,4360430000000.0,38.74094999999999,2.774225e+23,1178.5899999999997,24487100000000.0,1.4123900000000002e+22,208.56550000000001,4555.844999999999,15.86505
49,M,False,1,123.72049999999999,769.945,51.68465,67.61499999999998,114.09849999999999,115.3665,0.2113906,-0.004900675000000002,8578.965,42.039049999999996,3.84422,2997135500000.0,40.4791,2.874285e+23,1368.2149999999997,28910250000000.0,1.5484649999999999e+22,231.84500000000003,4784.83,18.167300000000004
50,M,False,1,498.2825000000001,598.8645000000001,33.0715,40.70895,78.38135000000001,83.31424999999999,-0.1639285,0.014109300000000002,4867.275000000001,27.4837,4.431405,24764050000000.0,14.191899999999999,2.28433e+23,1538.1550000000002,28056000000000.0,2.4960599999999996e+22,195.36999999999998,3570.8949999999995,21.264699999999998
51,M,True,1,703.9054999999998,2090.4399999999996,44.7981,55.056349999999995,95.9929,105.76500000000001,0.028248139999999995,0.009008900000000002,11407.6,38.9302,5.03786,46221250000000.0,34.79415,1.185735e+24,4303.875,81199350000000.0,5.546119999999999e+22,185.4035,66328.2,8.26789
52,M,True,1,228.73000000000002,947.9114999999998,38.29584999999999,52.8772,99.48639999999999,107.68800000000002,-0.226795,-0.005627895000000001,5700.239999999999,31.483999999999998,4.488695,6370845000000.0,21.5847,3.071905e+23,2137.7999999999997,37802250000000.0,3.0232550000000003e+22,188.17299999999997,5197.290000000001,19.948650000000004
53,M,False,1,596.0305000000001,2122.5200000000004,44.4942,54.337699999999984,95.18325,105.15149999999998,0.02932459,0.007769000000000001,11438.6,36.848650000000006,5.047924999999999,35391750000000.0,34.572900000000004,1.1640499999999998e+24,4181.820000000001,78551600000000.0,5.498079999999999e+22,186.27200000000002,68488.15,8.290635
