,FLARE_TYPE,COINCIDENCE,LABEL,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf
0,X,False,1,706.1357333333331,1033.3630666666666,60.37803999999998,71.83299999999998,97.66457333333334,106.78093333333337,0.07758797866666667,0.018771146666666665,15498.626666666667,51.737799999999986,4.844656,14046560000000.0,58.09646666666665,7.80732533333333e+23,2927.8053333333337,50965413333333.336,2.3537106666666664e+22,176.5198666666666,88047.84,8.126117333333331
1,X,False,1,142.0782345333333,1434.412,58.19913333333333,68.85648,96.62762666666667,102.99363999999998,0.3281458666666667,-0.002951878404000001,15093.92,50.230119999999985,4.749752000000002,8510382666666.667,55.82284,9.746285333333327e+23,2959.358666666666,58502826666666.664,3.0787533333333344e+22,229.26760000000004,60373.89333333333,10.192536
2,X,False,1,890.7908000000003,1007.9602666666665,44.03388000000001,42.63822666666667,74.49206666666664,80.6971333333333,0.03917050952000003,0.017205786666666664,10250.354666666666,38.409320000000015,4.575334666666666,38233520000000.0,32.95689333333334,7.043742666666667e+23,2279.7586666666657,39266826666666.664,3.6538840000000017e+22,274.68066666666664,24497.453333333335,15.93952
3,X,False,1,225.13213333333334,1332.2826666666667,53.40364,69.7118,109.12986666666666,111.76026666666665,0.32428214666666666,0.007974630666666668,9479.118666666669,43.03957333333332,4.441232,10328616000000.0,41.82258666666668,3.557310666666666e+23,1672.7640000000004,33566373333333.332,1.624352e+22,65.87438666666668,12990.527999999998,4.95182
4,X,True,1,369.56626666666665,1181.7320000000004,48.001826666666666,64.63865333333334,110.66613333333332,115.46200000000005,0.3161826666666666,0.01466788,9906.461333333333,39.059746666666655,4.328238666666667,18405760000000.0,35.62048000000001,3.3259213333333325e+23,1570.8866666666668,29220453333333.332,1.5911213333333347e+22,44.39223999999999,8351.413333333336,3.4575453333333335
5,X,False,1,125.10549599999999,2664.6626666666675,45.72604000000001,41.93747999999999,64.18176,79.12322666666665,-0.008509402000000001,0.0008288627733333335,13337.96,39.44566666666665,4.870997333333334,5359771333333.333,37.80380000000001,1.9742826666666663e+24,5291.0160000000005,86174000000000.0,8.508762666666664e+22,307.7242666666667,56625.77333333333,13.116173333333332
6,X,True,1,940.0202666666665,1222.4586666666669,48.2252,46.11161333333334,67.69217333333336,83.47230666666667,0.04436996000000003,-0.020047520000000003,13439.133333333333,43.00910666666667,4.540136000000001,37976586666666.664,40.122773333333335,8.357456000000001e+23,2500.0773333333345,40234066666666.664,3.836138666666666e+22,129.18040000000002,36213.386666666665,7.548669333333334
7,X,False,1,1409.6706666666669,4561.145333333334,52.77734666666668,58.45223999999998,97.31721333333333,101.99736000000004,0.24010453333333331,0.010152724,12753.096,43.620386666666676,5.069228,59726680000000.0,46.24509333333333,2.3532573333333332e+24,7047.255999999999,140596933333333.33,8.737100000000001e+22,517.2406666666668,260773.6,15.13408
8,X,False,1,469.51613333333324,841.3171999999998,41.0878,42.49442666666666,72.68095999999997,95.81190666666672,-0.13076486400000006,-0.014030951999999998,9908.61866666667,33.862160000000024,4.336621333333333,20508586666666.668,29.479133333333337,4.362459999999998e+23,1744.721333333334,26735653333333.332,2.583702666666667e+22,298.358,4523.810666666666,32.002853333333334
9,X,True,1,735.6550666666665,1911.697333333334,42.26074666666666,47.18804,88.5649866666667,96.33672000000001,0.09493339199999999,-0.009396010666666666,10393.778666666667,35.57834666666666,4.613500000000001,34717813333333.332,29.273493333333334,1.0848000000000002e+24,3567.721333333333,68339760000000.0,5.6029413333333325e+22,251.5238666666667,40259.066666666666,12.37008
