,FLARE_TYPE,COINCIDENCE,LABEL,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf
0,X,False,1,717.6279999999997,1027.4075714285714,60.376971428571416,72.05092857142856,97.98180000000002,107.1337142857143,0.08005398285714287,0.019142014285714284,15491.257142857143,51.692414285714264,4.841858571428571,14530032857142.857,57.95249999999999,7.77069714285714e+23,2928.6971428571433,50834785714285.71,2.3463014285714284e+22,176.06785714285706,87958.97142857143,8.123207142857144
1,X,False,1,151.62886999999998,1431.2057142857143,58.20052857142858,69.05271428571429,96.94231428571428,103.37327142857143,0.3305024285714286,-0.003151008200000001,15114.514285714286,50.22624285714285,4.746145714285716,8531908571428.571,55.83082857142857,9.72675285714285e+23,2960.3457142857137,58536600000000.0,3.0747671428571435e+22,229.1077142857143,59750.87142857143,10.212720000000001
2,X,False,1,876.9458571428574,1012.6024285714285,44.08634285714286,42.65132857142858,74.61138571428569,80.72709999999998,0.03532201734285717,0.01695757142857143,10228.922857142858,38.42045714285715,4.576332857142856,37774028571428.57,32.94711428571429,7.022117142857143e+23,2262.591428571428,39133600000000.0,3.6450314285714294e+22,274.90871428571427,24801.14285714286,15.93317142857143
3,X,False,1,224.545,1336.107142857143,53.48650000000001,69.75939999999999,109.0512857142857,111.65214285714282,0.3207461571428571,0.007871602857142859,9409.055714285716,43.076342857142855,4.444262857142856,10154674285714.285,41.84372857142858,3.5654985714285705e+23,1678.4200000000005,33733814285714.285,1.6341971428571429e+22,65.74048571428571,13069.72,4.920261428571428
4,X,True,1,374.62857142857143,1184.8857142857148,48.08044285714285,65.07090000000001,111.04142857142858,115.88842857142863,0.310083,0.014922057142857142,9987.515714285713,39.04912857142856,4.329827142857144,18526771428571.43,35.67700000000001,3.3397271428571425e+23,1582.5971428571431,29216257142857.145,1.5907585714285728e+22,44.280085714285704,8395.404285714287,3.441132857142857
5,X,False,1,128.3553742857143,2663.6171428571433,45.710442857142866,41.89045714285713,64.12715714285714,79.25092857142856,-0.008972612142857144,0.0009052261142857144,13384.642857142857,39.397742857142845,4.872847142857143,5505831571428.571,37.80684285714287,1.9809942857142855e+24,5295.024285714286,86084328571428.58,8.523994285714285e+22,309.0147142857144,56596.9,13.157214285714284
6,X,True,1,936.779857142857,1216.6814285714288,48.26607142857143,45.81815714285714,67.12990000000002,83.06072857142857,0.04760299571428574,-0.020200571428571432,13547.014285714286,43.06385714285714,4.528494285714286,37814085714285.71,40.30488571428572,8.331598571428573e+23,2468.4571428571435,39486257142857.14,3.80456857142857e+22,122.44428571428573,34484.15714285714,7.251202857142858
7,X,False,1,1417.9842857142858,4557.860000000001,52.82017142857144,58.55275714285712,97.33162857142857,101.99560000000004,0.23807799999999993,0.010241967142857142,12781.302857142857,43.528542857142874,5.068701428571429,59833028571428.57,46.32015714285714,2.3510685714285715e+24,7037.667142857142,140219857142857.14,8.72064e+22,515.4067142857144,259854.7142857143,15.093942857142858
8,X,False,1,468.05657142857143,843.5247142857141,41.25151428571428,42.42844285714286,72.44287142857142,96.01700000000005,-0.13010621142857148,-0.01408494857142857,10055.740000000002,33.9978142857143,4.336511428571428,20639171428571.43,29.888885714285717,4.399157142857141e+23,1732.7242857142865,26425814285714.285,2.5731742857142852e+22,304.325,4527.914285714286,32.68662857142857
9,X,True,1,733.5125714285712,1911.2128571428575,42.29197142857142,47.345757142857146,88.88388571428574,96.58554285714285,0.09852530714285712,-0.009387465714285715,10352.162857142857,35.51279999999999,4.618160000000001,34712200000000.0,29.26512857142857,1.0783600000000001e+24,3567.2571428571423,68375828571428.57,5.582409999999999e+22,251.29600000000008,40585.37142857143,12.36422857142857
10,X,False,1,240.74905714285717,1941.982857142857,40.791871428571426,31.653214285714277,61.62238571428571,79.44008571428571,-0.16886733000000004,-0.0038557061428571454,10978.99714285714,30.9116,4.65576714285714,13933705714285.715,26.88447142857143,1.058922285714286e+24,2580.0861428571425,40723985714285.71,4.821982857142859e+22,170.85695714285714,102864.11428571428,7.04277285714286
11,X,False,1,1158.4235714285714,2413.5271428571423,44.39898571428572,51.88825714285716,88.22408571428572,97.0369714285714,-0.09862858571428575,0.012398520000000001,11423.8,38.451228571428565,5.01408857142857,40049042857142.86,33.88368571428571,1.4208128571428566e+24,5453.232857142855,95118785714285.72,6.768972857142857e+22,268.38,79739.97142857143,10.755285714285714
12,X,False,1,677.8461428571427,2363.501428571429,52.77277142857142,64.85355714285716,100.3975857142857,104.52028571428575,-0.0019488771571428611,0.009633605714285712,12185.642857142857,45.13668571428571,4.821734285714286,16777194285714.285,46.328757142857135,1.1428885714285714e+24,4421.317142857143,84099228571428.58,4.509361428571429e+22,284.55971428571434,85748.5142857143,12.345571428571427
